Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	Brennraumvolumen [m3]	V0 [m3]	V1 [m3]	V2 [m3]	T_Zone_0 [K]	T_Zone_1 [K]	T_Zone_2 [K]	T_mittel [K]	T_BurnAdiabat_0 [K]	T_BurnAdiabat_1 [K]	Lambda z1 [-]	Lambda z0 [-]	Lambda z2 [-]	p_soll [bar]	p_soll_roh [bar]	p [bar]	dQb [J/s]	dQb [J/KW]	Qb [J]	dmb [kg/s]	dmb [kg/KW]	mb [kg]	dQw [J/s]	dQw [J/KW]	dQKrst [J/s]	dQKrst [J/KW]	Qw [J]	Xb[-]	Qb/Qmax [-]	Qmax [J]	Alpha [W/(m^2K)]	Wandwärmestromdichte [MW/m^2]	PQw [W]	Brennraumfläche [m^2]	Gesamtmasse [kg]	m_0[kg]	m_1[kg]	m_2[kg]	Z0_O2 [kg]	Z0_CO2 [kg]	Z0_H2O [kg]	Z0_H [kg]	Z0_O [kg]	Z0_N [kg]	Z0_H2 [kg]	Z0_OH [kg]	Z0_CO [kg]	Z0_NO [kg]	Z0_N2 [kg]	Z0_Diesel [kg]	Z0_RON_95 [kg]	Z0_AGR_intern_LWA [kg]	Z0_AGR_extern_LWA [kg]	Z0_feuchteLuft_LWA [kg]	Z1_O2 [kg]	Z1_CO2 [kg]	Z1_H2O [kg]	Z1_H [kg]	Z1_O [kg]	Z1_N [kg]	Z1_H2 [kg]	Z1_OH [kg]	Z1_CO [kg]	Z1_NO [kg]	Z1_N2 [kg]	Z1_Diesel [kg]	Z1_RON_95 [kg]	Z1_AGR_intern_LWA [kg]	Z1_AGR_extern_LWA [kg]	Z1_feuchteLuft_LWA [kg]	Z2_O2 [kg]	Z2_CO2 [kg]	Z2_H2O [kg]	Z2_H [kg]	Z2_O [kg]	Z2_N [kg]	Z2_H2 [kg]	Z2_OH [kg]	Z2_CO [kg]	Z2_NO [kg]	Z2_N2 [kg]	Z2_Diesel [kg]	Z2_RON_95 [kg]	Z2_AGR_intern_LWA [kg]	Z2_AGR_extern_LWA [kg]	Z2_feuchteLuft_LWA [kg]	 mDieseldampf [kg]	m_Diesel_Z0 [kg]	TKrstVap [K]	mkrstFl [kg]	m_a [kg]	sumdma [kg]	s00 [kg]	dm_a [kg]
-130.0	 0.0	 0.00166397962081229	 0.9989971600101208	 5.014199949395687E-4	 3.3422920455154835E-4	 386.0260868912122	 386.0260868912122	 386.0260868912122	 386.0260868912122	 1251.3108534663488	 1251.3108534663488	 2.642781533261433	 2.642781533261434	 NaN	 2.622645142596352	 2.622766779040404	 2.622645142596352	 0.0	 0.0	 0.0	 0.0	 0.0	 2.000000002E-6	 0.0	 0.0	 0.0	 0.0	 0.0	 5.007963795088024E-4	 0.0	 4221.12798450569	 199.72686868218634	 -0.01740098635255707	 -1359.2156477887513	 0.07811141393079794	 0.003988672215277418	 0.003984672215273417	 2.000000002E-6	 2.000000002E-6	 0.21867854110045096	 0.007715509049346188	 0.0026558580444185883	 1.5710009490605582E-10	 2.3867958577792606E-7	 2.4162240015201443E-14	 5.63386002709896E-9	 6.3835770509640604E-6	 2.6409402537258546E-7	 1.2882850001078497E-4	 0.74754221108339	 0.0	 0.02327216008073721	 0.0	 0.0	 0.0	 0.21867854110045096	 0.007715509049346188	 0.002655858044418589	 1.571000949060558E-10	 2.3867958577792606E-7	 2.4162240015201443E-14	 5.63386002709896E-9	 6.38357705096406E-6	 2.6409402537258546E-7	 1.2882850001078497E-4	 0.74754221108339	 0.0	 0.02327216008073721	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-129.8	 2.6147892479866122E-5	 0.0016620534206422933	 0.9989970057080494	 5.014199174917571E-4	 3.3418982199042986E-4	 386.20565653073726	 386.20565653073726	 386.1602091774843	 386.2056342634331	 1251.461185308779	 1251.461185308779	 2.642781533261432	 2.642781533261432	 NaN	 2.6267428219610034	 2.626766779040404	 2.6269064076335766	 0.0	 0.0	 0.0	 0.0	 0.0	 2.000000002E-6	 -1360.6161466721992	 -0.1778862235477721	 0.0	 0.0	 -0.035577244709554416	 5.007963795088024E-4	 0.0	 4221.12798450569	 200.0944407600472	 -0.017397789911816175	 -1357.8672274506155	 0.07804825982686361	 0.003988672215277418	 0.003984672215273417	 2.000000002E-6	 2.000000002E-6	 0.21867854110045096	 0.007715509049346188	 0.0026558580444185883	 1.5710009490605585E-10	 2.3867958577792606E-7	 2.4162240015201443E-14	 5.633860027098961E-9	 6.3835770509640604E-6	 2.6409402537258546E-7	 1.2882850001078497E-4	 0.74754221108339	 0.0	 0.02327216008073721	 0.0	 0.0	 0.0	 0.21867854110045096	 0.007715509049346188	 0.002655858044418589	 1.5710009490605582E-10	 2.3867958577792606E-7	 2.4162240015201443E-14	 5.633860027098961E-9	 6.38357705096406E-6	 2.6409402537258546E-7	 1.2882850001078497E-4	 0.74754221108339	 0.0	 0.02327216008073721	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-129.6	 5.2295784959732244E-5	 0.0016601198990815207	 0.998996850400426	 5.014198395392353E-4	 3.341502568037175E-4	 386.38611700639467	 386.38611700639467	 386.2949690781103	 386.3860723429698	 1251.6122668615694	 1251.6122668615694	 2.642781533261432	 2.642781533261432	 NaN	 2.6308413785827365	 2.630766779040404	 2.631195234440636	 0.0	 0.0	 0.0	 0.0	 0.0	 2.000000002E-6	 -1359.213676460871	 -0.17770286534631197	 0.0	 0.0	 -0.07111781777881682	 5.007963795088024E-4	 0.0	 4221.12798450569	 200.46380231397583	 -0.017393737324166825	 -1356.4482688519126	 0.07798486567733008	 0.003988672215277418	 0.003984672215273417	 2.000000002E-6	 2.000000002E-6	 0.21867854110045096	 0.007715509049346188	 0.0026558580444185883	 1.5710009490605587E-10	 2.3867958577792606E-7	 2.4162240015201443E-14	 5.6338600270989615E-9	 6.3835770509640604E-6	 2.6409402537258546E-7	 1.2882850001078497E-4	 0.74754221108339	 0.0	 0.02327216008073721	 0.0	 0.0	 0.0	 0.21867854110045096	 0.007715509049346188	 0.002655858044418589	 1.5710009490605585E-10	 2.3867958577792606E-7	 2.4162240015201443E-14	 5.6338600270989615E-9	 6.38357705096406E-6	 2.6409402537258546E-7	 1.2882850001078497E-4	 0.74754221108339	 0.0	 0.02327216008073721	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-129.4	 7.844367743959836E-5	 0.0016581790640955757	 0.9989966940817421	 5.014197610792388E-4	 3.341105085674711E-4	 386.5674711232695	 386.5674711232695	 386.4303682975084	 386.5674039343008	 1251.7640978846248	 1251.7640978846248	 2.642781533261432	 2.642781533261432	 NaN	 2.635012049120975	 2.634966779040404	 2.6355117827273054	 0.0	 0.0	 0.0	 0.0	 0.0	 2.000000002E-6	 -1357.7953738487001	 -0.17751743722527719	 0.0	 0.0	 -0.10662130522387225	 5.007963795088024E-4	 0.0	 4221.12798450569	 200.83495900020728	 -0.017389527453534184	 -1355.0133986144397	 0.07792123174336468	 0.003988672215277418	 0.003984672215273417	 2.000000002E-6	 2.000000002E-6	 0.21867854110045096	 0.007715509049346188	 0.0026558580444185883	 1.571000949060559E-10	 2.3867958577792606E-7	 2.4162240015201443E-14	 5.633860027098962E-9	 6.3835770509640604E-6	 2.6409402537258546E-7	 1.2882850001078497E-4	 0.74754221108339	 0.0	 0.02327216008073721	 0.0	 0.0	 0.0	 0.21867854110045096	 0.007715509049346188	 0.002655858044418589	 1.5710009490605587E-10	 2.3867958577792606E-7	 2.4162240015201443E-14	 5.633860027098962E-9	 6.38357705096406E-6	 2.6409402537258546E-7	 1.2882850001078497E-4	 0.74754221108339	 0.0	 0.02327216008073721	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-129.2	 1.0459156991946449E-4	 0.0016562309237494537	 0.9989964964813073	 5.014196618989679E-4	 3.3411086220547085E-4	 386.6911491823028	 386.6911491823028	 386.55448809864777	 386.6910822024737	 1251.867692754317	 1251.867692754317	 2.642781533261432	 2.642781533261432	 NaN	 2.639228961606794	 2.639266779040404	 2.639456518664606	 -6748.338732798482	 -0.8822741780146535	 -0.1764548356029307	 0.0	 0.0	 2.000000002E-6	 -1356.3025340928043	 -0.177322264158143	 0.0	 0.0	 -0.14208575805550086	 5.007963795088024E-4	 -4.180276841892399E-5	 4221.12798450569	 201.19922601608585	 -0.01739595611787813	 -1354.4031882562042	 0.07785735828939347	 0.003988672215277418	 0.003984672215273417	 2.000000002E-6	 2.000000002E-6	 0.21867854110045096	 0.007715509049346188	 0.0026558580444185883	 1.5710009490605592E-10	 2.3867958577792606E-7	 2.4162240015201443E-14	 5.633860027098962E-9	 6.3835770509640604E-6	 2.6409402537258546E-7	 1.2882850001078497E-4	 0.74754221108339	 0.0	 0.02327216008073721	 0.0	 0.0	 0.0	 0.21867854110045096	 0.007715509049346188	 0.002655858044418589	 1.571000949060559E-10	 2.3867958577792606E-7	 2.4162240015201443E-14	 5.633860027098962E-9	 6.38357705096406E-6	 2.6409402537258546E-7	 1.2882850001078497E-4	 0.74754221108339	 0.0	 0.02327216008073721	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-129.0	 1.307394623993306E-4	 0.001654275486208241	 0.9989962978794185	 5.014195622160438E-4	 3.341110111768509E-4	 386.8157131367031	 386.8157131367031	 386.67925731324624	 386.8156462501149	 1251.9720317942129	 1251.9720317942129	 2.642781533261432	 2.642781533261432	 NaN	 2.6434876128384532	 2.643466779040404	 2.6434282629289236	 -6748.338732798482	 -0.8822741780146535	 -0.3529096712058614	 0.0	 0.0	 2.000000002E-6	 -1355.7118630105037	 -0.1772450401383882	 0.0	 0.0	 -0.1775347660831785	 5.007963795088024E-4	 -8.360553683784798E-5	 4221.12798450569	 201.5652725570275	 -0.017402500715654624	 -1353.7970119334148	 0.0777932455831242	 0.003988672215277418	 0.003984672215273417	 2.000000002E-6	 2.000000002E-6	 0.21867854110045096	 0.007715509049346188	 0.0026558580444185883	 1.5710009490605595E-10	 2.3867958577792606E-7	 2.4162240015201443E-14	 5.633860027098962E-9	 6.3835770509640604E-6	 2.6409402537258546E-7	 1.2882850001078497E-4	 0.74754221108339	 0.0	 0.02327216008073721	 0.0	 0.0	 0.0	 0.21867854110045096	 0.007715509049346188	 0.002655858044418589	 1.5710009490605592E-10	 2.3867958577792606E-7	 2.4162240015201443E-14	 5.633860027098962E-9	 6.38357705096406E-6	 2.6409402537258546E-7	 1.2882850001078497E-4	 0.74754221108339	 0.0	 0.02327216008073721	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-128.8	 1.5688735487919673E-4	 0.0016523127597378043	 0.9989960982706289	 5.014194620277327E-4	 3.3411095485886297E-4	 386.94116575186905	 386.94116575186905	 386.8046777599871	 386.9410988421209	 1252.0771160374238	 1252.0771160374238	 2.642781533261432	 2.642781533261432	 NaN	 2.647684831075863	 2.647666779040404	 2.6474271697287985	 -6748.338732798482	 -0.8822741780146535	 -0.5293645068087921	 0.0	 0.0	 2.000000002E-6	 -1355.1071968743483	 -0.17716598641281617	 0.0	 0.0	 -0.21296796336574175	 5.007963795088024E-4	 -1.2540830525677196E-4	 4221.12798450569	 201.9331042616772	 -0.01740892862112251	 -1353.1767656267643	 0.0777288938955689	 0.003988672215277418	 0.003984672215273417	 2.000000002E-6	 2.000000002E-6	 0.21867854110045096	 0.007715509049346188	 0.0026558580444185883	 1.5710009490605598E-10	 2.3867958577792606E-7	 2.4162240015201443E-14	 5.633860027098962E-9	 6.3835770509640604E-6	 2.6409402537258546E-7	 1.2882850001078497E-4	 0.74754221108339	 0.0	 0.02327216008073721	 0.0	 0.0	 0.0	 0.21867854110045096	 0.007715509049346188	 0.002655858044418589	 1.5710009490605595E-10	 2.3867958577792606E-7	 2.4162240015201443E-14	 5.633860027098962E-9	 6.38357705096406E-6	 2.6409402537258546E-7	 1.2882850001078497E-4	 0.74754221108339	 0.0	 0.02327216008073721	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-128.6	 1.8303524735906285E-4	 0.0016503427527054867	 0.9989958976494419	 5.014193613312758E-4	 3.341106926323072E-4	 387.06750978266444	 387.06750978266444	 386.93075124695423	 387.06744273285267	 1252.182946508275	 1252.182946508275	 2.642781533261432	 2.642781533261432	 NaN	 2.6517797086790784	 2.651766779040404	 2.6514533944099608	 -6748.338732798482	 -0.8822741780146535	 -0.7058193424117228	 0.0	 0.0	 2.000000002E-6	 -1354.4884248757355	 -0.17708508849436977	 0.0	 0.0	 -0.2483849810646157	 5.007963795088024E-4	 -1.6721107367569595E-4	 4221.12798450569	 202.30272681379	 -0.01741523811410026	 -1352.5423384368269	 0.07766430350106668	 0.003988672215277418	 0.003984672215273417	 2.000000002E-6	 2.000000002E-6	 0.21867854110045096	 0.007715509049346188	 0.0026558580444185883	 1.57100094906056E-10	 2.3867958577792606E-7	 2.4162240015201443E-14	 5.633860027098962E-9	 6.3835770509640604E-6	 2.6409402537258546E-7	 1.2882850001078497E-4	 0.74754221108339	 0.0	 0.02327216008073721	 0.0	 0.0	 0.0	 0.21867854110045096	 0.007715509049346188	 0.002655858044418589	 1.5710009490605598E-10	 2.3867958577792606E-7	 2.4162240015201443E-14	 5.633860027098962E-9	 6.38357705096406E-6	 2.6409402537258546E-7	 1.2882850001078497E-4	 0.74754221108339	 0.0	 0.02327216008073721	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-128.4	 2.0918313983892898E-4	 0.0016483654735808006	 0.9989956960103153	 5.014192601238911E-4	 3.341102238758399E-4	 387.194747999499	 387.194747999499	 387.05747959108095	 387.1946806922131	 1252.2895281648684	 1252.2895281648684	 2.642781533261432	 2.642781533261432	 NaN	 2.6558472793961516	 2.655966779040404	 2.6555070936440934	 -6748.338732798482	 -0.8822741780146535	 -0.8822741780146536	 0.0	 0.0	 2.000000002E-6	 -1353.8554360717908	 -0.17700233187843725	 0.0	 0.0	 -0.28378544744030315	 5.007963795088024E-4	 -2.0901384209461995E-4	 4221.12798450569	 202.6741459463285	 -0.017421427459088847	 -1351.8936189540968	 0.07759947467730648	 0.003988672215277418	 0.003984672215273417	 2.000000002E-6	 2.000000002E-6	 0.21867854110045096	 0.007715509049346188	 0.0026558580444185883	 1.57100094906056E-10	 2.3867958577792606E-7	 2.4162240015201443E-14	 5.633860027098962E-9	 6.3835770509640604E-6	 2.6409402537258546E-7	 1.2882850001078497E-4	 0.74754221108339	 0.0	 0.02327216008073721	 0.0	 0.0	 0.0	 0.21867854110045096	 0.007715509049346188	 0.002655858044418589	 1.57100094906056E-10	 2.3867958577792606E-7	 2.4162240015201443E-14	 5.633860027098962E-9	 6.38357705096406E-6	 2.6409402537258546E-7	 1.2882850001078497E-4	 0.74754221108339	 0.0	 0.02327216008073721	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-128.2	 2.353310323187951E-4	 0.0016463809309361192	 0.9989954933476628	 5.014191584027749E-4	 3.341095479659748E-4	 387.32288318838886	 387.32288318838886	 387.1848646181736	 387.32281550570815	 1252.3968607510621	 1252.3968607510621	 2.642781533261432	 2.642781533261432	 NaN	 2.6599496231070914	 2.659866779040404	 2.659588425440328	 -6748.338732798482	 -0.8822741780146535	 -1.0587290136175842	 0.0	 0.0	 2.000000002E-6	 -1353.2081190013805	 -0.1769177019926499	 0.0	 0.0	 -0.31916898783883313	 5.007963795088024E-4	 -2.508166105135439E-4	 4221.12798450569	 203.0473674417067	 -0.01742749490501673	 -1351.230495248472	 0.07753440770534971	 0.003988672215277418	 0.003984672215273417	 2.000000002E-6	 2.000000002E-6	 0.21867854110045096	 0.007715509049346188	 0.0026558580444185883	 1.57100094906056E-10	 2.3867958577792606E-7	 2.4162240015201443E-14	 5.633860027098962E-9	 6.3835770509640604E-6	 2.6409402537258546E-7	 1.2882850001078497E-4	 0.74754221108339	 0.0	 0.02327216008073721	 0.0	 0.0	 0.0	 0.21867854110045096	 0.007715509049346188	 0.002655858044418589	 1.57100094906056E-10	 2.3867958577792606E-7	 2.4162240015201443E-14	 5.633860027098962E-9	 6.38357705096406E-6	 2.6409402537258546E-7	 1.2882850001078497E-4	 0.74754221108339	 0.0	 0.02327216008073721	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
