vKurbelwinkel	p_Zyl_1	p_Ein	p_Aus
-338.4	1.9599	1.9243	2.9787
-338.2	1.957	1.9232	2.9803
-338	1.9546	1.9222	2.9818
-337.8	1.9537	1.9211	2.9831
-337.6	1.9521	1.92	2.9841
-337.4	1.9492	1.9188	2.9849
-337.2	1.9452	1.9176	2.9856
-337	1.9403	1.9164	2.9862
-336.8	1.9352	1.9152	2.9866
-336.6	1.9319	1.914	2.9869
-336.4	1.9312	1.9129	2.9872
-336.2	1.9323	1.9118	2.9873
-336	1.932	1.9105	2.9872
-335.8	1.9303	1.9091	2.987
-335.6	1.9267	1.9077	2.9868
-335.4	1.9243	1.9061	2.9866
-335.2	1.9221	1.9044	2.9862
-335	1.92	1.9024	2.9855
-334.8	1.9189	1.9004	2.9847
-334.6	1.9186	1.8982	2.9835
-334.4	1.9175	1.896	2.9821
-334.2	1.915	1.8936	2.9804
-334	1.9138	1.891	2.9784
-333.8	1.9105	1.8882	2.9762
-333.6	1.9108	1.8853	2.9736
-333.4	1.9092	1.8823	2.9709
-333.2	1.9112	1.8794	2.9681
-333	1.9118	1.8763	2.9652
-332.8	1.9126	1.8732	2.9623
-332.6	1.9129	1.8701	2.9594
-332.4	1.9132	1.8671	2.9565
-332.2	1.9116	1.8641	2.9535
-332	1.9102	1.8612	2.9506
-331.8	1.9119	1.8582	2.9476
-331.6	1.9156	1.8553	2.9445
-331.4	1.9176	1.8523	2.9411
-331.2	1.9204	1.8494	2.9377
-331	1.922	1.8467	2.9341
-330.8	1.922	1.844	2.9303
-330.6	1.9187	1.8412	2.9263
-330.4	1.9164	1.8384	2.9222
-330.2	1.9155	1.8356	2.9179
-330	1.9139	1.8327	2.9136
-329.8	1.9125	1.8297	2.9091
-329.6	1.9098	1.8268	2.9047
-329.4	1.9081	1.8238	2.9005
-329.2	1.9064	1.821	2.8964
-329	1.9049	1.8181	2.8924
-328.8	1.9039	1.8152	2.8885
-328.6	1.9028	1.8124	2.8847
-328.4	1.9004	1.8095	2.881
-328.2	1.8966	1.8065	2.8775
-328	1.8914	1.8034	2.8742
-327.8	1.8874	1.8001	2.871
-327.6	1.8842	1.7968	2.868
-327.4	1.8822	1.7936	2.865
-327.2	1.8797	1.7902	2.8619
-327	1.8771	1.7869	2.8589
-326.8	1.8738	1.7835	2.8558
-326.6	1.8693	1.7801	2.8529
-326.4	1.8648	1.7766	2.85
-326.2	1.8607	1.7731	2.8472
-326	1.8568	1.7696	2.8444
-325.8	1.8526	1.7661	2.8416
-325.6	1.8487	1.7627	2.8389
-325.4	1.8455	1.7596	2.8363
-325.2	1.8405	1.7566	2.8337
-325	1.8355	1.7537	2.8311
-324.8	1.8317	1.7512	2.8284
-324.6	1.8279	1.7491	2.8257
-324.4	1.8242	1.7473	2.8229
-324.2	1.8202	1.7457	2.82
-324	1.8159	1.7445	2.8171
-323.8	1.813	1.7437	2.8142
-323.6	1.8094	1.7431	2.8111
-323.4	1.805	1.7429	2.8079
-323.2	1.8028	1.7433	2.8048
-323	1.8005	1.744	2.8017
-322.8	1.7964	1.745	2.7985
-322.6	1.7927	1.7464	2.7953
-322.4	1.79	1.7483	2.7921
-322.2	1.786	1.7505	2.7889
-322	1.782	1.753	2.7856
-321.8	1.7799	1.756	2.7825
-321.6	1.7776	1.7593	2.7795
-321.4	1.7749	1.7631	2.7765
-321.2	1.7719	1.7671	2.7736
-321	1.769	1.7714	2.7707
-320.8	1.7651	1.7758	2.7678
-320.6	1.7619	1.7804	2.765
-320.4	1.7594	1.7852	2.7622
-320.2	1.7579	1.7901	2.7596
-320	1.7567	1.795	2.757
-319.8	1.7561	1.8001	2.7544
-319.6	1.7541	1.8051	2.7516
-319.4	1.7517	1.81	2.7488
-319.2	1.7498	1.8148	2.746
-319	1.7484	1.8194	2.7432
-318.8	1.746	1.8238	2.7404
-318.6	1.7439	1.828	2.7375
-318.4	1.7426	1.832	2.7346
-318.2	1.7424	1.8358	2.7317
-318	1.7406	1.8393	2.7287
-317.8	1.7381	1.8427	2.7257
-317.6	1.7369	1.8458	2.7228
-317.4	1.7356	1.8487	2.7198
-317.2	1.7336	1.8512	2.7168
-317	1.7334	1.8535	2.7139
-316.8	1.7344	1.8557	2.7111
-316.6	1.7358	1.8576	2.7082
-316.4	1.738	1.8593	2.7055
-316.2	1.7403	1.8608	2.7029
-316	1.7417	1.8621	2.7003
-315.8	1.7428	1.8631	2.6978
-315.6	1.7452	1.864	2.6955
-315.4	1.7486	1.8648	2.6934
-315.2	1.7528	1.8653	2.6913
-315	1.757	1.8656	2.6894
-314.8	1.7605	1.8657	2.6877
-314.6	1.7643	1.8658	2.6862
-314.4	1.7679	1.8657	2.685
-314.2	1.7711	1.8655	2.6839
-314	1.7753	1.8652	2.6833
-313.8	1.7811	1.8649	2.6828
-313.6	1.7866	1.8645	2.6825
-313.4	1.7916	1.8639	2.6824
-313.2	1.7974	1.8633	2.6825
-313	1.8038	1.8626	2.6828
-312.8	1.8091	1.8619	2.6833
-312.6	1.8149	1.8612	2.6839
-312.4	1.8206	1.8605	2.6846
-312.2	1.8264	1.8598	2.6853
-312	1.8327	1.8592	2.6861
-311.8	1.8391	1.8587	2.687
-311.6	1.845	1.8582	2.6879
-311.4	1.8513	1.8578	2.689
-311.2	1.8585	1.8575	2.6902
-311	1.8644	1.8572	2.6915
-310.8	1.8694	1.8571	2.6927
-310.6	1.875	1.8571	2.6941
-310.4	1.8815	1.8573	2.6955
-310.2	1.8879	1.8577	2.6969
-310	1.8946	1.8582	2.6983
-309.8	1.9024	1.859	2.6997
-309.6	1.9096	1.8598	2.701
-309.4	1.9143	1.8607	2.702
-309.2	1.9191	1.8618	2.703
-309	1.9253	1.8631	2.704
-308.8	1.9312	1.8645	2.7047
-308.6	1.9371	1.8661	2.7054
-308.4	1.9443	1.8678	2.7059
-308.2	1.9499	1.8696	2.7063
-308	1.9538	1.8715	2.7065
-307.8	1.9574	1.8735	2.7066
-307.6	1.9625	1.8757	2.7067
-307.4	1.9663	1.8779	2.7065
-307.2	1.9691	1.8802	2.7062
-307	1.9732	1.8827	2.7058
-306.8	1.9771	1.8852	2.7053
-306.6	1.9799	1.8878	2.7045
-306.4	1.9832	1.8905	2.7036
-306.2	1.9865	1.8933	2.7025
-306	1.9881	1.8961	2.7011
-305.8	1.9899	1.8989	2.6995
-305.6	1.9925	1.9018	2.6977
-305.4	1.9933	1.9048	2.6958
-305.2	1.9945	1.9077	2.6937
-305	1.9973	1.9109	2.6916
-304.8	1.9997	1.9141	2.6893
-304.6	2.0004	1.9171	2.687
-304.4	2.0009	1.9203	2.6846
-304.2	2.0021	1.9234	2.6822
-304	2.0037	1.9265	2.6799
-303.8	2.0049	1.9297	2.6775
-303.6	2.0061	1.9328	2.6751
-303.4	2.0081	1.936	2.6727
-303.2	2.0102	1.9392	2.67
-303	2.0108	1.9424	2.6672
-302.8	2.0119	1.9456	2.6643
-302.6	2.0137	1.9489	2.6613
-302.4	2.0156	1.9522	2.6582
-302.2	2.0167	1.9553	2.655
-302	2.018	1.9584	2.6517
-301.8	2.02	1.9614	2.6483
-301.6	2.0215	1.9644	2.645
-301.4	2.0224	1.9674	2.6417
-301.2	2.024	1.9704	2.6385
-301	2.0268	1.9733	2.6354
-300.8	2.0289	1.9762	2.6324
-300.6	2.031	1.9789	2.6295
-300.4	2.0333	1.9816	2.6266
-300.2	2.0353	1.9841	2.6237
-300	2.037	1.9866	2.6206
-299.8	2.0387	1.9892	2.6177
-299.6	2.0421	1.9917	2.6147
-299.4	2.044	1.9941	2.6117
-299.2	2.0453	1.9965	2.6086
-299	2.0475	1.9989	2.6056
-298.8	2.049	2.0012	2.6025
-298.6	2.0504	2.0035	2.5994
-298.4	2.0528	2.0056	2.5964
-298.2	2.0539	2.0077	2.5935
-298	2.0543	2.0096	2.5908
-297.8	2.056	2.0116	2.5882
-297.6	2.0571	2.0137	2.5857
-297.4	2.0566	2.0155	2.5832
-297.2	2.0583	2.0174	2.5809
-297	2.0615	2.0193	2.5786
-296.8	2.0621	2.0209	2.5763
-296.6	2.0622	2.0223	2.574
-296.4	2.0638	2.0238	2.5717
-296.2	2.065	2.0252	2.5693
-296	2.0642	2.0266	2.5668
-295.8	2.064	2.0279	2.5642
-295.6	2.0648	2.0292	2.5616
-295.4	2.0659	2.0304	2.5589
-295.2	2.0663	2.0316	2.5562
-295	2.0665	2.0328	2.5535
-294.8	2.0669	2.0339	2.5509
-294.6	2.0667	2.0349	2.5483
-294.4	2.0666	2.0358	2.5458
-294.2	2.0669	2.0366	2.5434
-294	2.0678	2.0375	2.5411
-293.8	2.069	2.0384	2.5388
-293.6	2.0696	2.0393	2.5365
-293.4	2.0703	2.0401	2.5343
-293.2	2.0713	2.0408	2.5321
-293	2.0723	2.0414	2.5299
-292.8	2.0729	2.0419	2.5276
-292.6	2.0738	2.0424	2.5252
-292.4	2.075	2.0429	2.5227
-292.2	2.0765	2.0434	2.5201
-292	2.078	2.0439	2.5175
-291.8	2.0799	2.0445	2.5149
-291.6	2.0824	2.045	2.5123
-291.4	2.0845	2.0456	2.5096
-291.2	2.0868	2.0461	2.5069
-291	2.089	2.0467	2.5042
-290.8	2.0919	2.0473	2.5016
-290.6	2.0949	2.0479	2.4989
-290.4	2.0968	2.0485	2.4961
-290.2	2.0988	2.0492	2.4934
-290	2.1014	2.0499	2.4907
-289.8	2.1037	2.0507	2.4879
-289.6	2.1052	2.0515	2.485
-289.4	2.1079	2.0524	2.4822
-289.2	2.1111	2.0533	2.4793
-289	2.1137	2.0541	2.4764
-288.8	2.1144	2.0549	2.4735
-288.6	2.1158	2.0558	2.4707
-288.4	2.1169	2.0567	2.4679
-288.2	2.1178	2.0576	2.4653
-288	2.1177	2.0585	2.4626
-287.8	2.1187	2.0595	2.4602
-287.6	2.12	2.0605	2.4579
-287.4	2.1201	2.0615	2.4557
-287.2	2.1188	2.0626	2.4537
-287	2.1181	2.0636	2.4518
-286.8	2.1182	2.0646	2.4501
-286.6	2.1175	2.0656	2.4486
-286.4	2.1166	2.0666	2.4473
-286.2	2.1165	2.0676	2.4461
-286	2.1158	2.0687	2.4452
-285.8	2.116	2.0697	2.4444
-285.6	2.1167	2.0707	2.4438
-285.4	2.1163	2.0717	2.4433
-285.2	2.1148	2.0725	2.4428
-285	2.1142	2.0734	2.4426
-284.8	2.1148	2.0743	2.4425
-284.6	2.1145	2.0751	2.4424
-284.4	2.1143	2.0759	2.4424
-284.2	2.1158	2.0767	2.4425
-284	2.1172	2.0776	2.4427
-283.8	2.1172	2.0783	2.4429
-283.6	2.1188	2.0791	2.4431
-283.4	2.1209	2.0799	2.4435
-283.2	2.1217	2.0807	2.4438
-283	2.1219	2.0814	2.4441
-282.8	2.1239	2.0821	2.4446
-282.6	2.125	2.0828	2.445
-282.4	2.1255	2.0834	2.4455
-282.2	2.127	2.0841	2.446
-282	2.1289	2.0847	2.4467
-281.8	2.1301	2.0852	2.4473
-281.6	2.1315	2.0856	2.448
-281.4	2.1337	2.086	2.4488
-281.2	2.1349	2.0863	2.4495
-281	2.1359	2.0866	2.4502
-280.8	2.1368	2.0868	2.451
-280.6	2.1387	2.0869	2.4517
-280.4	2.14	2.087	2.4524
-280.2	2.1411	2.0869	2.453
-280	2.1424	2.0868	2.4535
-279.8	2.1444	2.0867	2.4539
-279.6	2.146	2.0865	2.4543
-279.4	2.1475	2.0863	2.4546
-279.2	2.1488	2.086	2.4548
-279	2.1507	2.0856	2.455
-278.8	2.1534	2.0853	2.4551
-278.6	2.1557	2.0849	2.4552
-278.4	2.1576	2.0845	2.4551
-278.2	2.1604	2.084	2.455
-278	2.1622	2.0834	2.4547
-277.8	2.1645	2.0828	2.4543
-277.6	2.1656	2.0821	2.4538
-277.4	2.1651	2.0812	2.4529
-277.2	2.1659	2.0803	2.452
-277	2.1674	2.0795	2.451
-276.8	2.1677	2.0785	2.4497
-276.6	2.1667	2.0774	2.4482
-276.4	2.1673	2.0764	2.4467
-276.2	2.1682	2.0754	2.445
-276	2.1671	2.0742	2.4431
-275.8	2.1667	2.0731	2.4411
-275.6	2.1675	2.072	2.4391
-275.4	2.1663	2.0709	2.4369
-275.2	2.1644	2.0697	2.4346
-275	2.1628	2.0686	2.4323
-274.8	2.1626	2.0675	2.4299
-274.6	2.1613	2.0664	2.4275
-274.4	2.1599	2.0653	2.4249
-274.2	2.1588	2.0643	2.4224
-274	2.1573	2.0632	2.4197
-273.8	2.1549	2.062	2.417
-273.6	2.1533	2.061	2.4143
-273.4	2.152	2.06	2.4116
-273.2	2.1507	2.059	2.4089
-273	2.1502	2.0581	2.4061
-272.8	2.1491	2.0573	2.4033
-272.6	2.1481	2.0564	2.4005
-272.4	2.1472	2.0556	2.3976
-272.2	2.1465	2.0548	2.3947
-272	2.1453	2.0541	2.3919
-271.8	2.145	2.0534	2.389
-271.6	2.1453	2.0527	2.3862
-271.4	2.1461	2.0522	2.3834
-271.2	2.1462	2.0517	2.3807
-271	2.1466	2.0514	2.378
-270.8	2.1474	2.0511	2.3755
-270.6	2.1473	2.0508	2.373
-270.4	2.1475	2.0505	2.3706
-270.2	2.1487	2.0503	2.3684
-270	2.1493	2.0501	2.3662
-269.8	2.1497	2.0499	2.3641
-269.6	2.1493	2.0497	2.3621
-269.4	2.1492	2.0495	2.3601
-269.2	2.1496	2.0494	2.3582
-269	2.1487	2.0493	2.3563
-268.8	2.1478	2.0492	2.3543
-268.6	2.1484	2.0492	2.3524
-268.4	2.1496	2.0492	2.3505
-268.2	2.1494	2.0491	2.3485
-268	2.1477	2.049	2.3464
-267.8	2.1479	2.049	2.3445
-267.6	2.1481	2.0489	2.3424
-267.4	2.1459	2.0488	2.3403
-267.2	2.1439	2.0487	2.3382
-267	2.1439	2.0487	2.3362
-266.8	2.1439	2.0488	2.3343
-266.6	2.1415	2.0487	2.3322
-266.4	2.1397	2.0487	2.3302
-266.2	2.1388	2.0486	2.3282
-266	2.1372	2.0486	2.3261
-265.8	2.1352	2.0485	2.324
-265.6	2.1337	2.0485	2.3218
-265.4	2.1325	2.0485	2.3196
-265.2	2.1311	2.0485	2.3172
-265	2.1291	2.0484	2.3148
-264.8	2.1267	2.0484	2.3124
-264.6	2.1253	2.0484	2.3099
-264.4	2.1237	2.0483	2.3074
-264.2	2.1216	2.0483	2.3049
-264	2.1211	2.0483	2.3025
-263.8	2.1213	2.0483	2.3001
-263.6	2.1198	2.0482	2.2978
-263.4	2.1186	2.0481	2.2955
-263.2	2.1185	2.0481	2.2934
-263	2.1178	2.0481	2.2913
-262.8	2.1167	2.0481	2.2892
-262.6	2.1164	2.0481	2.2872
-262.4	2.1166	2.0481	2.2852
-262.2	2.116	2.0481	2.2831
-262	2.1158	2.048	2.281
-261.8	2.1151	2.048	2.2788
-261.6	2.1143	2.0479	2.2766
-261.4	2.1144	2.0479	2.2742
-261.2	2.1148	2.0479	2.2718
-261	2.115	2.0478	2.2693
-260.8	2.1158	2.0478	2.2669
-260.6	2.1168	2.0478	2.2645
-260.4	2.117	2.0477	2.2621
-260.2	2.1168	2.0476	2.2597
-260	2.1164	2.0474	2.2574
-259.8	2.1176	2.0473	2.2553
-259.6	2.1179	2.0472	2.2532
-259.4	2.1172	2.047	2.2512
-259.2	2.1177	2.0468	2.2493
-259	2.1191	2.0466	2.2475
-258.8	2.1194	2.0464	2.2457
-258.6	2.1186	2.0461	2.2438
-258.4	2.1188	2.0458	2.2419
-258.2	2.1194	2.0454	2.2401
-258	2.1187	2.0451	2.2382
-257.8	2.1175	2.0446	2.2363
-257.6	2.1179	2.0442	2.2346
-257.4	2.1189	2.0438	2.233
-257.2	2.1179	2.0432	2.2315
-257	2.1164	2.0426	2.2301
-256.8	2.1166	2.042	2.229
-256.6	2.1163	2.0415	2.2281
-256.4	2.1148	2.0408	2.2273
-256.2	2.1137	2.04	2.2268
-256	2.1123	2.0392	2.2264
-255.8	2.1099	2.0383	2.2261
-255.6	2.1079	2.0375	2.2259
-255.4	2.1067	2.0366	2.2259
-255.2	2.1058	2.0357	2.2259
-255	2.1039	2.0347	2.2259
-254.8	2.1027	2.0337	2.2259
-254.6	2.1017	2.0327	2.2259
-254.4	2.1008	2.0317	2.226
-254.2	2.1009	2.0308	2.2261
-254	2.1004	2.0298	2.2262
-253.8	2.0982	2.0287	2.2263
-253.6	2.0978	2.0276	2.2264
-253.4	2.099	2.0266	2.2268
-253.2	2.0982	2.0256	2.2271
-253	2.097	2.0245	2.2275
-252.8	2.0969	2.0235	2.2281
-252.6	2.0967	2.0225	2.2287
-252.4	2.0966	2.0215	2.2294
-252.2	2.0973	2.0206	2.2302
-252	2.0972	2.0196	2.2309
-251.8	2.0972	2.0187	2.2316
-251.6	2.0978	2.0177	2.2323
-251.4	2.0989	2.0169	2.2329
-251.2	2.0998	2.0161	2.2335
-251	2.1007	2.0153	2.234
-250.8	2.1018	2.0146	2.2344
-250.6	2.1025	2.0139	2.2347
-250.4	2.1037	2.0132	2.235
-250.2	2.1053	2.0127	2.2352
-250	2.1068	2.0122	2.2354
-249.8	2.1083	2.0118	2.2355
-249.6	2.1099	2.0114	2.2356
-249.4	2.1111	2.0111	2.2355
-249.2	2.1112	2.0108	2.2354
-249	2.1123	2.0106	2.2352
-248.8	2.114	2.0106	2.2349
-248.6	2.1136	2.0105	2.2344
-248.4	2.1127	2.0105	2.2337
-248.2	2.1132	2.0106	2.2328
-248	2.1128	2.0107	2.2318
-247.8	2.112	2.0109	2.2306
-247.6	2.1111	2.0111	2.2293
-247.4	2.1111	2.0114	2.2279
-247.2	2.111	2.0118	2.2263
-247	2.1098	2.0123	2.2246
-246.8	2.1089	2.0127	2.2228
-246.6	2.1082	2.0133	2.221
-246.4	2.1067	2.0139	2.219
-246.2	2.1056	2.0145	2.2171
-246	2.1042	2.0152	2.215
-245.8	2.1031	2.0159	2.2129
-245.6	2.1022	2.0167	2.2108
-245.4	2.1003	2.0174	2.2087
-245.2	2.0978	2.0181	2.2065
-245	2.0974	2.019	2.2043
-244.8	2.0964	2.0198	2.2022
-244.6	2.0947	2.0206	2.2
-244.4	2.0934	2.0214	2.1978
-244.2	2.0919	2.0222	2.1955
-244	2.0898	2.023	2.1933
-243.8	2.089	2.0238	2.1912
-243.6	2.0891	2.0246	2.1891
-243.4	2.0885	2.0253	2.187
-243.2	2.0873	2.0259	2.1849
-243	2.0863	2.0265	2.1828
-242.8	2.0854	2.027	2.1807
-242.6	2.0849	2.0275	2.1786
-242.4	2.0846	2.0279	2.1765
-242.2	2.0845	2.0282	2.1744
-242	2.0842	2.0284	2.1724
-241.8	2.084	2.0286	2.1703
-241.6	2.0849	2.0287	2.1682
-241.4	2.0858	2.0287	2.1662
-241.2	2.0862	2.0286	2.1641
-241	2.0871	2.0284	2.1621
-240.8	2.0881	2.0282	2.1601
-240.6	2.0882	2.0278	2.158
-240.4	2.0889	2.0274	2.156
-240.2	2.0905	2.0269	2.154
-240	2.0902	2.0263	2.152
-239.8	2.0901	2.0255	2.15
-239.6	2.0918	2.0248	2.1482
-239.4	2.0943	2.0241	2.1464
-239.2	2.0943	2.0231	2.1444
-239	2.0946	2.0222	2.1425
-238.8	2.0968	2.0212	2.1407
-238.6	2.0987	2.0203	2.1389
-238.4	2.0995	2.0192	2.137
-238.2	2.102	2.0182	2.1353
-238	2.1042	2.0172	2.1335
-237.8	2.1043	2.016	2.1317
-237.6	2.1045	2.0149	2.1299
-237.4	2.1068	2.0138	2.1282
-237.2	2.1081	2.0128	2.1265
-237	2.1084	2.0118	2.1247
-236.8	2.1089	2.0108	2.123
-236.6	2.1098	2.01	2.1212
-236.4	2.11	2.0091	2.1194
-236.2	2.1109	2.0084	2.1177
-236	2.1116	2.0077	2.1159
-235.8	2.1112	2.007	2.1141
-235.6	2.1103	2.0064	2.1123
-235.4	2.1101	2.0059	2.1105
-235.2	2.1095	2.0055	2.1087
-235	2.1081	2.0051	2.1069
-234.8	2.1078	2.0049	2.1051
-234.6	2.108	2.0049	2.1034
-234.4	2.107	2.0048	2.1016
-234.2	2.1061	2.0049	2.0999
-234	2.1062	2.0051	2.0983
-233.8	2.1065	2.0054	2.0966
-233.6	2.1063	2.0058	2.0949
-233.4	2.1055	2.0062	2.0931
-233.2	2.1059	2.0067	2.0914
-233	2.1065	2.0074	2.0896
-232.8	2.106	2.0081	2.0877
-232.6	2.1054	2.0089	2.0856
-232.4	2.1046	2.0098	2.0836
-232.2	2.104	2.0107	2.0815
-232	2.1025	2.0117	2.0792
-231.8	2.1028	2.0127	2.0771
-231.6	2.1038	2.0139	2.075
-231.4	2.1038	2.015	2.0728
-231.2	2.1033	2.0161	2.0706
-231	2.104	2.0173	2.0685
-230.8	2.1059	2.0186	2.0665
-230.6	2.107	2.0198	2.0644
-230.4	2.1073	2.021	2.0624
-230.2	2.1086	2.0223	2.0604
-230	2.1101	2.0235	2.0585
-229.8	2.1102	2.0247	2.0565
-229.6	2.1109	2.0258	2.0546
-229.4	2.1125	2.0271	2.0527
-229.2	2.1132	2.0283	2.0509
-229	2.1141	2.0294	2.0491
-228.8	2.1161	2.0307	2.0474
-228.6	2.1175	2.0318	2.0456
-228.4	2.1182	2.033	2.0441
-228.2	2.1192	2.0341	2.0426
-228	2.1198	2.0352	2.0413
-227.8	2.1209	2.0364	2.0402
-227.6	2.122	2.0375	2.0393
-227.4	2.1227	2.0385	2.0385
-227.2	2.1233	2.0396	2.0378
-227	2.1243	2.0406	2.0373
-226.8	2.1249	2.0415	2.0369
-226.6	2.1253	2.0425	2.0365
-226.4	2.1253	2.0434	2.0362
-226.2	2.1253	2.0444	2.0359
-226	2.125	2.0453	2.0357
-225.8	2.1241	2.0461	2.0354
-225.6	2.1235	2.0469	2.0351
-225.4	2.1231	2.0478	2.0349
-225.2	2.123	2.0486	2.0347
-225	2.1224	2.0494	2.0344
-224.8	2.1209	2.0501	2.0342
-224.6	2.1199	2.0509	2.0341
-224.4	2.1195	2.0517	2.0341
-224.2	2.1191	2.0524	2.0341
-224	2.1182	2.0532	2.0342
-223.8	2.1186	2.0538	2.0344
-223.6	2.1186	2.0545	2.0347
-223.4	2.1186	2.0552	2.0349
-223.2	2.1185	2.0558	2.0352
-223	2.1182	2.0563	2.0354
-222.8	2.1181	2.0568	2.0356
-222.6	2.1183	2.0572	2.0358
-222.4	2.1181	2.0576	2.0359
-222.2	2.1175	2.058	2.036
-222	2.1175	2.0583	2.0361
-221.8	2.1172	2.0587	2.0362
-221.6	2.1174	2.0589	2.0363
-221.4	2.1183	2.0592	2.0364
-221.2	2.1195	2.0594	2.0366
-221	2.1205	2.0596	2.0367
-220.8	2.1215	2.0598	2.0369
-220.6	2.1231	2.06	2.0371
-220.4	2.1245	2.0601	2.0374
-220.2	2.1254	2.0601	2.0376
-220	2.1269	2.0603	2.0378
-219.8	2.1286	2.0603	2.038
-219.6	2.1296	2.0603	2.0381
-219.4	2.1316	2.0604	2.0381
-219.2	2.1344	2.0604	2.038
-219	2.1355	2.0603	2.0377
-218.8	2.1357	2.0602	2.0372
-218.6	2.1375	2.0602	2.0367
-218.4	2.1391	2.0602	2.036
-218.2	2.14	2.0601	2.0351
-218	2.1417	2.0601	2.0342
-217.8	2.1435	2.0601	2.0332
-217.6	2.1451	2.0601	2.0321
-217.4	2.1467	2.0601	2.0309
-217.2	2.1485	2.0601	2.0297
-217	2.1498	2.0601	2.0285
-216.8	2.1504	2.0602	2.0272
-216.6	2.1514	2.0603	2.0258
-216.4	2.1526	2.0605	2.0244
-216.2	2.153	2.0606	2.023
