Kurbelwinkel [°KW]	pZyl_mess [bar]	pZyl_berech [bar]	pSaug [bar]	pAbg [bar]	T [K]	dQw [J/s]	V [m3]	m [kg]	R [J/kg/K]	mK [kg]	V_motor [m^3]	dm [kg/s]	Hub_E [m]	Hub_A [m]	alpha_E_vor	alpha_E_rück	alpha_A_vor	alpha_A_rück	T_Saug [K]	O2_Massenbruch	CO2_Massenbruch	H2O_Massenbruch	H_Massenbruch	O_Massenbruch	N_Massenbruch	H2_Massenbruch	OH_Massenbruch	CO_Massenbruch	NO_Massenbruch	N2_Massenbruch	Diesel_Massenbruch	RON_95_Massenbruch	AGR_intern_LWA_Massenbruch	AGR_extern_LWA_Massenbruch	feuchteLuft_LWA_Massenbruch
100.19999999999999	 8.8237205787084	 8.849136213191029	 2.25126880064665	 2.760158830057614	 1024.6904392731137	 -0.0	 0.0013000289257426947	 0.004018515409818043	 279.3801675760968	 0.004018515409818043	 0.0013028917136820044	 -1.8398270412895457E-4	 6.110000000000001E-6	 0.0	 4.231582814701371E-5	 4.231582814701371E-5	 0.0	 0.0	 322.43133604661193	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
100.4	 8.798476040893277	 8.823699057977846	 2.2257498528936357	 2.684799508480012	 1024.0034978720744	 0.0	 0.0013028869834361835	 0.004018467120163596	 279.3801675760968	 0.0040184671201635765	 0.001305749771375493	 -0.0019151388564231462	 0.0	 2.1468000000000042E-5	 0.0	 0.0	 1.48680228913272E-4	 1.48680228913272E-4	 322.43133604661193	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
100.6	 8.773502477829608	 8.798420891375558	 2.2257256727501824	 2.6847643132028165	 1023.3192590779847	 0.0	 0.0013057402820747198	 0.00401841526209934	 279.3801675760968	 0.004018415262099303	 0.0013086030700140295	 -0.002051267086015844	 0.0	 2.3051999999999958E-5	 0.0	 0.0	 1.596504861612043E-4	 1.596504861612043E-4	 322.43133604661193	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
100.79999999999998	 8.748842233228338	 8.773300561577466	 2.225698015884232	 2.684722875978041	 1022.6377133658225	 0.0	 0.0013085887930172062	 0.004018359853458763	 279.3801675760968	 0.004018359853458708	 0.001311451580956516	 -0.002186716355989861	 0.0	 2.463599999999987E-5	 0.0	 0.0	 1.7062074340913654E-4	 1.7062074340913654E-4	 322.43133604661193	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
101.0	 8.724549019375287	 8.748336926659725	 2.225674699152506	 2.6846706586059668	 1021.9588512457887	 0.0	 0.0013114324877905455	 0.004018300911915589	 279.3801675760968	 0.004018300911915516	 0.0013142952757298552	 -0.002321492748545866	 0.0	 2.6219999999999996E-5	 0.0	 0.0	 1.8159100065707025E-4	 1.8159100065707025E-4	 322.43133604661193	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
101.19999999999999	 8.700633879479511	 8.723528854488457	 2.225631198585231	 2.6846013352976956	 1021.282663263251	 0.0	 0.0013142713380895974	 0.004018238454985228	 279.3801675760968	 0.004018238454985138	 0.0013171341260289071	 -0.0024556022907387134	 0.0	 2.7803999999999912E-5	 0.0	 0.0	 1.925612579050025E-4	 1.925612579050025E-4	 322.43133604661193	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
101.39999999999998	 8.677053141829765	 8.698875222627768	 2.2255979524263547	 2.6845275268635667	 1020.6091399986854	 0.0	 0.00131710531577713	 0.004018172500026208	 279.3801675760968	 0.0040181725000261	 0.00131996810371644	 -0.00258905095503566	 0.0	 2.9387999999999828E-5	 0.0	 0.0	 2.0353151515293478E-4	 2.0353151515293478E-4	 322.43133604661193	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
101.6	 8.653740592169163	 8.674374918248708	 2.2255882922144443	 2.6844641801335705	 1019.9382720676167	 0.0	 0.0013199343928837594	 0.004018103064241601	 279.3801675760968	 0.004018103064241474	 0.0013227971808230693	 -0.0027218446598685085	 0.0	 3.0971999999999954E-5	 0.0	 0.0	 2.145017724008685E-4	 2.145017724008685E-4	 322.43133604661193	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
101.79999999999998	 8.630642421679005	 8.650026838039132	 2.225595778321015	 2.6844099598001283	 1019.2700501205595	 0.0	 0.0013227585416078814	 0.004018030164680422	 279.3801675760968	 0.004018030164680277	 0.0013256213295471913	 -0.002853989270179936	 0.0	 3.255599999999987E-5	 0.0	 0.0	 2.2547202964880077E-4	 2.2547202964880077E-4	 322.43133604661193	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
101.99999999999997	 8.607691803830033	 8.625829888114444	 2.2256067969160958	 2.6843812745319706	 1018.6044648429563	 0.0	 0.0013255777343155971	 0.004017953818239024	 279.3801675760968	 0.0040179538182388615	 0.0013284405222549068	 -0.0029854905979641595	 0.0	 3.4139999999999785E-5	 0.0	 0.0	 2.3644228689673303E-4	 2.3644228689673303E-4	 322.43133604661193	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
