	p_Zyl_1	p_Ein	p_Aus
[KWnZOT]	[bar]	[bar]	[bar]
60.2	20.202	2.2381	2.6914
60.3	20.146	2.238	2.6915
60.4	20.09	2.2379	2.6915
60.5	20.035	2.2379	2.6915
60.6	19.979	2.2378	2.6916
60.7	19.924	2.2377	2.6916
60.8	19.87	2.2376	2.6917
60.9	19.815	2.2375	2.6917
61	19.761	2.2374	2.6917
61.1	19.707	2.2373	2.6917
61.2	19.653	2.2372	2.6918
61.3	19.599	2.2371	2.6918
61.4	19.546	2.237	2.6917
61.5	19.493	2.2369	2.6917
61.6	19.441	2.2368	2.6918
61.7	19.388	2.2367	2.6917
61.8	19.336	2.2366	2.6917
61.9	19.284	2.2364	2.6917
62	19.233	2.2363	2.6917
62.1	19.181	2.2361	2.6916
62.2	19.13	2.236	2.6916
62.3	19.079	2.2358	2.6915
62.4	19.028	2.2357	2.6915
62.5	18.977	2.2355	2.6914
62.6	18.927	2.2354	2.6914
62.7	18.877	2.2352	2.6913
62.8	18.827	2.235	2.6912
62.9	18.777	2.2349	2.6912
63	18.728	2.2348	2.6911
63.1	18.678	2.2346	2.691
63.2	18.629	2.2345	2.691
63.3	18.58	2.2343	2.6909
63.4	18.531	2.2342	2.6909
63.5	18.482	2.234	2.6908
63.6	18.434	2.2339	2.6908
63.7	18.386	2.2337	2.6907
63.8	18.338	2.2336	2.6907
63.9	18.29	2.2334	2.6906
64	18.243	2.2333	2.6905
64.1	18.196	2.2332	2.6905
64.2	18.149	2.233	2.6904
64.3	18.102	2.2329	2.6904
64.4	18.056	2.2328	2.6903
64.5	18.009	2.2327	2.6903
64.6	17.963	2.2326	2.6902
64.7	17.918	2.2325	2.6902
64.8	17.872	2.2324	2.6901
64.9	17.827	2.2323	2.6901
65	17.782	2.2322	2.69
65.1	17.737	2.2321	2.69
65.2	17.692	2.232	2.6899
65.3	17.647	2.2319	2.6899
65.4	17.602	2.2318	2.6898
65.5	17.558	2.2317	2.6898
65.6	17.514	2.2316	2.6897
65.7	17.469	2.2315	2.6896
65.8	17.425	2.2314	2.6896
65.9	17.381	2.2313	2.6895
66	17.337	2.2312	2.6895
66.1	17.293	2.2311	2.6894
66.2	17.25	2.231	2.6894
66.3	17.207	2.2308	2.6893
66.4	17.164	2.2307	2.6893
66.5	17.121	2.2306	2.6893
66.6	17.078	2.2304	2.6892
66.7	17.035	2.2303	2.6892
66.8	16.992	2.2302	2.6892
66.9	16.95	2.23	2.6892
67	16.907	2.2298	2.6892
67.1	16.864	2.2296	2.6892
67.2	16.822	2.2295	2.6892
67.3	16.78	2.2293	2.6892
67.4	16.738	2.2291	2.6892
67.5	16.696	2.2289	2.6891
67.6	16.654	2.2287	2.6892
67.7	16.612	2.2285	2.6892
67.8	16.57	2.2283	2.6891
67.9	16.529	2.2282	2.6891
68	16.487	2.228	2.6891
68.1	16.446	2.2278	2.6891
68.2	16.405	2.2276	2.6891
68.3	16.364	2.2275	2.6891
68.4	16.324	2.2273	2.689
68.5	16.284	2.2271	2.689
68.6	16.244	2.2269	2.689
68.7	16.204	2.2268	2.689
68.8	16.165	2.2266	2.6889
68.9	16.126	2.2265	2.6888
69	16.087	2.2263	2.6888
69.1	16.048	2.2262	2.6887
69.2	16.01	2.226	2.6886
69.3	15.971	2.2259	2.6885
69.4	15.933	2.2257	2.6884
69.5	15.895	2.2256	2.6883
69.6	15.857	2.2255	2.6882
69.7	15.819	2.2253	2.6881
69.8	15.781	2.2252	2.688
69.9	15.744	2.2251	2.6879
70	15.706	2.2249	2.6877
70.1	15.669	2.2248	2.6876
70.2	15.632	2.2246	2.6875
70.3	15.595	2.2245	2.6874
70.4	15.558	2.2243	2.6873
70.5	15.522	2.2241	2.6872
70.6	15.485	2.224	2.6871
70.7	15.449	2.2238	2.687
70.8	15.413	2.2237	2.6869
70.9	15.377	2.2235	2.6869
71	15.341	2.2233	2.6867
71.1	15.305	2.2232	2.6866
71.2	15.27	2.223	2.6866
71.3	15.235	2.2228	2.6865
71.4	15.2	2.2227	2.6864
71.5	15.165	2.2225	2.6863
71.6	15.13	2.2224	2.6863
71.7	15.095	2.2222	2.6862
71.8	15.06	2.2221	2.6861
71.9	15.026	2.2219	2.686
72	14.991	2.2218	2.686
72.1	14.957	2.2216	2.6859
72.2	14.922	2.2215	2.6858
72.3	14.888	2.2213	2.6858
72.4	14.853	2.2212	2.6857
72.5	14.819	2.2211	2.6857
72.6	14.785	2.221	2.6857
72.7	14.751	2.2209	2.6856
72.8	14.717	2.2208	2.6856
72.9	14.684	2.2207	2.6855
73	14.651	2.2207	2.6855
73.1	14.617	2.2206	2.6854
73.2	14.584	2.2205	2.6854
73.3	14.551	2.2205	2.6853
73.4	14.519	2.2204	2.6853
73.5	14.486	2.2204	2.6852
73.6	14.454	2.2203	2.6852
73.7	14.421	2.2203	2.6851
73.8	14.389	2.2202	2.6851
73.9	14.357	2.2202	2.685
74	14.325	2.2202	2.685
74.1	14.294	2.2202	2.6849
74.2	14.262	2.2201	2.6848
74.3	14.231	2.2201	2.6848
74.4	14.199	2.2201	2.6847
74.5	14.168	2.2201	2.6847
74.6	14.137	2.2201	2.6846
74.7	14.106	2.2201	2.6846
74.8	14.075	2.2201	2.6845
74.9	14.045	2.2201	2.6844
75	14.014	2.2201	2.6843
75.1	13.984	2.2201	2.6842
75.2	13.954	2.2201	2.6842
75.3	13.925	2.22	2.6841
75.4	13.895	2.22	2.684
75.5	13.865	2.22	2.684
75.6	13.836	2.22	2.6839
75.7	13.807	2.22	2.6838
75.8	13.778	2.22	2.6838
75.9	13.749	2.22	2.6837
76	13.719	2.22	2.6836
76.1	13.69	2.22	2.6836
76.2	13.661	2.22	2.6835
76.3	13.632	2.22	2.6835
76.4	13.604	2.22	2.6835
76.5	13.575	2.22	2.6834
76.6	13.546	2.22	2.6834
76.7	13.518	2.22	2.6834
76.8	13.489	2.22	2.6834
76.9	13.46	2.22	2.6834
77	13.432	2.22	2.6834
77.1	13.403	2.2201	2.6834
77.2	13.375	2.2201	2.6834
77.3	13.347	2.2201	2.6834
77.4	13.319	2.2202	2.6833
77.5	13.291	2.2202	2.6833
77.6	13.263	2.2203	2.6834
77.7	13.235	2.2203	2.6833
77.8	13.208	2.2204	2.6833
77.9	13.181	2.2204	2.6833
78	13.154	2.2205	2.6833
78.1	13.126	2.2205	2.6833
78.2	13.1	2.2206	2.6833
78.3	13.073	2.2207	2.6833
78.4	13.046	2.2207	2.6833
78.5	13.019	2.2208	2.6832
78.6	12.993	2.2209	2.6832
78.7	12.966	2.221	2.6832
78.8	12.94	2.2211	2.6831
78.9	12.913	2.2212	2.6831
79	12.887	2.2213	2.6831
79.1	12.86	2.2214	2.6831
79.2	12.833	2.2216	2.6831
79.3	12.807	2.2217	2.683
79.4	12.78	2.2218	2.683
79.5	12.754	2.222	2.683
79.6	12.727	2.2221	2.6829
79.7	12.701	2.2223	2.6829
79.8	12.674	2.2224	2.6829
79.9	12.648	2.2226	2.6829
80	12.622	2.2227	2.6829
80.1	12.596	2.2228	2.6828
80.2	12.57	2.223	2.6829
80.3	12.545	2.2231	2.6829
80.4	12.52	2.2233	2.6828
80.5	12.495	2.2234	2.6829
80.6	12.47	2.2236	2.6829
80.7	12.445	2.2237	2.6829
80.8	12.42	2.2239	2.6829
80.9	12.396	2.224	2.6829
81	12.372	2.2241	2.6829
81.1	12.347	2.2242	2.6829
81.2	12.323	2.2243	2.6829
81.3	12.299	2.2244	2.6829
81.4	12.275	2.2245	2.6829
81.5	12.251	2.2246	2.6829
81.6	12.227	2.2247	2.683
81.7	12.204	2.2248	2.683
81.8	12.18	2.2249	2.683
81.9	12.156	2.225	2.683
82	12.133	2.225	2.6831
82.1	12.109	2.2251	2.6831
82.2	12.085	2.2252	2.6831
82.3	12.062	2.2253	2.6832
82.4	12.038	2.2254	2.6832
82.5	12.015	2.2255	2.6832
82.6	11.992	2.2255	2.6833
82.7	11.969	2.2256	2.6833
82.8	11.946	2.2257	2.6833
82.9	11.923	2.2258	2.6834
83	11.9	2.2259	2.6834
83.1	11.878	2.226	2.6834
83.2	11.855	2.2261	2.6834
83.3	11.833	2.2262	2.6833
83.4	11.811	2.2263	2.6833
83.5	11.788	2.2264	2.6833
83.6	11.766	2.2265	2.6833
83.7	11.744	2.2266	2.6833
83.8	11.722	2.2267	2.6832
83.9	11.7	2.2268	2.6832
84	11.678	2.2269	2.6832
84.1	11.656	2.227	2.6831
84.2	11.635	2.2271	2.6831
84.3	11.613	2.2273	2.6831
84.4	11.591	2.2274	2.6831
84.5	11.57	2.2275	2.683
84.6	11.548	2.2276	2.683
84.7	11.527	2.2277	2.683
84.8	11.506	2.2278	2.683
84.9	11.485	2.2279	2.6829
85	11.464	2.228	2.6829
85.1	11.444	2.228	2.6829
85.2	11.423	2.2281	2.6829
85.3	11.403	2.2282	2.6829
85.4	11.383	2.2283	2.6829
85.5	11.362	2.2283	2.6829
85.6	11.342	2.2284	2.6829
85.7	11.322	2.2285	2.6829
85.8	11.303	2.2285	2.683
85.9	11.283	2.2286	2.683
86	11.263	2.2287	2.6831
86.1	11.243	2.2287	2.6831
86.2	11.223	2.2288	2.6832
86.3	11.203	2.2288	2.6832
86.4	11.183	2.2289	2.6833
86.5	11.162	2.2289	2.6833
86.6	11.142	2.229	2.6834
86.7	11.122	2.2291	2.6834
86.8	11.102	2.2291	2.6834
86.9	11.081	2.2292	2.6835
87	11.061	2.2292	2.6835
87.1	11.041	2.2293	2.6835
87.2	11.021	2.2294	2.6836
87.3	11.001	2.2295	2.6836
87.4	10.981	2.2296	2.6836
87.5	10.961	2.2297	2.6836
87.6	10.941	2.2297	2.6836
87.7	10.922	2.2298	2.6836
87.8	10.902	2.2299	2.6836
87.9	10.883	2.2301	2.6836
88	10.864	2.2302	2.6837
88.1	10.845	2.2302	2.6836
88.2	10.826	2.2303	2.6836
88.3	10.807	2.2304	2.6836
88.4	10.789	2.2305	2.6836
88.5	10.77	2.2306	2.6837
88.6	10.752	2.2307	2.6836
88.7	10.733	2.2308	2.6836
88.8	10.715	2.2309	2.6837
88.9	10.697	2.231	2.6836
89	10.678	2.2311	2.6836
89.1	10.66	2.2313	2.6836
89.2	10.642	2.2314	2.6836
89.3	10.624	2.2315	2.6836
89.4	10.606	2.2316	2.6836
89.5	10.588	2.2317	2.6835
89.6	10.57	2.2318	2.6835
89.7	10.553	2.2319	2.6835
89.8	10.535	2.232	2.6834
89.9	10.517	2.2321	2.6834
90	10.5	2.2323	2.6834
90.1	10.483	2.2324	2.6833
90.2	10.465	2.2325	2.6833
90.3	10.448	2.2326	2.6832
90.4	10.431	2.2326	2.6831
90.5	10.414	2.2327	2.6831
90.6	10.398	2.2328	2.683
90.7	10.381	2.2329	2.683
90.8	10.364	2.233	2.6829
90.9	10.347	2.2331	2.6828
91	10.331	2.2332	2.6827
91.1	10.314	2.2333	2.6827
91.2	10.297	2.2334	2.6827
91.3	10.28	2.2335	2.6826
91.4	10.263	2.2336	2.6825
91.5	10.246	2.2337	2.6824
91.6	10.229	2.2337	2.6824
91.7	10.212	2.2338	2.6823
91.8	10.195	2.2339	2.6823
91.9	10.178	2.234	2.6822
92	10.161	2.234	2.6821
92.1	10.144	2.2341	2.6821
92.2	10.127	2.2342	2.6821
92.3	10.11	2.2343	2.682
92.4	10.094	2.2344	2.682
92.5	10.077	2.2345	2.682
92.6	10.06	2.2346	2.6819
92.7	10.044	2.2347	2.6819
92.8	10.028	2.2348	2.6819
92.9	10.012	2.2349	2.6818
93	9.9959	2.235	2.6818
93.1	9.9801	2.2351	2.6818
93.2	9.9643	2.2352	2.6818
93.3	9.9487	2.2353	2.6818
93.4	9.9334	2.2354	2.6818
93.5	9.918	2.2355	2.6818
93.6	9.9027	2.2356	2.6817
93.7	9.8876	2.2357	2.6817
93.8	9.8723	2.2358	2.6817
93.9	9.8572	2.2359	2.6817
94	9.8422	2.236	2.6816
94.1	9.8271	2.2362	2.6816
94.2	9.8122	2.2363	2.6816
94.3	9.7972	2.2365	2.6816
94.4	9.7823	2.2366	2.6815
94.5	9.7674	2.2367	2.6815
94.6	9.7525	2.2369	2.6815
94.7	9.7378	2.237	2.6815
94.8	9.7231	2.2372	2.6814
94.9	9.7086	2.2373	2.6814
95	9.6942	2.2374	2.6814
95.1	9.6798	2.2376	2.6814
95.2	9.6655	2.2377	2.6813
95.3	9.6512	2.2378	2.6813
95.4	9.637	2.2379	2.6812
95.5	9.6229	2.238	2.6812
95.6	9.6089	2.2382	2.6811
95.7	9.5951	2.2383	2.6811
95.8	9.5812	2.2384	2.681
95.9	9.5674	2.2385	2.681
96	9.5536	2.2386	2.6809
96.1	9.5397	2.2387	2.6808
96.2	9.5258	2.2388	2.6808
96.3	9.5118	2.2389	2.6807
96.4	9.4979	2.239	2.6807
96.5	9.4838	2.239	2.6806
96.6	9.4696	2.2391	2.6805
96.7	9.4554	2.2392	2.6805
96.8	9.4411	2.2392	2.6804
96.9	9.4268	2.2393	2.6803
97	9.4125	2.2394	2.6803
97.1	9.3981	2.2394	2.6802
97.2	9.3837	2.2395	2.6801
97.3	9.3695	2.2395	2.6801
97.4	9.3552	2.2396	2.68
97.5	9.3409	2.2396	2.6799
97.6	9.3268	2.2397	2.6799
97.7	9.3127	2.2398	2.6798
97.8	9.2986	2.2398	2.6797
97.9	9.2848	2.2399	2.6797
98	9.2711	2.24	2.6796
98.1	9.2575	2.2401	2.6796
98.2	9.244	2.2401	2.6795
98.3	9.2306	2.2402	2.6794
98.4	9.2173	2.2403	2.6794
98.5	9.2041	2.2403	2.6793
98.6	9.191	2.2404	2.6793
98.7	9.1779	2.2405	2.6792
98.8	9.1649	2.2405	2.6791
98.9	9.1518	2.2406	2.679
99	9.1388	2.2407	2.6789
99.1	9.1259	2.2407	2.6788
99.2	9.1131	2.2408	2.6787
99.3	9.1003	2.2409	2.6786
99.4	9.0876	2.2409	2.6785
99.5	9.0748	2.241	2.6784
99.6	9.0622	2.2411	2.6783
99.7	9.0495	2.2411	2.6782
99.8	9.0369	2.2411	2.6781
99.9	9.0243	2.2412	2.678
100	9.0118	2.2412	2.6779
100.1	8.9995	2.2412	2.6778
100.2	8.9872	2.2412	2.6777
100.3	8.975	2.2412	2.6776
100.4	8.9629	2.2412	2.6775
100.5	8.9509	2.2412	2.6775
100.6	8.9389	2.2413	2.6774
100.7	8.927	2.2412	2.6774
100.8	8.9151	2.2412	2.6773
100.9	8.9033	2.2412	2.6773
101	8.8915	2.2412	2.6773
101.1	8.8798	2.2412	2.6772
101.2	8.8681	2.2412	2.6772
101.3	8.8563	2.2412	2.6772
101.4	8.8444	2.2411	2.6772
101.5	8.8326	2.2411	2.6772
101.6	8.8206	2.2411	2.6772
101.7	8.8086	2.2411	2.6772
101.8	8.7965	2.2411	2.6773
101.9	8.7845	2.2411	2.6773
102	8.7723	2.2411	2.6773
102.1	8.76	2.2411	2.6773
102.2	8.7478	2.2411	2.6773
102.3	8.7356	2.2411	2.6774
102.4	8.7234	2.2412	2.6774
102.5	8.7111	2.2412	2.6775
102.6	8.6988	2.2412	2.6775
102.7	8.6865	2.2412	2.6774
102.8	8.6745	2.2412	2.6775
102.9	8.6624	2.2412	2.6775
103	8.6506	2.2412	2.6774
103.1	8.6387	2.2411	2.6774
103.2	8.6269	2.2411	2.6774
103.3	8.6151	2.2411	2.6773
103.4	8.6033	2.2411	2.6773
103.5	8.5915	2.2411	2.6773
103.6	8.5799	2.241	2.6772
103.7	8.5682	2.241	2.6772
103.8	8.5566	2.241	2.6771
103.9	8.545	2.2409	2.6771
104	8.5334	2.2409	2.6771
104.1	8.5216	2.2409	2.6771
104.2	8.5099	2.2408	2.677
104.3	8.4981	2.2408	2.677
104.4	8.4863	2.2407	2.677
104.5	8.4747	2.2406	2.6769
104.6	8.463	2.2405	2.6769
104.7	8.4513	2.2404	2.6768
104.8	8.4396	2.2404	2.6768
104.9	8.4281	2.2403	2.6768
105	8.4166	2.2402	2.6767
105.1	8.405	2.24	2.6767
105.2	8.3936	2.2399	2.6766
105.3	8.3822	2.2398	2.6766
105.4	8.3709	2.2397	2.6766
105.5	8.3596	2.2396	2.6765
105.6	8.3483	2.2395	2.6764
105.7	8.3374	2.2394	2.6764
105.8	8.3263	2.2392	2.6764
105.9	8.3155	2.2391	2.6763
106	8.3047	2.239	2.6763
106.1	8.2941	2.2389	2.6763
106.2	8.2835	2.2387	2.6762
106.3	8.273	2.2386	2.6762
106.4	8.2625	2.2385	2.6762
106.5	8.2521	2.2384	2.6761
106.6	8.2417	2.2382	2.6761
106.7	8.2314	2.2381	2.676
106.8	8.2212	2.238	2.676
106.9	8.2109	2.2379	2.6759
107	8.2008	2.2378	2.6759
107.1	8.1905	2.2377	2.6758
107.2	8.1802	2.2376	2.6758
107.3	8.1701	2.2375	2.6758
107.4	8.16	2.2374	2.6757
107.5	8.1499	2.2373	2.6757
107.6	8.1399	2.2371	2.6757
107.7	8.1298	2.237	2.6757
107.8	8.1198	2.2369	2.6757
107.9	8.1099	2.2368	2.6757
108	8.1001	2.2367	2.6757
108.1	8.0904	2.2366	2.6756
108.2	8.0808	2.2364	2.6756
108.3	8.0713	2.2363	2.6756
108.4	8.062	2.2362	2.6757
108.5	8.0528	2.2361	2.6756
108.6	8.0436	2.236	2.6756
108.7	8.0345	2.2359	2.6757
108.8	8.0253	2.2358	2.6757
108.9	8.0163	2.2357	2.6757
109	8.0072	2.2356	2.6757
109.1	7.9982	2.2354	2.6757
109.2	7.9893	2.2353	2.6758
109.3	7.9803	2.2352	2.6758
109.4	7.9712	2.2351	2.6758
109.5	7.9623	2.235	2.6758
109.6	7.9533	2.2348	2.6759
109.7	7.9445	2.2347	2.676
109.8	7.9355	2.2346	2.676
109.9	7.9265	2.2345	2.6761
110	7.9175	2.2344	2.6761
110.1	7.9085	2.2343	2.6762
110.2	7.8996	2.2342	2.6762
110.3	7.8908	2.2341	2.6763
110.4	7.8819	2.234	2.6763
110.5	7.8731	2.2339	2.6764
110.6	7.8642	2.2339	2.6765
110.7	7.8554	2.2337	2.6765
110.8	7.8468	2.2336	2.6765
110.9	7.8382	2.2335	2.6766
111	7.8296	2.2334	2.6766
111.1	7.821	2.2332	2.6767
111.2	7.8126	2.2331	2.6768
111.3	7.8042	2.233	2.6768
111.4	7.7956	2.2328	2.6768
111.5	7.7872	2.2327	2.6769
111.6	7.7786	2.2326	2.6769
111.7	7.77	2.2325	2.677
111.8	7.7615	2.2324	2.677
111.9	7.753	2.2323	2.677
112	7.7444	2.2322	2.677
112.1	7.7357	2.2321	2.677
112.2	7.7271	2.232	2.677
112.3	7.7184	2.2319	2.6771
112.4	7.7096	2.2318	2.6771
112.5	7.7007	2.2317	2.677
112.6	7.6919	2.2316	2.6771
112.7	7.683	2.2315	2.677
112.8	7.6741	2.2314	2.677
112.9	7.6654	2.2313	2.677
113	7.6568	2.2312	2.6769
113.1	7.6481	2.2311	2.6769
113.2	7.6396	2.231	2.6769
113.3	7.631	2.2309	2.6769
113.4	7.6225	2.2308	2.6769
113.5	7.6141	2.2307	2.6769
113.6	7.6058	2.2306	2.6768
113.7	7.5975	2.2305	2.6768
113.8	7.5893	2.2304	2.6768
113.9	7.5811	2.2304	2.6767
114	7.573	2.2303	2.6767
114.1	7.5652	2.2302	2.6767
114.2	7.5573	2.2301	2.6766
114.3	7.5493	2.2301	2.6766
114.4	7.5413	2.23	2.6766
114.5	7.5335	2.2299	2.6765
114.6	7.5256	2.2298	2.6765
114.7	7.5179	2.2297	2.6765
114.8	7.5101	2.2296	2.6764
114.9	7.5022	2.2295	2.6764
115	7.4944	2.2295	2.6764
115.1	7.4866	2.2294	2.6764
115.2	7.4787	2.2293	2.6763
115.3	7.4707	2.2292	2.6763
115.4	7.4628	2.2292	2.6763
115.5	7.4549	2.2291	2.6763
115.6	7.447	2.229	2.6762
115.7	7.4391	2.2289	2.6762
115.8	7.4311	2.2288	2.6762
115.9	7.4233	2.2287	2.6763
116	7.4153	2.2286	2.6763
116.1	7.4074	2.2285	2.6763
116.2	7.3996	2.2285	2.6763
116.3	7.3919	2.2284	2.6763
116.4	7.3841	2.2283	2.6763
116.5	7.3765	2.2282	2.6763
116.6	7.3689	2.2282	2.6763
116.7	7.3613	2.2281	2.6763
116.8	7.3539	2.228	2.6763
116.9	7.3465	2.228	2.6763
117	7.339	2.2279	2.6763
117.1	7.3315	2.2278	2.6764
117.2	7.3241	2.2278	2.6764
117.3	7.3167	2.2277	2.6764
117.4	7.3093	2.2277	2.6764
117.5	7.3019	2.2276	2.6765
117.6	7.2944	2.2276	2.6765
117.7	7.287	2.2275	2.6765
117.8	7.2796	2.2274	2.6765
117.9	7.2722	2.2273	2.6765
118	7.2649	2.2273	2.6765
118.1	7.2576	2.2272	2.6765
118.2	7.2501	2.2271	2.6765
118.3	7.2428	2.227	2.6765
118.4	7.2355	2.227	2.6765
118.5	7.2283	2.2269	2.6765
118.6	7.2211	2.2268	2.6764
118.7	7.214	2.2267	2.6765
118.8	7.2069	2.2266	2.6764
118.9	7.1999	2.2265	2.6764
119	7.193	2.2264	2.6764
119.1	7.1859	2.2263	2.6764
119.2	7.1789	2.2262	2.6763
119.3	7.1721	2.2261	2.6763
119.4	7.1652	2.226	2.6763
119.5	7.1584	2.2258	2.6762
119.6	7.1517	2.2258	2.6762
119.7	7.145	2.2257	2.6762
119.8	7.1382	2.2256	2.6762
119.9	7.1314	2.2255	2.6762
120	7.1246	2.2255	2.6761
120.1	7.1178	2.2254	2.6761
120.2	7.111	2.2253	2.676
120.3	7.1042	2.2252	2.676
120.4	7.0974	2.2252	2.676
120.5	7.0905	2.2251	2.676
120.6	7.0835	2.225	2.6759
120.7	7.0767	2.2249	2.6759
120.8	7.0699	2.2249	2.6758
120.9	7.063	2.2248	2.6758
121	7.0561	2.2247	2.6758
121.1	7.0494	2.2247	2.6757
121.2	7.0428	2.2246	2.6757
121.3	7.0362	2.2246	2.6757
121.4	7.0297	2.2245	2.6756
121.5	7.0232	2.2245	2.6756
121.6	7.0168	2.2245	2.6755
121.7	7.0105	2.2244	2.6754
121.8	7.0042	2.2244	2.6754
121.9	6.998	2.2244	2.6754
122	6.9918	2.2244	2.6753
122.1	6.9857	2.2243	2.6753
122.2	6.9795	2.2243	2.6752
122.3	6.9734	2.2242	2.6751
122.4	6.9673	2.2242	2.675
122.5	6.9612	2.2241	2.675
122.6	6.9551	2.2241	2.6749
122.7	6.949	2.224	2.6748
122.8	6.9428	2.224	2.6748
122.9	6.9365	2.224	2.6747
123	6.9303	2.2239	2.6746
123.1	6.9239	2.2239	2.6745
123.2	6.9177	2.2238	2.6744
123.3	6.9114	2.2238	2.6743
123.4	6.9052	2.2238	2.6742
123.5	6.8989	2.2237	2.6741
123.6	6.8925	2.2237	2.674
123.7	6.8861	2.2237	2.6739
123.8	6.8797	2.2237	2.6738
123.9	6.8734	2.2237	2.6737
124	6.8672	2.2237	2.6736
124.1	6.861	2.2237	2.6735
124.2	6.8549	2.2237	2.6734
124.3	6.8488	2.2237	2.6734
124.4	6.8427	2.2238	2.6733
124.5	6.8367	2.2238	2.6732
124.6	6.8308	2.2238	2.6732
124.7	6.8249	2.2239	2.6731
124.8	6.819	2.2239	2.6731
124.9	6.8132	2.224	2.6731
125	6.8075	2.224	2.6732
125.1	6.8019	2.2241	2.6733
125.2	6.7961	2.2241	2.6734
125.3	6.7903	2.2242	2.6736
125.4	6.7845	2.2242	2.6739
125.5	6.7786	2.2243	2.6742
125.6	6.7726	2.2244	2.6746
125.7	6.7666	2.2244	2.6751
125.8	6.7604	2.2245	2.6757
125.9	6.7543	2.2245	2.6763
126	6.7481	2.2246	2.677
126.1	6.742	2.2246	2.6779
126.2	6.7356	2.2247	2.6788
126.3	6.7293	2.2247	2.6798
126.4	6.723	2.2248	2.681
126.5	6.7166	2.2249	2.6822
126.6	6.7101	2.225	2.6836
126.7	6.7036	2.225	2.685
126.8	6.6972	2.2251	2.6865
126.9	6.6908	2.2252	2.6881
127	6.6845	2.2253	2.6897
127.1	6.6782	2.2253	2.6915
127.2	6.6719	2.2254	2.6932
127.3	6.6656	2.2255	2.6951
127.4	6.6594	2.2256	2.697
127.5	6.6531	2.2256	2.6989
127.6	6.647	2.2257	2.7009
127.7	6.641	2.2258	2.703
127.8	6.635	2.2259	2.7052
127.9	6.6291	2.226	2.7075
128	6.6232	2.2261	2.7099
128.1	6.6172	2.2262	2.7123
128.2	6.6112	2.2262	2.7149
128.3	6.6052	2.2263	2.7175
128.4	6.5993	2.2264	2.7201
128.5	6.5934	2.2265	2.7226
128.6	6.5875	2.2266	2.725
128.7	6.5814	2.2267	2.7273
128.8	6.5755	2.2268	2.7295
128.9	6.5695	2.2268	2.7314
129	6.5636	2.2269	2.7331
129.1	6.5576	2.227	2.7346
129.2	6.5515	2.2272	2.7361
129.3	6.5456	2.2273	2.7373
129.4	6.5396	2.2274	2.7385
129.5	6.5336	2.2276	2.7396
129.6	6.5276	2.2277	2.7407
129.7	6.5217	2.2278	2.7417
129.8	6.5159	2.228	2.7425
129.9	6.5101	2.2282	2.7433
130	6.5044	2.2283	2.7439
130.1	6.4986	2.2285	2.7442
130.2	6.4929	2.2286	2.7444
130.3	6.4872	2.2288	2.7444
130.4	6.4815	2.2289	2.7443
130.5	6.4759	2.2291	2.7441
130.6	6.4703	2.2292	2.7438
130.7	6.4647	2.2294	2.7436
130.8	6.4592	2.2295	2.7434
130.9	6.4536	2.2297	2.7433
131	6.448	2.2298	2.7434
131.1	6.4424	2.23	2.7436
131.2	6.4366	2.2301	2.744
131.3	6.4309	2.2303	2.7446
131.4	6.4251	2.2305	2.7453
131.5	6.4195	2.2306	2.7463
131.6	6.4138	2.2308	2.7476
131.7	6.4082	2.2309	2.749
131.8	6.4026	2.2311	2.7507
131.9	6.397	2.2312	2.7525
132	6.3912	2.2314	2.7545
132.1	6.3856	2.2315	2.7565
132.2	6.3799	2.2316	2.7585
132.3	6.3745	2.2318	2.7603
132.4	6.369	2.2319	2.762
132.5	6.3636	2.232	2.7635
132.6	6.3582	2.2322	2.7647
132.7	6.3529	2.2323	2.7657
132.8	6.3478	2.2324	2.7665
132.9	6.3426	2.2326	2.7671
133	6.3374	2.2327	2.7675
133.1	6.3321	2.2329	2.7679
133.2	6.3269	2.233	2.768
133.3	6.3219	2.2331	2.7679
133.4	6.3167	2.2333	2.7675
133.5	6.3115	2.2334	2.7668
133.6	6.3063	2.2335	2.7658
133.7	6.301	2.2336	2.7644
133.8	6.2958	2.2338	2.7627
133.9	6.2904	2.2339	2.7606
134	6.2851	2.234	2.7584
134.1	6.2796	2.2341	2.7561
134.2	6.2743	2.2342	2.7538
134.3	6.269	2.2344	2.7516
134.4	6.2637	2.2345	2.7495
134.5	6.2585	2.2346	2.7477
134.6	6.2532	2.2347	2.7461
134.7	6.2479	2.2349	2.7448
134.8	6.2425	2.235	2.7437
134.9	6.2372	2.2351	2.7428
135	6.232	2.2353	2.7422
135.1	6.2268	2.2354	2.7418
135.2	6.2215	2.2355	2.7416
135.3	6.2164	2.2357	2.7416
135.4	6.2114	2.2358	2.7419
135.5	6.2064	2.2359	2.7425
135.6	6.2012	2.2361	2.7432
135.7	6.1962	2.2362	2.744
135.8	6.1911	2.2363	2.7448
135.9	6.1861	2.2364	2.7458
136	6.181	2.2365	2.7467
136.1	6.176	2.2367	2.7475
136.2	6.1709	2.2368	2.7483
136.3	6.1659	2.2369	2.7489
136.4	6.1608	2.237	2.7494
136.5	6.1557	2.2371	2.7498
136.6	6.1505	2.2372	2.75
136.7	6.1453	2.2373	2.7501
136.8	6.1399	2.2375	2.75
136.9	6.1345	2.2376	2.7498
137	6.1291	2.2377	2.7492
137.1	6.1236	2.2378	2.7484
137.2	6.1181	2.2379	2.7474
