Zeit	dQIters	relaxationsFaktor	pSoll	pIst	dQ
8.0	 1.0	 0.7	 7962597.118549241	 7955813.291922174	 6620710.9021607395	 
8.0	 2.0	 0.7	 7962597.118549241	 8128224.103799163	 4137675.9681389555	 
8.0	 3.0	 0.7	 7962597.118549241	 8007623.2643639995	 3488749.7627475155	 
8.0	 4.0	 0.7	 7962597.118549241	 7976076.731193709	 3294652.62740107	 
8.0	 5.0	 0.7	 7962597.118549241	 7966638.670217231	 3236471.4477979084	 
8.0	 6.0	 0.7	 7962597.118549241	 7963809.373336778	 3219021.4269803525	 
8.0	 7.0	 0.7	 7962597.118549241	 7962960.775997757	 3213786.8111871053	 
8.0	 8.0	 0.7	 7962597.118549241	 7962706.214074282	 3212216.461602256	 
8.0	 8.0	 0.7	 7962597.118549241	 7962629.847052841	 3212216.461602256	 
