vKurbelwinkel	p_Zyl_1	p_Ein	p_Aus
[KWnZOT]	[bar]	[bar]	[bar]
-294.7	2.2914	2.2105	2.7705
-294.6	2.2905	2.2101	2.7712
-294.5	2.2897	2.2096	2.772
-294.4	2.2889	2.2092	2.7727
-294.3	2.2881	2.2088	2.7734
-294.2	2.2874	2.2084	2.7741
-294.1	2.2867	2.2079	2.7747
-294	2.286	2.2075	2.7753
-293.9	2.2853	2.2071	2.776
-293.8	2.2846	2.2068	2.7766
-293.7	2.2838	2.2063	2.7772
-293.6	2.283	2.206	2.7778
-293.5	2.2823	2.2056	2.7784
-293.4	2.2816	2.2052	2.779
-293.3	2.2809	2.2047	2.7796
-293.2	2.2801	2.2043	2.7802
-293.1	2.2793	2.2039	2.7808
-293	2.2786	2.2034	2.7814
-292.9	2.2779	2.203	2.7821
-292.8	2.2772	2.2025	2.7827
-292.7	2.2765	2.2021	2.7835
-292.6	2.2757	2.2016	2.7842
-292.5	2.2749	2.2012	2.785
-292.4	2.2742	2.2007	2.7859
-292.3	2.2735	2.2003	2.7867
-292.2	2.2728	2.1999	2.7877
-292.1	2.272	2.1994	2.7887
-292	2.2713	2.199	2.7897
-291.9	2.2705	2.1986	2.7908
-291.8	2.2697	2.1982	2.7919
-291.7	2.2689	2.1977	2.793
-291.6	2.2681	2.1973	2.7942
-291.5	2.2673	2.1968	2.7953
-291.4	2.2665	2.1963	2.7964
-291.3	2.2657	2.1959	2.7976
-291.2	2.2649	2.1954	2.7987
-291.1	2.2641	2.1949	2.7997
-291	2.2633	2.1944	2.8008
-290.9	2.2625	2.1939	2.8017
-290.8	2.2618	2.1934	2.8027
-290.7	2.261	2.193	2.8036
-290.6	2.2602	2.1925	2.8045
-290.5	2.2595	2.1921	2.8053
-290.4	2.2587	2.1916	2.806
-290.3	2.2579	2.1911	2.8067
-290.2	2.2571	2.1906	2.8072
-290.1	2.2564	2.1901	2.8077
-290	2.2556	2.1896	2.8082
-289.9	2.2548	2.1891	2.8086
-289.8	2.254	2.1886	2.8089
-289.7	2.2532	2.1881	2.8091
-289.6	2.2524	2.1876	2.8094
-289.5	2.2516	2.1871	2.8095
