CA	pMess	dummy	dummy
[KWnZOT]	[bar]	[bar]	[bar]
-256.8	1.081089174	5	5
-256.55	1.082111025	5	5
-256.3	1.083029802	5	5
-256.05	1.083775364	5	5
-255.8	1.084330623	5	5
-255.55	1.084736096	5	5
-255.3	1.085076956	5	5
-255.05	1.085456704	5	5
-254.8	1.08596606	5	5
-254.55	1.086656853	5	5
-254.3	1.08752854	5	5
-254.05	1.08853039	5	5
-253.8	1.089577404	5	5
-253.55	1.090574327	5	5
-253.3	1.091440608	5	5
-253.05	1.092129794	5	5
-252.8	1.092638979	5	5
-252.55	1.093006716	5	5
-252.3	1.093300682	5	5
-252.05	1.093598774	5	5
-251.8	1.093968957	5	5
-251.55	1.094453537	5	5
-251.3	1.095062366	5	5
-251.05	1.095776852	5	5
-250.8	1.096563119	5	5
-250.55	1.097389398	5	5
-250.3	1.0982411	5	5
-250.05	1.099127702	5	5
-249.8	1.100078712	5	5
-249.55	1.101130323	5	5
-249.3	1.102308164	5	5
-249.05	1.103613165	5	5
-248.8	1.10501619	5	5
-248.55	1.106463378	5	5
-248.3	1.107889719	5	5
-248.05	1.109235345	5	5
-247.8	1.110458539	5	5
-247.55	1.111541634	5	5
-247.3	1.112489445	5	5
-247.05	1.113322907	5	5
-246.8	1.114071677	5	5
-246.55	1.114768358	5	5
-246.3	1.115444721	5	5
-246.05	1.116128425	5	5
-245.8	1.116838621	5	5
-245.55	1.117580585	5	5
-245.3	1.118341919	5	5
-245.05	1.119094105	5	5
-244.8	1.119801799	5	5
-244.55	1.120438584	5	5
-244.3	1.121003503	5	5
-244.05	1.121530362	5	5
-243.8	1.122083201	5	5
-243.55	1.122736539	5	5
-243.3	1.123545901	5	5
-243.05	1.124519501	5	5
-242.8	1.125603077	5	5
-242.55	1.12668596	5	5
-242.3	1.127628807	5	5
-242.05	1.128305216	5	5
-241.8	1.128643798	5	5
-241.55	1.128656517	5	5
-241.3	1.128443269	5	5
-241.05	1.128170329	5	5
-240.8	1.128028592	5	5
-240.55	1.128183785	5	5
-240.3	1.128733079	5	5
-240.05	1.129680345	5	5
-239.8	1.130936511	5	5
-239.55	1.132344263	5	5
-239.3	1.13371968	5	5
-239.05	1.134899425	5	5
-238.8	1.135781381	5	5
-238.55	1.136349083	5	5
-238.3	1.136674809	5	5
-238.05	1.136901382	5	5
-237.8	1.13720749	5	5
-237.55	1.137764715	5	5
-237.3	1.138696142	5	5
-237.05	1.140046014	5	5
-236.8	1.141767532	5	5
-236.55	1.143731718	5	5
-236.3	1.145755221	5	5
-236.05	1.147640179	5	5
-235.8	1.149216208	5	5
-235.55	1.150374263	5	5
-235.3	1.151084626	5	5
-235.05	1.15139577	5	5
-234.8	1.151415926	5	5
-234.55	1.151283244	5	5
-234.3	1.151132594	5	5
-234.05	1.151066928	5	5
-233.8	1.151139294	5	5
-233.55	1.151348647	5	5
-233.3	1.151649363	5	5
-233.05	1.15197141	5	5
-232.8	1.152245834	5	5
-232.55	1.152429009	5	5
-232.3	1.152519267	5	5
-232.05	1.152561206	5	5
-231.8	1.152636111	5	5
-231.55	1.152840685	5	5
-231.3	1.153259829	5	5
-231.05	1.15394114	5	5
-230.8	1.154878477	5	5
-230.55	1.156009244	5	5
-230.3	1.157225865	5	5
-230.05	1.158397697	5	5
-229.8	1.159396952	5	5
-229.55	1.160121779	5	5
-229.3	1.16051159	5	5
-229.05	1.16055281	5	5
-228.8	1.160276246	5	5
-228.55	1.159749055	5	5
-228.3	1.159064399	5	5
-228.05	1.158330852	5	5
-227.8	1.157662193	5	5
-227.55	1.157167379	5	5
-227.3	1.156940453	5	5
-227.05	1.157050865	5	5
-226.8	1.157535515	5	5
-226.55	1.158394181	5	5
-226.3	1.159589646	5	5
-226.05	1.161052761	5	5
-225.8	1.162691447	5	5
-225.55	1.164401748	5	5
-225.3	1.16607885	5	5
-225.05	1.167626555	5	5
-224.8	1.16896467	5	5
-224.55	1.170034569	5	5
-224.3	1.170803452	5	5
-224.05	1.171267391	5	5
-223.8	1.171452566	5	5
-223.55	1.171413583	5	5
-223.3	1.171228053	5	5
-223.05	1.170987531	5	5
-222.8	1.170786192	5	5
-222.55	1.170709487	5	5
-222.3	1.170825047	5	5
-222.05	1.171177256	5	5
-221.8	1.171785641	5	5
-221.55	1.172646177	5	5
-221.3	1.173734148	5	5
-221.05	1.1750075	5	5
-220.8	1.176410257	5	5
-220.55	1.177876225	5	5
-220.3	1.179333502	5	5
-220.05	1.180710245	5	5
-219.8	1.181941651	5	5
-219.55	1.182977505	5	5
-219.3	1.183789072	5	5
-219.05	1.184373862	5	5
-218.8	1.18475697	5	5
-218.55	1.184988328	5	5
-218.3	1.185136054	5	5
-218.05	1.185276813	5	5
-217.8	1.185484544	5	5
-217.55	1.185819027	5	5
-217.3	1.186315807	5	5
-217.05	1.18697921	5	5
-216.8	1.187780391	5	5
-216.55	1.188662201	5	5
-216.3	1.189551585	5	5
-216.05	1.19037816	5	5
-215.8	1.191094929	5	5
-215.55	1.191695072	5	5
-215.3	1.19221847	5	5
-215.05	1.192743909	5	5
-214.8	1.193367272	5	5
-214.55	1.194171181	5	5
-214.3	1.195195249	5	5
-214.05	1.196416896	5	5
-213.8	1.197749746	5	5
-213.55	1.199061098	5	5
-213.3	1.200203727	5	5
-213.05	1.201052804	5	5
-212.8	1.201537366	5	5
-212.55	1.201657911	5	5
-212.3	1.2014861	5	5
-212.05	1.201147599	5	5
-211.8	1.20079327	5	5
-211.55	1.200566263	5	5
-211.3	1.200572919	5	5
-211.05	1.200863971	5	5
-210.8	1.201429732	5	5
-210.55	1.202209461	5	5
-210.3	1.203111549	5	5
-210.05	1.204038626	5	5
-209.8	1.204910799	5	5
-209.55	1.20568138	5	5
-209.3	1.206342103	5	5
-209.05	1.20691803	5	5
-208.8	1.207454985	5	5
-208.55	1.208003736	5	5
-208.3	1.208605134	5	5
-208.05	1.209279469	5	5
-207.8	1.210021886	5	5
-207.55	1.210804312	5	5
-207.3	1.211583094	5	5
-207.05	1.212310568	5	5
-206.8	1.212947966	5	5
-206.55	1.213476737	5	5
-206.3	1.213905425	5	5
-206.05	1.214270133	5	5
-205.8	1.214628002	5	5
-205.55	1.215044976	5	5
-205.3	1.215580783	5	5
-205.05	1.216275034	5	5
-204.8	1.217138181	5	5
-204.55	1.218149757	5	5
-204.3	1.219264189	5	5
-204.05	1.220422345	5	5
-203.8	1.221565409	5	5
-203.55	1.222647352	5	5
-203.3	1.223643069	5	5
-203.05	1.224550822	5	5
-202.8	1.225389331	5	5
-202.55	1.226191085	5	5
-202.3	1.226993853	5	5
-202.05	1.227832105	5	5
-201.8	1.22872951	5	5
-201.55	1.229693306	5	5
-201.3	1.230711366	5	5
-201.05	1.231753069	5	5
-200.8	1.232774935	5	5
-200.55	1.233731099	5	5
-200.3	1.234586933	5	5
-200.05	1.235332183	5	5
-199.8	1.235988977	5	5
-199.55	1.236610836	5	5
-199.3	1.237271538	5	5
-199.05	1.238046322	5	5
-198.8	1.238991035	5	5
-198.55	1.240125814	5	5
-198.3	1.241428474	5	5
-198.05	1.242839389	5	5
-197.8	1.244275916	5	5
-197.55	1.245651688	5	5
-197.3	1.246895278	5	5
-197.05	1.247963589	5	5
-196.8	1.248847363	5	5
-196.55	1.249568424	5	5
-196.3	1.250170283	5	5
-196.05	1.250705149	5	5
-195.8	1.251221029	5	5
-195.55	1.251752373	5	5
-195.3	1.252316496	5	5
-195.05	1.252916036	5	5
-194.8	1.253545644	5	5
-194.55	1.254199759	5	5
-194.3	1.25487831	5	5
-194.05	1.255588493	5	5
-193.8	1.25634279	5	5
-193.55	1.257155027	5	5
-193.3	1.258036799	5	5
-193.05	1.258995779	5	5
-192.8	1.260035921	5	5
-192.55	1.261158288	5	5
-192.3	1.262360975	5	5
-192.05	1.263637525	5	5
-191.8	1.264974655	5	5
-191.55	1.266351138	5	5
-191.3	1.267739534	5	5
-191.05	1.269111033	5	5
-190.8	1.270441876	5	5
-190.55	1.271718582	5	5
-190.3	1.27293946	5	5
-190.05	1.274111547	5	5
-189.8	1.275244286	5	5
-189.55	1.27634281	5	5
-189.3	1.27740367	5	5
-189.05	1.278414483	5	5
-188.8	1.279357029	5	5
-188.55	1.280211996	5	5
-188.3	1.280963542	5	5
-188.05	1.28160276	5	5
-187.8	1.282130175	5	5
-187.55	1.282557738	5	5
-187.3	1.282910057	5	5
-187.05	1.283223603	5	5
-186.8	1.28354229	5	5
-186.55	1.283908847	5	5
-186.3	1.284353593	5	5
-186.05	1.28488444	5	5
-185.8	1.285482713	5	5
-185.55	1.286107827	5	5
-185.3	1.286710405	5	5
-185.05	1.287249477	5	5
-184.8	1.287707121	5	5
-184.55	1.288094508	5	5
-184.3	1.288446773	5	5
-184.05	1.288808882	5	5
-183.8	1.28921844	5	5
-183.55	1.289692437	5	5
-183.3	1.290222935	5	5
-183.05	1.29078275	5	5
-182.8	1.291338158	5	5
-182.55	1.291863327	5	5
-182.3	1.292351118	5	5
-182.05	1.292816857	5	5
-181.8	1.293294408	5	5
-181.55	1.293826354	5	5
-181.3	1.29445156	5	5
-181.05	1.295193714	5	5
-180.8	1.296053909	5	5
-180.55	1.297009163	5	5
-180.3	1.298017327	5	5
-180.05	1.299027247	5	5
-179.8	1.299991656	5	5
-179.55	1.300879329	5	5
-179.3	1.301683005	5	5
-179.05	1.302420616	5	5
-178.8	1.303129214	5	5
-178.55	1.303853267	5	5
-178.3	1.304630767	5	5
-178.05	1.305481391	5	5
-177.8	1.306400294	5	5
-177.55	1.307359298	5	5
-177.3	1.308314801	5	5
-177.05	1.309219564	5	5
-176.8	1.310034393	5	5
-176.55	1.310736091	5	5
-176.3	1.311319693	5	5
-176.05	1.311795331	5	5
-175.8	1.312182014	5	5
-175.55	1.312501407	5	5
-175.3	1.31277401	5	5
-175.05	1.313018477	5	5
-174.8	1.313253024	5	5
-174.55	1.313496936	5	5
-174.3	1.313770378	5	5
-174.05	1.314091931	5	5
-173.8	1.31447462	5	5
-173.55	1.314922219	5	5
-173.3	1.315427683	5	5
-173.05	1.315974902	5	5
-172.8	1.316543725	5	5
-172.55	1.317116835	5	5
-172.3	1.317685978	5	5
-172.05	1.318254764	5	5
-171.8	1.318836098	5	5
-171.55	1.319444284	5	5
-171.3	1.320084393	5	5
-171.05	1.320743367	5	5
-170.8	1.321387612	5	5
-170.55	1.32196981	5	5
-170.3	1.322444153	5	5
-170.05	1.3227854	5	5
-169.8	1.323004959	5	5
-169.55	1.323157506	5	5
-169.3	1.323334585	5	5
-169.05	1.323646022	5	5
-168.8	1.324194178	5	5
-168.55	1.325048537	5	5
-168.3	1.32622803	5	5
-168.05	1.327695884	5	5
-167.8	1.329367833	5	5
-167.55	1.33113044	5	5
-167.3	1.332863642	5	5
-167.05	1.334461125	5	5
-166.8	1.33584369	5	5
-166.55	1.336963741	5	5
-166.3	1.337802084	5	5
-166.05	1.338360428	5	5
-165.8	1.338653667	5	5
-165.55	1.338705095	5	5
-165.3	1.338545774	5	5
-165.05	1.338217064	5	5
-164.8	1.337773744	5	5
-164.55	1.337284687	5	5
-164.3	1.33682896	5	5
-164.05	1.336487042	5	5
-163.8	1.336328873	5	5
-163.55	1.336401933	5	5
-163.3	1.336722876	5	5
-163.05	1.337275364	5	5
-162.8	1.338014951	5	5
-162.55	1.338879856	5	5
-162.3	1.339804776	5	5
-162.05	1.340734109	5	5
-161.8	1.341631157	5	5
-161.55	1.342481127	5	5
-161.3	1.343287614	5	5
-161.05	1.344064277	5	5
-160.8	1.344825021	5	5
-160.55	1.345576456	5	5
-160.3	1.346315489	5	5
-160.05	1.347032747	5	5
-159.8	1.347719997	5	5
-159.55	1.348377819	5	5
-159.3	1.349019548	5	5
-159.05	1.349669008	5	5
-158.8	1.350352258	5	5
-158.55	1.351086243	5	5
-158.3	1.351868618	5	5
-158.05	1.352672746	5	5
-157.8	1.353450135	5	5
-157.55	1.354140248	5	5
-157.3	1.354685626	5	5
-157.05	1.355048965	5	5
-156.8	1.355228263	5	5
-156.55	1.355266134	5	5
-156.3	1.355249941	5	5
-156.05	1.355300707	5	5
-155.8	1.355551123	5	5
-155.55	1.356116209	5	5
-155.3	1.357063391	5	5
-155.05	1.358390568	5	5
-154.8	1.360019832	5	5
-154.55	1.361810634	5	5
-154.3	1.363590234	5	5
-154.05	1.365193521	5	5
-153.8	1.366500934	5	5
-153.55	1.367463789	5	5
-153.3	1.368110613	5	5
-153.05	1.368534356	5	5
-152.8	1.368866096	5	5
-152.55	1.36924396	5	5
-152.3	1.369785691	5	5
-152.05	1.370570381	5	5
-151.8	1.371631042	5	5
-151.55	1.372956651	5	5
-151.3	1.374500903	5	5
-151.05	1.376194862	5	5
-150.8	1.377961194	5	5
-150.55	1.379727915	5	5
-150.3	1.3814395	5	5
-150.05	1.383063319	5	5
-149.8	1.384590293	5	5
-149.55	1.386030433	5	5
-149.3	1.387405767	5	5
-149.05	1.388743914	5	5
-148.8	1.390074642	5	5
-148.55	1.391429406	5	5
-148.3	1.39284161	5	5
-148.05	1.394344557	5	5
-147.8	1.395965448	5	5
-147.55	1.397716635	5	5
-147.3	1.399587909	5	5
-147.05	1.401544371	5	5
-146.8	1.403532675	5	5
-146.55	1.405495134	5	5
-146.3	1.407387647	5	5
-146.05	1.409195436	5	5
-145.8	1.410940825	5	5
-145.55	1.412679743	5	5
-145.3	1.414487337	5	5
-145.05	1.416436879	5	5
-144.8	1.418578613	5	5
-144.55	1.420925393	5	5
-144.3	1.423449634	5	5
-144.05	1.426091952	5	5
-143.8	1.428777617	5	5
-143.55	1.431434367	5	5
-143.3	1.434005328	5	5
-143.05	1.436453632	5	5
-142.8	1.438759279	5	5
-142.55	1.440912066	5	5
-142.3	1.442905473	5	5
-142.05	1.444735162	5	5
-141.8	1.446402854	5	5
-141.55	1.447923404	5	5
-141.3	1.449330972	5	5
-141.05	1.450680229	5	5
-140.8	1.45204026	5	5
-140.55	1.45348178	5	5
-140.3	1.455061186	5	5
-140.05	1.456806778	5	5
-139.8	1.458712321	5	5
-139.55	1.460740805	5	5
-139.3	1.462837576	5	5
-139.05	1.464948275	5	5
-138.8	1.467034919	5	5
-138.55	1.469084126	5	5
-138.3	1.471104943	5	5
-138.05	1.473118835	5	5
-137.8	1.475148864	5	5
-137.55	1.477216521	5	5
-137.3	1.479351709	5	5
-137.05	1.481614307	5	5
-136.8	1.484117364	5	5
-136.55	1.4870361	5	5
-136.3	1.490587666	5	5
-136.05	1.494975509	5	5
-135.8	1.50030732	5	5
-135.55	1.506511246	5	5
-135.3	1.513284055	5	5
-135.05	1.520101473	5	5
-134.8	1.526303878	5	5
-134.55	1.531244861	5	5
-134.3	1.534465136	5	5
-134.05	1.535839989	5	5
-133.8	1.535651286	5	5
-133.55	1.53455495	5	5
-133.3	1.533445219	5	5
-133.05	1.533247865	5	5
-132.8	1.534696075	5	5
-132.55	1.538148751	5	5
-132.3	1.543500376	5	5
-132.05	1.5502077	5	5
-131.8	1.557427849	5	5
-131.55	1.564232721	5	5
-131.3	1.569843485	5	5
-131.05	1.573822616	5	5
-130.8	1.576171702	5	5
-130.55	1.577309276	5	5
-130.3	1.577937123	5	5
-130.05	1.578835697	5	5
-129.8	1.58064918	5	5
-129.55	1.583721899	5	5
