CrankAngle [°KW]	Time [s n. Rechenbeginn]	Volume [m3]	V-sum_Vk [%]	T_m [K]	p_exp [bar]	p_0 [bar]	dQb [J/s]	dQbU [J/KW]	Qb [J]	Qb/QbMax [-]	dQw [J/CA]	Qw [J]	sum_mk [kg]	mTot [kg]	nbrOfPacketsAlive [-]	T_fuelVapor [K]	m_fuelLiq [kg]	m_a [kg]	sumdma [kg]	s00 [kg]	dm_a [kg/s]	V_10 [-]	m_10 [kg]	V_0 [-]	V_1 [-]	V_2 [-]	V_3 [-]	V_4 [-]	V_5 [-]	V_6 [-]	V_7 [-]	V_8 [-]	V_9 [-]	T_0 [K]	T_1 [K]	T_2 [K]	T_3 [K]	T_4 [K]	T_5 [K]	T_6 [K]	T_7 [K]	T_8 [K]	T_9 [K]	T_10 [K]	dQb_0[J/KW]	dQb_1[J/KW]	dQb_2[J/KW]	dQb_3[J/KW]	dQb_4[J/KW]	dQb_5[J/KW]	dQb_6[J/KW]	dQb_7[J/KW]	dQb_8[J/KW]	dQb_9[J/KW]	dQb_10[J/KW]	mAx_0[kg]	mAx_1[kg]	m_0 [kg]	m_1 [kg]	m_2 [kg]	m_3 [kg]	m_4 [kg]	m_5 [kg]	m_6 [kg]	m_7 [kg]	m_8 [kg]	m_9 [kg]	lamTotMix [-]	DOH [-]	Lambda_0	Lambda_1	Lambda_2	Lambda_3	Lambda_4	Lambda_5	Lambda_6	Lambda_7	Lambda_8	Lambda_9	Lambda_10	Lam_1.6818181818181819	Lam_2.0454545454545454	Lam_2.409090909090909	Lam_2.7727272727272725	Lam_3.1363636363636362	Lam_3.5	Lam_3.8636363636363633	Lam_4.227272727272727	Lam_4.590909090909091	Lam_4.954545454545455	Lam_5.318181818181818	nc7h16_0	nc7h16_1	nc7h16_2	nc7h16_3	nc7h16_4	nc7h16_5	nc7h16_6	nc7h16_7	nc7h16_8	nc7h16_9	nc7h16_10	mD_0	mD_1	mD_2	mD_3	mD_4	mD_5	mD_6	mD_7	mD_8	mD_9	mD_10	mD_Tot	TKE_M [m^2/s^2]	EPS_M [m^2/s^3]	TI_M [m/s]	L_M [m]	Hu_0 [J/kg]	Hu_1 [J/kg]	Hu_2 [J/kg]	Hu_3 [J/kg]	Hu_4 [J/kg]	Hu_5 [J/kg]	Hu_6 [J/kg]	Hu_7 [J/kg]	Hu_8 [J/kg]	Hu_9 [J/kg]	Hu_10 [J/kg]
-132.0	 0.0	 4.495833146709407E-4	 0.0	 355.0090377046718	 1.2308545522	 1.2294595840000002	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.45389584019332E-4	 5.483380472123145E-4	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 0.9963328929290128	 5.43389582019332E-4	 3.66710707098709E-4	 3.66710707098709E-4	 3.66710707098709E-4	 3.66710707098709E-4	 3.66710707098709E-4	 3.66710707098709E-4	 3.66710707098709E-4	 3.66710707098709E-4	 3.66710707098709E-4	 3.66710707098709E-4	 355.0090377046718	 355.0090377046718	 355.0090377046718	 355.0090377046718	 355.0090377046718	 355.0090377046718	 355.0090377046718	 355.0090377046718	 355.0090377046718	 355.0090377046718	 355.0090377046718	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.000001E-6	 1.000001E-6	 2.0000019999999998E-7	 2.0000019999999998E-7	 2.0000019999999998E-7	 2.0000019999999998E-7	 2.0000019999999998E-7	 2.0000019999999998E-7	 2.0000019999999998E-7	 2.0000019999999998E-7	 2.0000019999999998E-7	 2.0000019999999998E-7	 4.513573424577478	 3.3459931151897128E-15	 4.513573424577494	 4.513573424577494	 4.513573424577494	 4.513573424577494	 4.513573424577494	 4.513573424577494	 4.513573424577494	 4.513573424577494	 4.513573424577494	 4.513573424577494	 4.513573424577493	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.45389584019332E-4	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 16.38972088888889	 3964.1411063523237	 3.3055227412003374	 0.009111111111111111	 576276.7469489237	 576276.7469489237	 576276.7469489237	 576276.7469489237	 576276.7469489237	 576276.7469489237	 576276.7469489237	 576276.7469489237	 576276.7469489237	 576276.7469489237	 576276.7469489238	 
-131.5	 4.3859649122807014E-5	 4.483596052276739E-4	 -1.7289794715861883E-12	 355.4069755125948	 1.2378739252000002	 1.234197043257104	 0.0	 0.0	 0.0	 0.0	 -0.021860442961964016	 -0.010930221480982006	 5.45389584019332E-4	 5.483380472123145E-4	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 0.99633289292903	 5.43389582019332E-4	 3.6671070709871537E-4	 3.6671070709871537E-4	 3.6671070709871537E-4	 3.6671070709871537E-4	 3.6671070709871537E-4	 3.6671070709871537E-4	 3.6671070709871537E-4	 3.6671070709871537E-4	 3.6671070709871537E-4	 3.6671070709871537E-4	 355.4069755125949	 355.4069755125949	 355.4069755125949	 355.4069755125949	 355.4069755125949	 355.4069755125949	 355.4069755125949	 355.4069755125949	 355.4069755125949	 355.4069755125949	 355.4069755125948	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0000009999999998E-6	 1.0000009999999998E-6	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 4.513573424577486	 1.971255021808281E-15	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.513573424577495	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.45389584019332E-4	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 16.352451667237005	 3950.6274747436073	 3.3017623240967344	 0.009111111111111111	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.746948924	 
-131.0	 8.771929824561403E-5	 4.471232889828601E-4	 -3.516017145249273E-12	 355.810003707396	 1.2427379242000003	 1.2390130920588838	 0.0	 0.0	 0.0	 0.0	 -0.021743661206899252	 -0.02180205208443163	 5.45389584019332E-4	 5.483380472123145E-4	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 0.9963328929290479	 5.43389582019332E-4	 3.667107070987219E-4	 3.667107070987219E-4	 3.667107070987219E-4	 3.667107070987219E-4	 3.667107070987219E-4	 3.667107070987219E-4	 3.667107070987219E-4	 3.667107070987219E-4	 3.667107070987219E-4	 3.667107070987219E-4	 355.810003707396	 355.810003707396	 355.810003707396	 355.810003707396	 355.810003707396	 355.810003707396	 355.810003707396	 355.810003707396	 355.810003707396	 355.810003707396	 355.810003707396	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0000009999999998E-6	 1.0000009999999998E-6	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 4.513573424577483	 3.3459931151897092E-15	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.513573424577498	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.45389584019332E-4	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 16.315520685776036	 3937.251669222484	 3.2980318055648516	 0.009111111111111111	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489239	 
-130.5	 1.3157894736842105E-4	 4.4587438392876635E-4	 -5.2644820784459446E-12	 356.21816725052565	 1.2477427720000003	 1.243908899463726	 0.0	 0.0	 0.0	 0.0	 -0.0216253238885671	 -0.03261471402871518	 5.45389584019332E-4	 5.483380472123145E-4	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 0.9963328929290654	 5.43389582019332E-4	 3.667107070987283E-4	 3.667107070987283E-4	 3.667107070987283E-4	 3.667107070987283E-4	 3.667107070987283E-4	 3.667107070987283E-4	 3.667107070987283E-4	 3.667107070987283E-4	 3.667107070987283E-4	 3.667107070987283E-4	 356.2181672505257	 356.2181672505257	 356.2181672505257	 356.2181672505257	 356.2181672505257	 356.2181672505257	 356.2181672505257	 356.2181672505257	 356.2181672505257	 356.2181672505257	 356.2181672505257	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0000009999999998E-6	 1.0000009999999998E-6	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 4.513573424577498	 1.1916301976162575E-17	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.513573424577498	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.45389584019332E-4	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 16.278926838788085	 3924.0128916130284	 3.2943311752957367	 0.009111111111111111	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489239	 
-130.0	 1.7543859649122806E-4	 4.4461290903525564E-4	 -7.059546013084039E-12	 356.6315117808938	 1.2537084474000002	 1.2488856599892497	 0.0	 0.0	 0.0	 0.0	 -0.021505413784643723	 -0.04336742092103704	 5.45389584019332E-4	 5.483380472123145E-4	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 0.9963328929290832	 5.43389582019332E-4	 3.6671070709873483E-4	 3.6671070709873483E-4	 3.6671070709873483E-4	 3.6671070709873483E-4	 3.6671070709873483E-4	 3.6671070709873483E-4	 3.6671070709873483E-4	 3.6671070709873483E-4	 3.6671070709873483E-4	 3.6671070709873483E-4	 356.6315117808937	 356.6315117808937	 356.6315117808937	 356.6315117808937	 356.6315117808937	 356.6315117808937	 356.6315117808937	 356.6315117808937	 356.6315117808937	 356.6315117808937	 356.63151178089373	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0000009999999998E-6	 1.0000009999999998E-6	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 4.513573424577486	 2.5588818859788067E-15	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.513573424577498	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.45389584019332E-4	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 16.24266904812057	 3910.9103584089785	 3.29066042491175	 0.009111111111111111	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489239	 
-129.5	 2.1929824561403506E-4	 4.433388842723317E-4	 -8.852848246865291E-12	 357.0500836222674	 1.2601797366	 1.2539445941836775	 0.0	 0.0	 0.0	 0.0	 -0.021383913336043937	 -0.05405937758905901	 5.45389584019332E-4	 5.483380472123145E-4	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 0.9963328929291011	 5.43389582019332E-4	 3.667107070987414E-4	 3.667107070987414E-4	 3.667107070987414E-4	 3.667107070987414E-4	 3.667107070987414E-4	 3.667107070987414E-4	 3.667107070987414E-4	 3.667107070987414E-4	 3.667107070987414E-4	 3.667107070987414E-4	 357.0500836222671	 357.0500836222671	 357.0500836222671	 357.0500836222671	 357.0500836222671	 357.0500836222671	 357.0500836222671	 357.0500836222671	 357.0500836222671	 357.0500836222671	 357.0500836222674	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0000009999999998E-6	 1.0000009999999998E-6	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 4.513573424577498	 1.1916301976162575E-17	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.513573424577498	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.45389584019332E-4	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 16.206746263035726	 3897.9433006444197	 3.287019547962939	 0.009111111111111111	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489239	 
-129.0	 2.631578947368421E-4	 4.420523306327479E-4	 -1.065678905641433E-11	 357.4739297908044	 1.2671216582000002	 1.2590869492130083	 0.0	 0.0	 0.0	 0.0	 -0.02126080464004253	 -0.06468977990908027	 5.45389584019332E-4	 5.483380472123145E-4	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 0.9963328929291191	 5.43389582019332E-4	 3.66710707098748E-4	 3.66710707098748E-4	 3.66710707098748E-4	 3.66710707098748E-4	 3.66710707098748E-4	 3.66710707098748E-4	 3.66710707098748E-4	 3.66710707098748E-4	 3.66710707098748E-4	 3.66710707098748E-4	 357.473929790804	 357.473929790804	 357.473929790804	 357.473929790804	 357.473929790804	 357.473929790804	 357.473929790804	 357.473929790804	 357.473929790804	 357.473929790804	 357.4739297908044	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0000009999999998E-6	 1.0000009999999998E-6	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 4.513573424577486	 2.5588818859788067E-15	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.513573424577498	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.45389584019332E-4	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 16.171157460065405	 3885.110963767969	 3.2834085399236574	 0.009111111111111111	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489239	 
-128.5	 3.070175438596491E-4	 4.4075327015467424E-4	 -1.2483914239440574E-11	 357.90309800272047	 1.2747463462000002	 1.2643139994644488	 0.0	 0.0	 0.0	 0.0	 -0.02113606944319897	 -0.07525781463067975	 5.45389584019332E-4	 5.483380472123145E-4	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 0.9963328929291373	 5.43389582019332E-4	 3.667107070987547E-4	 3.667107070987547E-4	 3.667107070987547E-4	 3.667107070987547E-4	 3.667107070987547E-4	 3.667107070987547E-4	 3.667107070987547E-4	 3.667107070987547E-4	 3.667107070987547E-4	 3.667107070987547E-4	 357.90309800272007	 357.90309800272007	 357.90309800272007	 357.90309800272007	 357.90309800272007	 357.90309800272007	 357.90309800272007	 357.90309800272007	 357.90309800272007	 357.90309800272007	 357.9030980027204	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0000009999999998E-6	 1.0000009999999998E-6	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 4.513573424577489	 1.9685518768996998E-15	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.513573424577498	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.45389584019332E-4	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 16.135901642871204	 3872.4126075204167	 3.2798273981894437	 0.009111111111111111	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489239	 
-128.0	 3.508771929824561E-4	 4.3944172594441184E-4	 -1.4309912393734289E-11	 358.3376366820961	 1.2822582200000003	 1.269627047166599	 0.0	 0.0	 0.0	 0.0	 -0.021009689134078437	 -0.08576265919771897	 5.45389584019332E-4	 5.483380472123145E-4	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 0.9963328929291555	 5.43389582019332E-4	 3.6671070709876134E-4	 3.6671070709876134E-4	 3.6671070709876134E-4	 3.6671070709876134E-4	 3.6671070709876134E-4	 3.6671070709876134E-4	 3.6671070709876134E-4	 3.6671070709876134E-4	 3.6671070709876134E-4	 3.6671070709876134E-4	 358.33763668209565	 358.33763668209565	 358.33763668209565	 358.33763668209565	 358.33763668209565	 358.33763668209565	 358.33763668209565	 358.33763668209565	 358.33763668209565	 358.33763668209565	 358.3376366820961	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0000009999999998E-6	 1.0000009999999998E-6	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 4.513573424577489	 1.9685518768996998E-15	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.513573424577498	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.45389584019332E-4	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 16.10097784210984	 3859.847505815812	 3.276276122074149	 0.009111111111111111	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489239	 
-127.5	 3.9473684210526315E-4	 4.3811772219914404E-4	 -1.6184422242641367E-11	 358.77759496882453	 1.2880328810000001	 1.275027423026898	 0.0	 0.0	 0.0	 0.0	 -0.02088164473576366	 -0.0962034815656008	 5.45389584019332E-4	 5.483380472123145E-4	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 0.9963328929291743	 5.43389582019332E-4	 3.6671070709876823E-4	 3.6671070709876823E-4	 3.6671070709876823E-4	 3.6671070709876823E-4	 3.6671070709876823E-4	 3.6671070709876823E-4	 3.6671070709876823E-4	 3.6671070709876823E-4	 3.6671070709876823E-4	 3.6671070709876823E-4	 358.777594968824	 358.777594968824	 358.777594968824	 358.777594968824	 358.777594968824	 358.777594968824	 358.777594968824	 358.777594968824	 358.777594968824	 358.777594968824	 358.77759496882453	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0000009999999998E-6	 1.0000009999999998E-6	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 4.513573424577489	 1.9685518768996998E-15	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.513573424577498	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.45389584019332E-4	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 16.06638511530385	 3847.4149466259614	 3.2727547128073264	 0.009111111111111111	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489239	 
