CrankAngle [°KW]	Time [s n. Rechenbeginn]	Volume [m3]	V-sum_Vk [%]	T_m [K]	p_exp [bar]	p_0 [bar]	dQb [J/s]	dQbU [J/KW]	Qb [J]	Qb/QbMax [-]	dQw [J/CA]	Qw [J]	sum_mk [kg]	mTot [kg]	nbrOfPacketsAlive [-]	T_fuelVapor [K]	m_fuelLiq [kg]	m_a [kg]	sumdma [kg]	s00 [kg]	dm_a [kg/s]	V_10 [-]	m_10 [kg]	V_0 [-]	V_1 [-]	V_2 [-]	V_3 [-]	V_4 [-]	V_5 [-]	V_6 [-]	V_7 [-]	V_8 [-]	V_9 [-]	T_0 [K]	T_1 [K]	T_2 [K]	T_3 [K]	T_4 [K]	T_5 [K]	T_6 [K]	T_7 [K]	T_8 [K]	T_9 [K]	T_10 [K]	dQb_0[J/KW]	dQb_1[J/KW]	dQb_2[J/KW]	dQb_3[J/KW]	dQb_4[J/KW]	dQb_5[J/KW]	dQb_6[J/KW]	dQb_7[J/KW]	dQb_8[J/KW]	dQb_9[J/KW]	dQb_10[J/KW]	mAx_0[kg]	mAx_1[kg]	m_0 [kg]	m_1 [kg]	m_2 [kg]	m_3 [kg]	m_4 [kg]	m_5 [kg]	m_6 [kg]	m_7 [kg]	m_8 [kg]	m_9 [kg]	lamTotMix [-]	DOH [-]	Lambda_0	Lambda_1	Lambda_2	Lambda_3	Lambda_4	Lambda_5	Lambda_6	Lambda_7	Lambda_8	Lambda_9	Lambda_10	Lam_1.6818181818181819	Lam_2.0454545454545454	Lam_2.409090909090909	Lam_2.7727272727272725	Lam_3.1363636363636362	Lam_3.5	Lam_3.8636363636363633	Lam_4.227272727272727	Lam_4.590909090909091	Lam_4.954545454545455	Lam_5.318181818181818	nc7h16_0	nc7h16_1	nc7h16_2	nc7h16_3	nc7h16_4	nc7h16_5	nc7h16_6	nc7h16_7	nc7h16_8	nc7h16_9	nc7h16_10	mD_0	mD_1	mD_2	mD_3	mD_4	mD_5	mD_6	mD_7	mD_8	mD_9	mD_10	mD_Tot	TKE_M [m^2/s^2]	EPS_M [m^2/s^3]	TI_M [m/s]	L_M [m]	Hu_0 [J/kg]	Hu_1 [J/kg]	Hu_2 [J/kg]	Hu_3 [J/kg]	Hu_4 [J/kg]	Hu_5 [J/kg]	Hu_6 [J/kg]	Hu_7 [J/kg]	Hu_8 [J/kg]	Hu_9 [J/kg]	Hu_10 [J/kg]
-89.0	 0.0037719298245614034	 3.0293829645105727E-4	 -1.1415073200232383E-10	 414.24568859541256	 2.155845142	 2.129064656715769	 0.0	 0.0	 0.0	 0.0	 -0.003898265024869004	 -0.6322518842298417	 5.45389584019332E-4	 5.483380472123145E-4	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 0.9963328929301501	 5.43389582019332E-4	 3.6671070709912737E-4	 3.6671070709912737E-4	 3.6671070709912737E-4	 3.6671070709912737E-4	 3.6671070709912737E-4	 3.6671070709912737E-4	 3.6671070709912737E-4	 3.6671070709912737E-4	 3.6671070709912737E-4	 3.6671070709912737E-4	 414.24568859541074	 414.24568859541074	 414.24568859541074	 414.24568859541074	 414.24568859541074	 414.24568859541074	 414.24568859541074	 414.24568859541074	 414.24568859541074	 414.24568859541074	 414.24568859541256	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0000009999999998E-6	 1.0000009999999998E-6	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 4.513573424577483	 3.3459931151897092E-15	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.513573424577498	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.45389584019332E-4	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 14.363530980385715	 3252.2475234120034	 3.094460747894072	 0.009111111111111111	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489239	 
-88.5	 0.0038157894736842103	 3.008408882125453E-4	 -1.1330679318717286E-10	 415.33742023346906	 2.1750994334000002	 2.1495583134644036	 0.0	 0.0	 0.0	 0.0	 -0.0035072357863867604	 -0.6340055021230351	 5.45389584019332E-4	 5.483380472123145E-4	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 0.9963328929301419	 5.43389582019332E-4	 3.6671070709912433E-4	 3.6671070709912433E-4	 3.6671070709912433E-4	 3.6671070709912433E-4	 3.6671070709912433E-4	 3.6671070709912433E-4	 3.6671070709912433E-4	 3.6671070709912433E-4	 3.6671070709912433E-4	 3.6671070709912433E-4	 415.33742023346724	 415.33742023346724	 415.33742023346724	 415.33742023346724	 415.33742023346724	 415.33742023346724	 415.33742023346724	 415.33742023346724	 415.33742023346724	 415.33742023346724	 415.3374202334691	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0000009999999998E-6	 1.0000009999999998E-6	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 4.513573424577498	 1.1916301976162575E-17	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.513573424577498	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.45389584019332E-4	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 14.354002407925057	 3249.011814567786	 3.0934341658772544	 0.009111111111111111	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489239	 
-88.0	 0.0038596491228070173	 2.9873802552847365E-4	 -1.1241676459944864E-10	 416.4417250006491	 2.1944033524	 2.170444888924321	 0.0	 0.0	 0.0	 0.0	 -0.003109072667315837	 -0.635560038456693	 5.45389584019332E-4	 5.483380472123145E-4	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 0.9963328929301329	 5.43389582019332E-4	 3.667107070991211E-4	 3.667107070991211E-4	 3.667107070991211E-4	 3.667107070991211E-4	 3.667107070991211E-4	 3.667107070991211E-4	 3.667107070991211E-4	 3.667107070991211E-4	 3.667107070991211E-4	 3.667107070991211E-4	 416.4417250006473	 416.4417250006473	 416.4417250006473	 416.4417250006473	 416.4417250006473	 416.4417250006473	 416.4417250006473	 416.4417250006473	 416.4417250006473	 416.4417250006473	 416.4417250006491	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0000009999999998E-6	 1.0000009999999998E-6	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 4.513573424577493	 9.846906178921665E-16	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.513573424577498	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.45389584019332E-4	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 14.344814273085209	 3245.8927283267044	 3.0924439389243807	 0.009111111111111111	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489239	 
-87.5	 0.0039035087719298243	 2.966298737911956E-4	 -1.1135162740898309E-10	 417.5587531242585	 2.214518336	 2.1917334581891845	 0.0	 0.0	 0.0	 0.0	 -0.0027036087982470714	 -0.6369118428558165	 5.45389584019332E-4	 5.483380472123145E-4	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 0.9963328929301223	 5.43389582019332E-4	 3.667107070991172E-4	 3.667107070991172E-4	 3.667107070991172E-4	 3.667107070991172E-4	 3.667107070991172E-4	 3.667107070991172E-4	 3.667107070991172E-4	 3.667107070991172E-4	 3.667107070991172E-4	 3.667107070991172E-4	 417.5587531242568	 417.5587531242568	 417.5587531242568	 417.5587531242568	 417.5587531242568	 417.5587531242568	 417.5587531242568	 417.5587531242568	 417.5587531242568	 417.5587531242568	 417.55875312425854	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0000009999999998E-6	 1.0000009999999998E-6	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 4.513573424577489	 1.9685518768996998E-15	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.513573424577498	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.45389584019332E-4	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 14.335967885867719	 3242.890598505803	 3.091490243217955	 0.009111111111111111	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489239	 
-87.0	 0.003947368421052632	 2.945166002923554E-4	 -1.1019953374830534E-10	 418.68865698671016	 2.235342831	 2.213433348920168	 0.0	 0.0	 0.0	 0.0	 -0.00229067242903483	 -0.6380571790703339	 5.45389584019332E-4	 5.483380472123145E-4	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 0.996332892930111	 5.43389582019332E-4	 3.6671070709911295E-4	 3.6671070709911295E-4	 3.6671070709911295E-4	 3.6671070709911295E-4	 3.6671070709911295E-4	 3.6671070709911295E-4	 3.6671070709911295E-4	 3.6671070709911295E-4	 3.6671070709911295E-4	 3.6671070709911295E-4	 418.68865698670845	 418.68865698670845	 418.68865698670845	 418.68865698670845	 418.68865698670845	 418.68865698670845	 418.68865698670845	 418.68865698670845	 418.68865698670845	 418.68865698670845	 418.6886569867102	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0000009999999998E-6	 1.0000009999999998E-6	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 4.513573424577489	 1.9685518768996998E-15	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.513573424577498	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.45389584019332E-4	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 14.327464593486408	 3240.00577506253	 3.090573257880206	 0.009111111111111111	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489239	 
-86.5	 0.003991228070175439	 2.923983742072738E-4	 -1.0901409406769842E-10	 419.83159115808536	 2.2568242424	 2.2355541493850986	 0.0	 0.0	 0.0	 0.0	 -0.0018700867635543647	 -0.6389922224521111	 5.45389584019332E-4	 5.483380472123145E-4	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 0.9963328929300992	 5.43389582019332E-4	 3.6671070709910856E-4	 3.6671070709910856E-4	 3.6671070709910856E-4	 3.6671070709910856E-4	 3.6671070709910856E-4	 3.6671070709910856E-4	 3.6671070709910856E-4	 3.6671070709910856E-4	 3.6671070709910856E-4	 3.6671070709910856E-4	 419.83159115808337	 419.83159115808337	 419.83159115808337	 419.83159115808337	 419.83159115808337	 419.83159115808337	 419.83159115808337	 419.83159115808337	 419.83159115808337	 419.83159115808337	 419.8315911580853	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0000009999999998E-6	 1.0000009999999998E-6	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 4.513573424577498	 1.1916301976162575E-17	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.513573424577498	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.45389584019332E-4	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 14.319305780813151	 3237.2386242868974	 3.089693165004485	 0.009111111111111111	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489239	 
-86.0	 0.004035087719298246	 2.902753665785555E-4	 -1.076824017180185E-10	 420.9877124290749	 2.2791172746	 2.258105716782611	 0.0	 0.0	 0.0	 0.0	 -0.0014416697882342813	 -0.6397130573462282	 5.45389584019332E-4	 5.483380472123145E-4	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 0.9963328929300859	 5.43389582019332E-4	 3.667107070991036E-4	 3.667107070991036E-4	 3.667107070991036E-4	 3.667107070991036E-4	 3.667107070991036E-4	 3.667107070991036E-4	 3.667107070991036E-4	 3.667107070991036E-4	 3.667107070991036E-4	 3.667107070991036E-4	 420.9877124290728	 420.9877124290728	 420.9877124290728	 420.9877124290728	 420.9877124290728	 420.9877124290728	 420.9877124290728	 420.9877124290728	 420.9877124290728	 420.9877124290728	 420.9877124290749	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0000009999999998E-6	 1.0000009999999998E-6	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 4.513573424577486	 2.5588818859788067E-15	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.513573424577498	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.45389584019332E-4	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 14.311492870831819	 3234.5895289985006	 3.088850149686969	 0.009111111111111111	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489239	 
-85.5	 0.004078947368421053	 2.8814775029892097E-4	 -1.0623872061597302E-10	 422.1571798442952	 2.3022475368	 2.2810981858622097	 0.0	 0.0	 0.0	 0.0	 -0.0010052340941095958	 -0.640215674393283	 5.45389584019332E-4	 5.483380472123145E-4	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 0.9963328929300715	 5.43389582019332E-4	 3.667107070990983E-4	 3.667107070990983E-4	 3.667107070990983E-4	 3.667107070990983E-4	 3.667107070990983E-4	 3.667107070990983E-4	 3.667107070990983E-4	 3.667107070990983E-4	 3.667107070990983E-4	 3.667107070990983E-4	 422.1571798442929	 422.1571798442929	 422.1571798442929	 422.1571798442929	 422.1571798442929	 422.1571798442929	 422.1571798442929	 422.1571798442929	 422.1571798442929	 422.1571798442929	 422.1571798442952	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0000009999999998E-6	 1.0000009999999998E-6	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 4.513573424577486	 2.5588818859788067E-15	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.513573424577498	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.45389584019332E-4	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 14.30402732510022	 3232.0588887483946	 3.0880444000586325	 0.009111111111111111	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489239	 
-85.0	 0.00412280701754386	 2.860157000932703E-4	 -1.0460460366329889E-10	 423.34015473595844	 2.326133711	 2.304541977851535	 0.0	 0.0	 0.0	 0.0	 -5.605866921345348E-4	 -0.6404959677393502	 5.45389584019332E-4	 5.483380472123145E-4	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 0.9963328929300552	 5.43389582019332E-4	 3.6671070709909235E-4	 3.6671070709909235E-4	 3.6671070709909235E-4	 3.6671070709909235E-4	 3.6671070709909235E-4	 3.6671070709909235E-4	 3.6671070709909235E-4	 3.6671070709909235E-4	 3.6671070709909235E-4	 3.6671070709909235E-4	 423.3401547359562	 423.3401547359562	 423.3401547359562	 423.3401547359562	 423.3401547359562	 423.3401547359562	 423.3401547359562	 423.3401547359562	 423.3401547359562	 423.3401547359562	 423.34015473595844	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0000009999999998E-6	 1.0000009999999998E-6	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 4.513573424577483	 3.3459931151897092E-15	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.513573424577498	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.45389584019332E-4	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 14.296910644219889	 3229.6471200258115	 3.0872761073174617	 0.009111111111111111	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489239	 
-84.5	 0.004166666666666667	 2.838793924999797E-4	 -1.030047737330428E-10	 424.5368007578916	 2.350573217	 2.3284478097026025	 0.0	 0.0	 0.0	 0.0	 -1.0752882148133392E-4	 -0.6405497321500909	 5.45389584019332E-4	 5.483380472123145E-4	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 0.9963328929300391	 5.43389582019332E-4	 3.6671070709908633E-4	 3.6671070709908633E-4	 3.6671070709908633E-4	 3.6671070709908633E-4	 3.6671070709908633E-4	 3.6671070709908633E-4	 3.6671070709908633E-4	 3.6671070709908633E-4	 3.6671070709908633E-4	 3.6671070709908633E-4	 424.5368007578891	 424.5368007578891	 424.5368007578891	 424.5368007578891	 424.5368007578891	 424.5368007578891	 424.5368007578891	 424.5368007578891	 424.5368007578891	 424.5368007578891	 424.5368007578916	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0000009999999998E-6	 1.0000009999999998E-6	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 4.513573424577491	 1.575001990058721E-15	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.513573424577498	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.45389584019332E-4	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 14.290144368313497	 3227.3546564697276	 3.0865454657608717	 0.009111111111111111	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489239	 
-84.0	 0.004210526315789474	 2.8173900585144187E-4	 -1.0115125528201915E-10	 425.74728391988106	 2.375226043	 2.352826703669231	 0.0	 0.0	 0.0	 0.0	 3.541442494603965E-4	 -0.6403726600253608	 5.45389584019332E-4	 5.483380472123145E-4	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 0.9963328929300206	 5.43389582019332E-4	 3.6671070709907956E-4	 3.6671070709907956E-4	 3.6671070709907956E-4	 3.6671070709907956E-4	 3.6671070709907956E-4	 3.6671070709907956E-4	 3.6671070709907956E-4	 3.6671070709907956E-4	 3.6671070709907956E-4	 3.6671070709907956E-4	 425.74728391987856	 425.74728391987856	 425.74728391987856	 425.74728391987856	 425.74728391987856	 425.74728391987856	 425.74728391987856	 425.74728391987856	 425.74728391987856	 425.74728391987856	 425.74728391988106	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0000009999999998E-6	 1.0000009999999998E-6	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 2.0000019999999995E-7	 4.513573424577486	 2.5588818859788067E-15	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.5135734245774985	 4.513573424577498	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.45389584019332E-4	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 14.283730077509675	 3225.181949085236	 3.0858526728182896	 0.009111111111111111	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489238	 576276.7469489239	 
