Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	Brennraumvolumen [m3]	p [bar]	dQb [J/s]	dQb [J/KW]	Qb [J]	T_mittel [K]	 kappa [-]	dQw [J/s]	dQw [J/KW]	Qw [J]	Xb[-]	Qb/Qmax [-]	Alpha [W/(m^2K)]
-66.00000000000001	 0.006078015070146955	 1.8689998491832181E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-65.50000000000001	 0.006119645310353441	 1.848942371318619E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-65.0	 0.006161275550559927	 1.8289229503112408E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-64.5	 0.006202905790766413	 1.8089436477735493E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-64.00000000000001	 0.006244536030972899	 1.7890065293751413E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-63.5	 0.0062861662711793855	 1.769113664486137E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-63.0	 0.006327796511385871	 1.7492671258186388E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-62.500000000000014	 0.006369426751592357	 1.729468989066307E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-62.0	 0.006411056991798844	 1.7097213325422184E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-61.5	 0.006452687232005329	 1.6900262368151365E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-61.0	 0.006494317472211815	 1.6703857843443237E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-60.500000000000014	 0.006535947712418301	 1.6508020591130023E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-60.0	 0.0065775779526247875	 1.6312771462606213E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-59.5	 0.006619208192831273	 1.6118131317140603E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-59.000000000000014	 0.006660838433037759	 1.5924121018178502E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-58.5	 0.0067024686732442456	 1.5730761429635963E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-58.0	 0.006744098913450731	 1.553807341218711E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-57.5	 0.006785729153657217	 1.5346077819545386E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-57.000000000000014	 0.006827359393863703	 1.5154795494740658E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-56.5	 0.006868989634070189	 1.496424726639287E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-56.0	 0.006910619874276675	 1.4774453944983745E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-55.500000000000014	 0.006952250114483161	 1.4585436319127477E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-55.0	 0.0069938803546896475	 1.4397215151841944E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-54.5	 0.007035510594896133	 1.420981117682133E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-54.000000000000014	 0.007077140835102619	 1.4023245094711394E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-53.500000000000014	 0.007118771075309105	 1.3837537569388574E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-53.0	 0.007160401315515591	 1.3652709224244085E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-52.5	 0.007202031555722077	 1.3468780638474008E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-52.000000000000014	 0.007243661795928563	 1.328577234337658E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-51.5	 0.0072852920361350494	 1.310370481865762E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-51.0	 0.007326922276341535	 1.2922598488745437E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-50.500000000000014	 0.007368552516548021	 1.2742473719115914E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-50.000000000000014	 0.007410182756754507	 1.256335081262899E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-49.5	 0.007451812996960993	 1.2385250005877662E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-49.0	 0.007493443237167479	 1.220819146555024E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-48.500000000000014	 0.007535073477373965	 1.2032195284807037E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-48.0	 0.007576703717580451	 1.1857281479672245E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-47.5	 0.007618333957786937	 1.1683469985442241E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-47.000000000000014	 0.007659964197993423	 1.1510780653110912E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-46.500000000000014	 0.007701594438199909	 1.1339233245813134E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-46.0	 0.007743224678406395	 1.1168847435287198E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-45.500000000000014	 0.007784854918612881	 1.0999642798356975E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-45.000000000000014	 0.007826485158819367	 1.0831638813434778E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-44.500000000000014	 0.007868115399025852	 1.0664854857045719E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-44.000000000000014	 0.007909745639232338	 1.0499310200374271E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-43.5	 0.007951375879438826	 1.0335024005833971E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-43.0	 0.007993006119645311	 1.0172015323660903E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-42.5	 0.008034636359851797	 1.001030308853162E-4	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-42.000000000000014	 0.008076266600058283	 9.849906116206622E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-41.500000000000014	 0.008117896840264769	 9.690843100199575E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-41.000000000000014	 0.008159527080471254	 9.533132608473273E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-40.500000000000014	 0.00820115732067774	 9.376793080163089E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-40.0	 0.008242787560884228	 9.221842822328203E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-39.5	 0.008284417801090713	 9.068300006731483E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-39.0	 0.008326048041297199	 8.916182666648759E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-38.500000000000014	 0.008367678281503685	 8.76550869370775E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-38.000000000000014	 0.00840930852171017	 8.61629583475744E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-37.500000000000014	 0.008450938761916656	 8.46856168876837E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-37.000000000000014	 0.008492569002123142	 8.322323703764448E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-36.5	 0.00853419924232963	 8.177599173786766E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-36.0	 0.008575829482536115	 8.034405235889848E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-35.5	 0.008617459722742601	 7.892758867171004E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-35.000000000000014	 0.008659089962949087	 7.752676881832984E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-34.500000000000014	 0.008700720203155573	 7.614175928280697E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-34.000000000000014	 0.008742350443362058	 7.477272486252143E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-33.500000000000014	 0.008783980683568544	 7.341982863984166E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-33.0	 0.008825610923775032	 7.208323195413352E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-32.5	 0.008867241163981517	 7.076309437412517E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-32.0	 0.008908871404188003	 6.94595736706297E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-31.500000000000014	 0.008950501644394489	 6.817282578963304E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-31.000000000000014	 0.008992131884600974	 6.690300482574479E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-30.500000000000014	 0.00903376212480746	 6.565026299602117E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-30.0	 0.009075392365013948	 6.441475061416063E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-29.5	 0.009117022605220433	 6.31966160650724E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-29.0	 0.00915865284542692	 6.199600577982625E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-28.5	 0.009200283085633405	 6.081306421098168E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-28.000000000000014	 0.00924191332583989	 5.964793380830333E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-27.500000000000014	 0.009283543566046376	 5.8500754994859714E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-27.000000000000014	 0.009325173806252862	 5.737166614351284E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-26.5	 0.00936680404645935	 5.626080355379732E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-26.0	 0.009408434286665835	 5.51683014291955E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-25.5	 0.009450064526872321	 5.409429185480324E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-25.0	 0.009491694767078807	 5.303890477539717E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-24.500000000000014	 0.009533325007285293	 5.2002267973898206E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-24.000000000000014	 0.009574955247491778	 5.0984507050237164E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-23.500000000000014	 0.009616585487698264	 4.9985745400621655E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-23.0	 0.009658215727904752	 4.900610419720819E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-22.5	 0.009699845968111237	 4.804570236817864E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-22.0	 0.009741476208317723	 4.710465657822327E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-21.500000000000014	 0.009783106448524209	 4.618308120943314E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-21.000000000000014	 0.009824736688730695	 4.528108834259991E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-20.500000000000014	 0.00986636692893718	 4.439878773892817E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-20.000000000000014	 0.009907997169143666	 4.353628682215733E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-19.5	 0.009949627409350154	 4.269369066109634E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-19.0	 0.00999125764955664	 4.187110195257389E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-18.5	 0.010032887889763125	 4.106862100479953E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-18.000000000000014	 0.01007451812996961	 4.028634572114167E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-17.500000000000014	 0.010116148370176097	 3.952437158432247E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-17.000000000000014	 0.010157778610382582	 3.87827916410272E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-16.500000000000014	 0.010199408850589068	 3.8061696486931056E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-16.0	 0.010241039090795555	 3.7361174252145804E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-15.5	 0.010282669331002041	 3.668131058708153E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-15.0	 0.010324299571208527	 3.602218864873006E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-14.500000000000014	 0.010365929811415013	 3.538388908736533E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-14.000000000000014	 0.010407560051621498	 3.4766490033665744E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-13.500000000000014	 0.010449190291827984	 3.417006708625422E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-13.000000000000014	 0.01049082053203447	 3.359469329966065E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-12.5	 0.010532450772240957	 3.30404391727029E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-12.0	 0.010574081012447443	 3.25073726372917E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-11.5	 0.010615711252653929	 3.199555904765391E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-11.000000000000014	 0.010657341492860415	 3.150506116997893E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-10.5	 0.0106989717330669	 3.103593917248655E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-10.000000000000028	 0.010740601973273386	 3.058825061591619E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-9.500000000000028	 0.010782232213479872	 3.0162050444438205E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-9.0	 0.01082386245368636	 2.975739097698807E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-8.5	 0.010865492693892845	 2.937432189902192E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-8.0	 0.010907122934099331	 2.9012890254695503E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-7.5	 0.010948753174305817	 2.867314043946384E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-7.0	 0.010990383414512302	 2.835511419310579E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-6.500000000000028	 0.011032013654718788	 2.8058850593169522E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-6.000000000000028	 0.011073643894925274	 2.77843860488409E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-5.5	 0.011115274135131761	 2.7531754295235333E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-5.0	 0.011156904375338247	 2.730098638811179E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-4.5	 0.011198534615544733	 2.7092110699009107E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-4.0	 0.011240164855751219	 2.6905152910807108E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-3.5	 0.011281795095957704	 2.6740136013707795E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-3.0000000000000284	 0.01132342533616419	 2.6597080301641675E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-2.5000000000000284	 0.011365055576370676	 2.6476003369095617E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-2.0	 0.011406685816577163	 2.6376920108364204E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-1.5	 0.011448316056783649	 2.6299842707223847E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-1.0	 0.011489946296990135	 2.6244780647029897E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
-0.5	 0.01153157653719662	 2.6211740701235946E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
0.0	 0.011573206777403106	 2.620072693433704E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
0.4999999999999716	 0.011614837017609592	 2.6211740701235946E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
0.9999999999999716	 0.011656467257816078	 2.6244780647029897E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
1.5	 0.011698097498022565	 2.6299842707223847E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
2.0	 0.011739727738229051	 2.6376920108364204E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
2.5	 0.011781357978435537	 2.6476003369095617E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
3.0	 0.011822988218642022	 2.6597080301641675E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
3.5	 0.011864618458848508	 2.6740136013707795E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
3.9999999999999716	 0.011906248699054994	 2.6905152910807108E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
4.499999999999972	 0.01194787893926148	 2.7092110699009107E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
5.0	 0.011989509179467967	 2.730098638811179E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
5.5	 0.012031139419674453	 2.7531754295235333E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
6.0	 0.012072769659880939	 2.77843860488409E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
6.5	 0.012114399900087424	 2.8058850593169522E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
6.999999999999972	 0.01215603014029391	 2.835511419310579E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
7.499999999999972	 0.012197660380500396	 2.867314043946369E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
7.999999999999972	 0.012239290620706882	 2.9012890254695503E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
8.5	 0.012280920860913369	 2.937432189902192E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
9.0	 0.012322551101119855	 2.975739097698807E-5	 NaN	 0.0	 0.0	 0.0	 NaN	 NaN	 NaN	 NaN	 NaN	 0.0	 0.0	 NaN	 
