Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	Brennraumvolumen [m3]	p [bar]	dQb [J/s]	dQb [J/KW]	Qb [J]	T_mittel [K]	 kappa [-]	dQw [J/s]	dQw [J/KW]	Qw [J]	Xb[-]	Qb/Qmax [-]	Alpha [W/(m^2K)]
-72.9	 0.006423383555528251	 3.416780737770813E-4	 2.754263588071732	 0.0	 0.0	 0.0	 481.10643630487164	 1.3567899662111642	 387.5930566320353	 0.03229129528154534	 0.3498393674245863	 0.0	 0.0	 181.46868240211003	 
-72.8	 0.006431714792305849	 3.410881810398138E-4	 2.76069441916584	 0.0	 0.0	 0.0	 481.3972051704775	 1.356754569949458	 389.37164684964085	 0.032439473843877256	 0.35308331480897404	 0.0	 0.0	 181.76566531914332	 
-72.7	 0.006440046029083448	 3.404983471063906E-4	 2.767150544742477	 0.0	 0.0	 0.0	 481.6885816084345	 1.3567190947325247	 391.1564228564633	 0.0325881677589554	 0.3563421315848696	 0.0	 0.0	 182.06336153516352	 
-72.60000000000001	 0.006448377265861046	 3.3990857422796426E-4	 2.773632081468929	 0.0	 0.0	 0.0	 481.9805667845488	 1.3566835404040156	 392.9474080139482	 0.03273737897307711	 0.35961586948217733	 0.0	 0.0	 182.36177318741295	 
-72.5	 0.0064567085026386445	 3.3931886465771215E-4	 2.7801391466161793	 0.0	 0.0	 0.0	 482.27316186605276	 1.3566479068074713	 394.7446257906329	 0.032887109441461795	 0.3629045804263235	 0.0	 0.0	 182.66090242062086	 
-72.4	 0.006465039739416242	 3.387292206508231E-4	 2.786671858062102	 0.0	 0.0	 0.0	 482.5663680215934	 1.356612193786325	 396.54809976267325	 0.033037361128294834	 0.366208316539153	 0.0	 0.0	 182.96075138702122	 
-72.3	 0.006473370976193841	 3.381396444644823E-4	 2.7932303342946856	 0.0	 0.0	 0.0	 482.8601864212214	 1.356576401183904	 398.3578536143687	 0.033188136006771285	 0.36952713013983013	 0.0	 0.0	 183.2613222463728	 
-72.2	 0.006481702212971439	 3.375501383578586E-4	 2.799814694415259	 0.0	 0.0	 0.0	 483.1546182363794	 1.356540528843435	 400.1739111386942	 0.033339436059140234	 0.3728610737457442	 0.0	 0.0	 183.56261716597837	 
-72.1	 0.006490033449749038	 3.369607045920895E-4	 2.8064250581417403	 0.0	 0.0	 0.0	 483.4496646398898	 1.356504576608042	 401.996296237829	 0.03349126327674882	 0.37621020007341904	 0.0	 0.0	 183.86463832070336	 
-72.0	 0.006498364686526635	 3.363713454302683E-4	 2.8130615458118955	 0.0	 0.0	 0.0	 483.7453268059437	 1.3564685443207538	 403.8250329236863	 0.033643619660086395	 0.3795745620394277	 0.0	 0.0	 184.16738789299518	 
-71.89999999999999	 0.006506695923304234	 3.357820631374292E-4	 2.8197242783866145	 0.0	 0.0	 0.0	 484.0416059100882	 1.3564324318245045	 405.66014531845286	 0.03379650721882945	 0.38295421276131064	 0.0	 0.0	 184.47086807290228	 
-71.8	 0.006515027160081832	 3.3519285998053394E-4	 2.8264133774532003	 0.0	 0.0	 0.0	 484.33850312921436	 1.3563962389621356	 407.5016576551208	 0.033949927971885945	 0.3863492055584992	 0.0	 0.0	 184.7750810580923	 
-71.69999999999999	 0.006523358396859431	 3.346037382284564E-4	 2.8331289652286764	 0.0	 0.0	 0.0	 484.636019641545	 1.3563599655764003	 409.3495942780262	 0.03410388394744014	 0.3897595939532432	 0.0	 0.0	 185.0800290538719	 
-71.6	 0.0065316896336370285	 3.34014700151971E-4	 2.839871164563101	 0.0	 0.0	 0.0	 484.93415662662085	 1.3563236115099655	 411.2039796433911	 0.034258377182997825	 0.393185431671543	 0.0	 0.0	 185.38571427320431	 
-71.5	 0.006540020870414627	 3.334257480237351E-4	 2.8466400989429075	 0.0	 0.0	 0.0	 485.23291526528953	 1.356287176605415	 413.06483831985634	 0.034413409725430624	 0.3966267726440861	 0.0	 0.0	 185.69213893672878	 
-71.4	 0.006548352107192225	 3.3283688411827835E-4	 2.853435892494247	 0.0	 0.0	 0.0	 485.532296739691	 1.3562506607052516	 414.9321949890367	 0.03456898363102231	 0.40008367100718834	 0.0	 0.0	 185.9993052727784	 
-71.3	 0.006556683343969824	 3.322481107119859E-4	 2.8602586699863597	 0.0	 0.0	 0.0	 485.83230223324483	 1.3562140636519018	 416.80607444605386	 0.034725100965513185	 0.40355618110373964	 0.0	 0.0	 186.30721551739876	 
-71.2	 0.006565014580747422	 3.316594300830855E-4	 2.867108556834944	 0.0	 0.0	 0.0	 486.13293293063657	 1.3561773852877164	 418.6865016000887	 0.03488176380414608	 0.40704435748415424	 0.0	 0.0	 186.6158719143663	 
-71.10000000000001	 0.0065733458175250194	 3.310708445116326E-4	 2.8739856791055587	 0.0	 0.0	 0.0	 486.43419001780427	 1.3561406254549757	 420.5735014749262	 0.035038974231711775	 0.41054825490732544	 0.0	 0.0	 186.92527671520625	 
-71.0	 0.006581677054302618	 3.304823562794962E-4	 2.8808901635170274	 0.0	 0.0	 0.0	 486.7360746819248	 1.3561037839958907	 422.467099209506	 0.03519673434259485	 0.4140679283415849	 0.0	 0.0	 187.23543217921076	 
-70.9	 0.006590008291080216	 3.2989396767034494E-4	 2.8878221374448585	 0.0	 0.0	 0.0	 487.038588111399	 1.3560668607526083	 424.3673200584742	 0.035355046240819685	 0.4176034329656669	 0.0	 0.0	 187.54634057345677	 
-70.8	 0.006598339527857815	 3.29305680969632E-4	 2.8947817289246878	 0.0	 0.0	 0.0	 487.3417314958381	 1.3560298555672117	 426.27418939273366	 0.03551391204009625	 0.4211548241696765	 0.0	 0.0	 187.85800417282383	 
-70.7	 0.0066066707646354125	 3.2871749846458104E-4	 2.901769066655726	 0.0	 0.0	 0.0	 487.6455060260485	 1.3559927682817259	 428.18773269999866	 0.03567333386386638	 0.42472215755606313	 0.0	 0.0	 188.17042526001214	 
-70.6	 0.006615002001413011	 3.2812942244417147E-4	 2.9087842800042334	 0.0	 0.0	 0.0	 487.94991289401804	 1.3559555987381202	 430.1079755853504	 0.03583331384535002	 0.4283054889405981	 0.0	 0.0	 188.48360612555973	 
-70.5	 0.006623333238190609	 3.275414551991248E-4	 2.9158274990069892	 0.0	 0.0	 0.0	 488.2549532928999	 1.3559183467783105	 432.03494377179635	 0.03599385412759182	 0.4319048743533573	 0.0	 0.0	 188.79754906785968	 
-70.39999999999999	 0.006631664474968208	 3.26953599021889E-4	 2.9228988543748025	 0.0	 0.0	 0.0	 488.560628416998	 1.3558810122441645	 433.9686631008261	 0.036154956863507476	 0.435520370039708	 0.0	 0.0	 189.11225639317834	 
-70.3	 0.006639995711745806	 3.263658562066248E-4	 2.929998477496011	 0.0	 0.0	 0.0	 488.8669394617516	 1.3558435949775023	 435.9091595329716	 0.03631662421593036	 0.439152032461301	 0.0	 0.0	 189.4277304156717	 
-70.2	 0.006648326948523404	 3.2577822904919106E-4	 2.937126500440016	 0.0	 0.0	 0.0	 489.1738876237198	 1.3558060948201027	 437.8564591483723	 0.036478858357658656	 0.4427999182970669	 0.0	 0.0	 189.74397345740277	 
-70.10000000000001	 0.006656658185301002	 3.2519071984712917E-4	 2.944283055960817	 0.0	 0.0	 0.0	 489.48147410056464	 1.3557685116137046	 439.8105881473363	 0.03664166147150206	 0.4464640844442171	 0.0	 0.0	 190.06098784835854	 
-70.0	 0.006664989422078601	 3.2460333089965004E-4	 2.9514682775005707	 0.0	 0.0	 0.0	 489.7897000910365	 1.3557308452000114	 441.7715728509012	 0.03680503575032853	 0.45014458801924995	 0.0	 0.0	 190.37877592646686	 
-69.9	 0.006673320658856199	 3.240160645076183E-4	 2.958682299193158	 0.0	 0.0	 0.0	 490.0985667949567	 1.3556930954206934	 443.7394397014071	 0.03696898339711204	 0.45384148635896115	 0.0	 0.0	 190.6973400376124	 
-69.8	 0.006681651895633797	 3.2342892297353723E-4	 2.9659252558677727	 0.0	 0.0	 0.0	 490.4080754132014	 1.355655262117393	 445.7142152630602	 0.03713350662497951	 0.4575548370214591	 0.0	 0.0	 191.0166825356548	 
-69.7	 0.006689983132411395	 3.228419086015355E-4	 2.973197283052514	 0.0	 0.0	 0.0	 490.7182271476845	 1.3556173451317266	 447.695926222503	 0.0372986076572583	 0.46128469778718495	 0.0	 0.0	 191.33680578244287	 
-69.6	 0.006698314369188994	 3.222550236973516E-4	 2.980498516978008	 0.0	 0.0	 0.0	 491.0290232013407	 1.3555793443052893	 449.68459938938344	 0.03746428872752367	 0.46503112665993734	 0.0	 0.0	 191.65771214783229	 
-69.5	 0.006706645605966592	 3.2166827056831813E-4	 2.9878290945810266	 0.0	 0.0	 0.0	 491.3404647781081	 1.3555412594796579	 451.6802616969267	 0.037630552079646384	 0.468794181867902	 0.0	 0.0	 191.97940400970128	 
-69.39999999999999	 0.0067149768427441905	 3.210816515233492E-4	 2.995189153508142	 0.0	 0.0	 0.0	 491.65255308291097	 1.3555030904963954	 453.6829402025111	 0.037797399967840685	 0.47257392186468605	 0.0	 0.0	 192.30188375396662	 
-69.3	 0.006723308079521788	 3.2049516887292336E-4	 3.0025788321193714	 0.0	 0.0	 0.0	 491.9652893216412	 1.3554648371970535	 455.69266208823774	 0.037964834656711785	 0.47637040533035724	 0.0	 0.0	 192.62515377459857	 
-69.2	 0.006731639316299386	 3.199088249290698E-4	 3.0099982694918572	 0.0	 0.0	 0.0	 492.27867470114114	 1.3554264994231777	 457.70945466150926	 0.03813285842130405	 0.48018369117248766	 0.0	 0.0	 192.94921647363776	 
-69.1	 0.006739970553076985	 3.1932262200535356E-4	 3.017447605423551	 0.0	 0.0	 0.0	 492.5927104291849	 1.3553880770163105	 459.7333453556076	 0.038301473547149155	 0.4840138385272026	 0.0	 0.0	 193.2740742612095	 
-69.0	 0.006748301789854583	 3.187365624168595E-4	 3.024926980436911	 0.0	 0.0	 0.0	 492.90739771445965	 1.3553495698179943	 461.7643617302701	 0.03847068233031408	 0.48786090676023397	 0.0	 0.0	 193.59972955553943	 
-68.9	 0.0067566330266321814	 3.1815064848017983E-4	 3.0324365357826206	 0.0	 0.0	 0.0	 493.2227377665466	 1.3553109776697776	 463.8025314722713	 0.03864048707744957	 0.49172495546797895	 0.0	 0.0	 193.92618478296868	 
-68.8	 0.006764964263409779	 3.1756488251339575E-4	 3.0399764134433127	 0.0	 0.0	 0.0	 493.5387317959022	 1.3552723004132172	 465.84788239599885	 0.0388108901058381	 0.49560604447856277	 0.0	 0.0	 194.25344237796813	 
-68.7	 0.006773295500187378	 3.1697926683606496E-4	 3.047546756137321	 0.0	 0.0	 0.0	 493.85538101383924	 1.3552335378898823	 467.90044244403975	 0.038981893743442776	 0.49950423385290704	 0.0	 0.0	 194.581504783154	 
-68.60000000000001	 0.006781626736964976	 3.163938037692056E-4	 3.055147707322426	 0.0	 0.0	 0.0	 494.17268663250616	 1.3551946899413594	 469.9602396877645	 0.039153500328955926	 0.5034195838858027	 0.0	 0.0	 194.9103744493016	 
-68.5	 0.0067899579737425745	 3.158084956352817E-4	 3.062779411199637	 0.0	 0.0	 0.0	 494.49064986486775	 1.3551557564092556	 472.02730232790594	 0.039325712211847386	 0.5073521551069874	 0.0	 0.0	 195.2400538353596	 
-68.4	 0.006798289210520172	 3.152233447581869E-4	 3.0704420127169696	 0.0	 0.0	 0.0	 494.80927192468505	 1.3551167371352038	 474.1016586951482	 0.039498531752413524	 0.5113020082822287	 0.0	 0.0	 195.57054540846465	 
-68.3	 0.006806620447297771	 3.146383534632312E-4	 3.078135657573253	 0.0	 0.0	 0.0	 495.12855402649456	 1.355077631960865	 476.18333725071307	 0.03967196132182612	 0.5152692044144114	 0.0	 0.0	 195.9018516439551	 
-68.2	 0.006814951684075369	 3.140535240771242E-4	 3.0858604922219346	 0.0	 0.0	 0.0	 495.4484973855875	 1.3550384407279348	 478.27236658694545	 0.039846003302181125	 0.5192538047446295	 0.0	 0.0	 196.23397502538424	 
-68.1	 0.006823282920852968	 3.1346885892796024E-4	 3.093616663874916	 0.0	 0.0	 0.0	 495.7691032179892	 1.3549991632781462	 480.3687754279018	 0.040020660086547706	 0.5232558707532843	 0.0	 0.0	 196.5669180445341	 
-68.0	 0.0068316141576305655	 3.1288436034520407E-4	 3.1014043205063873	 0.0	 0.0	 0.0	 496.0903727404373	 1.3549597994532745	 482.47259262994265	 0.04019593407901757	 0.5272754641611861	 0.0	 0.0	 196.900683201429	 
-67.89999999999999	 0.006839945394408164	 3.1230003065967435E-4	 3.1092236108566893	 0.0	 0.0	 0.0	 496.4123071703603	 1.3549203490951414	 484.5838471823188	 0.040371827694753844	 0.5313126469306615	 0.0	 0.0	 197.2352730043481	 
-67.8	 0.006848276631185762	 3.1171587220352957E-4	 3.117074684436173	 0.0	 0.0	 0.0	 496.7349077258554	 1.3548808120456197	 486.70256820776444	 0.040548343360040484	 0.5353674812666656	 0.0	 0.0	 197.5706899698383	 
-67.69999999999999	 0.006856607867963361	 3.111318873102516E-4	 3.124957691529092	 0.0	 0.0	 0.0	 497.05817562566716	 1.354841188146638	 488.82878496308825	 0.040725483512331476	 0.5394400296178987	 0.0	 0.0	 197.90693662272716	 
-67.6	 0.0068649391047409586	 3.1054807831463164E-4	 3.132872783197489	 0.0	 0.0	 0.0	 497.38211208916385	 1.3548014772401844	 490.96252683977013	 0.04090325060030061	 0.5435303546779288	 0.0	 0.0	 198.2440154961348	 
-67.5	 0.006873270341518557	 3.099644475527538E-4	 3.1408201112851137	 0.0	 0.0	 0.0	 497.70671833631513	 1.3547616791683121	 493.10382336454893	 0.041081647083890414	 0.5476385193863178	 0.0	 0.0	 198.58192913148636	 
-67.4	 0.006881601578296155	 3.0938099736197995E-4	 3.1487998284213377	 0.0	 0.0	 0.0	 498.0319955876691	 1.3547217937731442	 495.25270420002005	 0.041260675434361946	 0.5517645869297539	 0.0	 0.0	 198.9206800785239	 
-67.3	 0.006889932815073754	 3.0879773008093487E-4	 3.1568120880250983	 0.0	 0.0	 0.0	 498.35794506432893	 1.3546818208968763	 497.4091991452312	 0.041440338134344425	 0.5559086207431884	 0.0	 0.0	 199.26027089531743	 
-67.2	 0.006898264051851352	 3.082146480494909E-4	 3.164857044308841	 0.0	 0.0	 0.0	 498.6845679879285	 1.354641760381784	 499.57333813628037	 0.041620637677885056	 0.5600706845109769	 0.0	 0.0	 199.6007041482772	 
-67.10000000000001	 0.0069065952886289495	 3.076317536087507E-4	 3.1729348522824865	 0.0	 0.0	 0.0	 499.01186558060886	 1.3546016120702264	 501.7451512469061	 0.04180157657049821	 0.5642508421680267	 0.0	 0.0	 199.94198241216444	 
-67.0	 0.006914926525406548	 3.070490491010347E-4	 3.1810456677574046	 0.0	 0.0	 0.0	 499.3398390649941	 1.3545613758046509	 503.9246686890909	 0.041983157329215676	 0.5684491579009483	 0.0	 0.0	 200.2841082701019	 
-66.9	 0.006923257762184146	 3.064665368698635E-4	 3.1891896473503993	 0.0	 0.0	 0.0	 499.6684896641657	 1.354521051427598	 506.1119208136589	 0.04216538248263649	 0.5726656961492119	 0.0	 0.0	 200.62708431358448	 
-66.8	 0.006931588998961745	 3.0588421925994253E-4	 3.197366948487719	 0.0	 0.0	 0.0	 499.9978186016384	 1.3544806387817072	 508.3069381108679	 0.042348254570976206	 0.5769005216063096	 0.0	 0.0	 200.97091314249045	 
-66.7	 0.006939920235739343	 3.053020986171479E-4	 3.2055777294090597	 0.0	 0.0	 0.0	 500.3278271013346	 1.3544401377097208	 510.50975121101834	 0.04253177614611769	 0.5811536992209213	 0.0	 0.0	 201.31559736509027	 
-66.6	 0.006948251472516941	 3.047201772885087E-4	 3.213822149171599	 0.0	 0.0	 0.0	 500.65851638755834	 1.3543995480544901	 512.720390885045	 0.042715949771660384	 0.5854252941980873	 0.0	 0.0	 201.66113959805728	 
-66.5	 0.006956582709294539	 3.041384576221935E-4	 3.2221003676540314	 0.0	 0.0	 0.0	 500.9898876849694	 1.3543588696589797	 514.9388880451194	 0.042900778022970466	 0.5897153720003844	 0.0	 0.0	 202.00754246647662	 
-66.39999999999999	 0.006964913946072138	 3.0355694196749334E-4	 3.230412545560624	 0.0	 0.0	 0.0	 501.3219422185576	 1.3543181023662734	 517.1652737452498	 0.04308626348723092	 0.5940239983491075	 0.0	 0.0	 202.35480860385474	 
-66.3	 0.006973245182849736	 3.0297563267480673E-4	 3.2387588444252744	 0.0	 0.0	 0.0	 501.6546812136149	 1.3542772460195784	 519.3995791818863	 0.043272408763491865	 0.5983512392254566	 0.0	 0.0	 202.70294065212838	 
-66.2	 0.006981576419627334	 3.023945320956239E-4	 3.247139426615593	 0.0	 0.0	 0.0	 501.98810589570934	 1.3542363004622324	 521.6418356945144	 0.043459216462720024	 0.6026971608717286	 0.0	 0.0	 203.0519412616726	 
-66.10000000000001	 0.006989907656404932	 3.018136425825113E-4	 3.2555544553369846	 0.0	 0.0	 0.0	 502.3222174906571	 1.3541952655377072	 523.8920747662626	 0.04364668920784939	 0.6070618297925136	 0.0	 0.0	 203.40181309130958	 
-66.0	 0.006998238893182531	 3.0123296648909467E-4	 3.264004094636755	 0.0	 0.0	 0.0	 502.65701722449495	 1.3541541410896145	 526.1503280245	 0.04383482963383098	 0.6114453127558966	 0.0	 0.0	 203.75255880831665	 
-65.9	 0.007006570129960129	 3.00652506170046E-4	 3.2724885094082152	 0.0	 0.0	 0.0	 502.99250632345183	 1.3541129269617127	 528.4166272414413	 0.04402364038768322	 0.615847676794665	 0.0	 0.0	 204.10418108843373	 
-65.8	 0.0070149013667377275	 3.000722639810645E-4	 3.2810078653948147	 0.0	 0.0	 0.0	 503.3286860139208	 1.354071622997911	 530.6910043347455	 0.04421312412854184	 0.6202689892075192	 0.0	 0.0	 204.45668261587048	 
-65.7	 0.007023232603515325	 2.994922422788636E-4	 3.289562329194263	 0.0	 0.0	 0.0	 503.6655575224298	 1.3540302290422754	 532.9734913681204	 0.04440328352771029	 0.6247093175602902	 0.0	 0.0	 204.8100660833136	 
-65.6	 0.007031563840292924	 2.989124434211534E-4	 3.29815206826269	 0.0	 0.0	 0.0	 504.00312207561257	 1.3539887449390346	 535.2641205519238	 0.044594121268709715	 0.6291687296871612	 0.0	 0.0	 205.16433419193365	 
-65.5	 0.007039895077070522	 2.983328697666259E-4	 3.306777250918792	 0.0	 0.0	 0.0	 504.34138090017905	 1.3539471705325858	 537.5629242437643	 0.044785640047329114	 0.6336472936918941	 0.0	 0.0	 205.51948965139061	 
-65.39999999999999	 0.0070482263138481206	 2.977535236749384E-4	 3.3154380463480067	 0.0	 0.0	 0.0	 504.6803352228857	 1.3539055056675	 539.8699349491053	 0.044977842571675614	 0.6381450779490616	 0.0	 0.0	 205.87553517984068	 
-65.3	 0.007056557550625718	 2.9717440750669835E-4	 3.3241346246066894	 0.0	 0.0	 0.0	 505.0199862705041	 1.3538637501885287	 542.1851853218674	 0.04517073156222465	 0.6426621511052841	 0.0	 0.0	 206.23247350394158	 
-65.2	 0.007064888787403316	 2.96595523623447E-4	 3.3328671566263055	 0.0	 0.0	 0.0	 505.36033526979185	 1.3538219039406088	 544.508708165024	 0.04536430975186961	 0.6471985820804711	 0.0	 0.0	 206.59030735885767	 
-65.1	 0.007073220024180915	 2.9601687438764374E-4	 3.341635814217628	 0.0	 0.0	 0.0	 505.70138344746	 1.3537799667688695	 546.8405364312129	 0.04555857988597277	 0.6517544400690684	 0.0	 0.0	 206.94903948826482	 
-65.0	 0.007081551260958513	 2.9543846216264987E-4	 3.3504407700749494	 0.0	 0.0	 0.0	 506.0431320301418	 1.3537379385186379	 549.1807032233286	 0.04575354472241465	 0.6563297945413098	 0.0	 0.0	 207.30867264435545	 
-64.89999999999999	 0.0070898824977361115	 2.9486028931271303E-4	 3.3592821977803062	 0.0	 0.0	 0.0	 506.38558224436144	 1.353695819035445	 551.5292417951256	 0.04594920703164428	 0.6609247152444743	 0.0	 0.0	 207.6692095878421	 
-64.8	 0.007098213734513709	 2.942823582029515E-4	 3.368160271807703	 0.0	 0.0	 0.0	 506.72873531650146	 1.3536536081650323	 553.8861855518204	 0.04614556959672935	 0.6655392722041472	 0.0	 0.0	 208.0306530879609	 
-64.7	 0.007106544971291308	 2.937046711993377E-4	 3.3770751675273623	 0.0	 0.0	 0.0	 507.07259247276926	 1.353611305753358	 556.2515680506946	 0.046342635213406425	 0.6701735357254879	 0.0	 0.0	 208.39300592247588	 
-64.60000000000001	 0.007114876208068906	 2.931272306686825E-4	 3.3860270612099654	 0.0	 0.0	 0.0	 507.4171549391648	 1.353568911646603	 558.625423001684	 0.0465404066901301	 0.6748275763945009	 0.0	 0.0	 208.75627087768115	 
-64.5	 0.007123207444846505	 2.925500389786183E-4	 3.3950161300309225	 0.0	 0.0	 0.0	 507.7624239414468	 1.3535264256911774	 561.0077842679868	 0.04673888684812357	 0.6795014650793132	 0.0	 0.0	 209.12045074840373	 
-64.4	 0.007131538681624102	 2.9197309849758526E-4	 3.4040425520746327	 0.0	 0.0	 0.0	 508.1084007050989	 1.3534838477337272	 563.3986858666593	 0.04693807852142836	 0.684195272931456	 0.0	 0.0	 209.48554833800563	 
-64.3	 0.007139869918401701	 2.913964115948124E-4	 3.4131065063387696	 0.0	 0.0	 0.0	 508.45508645529475	 1.3534411776211406	 565.7981619692134	 0.047137984556954025	 0.6889090713871514	 0.0	 0.0	 209.85156645838552	 
-64.2	 0.007148201155179299	 2.908199806403042E-4	 3.4222081727385625	 0.0	 0.0	 0.0	 508.8024824168641	 1.3533984152005545	 568.2062469022106	 0.04733860781452769	 0.6936429321686042	 0.0	 0.0	 210.21850792997975	 
-64.1	 0.007156532391956898	 2.9024380800482226E-4	 3.4313477321110977	 0.0	 0.0	 0.0	 509.15058981425597	 1.3533555603193617	 570.622975147866	 0.04753995116694434	 0.6983969272852986	 0.0	 0.0	 210.58637558176406	 
-64.0	 0.0071648636287344955	 2.8966789605987145E-4	 3.440525366219618	 0.0	 0.0	 0.0	 509.49940987150507	 1.3533126128252166	 573.0483813446283	 0.047742017500015145	 0.7031711290353001	 0.0	 0.0	 210.9551722512527	 
-63.89999999999999	 0.007173194865512094	 2.8909224717768074E-4	 3.4497412577578377	 0.0	 0.0	 0.0	 509.84894381219357	 1.3532695725660435	 575.4825002877926	 0.04794480971261854	 0.707965610006562	 0.0	 0.0	 211.3249007844997	 
-63.8	 0.007181526102289692	 2.8851686373119095E-4	 3.4589955903542604	 0.0	 0.0	 0.0	 510.1991928594162	 1.3532264393900422	 577.9253669300779	 0.04814833071674829	 0.7127804430782368	 0.0	 0.0	 211.6955640360971	 
-63.69999999999999	 0.007189857339067291	 2.8794174809403523E-4	 3.4682885485765107	 0.0	 0.0	 0.0	 510.5501582357422	 1.3531832131456951	 580.3770163822288	 0.04835258343756367	 0.7176157014219933	 0.0	 0.0	 212.06716486917483	 
-63.599999999999994	 0.007198188575844889	 2.8736690264052515E-4	 3.477620317935664	 0.0	 0.0	 0.0	 510.90184116317835	 1.3531398936817751	 582.8374839136015	 0.04855757081343826	 0.722471458503337	 0.0	 0.0	 212.43970615539916	 
-63.5	 0.007206519812622487	 2.867923297456328E-4	 3.4869910848905947	 0.0	 0.0	 0.0	 511.25424286313057	 1.353096480847352	 585.3068049527559	 0.04876329579600926	 0.727347788082938	 0.0	 0.0	 212.81319077497017	 
-63.400000000000006	 0.007214851049400085	 2.8621803178497545E-4	 3.4964010368523186	 0.0	 0.0	 0.0	 511.6073645563657	 1.3530529744917994	 587.7850150880396	 0.04896976135022618	 0.7322447642179606	 0.0	 0.0	 213.18762161662022	 
-63.30000000000001	 0.007223182286177683	 2.8564401113480043E-4	 3.505850362188356	 0.0	 0.0	 0.0	 511.9612074629731	 1.3530093744648028	 590.2721500681789	 0.04917697045440006	 0.7371624612634006	 0.0	 0.0	 213.56300157761012	 
-63.2	 0.007231513522955282	 2.8507027017196624E-4	 3.515339250227091	 0.0	 0.0	 0.0	 512.3157728023244	 1.3529656806163664	 592.7682458028636	 0.04938492610025217	 0.7421009538734258	 0.0	 0.0	 213.93933356372656	 
-63.10000000000001	 0.0072398447597328795	 2.844968112739293E-4	 3.524867891262136	 0.0	 0.0	 0.0	 512.6710617930347	 1.3529218927968198	 595.2733383633287	 0.049593631292962514	 0.747060317002722	 0.0	 0.0	 214.3166204892772	 
-63.0	 0.007248175996510478	 2.8392363681872503E-4	 3.534436476556715	 0.0	 0.0	 0.0	 513.0270756529214	 1.352878010856828	 597.7874639829384	 0.04980308905121846	 0.7520406259078438	 0.0	 0.0	 214.69486527708733	 
-62.900000000000006	 0.007256507233288076	 2.833507491849533E-4	 3.544045198348031	 0.0	 0.0	 0.0	 513.3838155989637	 1.3528340346473948	 600.3106590577663	 0.05001330240726307	 0.7570419561485702	 0.0	 0.0	 215.07407085849385	 
-62.8	 0.007264838470065675	 2.827781507517623E-4	 3.553694249851664	 0.0	 0.0	 0.0	 513.7412828472613	 1.352789964019875	 602.8429601471713	 0.050224274406943104	 0.7620643835892644	 0.0	 0.0	 215.45424017334028	 
-62.7	 0.007273169706843273	 2.822058438988302E-4	 3.5633838252659493	 0.0	 0.0	 0.0	 514.0994786129929	 1.3527457988259786	 605.3844039743776	 0.05043600810975731	 0.7671079844002402	 0.0	 0.0	 215.83537616997063	 
-62.599999999999994	 0.007281500943620871	 2.8163383100635123E-4	 3.5731141197763825	 0.0	 0.0	 0.0	 514.4584041103739	 1.3527015389177806	 607.9350274270479	 0.05064850658890423	 0.7721728350591306	 0.0	 0.0	 216.2174818052226	 
-62.5	 0.007289832180398469	 2.810621144550185E-4	 3.582885329560006	 0.0	 0.0	 0.0	 514.8180605526126	 1.3526571841477277	 610.4948675578592	 0.050861772931330096	 0.7772590123522636	 0.0	 0.0	 216.60056004442058	 
-62.39999999999999	 0.007298163417176068	 2.804906966260062E-4	 3.592697651789825	 0.0	 0.0	 0.0	 515.1784491518682	 1.3526127343686476	 613.0639615850653	 0.05107581023777577	 0.7823665933760412	 0.0	 0.0	 216.98461386136768	 
-62.3	 0.007306494653953666	 2.799195799009561E-4	 3.6025512846392016	 0.0	 0.0	 0.0	 515.5395711192068	 1.3525681894337547	 615.6423468930731	 0.0512906216228247	 0.7874956555383237	 0.0	 0.0	 217.36964623833728	 
-62.2	 0.007314825890731264	 2.793487666619585E-4	 3.6124464272862746	 0.0	 0.0	 0.0	 515.901427664556	 1.352523549196661	 618.230061033007	 0.05150621021494999	 0.7926462765598187	 0.0	 0.0	 217.75566016606433	 
-62.10000000000001	 0.007323157127508862	 2.7877825929153695E-4	 3.622383279918363	 0.0	 0.0	 0.0	 516.2640199966611	 1.3524788135113825	 620.827141723267	 0.05172257915656084	 0.7978185344754748	 0.0	 0.0	 218.1426586437359	 
-62.0	 0.007331488364286461	 2.782080601726333E-4	 3.6323620437363875	 0.0	 0.0	 0.0	 516.6273493230393	 1.3524339822323481	 623.4336268500982	 0.05193973160405003	 0.8030125076358798	 0.0	 0.0	 218.5306446789804	 
-61.900000000000006	 0.007339819601064059	 2.776381716885879E-4	 3.6423829209592844	 0.0	 0.0	 0.0	 516.991416849934	 1.3523890552144076	 626.049554468141	 0.05215767072783975	 0.8082282747086638	 0.0	 0.0	 218.9196212878574	 
-61.8	 0.0073481508378416575	 2.7706859622312604E-4	 3.652446114828426	 0.0	 0.0	 0.0	 517.3562237822679	 1.3523440323128404	 628.6749628009927	 0.052376399712428426	 0.8134659146799066	 0.0	 0.0	 219.30959149484602	 
-61.7	 0.007356482074619255	 2.7649933616034135E-4	 3.6625518296120396	 0.0	 0.0	 0.0	 517.7217713235958	 1.3522989133833643	 631.3098902417581	 0.0525959217564365	 0.8187255068555502	 0.0	 0.0	 219.70055833283254	 
