Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	Brennraumvolumen [m3]	T_Zone_1 [K]	T_mittel [K]	T_BurnAdiabat [K]	p_soll [bar]	p [bar]	dQb [J/s]	dQb [J/KW]	Qb [J]	dmb [kg/s]	dmb [kg/KW]	mb [kg]	dQw [J/s]	dQw [J/KW]	Qw [J]	Xb[-]	Qb/Qmax [-]	Qmax [J]	Hu Zone [J/kg]	Hu frischGemsich [J/kg]	Phi_Delay [°KW]	Alpha [W/(m^2K)]	pSchlepp [bar]	Brennraumfläche [m^2]	Zonenmasse [kg]	ZonenKontrollmasse [kg]	 cv[J/kg]	 cp [J/kg]	 kappa [-]	 U [J]	H_Massenbruch [kg]	O_Massenbruch [kg]	N_Massenbruch [kg]	H2_Massenbruch [kg]	OH_Massenbruch [kg]	CO_Massenbruch [kg]	NO_Massenbruch [kg]	O2_Massenbruch [kg]	H2O_Massenbruch [kg]	CO2_Massenbruch [kg]	N2_Massenbruch [kg]	RON_95_Massenbruch [kg]
-119.0	 0.0	 5.885614731604564E-4	 368.8447071859485	 368.8447071859485	 878.0533609963203	 1.315894566	 1.315894566	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 422.8234824250272	 573986.7893217555	 573986.7893217555	 0.0	 95.21369416120093	 3.424643185791523	 0.03957690650066202	 7.367171939550026E-4	 7.367171939550026E-4	 770.0682027749006	 1055.0837572711164	 1.370117287623586	 -986.9198161813896	 1.8567059908088627E-9	 1.4854651564551932E-6	 1.959054034304995E-13	 9.633355450948643E-8	 5.748290463757094E-5	 4.498751113924046E-6	 7.958745778704148E-4	 0.12249877973752685	 0.034602242733628864	 0.09451158266813428	 0.7344914060270212	 0.013036548944454086	 
-118.5	 4.1656183887991255E-5	 5.864122513651385E-4	 369.35367941824035	 369.35367941824035	 878.5032784809598	 1.3224964700000001	 1.3225398366131056	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -126.26369203634485	 -0.010519327147685355	 -0.005259663573842678	 0.0	 0.0	 422.8234824250272	 573986.7893217555	 573986.7893217555	 0.0	 95.76430565637843	 3.426461384570632	 0.03949093762884931	 7.367171939550026E-4	 7.367171939550026E-4	 770.1847382482146	 1055.2002927444305	 1.3700612857435788	 -986.6310429443882	 1.8567059908088623E-9	 1.4854651564551932E-6	 1.9590540343049947E-13	 9.63335545094864E-8	 5.748290463757094E-5	 4.498751113924046E-6	 7.958745778704146E-4	 0.12249877973752685	 0.034602242733628864	 0.09451158266813428	 0.7344914060270212	 0.013036548944454086	 
-118.0	 8.331236777598251E-5	 5.84247405811509E-4	 369.86866841972204	 369.86866841972204	 878.9585150465061	 1.329203707	 1.3292911666625882	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -124.99246872112019	 -0.010413418523321956	 -0.010466372835503656	 0.0	 0.0	 422.8234824250272	 573986.7893217555	 573986.7893217555	 0.0	 96.32079445132642	 3.4283005311155637	 0.03940434380670413	 7.367171939550026E-4	 7.367171939550026E-4	 770.302763502428	 1055.3183179986438	 1.3700045852104976	 -986.3388115044575	 1.8567059908088619E-9	 1.4854651564551932E-6	 1.9590540343049947E-13	 9.633355450948638E-8	 5.748290463757094E-5	 4.498751113924046E-6	 7.958745778704144E-4	 0.12249877973752685	 0.034602242733628864	 0.09451158266813428	 0.7344914060270212	 0.013036548944454086	 
-117.5	 1.2496855166397377E-4	 5.820670200674933E-4	 370.38972743505957	 370.38972743505957	 879.4191192083198	 1.336017987	 1.3361502834274235	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -123.69062237867516	 -0.010304958622052357	 -0.015618852146529834	 0.0	 0.0	 422.8234824250272	 573986.7893217555	 573986.7893217555	 0.0	 96.8832115314031	 3.43016078442191	 0.0393171283769435	 7.367171939550026E-4	 7.367171939550026E-4	 770.4222945834952	 1055.4378490797112	 1.3699471789692959	 -986.0430900285238	 1.8567059908088615E-9	 1.4854651564551932E-6	 1.9590540343049947E-13	 9.633355450948636E-8	 5.748290463757094E-5	 4.498751113924046E-6	 7.958745778704143E-4	 0.12249877973752685	 0.034602242733628864	 0.09451158266813428	 0.7344914060270212	 0.013036548944454086	 
-117.0	 1.6662473555196502E-4	 5.798711797158487E-4	 370.916910376436	 370.916910376436	 879.8851387798085	 1.342941057	 1.343118951231702	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -122.35762382544006	 -0.010193903356340381	 -0.020715803824700025	 0.0	 0.0	 422.8234824250272	 573986.7893217555	 573986.7893217555	 0.0	 97.45160882550783	 3.43204230518367	 0.03922929476287772	 7.367171939550026E-4	 7.367171939550026E-4	 770.5433477755817	 1055.5589022717975	 1.369889059867954	 -985.7438462642635	 1.856705990808861E-9	 1.4854651564551932E-6	 1.9590540343049947E-13	 9.633355450948635E-8	 5.748290463757094E-5	 4.498751113924046E-6	 7.958745778704142E-4	 0.12249877973752685	 0.034602242733628864	 0.09451158266813428	 0.7344914060270212	 0.013036548944454086	 
-116.5	 2.0828091943995628E-4	 5.776599723762061E-4	 371.45027183016884	 371.45027183016884	 880.3566221895934	 1.3499747000000002	 1.3501989723089525	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -120.9929368136549	 -0.01008020805011543	 -0.025755907849757738	 0.0	 0.0	 422.8234824250272	 573986.7893217555	 573986.7893217555	 0.0	 98.02603921909905	 3.4339452558035948	 0.039140846469292015	 7.367171939550026E-4	 7.367171939550026E-4	 770.6659396043211	 1055.681494100537	 1.3698302206563715	 -985.441047535363	 1.8567059908088606E-9	 1.4854651564551932E-6	 1.9590540343049947E-13	 9.633355450948633E-8	 5.748290463757094E-5	 4.498751113924046E-6	 7.95874577870414E-4	 0.12249877973752685	 0.034602242733628864	 0.09451158266813428	 0.7344914060270212	 0.013036548944454086	 
-116.0	 2.4993710332794753E-4	 5.754334877267682E-4	 371.9898670634123	 371.9898670634123	 880.8336158668938	 1.35712074	 1.3573921876898036	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -119.59601790551767	 -0.009963827428287476	 -0.030737821563901476	 0.0	 0.0	 422.8234824250272	 573986.7893217555	 573986.7893217555	 0.0	 98.60655656759836	 3.4358698004036268	 0.0390517870833145	 7.367171939550026E-4	 7.367171939550026E-4	 770.7900868401241	 1055.80564133634	 1.3697706539852443	 -985.1346607367127	 1.8567059908088602E-9	 1.4854651564551932E-6	 1.9590540343049947E-13	 9.633355450948631E-8	 5.748290463757094E-5	 4.498751113924046E-6	 7.958745778704139E-4	 0.12249877973752685	 0.034602242733628864	 0.09451158266813428	 0.7344914060270212	 0.013036548944454086	 
-115.5	 2.915932872159388E-4	 5.731918175256468E-4	 372.5357520309456	 372.5357520309456	 881.3161734207337	 1.364381039	 1.364700478113664	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -118.16631634399471	 -0.00984471560598398	 -0.03566017936689347	 0.0	 0.0	 422.8234824250272	 573986.7893217555	 573986.7893217555	 0.0	 99.19321571018943	 3.437816104835449	 0.03896212027526964	 7.367171939550026E-4	 7.367171939550026E-4	 770.9158065015399	 1055.9313609977557	 1.369710352404931	 -984.8246523295197	 1.8567059908088598E-9	 1.4854651564551932E-6	 1.9590540343049947E-13	 9.633355450948627E-8	 5.748290463757094E-5	 4.498751113924046E-6	 7.958745778704138E-4	 0.12249877973752685	 0.034602242733628864	 0.09451158266813428	 0.7344914060270212	 0.013036548944454086	 
-115.0	 3.3324947110393004E-4	 5.709350556318246E-4	 373.0879833820471	 373.0879833820471	 881.8043425418748	 1.371757497	 1.3721257649651115	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -116.70327392016982	 -0.009722826077498416	 -0.040521592405642674	 0.0	 0.0	 422.8234824250272	 573986.7893217555	 573986.7893217555	 0.0	 99.78607248401904	 3.43978433669114	 0.03887184979951676	 7.367171939550026E-4	 7.367171939550026E-4	 771.0431158586723	 1056.0586703548881	 1.3696493083643038	 -984.510988336357	 1.8567059908088594E-9	 1.4854651564551932E-6	 1.9590540343049947E-13	 9.633355450948625E-8	 5.748290463757094E-5	 4.498751113924046E-6	 7.958745778704135E-4	 0.12249877973752685	 0.034602242733628864	 0.09451158266813428	 0.7344914060270212	 0.013036548944454086	 
-114.5	 3.749056549919213E-4	 5.686632980257261E-4	 373.64661846745463	 373.64661846745463	 882.2981741823057	 1.3792520590000001	 1.3796700112357165	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -115.20632483700398	 -0.009598111704939783	 -0.045320648258112564	 0.0	 0.0	 422.8234824250272	 573986.7893217555	 573986.7893217555	 0.0	 100.38518373881016	 3.441774665313932	 0.038780979495272816	 7.367171939550026E-4	 7.367171939550026E-4	 771.1720324366472	 1056.187586932863	 1.3695875142095877	 -984.1936343361281	 1.856705990808859E-9	 1.4854651564551932E-6	 1.9590540343049947E-13	 9.633355450948622E-8	 5.748290463757094E-5	 4.498751113924046E-6	 7.958745778704134E-4	 0.12249877973752685	 0.034602242733628864	 0.09451158266813428	 0.7344914060270212	 0.013036548944454086	 
