Zeit	dQIters	relaxationsFaktor	pSoll	pIst	dQ
84.4	 949.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 950.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 951.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 952.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 953.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 954.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 955.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 956.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 957.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 958.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 959.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 960.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 961.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 962.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 963.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 964.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 965.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 966.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 967.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 968.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 969.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 970.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 971.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 972.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 973.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 974.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 975.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 976.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 977.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 978.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 979.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 980.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 981.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 982.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 983.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 984.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 985.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 986.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 987.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 988.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 989.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 990.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 991.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 992.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 993.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 994.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 995.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 996.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 997.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 998.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 999.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1000.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1001.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1002.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1003.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1004.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1005.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1006.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1007.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1008.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1009.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1010.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1011.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1012.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1013.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1014.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1015.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1016.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1017.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1018.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1019.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1020.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1021.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1022.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1023.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1024.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1025.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1026.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1027.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1028.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1029.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1030.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1031.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1032.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1033.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1034.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1035.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1036.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1037.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1038.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1039.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1040.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1041.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1042.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1043.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1044.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1045.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1046.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1047.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1048.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1049.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1050.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1051.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1052.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1053.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1054.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1055.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1056.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1057.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1058.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1059.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1060.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1061.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1062.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1063.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1064.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1065.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1066.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1067.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1068.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1069.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1070.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1071.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1072.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1073.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1074.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1075.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1076.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1077.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1078.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1079.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1080.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1081.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1082.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1083.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1084.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1085.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1086.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1087.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1088.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1089.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1090.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1091.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1092.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1093.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1094.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1095.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1096.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1097.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1098.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1099.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.4	 1100.0	 0.7	 1158159.6018939393	 1157973.1752043362	 NaN	 
84.6	 1101.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1102.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1103.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1104.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1105.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1106.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1107.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1108.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1109.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1110.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1111.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1112.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1113.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1114.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1115.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1116.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1117.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1118.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1119.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1120.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1121.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1122.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1123.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1124.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1125.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1126.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1127.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1128.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1129.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1130.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1131.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1132.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1133.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1134.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1135.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1136.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1137.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1138.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1139.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1140.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1141.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1142.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1143.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1144.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1145.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1146.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1147.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1148.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1149.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1150.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1151.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1152.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1153.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1154.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1155.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1156.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1157.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1158.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1159.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1160.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1161.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1162.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1163.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1164.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1165.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1166.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1167.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1168.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1169.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1170.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1171.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1172.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1173.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1174.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1175.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1176.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1177.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1178.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1179.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1180.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1181.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1182.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1183.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1184.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1185.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1186.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1187.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1188.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1189.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1190.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1191.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1192.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1193.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1194.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1195.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1196.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1197.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1198.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1199.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1200.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1201.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1202.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1203.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1204.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1205.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1206.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1207.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1208.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1209.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1210.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1211.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1212.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1213.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1214.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1215.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1216.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1217.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1218.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1219.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1220.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1221.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1222.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1223.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1224.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1225.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1226.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1227.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1228.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1229.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1230.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1231.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1232.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1233.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1234.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1235.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1236.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1237.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1238.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1239.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1240.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1241.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1242.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1243.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1244.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1245.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1246.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1247.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1248.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1249.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1250.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1251.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1252.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1253.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1254.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1255.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1256.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1257.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1258.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1259.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1260.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1261.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1262.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1263.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1264.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1265.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1266.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1267.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1268.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1269.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1270.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1271.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1272.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1273.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1274.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1275.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1276.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1277.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1278.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1279.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1280.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
84.6	 1281.0	 0.7	 1153859.6018939393	 1153419.7494915896	 NaN	 
