Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	Brennraumvolumen [m3]	T_Zone_1 [K]	T_mittel [K]	T_BurnAdiabat [K]	p_soll [bar]	p [bar]	dQh [J/s]	dQh [J/KW]	Qh [J]	dQb [J/s]	dQb [J/KW]	Qb [J]	dmb [kg/s]	dmb [kg/KW]	mb [kg]	dQw [J/s]	dQw [J/KW]	Qw [J]	Xb[-]	Qb/Qmax [-]	Qmax [J]	dmL [kg/s]	dmL [kg/KW]	mL [kg]	Hu Zone [J/kg]	Hu frischGemsich [J/kg]	Phi_Delay [°KW]	Alpha [W/(m^2K)]	pSchleppWHT [bar]	WSD [MW/m^2]	WSD Kolben [MW/m^2]	WSD Head [MW/m^2]	WSD Liner [MW/m^2]	dQw Kolben [J/s]	dQw Head [J/s]	dQw Liner [J/s]	Qw Kolben [J]	Qw Head [J]	Qw Liner [J]	Brennraumfläche [m^2]	Zonenmasse [kg]	ZonenKontrollmasse [kg]	 cv[J/kg]	 cp [J/kg]	 kappa [-]	 U [J]	H_Massenbruch [kg]	O_Massenbruch [kg]	N_Massenbruch [kg]	H2_Massenbruch [kg]	OH_Massenbruch [kg]	CO_Massenbruch [kg]	NO_Massenbruch [kg]	O2_Massenbruch [kg]	H2O_Massenbruch [kg]	CO2_Massenbruch [kg]	N2_Massenbruch [kg]	RON_98_Massenbruch [kg]	AGR_intern_LWA_Massenbruch [kg]	AGR_extern_LWA_Massenbruch [kg]	feuchteLuft_LWA_Massenbruch [kg]
-138.0	 0.0	 4.4741231164775513E-4	 402.00548513988133	 402.00548513988133	 1063.4468194041278	 1.1853611392383945	 1.1853611392383945	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 346.99558715886894	 0.0	 0.0	 0.0	 2.1313889519470215	 744784.2187490577	 0.0	 0.0	 1.1946060537038168	 7.29439128816765E-4	 -0.0021014085280071293	 -3.5523124233362573E-4	 0.0019436316319814038	 -11.369901995720653	 -2.8605411409468746	 38.49997178437255	 -9.466162129797151E-4	 -2.381581321400101E-4	 0.003205366018463967	 0.033271492697509966	 4.578262790035723E-4	 4.578262790035723E-4	 734.536185812774	 1022.6910265306803	 1.3922949560327778	 -36.05803341003966	 1.214774477211891E-10	 2.580431572352975E-7	 2.3835920409986608E-14	 3.4288719020360982E-9	 5.43237495640404E-6	 1.6622770411174242E-7	 1.3987131491731175E-4	 0.22665886531981777	 0.0017790057750896962	 0.0050442312519981295	 0.7663721661419861	 0.0	 0.0	 0.0	 0.0	 
-137.0	 8.325632123618987E-5	 4.453595480956466E-4	 402.9031896648044	 402.9031896648044	 1064.2275451170167	 1.1934845137724588	 1.1934839280777094	 692.5752599235342	 0.057661268320431454	 0.05766126832043146	 719.0770735284053	 0.05986771182726024	 0.05986771182726024	 0.0	 0.0	 0.0	 26.50181360487109	 0.0022064435068287745	 0.0022064435068287745	 0.0	 1.7253162300260124E-4	 346.99558715886894	 0.0	 0.0	 0.0	 2.1313889519470215	 744784.2187490577	 0.0	 77.91670341757472	 1.2021529879366464	 7.989075044835888E-4	 -0.002040562644504508	 -2.868234183614249E-4	 0.002021994839262002	 -11.040688649982537	 -2.309679134695322	 39.85217837371793	 -0.0018658233338914166	 -4.3045352013072887E-4	 0.006523311783108166	 0.03317256433355293	 4.578262790035723E-4	 4.578262790035723E-4	 734.6560302208184	 1022.8108709387247	 1.392230960972708	 -35.756119773347756	 1.214774477211891E-10	 2.580431572352975E-7	 2.3835920409986608E-14	 3.4288719020360982E-9	 5.43237495640404E-6	 1.6622770411174242E-7	 1.3987131491731175E-4	 0.22665886531981777	 0.0017790057750896962	 0.0050442312519981295	 0.7663721661419861	 0.0	 0.0	 0.0	 0.0	 
-136.0	 1.6651264247237975E-4	 4.4325830050089135E-4	 403.79193599042446	 403.79193599042446	 1065.0005452563914	 1.2017872578925486	 1.2017867225462424	 566.9909420283412	 0.04720558000752149	 0.10486684832795294	 595.7045477003151	 0.04959616918519662	 0.10946388101245685	 0.0	 0.0	 0.0	 28.713605671973845	 0.002390589177675138	 0.004597032684503913	 0.0	 3.1546188211995836E-4	 346.99558715886894	 0.0	 0.0	 0.0	 2.1313889519470215	 744784.2187490577	 0.0	 78.2612731853952	 1.2099640175598403	 8.682332405801879E-4	 -0.001980032172453146	 -2.1853741390860483E-4	 0.0021004910930718236	 -10.713181872596715	 -1.7597980943764677	 41.18658140587966	 -0.002757763445338055	 -5.769678355869709E-4	 0.009952355035256568	 0.03307129938922737	 4.578262790035723E-4	 4.578262790035723E-4	 734.7751822968498	 1022.9300230147562	 1.3921673563023138	 -35.45717031161682	 1.214774477211891E-10	 2.580431572352975E-7	 2.3835920409986608E-14	 3.4288719020360982E-9	 5.43237495640404E-6	 1.6622770411174242E-7	 1.3987131491731175E-4	 0.22665886531981777	 0.0017790057750896962	 0.0050442312519981295	 0.7663721661419861	 0.0	 0.0	 0.0	 0.0	 
-135.0	 2.4976896370856964E-4	 4.411086852228593E-4	 404.73993654616845	 404.73993654616845	 1065.8250986024789	 1.2104791797134513	 1.210478520326881	 715.4393829041967	 0.05956485108809324	 0.16443169941604618	 746.522879789688	 0.06215274868993582	 0.17161662970239266	 0.0	 0.0	 0.0	 31.08349688549123	 0.002587897601842565	 0.007184930286346479	 0.0	 4.945787095091197E-4	 346.99558715886894	 0.0	 0.0	 0.0	 2.1313889519470215	 744784.2187490577	 0.0	 78.61932490903976	 1.2180461581001614	 9.42846746804531E-4	 -0.0019145598178281085	 -1.4500607673937057E-4	 0.002184632175269589	 -10.358936495938943	 -1.1676783986547599	 42.61010686298691	 -0.0036202103899092386	 -6.741844434459313E-4	 0.013499915780149785	 0.03296770347221378	 4.578262790035723E-4	 4.578262790035723E-4	 734.9028296674328	 1023.0576703853392	 1.3920992396345864	 -35.13823582503745	 1.214774477211891E-10	 2.580431572352975E-7	 2.3835920409986608E-14	 3.4288719020360982E-9	 5.43237495640404E-6	 1.6622770411174242E-7	 1.3987131491731175E-4	 0.22665886531981777	 0.0017790057750896962	 0.0050442312519981295	 0.7663721661419861	 0.0	 0.0	 0.0	 0.0	 
-134.0	 3.330252849447595E-4	 4.38910830643793E-4	 405.7176088828889	 405.7176088828889	 1066.675502800193	 1.219479323338728	 1.2194786368187633	 742.7625396425668	 0.061839676602689755	 0.22627137601873595	 776.2975002840683	 0.06463167405850158	 0.23624830376089426	 0.0	 0.0	 0.0	 33.53496064150144	 0.002791997455811828	 0.009976927742158307	 0.0	 6.808395048918302E-4	 346.99558715886894	 0.0	 0.0	 0.0	 2.1313889519470215	 744784.2187490577	 0.0	 78.98906635900815	 1.2264067294452519	 0.0010204849480182447	 -0.0018463384400826707	 -6.846260558007907E-5	 0.002272131780002861	 -9.989817227295699	 -0.5513031415584396	 44.076075050284594	 -0.004451925822075793	 -7.200839148980414E-4	 0.017169527643366694	 0.032861782769608175	 4.578262790035723E-4	 4.578262790035723E-4	 735.0350671174657	 1023.1899078353721	 1.392028698505423	 -34.80926074168497	 1.214774477211891E-10	 2.580431572352975E-7	 2.3835920409986608E-14	 3.4288719020360982E-9	 5.43237495640404E-6	 1.6622770411174242E-7	 1.3987131491731175E-4	 0.22665886531981777	 0.0017790057750896962	 0.0050442312519981295	 0.7663721661419861	 0.0	 0.0	 0.0	 0.0	 
-133.0	 4.1628160618094936E-4	 4.366648777583654E-4	 406.60644432066454	 406.60644432066454	 1067.44876552004	 1.2284370906486324	 1.2284362760878167	 290.0431383941701	 0.024147924702497704	 0.25041930072123364	 325.79999530436976	 0.02712490906780976	 0.263373212828704	 0.0	 0.0	 0.0	 35.756856910199616	 0.0029769843653120547	 0.012953912107470362	 0.0	 7.590102657649097E-4	 346.99558715886894	 0.0	 0.0	 0.0	 2.1313889519470215	 744784.2187490577	 0.0	 79.36251276947101	 1.2350533684827254	 0.0010916940366822558	 -0.0017845273896501758	 1.753929044696624E-6	 0.0023534142331393545	 -9.655381739715137	 0.014123718842117794	 45.398106769216895	 -0.005255797385855558	 -7.189080260250724E-4	 0.020949207004059462	 0.03275354407633456	 4.578262790035723E-4	 4.578262790035723E-4	 735.1558118013586	 1023.3106525192649	 1.3919643102757198	 -34.51012673864494	 1.214774477211891E-10	 2.580431572352975E-7	 2.3835920409986608E-14	 3.4288719020360982E-9	 5.43237495640404E-6	 1.6622770411174242E-7	 1.3987131491731175E-4	 0.22665886531981777	 0.0017790057750896962	 0.0050442312519981295	 0.7663721661419861	 0.0	 0.0	 0.0	 0.0	 
-132.0	 4.995379274171393E-4	 4.343709807693126E-4	 407.3622490409822	 407.3622490409822	 1068.106461360741	 1.2372184275775446	 1.2372190925084063	 -341.9857592680401	 -0.028472476231822245	 0.22194682448941142	 -304.354452133756	 -0.025339432036512562	 0.23803378079219145	 0.0	 0.0	 0.0	 37.631307134284114	 0.003133044195309682	 0.016086956302780044	 0.0	 6.859850372771736E-4	 346.99558715886894	 0.0	 0.0	 0.0	 2.1313889519470215	 744784.2187490577	 0.0	 79.73672061048252	 1.2439940424181235	 0.0011528138427211634	 -0.0017326763521282496	 6.202758894061017E-5	 0.002424776374164185	 -9.374835997588628	 0.49948441717216935	 46.506647881226115	 -0.006036311743207393	 -6.773227909365151E-4	 0.024821179419677195	 0.03264299482385009	 4.578262790035723E-4	 4.5782627900357235E-4	 735.2588759873735	 1023.4137167052799	 1.3919093670660494	 -34.25572496423693	 1.214774477211891E-10	 2.580431572352975E-7	 2.3835920409986608E-14	 3.4288719020360982E-9	 5.43237495640404E-6	 1.6622770411174242E-7	 1.3987131491731175E-4	 0.22665886531981777	 0.0017790057750896962	 0.0050442312519981295	 0.7663721661419861	 0.0	 0.0	 0.0	 0.0	 
-131.0	 5.827942486533291E-4	 4.3202930768827905E-4	 408.07424068707445	 408.0742406870745	 1068.726124262601	 1.2460995813628137	 1.2460991766771867	 -614.2503259050288	 -0.0511402224529834	 0.170806602036428	 -574.8583806546458	 -0.0478605940050991	 0.19017318678709233	 0.0	 0.0	 0.0	 39.39194525038307	 0.003279628447884296	 0.01936658475066434	 0.0	 5.480564993468438E-4	 346.99558715886894	 0.0	 0.0	 0.0	 2.1313889519470215	 744784.2187490577	 0.0	 80.11802827927364	 1.2532370628097274	 0.0012109363405065226	 -0.0016839187885648544	 1.1936757689642786E-4	 0.0024934152244802167	 -9.111027836596888	 0.9612213789649823	 47.541738910320724	 -0.006794862403562972	 -5.972950350303131E-4	 0.028779329706521924	 0.032530143109101475	 4.578262790035723E-4	 4.578262790035723E-4	 735.3562939929749	 1023.5111347108813	 1.3918574479769927	 -34.01603787264998	 1.214774477211891E-10	 2.580431572352975E-7	 2.3835920409986608E-14	 3.4288719020360982E-9	 5.43237495640404E-6	 1.6622770411174242E-7	 1.3987131491731175E-4	 0.22665886531981777	 0.0017790057750896962	 0.0050442312519981295	 0.7663721661419861	 0.0	 0.0	 0.0	 0.0	 
-130.0	 6.66050569889519E-4	 4.296400409409662E-4	 408.8096552583908	 408.80965525839076	 1069.3661936917315	 1.2552877761179049	 1.2552870027242689	 -616.0744635652443	 -0.051292093444001326	 0.11951450859242664	 -574.8583806546458	 -0.0478605940050991	 0.1423125927819932	 0.0	 0.0	 0.0	 41.2160829105985	 0.003431499438902224	 0.022798084189566564	 0.0	 4.1012796141651393E-4	 346.99558715886894	 0.0	 0.0	 0.0	 2.1313889519470215	 744784.2187490577	 0.0	 80.51134651676982	 1.2627911003606564	 0.0012715123099638125	 -0.001632976324421939	 1.7916279778083233E-4	 0.0025648652034326144	 -8.835398030680585	 1.4427293911774925	 48.60873727262237	 -0.007530465140254914	 -4.771786933815472E-4	 0.03282631435177693	 0.03241499772368881	 4.578262790035723E-4	 4.578262790035723E-4	 735.4572507129359	 1023.6120914308423	 1.3918036574370236	 -33.76843221933508	 1.214774477211891E-10	 2.580431572352975E-7	 2.3835920409986608E-14	 3.4288719020360982E-9	 5.43237495640404E-6	 1.6622770411174242E-7	 1.3987131491731175E-4	 0.22665886531981777	 0.0017790057750896962	 0.0050442312519981295	 0.7663721661419861	 0.0	 0.0	 0.0	 0.0	 
-129.0	 7.493068911257089E-4	 4.272033779756248E-4	 409.5835044628646	 409.5835044628646	 1070.0397206326916	 1.2648356186381318	 1.2648365780049853	 -558.8718619898958	 -0.046529615271698334	 0.0729848933207283	 -515.7278964656383	 -0.04293760741860765	 0.09937498536338554	 0.0	 0.0	 0.0	 43.143965524257474	 0.003592007853090681	 0.026390092042657246	 0.0	 2.8638688513893856E-4	 346.99558715886894	 0.0	 0.0	 0.0	 2.1313889519470215	 744784.2187490577	 0.0	 80.91799250404227	 1.2726652005113281	 0.001335826571728513	 -0.0015786058224762389	 2.426860357606973E-4	 0.002640438125737191	 -8.541220449148163	 1.954257697229199	 49.73091253323813	 -0.008241575733718308	 -3.1447438676273634E-4	 0.036966727181013063	 0.03229756818319043	 4.578262790035723E-4	 4.578262790035723E-4	 735.5638494414297	 1023.7186901593361	 1.3917468768166414	 -33.507849299558934	 1.214774477211891E-10	 2.580431572352975E-7	 2.3835920409986608E-14	 3.4288719020360982E-9	 5.43237495640404E-6	 1.6622770411174242E-7	 1.3987131491731175E-4	 0.22665886531981777	 0.0017790057750896962	 0.0050442312519981295	 0.7663721661419861	 0.0	 0.0	 0.0	 0.0	 
