Zeit	dQIters	relaxationsFaktor	pSoll	pIst	dQ
73.0	 1.0	 0.7	 1391224.19400888	 1391155.5280232152	 78000.83011011234	 
73.0	 2.0	 0.7	 1391224.19400888	 1391482.3668139	 23187.938166521766	 
73.0	 3.0	 0.7	 1391224.19400888	 1390992.6310123042	 -310705.718952236	 
73.0	 4.0	 0.7	 1391224.19400888	 1387623.5585620785	 -60915.74009843555	 
73.0	 5.0	 0.7	 1391224.19400888	 1390166.1123719865	 11849.183134540886	 
73.0	 6.0	 0.7	 1391224.19400888	 1390891.3178147608	 35229.0373079398	 
73.0	 7.0	 0.7	 1391224.19400888	 1391100.2178586584	 44941.725641352255	 
73.0	 7.0	 0.7	 1391224.19400888	 1391186.9990132086	 44941.725641352255	 
