Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	Brennraumvolumen [m3]	V0 [m3]	V1 [m3]	V2 [m3]	T_Zone_0 [K]	T_Zone_1 [K]	T_Zone_2 [K]	T_mittel [K]	T_BurnAdiabat_0 [K]	T_BurnAdiabat_1 [K]	Lambda z1 [-]	Lambda z0 [-]	Lambda z2 [-]	p_soll [bar]	p_soll_roh [bar]	p [bar]	dQb [J/s]	dQb [J/KW]	Qb [J]	dmb [kg/s]	dmb [kg/KW]	mb [kg]	dQw [J/s]	dQw [J/KW]	dQKrst [J/s]	dQKrst [J/KW]	Qw [J]	Xb[-]	Qb/Qmax [-]	Qmax [J]	Alpha [W/(m^2K)]	Wandwärmestromdichte [MW/m^2]	PQw [W]	Brennraumfläche [m^2]	Gesamtmasse [kg]	m_0[kg]	m_1[kg]	m_2[kg]	Z0_O2 [kg]	Z0_CO2 [kg]	Z0_H2O [kg]	Z0_H [kg]	Z0_O [kg]	Z0_N [kg]	Z0_H2 [kg]	Z0_OH [kg]	Z0_CO [kg]	Z0_NO [kg]	Z0_N2 [kg]	Z0_Ar [kg]	Z0_Diesel [kg]	Z0_RON_95 [kg]	Z1_O2 [kg]	Z1_CO2 [kg]	Z1_H2O [kg]	Z1_H [kg]	Z1_O [kg]	Z1_N [kg]	Z1_H2 [kg]	Z1_OH [kg]	Z1_CO [kg]	Z1_NO [kg]	Z1_N2 [kg]	Z1_Ar [kg]	Z1_Diesel [kg]	Z1_RON_95 [kg]	Z2_O2 [kg]	Z2_CO2 [kg]	Z2_H2O [kg]	Z2_H [kg]	Z2_O [kg]	Z2_N [kg]	Z2_H2 [kg]	Z2_OH [kg]	Z2_CO [kg]	Z2_NO [kg]	Z2_N2 [kg]	Z2_Ar [kg]	Z2_Diesel [kg]	Z2_RON_95 [kg]	 mDieseldampf [kg]	m_Diesel_Z0 [kg]	TKrstVap [K]	mkrstFl [kg]	m_a [kg]	sumdma [kg]	s00 [kg]	dm_a [kg]
-122.6	 9.674720217550465E-4	 0.0015879029269632247	 0.9989979190598034	 4.971906065460408E-4	 3.312811551575803E-4	 396.5256538086809	 396.52565380868083	 396.23989423405874	 396.5255149188168	 1252.11270351785	 1252.11270351785	 2.131927707973116	 2.131927707973117	 NaN	 2.845680504449845	 2.8456960189393947	 2.846117293923767	 -6455.165957623667	 -0.8439449269981784	 -5.91005433505119	 0.0	 0.0	 2.000000002E-6	 -1162.8071316495807	 -0.15202477926597383	 0.0	 0.0	 -1.1419441217458572	 4.965595415808111E-4	 -0.0013899474526092527	 4251.998393145476	 200.2769574797714	 -0.015346731269831552	 -1160.4752532468326	 0.07561709609968105	 0.004022571175347748	 0.004018571175343748	 2.0000000020000056E-6	 2.000000002E-6	 0.1970676707273492	 0.026796625822144638	 0.009656706376154846	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042274E-5	 1.1750558806016403E-6	 3.644047755116554E-4	 0.7428851018738984	 0.0	 0.0	 0.02320604709873201	 0.19706767072734918	 0.026796625822144628	 0.009656706376154844	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042273E-5	 1.1750558806016397E-6	 3.644047755116552E-4	 0.7428851018738986	 0.0	 0.0	 0.02320604709873201	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-122.4	 9.936199142349127E-4	 0.0015857119583371087	 0.9989976499133794	 4.971904725947369E-4	 3.3131056078069876E-4	 396.62667076517926	 396.6266707651792	 396.3761257202182	 396.626548975963	 1252.197243487459	 1252.197243487459	 2.131927707973116	 2.131927707973117	 NaN	 2.8505357266485634	 2.8504960189393946	 2.8507765899107214	 -13152.4258590211	 -1.7195410860554727	 -6.253962552262284	 0.0	 0.0	 2.000000002E-6	 -1161.6788783008349	 -0.15187727202970855	 0.0	 0.0	 -1.172319576151799	 4.965595415808111E-4	 -0.0014708290018039792	 4251.998393145476	 200.68332941502763	 -0.015357375821864184	 -1160.176965701636	 0.0755452610627592	 0.004022571175347748	 0.004018571175343748	 2.0000000020000056E-6	 2.000000002E-6	 0.1970676707273492	 0.026796625822144638	 0.009656706376154846	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042274E-5	 1.1750558806016403E-6	 3.644047755116554E-4	 0.7428851018738984	 0.0	 0.0	 0.02320604709873201	 0.19706767072734918	 0.026796625822144628	 0.009656706376154844	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042273E-5	 1.1750558806016397E-6	 3.644047755116552E-4	 0.7428851018738986	 0.0	 0.0	 0.02320604709873201	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-122.2	 0.0010197678067147787	 0.0015835140345988577	 0.9989973795634204	 4.971903380444466E-4	 3.3133974211699903E-4	 396.728661212454	 396.72866121245397	 396.513080236984	 396.72855640627256	 1252.282597908253	 1252.282597908253	 2.131927707973116	 2.131927707973117	 NaN	 2.8554037054190187	 2.8553960189393943	 2.8554683314257514	 -13152.4258590211	 -1.7195410860554727	 -6.597870769473379	 0.0	 0.0	 2.000000002E-6	 -1161.3982237791906	 -0.15184057940842885	 0.0	 0.0	 -1.2026876920334848	 4.965595415808111E-4	 -0.0015517105509987058	 4251.998393145476	 201.091566550395	 -0.015368107317813453	 -1159.8802063192811	 0.07547319798937392	 0.004022571175347748	 0.004018571175343748	 2.0000000020000056E-6	 2.000000002E-6	 0.1970676707273492	 0.026796625822144638	 0.009656706376154846	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042274E-5	 1.1750558806016403E-6	 3.644047755116554E-4	 0.7428851018738984	 0.0	 0.0	 0.02320604709873201	 0.19706767072734918	 0.026796625822144628	 0.009656706376154844	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042273E-5	 1.1750558806016397E-6	 3.644047755116552E-4	 0.7428851018738986	 0.0	 0.0	 0.02320604709873201	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-122.0	 0.0010459156991946448	 0.0015813091678486138	 0.9989971080029796	 4.971902028917124E-4	 3.3136869831075245E-4	 396.83162827932165	 396.8316282793216	 396.6507599413394	 396.83154033806795	 1252.3687681278493	 1252.3687681278493	 2.131927707973116	 2.131927707973117	 NaN	 2.860274764011793	 2.8602960189393944	 2.8601927163615075	 -13152.4258590211	 -1.7195410860554727	 -6.941778986684473	 0.0	 0.0	 2.000000002E-6	 -1161.1022608268227	 -0.15180188537114614	 0.0	 0.0	 -1.233048069107714	 4.965595415808111E-4	 -0.0016325921001934323	 4251.998393145476	 201.50167550857688	 -0.015378701648606101	 -1159.5680570356799	 0.07540090727625118	 0.004022571175347748	 0.004018571175343748	 2.0000000020000056E-6	 2.000000002E-6	 0.1970676707273492	 0.026796625822144638	 0.009656706376154846	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042274E-5	 1.1750558806016403E-6	 3.644047755116554E-4	 0.7428851018738984	 0.0	 0.0	 0.02320604709873201	 0.19706767072734918	 0.026796625822144628	 0.009656706376154844	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042273E-5	 1.1750558806016397E-6	 3.644047755116552E-4	 0.7428851018738986	 0.0	 0.0	 0.02320604709873201	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-121.8	 0.001072063591674511	 0.0015790973703110234	 0.9989968352250472	 4.971900671330455E-4	 3.3139742850860293E-4	 396.9355750876912	 396.9355750876911	 396.7891669823	 396.9355038927629	 1252.455759401819	 1252.455759401819	 2.131927707973116	 2.131927707973117	 NaN	 2.865134007901568	 2.8650960189393944	 2.864949944155546	 -13152.4258590211	 -1.7195410860554727	 -7.285687203895567	 0.0	 0.0	 2.000000002E-6	 -1160.7908750689323	 -0.15176117496456076	 0.0	 0.0	 -1.263400304100626	 4.965595415808111E-4	 -0.001713473649388159	 4251.998393145476	 201.91366296247085	 -0.015389156913006647	 -1159.2404033141538	 0.07532838932419904	 0.004022571175347748	 0.004018571175343748	 2.0000000020000056E-6	 2.000000002E-6	 0.1970676707273492	 0.026796625822144638	 0.009656706376154846	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042274E-5	 1.1750558806016403E-6	 3.644047755116554E-4	 0.7428851018738984	 0.0	 0.0	 0.02320604709873201	 0.19706767072734918	 0.026796625822144628	 0.009656706376154844	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042273E-5	 1.1750558806016397E-6	 3.644047755116552E-4	 0.7428851018738986	 0.0	 0.0	 0.02320604709873201	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-121.6	 0.0010982114841543772	 0.0015768786543358833	 0.9989965612225558	 4.971899307649287E-4	 3.314259318545187E-4	 397.040504776467	 397.04050477646695	 396.9283035187155	 397.0404502087624	 1252.5435730863312	 1252.5435730863312	 2.131927707973116	 2.131927707973117	 NaN	 2.8700297519932554	 2.8699960189393945	 2.869740215977072	 -13152.4258590211	 -1.7195410860554727	 -7.629595421106662	 0.0	 0.0	 2.000000002E-6	 -1160.4639519202374	 -0.15171843320785447	 0.0	 0.0	 -1.293743990742197	 4.965595415808111E-4	 -0.0017943551985828857	 4251.998393145476	 202.32753563891117	 -0.015399471191606725	 -1158.8971300707115	 0.07525564453812886	 0.004022571175347748	 0.004018571175343748	 2.0000000020000056E-6	 2.000000002E-6	 0.1970676707273492	 0.026796625822144638	 0.009656706376154846	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042274E-5	 1.1750558806016403E-6	 3.644047755116554E-4	 0.7428851018738984	 0.0	 0.0	 0.02320604709873201	 0.19706767072734918	 0.026796625822144628	 0.009656706376154844	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042273E-5	 1.1750558806016397E-6	 3.644047755116552E-4	 0.7428851018738986	 0.0	 0.0	 0.02320604709873201	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-121.4	 0.0011243593766342432	 0.00157465303239879	 0.998996285988379	 4.971897937838152E-4	 3.314542074897928E-4	 397.1464205016198	 397.14642050161973	 397.0681717192988	 397.14638244153394	 1252.632211856641	 1252.632211856641	 2.131927707973116	 2.131927707973117	 NaN	 2.8749479920947887	 2.8749960189393944	 2.874563734742811	 -13152.4258590211	 -1.7195410860554727	 -7.973503638317756	 0.0	 0.0	 2.000000002E-6	 -1160.12137624117	 -0.15167364504774214	 0.0	 0.0	 -1.3240787197517454	 4.965595415808111E-4	 -0.0018752367477776121	 4251.998393145476	 202.7433003189804	 -0.015409642546553182	 -1158.5381216645292	 0.07518267332707664	 0.004022571175347748	 0.004018571175343748	 2.0000000020000056E-6	 2.000000002E-6	 0.1970676707273492	 0.026796625822144638	 0.009656706376154846	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042274E-5	 1.1750558806016403E-6	 3.644047755116554E-4	 0.7428851018738984	 0.0	 0.0	 0.02320604709873201	 0.19706767072734918	 0.026796625822144628	 0.009656706376154844	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042273E-5	 1.1750558806016397E-6	 3.644047755116552E-4	 0.7428851018738986	 0.0	 0.0	 0.02320604709873201	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-121.2	 0.0011505072691141093	 0.0015724205171017826	 0.9989960095153316	 4.971896561861291E-4	 3.314822545530446E-4	 397.253325436258	 397.25332543625797	 397.20877376265526	 397.2533037636785	 1252.7216770980472	 1252.7216770980472	 2.131927707973116	 2.131927707973117	 NaN	 2.8799128110475416	 2.8798960189393945	 2.87942070513305	 -13152.4258590211	 -1.7195410860554727	 -8.317411855528851	 0.0	 0.0	 2.000000002E-6	 -1159.7630323353746	 -0.15162679535814436	 0.0	 0.0	 -1.3544040788233742	 4.965595415808111E-4	 -0.0019561182969723393	 4251.998393145476	 203.16096383832382	 -0.015419669021367264	 -1158.1632618954266	 0.07510947610422393	 0.004022571175347748	 0.004018571175343748	 2.0000000020000056E-6	 2.000000002E-6	 0.1970676707273492	 0.026796625822144638	 0.009656706376154846	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042274E-5	 1.1750558806016403E-6	 3.644047755116554E-4	 0.7428851018738984	 0.0	 0.0	 0.02320604709873201	 0.19706767072734918	 0.026796625822144628	 0.009656706376154844	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042273E-5	 1.1750558806016397E-6	 3.644047755116552E-4	 0.7428851018738986	 0.0	 0.0	 0.02320604709873201	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-121.0	 0.0011766551615939756	 0.0015701811211739837	 0.9989958265159713	 4.971895651092997E-4	 3.314153052368228E-4	 397.5035917845357	 397.5035917845356	 397.378810225759	 397.5035310764006	 1252.9308442394495	 1252.9308442394495	 2.131927707973116	 2.131927707973117	 NaN	 2.8849166062132046	 2.8849960189393946	 2.885344468772886	 3575.8372654979394	 0.46750304171869306	 -8.223911247185113	 0.0	 0.0	 2.000000002E-6	 -1159.5073243866511	 -0.151593364238397	 0.0	 0.0	 -1.3847227516710536	 4.965595415808111E-4	 -0.0019341284936613904	 4251.998393145476	 203.60134444414322	 -0.015402715010507363	 -1155.7589442916585	 0.07503605328691905	 0.004022571175347748	 0.004018571175343748	 2.0000000020000056E-6	 2.000000002E-6	 0.1970676707273492	 0.026796625822144638	 0.009656706376154846	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042274E-5	 1.1750558806016403E-6	 3.644047755116554E-4	 0.7428851018738984	 0.0	 0.0	 0.02320604709873201	 0.19706767072734918	 0.026796625822144628	 0.009656706376154844	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042273E-5	 1.1750558806016397E-6	 3.644047755116552E-4	 0.7428851018738986	 0.0	 0.0	 0.02320604709873201	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-120.8	 0.0012028030540738417	 0.0015679348574722403	 0.9989955447153107	 4.971894248601173E-4	 3.314457220465951E-4	 397.60824029229406	 397.608240292294	 397.5200184618047	 397.6081973655978	 1253.0184316423229	 1253.0184316423229	 2.131927707973116	 2.131927707973117	 NaN	 2.8899895558507254	 2.8899960189393945	 2.8902395990189182	 -13657.452498379032	 -1.7855679973824694	 -8.581024846661606	 0.0	 0.0	 2.000000002E-6	 -1156.9369458479428	 -0.15125731433008352	 0.0	 0.0	 -1.4149742145370703	 4.965595415808111E-4	 -0.002018115731298212	 4251.998393145476	 204.0222422608409	 -0.015412623852824972	 -1155.36735594102	 0.07496240529669795	 0.004022571175347748	 0.004018571175343748	 2.0000000020000056E-6	 2.000000002E-6	 0.1970676707273492	 0.026796625822144638	 0.009656706376154846	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042274E-5	 1.1750558806016403E-6	 3.644047755116554E-4	 0.7428851018738984	 0.0	 0.0	 0.02320604709873201	 0.19706767072734918	 0.026796625822144628	 0.009656706376154844	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042273E-5	 1.1750558806016397E-6	 3.644047755116552E-4	 0.7428851018738986	 0.0	 0.0	 0.02320604709873201	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-120.6	 0.0012289509465537077	 0.0015656817389817588	 0.9989952616533555	 4.971892839832022E-4	 3.314759081939171E-4	 397.71388637528366	 397.7138863752836	 397.6619672092336	 397.7138611094159	 1253.106852605235	 1253.106852605235	 2.131927707973116	 2.131927707973117	 NaN	 2.895167702880705	 2.8951960189393944	 2.8951687165207547	 -13657.452498379032	 -1.7855679973824694	 -8.9381384461381	 0.0	 0.0	 2.000000002E-6	 -1156.589594232111	 -0.15121190176656613	 0.0	 0.0	 -1.4452165948903835	 4.965595415808111E-4	 -0.002102102968935034	 4251.998393145476	 204.44505745269566	 -0.015422966477955335	 -1155.003327245429	 0.0748885325593051	 0.004022571175347748	 0.004018571175343748	 2.0000000020000056E-6	 2.000000002E-6	 0.1970676707273492	 0.026796625822144638	 0.009656706376154846	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042274E-5	 1.1750558806016403E-6	 3.644047755116554E-4	 0.7428851018738984	 0.0	 0.0	 0.02320604709873201	 0.19706767072734918	 0.026796625822144628	 0.009656706376154844	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042273E-5	 1.1750558806016397E-6	 3.644047755116552E-4	 0.7428851018738986	 0.0	 0.0	 0.02320604709873201	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-120.4	 0.0012550988390335738	 0.0015634217788167407	 0.9989949773227066	 4.971891424748715E-4	 3.315058627790082E-4	 397.8205333228704	 397.82053332287035	 397.80465873364574	 397.82052559669955	 1253.196112525276	 1253.196112525276	 2.131927707973116	 2.131927707973117	 NaN	 2.900489607001621	 2.9004960189393945	 2.9001320327384947	 -13657.452498379032	 -1.7855679973824694	 -9.295252045614593	 0.0	 0.0	 2.000000002E-6	 -1156.2261628752292	 -0.15116438694634834	 0.0	 0.0	 -1.4754494722796532	 4.965595415808111E-4	 -0.002186090206571856	 4251.998393145476	 204.8697970718423	 -0.015433159730072905	 -1154.6231332594941	 0.07481443550471435	 0.004022571175347748	 0.004018571175343748	 2.0000000020000056E-6	 2.000000002E-6	 0.1970676707273492	 0.026796625822144638	 0.009656706376154846	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042274E-5	 1.1750558806016403E-6	 3.644047755116554E-4	 0.7428851018738984	 0.0	 0.0	 0.02320604709873201	 0.19706767072734918	 0.026796625822144628	 0.009656706376154844	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042273E-5	 1.1750558806016397E-6	 3.644047755116552E-4	 0.7428851018738986	 0.0	 0.0	 0.02320604709873201	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-120.2	 0.0012812467315134399	 0.0015611549902210106	 0.9989947914812963	 4.971890499835842E-4	 3.3143576985522475E-4	 398.07832191069656	 398.0783219106965	 397.9783455598122	 398.07827324649844	 1253.411575677631	 1253.4115756776305	 2.131927707973116	 2.131927707973117	 NaN	 2.905946044130248	 2.9059960189393945	 2.90622557010343	 3986.5642284938585	 0.5212012640536893	 -9.191011792803854	 0.0	 0.0	 2.000000002E-6	 -1155.970960704232	 -0.15113102195170902	 0.0	 0.0	 -1.505675676669995	 4.965595415808111E-4	 -0.0021615746157431334	 4251.998393145476	 205.31856848082862	 -0.01541465014655348	 -1152.0927179659338	 0.07474011456714943	 0.004022571175347748	 0.004018571175343748	 2.0000000020000056E-6	 2.000000002E-6	 0.1970676707273492	 0.026796625822144638	 0.009656706376154846	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042274E-5	 1.1750558806016403E-6	 3.644047755116554E-4	 0.7428851018738984	 0.0	 0.0	 0.02320604709873201	 0.19706767072734918	 0.026796625822144628	 0.009656706376154844	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042273E-5	 1.1750558806016397E-6	 3.644047755116552E-4	 0.7428851018738986	 0.0	 0.0	 0.02320604709873201	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-120.0	 0.0013073946239933062	 0.001558881386568648	 0.9989944876084678	 4.971888987493193E-4	 3.314822494083854E-4	 398.16142022307866	 398.1614202230786	 398.1173670349422	 398.16139877708554	 1253.4811774137866	 1253.4811774137866	 2.131927707973116	 2.131927707973117	 NaN	 2.9115327848952046	 2.9114960189393946	 2.9110726947401186	 -16668.187894799365	 -2.1791899245370994	 -9.626849777711273	 0.0	 0.0	 2.000000002E-6	 -1153.2482612625558	 -0.15077505769042931	 0.0	 0.0	 -1.535830688208081	 4.965595415808111E-4	 -0.002264076532397199	 4251.998393145476	 205.7434495488896	 -0.015428746581017259	 -1151.996160713139	 0.07466557018510474	 0.004022571175347748	 0.004018571175343748	 2.0000000020000056E-6	 2.000000002E-6	 0.1970676707273492	 0.026796625822144638	 0.009656706376154846	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042274E-5	 1.1750558806016403E-6	 3.644047755116554E-4	 0.7428851018738984	 0.0	 0.0	 0.02320604709873201	 0.19706767072734918	 0.026796625822144628	 0.009656706376154844	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042273E-5	 1.1750558806016397E-6	 3.644047755116552E-4	 0.7428851018738986	 0.0	 0.0	 0.02320604709873201	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-119.8	 0.0013335425164731722	 0.001556600981364612	 0.9989943239317305	 4.971888172891533E-4	 3.313869369148607E-4	 398.4586418349814	 398.45864183498134	 398.3000631971334	 398.45856462684776	 1253.7295783798822	 1253.7295783798818	 2.131927707973116	 2.131927707973117	 NaN	 2.9172221516625045	 2.9171960189393946	 2.9175141220044445	 8380.245931108508	 1.0956288478073042	 -9.407724008149811	 0.0	 0.0	 2.000000002E-6	 -1153.381176038127	 -0.15079243489673244	 0.0	 0.0	 -1.5659891751874275	 4.965595415808111E-4	 -0.0022125417599676736	 4251.998393145476	 206.20173963074265	 -0.01540269732174794	 -1148.8995585356267	 0.07459080280136586	 0.004022571175347748	 0.004018571175343748	 2.0000000020000056E-6	 2.000000002E-6	 0.1970676707273492	 0.026796625822144638	 0.009656706376154846	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042274E-5	 1.1750558806016403E-6	 3.644047755116554E-4	 0.7428851018738984	 0.0	 0.0	 0.02320604709873201	 0.19706767072734918	 0.026796625822144628	 0.009656706376154844	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042273E-5	 1.1750558806016397E-6	 3.644047755116552E-4	 0.7428851018738986	 0.0	 0.0	 0.02320604709873201	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-119.6	 0.0013596904089530383	 0.0015543137882453614	 0.9989940440133285	 4.97188677976751E-4	 3.3140638919542086E-4	 398.58375545537683	 398.5837554553768	 398.44862606565806	 398.5836896557038	 1253.8342692046838	 1253.8342692046838	 2.131927707973116	 2.131927707973117	 NaN	 2.9229765354480555	 2.9229960189393944	 2.9227255311753715	 -11975.534673161084	 -1.5656749651136235	 -9.720859001172537	 0.0	 0.0	 2.000000002E-6	 -1150.0751440651945	 -0.15036020605391623	 0.0	 0.0	 -1.5960612163982109	 4.965595415808111E-4	 -0.002286185953607897	 4251.998393145476	 206.63646726379844	 -0.015408622505531318	 -1148.1860310992408	 0.07451581286302979	 0.004022571175347748	 0.004018571175343748	 2.0000000020000056E-6	 2.000000002E-6	 0.1970676707273492	 0.026796625822144638	 0.009656706376154846	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042274E-5	 1.1750558806016403E-6	 3.644047755116554E-4	 0.7428851018738984	 0.0	 0.0	 0.02320604709873201	 0.19706767072734918	 0.026796625822144628	 0.009656706376154844	 6.246398457721317E-10	 7.250795144888894E-7	 8.760223926968796E-14	 2.4788696052826212E-8	 2.151777739042273E-5	 1.1750558806016397E-6	 3.644047755116552E-4	 0.7428851018738986	 0.0	 0.0	 0.02320604709873201	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
