Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	Brennraumvolumen [m3]	V0 [m3]	V1 [m3]	V2 [m3]	T_Zone_0 [K]	T_Zone_1 [K]	T_Zone_2 [K]	T_mittel [K]	T_BurnAdiabat_0 [K]	T_BurnAdiabat_1 [K]	Lambda z1 [-]	Lambda z0 [-]	Lambda z2 [-]	p_soll [bar]	p_soll_roh [bar]	p [bar]	dQb [J/s]	dQb [J/KW]	Qb [J]	dmb [kg/s]	dmb [kg/KW]	mb [kg]	dQw [J/s]	dQw [J/KW]	dQKrst [J/s]	dQKrst [J/KW]	Qw [J]	Xb[-]	Qb/Qmax [-]	Qmax [J]	Alpha [W/(m^2K)]	Wandwärmestromdichte [MW/m^2]	PQw [W]	Brennraumfläche [m^2]	Gesamtmasse [kg]	m_0[kg]	m_1[kg]	m_2[kg]	Z0_O2 [kg]	Z0_CO2 [kg]	Z0_H2O [kg]	Z0_H [kg]	Z0_O [kg]	Z0_N [kg]	Z0_H2 [kg]	Z0_OH [kg]	Z0_CO [kg]	Z0_NO [kg]	Z0_N2 [kg]	Z0_Ar [kg]	Z0_Diesel [kg]	Z0_RON_95 [kg]	Z1_O2 [kg]	Z1_CO2 [kg]	Z1_H2O [kg]	Z1_H [kg]	Z1_O [kg]	Z1_N [kg]	Z1_H2 [kg]	Z1_OH [kg]	Z1_CO [kg]	Z1_NO [kg]	Z1_N2 [kg]	Z1_Ar [kg]	Z1_Diesel [kg]	Z1_RON_95 [kg]	Z2_O2 [kg]	Z2_CO2 [kg]	Z2_H2O [kg]	Z2_H [kg]	Z2_O [kg]	Z2_N [kg]	Z2_H2 [kg]	Z2_OH [kg]	Z2_CO [kg]	Z2_NO [kg]	Z2_N2 [kg]	Z2_Ar [kg]	Z2_Diesel [kg]	Z2_RON_95 [kg]	 mDieseldampf [kg]	m_Diesel_Z0 [kg]	TKrstVap [K]	mkrstFl [kg]	m_a [kg]	sumdma [kg]	s00 [kg]	dm_a [kg]
-23.80000000000001	 0.01388453090680891	 2.466352648793959E-4	 0.8621560228950511	 0.13643524983315067	 2.909855614556388E-4	 710.7419697457273	 699.7656413749334	 623.2037359483523	 709.143810824668	 1521.1420035498195	 1819.1670284157694	 1.6452489308169538	 2.131927707973117	 NaN	 32.81120020331335	 32.811596018939376	 32.810942850724444	 -41431.8511557671	 -5.416777946314076	 -129.98553358926335	 0.0	 0.0	 2.000000002E-6	 8267.722530635296	 1.0809175989220918	 0.0	 0.0	 14.945271303458973	 4.965595415808111E-4	 -0.030570456893588973	 4251.998393145476	 1112.3727992703484	 0.2624894088802689	 8305.455519706633	 0.031641107178899765	 0.00402770904564181	 0.0034645705968520124	 5.611384487877969E-4	 2.000000002E-6	 0.19706767072734924	 0.026796625822144725	 0.009656706376154846	 6.246398457721328E-10	 7.250795144888933E-7	 8.760223926968809E-14	 2.4788696052826246E-8	 2.1517777390422784E-5	 1.175055880601643E-6	 3.644047755116555E-4	 0.7428851018738983	 0.0	 0.0	 0.023206047098732006	 0.19526328870086354	 0.026551271777894434	 0.009568288081282485	 6.189205468806504E-10	 7.184405744796663E-7	 8.68001396384563E-14	 2.456172692362993E-8	 2.132075729762981E-5	 1.164296887494107E-6	 3.610682291117729E-4	 0.7360831311568465	 0.0	 0.009156154430738372	 0.02299356894776903	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.091774037262464E-6	 5.137870294126044E-6	 -5.55	 0.0	 5.573234775889403E-4	 5.471551461629086E-4	 0.03075984239517387	 0.09393051343103569	 
-23.60000000000001	 0.013910678799288777	 2.450949475148676E-4	 0.8615436448465933	 0.1370406723319526	 2.909165804845272E-4	 711.8401123700759	 700.8736799731944	 624.0204020656469	 710.2365335070946	 1522.1090765498002	 1818.8048361870854	 1.6468990937046757	 2.1319277079731167	 NaN	 33.068550586945065	 33.06859601893938	 33.068251529455445	 -41431.8511557671	 -5.416777946314076	 -131.06888917852618	 0.0	 0.0	 2.000000002E-6	 8332.132073040722	 1.0893384678695641	 0.0	 0.0	 15.163138997032886	 4.965595415808111E-4	 -0.030825244287443418	 4251.998393145476	 1117.6288015180196	 0.2649509530986846	 8369.960895825609	 0.031590604970226706	 0.004027709045641809	 0.003462119414871992	 5.635896307678171E-4	 2.000000002E-6	 0.1970676707273492	 0.026796625822144725	 0.009656706376154848	 6.246398457721328E-10	 7.250795144888933E-7	 8.760223926968809E-14	 2.478869605282625E-8	 2.1517777390422784E-5	 1.1750558806016435E-6	 3.644047755116555E-4	 0.7428851018738984	 0.0	 0.0	 0.023206047098732013	 0.19527113637666693	 0.026552338879521513	 0.009568672632947856	 6.189454214376257E-10	 7.184694487690939E-7	 8.68036281557301E-14	 2.456271406499864E-8	 2.132161418369512E-5	 1.1643436808497486E-6	 3.610827405256891E-4	 0.7361127145046232	 0.0	 0.009116332192141946	 0.02299449306451348	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.091774037262464E-6	 5.137870294126043E-6	 -5.55	 0.0	 5.59774170346125E-4	 5.496014447164702E-4	 0.030876137110136464	 0.09355624188241024	 
-23.39999999999999	 0.013936826691768643	 2.4356644829847128E-4	 0.8609337140030295	 0.13764361944623238	 2.908418485947944E-4	 712.9550236732383	 701.9976082266514	 624.8389408545353	 711.3459302706068	 1523.0911088375617	 1818.472159992117	 1.648531621195528	 2.131927707973117	 NaN	 33.32771158534903	 33.327596018939424	 33.32798092759151	 -39129.85024645007	 -5.115815584987197	 -132.09205229552362	 0.0	 0.0	 2.000000002E-6	 8396.915432728012	 1.0978082094875028	 0.0	 0.0	 15.382700638930388	 4.965595415808111E-4	 -0.031065875403072915	 4251.998393145476	 1122.9087062596363	 0.267448021671551	 8435.441717725691	 0.03154049024182027	 0.004027709045641809	 0.0034596779610142786	 5.660310846255304E-4	 2.000000002E-6	 0.1970676707273492	 0.026796625822144725	 0.009656706376154846	 6.246398457721329E-10	 7.250795144888933E-7	 8.760223926968807E-14	 2.478869605282625E-8	 2.1517777390422788E-5	 1.1750558806016435E-6	 3.644047755116555E-4	 0.7428851018738984	 0.0	 0.0	 0.02320604709873201	 0.19527888534282822	 0.02655339255893004	 0.009569052347645155	 6.189699831174283E-10	 7.184979598719107E-7	 8.680707279373308E-14	 2.4563688789904996E-8	 2.132246029167543E-5	 1.1643898856291666E-6	 3.61097069412127E-4	 0.7361419257471109	 0.0	 0.009077010845658961	 0.022995405557531948	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.091774037262464E-6	 5.137870294126045E-6	 -5.55	 0.0	 5.622151407887659E-4	 5.520380730516718E-4	 0.03099199544256479	 0.09318641405145235	 
-23.200000000000003	 0.013962974584248508	 2.4204979652804354E-4	 0.8603260706547066	 0.13824423846180822	 2.907743185797511E-4	 714.0481111410031	 703.1001466838585	 625.6534350263914	 712.4336116627286	 1524.054122454926	 1818.1376322472604	 1.650146832389908	 2.131927707973117	 NaN	 33.588607033688525	 33.5885960189394	 33.58832454703177	 -41880.02065900654	 -5.475371386231375	 -133.1871265727699	 0.0	 0.0	 2.000000002E-6	 8462.557721116	 1.1063902469820102	 0.0	 0.0	 15.603978688326789	 4.965595415808111E-4	 -0.031323418839357284	 4251.998393145476	 1128.1948327452653	 0.2699346349437336	 8500.447872093879	 0.03149076395426526	 0.00402770904564181	 0.0034572461202322323	 5.684629254075768E-4	 2.000000002E-6	 0.1970676707273492	 0.02679662582214472	 0.009656706376154846	 6.246398457721329E-10	 7.250795144888933E-7	 8.760223926968805E-14	 2.4788696052826246E-8	 2.1517777390422784E-5	 1.1750558806016435E-6	 3.644047755116555E-4	 0.7428851018738984	 0.0	 0.0	 0.02320604709873201	 0.1952865376294664	 0.026554433092169056	 0.009569427324854244	 6.189942383548695E-10	 7.185261152576209E-7	 8.681047445491151E-14	 2.456465135371307E-8	 2.1323295843239015E-5	 1.1644355139373565E-6	 3.6111121952505135E-4	 0.7361707725372403	 0.0	 0.009038180089655437	 0.022996306665884644	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.091774037262464E-6	 5.137870294126045E-6	 -5.55	 0.0	 5.646465038493654E-4	 5.544651450785331E-4	 0.031107422268326357	 0.09282094259528338	 
-23.0	 0.013989122476728375	 2.405450212822049E-4	 0.8597208426097326	 0.13884241746671436	 2.9069864891544903E-4	 715.1649691896392	 704.2253570788171	 626.4707360630625	 713.5449319518572	 1525.0382685251889	 1817.8376408527922	 1.651745038256588	 2.131927707973117	 NaN	 33.85104102403524	 33.8515960189394	 33.85140348016774	 -38619.457353002246	 -5.049087092485389	 -134.19694399126698	 0.0	 0.0	 2.000000002E-6	 8527.84919730358	 1.114926419478033	 0.0	 0.0	 15.826963972222396	 4.965595415808111E-4	 -0.031560911266476956	 4251.998393145476	 1133.5072522893622	 0.27246486509363765	 8566.684182515663	 0.03144142706095907	 0.00402770904564181	 0.003454823779731646	 5.708852659081629E-4	 2.000000002E-6	 0.1970676707273492	 0.02679662582214472	 0.009656706376154846	 6.246398457721329E-10	 7.250795144888933E-7	 8.760223926968805E-14	 2.4788696052826246E-8	 2.1517777390422784E-5	 1.1750558806016435E-6	 3.644047755116555E-4	 0.7428851018738984	 0.0	 0.0	 0.02320604709873201	 0.19529409520906707	 0.026555460747450785	 0.009569797661230825	 6.190181934020813E-10	 7.18553922183675E-7	 8.681383401609186E-14	 2.456560200453735E-8	 2.132412105376115E-5	 1.1644805775356632E-6	 3.611251945118548E-4	 0.7361992623106812	 0.0	 0.00899982991495276	 0.022997196621845045	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.091774037262464E-6	 5.137870294126045E-6	 -5.55	 0.0	 5.67068372211109E-4	 5.568827724856667E-4	 0.0312224223731596	 0.09245974255841233	 
-22.799999999999997	 0.014015270369208242	 2.3905215141959232E-4	 0.8591177775406432	 0.13943838716914173	 2.906370397037873E-4	 716.2392594826619	 705.3091373977377	 627.280729325366	 714.613902639364	 1525.9851128975724	 1817.518454986879	 1.6533265418995537	 2.131927707973117	 NaN	 34.114496463144526	 34.1145960189394	 34.1140753176081	 -44061.880745121794	 -5.760626600920641	 -135.3490693114511	 0.0	 0.0	 2.000000002E-6	 8594.178287547262	 1.1235982490779288	 0.0	 0.0	 16.05168362203798	 4.965595415808111E-4	 -0.0318318721685416	 4251.998393145476	 1138.8156168948497	 0.27495915395520726	 8631.649881058807	 0.03139248050808653	 0.004027709045641809	 0.0034524108289094198	 5.732982167303886E-4	 2.000000002E-6	 0.1970676707273492	 0.026796625822144718	 0.009656706376154846	 6.24639845772133E-10	 7.250795144888932E-7	 8.760223926968805E-14	 2.4788696052826246E-8	 2.1517777390422784E-5	 1.1750558806016435E-6	 3.644047755116554E-4	 0.7428851018738984	 0.0	 0.0	 0.023206047098732006	 0.19530155999856091	 0.02655647578543327	 0.009570163450708297	 6.190418543351048E-10	 7.185813877031179E-7	 8.681715232940487E-14	 2.4566540983504212E-8	 2.13249361325511E-5	 1.1645250878541735E-6	 3.611389979172014E-4	 0.7362274022936788	 0.0	 0.008961950594279084	 0.022998075651144662	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.091774037262464E-6	 5.137870294126045E-6	 -5.55	 0.0	 5.694808563690898E-4	 5.592910648005237E-4	 0.031337000454989106	 0.0921027312893936	 
-22.60000000000001	 0.014041418261688107	 2.3757121557810003E-4	 0.8585169893874006	 0.1400320480997553	 2.905756278932957E-4	 717.3122012942542	 706.3913231287398	 628.0896011297488	 715.6815258119351	 1526.9309553114263	 1817.2129636086174	 1.654891638814167	 2.131927707973117	 NaN	 34.37874599490229	 34.378596018939376	 34.37825863080352	 -44061.880745121794	 -5.760626600920641	 -136.50119463163523	 0.0	 0.0	 2.000000002E-6	 8659.324618124983	 1.1321154453149491	 0.0	 0.0	 16.27810671110097	 4.965595415808111E-4	 -0.03210283307060625	 4251.998393145476	 1144.1380220253757	 0.27746575015285796	 8696.865727951992	 0.031343925234594984	 0.004027709045641809	 0.0034500071592943665	 5.757018863454419E-4	 2.000000002E-6	 0.19706767072734918	 0.026796625822144714	 0.009656706376154846	 6.24639845772133E-10	 7.250795144888932E-7	 8.760223926968805E-14	 2.4788696052826246E-8	 2.1517777390422784E-5	 1.1750558806016433E-6	 3.6440477551165536E-4	 0.7428851018738984	 0.0	 0.0	 0.023206047098732006	 0.1953089338613123	 0.02655747845949078	 0.009570524784595205	 6.190652270601934E-10	 7.186085186719062E-7	 8.68204302231695E-14	 2.4567468525002037E-8	 2.1325741283069223E-5	 1.164569056003575E-6	 3.611526331867038E-4	 0.7362551995105486	 0.0	 0.008924532672180853	 0.02299894397320721	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.091774037262464E-6	 5.137870294126044E-6	 -5.55	 0.0	 5.718840646893923E-4	 5.616901294475538E-4	 0.03145116112616508	 0.09174982836101807	 
-22.400000000000006	 0.014067566154167974	 2.3610224217412252E-4	 0.857918451843721	 0.14062342718204124	 2.9051443115519734E-4	 718.3836472286945	 707.4717774550038	 628.8972633663024	 716.7476548542596	 1527.8756647473238	 1816.9207590746405	 1.6564406171331159	 2.131927707973117	 NaN	 34.6439515638118	 34.6435960189394	 34.643930525019044	 -44061.880745121794	 -5.760626600920641	 -137.65331995181936	 0.0	 0.0	 2.000000002E-6	 8724.747477806646	 1.1406687948183567	 0.0	 0.0	 16.506240470064643	 4.965595415808111E-4	 -0.03237379397267089	 4251.998393145476	 1149.4739412286467	 0.2799852888304646	 8762.353010944404	 0.03129576217216949	 0.004027709045641807	 0.003447612664490054	 5.780963811497529E-4	 2.000000002E-6	 0.1970676707273492	 0.026796625822144718	 0.009656706376154846	 6.246398457721331E-10	 7.250795144888934E-7	 8.760223926968805E-14	 2.478869605282625E-8	 2.1517777390422784E-5	 1.1750558806016435E-6	 3.644047755116554E-4	 0.7428851018738984	 0.0	 0.0	 0.023206047098732006	 0.1953162186090208	 0.026558469015972388	 0.009570881751668424	 6.190883173198405E-10	 7.186353217559035E-7	 8.682366850273826E-14	 2.4568384856920414E-8	 2.1326536703134614E-5	 1.164612492786493E-6	 3.6116610367043953E-4	 0.7362826607908468	 0.0	 0.0088875669553709	 0.02299980180137254	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.091774037262464E-6	 5.137870294126045E-6	 -5.55	 0.0	 5.74278103466151E-4	 5.640800718043643E-4	 0.03156490891562983	 0.09140095549386017	 
-22.200000000000003	 0.01409371404664784	 2.3464525940181027E-4	 0.857322046590986	 0.14121263425074154	 2.904625960647787E-4	 719.4260244633435	 708.5238483995555	 629.6994827508385	 717.7848629304931	 1528.794934272088	 1816.619315676775	 1.657973757862676	 2.1319277079731167	 NaN	 34.91000437230363	 34.90959601893941	 34.90973994312537	 -47670.48019330219	 -6.232412952790266	 -138.89980254237742	 0.0	 0.0	 2.000000002E-6	 8790.34405590354	 1.1492448561739803	 0.0	 0.0	 16.736089441299438	 4.965595415808111E-4	 -0.032666946150848454	 4251.998393145476	 1154.810299734749	 0.2824835314769603	 8827.04320099115	 0.031247992245208436	 0.004027709045641807	 0.00344522724011962	 5.804818055201872E-4	 2.000000002E-6	 0.1970676707273492	 0.026796625822144714	 0.009656706376154844	 6.24639845772133E-10	 7.250795144888934E-7	 8.760223926968805E-14	 2.4788696052826242E-8	 2.1517777390422774E-5	 1.1750558806016437E-6	 3.644047755116554E-4	 0.7428851018738986	 0.0	 0.0	 0.023206047098732002	 0.19532341600354208	 0.026559447694449526	 0.009571234438262367	 6.1911113069855E-10	 7.186618034375806E-7	 8.682686795130659E-14	 2.456929020087917E-8	 2.1327322585123924E-5	 1.1646554087083485E-6	 3.61179412626318E-4	 0.7363097927762323	 0.0	 0.008851044503491109	 0.023000649343111027	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.091774037262464E-6	 5.1378702941260465E-6	 -5.55	 0.0	 5.766630769766458E-4	 5.66460995255965E-4	 0.031678248271014266	 0.09105603648301626	 
-22.0	 0.014119861939127705	 2.33200295232327E-4	 0.8567278411012101	 0.1417996116539166	 2.904109936102714E-4	 720.4665755242986	 709.5738738408526	 630.5003149896887	 718.8202486056515	 1529.7127684503832	 1816.3303224674246	 1.6594913351096918	 2.131927707973117	 NaN	 35.1770993475935	 35.1775960189394	 35.176970567707755	 -47670.48019330219	 -6.232412952790266	 -140.14628513293547	 0.0	 0.0	 2.000000002E-6	 8855.213363859368	 1.1577258346223418	 0.0	 0.0	 16.967634608223907	 4.965595415808111E-4	 -0.03296009832902601	 4251.998393145476	 1160.1589743465568	 0.2849931488713372	 8891.961906240642	 0.031200616370799145	 0.004027709045641807	 0.0034428507837724396	 5.828582618673668E-4	 2.000000002E-6	 0.19706767072734924	 0.026796625822144718	 0.009656706376154846	 6.246398457721333E-10	 7.250795144888935E-7	 8.760223926968805E-14	 2.4788696052826242E-8	 2.1517777390422777E-5	 1.1750558806016437E-6	 3.6440477551165547E-4	 0.7428851018738986	 0.0	 0.0	 0.023206047098732002	 0.19533052775863016	 0.02656041472795295	 0.009571582928354385	 6.191336726283602E-10	 7.186879700224264E-7	 8.683002933068737E-14	 2.4570184772447554E-8	 2.1328099116161594E-5	 1.1646978139877474E-6	 3.611925632233023E-4	 0.7363366019270362	 0.0	 0.008814956620268693	 0.02300148680022878	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.091774037262464E-6	 5.137870294126048E-6	 -5.55	 0.0	 5.790390875345315E-4	 5.68833001247176E-4	 0.03179118356066707	 0.0907149971278769	 
-21.799999999999997	 0.014146009831607572	 2.3176737741311418E-4	 0.8561358105844289	 0.14238438488297497	 2.903596423074207E-4	 721.5051450411632	 710.6217087004521	 631.2996673989128	 719.8536573376331	 1530.6290283181029	 1816.0533892716549	 1.6609936162997523	 2.1319277079731176	 NaN	 35.445490628865734	 35.4455960189394	 35.44559552986601	 -47670.48019330219	 -6.232412952790266	 -141.39276772349353	 0.0	 0.0	 2.000000002E-6	 8920.327596496847	 1.1662388343919108	 0.0	 0.0	 17.20088237510229	 4.965595415808111E-4	 -0.03325325050720356	 4251.998393145476	 1165.5193847185262	 0.2875144369119149	 8957.119956665416	 0.031153635458693808	 0.004027709045641807	 0.0034404831949526146	 5.852258506871919E-4	 2.000000002E-6	 0.19706767072734924	 0.026796625822144718	 0.009656706376154846	 6.246398457721334E-10	 7.250795144888937E-7	 8.760223926968805E-14	 2.4788696052826246E-8	 2.1517777390422774E-5	 1.1750558806016435E-6	 3.644047755116554E-4	 0.7428851018738986	 0.0	 0.0	 0.023206047098732	 0.19533755554160717	 0.026561370343199726	 0.009571927303646558	 6.191559483941349E-10	 7.187138276450903E-7	 8.683315338205315E-14	 2.4571068781354245E-8	 2.1328866478302174E-5	 1.1647397185664346E-6	 3.6120555854449643E-4	 0.7363630945285551	 0.0	 0.008779294845046554	 0.02300231436906421	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.091774037262464E-6	 5.137870294126048E-6	 -5.55	 0.0	 5.814062355412735E-4	 5.711961893332755E-4	 0.03190371907561936	 0.09037776516478659	 
-21.599999999999994	 0.014172157724087439	 2.3034653346716262E-4	 0.8555459307317594	 0.14296697897741156	 2.903085609280344E-4	 722.5415748806415	 711.6672050236805	 632.0974457391611	 720.8849318382503	 1531.5435762684483	 1815.7881299173773	 1.6624808623869116	 2.131927707973118	 NaN	 35.71526076520403	 35.714596018939396	 35.71558662003454	 -47670.48019330219	 -6.232412952790266	 -142.6392503140516	 0.0	 0.0	 2.000000002E-6	 8985.67832573938	 1.1747827536004838	 0.0	 0.0	 17.435838925822384	 4.965595415808111E-4	 -0.033546402685381116	 4251.998393145476	 1170.8909320769626	 0.290047067810364	 9022.508760022554	 0.031107050411285562	 0.004027709045641807	 0.0034381243750291695	 5.875846706106373E-4	 2.000000002E-6	 0.1970676707273492	 0.02679662582214472	 0.009656706376154844	 6.246398457721331E-10	 7.250795144888938E-7	 8.760223926968805E-14	 2.4788696052826236E-8	 2.1517777390422767E-5	 1.1750558806016433E-6	 3.644047755116554E-4	 0.7428851018738984	 0.0	 0.0	 0.023206047098731992	 0.1953445009749619	 0.02656231476081066	 0.009572267643644054	 6.191779631386313E-10	 7.187393822752648E-7	 8.683624082664683E-14	 2.457194243168842E-8	 2.1329624848704864E-5	 1.1647811321188284E-6	 3.612184015901016E-4	 0.7363892766970774	 0.0	 0.008744050944669141	 0.023003132240676315	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.091774037262464E-6	 5.137870294126049E-6	 -5.55	 0.0	 5.837646195358577E-4	 5.735506572289572E-4	 0.032015859031487015	 0.09004427020245072	 
-21.400000000000006	 0.014198305616567304	 2.289377906922916E-4	 0.8549581577107052	 0.14354743655655036	 2.9025974196528583E-4	 723.5697395504776	 712.7044430631788	 632.8926549499954	 721.9079791735248	 1532.451004697641	 1815.5293417679175	 1.6639533280553955	 2.1319277079731185	 NaN	 35.986337491546735	 35.9865960189394	 35.98661845400504	 -48456.521699115154	 -6.335179596683814	 -143.90628623338836	 0.0	 0.0	 2.000000002E-6	 9051.235549962985	 1.18335366985187	 0.0	 0.0	 17.67250965979276	 4.965595415808111E-4	 -0.03384438866801444	 4251.998393145476	 1176.2702387161012	 0.29258317053966915	 9087.885519813983	 0.031060862123584873	 0.004027709045641807	 0.003435774227187912	 5.899348184518942E-4	 2.000000002E-6	 0.19706767072734924	 0.026796625822144725	 0.009656706376154846	 6.246398457721334E-10	 7.250795144888943E-7	 8.760223926968806E-14	 2.4788696052826242E-8	 2.151777739042277E-5	 1.1750558806016433E-6	 3.6440477551165547E-4	 0.7428851018738986	 0.0	 0.0	 0.023206047098731992	 0.19535136563788233	 0.02656324819551862	 0.009572604025730215	 6.191997218673567E-10	 7.187646397233236E-7	 8.683929236646276E-14	 2.457280592209256E-8	 2.1330374399800873E-5	 1.1648220640611562E-6	 3.6123109528025005E-4	 0.7364151543856609	 0.0	 0.008709216905706358	 0.023003940601025126	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.091774037262464E-6	 5.137870294126048E-6	 -5.55	 0.0	 5.861143362428501E-4	 5.758965008556688E-4	 0.032127607570313396	 0.08971444365995858	 
-21.200000000000003	 0.01422445350904717	 2.2754117616042972E-4	 0.8543724881805537	 0.1441257637288352	 2.9021122747175076E-4	 724.59543412113	 713.7390312310656	 633.6860976363191	 722.9285636848376	 1533.3564219195116	 1815.281460720381	 1.6654112619136086	 2.1319277079731176	 NaN	 36.25891812343335	 36.2595960189394	 36.258951940286266	 -48456.521699115154	 -6.335179596683814	 -145.17332215272512	 0.0	 0.0	 2.000000002E-6	 9116.793703001973	 1.1919247075360806	 0.0	 0.0	 17.910894601299976	 4.965595415808111E-4	 -0.03414237465064776	 4251.998393145476	 1181.6594083745133	 0.29512970208413253	 9153.468806953697	 0.031015071483195957	 0.004027709045641807	 0.0034334326563848798	 5.922763892549269E-4	 2.000000002E-6	 0.1970676707273492	 0.026796625822144732	 0.009656706376154844	 6.246398457721334E-10	 7.250795144888943E-7	 8.760223926968806E-14	 2.4788696052826246E-8	 2.151777739042277E-5	 1.1750558806016433E-6	 3.644047755116555E-4	 0.7428851018738987	 0.0	 0.0	 0.023206047098731992	 0.19535815106772472	 0.02656417085636836	 0.009572936525238543	 6.192212294532261E-10	 7.187896056457276E-7	 8.684230868490002E-14	 2.4573659445947232E-8	 2.1331115299453815E-5	 1.1648625235602172E-6	 3.6124364245772127E-4	 0.7364407333896706	 0.0	 0.008674784926999028	 0.023004739631144716	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.091774037262464E-6	 5.137870294126048E-6	 -5.55	 0.0	 5.884554806188812E-4	 5.782338143873939E-4	 0.032238968762354506	 0.08938821870729773	 
-21.0	 0.014250601401527037	 2.261567167169077E-4	 0.8537888992078364	 0.14470198424892283	 2.901630370046531E-4	 725.6184922488289	 714.7708130688543	 634.4776749197999	 723.9465199236037	 1534.2596821778704	 1815.044111475639	 1.666854906680816	 2.131927707973117	 NaN	 36.53281744078043	 36.5325960189394	 36.53255466333108	 -48456.521699115154	 -6.335179596683814	 -146.44035807206188	 0.0	 0.0	 2.000000002E-6	 9182.559215359983	 1.2005228552661833	 0.0	 0.0	 18.150999172353213	 4.965595415808111E-4	 -0.034440360633281084	 4251.998393145476	 1187.057785506229	 0.297686427309276	 9219.25320665649	 0.030969679370293598	 0.004027709045641808	 0.0034310995693013066	 5.94609476338501E-4	 2.000000002E-6	 0.19706767072734918	 0.026796625822144735	 0.009656706376154846	 6.246398457721334E-10	 7.250795144888943E-7	 8.760223926968807E-14	 2.4788696052826242E-8	 2.1517777390422767E-5	 1.175055880601643E-6	 3.644047755116554E-4	 0.7428851018738986	 0.0	 0.0	 0.023206047098731992	 0.19536485876142234	 0.026565082946908035	 0.009573265215521735	 6.19242490641027E-10	 7.188142855502075E-7	 8.68452904473884E-14	 2.4574503191548283E-8	 2.133184771111351E-5	 1.1649025195417781E-6	 3.6125604589054745E-4	 0.7364660193520892	 0.0	 0.008640747412510369	 0.023005529507309063	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 5.091774037262464E-6	 5.137870294126047E-6	 -5.55	 0.0	 5.90788145897593E-4	 5.805626902949413E-4	 0.032349946607808794	 0.08906553020824233	 
