Kurbelwinkel [°KW]	pZyl_mess [bar]	pZyl_berech [bar]	pSaug [bar]	pAbg [bar]	T [K]	dQw [J/s]	V [m3]	m [kg]	R [J/kg/K]	mK [kg]	V_motor [m^3]	dm [kg/s]	Hub_E [m]	Hub_A [m]	alpha_E_vor	alpha_E_rück	alpha_A_vor	alpha_A_rück	T_Saug [K]	O2_Massenbruch	CO2_Massenbruch	H2O_Massenbruch	H_Massenbruch	O_Massenbruch	N_Massenbruch	H2_Massenbruch	OH_Massenbruch	CO_Massenbruch	NO_Massenbruch	N2_Massenbruch	Diesel_Massenbruch	RON_95_Massenbruch	AGR_intern_LWA_Massenbruch	AGR_extern_LWA_Massenbruch	feuchteLuft_LWA_Massenbruch
100.19999999999999	 8.977811624577527	 9.002476667748113	 2.2593501774232574	 2.7515976893638063	 1019.3411334369301	 -0.0	 0.0013000289257426947	 0.004109842155248764	 279.36392761135596	 0.004109842155248764	 0.0013028917136820044	 -1.8575529136897375E-4	 6.110000000000001E-6	 0.0	 4.231582814701371E-5	 4.231582814701371E-5	 0.0	 0.0	 321.75951155153496	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
100.4	 8.953479339132457	 8.976592785110215	 2.2338353036659737	 2.685961724131032	 1018.6570722317238	 0.0	 0.0013028869834361835	 0.004109792894430765	 279.36392761135596	 0.004109792894430746	 0.001305749771375493	 -0.0019536543837331615	 0.0	 2.1468000000000042E-5	 0.0	 0.0	 1.48680228913272E-4	 1.48680228913272E-4	 321.75951155153496	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
100.6	 8.929481596694522	 8.950870723066387	 2.2338462430348565	 2.685835845624022	 1017.9757030337521	 0.0	 0.0013057402820747198	 0.004109739993450956	 279.36392761135596	 0.00410973999345092	 0.0013086030700140295	 -0.002092519787130323	 0.0	 2.3051999999999958E-5	 0.0	 0.0	 1.596504861612043E-4	 1.596504861612043E-4	 321.75951155153496	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
100.79999999999998	 8.905738714168518	 8.925309309041882	 2.233841763293303	 2.6857476268674114	 1017.2970163540268	 0.0	 0.0013085887930172062	 0.004109683470503082	 279.36392761135596	 0.004109683470503026	 0.001311451580956516	 -0.002230692515836847	 0.0	 2.463599999999987E-5	 0.0	 0.0	 1.7062074340913654E-4	 1.7062074340913654E-4	 321.75951155153496	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
101.0	 8.8821614451648	 8.899907380525994	 2.2338296832209994	 2.6856771486257722	 1016.6210027386709	 0.0	 0.0013114324877905455	 0.0041096233436178605	 279.36392761135596	 0.004109623343617787	 0.0013142952757298552	 -0.0023681787762010126	 0.0	 2.6219999999999996E-5	 0.0	 0.0	 1.8159100065707025E-4	 1.8159100065707025E-4	 321.75951155153496	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
101.19999999999999	 8.858629138567107	 8.874663784977434	 2.2337964370621237	 2.6856299698091655	 1015.9476527688619	 0.0	 0.0013142713380895974	 0.004109559630664465	 279.36392761135596	 0.004109559630664372	 0.0013171341260289071	 -0.002504984718290666	 0.0	 2.7803999999999912E-5	 0.0	 0.0	 1.925612579050025E-4	 1.925612579050025E-4	 321.75951155153496	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
101.39999999999998	 8.835025165334795	 8.849577379730615	 2.2337643004546206	 2.6856181789509463	 1015.2769570607732	 0.0	 0.00131710531577713	 0.004109492349351987	 279.36392761135596	 0.004109492349351875	 0.00131996810371644	 -0.0026411164364630764	 0.0	 2.9387999999999828E-5	 0.0	 0.0	 2.0353151515293478E-4	 2.0353151515293478E-4	 321.75951155153496	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
101.6	 8.811205273405479	 8.824647031902916	 2.2337359897802362	 2.6856338768914494	 1014.608906265515	 0.0	 0.0013199343928837594	 0.004109421517230884	 279.36392761135596	 0.004109421517230753	 0.0013227971808230693	 -0.0027765799699286014	 0.0	 3.0971999999999954E-5	 0.0	 0.0	 2.145017724008685E-4	 2.145017724008685E-4	 321.75951155153496	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
101.79999999999998	 8.787149294711945	 8.799871618302856	 2.2337080556225914	 2.6856649474066114	 1013.9434910690746	 0.0	 0.0013227585416078814	 0.0041093471516944185	 279.36392761135596	 0.004109347151694269	 0.0013256213295471913	 -0.0029113813033083825	 0.0	 3.255599999999987E-5	 0.0	 0.0	 2.2547202964880077E-4	 2.2547202964880077E-4	 321.75951155153496	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
101.99999999999997	 8.762878084589456	 8.775250025339155	 2.233716360912671	 2.6857186596924416	 1013.2807021922548	 0.0	 0.0013255777343155971	 0.004109269269980073	 279.36392761135596	 0.004109269269979907	 0.0013284405222549068	 -0.003045526367186314	 0.0	 3.4139999999999785E-5	 0.0	 0.0	 2.3644228689673303E-4	 2.3644228689673303E-4	 321.75951155153496	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
102.20000000000002	 8.738429035111533	 8.750779256675878	 2.2337486309740133	 2.6857804672804657	 1012.620479279675	 0.0	 0.0013283919435406269	 0.004109187208013588	 279.36392761135596	 0.0041091872080134045	 0.001331254731479937	 -0.003231078629291306	 0.0	 3.6308999999999906E-5	 0.0	 0.0	 2.5146405960555103E-4	 2.5146405960555103E-4	 321.75951155153496	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
102.4	 8.71387830457676	 8.726456358368473	 2.2337890824864264	 2.6858402795989855	 1011.962762441852	 0.0	 0.0013312011419842169	 0.004109100306032594	 279.36392761135596	 0.004109100306032392	 0.0013340639299235266	 -0.003415730703680276	 0.0	 3.8477999999999824E-5	 0.0	 0.0	 2.664858323143676E-4	 2.664858323143676E-4	 321.75951155153496	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
102.6	 8.689409979672428	 8.702280293984238	 2.2338139710505476	 2.685879270426438	 1011.3075431454354	 0.0	 0.0013340053025150394	 0.004109008587472846	 279.36392761135596	 0.004109008587472627	 0.0013368680904543493	 -0.003599490400499641	 0.0	 4.0646999999999735E-5	 0.0	 0.0	 2.815076050231841E-4	 2.815076050231841E-4	 321.75951155153496	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
102.80000000000001	 8.665144596521454	 8.678250035597056	 2.233821457157118	 2.685892577351038	 1010.6548128849821	 0.0	 0.0013368043981690824	 0.0041089120755667735	 279.36392761135596	 0.004108912075566536	 0.0013396671861083925	 -0.0037823654614699744	 0.0	 4.281599999999994E-5	 0.0	 0.0	 2.9652937773200265E-4	 2.9652937773200265E-4	 321.75951155153496	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
103.0	 8.641149601232723	 8.65436456371214	 2.2337959393985276	 2.685863909774168	 1010.0045631829602	 0.0	 0.00133959840214953	 0.004108810793345265	 279.36392761135596	 0.00410881079334501	 0.0013424611900888404	 -0.003964363560316474	 0.0	 4.4984999999999855E-5	 0.0	 0.0	 3.115511504408192E-4	 3.115511504408192E-4	 321.75951155153496	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
