Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	Brennraumvolumen [m3]	V0 [m3]	V1 [m3]	V2 [m3]	T_Zone_0 [K]	T_Zone_1 [K]	T_Zone_2 [K]	T_mittel [K]	T_BurnAdiabat_0 [K]	T_BurnAdiabat_1 [K]	Lambda z1 [-]	Lambda z0 [-]	Lambda z2 [-]	p_soll [bar]	p [bar]	dQb [J/s]	dQb [J/KW]	Qb [J]	dmb [kg/s]	dmb [kg/KW]	mb [kg]	dQw [J/s]	dQw [J/KW]	dQKrst [J/s]	dQKrst [J/KW]	Qw [J]	Xb[-]	Qb/Qmax [-]	Qmax [J]	Alpha [W/(m^2K)]	Wandwärmestromdichte [MW/m^2]	PQw [W]	Brennraumfläche [m^2]	Gesamtmasse [kg]	m_0[kg]	m_1[kg]	m_2[kg]	Z0_O2 [kg]	Z0_CO2 [kg]	Z0_H2O [kg]	Z0_H [kg]	Z0_O [kg]	Z0_N [kg]	Z0_H2 [kg]	Z0_OH [kg]	Z0_CO [kg]	Z0_NO [kg]	Z0_N2 [kg]	Z0_Ar [kg]	Z0_Diesel [kg]	Z0_RON_95 [kg]	Z0_AGR_intern_LWA [kg]	Z0_AGR_extern_LWA [kg]	Z0_feuchteLuft_LWA [kg]	Z1_O2 [kg]	Z1_CO2 [kg]	Z1_H2O [kg]	Z1_H [kg]	Z1_O [kg]	Z1_N [kg]	Z1_H2 [kg]	Z1_OH [kg]	Z1_CO [kg]	Z1_NO [kg]	Z1_N2 [kg]	Z1_Ar [kg]	Z1_Diesel [kg]	Z1_RON_95 [kg]	Z1_AGR_intern_LWA [kg]	Z1_AGR_extern_LWA [kg]	Z1_feuchteLuft_LWA [kg]	Z2_O2 [kg]	Z2_CO2 [kg]	Z2_H2O [kg]	Z2_H [kg]	Z2_O [kg]	Z2_N [kg]	Z2_H2 [kg]	Z2_OH [kg]	Z2_CO [kg]	Z2_NO [kg]	Z2_N2 [kg]	Z2_Ar [kg]	Z2_Diesel [kg]	Z2_RON_95 [kg]	Z2_AGR_intern_LWA [kg]	Z2_AGR_extern_LWA [kg]	Z2_feuchteLuft_LWA [kg]	 mDieseldampf [kg]	m_Diesel_Z0 [kg]	TKrstVap [K]	mkrstFl [kg]	m_a [kg]	sumdma [kg]	s00 [kg]	dm_a [kg]
-87.0	 0.005621796883171216	 0.0011053174792899716	 0.998930577460745	 4.971566385925926E-4	 3.2285857241335107E-4	 448.8543087132206	 448.8543087132203	 437.15713971817127	 448.8484715029766	 1295.9838651612943	 1295.9838651612938	 2.1319276286883775	 2.1319276286883797	 NaN	 4.628296018939395	 4.628640936152382	 -6335.617354307591	 -0.8283152068700438	 -21.996112272999717	 0.0	 0.0	 2.000000002E-6	 -463.96874461738946	 -0.06065902424136982	 0.0	 0.0	 -5.3893618564941566	 4.965590903935252E-4	 -0.005173123373813831	 4251.998393145476	 314.00769209898056	 -0.0076333696466442036	 -456.4344557025121	 0.05979462240547602	 0.00402257483504014	 0.004018574835036139	 2.0000000020000078E-6	 2.000000002E-6	 0.19706759532335053	 0.02679669663969372	 0.009656732353737757	 6.246415261209059E-10	 7.250814650312401E-7	 8.760247492919065E-14	 2.4788762737100837E-8	 2.1517835275572237E-5	 1.175059041629106E-6	 3.6440575579993196E-4	 0.742885100552007	 0.0	 0.0	 0.02320602598613695	 0.0	 0.0	 0.0	 0.19706759532335044	 0.026796696639693703	 0.00965673235373776	 6.24641526120906E-10	 7.250814650312402E-7	 8.760247492919066E-14	 2.478876273710087E-8	 2.151783527557224E-5	 1.1750590416291061E-6	 3.6440575579993234E-4	 0.7428851005520072	 0.0	 0.0	 0.02320602598613696	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-86.8	 0.005647944775651083	 0.0011022145332814104	 0.9989298779393738	 4.971562904485861E-4	 3.2285631230552644E-4	 449.1662076699428	 449.16620766994254	 437.4581545502344	 449.1603639066975	 1296.246305886016	 1296.2463058860155	 2.131927628688377	 2.13192762868838	 NaN	 4.645296018939395	 4.644900098844081	 -18200.5635092499	 -2.379531888564206	 -22.47201865071256	 0.0	 0.0	 2.000000002E-6	 -456.8318756725676	 -0.05972595383230933	 0.0	 0.0	 -5.401307047260619	 4.965590903935252E-4	 -0.005285048716607949	 4251.998393145476	 314.9199896037777	 -0.007556728900394032	 -451.0829603416007	 0.05969288647076909	 0.00402257483504014	 0.004018574835036139	 2.0000000020000078E-6	 2.000000002E-6	 0.19706759532335055	 0.026796696639693723	 0.009656732353737759	 6.24641526120906E-10	 7.250814650312402E-7	 8.760247492919066E-14	 2.478876273710084E-8	 2.151783527557224E-5	 1.1750590416291061E-6	 3.64405755799932E-4	 0.7428851005520071	 0.0	 0.0	 0.023206025986136955	 0.0	 0.0	 0.0	 0.19706759532335041	 0.0267966966396937	 0.009656732353737759	 6.246415261209059E-10	 7.250814650312401E-7	 8.760247492919065E-14	 2.4788762737100867E-8	 2.1517835275572237E-5	 1.175059041629106E-6	 3.644057557999323E-4	 0.7428851005520071	 0.0	 0.0	 0.023206025986136955	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-86.6	 0.0056740926681309485	 0.001099109163470866	 0.9989292525460407	 4.971559791972796E-4	 3.2277536973863145E-4	 449.6154384754663	 449.615438475466	 437.7861658783738	 449.6095331922016	 1296.6241624226782	 1296.6241624226782	 2.1319276286883775	 2.1319276286883797	 NaN	 4.662496018939394	 4.662685187287757	 -2025.1122513174269	 -0.2647620870355385	 -22.52497106811967	 0.0	 0.0	 2.000000002E-6	 -451.5488563082925	 -0.05903525472077875	 0.0	 0.0	 -5.413114098204774	 4.965590903935252E-4	 -0.00529750225315972	 4251.998393145476	 315.86382805381703	 -0.0074383451378915435	 -443.2589537340452	 0.05959107106714469	 0.00402257483504014	 0.004018574835036139	 2.0000000020000078E-6	 2.000000002E-6	 0.19706759532335053	 0.02679669663969372	 0.009656732353737757	 6.246415261209059E-10	 7.250814650312401E-7	 8.760247492919065E-14	 2.4788762737100837E-8	 2.1517835275572237E-5	 1.175059041629106E-6	 3.6440575579993196E-4	 0.742885100552007	 0.0	 0.0	 0.02320602598613695	 0.0	 0.0	 0.0	 0.19706759532335044	 0.026796696639693703	 0.00965673235373776	 6.24641526120906E-10	 7.250814650312402E-7	 8.760247492919066E-14	 2.478876273710087E-8	 2.151783527557224E-5	 1.1750590416291061E-6	 3.6440575579993234E-4	 0.7428851005520072	 0.0	 0.0	 0.02320602598613696	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-86.4	 0.005700240560610814	 0.0010960014096727786	 0.9989285466906709	 4.971556279009122E-4	 3.2277037777299057E-4	 449.9345346211651	 449.9345346211648	 438.09040074221264	 449.92862078380585	 1296.8926805721521	 1296.8926805721517	 2.131927628688377	 2.13192762868838	 NaN	 4.679596018939395	 4.679228248462905	 -17809.129891931432	 -2.3283560678709643	 -22.990642281693862	 0.0	 0.0	 2.000000002E-6	 -443.62760292262277	 -0.05799963431160741	 0.0	 0.0	 -5.424714025067096	 4.965590903935252E-4	 -0.00540702045390149	 4251.998393145476	 316.7856677552675	 -0.007358168797564156	 -437.73140967321353	 0.05948917749999428	 0.00402257483504014	 0.004018574835036139	 2.0000000020000078E-6	 2.000000002E-6	 0.19706759532335055	 0.026796696639693723	 0.009656732353737759	 6.24641526120906E-10	 7.250814650312402E-7	 8.760247492919066E-14	 2.478876273710084E-8	 2.151783527557224E-5	 1.1750590416291061E-6	 3.64405755799932E-4	 0.7428851005520071	 0.0	 0.0	 0.023206025986136955	 0.0	 0.0	 0.0	 0.19706759532335041	 0.0267966966396937	 0.009656732353737759	 6.246415261209059E-10	 7.250814650312401E-7	 8.760247492919065E-14	 2.4788762737100867E-8	 2.1517835275572237E-5	 1.175059041629106E-6	 3.644057557999323E-4	 0.7428851005520071	 0.0	 0.0	 0.023206025986136955	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-86.19999999999999	 0.005726388453090681	 0.0010928913118496662	 0.9989278964432918	 4.971553042800236E-4	 3.227051644023639E-4	 450.35922439524523	 450.35922439524495	 438.4155998369552	 450.3532598272248	 1297.2499550784028	 1297.2499550784023	 2.1319276286883775	 2.1319276286883797	 NaN	 4.696696018939395	 4.6969764865197865	 -5423.532602660163	 -0.7090697367770321	 -23.132456229049268	 0.0	 0.0	 2.000000002E-6	 -438.17036226580444	 -0.057286157601951215	 0.0	 0.0	 -5.436171256587486	 4.965590903935252E-4	 -0.0054403727589221185	 4251.998393145476	 317.73282617795616	 -0.007245900413682267	 -430.31378834524986	 0.059387207079564366	 0.00402257483504014	 0.004018574835036139	 2.0000000020000078E-6	 2.000000002E-6	 0.19706759532335053	 0.02679669663969372	 0.009656732353737757	 6.246415261209059E-10	 7.250814650312401E-7	 8.760247492919065E-14	 2.4788762737100837E-8	 2.1517835275572237E-5	 1.175059041629106E-6	 3.6440575579993196E-4	 0.742885100552007	 0.0	 0.0	 0.02320602598613695	 0.0	 0.0	 0.0	 0.19706759532335044	 0.026796696639693703	 0.00965673235373776	 6.24641526120906E-10	 7.250814650312402E-7	 8.760247492919066E-14	 2.478876273710087E-8	 2.151783527557224E-5	 1.1750590416291061E-6	 3.6440575579993234E-4	 0.7428851005520072	 0.0	 0.0	 0.02320602598613696	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-86.0	 0.005752536345570547	 0.0010897789101115087	 0.9989271743484817	 4.971549449014675E-4	 3.227072139119179E-4	 450.668584652049	 450.6685846520487	 438.7198592322417	 450.6626163756736	 1297.5103191820463	 1297.5103191820463	 2.131927628688377	 2.13192762868838	 NaN	 4.714096018939394	 4.713630085826726	 -19442.295299434205	 -2.5418752352570606	 -23.64083127610068	 0.0	 0.0	 2.000000002E-6	 -430.67287116210434	 -0.0563059396457097	 0.0	 0.0	 -5.447432444516628	 4.965590903935252E-4	 -0.005559934198049412	 4251.998393145476	 318.6608872438681	 -0.007167769554444896	 -424.9423729130072	 0.05928516112093626	 0.00402257483504014	 0.004018574835036139	 2.0000000020000078E-6	 2.000000002E-6	 0.19706759532335055	 0.026796696639693723	 0.009656732353737759	 6.24641526120906E-10	 7.250814650312402E-7	 8.760247492919066E-14	 2.478876273710084E-8	 2.151783527557224E-5	 1.1750590416291061E-6	 3.64405755799932E-4	 0.7428851005520071	 0.0	 0.0	 0.023206025986136955	 0.0	 0.0	 0.0	 0.19706759532335041	 0.0267966966396937	 0.009656732353737759	 6.246415261209059E-10	 7.250814650312401E-7	 8.760247492919065E-14	 2.4788762737100867E-8	 2.1517835275572237E-5	 1.175059041629106E-6	 3.644057557999323E-4	 0.7428851005520071	 0.0	 0.0	 0.023206025986136955	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-85.80000000000001	 0.005778684238050413	 0.0010866642447151166	 0.9989265167743433	 4.971546176341321E-4	 3.226400554460612E-4	 451.0993127047054	 451.09931270470514	 439.04806719423954	 451.09329215541476	 1297.8727073184816	 1297.8727073184812	 2.1319276286883775	 2.1319276286883797	 NaN	 4.731396018939394	 4.731661684475804	 -5169.519424740698	 -0.6758601904534957	 -23.776003314191378	 0.0	 0.0	 2.000000002E-6	 -425.37001442052684	 -0.05561264700613519	 0.0	 0.0	 -5.458554973917855	 4.965590903935252E-4	 -0.0055917244353901885	 4251.998393145476	 319.6175852129723	 -0.0070523925952461234	 -417.38203971765165	 0.059183040944005366	 0.00402257483504014	 0.004018574835036139	 2.0000000020000078E-6	 2.000000002E-6	 0.19706759532335053	 0.02679669663969372	 0.009656732353737757	 6.246415261209059E-10	 7.250814650312401E-7	 8.760247492919065E-14	 2.4788762737100837E-8	 2.1517835275572237E-5	 1.175059041629106E-6	 3.6440575579993196E-4	 0.742885100552007	 0.0	 0.0	 0.02320602598613695	 0.0	 0.0	 0.0	 0.19706759532335044	 0.026796696639693703	 0.00965673235373776	 6.24641526120906E-10	 7.250814650312402E-7	 8.760247492919066E-14	 2.478876273710087E-8	 2.151783527557224E-5	 1.1750590416291061E-6	 3.6440575579993234E-4	 0.7428851005520072	 0.0	 0.0	 0.02320602598613696	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-85.6	 0.0058048321305302795	 0.001083547356063493	 0.9989258172157314	 4.971542694715913E-4	 3.226102119555576E-4	 451.46657405049956	 451.4665740504993	 439.36518070440326	 451.4605273179867	 1298.1817702999767	 1298.1817702999763	 2.131927628688377	 2.13192762868838	 NaN	 4.7491960189393945	 4.749139269119207	 -12995.50988485396	 -1.6990259759509936	 -24.115808509381576	 0.0	 0.0	 2.000000002E-6	 -417.73839261652915	 -0.05461489287424552	 0.0	 0.0	 -5.469477952492705	 4.965590903935252E-4	 -0.00567164102137432	 4251.998393145476	 320.5656474498506	 -0.006955192621225067	 -410.91867718521195	 0.059080847873460324	 0.00402257483504014	 0.004018574835036139	 2.0000000020000078E-6	 2.000000002E-6	 0.19706759532335055	 0.026796696639693723	 0.009656732353737759	 6.24641526120906E-10	 7.250814650312402E-7	 8.760247492919066E-14	 2.478876273710084E-8	 2.151783527557224E-5	 1.1750590416291061E-6	 3.64405755799932E-4	 0.7428851005520071	 0.0	 0.0	 0.023206025986136955	 0.0	 0.0	 0.0	 0.19706759532335041	 0.0267966966396937	 0.009656732353737759	 6.246415261209059E-10	 7.250814650312401E-7	 8.760247492919065E-14	 2.4788762737100867E-8	 2.1517835275572237E-5	 1.175059041629106E-6	 3.644057557999323E-4	 0.7428851005520071	 0.0	 0.0	 0.023206025986136955	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-85.4	 0.005830980023010145	 0.0010804282847051898	 0.9989251133322793	 4.971539191566256E-4	 3.2257996953978925E-4	 451.83581633245217	 451.8358163324519	 439.6836143525806	 451.8297430754031	 1298.4925147929844	 1298.4925147929844	 2.1319276286883775	 2.1319276286883797	 NaN	 4.767196018939395	 4.766748248724384	 -12995.50988485396	 -1.6990259759509936	 -24.455613704571775	 0.0	 0.0	 2.000000002E-6	 -411.2908371919695	 -0.0537719429442487	 0.0	 0.0	 -5.480232341081554	 4.965590903935252E-4	 -0.005751557607358451	 4251.998393145476	 321.51830534597053	 -0.006857164859904295	 -404.4258684717783	 0.05897858323876186	 0.00402257483504014	 0.004018574835036139	 2.0000000020000078E-6	 2.000000002E-6	 0.19706759532335053	 0.02679669663969372	 0.009656732353737757	 6.246415261209059E-10	 7.250814650312401E-7	 8.760247492919065E-14	 2.4788762737100837E-8	 2.1517835275572237E-5	 1.175059041629106E-6	 3.6440575579993196E-4	 0.742885100552007	 0.0	 0.0	 0.02320602598613695	 0.0	 0.0	 0.0	 0.19706759532335044	 0.026796696639693703	 0.00965673235373776	 6.24641526120906E-10	 7.250814650312402E-7	 8.760247492919066E-14	 2.478876273710087E-8	 2.151783527557224E-5	 1.1750590416291061E-6	 3.6440575579993234E-4	 0.7428851005520072	 0.0	 0.0	 0.02320602598613696	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-85.2	 0.005857127915490011	 0.0010773070713336428	 0.9989244800960628	 4.971536040020033E-4	 3.224742829658699E-4	 452.3377441078305	 452.3377441078302	 440.02810848075325	 452.3315911394118	 1298.9148188144388	 1298.9148188144384	 2.131927628688377	 2.13192762868838	 NaN	 4.785596018939395	 4.785872226215426	 2628.8990560563516	 0.3437008492909151	 -24.38687353471359	 0.0	 0.0	 2.000000002E-6	 -404.8230375409492	 -0.05292634629496773	 0.0	 0.0	 -5.490817610340548	 4.965590903935252E-4	 -0.005735391051423482	 4251.998393145476	 322.5021807682941	 -0.006717134385305477	 -395.4796724315937	 0.058876248374120976	 0.00402257483504014	 0.004018574835036139	 2.0000000020000078E-6	 2.000000002E-6	 0.19706759532335055	 0.026796696639693723	 0.009656732353737759	 6.24641526120906E-10	 7.250814650312402E-7	 8.760247492919066E-14	 2.478876273710084E-8	 2.151783527557224E-5	 1.1750590416291061E-6	 3.64405755799932E-4	 0.7428851005520071	 0.0	 0.0	 0.023206025986136955	 0.0	 0.0	 0.0	 0.19706759532335041	 0.0267966966396937	 0.009656732353737759	 6.246415261209059E-10	 7.250814650312401E-7	 8.760247492919065E-14	 2.4788762737100867E-8	 2.1517835275572237E-5	 1.175059041629106E-6	 3.644057557999323E-4	 0.7428851005520071	 0.0	 0.0	 0.023206025986136955	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-85.0	 0.005883275807969877	 0.0010741837567865137	 0.9989238250161071	 4.971532779759949E-4	 3.2238565306516695E-4	 452.8114953605805	 452.81149536058024	 440.36819070335747	 452.80527450580496	 1299.313464875575	 1299.3134648755745	 2.1319276286883775	 2.1319276286883797	 NaN	 4.804396018939394	 4.804817866741982	 -988.489763270707	 -0.12923462023725382	 -24.41272045876104	 0.0	 0.0	 2.000000002E-6	 -395.8086982494066	 -0.05174781642210629	 0.0	 0.0	 -5.501167173624969	 4.965590903935252E-4	 -0.005741469822311335	 4251.998393145476	 323.4846662147759	 -0.006584191023634499	 -386.97822016146773	 0.0587738446184774	 0.00402257483504014	 0.004018574835036139	 2.0000000020000078E-6	 2.000000002E-6	 0.19706759532335053	 0.02679669663969372	 0.009656732353737757	 6.246415261209059E-10	 7.250814650312401E-7	 8.760247492919065E-14	 2.4788762737100837E-8	 2.1517835275572237E-5	 1.175059041629106E-6	 3.6440575579993196E-4	 0.742885100552007	 0.0	 0.0	 0.02320602598613695	 0.0	 0.0	 0.0	 0.19706759532335044	 0.026796696639693703	 0.00965673235373776	 6.24641526120906E-10	 7.250814650312402E-7	 8.760247492919066E-14	 2.478876273710087E-8	 2.151783527557224E-5	 1.1750590416291061E-6	 3.6440575579993234E-4	 0.7428851005520072	 0.0	 0.0	 0.02320602598613696	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-84.8	 0.005909423700449744	 0.00107105838204501	 0.9989231609856374	 4.971529474954153E-4	 3.2230114369144084E-4	 453.27955715532994	 453.27955715532966	 440.708126724904	 453.2732711545387	 1299.7073560319611	 1299.7073560319611	 2.131927628688377	 2.13192762868838	 NaN	 4.823396018939395	 4.8238227830004785	 -1916.2245642459857	 -0.2505261693659117	 -24.462825692634222	 0.0	 0.0	 2.000000002E-6	 -387.30499729366664	 -0.05063604713074817	 0.0	 0.0	 -5.511294383051119	 4.965590903935252E-4	 -0.005753253748183451	 4251.998393145476	 324.4703457205637	 -0.006452366525037648	 -378.5692051587727	 0.058671373315477275	 0.00402257483504014	 0.004018574835036139	 2.0000000020000078E-6	 2.000000002E-6	 0.19706759532335055	 0.026796696639693723	 0.009656732353737759	 6.24641526120906E-10	 7.250814650312402E-7	 8.760247492919066E-14	 2.478876273710084E-8	 2.151783527557224E-5	 1.1750590416291061E-6	 3.64405755799932E-4	 0.7428851005520071	 0.0	 0.0	 0.023206025986136955	 0.0	 0.0	 0.0	 0.19706759532335041	 0.0267966966396937	 0.009656732353737759	 6.246415261209059E-10	 7.250814650312401E-7	 8.760247492919065E-14	 2.4788762737100867E-8	 2.1517835275572237E-5	 1.175059041629106E-6	 3.644057557999323E-4	 0.7428851005520071	 0.0	 0.0	 0.023206025986136955	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-84.6	 0.00593557159292961	 0.0010679309882332018	 0.9989224924164151	 4.971526147559489E-4	 3.222163040492092E-4	 453.749691507585	 453.74969150758466	 441.0493890305006	 453.74333996432915	 1300.1030155604485	 1300.103015560448	 2.1319276286883775	 2.1319276286883797	 NaN	 4.842796018939394	 4.842970243236805	 -1916.2245642459857	 -0.2505261693659117	 -24.512930926507405	 0.0	 0.0	 2.000000002E-6	 -378.88745670785727	 -0.04953554239983491	 0.0	 0.0	 -5.5212014915310865	 4.965590903935252E-4	 -0.005765037674055567	 4251.998393145476	 325.4608260245112	 -0.006319087212987434	 -370.1015814683373	 0.05856883581345078	 0.00402257483504014	 0.004018574835036139	 2.0000000020000078E-6	 2.000000002E-6	 0.19706759532335053	 0.02679669663969372	 0.009656732353737757	 6.246415261209059E-10	 7.250814650312401E-7	 8.760247492919065E-14	 2.4788762737100837E-8	 2.1517835275572237E-5	 1.175059041629106E-6	 3.6440575579993196E-4	 0.742885100552007	 0.0	 0.0	 0.02320602598613695	 0.0	 0.0	 0.0	 0.19706759532335044	 0.026796696639693703	 0.00965673235373776	 6.24641526120906E-10	 7.250814650312402E-7	 8.760247492919066E-14	 2.478876273710087E-8	 2.151783527557224E-5	 1.1750590416291061E-6	 3.6440575579993234E-4	 0.7428851005520072	 0.0	 0.0	 0.02320602598613696	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-84.4	 0.0059617194854094755	 0.0010648016166173292	 0.9989218192719711	 4.971522797394456E-4	 3.221311334491093E-4	 454.22190723192034	 454.22190723192	 441.39198226811305	 454.2154897474622	 1300.5004522218537	 1300.5004522218537	 2.131927628688377	 2.13192762868838	 NaN	 4.862496018939395	 4.862261518567528	 -1916.2245642459857	 -0.2505261693659117	 -24.563036160380587	 0.0	 0.0	 2.000000002E-6	 -370.40833620312566	 -0.04842698674342716	 0.0	 0.0	 -5.530886888879772	 4.965590903935252E-4	 -0.005776821599927683	 4251.998393145476	 326.4561366674163	 -0.006184289017170555	 -361.57208549533715	 0.058466233465389386	 0.00402257483504014	 0.004018574835036139	 2.0000000020000078E-6	 2.000000002E-6	 0.19706759532335055	 0.026796696639693723	 0.009656732353737759	 6.24641526120906E-10	 7.250814650312402E-7	 8.760247492919066E-14	 2.478876273710084E-8	 2.151783527557224E-5	 1.1750590416291061E-6	 3.64405755799932E-4	 0.7428851005520071	 0.0	 0.0	 0.023206025986136955	 0.0	 0.0	 0.0	 0.19706759532335041	 0.0267966966396937	 0.009656732353737759	 6.246415261209059E-10	 7.250814650312401E-7	 8.760247492919065E-14	 2.4788762737100867E-8	 2.1517835275572237E-5	 1.175059041629106E-6	 3.644057557999323E-4	 0.7428851005520071	 0.0	 0.0	 0.023206025986136955	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
-84.19999999999999	 0.005987867377889342	 0.0010616703086050972	 0.9989212016135727	 4.971519723377301E-4	 3.2198550321595393E-4	 454.801632790876	 454.80163279087566	 441.7558052820796	 454.79510628346986	 1300.9883271688223	 1300.9883271688223	 2.1319276286883775	 2.1319276286883797	 NaN	 4.882396018939395	 4.882829403035128	 10696.82904345732	 1.3984976785191559	 -24.283336624676757	 0.0	 0.0	 2.000000002E-6	 -361.89118031080943	 -0.04731345836089444	 0.0	 0.0	 -5.540349580551951	 4.965590903935252E-4	 -0.005711040875232508	 4251.998393145476	 327.4779705017372	 -0.006014520107212515	 -351.02885103281335	 0.05836356762892276	 0.00402257483504014	 0.004018574835036139	 2.0000000020000078E-6	 2.000000002E-6	 0.19706759532335053	 0.02679669663969372	 0.009656732353737757	 6.246415261209059E-10	 7.250814650312401E-7	 8.760247492919065E-14	 2.4788762737100837E-8	 2.1517835275572237E-5	 1.175059041629106E-6	 3.6440575579993196E-4	 0.742885100552007	 0.0	 0.0	 0.02320602598613695	 0.0	 0.0	 0.0	 0.19706759532335044	 0.026796696639693703	 0.00965673235373776	 6.24641526120906E-10	 7.250814650312402E-7	 8.760247492919066E-14	 2.478876273710087E-8	 2.151783527557224E-5	 1.1750590416291061E-6	 3.6440575579993234E-4	 0.7428851005520072	 0.0	 0.0	 0.02320602598613696	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -5.55	 0.0	 0.0	 0.0	 0.0	 0.0	 
