Zeit	dQIters	relaxationsFaktor	pSoll	pIst	dQ
83.20000000000002	 1.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 2.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 3.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 4.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 5.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 6.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 7.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 8.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 9.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 10.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 11.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 12.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 13.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 14.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 15.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 16.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 17.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 18.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 19.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 20.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 21.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 22.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 23.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 24.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 25.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 26.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 27.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 28.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 29.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 30.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 31.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 32.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 33.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 34.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 35.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 36.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
83.20000000000002	 37.0	 0.7	 1184588.8786664319	 NaN	 NaN	 
