Kurbelwinkel [°KW]	pZyl_mess [bar]	pZyl_berech [bar]	pSaug [bar]	pAbg [bar]	T [K]	dQw [J/s]	V [m3]	m [kg]	R [J/kg/K]	mK [kg]	V_motor [m^3]	dm [kg/s]	Hub_E [m]	Hub_A [m]	alpha_E_vor	alpha_E_rück	alpha_A_vor	alpha_A_rück	T_Saug [K]	O2_Massenbruch	CO2_Massenbruch	H2O_Massenbruch	H_Massenbruch	O_Massenbruch	N_Massenbruch	H2_Massenbruch	OH_Massenbruch	CO_Massenbruch	NO_Massenbruch	N2_Massenbruch	Diesel_Massenbruch	RON_95_Massenbruch	AGR_intern_LWA_Massenbruch	AGR_extern_LWA_Massenbruch	feuchteLuft_LWA_Massenbruch
100.20000000000002	 8.527795490961617	 8.55026689453449	 2.2563302090985125	 2.75235877966068	 1008.3272124041673	 -0.0	 0.0013000289257426947	 0.003947953118723129	 279.2281584114491	 0.00394795311872313	 0.0013028917136820044	 -1.8342684589532738E-4	 6.109999999999805E-6	 0.0	 4.2315828147012355E-5	 4.2315828147012355E-5	 0.0	 0.0	 331.0030178580002	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
100.4	 8.50494658032185	 8.525677439962399	 2.2303721978299325	 2.6919786250542157	 1007.6497949570858	 0.0	 0.0013028869834361835	 0.003947906058032211	 279.2281584114491	 0.003947906058032193	 0.001305749771375493	 -0.0018662520968230176	 0.0	 2.1468000000000083E-5	 0.0	 0.0	 1.486802289132723E-4	 1.486802289132723E-4	 331.0030178580002	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
100.6	 8.481773022642487	 8.501241777662722	 2.230457978650269	 2.6917119612079	 1006.9750444877283	 0.0	 0.0013057402820747196	 0.003947855519768283	 279.2281584114491	 0.0039478555197682485	 0.0013086030700140295	 -0.0019989046147444425	 0.0	 2.3051999999999914E-5	 0.0	 0.0	 1.59650486161204E-4	 1.59650486161204E-4	 331.0030178580002	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
100.80000000000001	 8.45848153792045	 8.476958792859925	 2.2305349157500527	 2.6914689979173203	 1006.3029515957909	 0.0	 0.0013085887930172062	 0.003947801521313409	 279.2281584114491	 0.003947801521313355	 0.0013114515809565163	 -0.0021308954134592077	 0.0	 2.4635999999999955E-5	 0.0	 0.0	 1.706207434091371E-4	 1.706207434091371E-4	 331.0030178580002	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
101.0	 8.435103294357578	 8.452827380351467	 2.2306295583668247	 2.6912467076648348	 1005.633506915778	 0.0	 0.0013114324877905453	 0.003947744079893839	 279.2281584114491	 0.003947744079893769	 0.0013142952757298552	 -0.002262230424253214	 0.0	 2.6219999999999996E-5	 0.0	 0.0	 1.8159100065707025E-4	 1.8159100065707025E-4	 331.0030178580002	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
101.20000000000002	 8.411619830711249	 8.428846444417704	 2.2307422449425993	 2.691034190310067	 1004.9667011169447	 0.0	 0.0013142713380895974	 0.003947683212581427	 279.2281584114491	 0.003947683212581339	 0.0013171341260289073	 -0.002392915524611253	 0.0	 2.780400000000004E-5	 0.0	 0.0	 1.925612579050034E-4	 1.925612579050034E-4	 331.0030178580002	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
101.4	 8.388198725774995	 8.405014898732722	 2.2308603950493233	 2.6908263153797747	 1004.302524903239	 0.0	 0.0013171053157771298	 0.003947618936295026	 279.2281584114491	 0.003947618936294921	 0.0013199681037164403	 -0.002522956538761923	 0.0	 2.938799999999987E-5	 0.0	 0.0	 2.0353151515293505E-4	 2.0353151515293505E-4	 331.0030178580002	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
101.6	 8.365062971683885	 8.381331666276015	 2.2309671688892942	 2.6906488171585186	 1003.6409690132423	 0.0	 0.001319934392883759	 0.003947551267801878	 279.2281584114491	 0.003947551267801754	 0.0013227971808230693	 -0.0026523592382168416	 0.0	 3.097199999999991E-5	 0.0	 0.0	 2.1450177240086823E-4	 2.1450177240086823E-4	 331.0030178580002	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
101.80000000000001	 8.34222588882328	 8.357795679245115	 2.2310444455848697	 2.6904744476029157	 1002.9820242201097	 0.0	 0.0013227585416078812	 0.003947480223718984	 279.2281584114491	 0.003947480223718843	 0.0013256213295471913	 -0.002781129342304017	 0.0	 3.255599999999995E-5	 0.0	 0.0	 2.2547202964880134E-4	 2.2547202964880134E-4	 331.0030178580002	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
102.0	 8.31961080123218	 8.334405878969022	 2.2310600600686494	 2.6902883679536647	 1002.325681331509	 0.0	 0.0013255777343155971	 0.0039474058205144595	 279.2281584114491	 0.003947405820514301	 0.001328440522254907	 -0.002909272518695708	 0.0	 3.4139999999999995E-5	 0.0	 0.0	 2.364422868967345E-4	 2.364422868967345E-4	 331.0030178580002	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
102.20000000000002	 8.297262180575679	 8.311159428019256	 2.231007192734072	 2.6901260050130653	 1001.6718808511207	 0.0	 0.0013283919435406269	 0.003947327423774803	 279.2281584114491	 0.003947327423774629	 0.001331254731479937	 -0.0030865229660987648	 0.0	 3.630900000000008E-5	 0.0	 0.0	 2.5146405960555223E-4	 2.5146405960555223E-4	 331.0030178580002	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
102.4	 8.27511890922595	 8.288053529081507	 2.2308962622108335	 2.689962999417234	 1001.0205637416057	 0.0	 0.0013312011419842167	 0.00394724440320585	 279.2281584114491	 0.003947244403205658	 0.0013340639299235266	 -0.0032629134799780097	 0.0	 3.8477999999999885E-5	 0.0	 0.0	 2.66485832314368E-4	 2.66485832314368E-4	 331.0030178580002	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
102.6	 8.253073524536605	 8.265087196568135	 2.230760681186662	 2.6898194488528433	 1000.371721545727	 0.0	 0.0013340053025150394	 0.003947156781197067	 279.2281584114491	 0.003947156781196857	 0.0013368680904543493	 -0.003438451525341579	 0.0	 4.0646999999999965E-5	 0.0	 0.0	 2.815076050231857E-4	 2.815076050231857E-4	 331.0030178580002	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
102.80000000000001	 8.231084241995212	 8.242259452981243	 2.2306254493731124	 2.6896866976654126	 999.7253458332616	 0.0	 0.0013368043981690822	 0.0039470645799435594	 279.2281584114491	 0.003947064579943333	 0.0013396671861083925	 -0.0036131445036837817	 0.0	 4.281600000000005E-5	 0.0	 0.0	 2.9652937773200347E-4	 2.9652937773200347E-4	 331.0030178580002	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
103.0	 8.209134358334653	 8.219569328881011	 2.2305068008336053	 2.6895724707938857	 999.081428205849	 0.0	 0.00133959840214953	 0.003946967821447834	 279.2281584114491	 0.0039469678214475905	 0.0013424611900888404	 -0.0037869997371443457	 0.0	 4.498500000000014E-5	 0.0	 0.0	 3.115511504408212E-4	 3.115511504408212E-4	 331.0030178580002	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
103.19999999999999	 8.187272656894354	 8.197015863011027	 2.230424945171432	 2.689482251383467	 998.4399603208756	 0.0	 0.001342387287826639	 0.003946866527521814	 279.2281584114491	 0.003946866527521554	 0.0013452500757659496	 -0.003960024489116311	 0.0	 4.715399999999994E-5	 0.0	 0.0	 3.26572923149637E-4	 3.26572923149637E-4	 331.0030178580002	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
103.4	 8.16552137062241	 8.17459810199915	 2.2303831295069503	 2.689431879674142	 997.8009338639291	 0.0	 0.0013451710287376035	 0.0039467607197882035	 279.2281584114491	 0.003946760719787926	 0.0013480338166769142	 -0.004132225964210095	 0.0	 4.932300000000003E-5	 0.0	 0.0	 3.415946958584547E-4	 3.415946958584547E-4	 331.0030178580002	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
