Zeit	dQIters	relaxationsFaktor	pSoll	pIst	dQ
8.0	 1.0	 0.7	 7963459.60189394	 7957031.4214991275	 6619102.188756213	 
8.0	 2.0	 0.7	 7963459.60189394	 8129040.471365002	 4141839.7939919783	 
8.0	 3.0	 0.7	 7963459.60189394	 8008721.097543198	 3489515.747757121	 
8.0	 4.0	 0.7	 7963459.60189394	 7977009.719141824	 3294401.330504304	 
8.0	 5.0	 0.7	 7963459.60189394	 7967522.282724653	 3235915.4237177316	 
8.0	 6.0	 0.7	 7963459.60189394	 7964678.193417552	 3218374.026175101	 
8.0	 7.0	 0.7	 7963459.60189394	 7963825.160181843	 3213112.001098854	 
8.0	 8.0	 0.7	 7963459.60189394	 7963569.267654451	 3211533.4290655656	 
8.0	 8.0	 0.7	 7963459.60189394	 7963492.501466755	 3211533.4290655656	 
