Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	Brennraumvolumen [m3]	p [bar]	dQb [J/s]	dQb [J/KW]	Qb [J]	 kappa [-]	dQw [J/s]	dQw [J/KW]	Qw [J]	Xb[-]	Qb/Qmax [-]	Alpha [W/(m^2K)]
-161.3	 3.103219774192787E-4	 4.8252574337510944E-4	 0.4681732090601445	 -3170.764622	 -0.2659345803865221	 20.603493925262526	 1.3182358293425092	 69.01623862846091	 0.005788447471682378	 0.016877213655443524	 0.0034998617040892534	 0.04994820686834004	 68.85725827376598	 
-161.2	 3.1870905789007004E-4	 4.824382201445016E-4	 0.46810593750035234	 -3170.764622	 -0.2659345803865221	 20.631229974085954	 1.3182633180517993	 68.59126569071834	 0.0057528046494148225	 0.017452494120385006	 0.0034998617040892534	 0.05001544623605933	 68.86063999003063	 
-161.1	 3.2709613836086137E-4	 4.8235020604075226E-4	 0.4685014027234978	 13378.722399999146	 1.1220842136517115	 20.797767902313204	 1.3182109049856077	 69.4526784985903	 0.005825052034796747	 0.01803499932386468	 0.003795612898181076	 0.050419177317821154	 68.88417066243753	 
-161.0	 3.354832188316527E-4	 4.8226170103805237E-4	 0.46936117664997	 13378.72239999987	 1.1220842136517724	 20.756712452900345	 1.318079784377887	 71.60370162834525	 0.006005460075634628	 0.018635545331428145	 0.004091363833260871	 0.05031964827251531	 68.92798591123464	 
-160.9	 3.43870299302444E-4	 4.821727051106755E-4	 0.4696559142533275	 -6828.343804	 -0.5726986896637729	 20.613682491212778	 1.318045066450733	 72.18153550423462	 0.006053923467792962	 0.01924093767820744	 0.004091363833260871	 0.04997290659167924	 68.94719976138073	 
-160.8	 3.522573797732353E-4	 4.820832182329806E-4	 0.46938898465462275	 -6828.343803998933	 -0.5726986896636834	 20.610742129108488	 1.3181088958584435	 71.19050921171689	 0.0059708052951528	 0.01983801820772272	 0.004091363833260871	 0.04996577839220076	 68.94218122414226	 
-160.7	 3.606444602440266E-4	 4.8199324037941343E-4	 0.46937668353208256	 2342.1763169989918	 0.19644021247452176	 20.684715657218018	 1.318127156184664	 70.91099701901891	 0.005947362382625547	 0.020432754445985274	 0.004143140154266637	 0.05014510938810847	 68.94812999721657	 
-160.6	 3.6903154071481794E-4	 4.8190277152451076E-4	 0.4696203432229658	 2342.176317	 0.1964402124746063	 20.65137822106751	 1.3181006086223095	 71.34507959285975	 0.00598376923740326	 0.0210311313697256	 0.004194916465870706	 0.050064290806398695	 68.96517645581451	 
-160.5	 3.7741862118560927E-4	 4.8181181164290275E-4	 0.469454544973693	 -12419.02754	 -1.0415938334695352	 20.601548344582636	 1.318146708178993	 70.63267399471316	 0.005924019206608283	 0.021623533290386427	 0.004194916465870706	 0.049943490276744905	 68.96461906731344	 
-160.4	 3.858057016564006E-4	 4.817203607093155E-4	 0.46888010949369907	 -12419.02754	 -1.0415938334695352	 20.55171846809776	 1.3182663133794266	 68.77618175662474	 0.005768313708665813	 0.022200364661253007	 0.004194916465870706	 0.049822689747091115	 68.94654579743178	 
-160.3	 3.941927821271919E-4	 4.8162841869857354E-4	 0.4683059040721719	 -12419.02754	 -1.0415938334695352	 20.598273344098526	 1.3183860064048716	 66.92081461434009	 0.005612702573413779	 0.022761634918594384	 0.004194916465870706	 0.049935550827141476	 68.92849554959044	 
-160.2	 4.025798625979832E-4	 4.815359855856038E-4	 0.467731926666064	 -12419.02754	 -1.0415938334695352	 20.54844346761365	 1.3185057869655663	 65.06678167346206	 0.00545720333870736	 0.02330735525246512	 0.004194916465870706	 0.049814750297487685	 68.91046820622049	 
-160.1	 4.109669430687745E-4	 4.8144306134543705E-4	 0.4671581752322592	 -12419.02754	 -1.0415938334695352	 20.594998343614417	 1.3186256547698885	 63.214083358370274	 0.0053018160401396165	 0.02383753685647908	 0.004194916465870706	 0.049927611377538046	 68.89246364948447	 
-160.0	 4.1935402353956584E-4	 4.813496459532118E-4	 0.46632455614289886	 -21784.79498	 -1.8271082853695069	 20.466617021939545	 1.3187926050526007	 60.63763212192212	 0.0050857270016480115	 0.02434610955664388	 0.004194916465870706	 0.04961638179500666	 68.86327824535974	 
-159.9	 4.2774110401035717E-4	 4.812557393841766E-4	 0.4652305379935848	 -21784.79498	 -1.8271082853695069	 20.448010736508817	 1.3190068376300146	 57.33874396365514	 0.004809046597172755	 0.024827014216361156	 0.004194916465870706	 0.04957127533893098	 68.82284748124421	 
-159.8	 4.361281844811485E-4	 4.8116134161369325E-4	 0.4641360363910555	 -21784.794979998707	 -1.8271082853693985	 20.537143407995856	 1.3192214213778055	 54.043026722838796	 0.004532632140095745	 0.02528027743037073	 0.004194916465870706	 0.04978735602555198	 68.78235304215535	 
-159.7	 4.445152649519398E-4	 4.8106645261723936E-4	 0.4633341981368924	 -11255.90615000109	 -0.9440419065173401	 20.593453476691842	 1.319383228827054	 51.56378276481703	 0.004324695954269228	 0.025712747025797653	 0.004194916465870706	 0.049923866219900574	 68.75448218518726	 
-159.6	 4.5290234542273114E-4	 4.8097107237041143E-4	 0.462825602845966	 -11255.90615	 -0.9440419065172487	 20.553378792902194	 1.3194920440790787	 49.89957111765983	 0.004185117184217872	 0.02613125874421944	 0.004194916465870706	 0.04982671480454503	 68.739305382453	 
-159.5	 4.612894258935224E-4	 4.8087520084892795E-4	 0.4618824965509075	 -26854.34178999991	 -2.2522952558286335	 20.47886352666705	 1.3196797827240436	 47.032594269516835	 0.003944661528885162	 0.026525724897107958	 0.004194916465870706	 0.04964607049507677	 68.70530787738268	 
-159.4	 4.6967650636431374E-4	 4.80778838028632E-4	 0.46088566063927294	 -13172.75002	 -1.1048091443935792	 20.51909687157541	 1.3198774831346014	 44.020325926556026	 0.0036920201589648667	 0.026894926913004446	 0.004194916465870706	 0.049743606546087234	 68.66895267199327	 
-159.3	 4.7806358683510507E-4	 4.8068198388549445E-4	 0.460270454185648	 -13172.75002	 -1.1048091443935792	 20.559330216483772	 1.3200060655799801	 42.06534373805059	 0.003528054229625279	 0.027247732335966973	 0.004194916465870706	 0.049841142597097696	 68.64916124391377	 
-159.2	 4.864506673058964E-4	 4.8058463839561664E-4	 0.4596554049745197	 -13172.75002	 -1.1048091443935792	 20.599563561392134	 1.3201347469191382	 40.111803341641355	 0.003364209224549021	 0.027584153258421874	 0.004194916465870706	 0.04993867864810815	 68.62938565787434	 
-159.1	 4.948377477766877E-4	 4.80486801535234E-4	 0.45904051072889723	 -13172.75002	 -1.1048091443935792	 20.543412153814856	 1.3202635267753198	 38.15972165786167	 0.0032004865628748403	 0.027904201914709357	 0.004194916465870706	 0.04980255308941447	 68.60962576290609	 
-159.0	 5.03224828247479E-4	 4.8038847328071816E-4	 0.4584257691709902	 -13172.75002	 -1.1048091443935792	 20.583645498723218	 1.3203924047692195	 36.20909973341499	 0.003036886332390599	 0.028207890547948415	 0.004194916465870706	 0.04990008914042493	 68.58988140756254	 
-158.9	 5.116119087182704E-4	 4.802896536085805E-4	 0.45781117802218074	 -13172.750019999363	 -1.1048091443935257	 20.527494091145943	 1.3205213805189797	 34.25993863193781	 0.0028734086223043452	 0.02849523141017885	 0.004194916465870706	 0.04976396358173125	 68.57015243991452	 
-158.8	 5.199989891890616E-4	 4.801903424954753E-4	 0.4574725700620718	 -3321.374215	 -0.27856632814816334	 20.650351717678845	 1.3206002368057714	 33.06993829898827	 0.002773602336777183	 0.028772591643856565	 0.004194916465870706	 0.050061802296255994	 68.56248530022688	 
-158.7	 5.28386069659853E-4	 4.8009053991820245E-4	 0.4574102867017397	 -3321.374215	 -0.27856632814816334	 20.676824591726106	 1.3206288816507123	 32.63842059302759	 0.002737410599532548	 0.02904633270380982	 0.004194916465870706	 0.05012597940107659	 68.56691569911756	 
-158.6	 5.367731501306443E-4	 4.799902458537105E-4	 0.45734860188447307	 -3321.374215	 -0.27856632814816334	 20.606912713287727	 1.3206575022521698	 32.20739008635939	 0.0027012597240846266	 0.029316458676218283	 0.004194916465870706	 0.04995649489619304	 68.57140878372701	 
-158.5	 5.451602306014356E-4	 4.7988946027910015E-4	 0.45728751583881666	 -3321.374215	 -0.27856632814816334	 20.63338558733499	 1.3206860985884263	 31.776857535685295	 0.00266515061260664	 0.029582973737478948	 0.004194916465870706	 0.050020672001013636	 68.57596460866995	 
-158.4	 5.535473110722269E-4	 4.7978818317162656E-4	 0.4575573495635414	 8382.789802	 0.703071326391028	 20.758022226836168	 1.3206564852427531	 32.24823104359503	 0.002704685088033021	 0.02985344224628225	 0.004380228856290846	 0.05032282350384911	 68.59515105160006	 
-158.3	 5.619343915430182E-4	 4.796864145087035E-4	 0.45815982119003557	 8382.789802	 0.703071326391028	 20.742569266754078	 1.3205697994217622	 33.62387848326092	 0.0028200617457921798	 0.030135448420861466	 0.004565541218239289	 0.05028536152532701	 68.6291298858948	 
-158.2	 5.703214720138096E-4	 4.795841542679054E-4	 0.45876300463959135	 8382.789802	 0.703071326391028	 20.727116306671988	 1.3204831666548846	 35.00010962738737	 0.002935487359314157	 0.03042899715679288	 0.004750853548835446	 0.050247899546804906	 68.66316123910644	 
-158.1	 5.787085524846009E-4	 4.7948140242697133E-4	 0.4593669026661076	 8382.789802	 0.703071326391028	 20.711663346589898	 1.3203965870086114	 36.37722783675147	 0.0030509873717114453	 0.030734095893964024	 0.004936165845193601	 0.050210437568282806	 68.69724528659776	 
-158.0	 5.870956329553922E-4	 4.793781589638077E-4	 0.4604407774310105	 24913.89063	 2.089548055543038	 20.83485805942301	 1.3202301154972356	 39.033202417864885	 0.0032737460971131896	 0.031061470503675342	 0.005486919063068591	 0.0505090934673257	 68.75217984146009	 
-157.9	 5.954827134261835E-4	 4.7927442385649127E-4	 0.4619841991207664	 24913.89063	 2.089548055543038	 20.890548994199275	 1.3199841619798176	 42.97071711011062	 0.0036039886229010704	 0.03142186936596545	 0.006037671901572226	 0.050644102720658474	 68.82786355416516	 
-157.8	 6.038697938969748E-4	 4.7917019708327294E-4	 0.4635277627417785	 24913.89062999825	 2.0895480555428905	 20.946239928975526	 1.3197388112724955	 46.9125630180692	 0.0039345944112361515	 0.031815328807089066	 0.006588424291691166	 0.05077911197399122	 68.90346564662683	 
-157.7	 6.122568743677662E-4	 4.7906547862258024E-4	 0.4646443907923366	 9845.675013001559	 0.8257646862330341	 20.875552526820794	 1.3195663904106205	 49.69016380068854	 0.004167554024031764	 0.032232084209492244	 0.006806074983237017	 0.05060774739871008	 68.96016895179709	 
-157.6	 6.206439548385574E-4	 4.7896026845302116E-4	 0.4653345038190305	 9845.675013	 0.8257646862329033	 20.804865124666048	 1.3194665085260142	 51.300997508755394	 0.004302655943377963	 0.03266234980383004	 0.007023725586310291	 0.05043638282342891	 68.9980695112475	 
-157.5	 6.290310353093488E-4	 4.788545665533869E-4	 0.4666284374094944	 31127.96843	 2.610727761146616	 20.912674030002673	 1.3192647817997563	 54.564929074449715	 0.004576404510304305	 0.03311999025486047	 0.007711846524733987	 0.05069773953921392	 69.06254658243131	 
-157.4	 6.374181157801401E-4	 4.7874837290265513E-4	 0.4685254604243468	 31127.968429998782	 2.610727761146514	 21.020482935339288	 1.3189618610068916	 59.486058163500296	 0.0049891435670744964	 0.03361890461156792	 0.008399966441935993	 0.05095909625499891	 69.1534422322366	 
-157.3	 6.458051962509314E-4	 4.7864168747999375E-4	 0.4698893124593931	 12297.01504	 1.031360546910111	 20.97035511925226	 1.3187495065677597	 62.94806241839283	 0.0052795046498345525	 0.03414685507655137	 0.008671805935488039	 0.05083757344256451	 69.22084696092128	 
-157.2	 6.541922767217227E-4	 4.7853451026476346E-4	 0.47072070073065503	 12297.01504	 1.031360546910111	 20.920227303165234	 1.3186271087887205	 64.94712926641269	 0.00544716799504289	 0.03469157187605566	 0.008943645235358644	 0.05071605063013011	 69.26490913820389	 
-157.1	 6.62579357192514E-4	 4.7842684123652147E-4	 0.4718195972036248	 21726.91565999951	 1.8222539002251192	 20.94918882240971	 1.3184600807965154	 67.68215895553838	 0.0056765571359698955	 0.03525922758965265	 0.00942394256623098	 0.05078626085562351	 69.32066788242382	 
-157.0	 6.709664376633054E-4	 4.7831868037502475E-4	 0.47288563729297806	 11115.38549	 0.9322563256849616	 20.88915058420017	 1.318298933707683	 70.32729650038401	 0.005898406950419212	 0.03584906828469457	 0.009669660112896938	 0.050640712612545	 69.37497293711684	 
-156.9	 6.793535181340967E-4	 4.7821002766023317E-4	 0.47365218564137607	 11115.38548999933	 0.9322563256849054	 20.829112345990623	 1.31818825421693	 72.14679004315464	 0.006051009338012237	 0.03645416921849579	 0.009915377475337423	 0.050495164369466466	 69.41620696866349	 
-156.8	 6.87740598604888E-4	 4.7810088307231305E-4	 0.47412578523155446	 731.3476782	 0.06133871829189792	 20.681982347041775	 1.3181267852555498	 73.15732053269296	 0.006135763343351698	 0.03706774555283096	 0.009931544682994259	 0.050138483136142976	 69.4446896611387	 
-156.7	 6.961276790756793E-4	 4.7799124659164027E-4	 0.4743064285390879	 731.3476782	 0.06133871829189792	 20.635134761472994	 1.3181144243924023	 73.35827335280028	 0.006152617418082423	 0.037683007294639206	 0.009947711889200414	 0.050024912452269664	 69.46043988459394	 
-156.6	 7.045147595464706E-4	 4.7788111819880365E-4	 0.4744877977732517	 731.3476782	 0.06133871829189792	 20.69559814016426	 1.3181020369984937	 73.55970463473945	 0.006169511621792007	 0.038299958456818405	 0.009963879093947525	 0.050171491346013855	 69.47625957766036	 
-156.5	 7.12901840017262E-4	 4.7777049787460886E-4	 0.47428623370784767	 -12992.47737	 -1.0896895321712512	 20.522721517774762	 1.3181576451924506	 72.69443285439897	 0.006096940581283802	 0.03890965251494678	 0.009963879093947525	 0.049752393627484515	 69.47570879117615	 
-156.4	 7.212889204880532E-4	 4.776593856000804E-4	 0.47370168238196664	 -12992.47737	 -1.0896895321712512	 20.564466823905356	 1.318281586559571	 70.76357421933606	 0.005934997913783853	 0.039503152306325166	 0.009963879093947525	 0.04985359506419018	 69.45878811787036	 
-156.3	 7.296760009588446E-4	 4.7754778135646704E-4	 0.47311729551416537	 -12992.477370001205	 -1.0896895321713522	 20.60621213003594	 1.3184056258580912	 68.83402692926461	 0.005773165229843587	 0.040080468829309525	 0.009963879093947525	 0.04995479650089583	 69.44188758983437	 
-156.2	 7.380630814296359E-4	 4.774356851252433E-4	 0.47227262937221326	 -22300.86119999904	 -1.8703911745233974	 20.473502519445677	 1.318576283499016	 66.18335958804074	 0.005550851626922157	 0.04063555399200174	 0.009963879093947525	 0.04963307402473601	 69.4138306273911	 
-156.1	 7.464501619004273E-4	 4.7732309688811383E-4	 0.4711671061056346	 -22300.8612	 -1.8703911745234778	 20.443872803220305	 1.3187937645107533	 62.81288709171217	 0.005268167386409191	 0.04116237073064266	 0.009963879093947525	 0.04956124391665611	 69.37455026001163	 
-156.0	 7.548372423712185E-4	 4.7721001662701736E-4	 0.47006097482847264	 -22300.8612	 -1.8703911745234778	 20.52867718579194	 1.3190116144177162	 59.44560850928613	 0.004985751022025398	 0.0416609458328452	 0.009963879093947525	 0.04976683170964864	 69.33520022568527	 
-155.9	 7.632243228420098E-4	 4.770964443241286E-4	 0.4689542297058497	 -22300.861200000585	 -1.870391174523527	 20.492352327687303	 1.3192298316231694	 56.081526793538174	 0.004703602781422439	 0.04213130611098744	 0.009963879093947525	 0.04967877084319294	 69.29577978492614	 
-155.8	 7.716114033128012E-4	 4.7698237996186317E-4	 0.46759261612575637	 -31353.18299	 -2.629616687525755	 20.38010491828245	 1.319494018522466	 52.020291146483466	 0.004362983679595499	 0.042567604478946995	 0.009963879093947525	 0.0494066540436964	 69.24530298624153	 
-155.7	 7.799984837835925E-4	 4.7686782352288044E-4	 0.4659753392448732	 -31353.18299	 -2.629616687525755	 20.388986749553855	 1.3198044778653633	 47.26394121990556	 0.003964064783780986	 0.04296401095732509	 0.009963879093947525	 0.04942818590364807	 69.18366975131903	 
-155.6	 7.883855642543838E-4	 4.767527749900869E-4	 0.46460992773966375	 -22347.65396000035	 -1.8743157209592114	 20.473398677481914	 1.320070094151817	 43.20880105994419	 0.0036239569153616504	 0.043326406648861254	 0.009963879093947525	 0.04963282228491428	 69.13283662037328	 
-155.5	 7.967726447251751E-4	 4.7663723434664053E-4	 0.46349716160339416	 -22347.65396000014	 -1.874315720959194	 20.443376506612967	 1.3202905630314246	 39.85285047928994	 0.0033424906396021903	 0.043660655712821475	 0.009963879093947525	 0.04956004076510807	 69.09290191767269	 
-155.4	 8.051597251959664E-4	 4.7652120157595286E-4	 0.46207093686017475	 -33437.058439999404	 -2.8043929984282694	 20.434780706794122	 1.3205677617415335	 35.64550638181888	 0.002989617304464204	 0.043959617443267894	 0.009963879093947525	 0.04953920231949743	 69.03926793280915	 
-155.3	 8.135468056667578E-4	 4.7640467666169395E-4	 0.4605923725855543	 -24156.09994	 -2.025991540572573	 20.504025052760845	 1.3208547596980833	 31.30385872101611	 0.0026254798213944464	 0.04422216542540734	 0.009963879093947525	 0.04970706855273704	 68.98325037634012	 
