Kurbelwinkel	p_Zyl_1	p_ein_1	p_aus_1	ZZP_1	ti_1	Inj_1	Optiktrigger_1
[KWnZOT]	[bar]	[bar]	[bar]	[V]	[V]	[V]	[V]
-360,000000	0,577446	0,504547	0,849051	0,018312	9,991454	-21,906855	-0,011964
-359,900000	0,571342	0,504914	0,848898	0,018312	9,991454	-21,967892	-0,011964
-359,800000	0,565238	0,505280	0,848898	0,018312	9,991454	-22,004517	-0,011964
-359,700000	0,559134	0,505524	0,848898	0,018312	9,991454	-22,053349	-0,011964
-359,600000	0,559134	0,505890	0,848746	0,018312	9,991454	-22,151011	-0,011964
-359,500000	0,553030	0,506134	0,848746	0,020753	9,991454	-22,199841	-0,011964
-359,400000	0,546926	0,506256	0,848593	0,018312	9,991454	-22,285297	-0,011964
-359,300000	0,546926	0,506501	0,848593	0,018312	9,991454	-22,370750	-0,011964
-359,200000	0,540822	0,506867	0,848440	0,018312	9,991454	-22,407375	-0,011964
-359,100000	0,540822	0,507233	0,848440	0,018312	9,991454	-22,480621	-0,011964
-359,000000	0,534719	0,507233	0,848440	0,020753	9,991454	-22,541658	-0,011964
-358,900000	0,528615	0,507233	0,848440	0,018312	9,991454	-22,614906	-0,011964
-358,800000	0,528615	0,507233	0,848288	0,018312	9,991454	-22,724777	-0,011964
-358,700000	0,522511	0,507477	0,848288	0,018312	9,991454	-22,773607	-0,011964
-358,600000	0,522511	0,507599	0,848135	0,018312	9,991454	-22,883476	-0,011964
-358,500000	0,516407	0,507721	0,848288	0,018312	9,991454	-22,981138	-0,011964
-358,400000	0,516407	0,507966	0,848288	0,018312	9,991454	-23,042179	-0,011964
-358,300000	0,510303	0,508088	0,848135	0,020753	9,991454	-23,139839	-0,011964
-358,200000	0,504199	0,507843	0,848288	0,018312	9,991454	-23,188671	-0,011964
-358,100000	0,504199	0,507843	0,848288	0,018312	9,991454	-23,237503	-0,011964
-358,000000	0,498095	0,508088	0,848288	0,018312	9,991454	-23,322956	-0,011964
-357,900000	0,491991	0,508210	0,848288	0,018312	9,991454	-23,335163	-0,011964
-357,800000	0,491991	0,507966	0,848288	0,018312	9,991454	-23,396204	-0,011964
-357,700000	0,485887	0,507721	0,848135	0,018312	9,991454	-23,445034	-0,011964
-357,600000	0,479784	0,507966	0,848288	0,018312	9,991454	-23,469450	-0,011964
-357,500000	0,479784	0,507843	0,848288	0,018312	9,991454	-23,530487	-0,011964
-357,400000	0,473680	0,507599	0,848288	0,018312	9,991454	-23,554905	-0,011964
-357,300000	0,467576	0,507599	0,848135	0,018312	9,991454	-23,591528	-0,011964
-357,200000	0,467576	0,507721	0,848288	0,018312	9,991454	-23,676983	-0,011964
-357,100000	0,461472	0,507477	0,848440	0,018312	9,991454	-23,689190	-0,011964
-357,000000	0,461472	0,507233	0,848440	0,018312	9,991454	-23,774645	-0,011964
-356,900000	0,455368	0,507233	0,848593	0,018312	9,991454	-23,823475	-0,011964
-356,800000	0,449264	0,506989	0,848746	0,018312	9,991454	-23,847893	-0,011964
-356,700000	0,449264	0,506623	0,848746	0,018312	9,991454	-23,908930	-0,011964
-356,600000	0,449264	0,506501	0,848898	0,018312	9,991454	-23,896723	-0,011964
-356,500000	0,443160	0,506379	0,849051	0,018312	9,991454	-23,933346	-0,011964
-356,400000	0,443160	0,506012	0,849203	0,020753	9,991454	-23,969971	-0,011964
-356,300000	0,437056	0,505646	0,849356	0,018312	9,991454	-23,969971	-0,011964
-356,200000	0,437056	0,505402	0,849509	0,018312	9,991454	-24,018801	-0,011964
-356,100000	0,437056	0,505402	0,849661	0,018312	9,991454	-24,055424	-0,011964
-356,000000	0,437056	0,504914	0,849966	0,018312	9,991454	-24,067631	-0,011964
-355,900000	0,430952	0,504181	0,850119	0,020753	9,991454	-24,104254	-0,011964
-355,800000	0,430952	0,503815	0,850424	0,020753	9,991454	-24,067631	-0,011964
-355,700000	0,430952	0,503693	0,850729	0,018312	9,991454	-24,067631	-0,011964
-355,600000	0,430952	0,503327	0,850882	0,020753	9,991454	-24,043217	-0,011964
-355,500000	0,424849	0,502838	0,851035	0,018312	9,991454	-23,994385	-0,011964
-355,400000	0,424849	0,502716	0,851187	0,018312	9,991454	-23,969971	-0,011964
-355,300000	0,424849	0,502350	0,851492	0,018312	9,991454	-23,945553	-0,011964
-355,200000	0,418745	0,501618	0,851798	0,018312	9,991454	-23,908930	-0,011964
-355,100000	0,418745	0,501007	0,851950	0,018312	9,991454	-23,933346	-0,011964
-355,000000	0,418745	0,500763	0,852255	0,015870	9,991454	-23,872307	-0,011964
-354,900000	0,412641	0,500519	0,852408	0,018312	9,991454	-23,872307	-0,011964
-354,800000	0,412641	0,499908	0,852713	0,018312	9,991454	-23,860100	-0,011964
-354,700000	0,406537	0,499420	0,853018	0,020753	9,991454	-23,811268	-0,011964
-354,600000	0,406537	0,498932	0,853324	0,018312	9,991454	-23,786852	-0,011353
-354,500000	0,400433	0,498321	0,853629	0,020753	9,991454	-23,738022	-0,011353
-354,400000	0,400433	0,497833	0,853934	0,018312	9,991454	-23,701399	-0,011964
-354,300000	0,394329	0,497467	0,854087	0,020753	9,991454	-23,701399	-0,011964
-354,200000	0,394329	0,497223	0,854392	0,018312	9,991454	-23,628151	-0,011964
-354,100000	0,388225	0,496857	0,854544	0,018312	9,991454	-23,603735	-0,011353
-354,000000	0,388225	0,496368	0,854850	0,018312	9,991454	-23,554905	-0,011353
-353,900000	0,388225	0,495758	0,855155	0,018312	9,991454	-23,493864	-0,011353
-353,800000	0,388225	0,495269	0,855307	0,018312	9,991454	-23,445034	-0,011353
-353,700000	0,388225	0,495025	0,855460	0,018312	9,991454	-23,359581	-0,011353
-353,600000	0,388225	0,494415	0,855765	0,018312	9,991454	-23,274126	-0,011353
-353,500000	0,388225	0,493805	0,855765	0,018312	9,991454	-23,237503	-0,011353
-353,400000	0,388225	0,493194	0,855918	0,018312	9,991454	-23,139839	-0,011353
-353,300000	0,394329	0,492828	0,856070	0,020753	9,991454	-23,103216	-0,011353
-353,200000	0,394329	0,492462	0,856223	0,020753	9,991454	-23,066595	-0,011353
-353,100000	0,394329	0,491851	0,856376	0,020753	9,991454	-23,029972	-0,011353
-353,000000	0,400433	0,491241	0,856376	0,018312	9,991454	-23,017761	-0,011353
-352,900000	0,400433	0,490753	0,856528	0,020753	9,991454	-22,956724	-0,011353
-352,800000	0,406537	0,490142	0,856528	0,018312	9,991454	-22,907890	-0,011353
-352,700000	0,406537	0,489410	0,856681	0,018312	9,991454	-22,859060	-0,011353
-352,600000	0,406537	0,488921	0,856681	0,018312	9,991454	-22,761400	-0,011353
-352,500000	0,406537	0,488433	0,856681	0,018312	9,991454	-22,724777	-0,011353
-352,400000	0,406537	0,487823	0,856681	0,020753	9,991454	-22,675945	-0,011353
-352,300000	0,406537	0,487212	0,856681	0,018312	9,991454	-22,651529	-0,011353
-352,200000	0,406537	0,486724	0,856681	0,018312	9,991454	-22,663736	-0,011353
-352,100000	0,406537	0,486236	0,856681	0,018312	9,991454	-22,614906	-0,011353
-352,000000	0,406537	0,485503	0,856681	0,018312	9,991454	-22,627113	-0,011353
-351,900000	0,406537	0,484771	0,856681	0,020753	9,991454	-22,627113	-0,011353
-351,800000	0,400433	0,484160	0,856681	0,018312	9,991454	-22,578281	-0,011353
-351,700000	0,400433	0,483550	0,856528	0,020753	9,991454	-22,566074	-0,011353
-351,600000	0,394329	0,482940	0,856528	0,018312	9,991454	-22,529451	-0,011353
-351,500000	0,388225	0,482329	0,856528	0,018312	9,991454	-22,505035	-0,011353
-351,400000	0,388225	0,481597	0,856376	0,018312	9,991454	-22,505035	-0,011353
-351,300000	0,382121	0,480742	0,856376	0,018312	9,991454	-22,468412	-0,011353
-351,200000	0,382121	0,480010	0,856376	0,018312	9,991454	-22,456205	-0,011353
-351,100000	0,376018	0,479521	0,856528	0,018312	9,991454	-22,443998	-0,011353
-351,000000	0,376018	0,478789	0,856528	0,020753	9,991454	-22,395164	-0,011353
-350,900000	0,376018	0,477812	0,856528	0,018312	9,991454	-22,382957	-0,011353
-350,800000	0,376018	0,476958	0,856681	0,018312	9,991454	-22,334127	-0,011353
-350,700000	0,376018	0,476225	0,856528	0,018312	9,991454	-22,297504	-0,011353
-350,600000	0,376018	0,475371	0,856528	0,018312	9,991454	-22,321918	-0,011353
-350,500000	0,376018	0,474638	0,856681	0,018312	9,991454	-22,285297	-0,011353
-350,400000	0,376018	0,474028	0,856528	0,018312	9,991454	-22,321918	-0,011353
-350,300000	0,376018	0,473173	0,856681	0,018312	9,991454	-22,346334	-0,011353
-350,200000	0,382121	0,472319	0,856833	0,020753	9,991454	-22,382957	-0,011964
-350,100000	0,382121	0,471586	0,856833	0,020753	9,991454	-22,431789	-0,011353
-350,000000	0,382121	0,470732	0,856986	0,018312	9,991454	-22,431789	-0,011964
-349,900000	0,388225	0,469755	0,857139	0,018312	9,991454	-22,468412	-0,011353
-349,800000	0,388225	0,468901	0,857291	0,018312	9,991454	-22,480621	-0,011353
-349,700000	0,394329	0,468168	0,857444	0,020753	9,991454	-22,468412	-0,011964
-349,600000	0,394329	0,467314	0,857596	0,020753	9,991454	-22,480621	-0,011353
-349,500000	0,394329	0,466215	0,857749	0,018312	9,991454	-22,468412	-0,011964
-349,400000	0,400433	0,465483	0,858054	0,018312	9,991454	-22,468412	-0,011353
-349,300000	0,400433	0,464872	0,858207	0,018312	9,991454	-22,492828	-0,011964
-349,200000	0,400433	0,464140	0,858512	0,020753	9,991454	-22,480621	-0,011964
-349,100000	0,400433	0,463041	0,858664	0,018312	9,991454	-22,505035	-0,011964
-349,000000	0,400433	0,462064	0,859122	0,018312	9,991454	-22,529451	-0,011964
-348,900000	0,400433	0,461210	0,859427	0,018312	9,991454	-22,541658	-0,011964
-348,800000	0,400433	0,460355	0,859733	0,018312	9,991454	-22,566074	-0,011964
-348,700000	0,400433	0,459379	0,860038	0,018312	9,991454	-22,578281	-0,011964
-348,600000	0,400433	0,458524	0,860343	0,020753	9,991454	-22,602699	-0,011964
-348,500000	0,400433	0,457914	0,860801	0,018312	9,991454	-22,639322	-0,011964
-348,400000	0,400433	0,456815	0,860953	0,018312	9,991454	-22,614906	-0,011964
-348,300000	0,394329	0,455594	0,861411	0,018312	9,991454	-22,627113	-0,011964
-348,200000	0,394329	0,454740	0,861716	0,018312	9,991454	-22,627113	-0,011964
-348,100000	0,394329	0,454007	0,862022	0,018312	9,991454	-22,639322	-0,011964
-348,000000	0,394329	0,453153	0,862479	0,018312	9,991454	-22,627113	-0,011964
-347,900000	0,394329	0,452176	0,862785	0,018312	9,991454	-22,602699	-0,011964
-347,800000	0,394329	0,451199	0,863242	0,018312	9,991454	-22,602699	-0,011964
-347,700000	0,394329	0,450223	0,863548	0,018312	9,991454	-22,627113	-0,011964
-347,600000	0,394329	0,449490	0,864005	0,018312	9,991454	-22,578281	-0,011964
-347,500000	0,394329	0,448514	0,864158	0,018312	9,991454	-22,602699	-0,011964
-347,400000	0,394329	0,447537	0,864768	0,018312	9,991454	-22,566074	-0,011964
-347,300000	0,394329	0,446683	0,865074	0,018312	9,991454	-22,578281	-0,011964
-347,200000	0,394329	0,445706	0,865379	0,020753	9,991454	-22,566074	-0,011964
-347,100000	0,394329	0,444851	0,865837	0,018312	9,991454	-22,517242	-0,011964
-347,000000	0,394329	0,443997	0,866142	0,020753	9,991454	-22,517242	-0,011964
-346,900000	0,394329	0,443142	0,866600	0,018312	9,991454	-22,505035	-0,011964
-346,800000	0,400433	0,442288	0,866905	0,018312	9,991454	-22,443998	-0,011964
-346,700000	0,400433	0,441433	0,867210	0,018312	9,991454	-22,419582	-0,011964
-346,600000	0,400433	0,440579	0,867515	0,020753	9,991454	-22,346334	-0,011964
-346,500000	0,394329	0,439480	0,867820	0,020753	9,991454	-22,297504	-0,011964
-346,400000	0,394329	0,438381	0,867973	0,020753	9,991454	-22,260880	-0,011964
-346,300000	0,394329	0,437527	0,868278	0,018312	9,991454	-22,199841	-0,011964
-346,200000	0,394329	0,436916	0,868583	0,018312	9,991454	-22,175426	-0,011964
-346,100000	0,394329	0,435940	0,869041	0,020753	9,991454	-22,138803	-0,011964
-346,000000	0,394329	0,434963	0,869194	0,018312	9,991454	-22,077763	-0,011964
-345,900000	0,394329	0,433986	0,869499	0,018312	9,991454	-22,028933	-0,011964
-345,800000	0,394329	0,433010	0,869651	0,018312	9,991454	-21,955685	-0,011964
-345,700000	0,394329	0,432033	0,869804	0,018312	9,991454	-21,882439	-0,011964
-345,600000	0,394329	0,431179	0,870109	0,018312	9,991454	-21,809193	-0,011964
-345,500000	0,394329	0,430202	0,870414	0,018312	9,991454	-21,711531	-0,011964
-345,400000	0,394329	0,429225	0,870567	0,018312	9,991454	-21,638283	-0,011964
-345,300000	0,394329	0,428249	0,871025	0,018312	9,991454	-21,565037	-0,011964
-345,200000	0,394329	0,427272	0,871330	0,020753	9,991454	-21,479584	-0,011964
-345,100000	0,394329	0,426418	0,871483	0,020753	9,991454	-21,394129	-0,011964
-345,000000	0,394329	0,425319	0,871788	0,018312	9,991454	-21,308674	-0,011964
-344,900000	0,394329	0,424464	0,871940	0,018312	9,991454	-21,223219	-0,011964
-344,800000	0,400433	0,423488	0,872246	0,020753	9,991454	-21,137764	-0,011964
-344,700000	0,400433	0,422511	0,872398	0,018312	9,991454	-21,040104	-0,011964
-344,600000	0,400433	0,421412	0,872703	0,020753	9,991454	-20,942440	-0,011964
-344,500000	0,400433	0,420436	0,872856	0,018312	9,991454	-20,844780	-0,011964
-344,400000	0,400433	0,419581	0,873161	0,018312	9,991454	-20,734909	-0,011964
-344,300000	0,400433	0,418483	0,873314	0,018312	9,991454	-20,637245	-0,011964
-344,200000	0,406537	0,417384	0,873619	0,020753	9,991454	-20,527378	-0,011964
-344,100000	0,406537	0,416407	0,873924	0,018312	9,991454	-20,429714	-0,011964
-344,000000	0,406537	0,415309	0,874077	0,018312	9,991454	-20,307636	-0,011964
-343,900000	0,406537	0,414332	0,874382	0,020753	9,991454	-20,197765	-0,011353
-343,800000	0,406537	0,413477	0,874535	0,020753	9,991454	-20,087894	-0,011964
-343,700000	0,406537	0,412623	0,874840	0,018312	9,991454	-19,965818	-0,011964
-343,600000	0,406537	0,411524	0,875145	0,015870	9,991454	-19,868156	-0,011964
-343,500000	0,406537	0,410548	0,875298	0,018312	9,991454	-19,733870	-0,011353
-343,400000	0,406537	0,409571	0,875603	0,018312	9,991454	-19,636208	-0,011353
-343,300000	0,406537	0,408594	0,875755	0,018312	9,991454	-19,514130	-0,011353
-343,200000	0,406537	0,407496	0,876061	0,018312	9,991454	-19,404261	-0,011353
-343,100000	0,406537	0,406641	0,876366	0,018312	9,991454	-19,294392	-0,011353
-343,000000	0,400433	0,405786	0,876518	0,018312	9,991454	-19,184521	-0,011353
-342,900000	0,400433	0,404810	0,876824	0,018312	9,991454	-19,050234	-0,011353
-342,800000	0,400433	0,403711	0,877129	0,020753	9,991454	-18,940365	-0,011353
-342,700000	0,400433	0,402857	0,877281	0,020753	9,991454	-18,806080	-0,011353
-342,600000	0,400433	0,402002	0,877587	0,020753	9,991454	-18,696209	-0,011353
-342,500000	0,394329	0,401025	0,877739	0,018312	9,991454	-18,561924	-0,011353
-342,400000	0,394329	0,399927	0,878044	0,018312	9,991454	-18,464262	-0,011353
-342,300000	0,394329	0,399194	0,878197	0,018312	9,991454	-18,329975	-0,011353
-342,200000	0,394329	0,398340	0,878502	0,018312	9,991454	-18,220106	-0,011353
-342,100000	0,394329	0,397485	0,878807	0,018312	9,991454	-18,085821	-0,011353
-342,000000	0,394329	0,396631	0,879112	0,018312	9,991454	-17,988159	-0,011353
-341,900000	0,400433	0,395776	0,879418	0,020753	9,991454	-17,866081	-0,011353
-341,800000	0,400433	0,394800	0,879723	0,018312	9,991454	-17,744003	-0,011353
-341,700000	0,400433	0,393945	0,880028	0,018312	9,991454	-17,621925	-0,011353
-341,600000	0,400433	0,393090	0,880333	0,020753	9,991454	-17,512056	-0,011353
-341,500000	0,406537	0,392358	0,880486	0,018312	9,991454	-17,389977	-0,011353
-341,400000	0,406537	0,391625	0,880791	0,018312	9,991454	-17,255692	-0,011353
-341,300000	0,406537	0,390893	0,881096	0,020753	9,991454	-17,133614	-0,011353
-341,200000	0,406537	0,390038	0,881249	0,018312	9,991454	-17,023745	-0,011353
-341,100000	0,406537	0,389428	0,881554	0,018312	9,991454	-16,901667	-0,011353
-341,000000	0,406537	0,388574	0,881859	0,018312	9,991454	-16,767380	-0,011353
-340,900000	0,406537	0,387841	0,882012	0,018312	9,991454	-16,645302	-0,011353
-340,800000	0,406537	0,387109	0,882164	0,020753	9,991454	-16,535433	-0,011353
-340,700000	0,406537	0,386376	0,882317	0,018312	9,991454	-16,425564	-0,011353
-340,600000	0,406537	0,385522	0,882470	0,018312	9,991454	-16,291277	-0,011353
-340,500000	0,406537	0,384911	0,882622	0,018312	9,991454	-16,181408	-0,011353
-340,400000	0,400433	0,384179	0,882927	0,020753	9,991454	-16,059330	-0,011353
-340,300000	0,400433	0,383568	0,883080	0,018312	9,991454	-15,949460	-0,011353
-340,200000	0,400433	0,382836	0,883233	0,018312	9,991454	-15,827381	-0,011353
-340,100000	0,400433	0,382103	0,883538	0,018312	9,991454	-15,729719	-0,011353
-340,000000	0,394329	0,381371	0,883690	0,018312	9,991454	-15,607642	-0,011353
-339,900000	0,394329	0,380761	0,883843	0,018312	9,991454	-15,509979	-0,011353
-339,800000	0,394329	0,380150	0,884148	0,018312	9,991454	-15,375694	-0,011353
-339,700000	0,394329	0,379418	0,884301	0,018312	9,991454	-15,278032	-0,011353
-339,600000	0,394329	0,378685	0,884606	0,018312	9,991454	-15,155954	-0,011353
-339,500000	0,394329	0,378075	0,884759	0,018312	9,991454	-15,070500	-0,011353
-339,400000	0,394329	0,377464	0,884911	0,018312	9,991454	-14,936214	-0,011353
-339,300000	0,394329	0,376854	0,885216	0,018312	9,991454	-14,850760	-0,011353
-339,200000	0,394329	0,376244	0,885369	0,018312	9,991454	-14,716474	-0,011353
-339,100000	0,394329	0,375633	0,885674	0,018312	9,991454	-14,631020	-0,011353
-339,000000	0,394329	0,374901	0,885827	0,018312	9,991454	-14,496735	-0,011353
-338,900000	0,394329	0,374412	0,885979	0,018312	9,991454	-14,386865	-0,011353
-338,800000	0,394329	0,373924	0,886285	0,018312	9,991454	-14,276995	-0,011353
-338,700000	0,394329	0,373314	0,886437	0,018312	9,991454	-14,179333	-0,011353
-338,600000	0,394329	0,372703	0,886742	0,018312	9,991454	-14,069462	-0,011353
-338,500000	0,394329	0,372215	0,886895	0,018312	9,991454	-13,971800	-0,011353
-338,400000	0,394329	0,371849	0,887048	0,018312	9,991454	-13,861931	-0,011353
-338,300000	0,394329	0,371483	0,887353	0,018312	9,991454	-13,764268	-0,011353
-338,200000	0,394329	0,370872	0,887505	0,018312	9,991454	-13,654398	-0,011353
-338,100000	0,394329	0,370384	0,887811	0,018312	9,991454	-13,544527	-0,011353
-338,000000	0,388225	0,369896	0,888116	0,018312	9,991454	-13,434658	-0,011353
-337,900000	0,388225	0,369529	0,888268	0,018312	9,991454	-13,336996	-0,011353
-337,800000	0,388225	0,369041	0,888421	0,018312	9,991454	-13,239334	-0,011353
-337,700000	0,388225	0,368675	0,888574	0,018312	9,991454	-13,129463	-0,011353
-337,600000	0,388225	0,368187	0,888726	0,018312	9,991454	-13,044009	-0,011353
-337,500000	0,388225	0,367820	0,888879	0,018312	9,991454	-12,921932	-0,011353
-337,400000	0,388225	0,367332	0,889031	0,018312	9,991454	-12,836476	-0,011353
-337,300000	0,382121	0,366966	0,889337	0,018312	9,991454	-12,726607	-0,011353
-337,200000	0,382121	0,366600	0,889489	0,018312	9,991454	-12,641152	-0,011353
-337,100000	0,382121	0,366111	0,889794	0,018312	9,991454	-12,519074	-0,011353
-337,000000	0,382121	0,365867	0,889947	0,018312	9,991454	-12,433620	-0,011353
-336,900000	0,382121	0,365379	0,890099	0,018312	9,991454	-12,311543	-0,011353
-336,800000	0,382121	0,364890	0,890252	0,018312	9,991454	-12,226088	-0,011353
-336,700000	0,382121	0,364524	0,890405	0,020753	9,991454	-12,116218	-0,011353
-336,600000	0,388225	0,364280	0,890405	0,018312	9,991454	-12,042972	-0,011353
-336,500000	0,388225	0,363914	0,890557	0,018312	9,991454	-11,933102	-0,011353
-336,400000	0,388225	0,363425	0,890557	0,018312	9,991454	-11,847648	-0,011353
-336,300000	0,388225	0,363059	0,890710	0,018312	9,991454	-11,762192	-0,011353
-336,200000	0,388225	0,362815	0,890862	0,018312	9,991454	-11,676739	-0,011353
-336,100000	0,388225	0,362327	0,891015	0,018312	9,991454	-11,579076	-0,011353
-336,000000	0,388225	0,361838	0,891015	0,018312	9,991454	-11,481414	-0,011353
-335,900000	0,394329	0,361594	0,891168	0,020753	9,991454	-11,395959	-0,011353
-335,800000	0,394329	0,361350	0,891320	0,018312	9,991454	-11,310505	-0,011353
-335,700000	0,394329	0,360740	0,891320	0,018312	9,991454	-11,225051	-0,011353
-335,600000	0,394329	0,360129	0,891320	0,018312	9,991454	-11,115180	-0,011353
-335,500000	0,394329	0,359885	0,891320	0,018312	9,991454	-11,029726	-0,011353
-335,400000	0,388225	0,359641	0,891473	0,018312	9,991454	-10,919856	-0,011353
-335,300000	0,388225	0,359153	0,891625	0,020753	9,991454	-10,834402	-0,011353
-335,200000	0,388225	0,358787	0,891625	0,018312	9,991454	-10,724531	-0,011353
-335,100000	0,382121	0,358420	0,891778	0,018312	9,991454	-10,651284	-0,011353
-335,000000	0,382121	0,357932	0,891931	0,020753	9,991454	-10,553622	-0,011353
-334,900000	0,382121	0,357444	0,892083	0,018312	9,991454	-10,480376	-0,011353
-334,800000	0,376018	0,357077	0,892083	0,018312	9,991454	-10,382714	-0,011353
-334,700000	0,376018	0,356833	0,892083	0,018312	9,991454	-10,309467	-0,011353
-334,600000	0,376018	0,356467	0,892236	0,018312	9,991454	-10,224012	-0,011353
-334,500000	0,369913	0,356101	0,892236	0,018312	9,991454	-10,150766	-0,011353
-334,400000	0,369913	0,355735	0,892388	0,018312	9,991454	-10,053104	-0,011353
-334,300000	0,369913	0,355490	0,892388	0,020753	9,991454	-9,967649	-0,011353
-334,200000	0,363810	0,355124	0,892388	0,018312	9,991454	-9,869987	-0,011353
-334,100000	0,363810	0,354636	0,892388	0,018312	9,991454	-9,796741	-0,011353
-334,000000	0,363810	0,354270	0,892541	0,018312	9,991454	-9,699079	-0,011353
-333,900000	0,363810	0,354148	0,892541	0,018312	9,991454	-9,601416	-0,011353
-333,800000	0,363810	0,353781	0,892541	0,018312	9,991454	-9,515962	-0,011353
-333,700000	0,363810	0,353415	0,892541	0,018312	9,991454	-9,430508	-0,011353
-333,600000	0,363810	0,353171	0,892541	0,018312	9,991454	-9,345053	-0,011353
-333,500000	0,363810	0,352927	0,892541	0,020753	9,991454	-9,271806	-0,011353
-333,400000	0,369913	0,352683	0,892694	0,018312	9,991454	-9,198560	-0,011353
-333,300000	0,369913	0,352194	0,892694	0,018312	9,991454	-9,125313	-0,011353
-333,200000	0,369913	0,351950	0,892694	0,018312	9,991454	-9,076482	-0,011353
-333,100000	0,369913	0,351706	0,892694	0,020753	9,991454	-8,991028	-0,011353
-333,000000	0,369913	0,351462	0,892846	0,018312	9,991454	-8,917781	-0,011353
-332,900000	0,369913	0,350974	0,892846	0,018312	9,991454	-8,844534	-0,011353
-332,800000	0,369913	0,350851	0,892999	0,018312	9,991454	-8,771287	-0,011353
-332,700000	0,369913	0,350729	0,892999	0,018312	9,991454	-8,685833	-0,011353
-332,600000	0,369913	0,350485	0,892999	0,020753	9,991454	-8,612586	-0,011353
-332,500000	0,369913	0,350119	0,892999	0,018312	9,991454	-8,514924	-0,011353
-332,400000	0,369913	0,349753	0,893151	0,018312	9,991454	-8,441677	-0,011353
-332,300000	0,369913	0,349509	0,893151	0,020753	9,991454	-8,356223	-0,011353
-332,200000	0,369913	0,349264	0,893304	0,018312	9,991454	-8,282976	-0,011353
-332,100000	0,363810	0,349020	0,893457	0,020753	9,991454	-8,197521	-0,011353
-332,000000	0,363810	0,348776	0,893457	0,018312	9,991454	-8,136483	-0,011353
-331,900000	0,363810	0,348532	0,893609	0,020753	9,991454	-8,063236	-0,011353
-331,800000	0,363810	0,348288	0,893762	0,018312	9,991454	-8,002197	-0,011353
-331,700000	0,357706	0,347922	0,893914	0,018312	9,991454	-7,941158	-0,011353
-331,600000	0,357706	0,347800	0,893914	0,018312	9,991454	-7,892327	-0,011353
-331,500000	0,351602	0,347555	0,894067	0,018312	9,991454	-7,819081	-0,011353
-331,400000	0,351602	0,347433	0,894220	0,018312	9,991454	-7,758041	-0,011353
-331,300000	0,351602	0,347067	0,894372	0,018312	9,991454	-7,684795	-0,011353
-331,200000	0,351602	0,346823	0,894525	0,018312	9,991454	-7,611548	-0,011353
-331,100000	0,345498	0,346701	0,894677	0,018312	9,991454	-7,538302	-0,011353
-331,000000	0,345498	0,346457	0,894677	0,018312	9,991454	-7,465055	-0,011353
-330,900000	0,345498	0,346090	0,894983	0,018312	9,991454	-7,391809	-0,011353
-330,800000	0,345498	0,345846	0,895135	0,020753	9,991454	-7,330770	-0,011353
-330,700000	0,345498	0,345724	0,895288	0,018312	9,991454	-7,269731	-0,011353
-330,600000	0,345498	0,345480	0,895440	0,020753	9,991454	-7,184277	-0,011353
-330,500000	0,345498	0,345114	0,895440	0,018312	9,991454	-7,135446	-0,011353
-330,400000	0,345498	0,344992	0,895593	0,018312	9,991454	-7,062199	-0,011353
-330,300000	0,345498	0,344626	0,895746	0,018312	9,991454	-7,013368	-0,011353
-330,200000	0,345498	0,344381	0,895746	0,020753	9,991454	-6,927913	-0,011353
-330,100000	0,345498	0,344259	0,895746	0,020753	9,991454	-6,866874	-0,011353
-330,000000	0,345498	0,344015	0,895898	0,018312	9,991454	-6,793628	-0,011353
-329,900000	0,345498	0,343771	0,896051	0,018312	9,991454	-6,744797	-0,011353
-329,800000	0,345498	0,343649	0,896051	0,018312	9,991454	-6,659342	-0,011353
-329,700000	0,345498	0,343405	0,896051	0,018312	9,991454	-6,610511	-0,011353
-329,600000	0,345498	0,343283	0,896051	0,018312	9,991454	-6,537264	-0,011353
-329,500000	0,345498	0,343161	0,896051	0,018312	9,991454	-6,488433	-0,011353
-329,400000	0,345498	0,342916	0,896203	0,018312	9,991454	-6,415186	-0,011353
-329,300000	0,345498	0,342794	0,896203	0,018312	9,991454	-6,378563	-0,011353
-329,200000	0,339394	0,342550	0,896051	0,018312	9,991454	-6,305317	-0,011353
-329,100000	0,339394	0,342306	0,896051	0,018312	9,991454	-6,280901	-0,011353
-329,000000	0,339394	0,342184	0,896051	0,018312	9,991454	-6,207654	-0,011353
-328,900000	0,339394	0,342062	0,896203	0,018312	9,991454	-6,171031	-0,011353
-328,800000	0,339394	0,341940	0,896203	0,018312	9,991454	-6,097784	-0,011353
-328,700000	0,333290	0,341818	0,896203	0,020753	9,991454	-6,061161	-0,011353
-328,600000	0,333290	0,341696	0,896051	0,018312	9,991454	-5,987914	-0,011353
-328,500000	0,333290	0,341574	0,896051	0,018312	9,991454	-5,951291	-0,011353
-328,400000	0,333290	0,341329	0,895898	0,018312	9,991454	-5,878044	-0,011353
-328,300000	0,333290	0,341085	0,895898	0,018312	9,991454	-5,841421	-0,011353
-328,200000	0,333290	0,340963	0,895898	0,020753	9,991454	-5,755966	-0,011353
-328,100000	0,333290	0,340963	0,895898	0,018312	9,991454	-5,719343	-0,011353
-328,000000	0,333290	0,340841	0,895898	0,018312	9,991454	-5,633889	-0,011353
-327,900000	0,333290	0,340719	0,896051	0,018312	9,991454	-5,597265	-0,011353
-327,800000	0,333290	0,340597	0,896051	0,020753	9,991454	-5,524019	-0,011353
