Kurbelwinkel	p_Zyl_1	p_ein_1	p_aus_1	ZZP_1	ti_1	Inj_1	Optiktrigger_1
[KWnZOT]	[bar]	[bar]	[bar]	[V]	[V]	[V]	[V]
-195,300000	0,430952	0,422999	0,857139	0,018312	9,991454	16,193615	-0,011964
-195,200000	0,430952	0,422877	0,857139	0,018312	9,991454	16,095953	-0,011353
-195,100000	0,430952	0,422877	0,857291	0,018312	9,991454	16,034914	-0,011353
-195,000000	0,430952	0,422633	0,857291	0,018312	9,991454	15,949460	-0,011353
-194,900000	0,430952	0,422511	0,857291	0,018312	9,991454	15,864005	-0,011353
-194,800000	0,430952	0,422511	0,857291	0,018312	9,991454	15,790758	-0,011353
-194,700000	0,430952	0,422389	0,857291	0,020753	9,991454	15,705304	-0,011353
-194,600000	0,430952	0,422267	0,857444	0,018312	9,991454	15,619850	-0,011353
-194,500000	0,430952	0,422145	0,857596	0,018312	9,991454	15,558811	-0,011353
-194,400000	0,430952	0,422145	0,857749	0,018312	9,991454	15,473356	-0,011353
-194,300000	0,424849	0,422145	0,857749	0,018312	9,991454	15,412317	-0,011353
-194,200000	0,424849	0,422267	0,857901	0,018312	9,991454	15,351278	-0,011353
-194,100000	0,424849	0,422267	0,857901	0,018312	9,991454	15,265825	-0,011353
-194,000000	0,424849	0,422389	0,858054	0,020753	9,991454	15,241408	-0,011353
-193,900000	0,424849	0,422511	0,858054	0,020753	9,991454	15,192577	-0,011353
-193,800000	0,424849	0,422633	0,858207	0,020753	9,991454	15,155954	-0,011353
-193,700000	0,424849	0,422877	0,858359	0,018312	9,991454	15,119331	-0,011353
-193,600000	0,418745	0,422877	0,858359	0,018312	9,991454	15,058292	-0,011353
-193,500000	0,418745	0,422877	0,858359	0,018312	9,991454	15,009460	-0,011353
-193,400000	0,424849	0,422755	0,858664	0,018312	9,991454	14,972838	-0,011353
-193,300000	0,424849	0,422755	0,858664	0,018312	9,991454	14,899591	-0,011353
-193,200000	0,424849	0,422633	0,858664	0,018312	9,991454	14,838552	-0,011353
-193,100000	0,418745	0,422755	0,858664	0,018312	9,991454	14,765306	-0,011353
-193,000000	0,418745	0,422755	0,858817	0,018312	9,991454	14,692059	-0,011353
-192,900000	0,424849	0,422755	0,858970	0,018312	9,991454	14,643229	-0,011353
-192,800000	0,424849	0,422633	0,858970	0,018312	9,991454	14,594397	-0,011353
-192,700000	0,424849	0,422633	0,859122	0,018312	9,991454	14,545566	-0,011353
-192,600000	0,424849	0,422633	0,859275	0,018312	9,991454	14,521150	-0,011353
-192,500000	0,424849	0,422511	0,859427	0,020753	9,991454	14,435696	-0,011353
-192,400000	0,424849	0,422389	0,859580	0,018312	9,991454	14,423487	-0,011353
-192,300000	0,424849	0,422267	0,859580	0,020753	9,991454	14,374657	-0,011353
-192,200000	0,424849	0,422267	0,859733	0,018312	9,991454	14,338034	-0,011353
-192,100000	0,418745	0,422145	0,859885	0,018312	9,991454	14,276995	-0,011353
-192,000000	0,418745	0,422145	0,859885	0,020753	9,991454	14,240371	-0,011353
-191,900000	0,418745	0,422145	0,860190	0,020753	9,991454	14,191541	-0,011353
-191,800000	0,418745	0,422145	0,860343	0,018312	9,991454	14,179333	-0,011353
-191,700000	0,418745	0,422267	0,860496	0,020753	9,991454	14,118294	-0,011353
-191,600000	0,418745	0,422267	0,860648	0,018312	9,991454	14,106085	-0,011353
-191,500000	0,418745	0,422511	0,860953	0,018312	9,991454	14,057255	-0,011353
-191,400000	0,418745	0,422633	0,861106	0,020753	9,991454	14,020632	-0,011353
-191,300000	0,424849	0,422511	0,861106	0,018312	9,991454	13,996216	-0,011353
-191,200000	0,424849	0,422511	0,861411	0,018312	9,991454	13,947384	-0,011353
-191,100000	0,424849	0,422389	0,861411	0,018312	9,991454	13,922969	-0,011353
-191,000000	0,424849	0,422267	0,861564	0,020753	9,991454	13,886346	-0,011353
-190,900000	0,424849	0,422267	0,861716	0,018312	9,991454	13,861931	-0,011353
-190,800000	0,430952	0,422145	0,861716	0,018312	9,991454	13,825307	-0,011353
-190,700000	0,430952	0,421901	0,862022	0,018312	9,991454	13,800892	-0,011353
-190,600000	0,430952	0,421657	0,862174	0,018312	9,991454	13,752060	-0,011353
-190,500000	0,430952	0,421535	0,862327	0,018312	9,991454	13,727645	-0,011353
-190,400000	0,430952	0,421412	0,862479	0,018312	9,991454	13,654398	-0,011353
-190,300000	0,430952	0,421412	0,862785	0,020753	9,991454	13,642189	-0,011353
-190,200000	0,430952	0,421412	0,862785	0,018312	9,991454	13,593359	-0,011353
-190,100000	0,430952	0,421412	0,862937	0,018312	9,991454	13,532320	-0,011353
-190,000000	0,430952	0,421412	0,863090	0,018312	9,991454	13,483488	-0,011353
-189,900000	0,430952	0,421412	0,863090	0,018312	9,991454	13,459073	-0,011353
-189,800000	0,430952	0,421535	0,863242	0,018312	9,991454	13,422450	-0,011353
-189,700000	0,430952	0,421535	0,863395	0,018312	9,991454	13,385826	-0,011353
-189,600000	0,424849	0,421412	0,863548	0,020753	9,991454	13,324787	-0,011353
-189,500000	0,424849	0,421412	0,863700	0,018312	9,991454	13,300372	-0,011353
-189,400000	0,424849	0,421412	0,863853	0,020753	9,991454	13,288164	-0,011353
-189,300000	0,424849	0,421412	0,864005	0,018312	9,991454	13,214918	-0,011353
-189,200000	0,418745	0,421535	0,864005	0,018312	9,991454	13,214918	-0,011353
-189,100000	0,418745	0,421412	0,864158	0,018312	9,991454	13,190502	-0,011353
-189,000000	0,418745	0,421412	0,864311	0,018312	9,991454	13,166086	-0,011353
-188,900000	0,418745	0,421412	0,864463	0,020753	9,991454	13,166086	-0,011353
-188,800000	0,412641	0,421412	0,864616	0,018312	9,991454	13,153878	-0,011353
-188,700000	0,412641	0,421412	0,864921	0,018312	9,991454	13,153878	-0,011353
-188,600000	0,412641	0,421412	0,865074	0,020753	9,991454	13,129463	-0,011353
-188,500000	0,412641	0,421412	0,865226	0,018312	9,991454	13,105048	-0,011353
-188,400000	0,412641	0,421412	0,865379	0,020753	9,991454	13,092840	-0,011353
-188,300000	0,412641	0,421412	0,865531	0,018312	9,991454	13,068424	-0,011353
-188,200000	0,412641	0,421412	0,865837	0,018312	9,991454	13,031801	-0,011353
-188,100000	0,412641	0,421412	0,865837	0,018312	9,991454	13,031801	-0,011353
-188,000000	0,418745	0,421535	0,866142	0,020753	9,991454	12,982970	-0,011353
-187,900000	0,418745	0,421535	0,866294	0,018312	9,991454	12,970762	-0,011353
-187,800000	0,418745	0,421535	0,866447	0,018312	9,991454	12,921932	-0,011353
-187,700000	0,418745	0,421535	0,866600	0,018312	9,991454	12,885308	-0,011353
-187,600000	0,418745	0,421535	0,866905	0,018312	9,991454	12,860891	-0,011353
-187,500000	0,418745	0,421657	0,867057	0,018312	9,991454	12,836476	-0,011353
-187,400000	0,418745	0,421535	0,867210	0,018312	9,991454	12,799853	-0,011353
-187,300000	0,424849	0,421535	0,867362	0,018312	9,991454	12,775438	-0,011353
-187,200000	0,424849	0,421290	0,867668	0,018312	9,991454	12,726607	-0,011353
-187,100000	0,424849	0,421168	0,867820	0,018312	9,991454	12,689983	-0,011353
-187,000000	0,424849	0,421046	0,867973	0,020753	9,991454	12,641152	-0,011353
-186,900000	0,424849	0,421046	0,868125	0,020753	9,991454	12,580113	-0,011353
-186,800000	0,424849	0,420924	0,868431	0,018312	9,991454	12,543489	-0,011353
-186,700000	0,424849	0,420924	0,868583	0,018312	9,991454	12,482451	-0,011353
-186,600000	0,424849	0,420924	0,868736	0,018312	9,991454	12,421412	-0,011353
-186,500000	0,424849	0,420924	0,869041	0,018312	9,991454	12,372581	-0,011353
-186,400000	0,424849	0,420924	0,869194	0,018312	9,991454	12,323750	-0,011353
-186,300000	0,424849	0,420924	0,869194	0,015870	9,991454	12,299335	-0,011353
-186,200000	0,424849	0,421046	0,869346	0,018312	9,991454	12,274919	-0,011353
-186,100000	0,424849	0,421168	0,869499	0,020753	9,991454	12,238297	-0,011353
-186,000000	0,424849	0,421168	0,869651	0,020753	9,991454	12,213880	-0,011353
-185,900000	0,424849	0,421046	0,869804	0,020753	9,991454	12,165050	-0,011353
-185,800000	0,424849	0,421046	0,870109	0,018312	9,991454	12,116218	-0,011353
-185,700000	0,424849	0,421046	0,870262	0,018312	9,991454	12,091803	-0,011353
-185,600000	0,424849	0,421046	0,870414	0,020753	9,991454	12,042972	-0,011353
-185,500000	0,424849	0,421046	0,870720	0,018312	9,991454	12,006349	-0,011353
-185,400000	0,424849	0,420924	0,870720	0,018312	9,991454	11,969725	-0,011353
-185,300000	0,424849	0,420802	0,871025	0,018312	9,991454	11,920893	-0,011353
-185,200000	0,424849	0,420802	0,871177	0,018312	9,991454	11,908686	-0,011353
-185,100000	0,424849	0,420680	0,871177	0,018312	9,991454	11,872063	-0,011353
-185,000000	0,430952	0,420680	0,871483	0,018312	9,991454	11,835440	-0,011353
-184,900000	0,430952	0,420680	0,871635	0,018312	9,991454	11,811024	-0,011353
-184,800000	0,430952	0,420558	0,871940	0,018312	9,991454	11,737777	-0,011353
-184,700000	0,430952	0,420558	0,872246	0,018312	9,991454	11,713362	-0,011353
-184,600000	0,430952	0,420436	0,872551	0,018312	9,991454	11,664530	-0,011353
-184,500000	0,430952	0,420436	0,872703	0,018312	9,991454	11,603491	-0,011353
-184,400000	0,424849	0,420436	0,873009	0,018312	9,991454	11,566868	-0,011353
-184,300000	0,424849	0,420436	0,873161	0,020753	9,991454	11,493621	-0,011353
-184,200000	0,424849	0,420436	0,873314	0,018312	9,991454	11,432582	-0,011353
-184,100000	0,424849	0,420558	0,873619	0,018312	9,991454	11,395959	-0,011353
-184,000000	0,424849	0,420558	0,873772	0,018312	9,991454	11,322713	-0,011353
-183,900000	0,424849	0,420680	0,873924	0,018312	9,991454	11,273881	-0,011353
-183,800000	0,418745	0,420680	0,874077	0,018312	9,991454	11,212843	-0,011353
-183,700000	0,418745	0,420680	0,874382	0,018312	9,991454	11,139595	-0,011353
-183,600000	0,418745	0,420680	0,874687	0,018312	9,991454	11,102972	-0,011353
-183,500000	0,418745	0,420680	0,874992	0,018312	9,991454	11,041933	-0,011353
-183,400000	0,412641	0,420680	0,875145	0,018312	9,991454	10,993103	-0,011353
-183,300000	0,412641	0,420680	0,875450	0,018312	9,991454	10,968687	-0,011353
-183,200000	0,412641	0,420680	0,875450	0,018312	9,991454	10,883232	-0,011353
-183,100000	0,412641	0,420558	0,875603	0,018312	9,991454	10,846609	-0,011353
-183,000000	0,412641	0,420558	0,875603	0,018312	9,991454	10,785570	-0,011353
-182,900000	0,412641	0,420436	0,875755	0,018312	9,991454	10,748947	-0,011353
-182,800000	0,418745	0,420314	0,875908	0,018312	9,991454	10,712323	-0,011353
-182,700000	0,418745	0,420314	0,876213	0,020753	9,991454	10,663492	-0,011353
-182,600000	0,418745	0,420314	0,876213	0,018312	9,991454	10,626869	-0,011353
-182,500000	0,418745	0,420436	0,876518	0,018312	9,991454	10,614661	-0,011353
-182,400000	0,418745	0,420436	0,876671	0,020753	9,991454	10,565830	-0,011353
-182,300000	0,424849	0,420558	0,876824	0,018312	9,991454	10,541415	-0,011353
-182,200000	0,424849	0,420680	0,876824	0,018312	9,991454	10,529207	-0,011353
-182,100000	0,424849	0,420680	0,876976	0,018312	9,991454	10,468168	-0,011353
-182,000000	0,424849	0,420680	0,876976	0,018312	9,991454	10,455960	-0,011353
-181,900000	0,430952	0,420680	0,877129	0,020753	9,991454	10,370506	-0,011353
-181,800000	0,430952	0,420680	0,877129	0,018312	9,991454	10,321674	-0,011353
-181,700000	0,430952	0,420680	0,877434	0,018312	9,991454	10,285052	-0,011353
-181,600000	0,430952	0,420558	0,877434	0,018312	9,991454	10,224012	-0,011353
-181,500000	0,430952	0,420436	0,877587	0,018312	9,991454	10,199596	-0,011353
-181,400000	0,437056	0,420314	0,877739	0,018312	9,991454	10,162973	-0,011353
-181,300000	0,437056	0,420314	0,877739	0,018312	9,991454	10,089727	-0,011353
-181,200000	0,430952	0,420192	0,877892	0,018312	9,991454	10,053104	-0,011353
-181,100000	0,437056	0,420192	0,878044	0,018312	9,991454	9,992064	-0,011353
-181,000000	0,437056	0,420070	0,878044	0,018312	9,991454	9,918818	-0,011353
-180,900000	0,430952	0,420070	0,878197	0,018312	9,991454	9,882195	-0,011353
-180,800000	0,430952	0,419948	0,878349	0,018312	9,991454	9,784533	-0,011353
-180,700000	0,430952	0,419948	0,878502	0,018312	9,991454	9,735702	-0,011353
-180,600000	0,430952	0,419948	0,878502	0,018312	9,991454	9,686871	-0,011353
-180,500000	0,430952	0,419948	0,878655	0,020753	9,991454	9,613624	-0,011353
-180,400000	0,424849	0,420070	0,878807	0,018312	9,991454	9,564793	-0,011353
-180,300000	0,424849	0,420070	0,878960	0,020753	9,991454	9,491547	-0,011353
-180,200000	0,424849	0,420192	0,879112	0,018312	9,991454	9,442715	-0,011353
-180,100000	0,424849	0,420192	0,879265	0,018312	9,991454	9,406092	-0,011353
-180,000000	0,418745	0,420436	0,879265	0,018312	9,991454	9,332846	-0,011353
-179,900000	0,418745	0,420680	0,879418	0,018312	9,991454	9,284014	-0,011353
-179,800000	0,418745	0,420680	0,879570	0,018312	9,991454	9,271806	-0,011964
-179,700000	0,418745	0,420680	0,879723	0,018312	9,991454	9,198560	-0,011353
-179,600000	0,412641	0,420802	0,879875	0,018312	9,991454	9,161936	-0,011353
-179,500000	0,412641	0,420802	0,880028	0,018312	9,991454	9,100897	-0,011353
-179,400000	0,412641	0,420802	0,880181	0,018312	9,991454	9,052066	-0,011964
-179,300000	0,412641	0,420802	0,880486	0,018312	9,991454	9,015443	-0,011353
-179,200000	0,412641	0,420558	0,880486	0,018312	9,991454	8,942196	-0,011964
-179,100000	0,412641	0,420436	0,880638	0,020753	9,991454	8,917781	-0,011353
-179,000000	0,412641	0,420314	0,880944	0,015870	9,991454	8,881157	-0,011964
-178,900000	0,412641	0,420192	0,881096	0,020753	9,991454	8,832326	-0,011964
-178,800000	0,412641	0,420070	0,881249	0,018312	9,991454	8,795703	-0,011353
-178,700000	0,412641	0,419825	0,881401	0,018312	9,991454	8,759080	-0,011964
-178,600000	0,412641	0,419825	0,881707	0,020753	9,991454	8,698041	-0,011964
-178,500000	0,412641	0,419825	0,881859	0,018312	9,991454	8,649210	-0,011353
-178,400000	0,412641	0,419948	0,882012	0,018312	9,991454	8,563755	-0,011353
-178,300000	0,412641	0,419948	0,882164	0,015870	9,991454	8,502716	-0,011964
-178,200000	0,412641	0,420070	0,882317	0,018312	9,991454	8,441677	-0,011353
-178,100000	0,418745	0,420192	0,882470	0,018312	9,991454	8,356223	-0,011964
-178,000000	0,418745	0,420436	0,882622	0,018312	9,991454	8,307392	-0,011964
-177,900000	0,418745	0,420680	0,882775	0,020753	9,991454	8,234145	-0,011964
-177,800000	0,418745	0,420802	0,883080	0,018312	9,991454	8,148690	-0,011964
-177,700000	0,418745	0,420802	0,883233	0,018312	9,991454	8,087652	-0,011964
-177,600000	0,424849	0,420924	0,883385	0,018312	9,991454	7,989989	-0,011964
-177,500000	0,424849	0,420924	0,883690	0,018312	9,991454	7,916743	-0,011964
-177,400000	0,424849	0,421046	0,883843	0,018312	9,991454	7,855704	-0,011964
-177,300000	0,424849	0,420924	0,883996	0,018312	9,991454	7,758041	-0,011964
-177,200000	0,424849	0,420924	0,884301	0,015870	9,991454	7,672587	-0,011964
-177,100000	0,424849	0,420802	0,884606	0,018312	9,991454	7,587133	-0,011964
-177,000000	0,424849	0,420558	0,884606	0,018312	9,991454	7,489471	-0,011964
-176,900000	0,424849	0,420436	0,884759	0,015870	9,991454	7,428432	-0,011964
-176,800000	0,430952	0,420314	0,885064	0,020753	9,991454	7,318562	-0,011964
-176,700000	0,430952	0,420192	0,885216	0,018312	9,991454	7,233108	-0,011964
-176,600000	0,430952	0,419948	0,885369	0,020753	9,991454	7,147653	-0,011964
-176,500000	0,430952	0,419948	0,885522	0,020753	9,991454	7,049991	-0,011964
-176,400000	0,430952	0,419825	0,885674	0,018312	9,991454	6,976744	-0,011964
-176,300000	0,430952	0,419825	0,885979	0,018312	9,991454	6,891290	-0,011964
-176,200000	0,430952	0,419948	0,886132	0,018312	9,991454	6,830251	-0,011964
-176,100000	0,430952	0,419948	0,886285	0,018312	9,991454	6,757004	-0,011964
-176,000000	0,430952	0,420192	0,886285	0,018312	9,991454	6,683757	-0,011964
-175,900000	0,430952	0,420314	0,886285	0,018312	9,991454	6,610511	-0,011964
-175,800000	0,430952	0,420436	0,886437	0,018312	9,991454	6,561680	-0,011964
-175,700000	0,430952	0,420436	0,886590	0,015870	9,991454	6,464018	-0,011964
-175,600000	0,430952	0,420680	0,886590	0,018312	9,991454	6,415186	-0,011964
-175,500000	0,430952	0,420802	0,886590	0,018312	9,991454	6,329732	-0,011964
-175,400000	0,430952	0,420802	0,886742	0,018312	9,991454	6,244277	-0,011964
-175,300000	0,430952	0,420680	0,886895	0,018312	9,991454	6,158823	-0,011964
-175,200000	0,424849	0,420680	0,886895	0,018312	9,991454	6,048953	-0,011964
-175,100000	0,424849	0,420558	0,887048	0,018312	9,991454	5,987914	-0,011964
-175,000000	0,424849	0,420558	0,887048	0,018312	9,991454	5,890252	-0,011964
-174,900000	0,424849	0,420436	0,887200	0,018312	9,991454	5,792590	-0,011964
-174,800000	0,424849	0,420314	0,887353	0,020753	9,991454	5,682720	-0,011964
-174,700000	0,424849	0,420192	0,887353	0,018312	9,991454	5,609473	-0,011964
-174,600000	0,424849	0,420070	0,887505	0,018312	9,991454	5,511811	-0,011964
-174,500000	0,424849	0,419948	0,887505	0,018312	9,991454	5,426357	-0,011964
-174,400000	0,424849	0,419948	0,887505	0,020753	9,991454	5,328694	-0,011964
-174,300000	0,424849	0,419948	0,887505	0,018312	9,991454	5,243240	-0,011964
-174,200000	0,424849	0,419948	0,887658	0,018312	9,991454	5,157785	-0,011964
-174,100000	0,424849	0,419948	0,887811	0,020753	9,991454	5,047915	-0,011964
-174,000000	0,424849	0,420070	0,887963	0,018312	9,991454	4,962461	-0,011964
-173,900000	0,424849	0,420192	0,887963	0,018312	9,991454	4,840383	-0,011964
-173,800000	0,418745	0,420436	0,888116	0,018312	9,991454	4,742721	-0,011964
-173,700000	0,418745	0,420558	0,888268	0,018312	9,991454	4,620643	-0,011964
-173,600000	0,418745	0,420802	0,888268	0,018312	9,991454	4,510774	-0,011964
-173,500000	0,418745	0,420802	0,888421	0,018312	9,991454	4,400903	-0,011964
-173,400000	0,418745	0,420924	0,888421	0,020753	9,991454	4,315449	-0,011964
-173,300000	0,418745	0,421046	0,888574	0,018312	9,991454	4,205579	-0,011964
-173,200000	0,424849	0,421168	0,888726	0,018312	9,991454	4,132332	-0,011964
-173,100000	0,424849	0,421168	0,888726	0,018312	9,991454	4,034670	-0,011964
-173,000000	0,424849	0,421168	0,888879	0,018312	9,991454	3,961423	-0,011964
-172,900000	0,424849	0,421168	0,889031	0,018312	9,991454	3,888177	-0,011964
-172,800000	0,424849	0,421046	0,889184	0,020753	9,991454	3,802722	-0,011964
-172,700000	0,424849	0,420924	0,889184	0,018312	9,991454	3,741683	-0,011964
-172,600000	0,424849	0,420680	0,889337	0,018312	9,991454	3,680645	-0,011964
-172,500000	0,424849	0,420558	0,889489	0,018312	9,991454	3,582983	-0,011964
-172,400000	0,418745	0,420436	0,889489	0,018312	9,991454	3,497528	-0,011964
-172,300000	0,418745	0,420436	0,889642	0,018312	9,991454	3,399866	-0,011964
-172,200000	0,418745	0,420436	0,889794	0,018312	9,991454	3,302203	-0,011964
-172,100000	0,418745	0,420436	0,889794	0,020753	9,991454	3,192334	-0,011964
-172,000000	0,418745	0,420436	0,889947	0,018312	9,991454	3,082464	-0,011964
-171,900000	0,418745	0,420436	0,889947	0,018312	9,991454	3,021425	-0,011964
-171,800000	0,418745	0,420558	0,890099	0,018312	9,991454	2,923763	-0,011964
-171,700000	0,418745	0,420680	0,890099	0,018312	9,991454	2,826100	-0,011964
-171,600000	0,418745	0,420680	0,890252	0,018312	9,991454	2,752854	-0,011964
-171,500000	0,418745	0,420680	0,890405	0,018312	9,991454	2,655191	-0,011964
-171,400000	0,424849	0,420680	0,890405	0,018312	9,991454	2,581945	-0,011964
-171,300000	0,424849	0,420802	0,890557	0,018312	9,991454	2,484282	-0,011964
-171,200000	0,424849	0,420924	0,890710	0,018312	9,991454	2,386620	-0,011964
-171,100000	0,424849	0,420924	0,890710	0,020753	9,991454	2,337789	-0,011964
-171,000000	0,430952	0,420924	0,890862	0,015870	9,991454	2,227919	-0,011964
-170,900000	0,430952	0,420924	0,891015	0,018312	9,991454	2,130257	-0,011964
-170,800000	0,430952	0,420924	0,891015	0,018312	9,991454	2,032595	-0,011964
-170,700000	0,430952	0,420924	0,891168	0,018312	9,991454	1,922725	-0,011964
-170,600000	0,430952	0,420802	0,891168	0,018312	9,991454	1,837270	-0,011964
-170,500000	0,430952	0,420680	0,891320	0,018312	9,991454	1,776232	-0,011964
-170,400000	0,430952	0,420680	0,891473	0,018312	9,991454	1,654154	-0,011964
-170,300000	0,430952	0,420680	0,891473	0,020753	9,991454	1,605323	-0,011964
-170,200000	0,430952	0,420558	0,891625	0,018312	9,991454	1,519868	-0,011964
-170,100000	0,424849	0,420436	0,891778	0,018312	9,991454	1,446622	-0,011964
-170,000000	0,424849	0,420314	0,891931	0,018312	9,991454	1,385583	-0,011964
-169,900000	0,424849	0,420314	0,892083	0,020753	9,991454	1,324544	-0,011964
-169,800000	0,418745	0,420314	0,892236	0,018312	9,991454	1,263505	-0,011964
-169,700000	0,418745	0,420314	0,892236	0,018312	9,991454	1,202466	-0,011964
-169,600000	0,418745	0,420314	0,892388	0,018312	9,991454	1,141427	-0,011964
-169,500000	0,418745	0,420436	0,892388	0,018312	9,991454	1,055973	-0,011964
-169,400000	0,418745	0,420558	0,892388	0,018312	9,991454	0,994934	-0,011964
-169,300000	0,418745	0,420680	0,892541	0,018312	9,991454	0,885064	-0,011964
-169,200000	0,418745	0,420924	0,892846	0,018312	9,991454	0,836233	-0,011964
-169,100000	0,418745	0,421046	0,892999	0,018312	9,991454	0,714155	-0,011964
-169,000000	0,418745	0,421046	0,893151	0,018312	9,991454	0,653116	-0,011964
-168,900000	0,418745	0,421168	0,893304	0,018312	9,991454	0,579869	-0,011964
-168,800000	0,418745	0,421168	0,893457	0,020753	9,991454	0,469999	-0,011964
-168,700000	0,418745	0,421168	0,893609	0,018312	9,991454	0,396753	-0,011964
-168,600000	0,418745	0,421168	0,893762	0,018312	9,991454	0,323506	-0,011964
-168,500000	0,418745	0,421168	0,893762	0,018312	9,991454	0,225844	-0,011964
-168,400000	0,418745	0,421168	0,893914	0,018312	9,991454	0,164805	-0,011964
-168,300000	0,418745	0,421168	0,893914	0,020753	9,991454	0,079351	-0,011964
-168,200000	0,418745	0,421168	0,894220	0,018312	9,991454	0,006104	-0,011964
-168,100000	0,418745	0,421168	0,894372	0,018312	9,991454	-0,042727	-0,011964
-168,000000	0,418745	0,421168	0,894525	0,018312	9,991454	-0,152597	-0,011964
-167,900000	0,418745	0,421290	0,894677	0,020753	9,991454	-0,189221	-0,011964
-167,800000	0,418745	0,421290	0,894677	0,018312	9,991454	-0,274675	-0,011964
-167,700000	0,418745	0,421290	0,894830	0,020753	9,991454	-0,347922	-0,011964
-167,600000	0,418745	0,421168	0,894830	0,018312	9,991454	-0,396753	-0,011964
-167,500000	0,418745	0,421168	0,894830	0,018312	9,991454	-0,469999	-0,011964
-167,400000	0,418745	0,421168	0,894830	0,018312	9,991454	-0,543246	-0,011964
-167,300000	0,418745	0,421168	0,894983	0,018312	9,991454	-0,592077	-0,011964
-167,200000	0,424849	0,421168	0,894983	0,018312	9,991454	-0,665324	-0,011964
-167,100000	0,424849	0,421046	0,895135	0,018312	9,991454	-0,701947	-0,011964
-167,000000	0,424849	0,421046	0,895288	0,020753	9,991454	-0,762986	-0,011964
-166,900000	0,424849	0,421168	0,895593	0,018312	9,991454	-0,836233	-0,011964
-166,800000	0,430952	0,421168	0,895593	0,018312	9,991454	-0,872856	-0,011964
-166,700000	0,430952	0,421168	0,895746	0,018312	9,991454	-0,946103	-0,011964
-166,600000	0,430952	0,421290	0,895746	0,020753	9,991454	-0,994934	-0,011964
-166,500000	0,430952	0,421412	0,895898	0,018312	9,991454	-1,055973	-0,011964
-166,400000	0,430952	0,421412	0,895746	0,018312	9,991454	-1,129219	-0,011964
-166,300000	0,430952	0,421535	0,895898	0,018312	9,991454	-1,178050	-0,011964
-166,200000	0,430952	0,421535	0,895898	0,018312	9,991454	-1,251297	-0,011964
-166,100000	0,430952	0,421535	0,896051	0,018312	9,991454	-1,324544	-0,011964
-166,000000	0,430952	0,421535	0,896051	0,018312	9,991454	-1,361167	-0,011964
-165,900000	0,430952	0,421412	0,896203	0,018312	9,991454	-1,446622	-0,011964
-165,800000	0,430952	0,421412	0,896203	0,018312	9,991454	-1,507660	-0,011964
-165,700000	0,430952	0,421412	0,896356	0,018312	9,991454	-1,556492	-0,011964
-165,600000	0,430952	0,421412	0,896356	0,020753	9,991454	-1,629738	-0,011964
-165,500000	0,430952	0,421412	0,896509	0,018312	9,991454	-1,678569	-0,011964
-165,400000	0,424849	0,421412	0,896509	0,018312	9,991454	-1,751816	-0,011964
-165,300000	0,424849	0,421412	0,896661	0,018312	9,991454	-1,812855	-0,011964
-165,200000	0,424849	0,421535	0,896661	0,018312	9,991454	-1,861686	-0,011964
-165,100000	0,424849	0,421412	0,896814	0,018312	9,991454	-1,947140	-0,011964
-165,000000	0,424849	0,421535	0,896814	0,018312	9,991454	-1,995971	-0,011964
-164,900000	0,424849	0,421535	0,896966	0,020753	9,991454	-2,044803	-0,011964
-164,800000	0,418745	0,421535	0,896966	0,018312	9,991454	-2,105841	-0,011964
-164,700000	0,418745	0,421535	0,897119	0,018312	9,991454	-2,142465	-0,011964
-164,600000	0,418745	0,421535	0,897119	0,018312	9,991454	-2,179088	-0,011964
-164,500000	0,418745	0,421535	0,897272	0,018312	9,991454	-2,227919	-0,011964
-164,400000	0,418745	0,421657	0,897424	0,018312	9,991454	-2,252335	-0,011964
-164,300000	0,418745	0,421657	0,897424	0,018312	9,991454	-2,325582	-0,011964
-164,200000	0,418745	0,421779	0,897577	0,018312	9,991454	-2,349997	-0,011964
-164,100000	0,418745	0,421779	0,897729	0,018312	9,991454	-2,386620	-0,011964
-164,000000	0,418745	0,421779	0,897729	0,018312	9,991454	-2,459867	-0,011964
-163,900000	0,418745	0,421779	0,897882	0,018312	9,991454	-2,496490	-0,011964
-163,800000	0,418745	0,421901	0,898035	0,018312	9,991454	-2,545321	-0,011964
-163,700000	0,418745	0,421901	0,898187	0,018312	9,991454	-2,618568	-0,011964
-163,600000	0,418745	0,421901	0,898340	0,018312	9,991454	-2,642983	-0,011964
-163,500000	0,418745	0,421901	0,898340	0,018312	9,991454	-2,728438	-0,011964
-163,400000	0,424849	0,421901	0,898492	0,018312	9,991454	-2,777269	-0,011964
-163,300000	0,424849	0,421901	0,898645	0,020753	9,991454	-2,813892	-0,011964
-163,200000	0,424849	0,421901	0,898645	0,018312	9,991454	-2,899347	-0,011964
-163,100000	0,424849	0,421901	0,898798	0,018312	9,991454	-2,923763	-0,011964
-163,000000	0,424849	0,421901	0,898950	0,018312	9,991454	-2,960386	-0,011964
-162,900000	0,424849	0,421901	0,899103	0,020753	9,991454	-3,009217	-0,011964
-162,800000	0,424849	0,422023	0,899255	0,018312	9,991454	-3,045840	-0,011964
-162,700000	0,424849	0,422023	0,899408	0,018312	9,991454	-3,082464	-0,011964
-162,600000	0,424849	0,422023	0,899408	0,018312	9,991454	-3,131294	-0,011964
-162,500000	0,424849	0,422023	0,899561	0,018312	9,991454	-3,143502	-0,011964
