Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	Brennraumvolumen [m3]	p_mitWandwärmeverlust [Pa]	p_Reale Ladung [Pa]	p_Verbrennungslage [Pa]	p_HC_CO [Pa]	p_realer Brennverlauf [Pa]
-92.0	 0.0034994096460932945	 3.073399716471826E-4	 192238.174092397	 190455.82791625778	 189561.5583745138	 188754.20486904195	 188611.9577357785	 
-91.0	 0.00358272892338123	 3.03454073573185E-4	 195651.4942418469	 193750.1158395326	 192806.24392889848	 191954.4419529774	 191835.07900504183	 
-90.0	 0.0036660482006691656	 2.9954586926236035E-4	 199141.71542580775	 197164.4856247248	 196168.51854689792	 195270.0602947648	 195132.84247232424	 
-89.0	 0.003749367477957101	 2.956165388682519E-4	 202779.6302640733	 200704.1045883555	 199653.4077928971	 198705.96129132662	 198566.7872841276	 
-88.0	 0.0038326867552450367	 2.916672896263115E-4	 206589.29936722302	 204374.40791638382	 203266.19609756416	 202267.29739605702	 202157.95757249606	 
-87.0	 0.0039160060325329725	 2.87699355469197E-4	 210508.87772123847	 208181.11432437378	 207012.44179529877	 205959.4866208036	 205853.1299541858	 
-86.0	 0.003999325309820908	 2.837139966000499E-4	 214483.43810930752	 212130.2427187431	 210897.99311669898	 209788.2279535608	 209605.4878301536	 
-85.0	 0.004082644587108843	 2.797124990240232E-4	 218641.23361278255	 216228.12992528334	 214929.00519869244	 213759.51775151963	 213525.75745511355	 
-84.0	 0.004165963864396779	 2.756961740384275E-4	 223064.57216778895	 220481.44955528204	 219111.95817884995	 217879.66717276187	 217685.27304018274	 
-83.0	 0.004249283141684715	 2.7166635768197675E-4	 227552.40661778703	 224897.23208390042	 223453.6764444321	 222155.3207136771	 221911.00526966035	 
-82.0	 0.0043326024189726505	 2.676244101437052E-4	 232233.65329128734	 229482.88621994958	 227961.34911090074	 226593.47592310337	 226314.48461988193	 
-81.0	 0.004415921696260585	 2.6357171513223163E-4	 237163.33914400853	 234246.22165085262	 232642.5518089439	 231201.50436823277	 230943.47543078105	 
-80.0	 0.004499240973548521	 2.595096792061458E-4	 242244.17690647952	 239195.4732513502	 237505.26986348338	 235987.17393145303	 235714.48698257204	 
-79.0	 0.004582560250836457	 2.5543973106637616E-4	 247541.7823177757	 244339.32684937803	 242557.92295263722	 240958.67252148982	 240684.51626655058	 
-78.0	 0.004665879528124393	 2.5136332081149943E-4	 252994.59069098323	 249686.94664746968	 247809.39133914534	 246124.63328642488	 245800.9949539817	 
-77.0	 0.0047491988054123285	 2.472819191570252E-4	 258721.14311489905	 255248.0044029692	 253269.04377128778	 251494.16142034627	 251166.4217661388	 
-76.0	 0.004832518082700263	 2.431970166197815E-4	 264809.2719324642	 261032.7104752022	 258946.76715476258	 257076.86265946628	 256856.73167767326	 
-75.0	 0.004915837359988199	 2.3911012266859903E-4	 270970.51048590324	 267051.84685246914	 264852.99810126005	 262882.8735674435	 262624.31091244845	 
-74.0	 0.004999156637276135	 2.3502276484256058E-4	 277372.78926708514	 273316.8022761839	 270998.75646346936	 268922.8937132622	 268614.07957853976	 
-73.0	 0.005082475914564071	 2.3093648783815675E-4	 284082.95033662324	 279839.60958354885	 277395.6809698505	 275208.2198482282	 274883.94269543013	 
-72.0	 0.005165795191852006	 2.268528525667451E-4	 290963.3092635279	 286632.98539367766	 284056.067075546	 281750.7821912871	 281316.45863515465	 
-71.0	 0.005249114469139941	 2.2277343518376476E-4	 298278.8756005005	 293710.37226484343	 290992.9071480917	 288563.1829337609	 288139.3468248102	 
-70.0	 0.005332433746427877	 2.1869982609121533E-4	 305832.7198515041	 301085.983452307	 298219.93310789135	 295658.73707551474	 295184.4864746101	 
-69.0	 0.005415753023715813	 2.1463362891494716E-4	 313693.2430799591	 308774.85039666714	 305751.66164344683	 303051.51570422185	 302511.10331342224	 
-68.0	 0.005499072301003749	 2.1057645945835163E-4	 321953.77363901254	 316792.8730715259	 313603.4421197593	 310756.391827472	 310199.7785970713	 
-67.0	 0.0055823915782916836	 2.0652994463407276E-4	 330497.7596171965	 325156.87331603933	 321791.50729470665	 318789.088863552	 318151.37066391465	 
-66.0	 0.005665710855579619	 2.0249572137539095E-4	 339392.4061538519	 333884.65127212345	 330333.0269520824	 327166.23189035634	 326424.38249465334	 
-65.0	 0.005749030132867555	 1.9847543552894406E-4	 348746.15197427815	 342995.0450370889	 339246.1645507466	 335905.40174248203	 335112.3284596182	 
-64.0	 0.005832349410155491	 1.9447074073047674E-4	 358570.7091731016	 352507.99362954963	 348550.13697629597	 345025.1920334459	 344225.9059513713	 
-63.0	 0.005915668687443426	 1.9048329726530875E-4	 368730.66783661884	 362444.60334872745	 358265.27746397007	 354545.2691623382	 353650.1533731443	 
-62.0	 0.0059989879647313615	 1.8651477091522742E-4	 379404.773329647	 372827.2175837057	 368413.10173817334	 364486.4353411257	 363538.94318505237	 
-61.0	 0.006082307242019297	 1.8256683179349934E-4	 390499.1741218889	 383679.4900985558	 379016.377383845	 374870.6946491242	 373813.0657293938	 
-60.0	 0.006165626519307233	 1.7864115316969869E-4	 402102.58408174064	 395026.46178010956	 390099.1964265536	 385721.32208353124	 384549.24859074235	 
-59.0	 0.006248945796595169	 1.7473941028603188E-4	 414334.7297453005	 406894.6407857737	 401687.0510500065	 397062.9355277915	 395850.6439198035	 
-58.0	 0.006332265073883104	 1.7086327916683133E-4	 427040.8927023155	 419312.0859671651	 413806.91231971816	 408921.5705011088	 407586.3350545914	 
-57.0	 0.0064155843511710395	 1.6701443542285933E-4	 440352.2885106818	 432308.493369132	 426487.3117076405	 421324.7574804795	 419869.50044518785	 
-56.0	 0.006498903628458975	 1.6319455305205402E-4	 454313.03573923063	 445915.2855101632	 439758.42512199795	 434301.60149869375	 432738.9365846646	 
-55.0	 0.006582222905746911	 1.594053032383084E-4	 468944.8067543917	 460165.70303606556	 453652.1590363332	 447882.8636149132	 446214.3985588086	 
-54.0	 0.006665542183034846	 1.5564835314984895E-4	 484215.9218925323	 475094.898200392	 468202.2381783391	 462101.04372532095	 460270.34368341166	 
-53.0	 0.006748861460322782	 1.5192536473874647E-4	 500219.8656120409	 490740.02945812105	 483444.29407832754	 476990.46402605076	 474987.75664835196	 
-52.0	 0.0068321807376107175	 1.4823799354304857E-4	 516936.6789489268	 507140.3562585882	 499415.9535844982	 492587.35225467704	 490351.41149653494	 
-51.0	 0.006915500014898653	 1.4458788749299102E-4	 534450.1669214797	 524337.33288398	 516156.92622214486	 508929.92361487885	 506434.06238645467	 
-50.0	 0.006998819292186589	 1.4097668572269403E-4	 552918.5984383505	 542374.6998944035	 533709.0890005128	 526058.4600257066	 523371.4705251868	 
-49.0	 0.007082138569474524	 1.3740601738871286E-4	 572295.793034142	 561298.5714023578	 552116.566947314	 544015.3850256464	 541126.4498414737	 
-48.0	 0.00716545784676246	 1.3387750049675756E-4	 592641.5948343105	 581157.5160002467	 571425.807269273	 562845.3322951427	 559751.6772943885	 
-47.0	 0.0072487771240503955	 1.3039274073785837E-4	 613971.051570234	 602002.6286953656	 591685.6445890323	 582595.2053313581	 579261.8555191689	 
-46.0	 0.007332096401338331	 1.26953330335195E-4	 636364.9683229125	 623887.5906577215	 612947.3541850194	 603314.2253069767	 599727.6540690447	 
-44.999999999999986	 0.007415415678626267	 1.235608469027645E-4	 659746.4351052734	 646868.7129465066	 635264.6895515631	 625053.9635614099	 621086.3743836421	 
-44.0	 0.007498734955914202	 1.2021685231700715E-4	 684342.3613667858	 671004.9596398372	 658693.8998911423	 647868.3544979931	 643532.2015483858	 
-43.0	 0.007582054233202138	 1.169228916024625E-4	 710143.5721762397	 696357.9449380377	 683293.7223385127	 671813.6838846549	 667060.175050264	 
-42.0	 0.0076653735104900735	 1.1368049183247645E-4	 737298.9066486929	 722991.8978319754	 709125.3427870906	 696948.5466683096	 691798.586842608	 
-40.999999999999986	 0.007748692787778009	 1.1049116104592255E-4	 765851.5542126301	 750973.5868142413	 736252.3181317387	 723333.7674059398	 717786.6708013358	 
-39.999999999999986	 0.007832012065065945	 1.0735638718086164E-4	 795673.3763096501	 780372.1958536074	 764740.4515511245	 751032.2752807993	 744919.3324500595	 
-38.999999999999986	 0.00791533134235388	 1.0427763702600159E-4	 826993.1556947416	 811259.1414464336	 794657.6111221276	 780108.9244060254	 773392.6650666718	 
-37.999999999999986	 0.007998650619641817	 1.0125635519077657E-4	 859859.6972354796	 843707.8190016248	 826073.4805880499	 810630.2487203694	 803251.1960204489	 
-37.0	 0.00808196989692975	 9.829396309481523E-5	 894134.9479231163	 877409.5361086729	 858712.0292180339	 842347.6126205834	 834445.7347378202	 
-36.0	 0.008165289174217686	 9.539185797751669E-5	 928692.5448525429	 910782.7977995801	 891147.3941309653	 873965.6111074436	 866312.3511387919	 
-35.0	 0.008248608451505622	 9.255141192841068E-5	 964817.029507056	 945723.3654622394	 925099.731549476	 907056.7288637355	 899632.4100906397	 
-34.0	 0.008331927728793558	 8.977397093892696E-5	 1001280.1667054736	 982290.4055642068	 960626.0917918418	 941676.1659508939	 933373.9975960982	 
-33.0	 0.008415247006081494	 8.706085397616297E-5	 1040051.4828871458	 1020541.2209200177	 997781.717323557	 977877.3617773242	 969206.5644537231	 
-31.999999999999986	 0.00849856628336943	 8.441335207918577E-5	 1082446.7691398412	 1060530.2641332436	 1036619.0917804533	 1015711.0749198733	 1008258.7602255035	 
-30.999999999999986	 0.008581885560657365	 8.183272747837653E-5	 1124974.566251181	 1102307.9737082848	 1077186.818341482	 1055224.2980951848	 1047574.7614829445	 
-29.999999999999986	 0.008665204837945301	 7.932021273827083E-5	 1170910.9181566404	 1145919.4130427428	 1119528.3084267483	 1096458.9899230695	 1089945.4478165074	 
-28.999999999999986	 0.008748524115233237	 7.687700992432395E-5	 1219335.8346235347	 1191402.6928231455	 1163680.2619945912	 1139450.6054111733	 1134596.449059851	 
-28.0	 0.00883184339252117	 7.450428979398767E-5	 1266022.4503123509	 1238787.158621975	 1209670.9219336787	 1184226.4082674598	 1177938.7218760708	 
-27.0	 0.008915162669809107	 7.220319101244787E-5	 1316403.8312473362	 1288091.3280510623	 1257518.0874978239	 1230803.550508608	 1224592.4068966531	 
-26.0	 0.008998481947097042	 6.997481939335046E-5	 1371274.62117984	 1339320.5660379122	 1307226.8757696813	 1279186.9087222703	 1275256.5101728952	 
-25.0	 0.009081801224384978	 6.782024716479755E-5	 1425778.2556144986	 1393053.216546274	 1359319.0159928913	 1329850.6665532072	 1325689.5912246846	 
-24.0	 0.009165120501672914	 6.574051226088119E-5	 1484464.0731532162	 1451813.3901293417	 1416070.0184441754	 1384861.920672463	 1379328.049946824	 
-22.999999999999986	 0.00924843977896085	 6.373661763898431E-5	 1545791.648882552	 1512752.3311680353	 1474901.7547675828	 1441869.9305236086	 1435352.9879187348	 
-21.999999999999986	 0.009331759056248785	 6.180953062305986E-5	 1606672.0617913576	 1575812.621512561	 1535757.3322001814	 1500818.3362965516	 1491154.9730008808	 
-20.999999999999986	 0.009415078333536721	 5.996018227306878E-5	 1673343.173921101	 1640907.0313071846	 1598551.2304336035	 1561623.1724410295	 1552021.5518492635	 
-19.999999999999986	 0.009498397610824657	 5.818946678074342E-5	 1745963.2771411834	 1707914.359814933	 1663165.343470348	 1624169.0809860812	 1618111.2210161374	 
-19.0	 0.009581716888112591	 5.6498240891815664E-5	 1825523.4540482843	 1776675.1973944192	 1729444.9518352728	 1688305.4627116048	 1690279.287321191	 
-18.0	 0.009665036165400527	 5.488732335483386E-5	 1921157.2338113012	 1846987.7411326326	 1797194.7520581451	 1753842.688254706	 1776338.7777845478	 
-17.0	 0.009748355442688462	 5.335749439667509E-5	 2035599.256813325	 1918603.8342491344	 1866175.106017336	 1820548.5252636692	 1878638.6063064549	 
-16.0	 0.009831674719976398	 5.190949522484199E-5	 2171858.5487645213	 1991225.4388809383	 1936098.7101192605	 1888144.9733143146	 1999763.8779621217	 
-15.0	 0.009914993997264334	 5.0544027556622575E-5	 2335473.735928736	 2064501.7906812173	 2006627.9209460646	 1956305.7331400767	 2144460.3808489577	 
-13.999999999999986	 0.00999831327455227	 4.926175317517407E-5	 2518876.248345521	 2138027.518260438	 2077373.0065483456	 2024654.5675582476	 2306269.2475214624	 
-12.999999999999986	 0.010081632551840206	 4.806329351258489E-5	 2718885.200068779	 2211342.036291587	 2147891.616647813	 2092764.834154813	 2482433.2653965694	 
-11.999999999999986	 0.010164951829128141	 4.694922925995442E-5	 2932274.624667487	 2283930.5326429396	 2217689.77548551	 2160160.4794010366	 2670191.9188660504	 
-10.999999999999986	 0.010248271106416077	 4.592010000452763E-5	 3149564.5829098877	 2355226.861216599	 2286224.692257783	 2226318.7750459677	 2861588.9361163103	 
-10.0	 0.010331590383704011	 4.49764038939033E-5	 3364860.524349138	 2424618.6173518966	 2352909.650458894	 2290675.0450791516	 3051750.4068270475	 
-9.0	 0.010414909660991947	 4.4118597327341114E-5	 3573312.601406339	 2491454.6067158002	 2417121.174321027	 2352629.5708667897	 3236608.8710438106	 
-8.0	 0.010498228938279883	 4.334709467417403E-5	 3769778.6959572956	 2555054.81855741	 2478208.575136197	 2411556.7706347927	 3411792.9485062733	 
-7.0	 0.010581548215567818	 4.266226801933781E-5	 3951312.5841163443	 2614722.880225872	 3761223.0213233987	 3641135.1729755495	 3574765.5113704787	 
-6.0	 0.010664867492855754	 4.2064446936019114E-5	 4115200.923897475	 2669760.80636463	 5016581.894699091	 4839347.097675389	 3723175.75269233	 
-5.0	 0.01074818677014369	 4.155391828542205E-5	 4260455.595780985	 2719485.672603824	 5106478.701693685	 4925228.571468872	 3856114.688269984	 
-4.0	 0.010831506047431626	 4.113092604365344E-5	 4387921.654000712	 2763247.6543557756	 5185554.049946107	 5000760.367213649	 3974236.6342783254	 
-3.0	 0.010914825324719562	 4.079567115571731E-5	 4497011.586852327	 2800448.6952359974	 5252744.358130533	 5064931.343636901	 4076957.1948154774	 
-2.0	 0.010998144602007497	 4.054831141661832E-5	 4588015.207028897	 2830560.927921229	 5307111.539375808	 5116849.868439056	 4164440.2377525168	 
-1.0	 0.011081463879295431	 4.038896137956317E-5	 4660905.943976868	 2853143.883894951	 5347873.278896416	 5155772.503986655	 4236563.872017887	 
0.0	 0.011164783156583367	 4.031769229125046E-5	 4715931.924307512	 2867859.514909505	 5374429.439158809	 5181129.01746781	 4293443.647766558	 
1.0	 0.011248102433871303	 4.033453205424812E-5	 4752310.446483909	 4247419.054284008	 5386383.009490883	 5192542.219729962	 4334301.977744994	 
2.0	 0.011331421711159239	 4.0439465216439126E-5	 4772612.578338782	 5551146.282660668	 5383554.286184501	 5189841.391646845	 4361226.649435148	 
3.0	 0.011414740988447174	 4.063243298753602E-5	 4775709.783229046	 5532827.461235258	 5365987.366384445	 5173068.432252126	 4373151.551004903	 
4.0	 0.01149806026573511	 4.0913333282648386E-5	 4761808.40816605	 5499418.997565152	 5333948.529118555	 5142476.325749599	 4370147.529243634	 
5.0	 0.011581379543023046	 4.128202079289849E-5	 4731418.29928191	 5451423.139804795	 5287916.61096492	 5098520.028922403	 4352550.526104606	 
6.0	 0.011664698820310982	 4.1738307083073196E-5	 4687369.940928876	 5389547.161757399	 5228566.00678874	 5041840.374316442	 4322681.915304552	 
7.0	 0.011748018097598917	 4.2281960716301404E-5	 4629969.321515479	 5314678.843116663	 5156743.38410761	 4973242.017344759	 4280731.709974045	 
8.0	 0.011831337374886852	 4.291270740574986E-5	 4560065.225540494	 5227856.852353018	 5073439.548914288	 4893666.785624143	 4227355.191899448	 
9.0	 0.011914656652174787	 4.363023019331916E-5	 4479196.2277884	 5130237.774132171	 4979758.112696752	 4804163.989512187	 4163816.657547195	 
10.0	 0.011997975929462723	 4.443416965533282E-5	 4389691.5114034675	 5023061.590404179	 4876882.674985743	 4705859.314516457	 4092061.709170199	 
11.0	 0.012081295206750659	 4.532412413519884E-5	 4292344.108804699	 4907617.344490247	 4766044.161292347	 4599923.84671435	 4012754.1988860583	 
12.0	 0.012164614484038595	 4.629965000302643E-5	 4187232.5831686165	 4785210.515357198	 4648489.766026902	 4487544.603401247	 3925952.265359759	 
13.0	 0.01224793376132653	 4.736026194217785E-5	 4076578.889086304	 4657133.33992546	 4525454.676996457	 4369897.684002618	 3833556.39635535	 
14.0	 0.012331253038614466	 4.850543326272632E-5	 3961608.6586637753	 4524638.9839682905	 4398137.439394036	 4248124.855723529	 3736628.469583167	 
15.0	 0.012414572315902402	 4.973459624179077E-5	 3843525.807310334	 4388920.114579498	 4267679.488379044	 4123314.0779933482	 3636226.9977240507	 
16.0	 0.012497891593190338	 5.104714249071031E-5	 3722931.290217377	 4251092.100969108	 4135149.0703495354	 3996484.1777621657	 3532902.607162842	 
17.0	 0.012581210870478272	 5.244242334901422E-5	 3601327.3040295276	 4112180.788566889	 4001529.505704198	 3868573.6348109725	 3427980.45601158	 
18.0	 0.012664530147766207	 5.39197503051353E-5	 3479519.767816227	 3973114.567775384	 3867711.5333368955	 3740433.2348355716	 3322199.0212670453	 
19.0	 0.012747849425054143	 5.547839544380822E-5	 3358007.663156321	 3834720.298216572	 3734489.3241365827	 3612822.202799754	 3216040.932238629	 
20.0	 0.012831168702342079	 5.711759192007833E-5	 3237486.1325537884	 3697722.5498884204	 3602559.6555303438	 3486407.3382604565	 3110154.701503957	 
21.0	 0.012914487979630015	 5.88365344598427E-5	 3118741.593885148	 3562745.577231066	 3472523.6950259083	 3361764.631904937	 3005268.5931086	 
22.0	 0.01299780725691795	 6.0634379886825484E-5	 3002036.0194945447	 3430317.44075396	 3344890.8384496607	 3239382.839652996	 2901664.8446479845	 
23.0	 0.013081126534205886	 6.251024767587995E-5	 2887829.720851642	 3300875.7225883524	 3220084.0777720925	 3119668.5176179456	 2799792.310487537	 
24.0	 0.013164445811493822	 6.446322053249279E-5	 2776481.47185341	 3174774.336423075	 3098446.423982766	 3002952.068488697	 2700011.027831272	 
25.0	 0.013247765088781758	 6.649234499834777E-5	 2668179.928816526	 3052290.9993151277	 2980247.973490657	 2889494.409063123	 2602534.657514633	 
26.0	 0.013331084366069692	 6.859663208279093E-5	 2563271.327172092	 2933635.0051271087	 2865693.2746707266	 2779493.932815801	 2507705.8096686895	 
27.0	 0.013414403643357628	 7.077505792001606E-5	 2461732.398474942	 2818955.0109920655	 2754928.71890332	 2673093.505262731	 2415552.3175989455	 
28.0	 0.013497722920645563	 7.302656445176757E-5	 2363833.550133259	 2708346.6151858377	 2648049.7438894846	 2570387.2898148475	 2326344.5474490155	 
29.0	 0.0135810421979335	 7.535006013533716E-5	 2269751.495651306	 2601859.564587454	 2545107.6937651136	 2471427.2554938435	 2240271.7506292663	 
30.0	 0.013664361475221435	 7.774442067660597E-5	 2179469.2632770077	 2499504.481265871	 2446116.2293532123	 2376229.264136699	 2157354.5478232293	 
31.0	 0.01374768075250937	 8.020848978785123E-5	 2092951.0133892272	 2401259.04031908	 2351057.2224500286	 2284778.6732008946	 2077595.0476306023	 
32.0	 0.013831000029797307	 8.274107997001513E-5	 2010184.225219669	 2307073.5652332874	 2259886.100621403	 2197035.4212518274	 2001010.0953558458	 
33.0	 0.013914319307085242	 8.534097331910193E-5	 1930839.1367415239	 2216876.0334615954	 2172536.634269837	 2112938.587295364	 1927347.1148772014	 
34.0	 0.013997638584373178	 8.800692235633333E-5	 1854869.7982049624	 2130576.5046019075	 2088925.1766149136	 2032410.4331464623	 1856587.304871507	 
35.00000000000003	 0.014080957861661114	 9.073765088166461E-5	 1782217.013948902	 2048070.9975243907	 2008954.3806873648	 1955359.9509156179	 1788699.6164109223	 
36.0	 0.014164277138949048	 9.353185485022533E-5	 1712707.586975082	 1969244.852088329	 1932516.4264386762	 1881685.9463589406	 1723552.7836660116	 
37.0	 0.014247596416236984	 9.638820327121286E-5	 1646633.0601281687	 1893975.6166511192	 1859495.7965148995	 1811279.69412392	 1661405.2586203997	 
38.0	 0.01433091569352492	 9.930533912872713E-5	 1583489.730550276	 1822135.5052552575	 1789771.6419364205	 1744027.203587562	 1601844.6237090332	 
39.0	 0.014414234970812855	 1.0228188032400013E-4	 1523241.664196637	 1753593.4689072366	 1723219.7795520877	 1679811.1346762704	 1544848.81575482	 
40.0	 0.014497554248100791	 1.0531642063842499E-4	 1465716.410921126	 1688216.9243372509	 1659714.3622681163	 1618512.4023190658	 1490279.9537806266	 
41.0	 0.014580873525388727	 1.0840753071675362E-4	 1410866.6452185272	 1625873.1815373814	 1599129.2611530668	 1560011.5064570964	 1438102.9783900268	 
42.0	 0.014664192802676662	 1.1155375906978586E-4	 1358728.4424830766	 1566430.6086019983	 1541339.1959557515	 1504189.6221604839	 1388352.2305127513	 
43.00000000000003	 0.014747512079964598	 1.1475363309582429E-4	 1308963.5527485055	 1509759.5692323702	 1486220.6476251492	 1450929.4816568063	 1340746.5429064147	 
44.00000000000003	 0.014830831357252534	 1.1800566012012988E-4	 1261463.9798912012	 1455733.1649382268	 1433652.5833015451	 1400116.0771555267	 1295196.5485380208	 
45.0	 0.014914150634540468	 1.2130832845156308E-4	 1216288.2497842754	 1404227.8106320119	 1383517.02110983	 1351637.2104064494	 1251751.6363747471	 
