Kurbelwinkel [°KW]	pZyl_mess [bar]	pZyl_berech [bar]	pSaug [bar]	pAbg [bar]	T [K]	dQw [J/s]	V [m3]	m [kg]	R [J/kg/K]	mK [kg]	V_motor [m^3]	dm [kg/s]	Hub_E [m]	Hub_A [m]	alpha_E_vor [-]	alpha_E_rück [-]	alpha_A_vor [-]	alpha_A_rück [-]	T_Saug [K]	H_Massenbruch	O_Massenbruch	N_Massenbruch	H2_Massenbruch	OH_Massenbruch	CO_Massenbruch	NO_Massenbruch	O2_Massenbruch	H2O_Massenbruch	CO2_Massenbruch	N2_Massenbruch	RON_95_Massenbruch	AGR_intern_LWA_Massenbruch	AGR_extern_LWA_Massenbruch	feuchteLuft_LWA_Massenbruch
134.0	 2.2128614888852276	 2.2233120534462505	 0.944965821027205	 1.0134111129656111	 745.5249965198472	 0.0	 4.3386878671680944E-4	 4.57797581533553E-4	 282.63316793474644	 4.5779758153355294E-4	 4.366176087641417E-4	 -0.00354380276398911	 0.0	 9.573008E-5	 1.77561E-4	 2.57597E-4	 0.00200509728456944	 0.001713107673269136	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
135.0	 2.1966192229813384	 2.206068818886824	 0.9444934182812094	 1.0136660141097757	 744.0528913276545	 0.0	 4.3610734472412254E-4	 4.574941257999115E-4	 282.63316793474644	 4.574941257999115E-4	 4.3885616677165774E-4	 -0.0037399636700448198	 0.0	 1.0270657999999972E-4	 1.77561E-4	 2.57597E-4	 0.0021304283141089352	 0.001834544830029181	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
136.0	 2.180165179960743	 2.1892475423903357	 0.9438131944825824	 1.0135115857344896	 742.608000337363	 0.0	 4.382982862562778E-4	 4.5717438919242267E-4	 282.63316793474644	 4.5717438919242267E-4	 4.4104710830401394E-4	 -0.00393462269866811	 0.0	 1.0971019E-4	 1.77561E-4	 2.57597E-4	 0.00225624636783117	 0.001956453879761323	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
137.0	 2.1645204774435802	 2.172820946895109	 0.9429404544368157	 1.013819546832888	 741.188499884057	 0.0	 4.4044146754107315E-4	 4.568360226173575E-4	 282.63316793474644	 4.568360226173575E-4	 4.4319028958900825E-4	 -0.0041870334241454	 0.0	 1.1864322E-4	 1.77561E-4	 2.57597E-4	 0.0024167259559924603	 0.002111947574945474	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
138.0	 2.1496020000980423	 2.1567583805176014	 0.9420767949402481	 1.0142578932859774	 739.7922150416731	 0.0	 4.4253675683693334E-4	 4.564760116435103E-4	 282.63316793474644	 4.564760116435103E-4	 4.452855788850646E-4	 -0.004454152260061834	 0.0	 1.2814962999999999E-4	 1.77561E-4	 2.57597E-4	 0.00258750616849509	 0.0022774218674123706	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
139.0	 2.133542652271956	 2.14102418967019	 0.9412734928807517	 1.0148667715468467	 738.4164693623741	 0.0	 4.445840338605537E-4	 4.5609040432482035E-4	 282.63316793474644	 4.5609040432482035E-4	 4.4733285590887865E-4	 -0.004801276513328475	 0.0	 1.403637E-4	 1.77561E-4	 2.57597E-4	 0.0028069287970291	 0.0024900273190382903	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
140.0	 2.1181409474664634	 2.1255768120736556	 0.9406453084413926	 1.0152457184576018	 737.0579932806767	 0.0	 4.465831892215836E-4	 4.556741454059323E-4	 282.63316793474644	 4.556741454059323E-4	 4.493320112700992E-4	 -0.005189830133027468	 0.0	 1.540724E-4	 1.77561E-4	 2.57597E-4	 0.0030532020693932	 0.00272864919976308	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
141.0	 2.1039881474664637	 2.110306481337231	 0.940265478235443	 1.0149308196017666	 735.7073847392223	 0.0	 4.4853412386506035E-4	 4.552110336895143E-4	 282.63316793474644	 4.5521103368951436E-4	 4.512829459137635E-4	 -0.005925146353935373	 0.0	 1.7936957000000002E-4	 1.77561E-4	 2.57597E-4	 0.0035076592270705106	 0.0031689869620902694	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
142.0	 2.0888296248120017	 2.095065424072938	 0.940150649402491	 1.015568393057144	 734.3516310647851	 0.0	 4.504367485222643E-4	 4.5467828601141076E-4	 282.63316793474644	 4.5467828601141076E-4	 4.531855705711519E-4	 -0.006860891452801761	 0.0	 2.1163114999999864E-4	 1.77561E-4	 2.57597E-4	 0.004087230220544426	 0.0037305514353629314	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
143.0	 2.07422842389667	 2.079747422198552	 0.9403007519196535	 1.0154801381372358	 732.9811467058715	 0.0	 4.522909831706184E-4	 4.5405931949668045E-4	 282.63316793474644	 4.5405931949668045E-4	 4.5503980521968663E-4	 -0.0079942308895877	 0.0	 2.5090635E-4	 1.77561E-4	 2.57597E-4	 0.0047927990948180505	 0.0044141991984507955	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
144.0	 2.059667119548844	 2.064265701078346	 0.9406505661072962	 1.0161302704026822	 731.5878762306107	 0.0	 4.5409675650321345E-4	 4.5334034443102975E-4	 282.63316793474644	 4.5334034443102975E-4	 4.568455785524586E-4	 -0.009261093921024121	 0.0	 2.951942199999982E-4	 1.77561E-4	 2.57597E-4	 0.005588419297385428	 0.005185100511682143	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
145.0	 2.044764006047699	 2.0485441241904545	 0.9414178777777769	 1.017553042485062	 730.1645357848023	 0.0	 4.5585400540850026E-4	 4.5250901541231555E-4	 282.63316793474644	 4.5250901541231555E-4	 4.586028274579186E-4	 -0.010690652123882278	 0.0	 3.4560126E-4	 1.77561E-4	 2.57597E-4	 0.00649396881637618	 0.006062515779838142	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
146.0	 2.0299636028440378	 2.0325179993370837	 0.9423669505466555	 1.019762608617785	 728.7047039070713	 0.0	 4.575626744606455E-4	 4.515546206582272E-4	 282.63316793474644	 4.515546206582272E-4	 4.6031149651023297E-4	 -0.012214766244071968	 0.0	 3.9995876E-4	 1.77561E-4	 2.57597E-4	 0.007470487333998681	 0.007008695131745892	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
147.0	 2.0141146879698963	 2.0161337778533484	 0.9435762873887609	 1.02349579351481	 727.2028133788335	 0.0	 4.592227154210122E-4	 4.504680890973195E-4	 282.63316793474644	 4.504680890973195E-4	 4.619715374707645E-4	 -0.013861941340558835	 0.0	 4.5935909E-4	 1.77561E-4	 2.57597E-4	 0.008537598996563872	 0.008042653016904452	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
148.0	 1.9990859579927795	 1.999383326346496	 0.9452255473429941	 1.0272663331029108	 725.6573434705679	 0.0	 4.608340867511849E-4	 4.4924778069748247E-4	 282.63316793474644	 4.492477806974825E-4	 4.6358290880109783E-4	 -0.015425986768417757	 0.0	 5.1682029E-4	 1.77561E-4	 2.57597E-4	 0.009569874687035471	 0.009042857238508492	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
149.0	 1.982489130532825	 1.9822965602594278	 0.947330792651919	 1.033860472233346	 724.0702633123841	 0.0	 4.6239675313792514E-4	 4.478984556114233E-4	 282.63316793474644	 4.478984556114233E-4	 4.6514557518799444E-4	 -0.016958764039662268	 0.0	 5.7412562E-4	 1.77561E-4	 2.57597E-4	 0.010599350213015661	 0.010040348293105553	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
150.0	 1.9647405254985	 1.9648899463364375	 0.9497244251461981	 1.0407919839038262	 722.442319215668	 0.0	 4.639106850304064E-4	 4.4642273260668184E-4	 282.63316793474644	 4.4642273260668184E-4	 4.666595070806276E-4	 -0.018459955297768987	 0.0	 6.312829100000001E-4	 1.77561E-4	 2.57597E-4	 0.011626166238442133	 0.011035262474386947	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
151.0	 1.9479318582216127	 1.9470914123465741	 0.9522953189677084	 1.0486580383660686	 720.7658960487958	 0.0	 4.653758581900448E-4	 4.448082521708895E-4	 282.63316793474644	 4.448082521708895E-4	 4.681246802404133E-4	 -0.020288183542117602	 0.0	 7.010100499999972E-4	 1.77561E-4	 2.57597E-4	 0.0128787963886671	 0.012248975028047034	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
152.0	 1.9310262353383172	 1.9288044370233202	 0.9550474860157631	 1.0545727738351762	 719.0308116947094	 0.0	 4.6679225325321007E-4	 4.4303823577489297E-4	 282.63316793474644	 4.4303823577489297E-4	 4.695410753037212E-4	 -0.022191760532894136	 0.0	 7.748486500000001E-4	 1.77561E-4	 2.57597E-4	 0.014205287861146953	 0.013534254128332705	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
153.0	 1.9128018065053656	 1.9099976288175207	 0.9578242677091268	 1.060080779327167	 717.2328012569027	 0.0	 4.681598553070705E-4	 4.411067757641009E-4	 282.63316793474644	 4.411067757641009E-4	 4.709086773577195E-4	 -0.02416211230396864	 0.0	 8.528164399999968E-4	 1.77561E-4	 2.57597E-4	 0.015605959170774864	 0.014891408394291891	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
154.0	 1.8947899113108568	 1.8906443907826904	 0.960624701576404	 1.0659486214324305	 715.367896759479	 0.0	 4.694786534787998E-4	 4.3900870095885363E-4	 282.63316793474644	 4.3900870095885363E-4	 4.72227475529582E-4	 -0.02619020688676571	 0.0	 9.348919500000001E-4	 1.77561E-4	 2.57597E-4	 0.017080424614518853	 0.016320064106186315	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
155.0	 1.8764826971232145	 1.870732652720371	 0.9631520141622162	 1.0727982278397532	 713.4333804372357	 0.0	 4.7074864053834193E-4	 4.3674128682016857E-4	 282.63316793474644	 4.3674128682016857E-4	 4.734974625892525E-4	 -0.02825870372050402	 0.0	 0.00101895175	 1.77561E-4	 2.57597E-4	 0.0186243969505905	 0.017770162659387998	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
156.0	 1.8560191035305367	 1.8501898998984705	 0.9657331537503168	 1.080867193972476	 711.4204528351938	 0.0	 4.719698125149121E-4	 4.3429122514075175E-4	 282.63316793474644	 4.3429122514075175E-4	 4.747186345659461E-4	 -0.0305396485228094	 0.0	 0.00110693099	 1.77561E-4	 2.57597E-4	 0.020362107120232342	 0.01924078281286064	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
157.0	 1.8372596811049076	 1.82897000626758	 0.9682193596999737	 1.0854754502653823	 709.3225742692634	 0.0	 4.731421683273813E-4	 4.316495886126909E-4	 282.63316793474644	 4.3164958861269086E-4	 4.75890990378534E-4	 -0.0328551678309272	 0.0	 0.00119868482	 1.77561E-4	 2.57597E-4	 0.022174370598464117	 0.02077449726136352	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
158.0	 1.8167766119973563	 1.8071251403181283	 0.9705754516908204	 1.092244270402682	 707.1427582091358	 0.0	 4.742657094286773E-4	 4.288246367771874E-4	 282.63316793474644	 4.2882463677718747E-4	 4.7701453147994366E-4	 -0.03493891325367714	 0.0	 0.00128611977	 1.77561E-4	 2.57597E-4	 0.02390133029710582	 0.02223601931574672	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
159.0	 1.7941039547891182	 1.7847806219285323	 0.9726841757182803	 1.096891008160119	 704.8914818811897	 0.0	 4.753404394643096E-4	 4.2583780688373787E-4	 282.63316793474644	 4.2583780688373787E-4	 4.780892615156846E-4	 -0.03674210485729527	 0.0	 0.00136675854	 1.77561E-4	 2.57597E-4	 0.02549405615716564	 0.02358393957867744	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
160.0	 1.7728415557044503	 1.7619628297538874	 0.9745519999745732	 1.1035617715468464	 702.5694766393974	 0.0	 4.763663639451117E-4	 4.226933609812507E-4	 282.63316793474644	 4.2269336098125067E-4	 4.791151859965905E-4	 -0.0387118045284106	 0.0	 0.0014575169499999965	 1.77561E-4	 2.57597E-4	 0.027286658730653626	 0.02510101504833514	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
161.0	 1.7496372412879744	 1.738655686887086	 0.9760872086702255	 1.1095571207459314	 700.1730805424307	 0.0	 4.773434899342749E-4	 4.193880518704688E-4	 282.63316793474644	 4.193880518704688E-4	 4.800923119858523E-4	 -0.040613082528436366	 0.0	 0.0015500421799999999	 1.77561E-4	 2.57597E-4	 0.029114158412617875	 0.026647623861308478	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
162.0	 1.7278496833932382	 1.7148879581445775	 0.9772698983727427	 1.1139685056429562	 697.7031244230017	 0.0	 4.782718257487343E-4	 4.159266561360311E-4	 282.63316793474644	 4.159266561360311E-4	 4.8102064780040536E-4	 -0.0424478671635512	 0.0	 0.0016442877799999962	 1.77561E-4	 2.57597E-4	 0.0309756377521074	 0.028222989580950014	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
163.0	 1.7077156829355713	 1.6907026469844997	 0.9781816283498593	 1.1184334488923846	 695.1619449261722	 0.0	 4.791513806749541E-4	 4.1231663844919355E-4	 282.63316793474644	 4.1231663844919355E-4	 4.819002027267138E-4	 -0.044191070098472805	 0.0	 0.0017403545000000001	 1.77561E-4	 2.57597E-4	 0.032873086699246996	 0.029828796297512	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
164.0	 1.6854678563909484	 1.6661358964355455	 0.9788118471141615	 1.1214246475193868	 692.551221168305	 0.0	 4.7998216469914684E-4	 4.0856437509832473E-4	 282.63316793474644	 4.0856437509832473E-4	 4.827309867509901E-4	 -0.04585008271464319	 0.0	 0.00183798349	 1.77561E-4	 2.57597E-4	 0.03480139261294733	 0.03146071719450064	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
165.0	 1.660180843576304	 1.641277475933596	 0.9793224036359005	 1.1275931262379222	 689.8784852570398	 0.0	 4.807641882519519E-4	 4.0468619714217034E-4	 282.63316793474644	 4.0468619714217034E-4	 4.835130103038738E-4	 -0.04720638968998913	 0.0	 0.00193253687	 1.77561E-4	 2.57597E-4	 0.03666895102786442	 0.033041227621812316	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
166.0	 1.6368643923177222	 1.6162204324966638	 0.979730710272056	 1.1318377893958171	 687.1519733989489	 0.0	 4.8149746196758794E-4	 4.006993802009313E-4	 282.63316793474644	 4.006993802009313E-4	 4.8424628401958343E-4	 -0.04819440506265283	 0.0	 0.0020349378100000004	 1.77561E-4	 2.57597E-4	 0.03835058185052878	 0.03468745229435346	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
167.0	 1.613939958450445	 1.591402196460492	 0.9801555510043214	 1.1356430548420413	 684.4184853863228	 0.0	 4.8218199645748807E-4	 3.966852813931897E-4	 282.63316793474644	 3.966852813931897E-4	 4.8493081850955203E-4	 -0.04812861074906141	 0.0	 0.002128247	 1.77561E-4	 2.57597E-4	 0.039283042793786	 0.036072334788902	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
168.0	 1.5913029442628024	 1.5670071230648093	 0.9804443395626736	 1.138160550951881	 681.698754825288	 0.0	 4.8281780209841863E-4	 3.926798516091679E-4	 282.63316793474644	 3.926798516091679E-4	 4.855666241505462E-4	 -0.04802825382217392	 0.0	 0.00222362448	 1.77561E-4	 2.57597E-4	 0.040236172651266236	 0.03748791456647967	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
169.0	 1.568114237626648	 1.5430012560613964	 0.9806356370455114	 1.1361610932859771	 678.9897471293391	 0.0	 4.8340488883507796E-4	 3.8867890903452967E-4	 282.63316793474644	 3.8867890903452967E-4	 4.8615371088726406E-4	 -0.04798862781934084	 0.0	 0.002319056789999996	 1.77561E-4	 2.57597E-4	 0.041189850437985974	 0.038904308123570076	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
170.0	 1.5435537369401475	 1.5194089031136322	 0.9806269189677083	 1.1366723550708742	 676.2949613137334	 0.0	 4.8394326599716724E-4	 3.8468906356550054E-4	 282.63316793474644	 3.8468906356550054E-4	 4.866920880494068E-4	 -0.04777589366183689	 0.0	 0.00241395363	 1.77561E-4	 2.57597E-4	 0.042138177145553936	 0.040312754306673575	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
171.0	 1.5218892435763032	 1.4962401386274538	 0.9804614224002025	 1.1334468200594325	 673.6163999327555	 0.0	 4.844329421309223E-4	 3.8071430102835956E-4	 282.63316793474644	 3.8071430102835956E-4	 4.871817641832103E-4	 -0.047647582904195636	 0.0	 0.00251042829	 1.77561E-4	 2.57597E-4	 0.04310227138390302	 0.04174461828278914	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
172.0	 1.500913314514518	 1.4734822997235482	 0.9803782786931088	 1.1321616960319727	 670.9534713249751	 0.0	 4.848739248450932E-4	 3.767543039561968E-4	 282.63316793474644	 3.767543039561968E-4	 4.876227468974247E-4	 -0.047371295617136065	 0.0	 0.00260770661	 1.77561E-4	 2.57597E-4	 0.04407439678790318	 0.04318841007293426	 344.0404068060979	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
