Kurbelwinkel	Volumen	Pm_Zyl-korrigiert	Pm_Saug	Pm_Saug_alt	P_Abg	Pm_Zyl	
[KWnZOT]	[m^3]	[bar]	[bar]	[bar]	[bar]	[bar]	
-18.000000	0.000055	20.606985	0.974696	0.935706	1.034668	19.650493	
-17.900000	0.000054	20.793752	0.975276	0.935387	1.035282	19.837261	
-17.800000	0.000054	20.954821	0.975571	0.936270	1.036023	19.998330	
-17.700000	0.000054	21.059994	0.976093	0.936843	1.035727	20.103503	
-17.600000	0.000054	21.155948	0.976514	0.936716	1.035370	20.199456	
-17.500000	0.000054	21.267770	0.976959	0.936275	1.034716	20.311279	
-17.400000	0.000054	21.419523	0.977305	0.936096	1.034735	20.463032	
-17.300000	0.000053	21.637226	0.977430	0.936721	1.035267	20.680735	
-17.200000	0.000053	21.825535	0.977727	0.937415	1.035989	20.869044	
-17.100000	0.000053	21.980982	0.978275	0.937778	1.035848	21.024491	
-17.000000	0.000053	22.100965	0.978562	0.937303	1.035930	21.144473	
-16.900000	0.000053	22.214940	0.979413	0.936834	1.035309	21.258449	
-16.800000	0.000053	22.384714	0.979817	0.936608	1.034726	21.428223	
-16.700000	0.000053	22.591109	0.979966	0.936868	1.035499	21.634618	
-16.600000	0.000052	22.813984	0.980517	0.938089	1.035990	21.857493	
-16.500000	0.000052	23.007465	0.980819	0.938938	1.036620	22.050974	
-16.400000	0.000052	23.162912	0.981465	0.938348	1.036076	22.206421	
-16.300000	0.000052	23.284533	0.981354	0.937638	1.035231	22.328041	
-16.200000	0.000052	23.445987	0.981778	0.937715	1.035531	22.489496	
-16.100000	0.000052	23.656269	0.982067	0.938125	1.035690	22.699778	
-16.000000	0.000052	23.888877	0.982460	0.938598	1.035418	22.932386	
-15.900000	0.000051	24.098645	0.982982	0.939031	1.034706	23.142154	
-15.800000	0.000051	24.264307	0.983411	0.938912	1.034659	23.307816	
-15.700000	0.000051	24.389365	0.983591	0.938412	1.034662	23.432874	
-15.600000	0.000051	24.545680	0.984028	0.938683	1.034765	23.589188	
-15.500000	0.000051	24.756958	0.984002	0.939490	1.034795	23.800466	
-15.400000	0.000051	24.990048	0.984699	0.939692	1.034374	24.033556	
-15.300000	0.000051	25.212376	0.984786	0.939104	1.034349	24.255885	
-15.200000	0.000051	25.385074	0.985082	0.939339	1.033700	24.428582	
-15.100000	0.000050	25.529502	0.985424	0.940036	1.034024	24.573011	
-15.000000	0.000050	25.692723	0.985589	0.939439	1.034534	24.736232	
-14.900000	0.000050	25.909205	0.985760	0.939541	1.035032	24.952714	
-14.800000	0.000050	26.174836	0.986206	0.940834	1.034648	25.218345	
-14.700000	0.000050	26.423378	0.986547	0.941413	1.034570	25.466887	
-14.600000	0.000050	26.623027	0.987040	0.940445	1.034577	25.666536	
-14.500000	0.000050	26.782811	0.987049	0.940158	1.034663	25.826320	
-14.400000	0.000050	26.960327	0.987253	0.941088	1.035460	26.003836	
-14.300000	0.000049	27.187345	0.987673	0.941534	1.035587	26.230854	
-14.200000	0.000049	27.434570	0.987568	0.941837	1.035592	26.478079	
-14.100000	0.000049	27.683818	0.987878	0.941930	1.035537	26.727327	
-14.000000	0.000049	27.894839	0.988394	0.942194	1.035422	26.938348	
-13.900000	0.000049	28.085429	0.988262	0.941913	1.035582	27.128938	
-13.800000	0.000049	28.291600	0.988770	0.941932	1.034880	27.335109	
-13.700000	0.000049	28.519132	0.988916	0.942768	1.035207	27.562641	
-13.600000	0.000049	28.744352	0.989296	0.943090	1.035916	27.787861	
-13.500000	0.000048	28.975868	0.989169	0.943038	1.035645	28.019377	
-13.400000	0.000048	29.184897	0.989656	0.943112	1.035105	28.228406	
-13.300000	0.000048	29.381913	0.989558	0.943494	1.034708	28.425421	
-13.200000	0.000048	29.593962	0.989510	0.943670	1.034105	28.637470	
-13.100000	0.000048	29.815551	0.989597	0.944391	1.034332	28.859060	
-13.000000	0.000048	30.050183	0.990173	0.944909	1.034602	29.093692	
-12.900000	0.000048	30.279515	0.990064	0.944146	1.033927	29.323024	
-12.800000	0.000048	30.487998	0.990114	0.943762	1.034261	29.531507	
-12.700000	0.000048	30.699308	0.990377	0.944336	1.034156	29.742817	
-12.600000	0.000047	30.913220	0.990268	0.945758	1.034658	29.956729	
-12.500000	0.000047	31.141652	0.990618	0.945697	1.034151	30.185161	
-12.400000	0.000047	31.377505	0.990779	0.945242	1.033583	30.421014	
-12.300000	0.000047	31.611045	0.990777	0.945197	1.033642	30.654554	
-12.200000	0.000047	31.829197	0.990827	0.945634	1.033486	30.872706	
-12.100000	0.000047	32.054610	0.990845	0.946220	1.033517	31.098119	
-12.000000	0.000047	32.276168	0.990731	0.946359	1.033835	31.319676	
-11.900000	0.000047	32.499974	0.990989	0.946757	1.034148	31.543483	
-11.800000	0.000047	32.729498	0.990964	0.946710	1.034184	31.773007	
-11.700000	0.000046	32.944117	0.991330	0.946853	1.033650	31.987626	
-11.600000	0.000046	33.151155	0.991364	0.947152	1.033598	32.194664	
-11.500000	0.000046	33.360602	0.991338	0.947220	1.033258	32.404111	
-11.400000	0.000046	33.580939	0.991282	0.947474	1.034538	32.624447	
-11.300000	0.000046	33.799541	0.991453	0.947899	1.035370	32.843050	
-11.200000	0.000046	34.027491	0.991462	0.948157	1.035391	33.071000	
-11.100000	0.000046	34.227429	0.991436	0.947959	1.034471	33.270938	
-11.000000	0.000046	34.430259	0.991463	0.948501	1.034137	33.473768	
-10.900000	0.000046	34.633506	0.991526	0.949429	1.034997	33.677015	
-10.800000	0.000046	34.847225	0.991743	0.949866	1.034845	33.890734	
-10.700000	0.000045	35.074051	0.991781	0.949808	1.034832	34.117560	
-10.600000	0.000045	35.299592	0.991884	0.950103	1.035086	34.343101	
-10.500000	0.000045	35.508429	0.991820	0.950658	1.035210	34.551938	
-10.400000	0.000045	35.706118	0.991775	0.950775	1.034985	34.749627	
-10.300000	0.000045	35.911582	0.991799	0.951096	1.034742	34.955091	
-10.200000	0.000045	36.126490	0.992128	0.951348	1.034203	35.169999	
-10.100000	0.000045	36.351613	0.991911	0.951267	1.033896	35.395122	
-10.000000	0.000045	36.569637	0.991975	0.951530	1.034324	35.613146	
-9.900000	0.000045	36.763376	0.992088	0.952123	1.034384	35.806885	
-9.800000	0.000045	36.945646	0.991995	0.952118	1.034503	35.989155	
-9.700000	0.000045	37.141376	0.992253	0.951882	1.034476	36.184885	
-9.600000	0.000045	37.347450	0.992255	0.952405	1.033708	36.390959	
-9.500000	0.000044	37.559403	0.992221	0.953300	1.033819	36.602912	
-9.400000	0.000044	37.753880	0.992335	0.953514	1.033344	36.797389	
-9.300000	0.000044	37.923269	0.992199	0.953167	1.033096	36.966778	
-9.200000	0.000044	38.100206	0.992380	0.953455	1.033547	37.143715	
-9.100000	0.000044	38.289448	0.992176	0.954314	1.033779	37.332956	
-9.000000	0.000044	38.491891	0.992175	0.954736	1.034365	37.535400	
-8.900000	0.000044	38.685630	0.992303	0.954518	1.034299	37.729139	
-8.800000	0.000044	38.868318	0.992236	0.954757	1.033625	37.911827	
-8.700000	0.000044	39.041208	0.992229	0.955432	1.033502	38.084717	
-8.600000	0.000044	39.224345	0.992401	0.955891	1.033781	38.267854	
-8.500000	0.000044	39.412237	0.992171	0.955874	1.034232	38.455746	
-8.400000	0.000044	39.606458	0.992334	0.955934	1.034586	38.649967	
-8.300000	0.000043	39.794125	0.992390	0.956552	1.035159	38.837634	
-8.200000	0.000043	39.972572	0.991987	0.956876	1.035401	39.016081	
-8.100000	0.000043	40.143021	0.992284	0.957042	1.034560	39.186530	
-8.000000	0.000043	40.324199	0.992229	0.957408	1.033966	39.367708	
-7.900000	0.000043	40.497025	0.992472	0.957757	1.033887	39.540534	
-7.800000	0.000043	40.666638	0.992261	0.957718	1.034544	39.710147	
-7.700000	0.000043	40.829120	0.992461	0.957883	1.034666	39.872629	
-7.600000	0.000043	40.986141	0.992499	0.958547	1.034507	40.029650	
-7.500000	0.000043	41.150262	0.992555	0.958934	1.034212	40.193771	
-7.400000	0.000043	41.309885	0.992385	0.959313	1.034165	40.353394	
-7.300000	0.000043	41.462183	0.992687	0.959669	1.034657	40.505692	
-7.200000	0.000043	41.609053	0.992689	0.959793	1.034487	40.652562	
-7.100000	0.000043	41.757369	0.992568	0.959760	1.034327	40.800878	
-7.000000	0.000043	41.915064	0.992719	0.959981	1.033993	40.958573	
-6.900000	0.000043	42.072214	0.992629	0.960483	1.033859	41.115723	
-6.800000	0.000042	42.227532	0.992629	0.961098	1.034362	41.271041	
-6.700000	0.000042	42.375623	0.992631	0.961427	1.034248	41.419132	
-6.600000	0.000042	42.514847	0.992828	0.961338	1.033624	41.558356	
-6.500000	0.000042	42.661717	0.992632	0.961496	1.033434	41.705226	
-6.400000	0.000042	42.814273	0.992910	0.961983	1.033323	41.857782	
-6.300000	0.000042	42.973671	0.992666	0.962380	1.033224	42.017180	
-6.200000	0.000042	43.119609	0.992973	0.962677	1.033420	42.163118	
-6.100000	0.000042	43.254722	0.992987	0.962805	1.033224	42.298231	
-6.000000	0.000042	43.381097	0.992824	0.963159	1.033608	42.424606	
-5.900000	0.000042	43.514378	0.992872	0.963423	1.033903	42.557887	
-5.800000	0.000042	43.653474	0.992803	0.963236	1.033049	42.696983	
-5.700000	0.000042	43.791767	0.993294	0.963457	1.032840	42.835276	
-5.600000	0.000042	43.918399	0.992801	0.963936	1.033089	42.961908	
-5.500000	0.000042	44.033370	0.992979	0.964058	1.033139	43.076879	
-5.400000	0.000042	44.145160	0.992950	0.964089	1.032979	43.188669	
-5.300000	0.000042	44.270090	0.993084	0.964439	1.033089	43.313599	
-5.200000	0.000042	44.395533	0.993195	0.964971	1.033332	43.439042	
-5.100000	0.000042	44.517539	0.993060	0.965313	1.034057	43.561048	
-5.000000	0.000042	44.633474	0.993254	0.965453	1.033940	43.676983	
-4.900000	0.000042	44.748156	0.993090	0.965389	1.033267	43.791665	
-4.800000	0.000041	44.862195	0.992987	0.965481	1.033366	43.905704	
-4.700000	0.000041	44.980860	0.993190	0.965950	1.033587	44.024369	
-4.600000	0.000041	45.100618	0.992950	0.966278	1.033921	44.144126	
-4.500000	0.000041	45.214400	0.993204	0.966431	1.033947	44.257909	
-4.400000	0.000041	45.329532	0.993177	0.966406	1.033730	44.373040	
-4.300000	0.000041	45.434512	0.992994	0.966495	1.033319	44.478021	
-4.200000	0.000041	45.535670	0.993281	0.966973	1.032714	44.579179	
-4.100000	0.000041	45.637181	0.993148	0.967301	1.032635	44.680690	
-4.000000	0.000041	45.740362	0.993164	0.967500	1.032672	44.783871	
-3.900000	0.000041	45.844251	0.993084	0.967506	1.032944	44.887760	
-3.800000	0.000041	45.941168	0.993005	0.967648	1.033140	44.984677	
-3.700000	0.000041	46.025493	0.993252	0.967953	1.032905	45.069002	
-3.600000	0.000041	46.109818	0.993108	0.968355	1.032746	45.153327	
-3.500000	0.000041	46.197548	0.993313	0.968585	1.032393	45.241057	
-3.400000	0.000041	46.290225	0.993047	0.968758	1.032762	45.333734	
-3.300000	0.000041	46.378758	0.993236	0.968742	1.033045	45.422267	
-3.200000	0.000041	46.462440	0.993407	0.968582	1.033003	45.505949	
-3.100000	0.000041	46.540919	0.993288	0.968625	1.032737	45.584428	
-3.000000	0.000041	46.625693	0.993329	0.968936	1.032666	45.669202	
-2.900000	0.000041	46.713456	0.993503	0.969254	1.032956	45.756964	
-2.800000	0.000041	46.800479	0.993545	0.969504	1.032949	45.843988	
-2.700000	0.000041	46.881077	0.993516	0.969652	1.032820	45.924586	
-2.600000	0.000041	46.959138	0.993651	0.969656	1.033005	46.002647	
-2.500000	0.000041	47.034404	0.993517	0.969828	1.033258	46.077913	
-2.400000	0.000041	47.108578	0.993659	0.970073	1.033760	46.152087	
-2.300000	0.000041	47.182302	0.993990	0.970199	1.033634	46.225811	
-2.200000	0.000041	47.252075	0.993567	0.970672	1.033711	46.295584	
-2.100000	0.000041	47.319599	0.993932	0.971098	1.033291	46.363108	
-2.000000	0.000041	47.381501	0.993774	0.971265	1.032983	46.425010	
-1.900000	0.000041	47.441573	0.993876	0.971326	1.032845	46.485082	
-1.800000	0.000041	47.495091	0.993972	0.971178	1.032904	46.538600	
-1.700000	0.000041	47.548930	0.994192	0.971213	1.033017	46.592439	
-1.600000	0.000041	47.603926	0.994099	0.971481	1.033118	46.647435	
-1.500000	0.000041	47.660593	0.994160	0.971631	1.033501	46.704102	
-1.400000	0.000041	47.711477	0.994343	0.971686	1.033222	46.754986	
-1.300000	0.000041	47.758345	0.994542	0.971611	1.032724	46.801854	
-1.200000	0.000041	47.804475	0.994431	0.971579	1.033028	46.847984	
-1.100000	0.000041	47.856130	0.994629	0.971802	1.033132	46.899639	
-1.000000	0.000041	47.911383	0.994664	0.972153	1.033912	46.954892	
-0.900000	0.000040	47.959601	0.994793	0.972282	1.033866	47.003110	
-0.800000	0.000040	48.005088	0.994977	0.972203	1.033265	47.048597	
-0.700000	0.000040	48.044600	0.995180	0.972557	1.033150	47.088109	
-0.600000	0.000040	48.086329	0.995061	0.972698	1.033028	47.129838	
-0.500000	0.000040	48.128186	0.995191	0.972526	1.032880	47.171695	
-0.400000	0.000040	48.168502	0.995450	0.972515	1.032691	47.212010	
-0.300000	0.000040	48.198184	0.995533	0.972740	1.033013	47.241693	
-0.200000	0.000040	48.229858	0.995866	0.973078	1.033056	47.273367	
-0.100000	0.000040	48.255975	0.995957	0.973105	1.033251	47.299483	
0.000000	0.000040	48.285400	0.995896	0.972990	1.033139	47.328909	
0.100000	0.000040	48.310489	0.996242	0.973096	1.033096	47.353997	
0.200000	0.000040	48.330052	0.996468	0.973323	1.033244	47.373561	
0.300000	0.000040	48.348330	0.996449	0.973378	1.032831	47.391839	
0.400000	0.000040	48.366930	0.996696	0.973551	1.032216	47.410439	
0.500000	0.000040	48.392629	0.996800	0.973759	1.032354	47.436138	
0.600000	0.000040	48.419581	0.996918	0.973728	1.032530	47.463090	
0.700000	0.000040	48.437474	0.997306	0.973630	1.033079	47.480983	
0.800000	0.000040	48.452476	0.997351	0.973589	1.033255	47.495985	
0.900000	0.000040	48.469790	0.997523	0.973500	1.032824	47.513299	
1.000000	0.000041	48.485788	0.997803	0.973586	1.032435	47.529297	
1.100000	0.000041	48.499633	0.997870	0.973878	1.032489	47.543142	
1.200000	0.000041	48.514474	0.998000	0.973962	1.032834	47.557983	
1.300000	0.000041	48.525718	0.997987	0.973953	1.033461	47.569227	
1.400000	0.000041	48.532432	0.998546	0.973989	1.033687	47.575941	
1.500000	0.000041	48.533492	0.998540	0.974193	1.033360	47.577001	
1.600000	0.000041	48.535291	0.998858	0.974542	1.033209	47.578800	
1.700000	0.000041	48.535291	0.999110	0.974555	1.033278	47.578800	
1.800000	0.000041	48.527902	0.999149	0.974417	1.032875	47.571411	
1.900000	0.000041	48.517109	0.999358	0.974419	1.032645	47.560618	
2.000000	0.000041	48.506990	0.999830	0.974587	1.033115	47.550499	
2.100000	0.000041	48.497288	0.999883	0.974521	1.033215	47.540797	
2.200000	0.000041	48.488775	1.000075	0.974079	1.033139	47.532284	
2.300000	0.000041	48.477082	1.000312	0.973770	1.032905	47.520591	
2.400000	0.000041	48.464169	1.000517	0.973969	1.032723	47.507678	
2.500000	0.000041	48.447850	1.000734	0.974142	1.033161	47.491359	
2.600000	0.000041	48.431178	1.000917	0.974091	1.033583	47.474686	
2.700000	0.000041	48.417139	1.001107	0.974084	1.033273	47.460648	
2.800000	0.000041	48.405286	1.001232	0.974048	1.032807	47.448795	
2.900000	0.000041	48.387650	1.001483	0.973906	1.032539	47.431159	
3.000000	0.000041	48.361051	1.001651	0.973806	1.032512	47.404560	
3.100000	0.000041	48.340171	1.001801	0.974073	1.032683	47.383680	
3.200000	0.000041	48.319933	1.002008	0.974426	1.033062	47.363442	
3.300000	0.000041	48.298635	1.001974	0.974367	1.032922	47.342144	
3.400000	0.000041	48.272261	1.002339	0.973865	1.032532	47.315770	
3.500000	0.000041	48.230179	1.002459	0.973524	1.032112	47.273688	
3.600000	0.000041	48.194104	1.002869	0.973729	1.032551	47.237613	
3.700000	0.000041	48.156905	1.002775	0.974148	1.033215	47.200414	
3.800000	0.000041	48.127158	1.002996	0.974296	1.033033	47.170667	
3.900000	0.000041	48.089959	1.003159	0.973932	1.032541	47.133468	
4.000000	0.000041	48.045660	1.003278	0.973594	1.032157	47.089169	
4.100000	0.000041	48.001554	1.003776	0.973482	1.032068	47.045063	
4.200000	0.000041	47.961207	1.003635	0.973637	1.032188	47.004716	
4.300000	0.000041	47.925485	1.003987	0.973856	1.032685	46.968994	
4.400000	0.000041	47.885845	1.004252	0.973761	1.032512	46.929353	
4.500000	0.000041	47.842734	1.004292	0.973493	1.032143	46.886243	
4.600000	0.000041	47.799078	1.004688	0.973527	1.032061	46.842587	
4.700000	0.000041	47.756450	1.004698	0.973554	1.032552	46.799959	
4.800000	0.000041	47.711220	1.004703	0.973423	1.032653	46.754729	
4.900000	0.000042	47.666889	1.005011	0.973233	1.032617	46.710398	
5.000000	0.000042	47.616936	1.005227	0.973251	1.031751	46.660445	
5.100000	0.000042	47.564607	1.005130	0.973324	1.031299	46.608116	
5.200000	0.000042	47.509579	1.005710	0.973274	1.031574	46.553088	
5.300000	0.000042	47.456221	1.005598	0.973068	1.031739	46.499730	
5.400000	0.000042	47.397788	1.005763	0.972837	1.031820	46.441297	
5.500000	0.000042	47.335404	1.005883	0.972733	1.032011	46.378913	
5.600000	0.000042	47.273244	1.006041	0.972758	1.032155	46.316753	
5.700000	0.000042	47.209671	1.006230	0.972708	1.031951	46.253180	
5.800000	0.000042	47.150628	1.006357	0.972809	1.031835	46.194137	
5.900000	0.000042	47.085288	1.006511	0.972960	1.031958	46.128797	
6.000000	0.000042	47.013941	1.006455	0.972722	1.032224	46.057450	
6.100000	0.000042	46.944361	1.006820	0.972282	1.032357	45.987870	
6.200000	0.000042	46.879696	1.006961	0.972106	1.032029	45.923205	
6.300000	0.000042	46.816573	1.007162	0.972228	1.031673	45.860082	
6.400000	0.000042	46.753899	1.007308	0.972622	1.031963	45.797408	
6.500000	0.000042	46.685508	1.007494	0.972795	1.032142	45.729017	
6.600000	0.000042	46.609760	1.007445	0.972425	1.032485	45.653269	
6.700000	0.000042	46.538285	1.007620	0.972235	1.032539	45.581794	
6.800000	0.000042	46.470439	1.007785	0.972068	1.032310	45.513948	
6.900000	0.000043	46.400088	1.008131	0.972029	1.032370	45.443597	
7.000000	0.000043	46.323569	1.008089	0.972106	1.032685	45.367078	
7.100000	0.000043	46.243035	1.008150	0.972176	1.032568	45.286544	
7.200000	0.000043	46.160445	1.008441	0.972110	1.032153	45.203954	
7.300000	0.000043	46.077276	1.008628	0.971725	1.032043	45.120785	
7.400000	0.000043	45.996260	1.008725	0.971418	1.032184	45.039769	
7.500000	0.000043	45.911293	1.009006	0.971406	1.032398	44.954802	
7.600000	0.000043	45.828542	1.009019	0.971502	1.032637	44.872051	
7.700000	0.000043	45.744442	1.009001	0.971559	1.032468	44.787951	
7.800000	0.000043	45.658254	1.008980	0.971520	1.032200	44.701763	
7.900000	0.000043	45.571199	1.009390	0.971360	1.031892	44.614708	
8.000000	0.000043	45.482826	1.009518	0.971313	1.031934	44.526335	
8.100000	0.000043	45.396124	1.009721	0.971416	1.032509	44.439633	
8.200000	0.000043	45.311317	1.009629	0.971433	1.033006	44.354826	
8.300000	0.000043	45.226864	1.009775	0.971286	1.033242	44.270373	
8.400000	0.000044	45.145751	1.009711	0.971267	1.033083	44.189260	
8.500000	0.000044	45.059435	1.010106	0.971267	1.032903	44.102944	
8.600000	0.000044	44.967304	1.010177	0.970985	1.032738	44.010813	
8.700000	0.000044	44.874820	1.010264	0.970481	1.033041	43.918329	
8.800000	0.000044	44.783428	1.010283	0.970245	1.033391	43.826936	
8.900000	0.000044	44.691907	1.010326	0.970214	1.033292	43.735416	
9.000000	0.000044	44.599487	1.010566	0.970147	1.033201	43.642996	
9.100000	0.000044	44.501188	1.010692	0.969944	1.033077	43.544697	
9.200000	0.000044	44.399484	1.010880	0.969820	1.032710	43.442993	
9.300000	0.000044	44.297266	1.010562	0.969609	1.032811	43.340775	
9.400000	0.000044	44.200702	1.011051	0.969393	1.032812	43.244211	
9.500000	0.000044	44.100091	1.011105	0.969194	1.032895	43.143600	
9.600000	0.000045	43.997712	1.011038	0.969112	1.032888	43.041221	
9.700000	0.000045	43.891993	1.011264	0.969139	1.032821	42.935502	
9.800000	0.000045	43.787783	1.011134	0.969123	1.032570	42.831292	
9.900000	0.000045	43.685020	1.011023	0.968845	1.032493	42.728528	
10.000000	0.000045	43.585050	1.011359	0.968425	1.032295	42.628559	
10.100000	0.000045	43.484118	1.011475	0.968145	1.031930	42.527626	
10.200000	0.000045	43.379555	1.011311	0.968074	1.031819	42.423064	
10.300000	0.000045	43.276084	1.011401	0.968205	1.031612	42.319593	
10.400000	0.000045	43.172902	1.011353	0.968384	1.032155	42.216411	
10.500000	0.000045	43.068083	1.011290	0.968196	1.032530	42.111592	
10.600000	0.000045	42.962492	1.011571	0.967788	1.032485	42.006001	
10.700000	0.000045	42.853560	1.011447	0.967296	1.032264	41.897069	
10.800000	0.000046	42.743665	1.011369	0.966999	1.032273	41.787174	
10.900000	0.000046	42.632870	1.011314	0.966970	1.032324	41.676379	
11.000000	0.000046	42.523874	1.011378	0.967066	1.032516	41.567383	
11.100000	0.000046	42.411923	1.011240	0.966843	1.032608	41.455431	
11.200000	0.000046	42.298429	1.011406	0.966507	1.032608	41.341938	
11.300000	0.000046	42.183683	1.011377	0.966318	1.032654	41.227192	
11.400000	0.000046	42.067684	1.011441	0.966238	1.032670	41.111193	
11.500000	0.000046	41.954737	1.011336	0.966104	1.032658	40.998246	
11.600000	0.000046	41.840794	1.011173	0.966051	1.032631	40.884303	
11.700000	0.000046	41.725309	1.011250	0.966036	1.032694	40.768818	
11.800000	0.000047	41.611077	1.011208	0.966064	1.032561	40.654586	
11.900000	0.000047	41.499608	1.011063	0.965981	1.032543	40.543117	
12.000000	0.000047	41.385954	1.010919	0.965689	1.033008	40.429463	
12.100000	0.000047	41.273906	1.010747	0.965514	1.033395	40.317415	
12.200000	0.000047	41.161794	1.010819	0.965338	1.033609	40.205303	
12.300000	0.000047	41.046438	1.010937	0.965218	1.033118	40.089947	
12.400000	0.000047	40.931467	1.010949	0.965132	1.032443	39.974976	
12.500000	0.000047	40.816431	1.010341	0.964991	1.032153	39.859940	
12.600000	0.000047	40.700754	1.010493	0.964894	1.032513	39.744263	
12.700000	0.000048	40.583277	1.010140	0.964713	1.032985	39.626786	
12.800000	0.000048	40.465158	1.010353	0.964466	1.032972	39.508667	
12.900000	0.000048	40.344051	1.010355	0.964188	1.032784	39.387560	
13.000000	0.000048	40.223362	1.010076	0.964241	1.032318	39.266871	
13.100000	0.000048	40.101903	1.009764	0.964267	1.032397	39.145411	
13.200000	0.000048	39.979864	1.009611	0.963949	1.032529	39.023373	
13.300000	0.000048	39.859432	1.009770	0.963551	1.032293	38.902941	
13.400000	0.000048	39.735724	1.009778	0.963367	1.032284	38.779233	
13.500000	0.000048	39.615067	1.009505	0.963170	1.032144	38.658576	
13.600000	0.000049	39.492868	1.009255	0.962915	1.032255	38.536377	
13.700000	0.000049	39.372597	1.009205	0.962709	1.032457	38.416106	
13.800000	0.000049	39.252711	1.009073	0.962542	1.032464	38.296220	
13.900000	0.000049	39.132825	1.009048	0.962434	1.032582	38.176334	
14.000000	0.000049	39.012104	1.008738	0.962270	1.032651	38.055613	
14.100000	0.000049	38.892250	1.008455	0.962035	1.032412	37.935759	
14.200000	0.000049	38.771818	1.008349	0.961916	1.032309	37.815327	
14.300000	0.000049	38.650358	1.008203	0.961841	1.032782	37.693867	
14.400000	0.000050	38.531596	1.008118	0.961645	1.032921	37.575105	
14.500000	0.000050	38.408370	1.007994	0.961297	1.033281	37.451879	
14.600000	0.000050	38.285914	1.007655	0.960987	1.033370	37.329423	
14.700000	0.000050	38.161402	1.007337	0.960819	1.033173	37.204911	
14.800000	0.000050	38.037501	1.007255	0.960625	1.033280	37.081010	
14.900000	0.000050	37.913278	1.007135	0.960395	1.033397	36.956787	
15.000000	0.000050	37.787096	1.006937	0.960272	1.033439	36.830605	
15.100000	0.000050	37.662038	1.006582	0.960255	1.033618	36.705547	
15.200000	0.000051	37.535246	1.006311	0.960060	1.033420	36.578755	
15.300000	0.000051	37.409835	1.006089	0.959730	1.033407	36.453343	
15.400000	0.000051	37.285291	1.005916	0.959397	1.033262	36.328800	
15.500000	0.000051	37.161582	1.005879	0.959340	1.033355	36.205091	
15.600000	0.000051	37.035368	1.005419	0.959298	1.033544	36.078877	
15.700000	0.000051	36.914550	1.005495	0.959251	1.033506	35.958059	
15.800000	0.000051	36.792062	1.004843	0.959166	1.033256	35.835571	
15.900000	0.000051	36.668643	1.005039	0.958796	1.032843	35.712152	
16.000000	0.000052	36.545288	1.004571	0.958336	1.032658	35.588797	
16.100000	0.000052	36.421900	1.004335	0.958082	1.033044	35.465409	
16.200000	0.000052	36.300890	1.003930	0.958075	1.033240	35.344399	
16.300000	0.000052	36.180137	1.003993	0.958186	1.033294	35.223646	
16.400000	0.000052	36.058388	1.003461	0.958203	1.033228	35.101897	
16.500000	0.000052	35.933330	1.003521	0.957964	1.033199	34.976839	
16.600000	0.000052	35.811227	1.003036	0.957746	1.033125	34.854736	
16.700000	0.000053	35.685431	1.002853	0.957523	1.033319	34.728940	
16.800000	0.000053	35.560244	1.002359	0.957420	1.033330	34.603753	
16.900000	0.000053	35.433452	1.002141	0.957412	1.033574	34.476961	
17.000000	0.000053	35.308972	1.001934	0.957465	1.033872	34.352481	
17.100000	0.000053	35.182276	1.001420	0.957351	1.033969	34.225785	
17.200000	0.000053	35.055484	1.001377	0.957084	1.034084	34.098993	
17.300000	0.000053	34.929526	1.000665	0.956848	1.034203	33.973035	
17.400000	0.000054	34.803087	1.000716	0.956687	1.034372	33.846596	
17.500000	0.000054	34.679475	1.000300	0.956658	1.034302	33.722984	
17.600000	0.000054	34.556152	1.000149	0.956641	1.034236	33.599661	
17.700000	0.000054	34.432572	0.999626	0.956524	1.034494	33.476081	
17.800000	0.000054	34.310758	0.999430	0.956427	1.034873	33.354267	
17.900000	0.000054	34.187500	0.998829	0.956381	1.035307	33.231008	
18.000000	0.000055	34.065236	0.998773	0.956186	1.035188	33.108745	
18.100000	0.000055	33.943809	0.998281	0.956056	1.034927	32.987318	
18.200000	0.000055	33.823023	0.997912	0.956046	1.034919	32.866532	
18.300000	0.000055	33.699058	0.997615	0.956015	1.035064	32.742567	
18.400000	0.000055	33.578915	0.997168	0.956037	1.035361	32.622424	
18.500000	0.000055	33.456748	0.997025	0.955963	1.035440	32.500257	
18.600000	0.000055	33.333746	0.996638	0.955894	1.035592	32.377255	
18.700000	0.000056	33.209042	0.996286	0.955841	1.035607	32.252551	
18.800000	0.000056	33.087036	0.995678	0.955777	1.035927	32.130545	
18.900000	0.000056	32.965030	0.995315	0.955676	1.035931	32.008538	
19.000000	0.000056	32.841449	0.995011	0.955592	1.035766	31.884958	
19.100000	0.000056	32.717644	0.994648	0.955458	1.035904	31.761153	
19.200000	0.000056	32.593582	0.994239	0.955365	1.035860	31.637091	
19.300000	0.000057	32.472347	0.993757	0.955193	1.035997	31.515856	
19.400000	0.000057	32.347836	0.993376	0.955072	1.036179	31.391345	
19.500000	0.000057	32.227243	0.993233	0.954979	1.036273	31.270752	
19.600000	0.000057	32.107678	0.992748	0.955006	1.036518	31.151187	
19.700000	0.000057	31.986925	0.992232	0.954980	1.036471	31.030434	
19.800000	0.000057	31.866461	0.991659	0.954813	1.036188	30.909970	
19.900000	0.000058	31.747089	0.991325	0.954671	1.036180	30.790598	
