Kurbelwinkel	Volumen	Pm_Zyl-korrigiert	Pm_Saug	Pm_Saug_alt	P_Abg	Pm_Zyl	
[KWnZOT]	[m^3]	[bar]	[bar]	[bar]	[bar]	[bar]	
-286.500000	0.000231	0.803871	0.915384	0.931183	1.006339	-0.152620	
-286.400000	0.000232	0.805252	0.915502	0.931411	1.006385	-0.151239	
-286.300000	0.000232	0.805092	0.915762	0.931508	1.006607	-0.151399	
-286.200000	0.000232	0.805317	0.915998	0.931638	1.006527	-0.151174	
-286.100000	0.000233	0.808529	0.915808	0.931826	1.006565	-0.147962	
-286.000000	0.000233	0.807919	0.916451	0.932015	1.006688	-0.148572	
-285.900000	0.000234	0.807983	0.916433	0.932093	1.006759	-0.148508	
-285.800000	0.000234	0.807694	0.916994	0.932275	1.006750	-0.148797	
-285.700000	0.000235	0.806441	0.916975	0.932613	1.006740	-0.150050	
-285.600000	0.000235	0.803871	0.917402	0.932797	1.006693	-0.152620	
-285.500000	0.000235	0.806216	0.917911	0.932942	1.006804	-0.150275	
-285.400000	0.000236	0.806120	0.918094	0.933170	1.006959	-0.150371	
-285.300000	0.000236	0.806345	0.918569	0.933360	1.006898	-0.150146	
-285.200000	0.000237	0.807565	0.918995	0.933515	1.006897	-0.148926	
-285.100000	0.000237	0.808529	0.919199	0.933747	1.006926	-0.147962	
-285.000000	0.000237	0.808368	0.919691	0.933950	1.006857	-0.148123	
-284.900000	0.000238	0.807951	0.919787	0.934091	1.006848	-0.148540	
-284.800000	0.000238	0.809910	0.920118	0.934250	1.006852	-0.146581	
-284.700000	0.000239	0.810553	0.920174	0.934376	1.006883	-0.145938	
-284.600000	0.000239	0.810553	0.920641	0.934613	1.006785	-0.145938	
-284.500000	0.000239	0.809300	0.920815	0.934824	1.006869	-0.147191	
-284.400000	0.000240	0.809621	0.920772	0.934908	1.006857	-0.146870	
-284.300000	0.000240	0.809268	0.921014	0.935064	1.006996	-0.147223	
-284.200000	0.000241	0.810232	0.921141	0.935314	1.006959	-0.146260	
-284.100000	0.000241	0.812480	0.921041	0.935497	1.006980	-0.144011	
-284.000000	0.000241	0.810874	0.921245	0.935671	1.006960	-0.145617	
-283.900000	0.000242	0.811324	0.921416	0.935804	1.007228	-0.145167	
-283.800000	0.000242	0.812320	0.921780	0.936045	1.007313	-0.144171	
-283.700000	0.000243	0.814922	0.922092	0.936256	1.007358	-0.141569	
-283.600000	0.000243	0.814857	0.922289	0.936454	1.007406	-0.141634	
-283.500000	0.000243	0.815436	0.922741	0.936586	1.007484	-0.141055	
-283.400000	0.000244	0.815628	0.923121	0.936752	1.007729	-0.140863	
-283.300000	0.000244	0.816239	0.923253	0.936926	1.007852	-0.140252	
-283.200000	0.000245	0.816560	0.923828	0.937034	1.007984	-0.139931	
-283.100000	0.000245	0.816785	0.924077	0.937215	1.008036	-0.139706	
-283.000000	0.000246	0.817395	0.924267	0.937398	1.008088	-0.139096	
-282.900000	0.000246	0.816528	0.924487	0.937524	1.008217	-0.139963	
-282.800000	0.000246	0.818070	0.924546	0.937610	1.008308	-0.138421	
-282.700000	0.000247	0.818134	0.924885	0.937822	1.008336	-0.138357	
-282.600000	0.000247	0.818006	0.924787	0.937995	1.008425	-0.138486	
-282.500000	0.000248	0.818295	0.925425	0.938169	1.008420	-0.138196	
-282.400000	0.000248	0.819098	0.925322	0.938310	1.008535	-0.137393	
-282.300000	0.000248	0.819419	0.925523	0.938434	1.008627	-0.137072	
-282.200000	0.000249	0.818520	0.925786	0.938649	1.008778	-0.137972	
-282.100000	0.000249	0.816431	0.925960	0.938848	1.008646	-0.140060	
-282.000000	0.000250	0.818552	0.926266	0.938971	1.008774	-0.137939	
-281.900000	0.000250	0.817620	0.926576	0.939119	1.008923	-0.138871	
-281.800000	0.000250	0.821539	0.927021	0.939273	1.008910	-0.134952	
-281.700000	0.000251	0.822085	0.927137	0.939373	1.008846	-0.134406	
-281.600000	0.000251	0.822342	0.927526	0.939570	1.009119	-0.134149	
-281.500000	0.000252	0.821154	0.927794	0.939643	1.009202	-0.135337	
-281.400000	0.000252	0.821314	0.927987	0.939727	1.009130	-0.135177	
-281.300000	0.000252	0.822214	0.928523	0.939878	1.009260	-0.134277	
-281.200000	0.000253	0.821571	0.928473	0.940031	1.009140	-0.134920	
-281.100000	0.000253	0.820383	0.928687	0.940106	1.009284	-0.136108	
-281.000000	0.000254	0.821282	0.928950	0.940290	1.009320	-0.135209	
-280.900000	0.000254	0.823145	0.929178	0.940414	1.009386	-0.133346	
-280.800000	0.000254	0.824205	0.929190	0.940515	1.009539	-0.132286	
-280.700000	0.000255	0.824880	0.929464	0.940629	1.009365	-0.131611	
-280.600000	0.000255	0.826326	0.929590	0.940775	1.009458	-0.130166	
-280.500000	0.000256	0.825233	0.929863	0.940905	1.009536	-0.131258	
-280.400000	0.000256	0.825651	0.930007	0.941025	1.009346	-0.130840	
-280.300000	0.000256	0.825169	0.930352	0.941147	1.009444	-0.131322	
-280.200000	0.000257	0.825426	0.930634	0.941245	1.009470	-0.131065	
-280.100000	0.000257	0.825137	0.930891	0.941469	1.009493	-0.131354	
-280.000000	0.000258	0.825587	0.930998	0.941611	1.009586	-0.130904	
-279.900000	0.000258	0.825330	0.931257	0.941701	1.009599	-0.131161	
-279.800000	0.000259	0.827000	0.931663	0.941848	1.009518	-0.129491	
-279.700000	0.000259	0.827546	0.931718	0.941961	1.009448	-0.128945	
-279.600000	0.000259	0.827289	0.931803	0.942083	1.009354	-0.129202	
-279.500000	0.000260	0.828157	0.932012	0.942164	1.009336	-0.128334	
-279.400000	0.000260	0.829345	0.932111	0.942271	1.009438	-0.127146	
-279.300000	0.000261	0.830405	0.932320	0.942421	1.009443	-0.126086	
-279.200000	0.000261	0.830148	0.932596	0.942578	1.009389	-0.126343	
-279.100000	0.000261	0.828478	0.932495	0.942669	1.009332	-0.128013	
-279.000000	0.000262	0.829923	0.932648	0.942741	1.009349	-0.126568	
-278.900000	0.000262	0.829474	0.932636	0.942887	1.009241	-0.127017	
-278.800000	0.000263	0.831787	0.932844	0.943018	1.009290	-0.124704	
-278.700000	0.000263	0.831979	0.933032	0.943034	1.009396	-0.124512	
-278.600000	0.000263	0.831048	0.933274	0.943172	1.009247	-0.125443	
-278.500000	0.000264	0.830020	0.933512	0.943294	1.009252	-0.126471	
-278.400000	0.000264	0.830180	0.933595	0.943339	1.009223	-0.126311	
-278.300000	0.000265	0.830502	0.933677	0.943507	1.009250	-0.125989	
-278.200000	0.000265	0.832044	0.933937	0.943689	1.009327	-0.124447	
-278.100000	0.000265	0.832268	0.933587	0.943758	1.009360	-0.124223	
-278.000000	0.000266	0.834646	0.934047	0.943805	1.009511	-0.121845	
-277.900000	0.000266	0.834581	0.933984	0.943895	1.009516	-0.121910	
-277.800000	0.000267	0.834485	0.934026	0.944004	1.009367	-0.122006	
-277.700000	0.000267	0.834292	0.933946	0.944131	1.009426	-0.122199	
-277.600000	0.000267	0.834549	0.934113	0.944225	1.009618	-0.121942	
-277.500000	0.000268	0.834228	0.934178	0.944289	1.009753	-0.122263	
-277.400000	0.000268	0.834132	0.934193	0.944470	1.009689	-0.122359	
-277.300000	0.000269	0.834774	0.934365	0.944482	1.009755	-0.121717	
-277.200000	0.000269	0.835641	0.934288	0.944536	1.009721	-0.120850	
-277.100000	0.000269	0.835802	0.934530	0.944720	1.009698	-0.120689	
-277.000000	0.000270	0.836509	0.934604	0.944917	1.009796	-0.119982	
-276.900000	0.000270	0.836252	0.934792	0.944955	1.009875	-0.120239	
-276.800000	0.000271	0.837248	0.934998	0.944976	1.009774	-0.119243	
-276.700000	0.000271	0.835256	0.935128	0.945121	1.009824	-0.121235	
-276.600000	0.000271	0.833746	0.935213	0.945251	1.009870	-0.122745	
-276.500000	0.000272	0.834421	0.935113	0.945363	1.009931	-0.122070	
-276.400000	0.000272	0.836445	0.935291	0.945498	1.009965	-0.120047	
-276.300000	0.000273	0.836669	0.935192	0.945722	1.009886	-0.119822	
-276.200000	0.000273	0.837569	0.935444	0.945828	1.009933	-0.118922	
-276.100000	0.000273	0.838372	0.935181	0.945876	1.010146	-0.118119	
-276.000000	0.000274	0.839400	0.935457	0.945889	1.010220	-0.117091	
-275.900000	0.000274	0.838500	0.935431	0.945975	1.010287	-0.117991	
-275.800000	0.000275	0.840235	0.935889	0.946066	1.010337	-0.116256	
-275.700000	0.000275	0.838533	0.936111	0.946132	1.010406	-0.117958	
-275.600000	0.000275	0.839978	0.936127	0.946163	1.010509	-0.116513	
-275.500000	0.000276	0.839689	0.936515	0.946254	1.010492	-0.116802	
-275.400000	0.000276	0.840846	0.936438	0.946238	1.010501	-0.115646	
-275.300000	0.000277	0.840524	0.936928	0.946445	1.010725	-0.115967	
-275.200000	0.000277	0.842901	0.936634	0.946658	1.010786	-0.113590	
-275.100000	0.000277	0.840942	0.936957	0.946661	1.010787	-0.115549	
-275.000000	0.000278	0.841424	0.936909	0.946684	1.010907	-0.115067	
-274.900000	0.000278	0.839207	0.936872	0.946761	1.010884	-0.117284	
-274.800000	0.000279	0.838565	0.937037	0.946922	1.011022	-0.117926	
-274.700000	0.000279	0.840813	0.936954	0.947081	1.010920	-0.115678	
-274.600000	0.000279	0.839850	0.937301	0.947189	1.010972	-0.116641	
-274.500000	0.000280	0.840396	0.937407	0.947199	1.010973	-0.116095	
-274.400000	0.000280	0.841135	0.937380	0.947250	1.011017	-0.115356	
-274.300000	0.000281	0.840332	0.937654	0.947365	1.011003	-0.116160	
-274.200000	0.000281	0.841777	0.937651	0.947508	1.010979	-0.114714	
-274.100000	0.000281	0.843929	0.937979	0.947615	1.011037	-0.112562	
-274.000000	0.000282	0.845664	0.938297	0.947730	1.010927	-0.110827	
-273.900000	0.000282	0.845407	0.938181	0.947812	1.010935	-0.111084	
-273.800000	0.000283	0.844989	0.938685	0.947913	1.011038	-0.111502	
-273.700000	0.000283	0.844797	0.938337	0.947981	1.011133	-0.111694	
-273.600000	0.000283	0.843448	0.938925	0.948017	1.011202	-0.113044	
-273.500000	0.000284	0.843608	0.938538	0.948146	1.011158	-0.112883	
-273.400000	0.000284	0.844700	0.938857	0.948401	1.011079	-0.111791	
-273.300000	0.000285	0.846821	0.938862	0.948412	1.011200	-0.109671	
-273.200000	0.000285	0.845889	0.939103	0.948435	1.011323	-0.110602	
-273.100000	0.000285	0.846596	0.939106	0.948445	1.011282	-0.109895	
-273.000000	0.000286	0.846146	0.939368	0.948493	1.011349	-0.110345	
-272.900000	0.000286	0.845246	0.939468	0.948634	1.011439	-0.111245	
-272.800000	0.000287	0.845439	0.939728	0.948783	1.011617	-0.111052	
-272.700000	0.000287	0.843994	0.939747	0.948770	1.011633	-0.112497	
-272.600000	0.000287	0.844861	0.940015	0.948857	1.011726	-0.111630	
-272.500000	0.000288	0.842934	0.940357	0.948993	1.011712	-0.113558	
-272.400000	0.000288	0.846146	0.940499	0.948982	1.011743	-0.110345	
-272.300000	0.000289	0.847527	0.940589	0.948919	1.011849	-0.108964	
-272.200000	0.000289	0.849037	0.940518	0.948994	1.011897	-0.107454	
-272.100000	0.000289	0.848170	0.940656	0.948970	1.011916	-0.108321	
-272.000000	0.000290	0.846821	0.940669	0.948979	1.012028	-0.109671	
-271.900000	0.000290	0.845793	0.940900	0.949040	1.012106	-0.110698	
-271.800000	0.000291	0.844636	0.941077	0.949124	1.012191	-0.111855	
-271.700000	0.000291	0.846050	0.941063	0.949191	1.012311	-0.110442	
-271.600000	0.000291	0.847816	0.941133	0.949198	1.012267	-0.108675	
-271.500000	0.000292	0.848844	0.941284	0.949185	1.012526	-0.107647	
-271.400000	0.000292	0.850258	0.941276	0.949295	1.012597	-0.106233	
-271.300000	0.000293	0.849005	0.941488	0.949284	1.012568	-0.107486	
-271.200000	0.000293	0.848330	0.941676	0.949257	1.012691	-0.108161	
-271.100000	0.000293	0.848844	0.941797	0.949371	1.012704	-0.107647	
-271.000000	0.000294	0.850900	0.941862	0.949513	1.012733	-0.105591	
-270.900000	0.000294	0.850997	0.942269	0.949397	1.012787	-0.105494	
-270.800000	0.000295	0.852153	0.942176	0.949364	1.012878	-0.104338	
-270.700000	0.000295	0.852442	0.942698	0.949428	1.013096	-0.104049	
-270.600000	0.000295	0.851992	0.942755	0.949519	1.013190	-0.104499	
-270.500000	0.000296	0.851639	0.942879	0.949582	1.013243	-0.104852	
-270.400000	0.000296	0.851768	0.942900	0.949636	1.013356	-0.104723	
-270.300000	0.000296	0.852025	0.943138	0.949657	1.013414	-0.104466	
-270.200000	0.000297	0.851222	0.943216	0.949682	1.013563	-0.105270	
-270.100000	0.000297	0.851735	0.943261	0.949663	1.013656	-0.104756	
-270.000000	0.000298	0.853695	0.943204	0.949636	1.013811	-0.102796	
-269.900000	0.000298	0.851382	0.943120	0.949645	1.013806	-0.105109	
-269.800000	0.000298	0.853631	0.942950	0.949677	1.014038	-0.102860	
-269.700000	0.000299	0.851960	0.943139	0.949648	1.014122	-0.104531	
-269.600000	0.000299	0.851414	0.943194	0.949700	1.014219	-0.105077	
-269.500000	0.000300	0.850354	0.943038	0.949651	1.014445	-0.106137	
-269.400000	0.000300	0.850965	0.943282	0.949560	1.014375	-0.105527	
-269.300000	0.000300	0.850547	0.943249	0.949625	1.014549	-0.105944	
-269.200000	0.000301	0.851671	0.943886	0.949794	1.014591	-0.104820	
-269.100000	0.000301	0.852506	0.944011	0.949733	1.014553	-0.103985	
-269.000000	0.000302	0.853663	0.944423	0.949692	1.014670	-0.102828	
-268.900000	0.000302	0.855205	0.944469	0.949792	1.014757	-0.101286	
-268.800000	0.000302	0.854241	0.944591	0.949805	1.014727	-0.102250	
-268.700000	0.000303	0.852924	0.944635	0.949773	1.014776	-0.103567	
-268.600000	0.000303	0.851864	0.944864	0.949803	1.014891	-0.104627	
-268.500000	0.000303	0.852924	0.944855	0.949826	1.015171	-0.103567	
-268.400000	0.000304	0.852667	0.945003	0.949759	1.015067	-0.103824	
-268.300000	0.000304	0.853245	0.944872	0.949724	1.015040	-0.103246	
-268.200000	0.000305	0.852699	0.944961	0.949823	1.015072	-0.103792	
-268.100000	0.000305	0.854851	0.944900	0.949894	1.015196	-0.101640	
-268.000000	0.000305	0.854916	0.945099	0.949827	1.015243	-0.101575	
-267.900000	0.000306	0.854434	0.944925	0.949882	1.015308	-0.102057	
-267.800000	0.000306	0.853952	0.945109	0.949976	1.015367	-0.102539	
-267.700000	0.000307	0.855269	0.944994	0.950058	1.015396	-0.101222	
-267.600000	0.000307	0.854723	0.945272	0.950041	1.015488	-0.101768	
-267.500000	0.000307	0.855430	0.945322	0.950058	1.015583	-0.101061	
-267.400000	0.000308	0.857839	0.945610	0.950090	1.015648	-0.098652	
-267.300000	0.000308	0.856458	0.945687	0.950049	1.015682	-0.100033	
-267.200000	0.000309	0.858417	0.945994	0.949967	1.015824	-0.098074	
-267.100000	0.000309	0.856715	0.945584	0.949949	1.015822	-0.099776	
-267.000000	0.000309	0.856972	0.945841	0.950035	1.015867	-0.099519	
-266.900000	0.000310	0.858000	0.945900	0.950033	1.015913	-0.098491	
-266.800000	0.000310	0.857646	0.945802	0.950033	1.016003	-0.098845	
-266.700000	0.000310	0.859252	0.946038	0.950048	1.016160	-0.097239	
-266.600000	0.000311	0.858160	0.945790	0.950116	1.016211	-0.098331	
-266.500000	0.000311	0.858224	0.945549	0.950050	1.016467	-0.098267	
-266.400000	0.000312	0.858738	0.945589	0.949920	1.016528	-0.097753	
-266.300000	0.000312	0.858771	0.945489	0.949965	1.016634	-0.097720	
-266.200000	0.000312	0.859124	0.945337	0.950176	1.016537	-0.097367	
-266.100000	0.000313	0.858128	0.945542	0.950093	1.016734	-0.098363	
-266.000000	0.000313	0.858674	0.945510	0.949920	1.016808	-0.097817	
-265.900000	0.000314	0.857325	0.945675	0.949814	1.016982	-0.099166	
-265.800000	0.000314	0.857967	0.945621	0.949893	1.017071	-0.098524	
-265.700000	0.000314	0.859863	0.945841	0.949902	1.017065	-0.096628	
-265.600000	0.000315	0.859413	0.946124	0.949873	1.017236	-0.097078	
-265.500000	0.000315	0.860794	0.946175	0.949834	1.017369	-0.095697	
-265.400000	0.000315	0.861244	0.946304	0.949716	1.017468	-0.095247	
-265.300000	0.000316	0.860313	0.946074	0.949667	1.017574	-0.096179	
-265.200000	0.000316	0.860184	0.946181	0.949616	1.017697	-0.096307	
-265.100000	0.000317	0.862176	0.946104	0.949622	1.017724	-0.094315	
-265.000000	0.000317	0.862465	0.946175	0.949695	1.017821	-0.094026	
-264.900000	0.000317	0.863878	0.946075	0.949703	1.017910	-0.092613	
-264.800000	0.000318	0.860859	0.946127	0.949655	1.018100	-0.095632	
-264.700000	0.000318	0.863429	0.946340	0.949487	1.018039	-0.093063	
-264.600000	0.000318	0.862850	0.946222	0.949422	1.018296	-0.093641	
-264.500000	0.000319	0.864874	0.946532	0.949549	1.018309	-0.091617	
-264.400000	0.000319	0.865838	0.946418	0.949640	1.018608	-0.090653	
-264.300000	0.000320	0.863910	0.946862	0.949488	1.018675	-0.092581	
-264.200000	0.000320	0.864713	0.946681	0.949417	1.018659	-0.091778	
-264.100000	0.000320	0.863621	0.946977	0.949452	1.018781	-0.092870	
-264.000000	0.000321	0.862754	0.947177	0.949413	1.018837	-0.093737	
-263.900000	0.000321	0.864906	0.947478	0.949295	1.019104	-0.091585	
-263.800000	0.000321	0.864874	0.947481	0.949261	1.019334	-0.091617	
-263.700000	0.000322	0.865003	0.947701	0.949285	1.019478	-0.091488	
-263.600000	0.000322	0.865966	0.947513	0.949279	1.019719	-0.090525	
-263.500000	0.000323	0.865227	0.947878	0.949146	1.019713	-0.091264	
-263.400000	0.000323	0.862786	0.948014	0.949075	1.019794	-0.093705	
-263.300000	0.000323	0.863300	0.948200	0.949083	1.019950	-0.093191	
-263.200000	0.000324	0.863268	0.948231	0.949074	1.020023	-0.093223	
-263.100000	0.000324	0.864649	0.948438	0.948969	1.020144	-0.091842	
-263.000000	0.000324	0.865806	0.948812	0.948919	1.020394	-0.090685	
-262.900000	0.000325	0.866159	0.948991	0.948944	1.020474	-0.090332	
-262.800000	0.000325	0.866127	0.949004	0.948959	1.020724	-0.090364	
-262.700000	0.000326	0.866962	0.949225	0.948956	1.020832	-0.089529	
-262.600000	0.000326	0.868119	0.949314	0.948860	1.020997	-0.088372	
-262.500000	0.000326	0.866673	0.949256	0.948824	1.021088	-0.089818	
-262.400000	0.000327	0.867380	0.949436	0.948806	1.021170	-0.089111	
-262.300000	0.000327	0.866577	0.949315	0.948761	1.021218	-0.089914	
-262.200000	0.000327	0.868022	0.949238	0.948655	1.021449	-0.088469	
-262.100000	0.000328	0.867348	0.949328	0.948570	1.021522	-0.089143	
-262.000000	0.000328	0.868086	0.949265	0.948496	1.021688	-0.088405	
-261.900000	0.000329	0.867187	0.949405	0.948393	1.021770	-0.089304	
-261.800000	0.000329	0.866802	0.949235	0.948324	1.021832	-0.089690	
-261.700000	0.000329	0.867669	0.949392	0.948400	1.022065	-0.088822	
-261.600000	0.000330	0.867605	0.949484	0.948347	1.022090	-0.088886	
-261.500000	0.000330	0.869243	0.949677	0.948251	1.022162	-0.087248	
-261.400000	0.000330	0.870335	0.949937	0.948189	1.022516	-0.086156	
-261.300000	0.000331	0.868600	0.949951	0.948225	1.022557	-0.087891	
-261.200000	0.000331	0.868215	0.950023	0.948213	1.022620	-0.088276	
-261.100000	0.000332	0.869243	0.950170	0.948120	1.022692	-0.087248	
-261.000000	0.000332	0.868665	0.950290	0.948052	1.022721	-0.087826	
-260.900000	0.000332	0.870175	0.950060	0.948111	1.022880	-0.086317	
-260.800000	0.000333	0.870014	0.950292	0.948046	1.022957	-0.086477	
-260.700000	0.000333	0.869500	0.950282	0.947980	1.023091	-0.086991	
-260.600000	0.000333	0.868633	0.950216	0.948081	1.023258	-0.087859	
-260.500000	0.000334	0.869179	0.950297	0.947984	1.023263	-0.087312	
-260.400000	0.000334	0.870014	0.950174	0.947837	1.023434	-0.086477	
-260.300000	0.000334	0.871395	0.950350	0.947779	1.023545	-0.085096	
-260.200000	0.000335	0.872230	0.950285	0.947809	1.023784	-0.084261	
-260.100000	0.000335	0.870881	0.950242	0.947686	1.023777	-0.085610	
-260.000000	0.000336	0.873355	0.950412	0.947584	1.023938	-0.083136	
-259.900000	0.000336	0.872423	0.950118	0.947648	1.024039	-0.084068	
-259.800000	0.000336	0.873098	0.950123	0.947707	1.024184	-0.083393	
-259.700000	0.000337	0.871941	0.949917	0.947636	1.024313	-0.084550	
-259.600000	0.000337	0.873066	0.949900	0.947558	1.024376	-0.083425	
-259.500000	0.000337	0.872680	0.949932	0.947461	1.024635	-0.083811	
-259.400000	0.000338	0.872134	0.949670	0.947420	1.024712	-0.084357	
-259.300000	0.000338	0.872552	0.949726	0.947376	1.024764	-0.083939	
-259.200000	0.000338	0.871781	0.949564	0.947411	1.024875	-0.084710	
-259.100000	0.000339	0.872873	0.949699	0.947449	1.024956	-0.083618	
-259.000000	0.000339	0.874672	0.949635	0.947477	1.025057	-0.081819	
-258.900000	0.000340	0.873805	0.949644	0.947306	1.025222	-0.082687	
-258.800000	0.000340	0.873708	0.949624	0.947115	1.025235	-0.082783	
-258.700000	0.000340	0.871331	0.949511	0.947135	1.025272	-0.085160	
-258.600000	0.000341	0.872809	0.949778	0.947291	1.025393	-0.083682	
-258.500000	0.000341	0.873001	0.949593	0.947390	1.025424	-0.083490	
-258.400000	0.000341	0.875668	0.949805	0.947290	1.025636	-0.080823	
-258.300000	0.000342	0.875346	0.949673	0.947142	1.025966	-0.081145	
-258.200000	0.000342	0.875668	0.949718	0.947133	1.025772	-0.080823	
-258.100000	0.000342	0.874961	0.949471	0.947140	1.025877	-0.081530	
-258.000000	0.000343	0.874736	0.949747	0.946997	1.026175	-0.081755	
-257.900000	0.000343	0.874929	0.949403	0.946816	1.026171	-0.081562	
-257.800000	0.000344	0.874672	0.949497	0.946838	1.026208	-0.081819	
-257.700000	0.000344	0.875186	0.949460	0.946872	1.026359	-0.081305	
-257.600000	0.000344	0.876117	0.949334	0.946862	1.026355	-0.080374	
-257.500000	0.000345	0.873676	0.949381	0.946716	1.026559	-0.082815	
-257.400000	0.000345	0.875122	0.949452	0.946638	1.026606	-0.081370	
-257.300000	0.000345	0.875186	0.949569	0.946738	1.026831	-0.081305	
-257.200000	0.000346	0.875089	0.949836	0.946671	1.027082	-0.081402	
-257.100000	0.000346	0.875700	0.949411	0.946482	1.027002	-0.080791	
-257.000000	0.000346	0.875507	0.949852	0.946426	1.027081	-0.080984	
-256.900000	0.000347	0.874929	0.949824	0.946427	1.027142	-0.081562	
-256.800000	0.000347	0.877210	0.949874	0.946294	1.027303	-0.079281	
-256.700000	0.000347	0.877113	0.950097	0.946216	1.027495	-0.079378	
-256.600000	0.000348	0.878912	0.950068	0.946202	1.027527	-0.077579	
-256.500000	0.000348	0.877306	0.950070	0.946114	1.027579	-0.079185	
-256.400000	0.000349	0.876310	0.950388	0.946049	1.027774	-0.080181	
-256.300000	0.000349	0.876921	0.950011	0.946011	1.027718	-0.079571	
-256.200000	0.000349	0.876471	0.950149	0.945966	1.027944	-0.080020	
-256.100000	0.000350	0.876696	0.950174	0.945908	1.027945	-0.079795	
-256.000000	0.000350	0.878912	0.950184	0.945843	1.028003	-0.077579	
-255.900000	0.000350	0.878013	0.950245	0.945776	1.028240	-0.078478	
-255.800000	0.000351	0.878302	0.949730	0.945672	1.028333	-0.078189	
-255.700000	0.000351	0.878752	0.950146	0.945600	1.028373	-0.077740	
-255.600000	0.000351	0.877948	0.949837	0.945481	1.028507	-0.078543	
-255.500000	0.000352	0.878302	0.950213	0.945374	1.028709	-0.078189	
-255.400000	0.000352	0.880069	0.949792	0.945232	1.028789	-0.076422	
-255.300000	0.000352	0.879266	0.950166	0.944942	1.028865	-0.077226	
-255.200000	0.000353	0.881161	0.950096	0.944865	1.028953	-0.075330	
-255.100000	0.000353	0.879233	0.950263	0.944918	1.029043	-0.077258	
-255.000000	0.000353	0.880743	0.950388	0.944839	1.029271	-0.075748	
-254.900000	0.000354	0.880486	0.950430	0.944710	1.029321	-0.076005	
-254.800000	0.000354	0.882092	0.950550	0.944615	1.029544	-0.074399	
-254.700000	0.000354	0.880101	0.950504	0.944599	1.029630	-0.076390	
-254.600000	0.000355	0.879266	0.950701	0.944583	1.029804	-0.077226	
-254.500000	0.000355	0.879426	0.950547	0.944489	1.030008	-0.077065	
-254.400000	0.000356	0.880069	0.950701	0.944311	1.030149	-0.076422	
-254.300000	0.000356	0.881578	0.950738	0.944258	1.030343	-0.074913	
-254.200000	0.000356	0.881482	0.950606	0.944242	1.030473	-0.075009	
-254.100000	0.000357	0.881868	0.950764	0.944136	1.030655	-0.074624	
-254.000000	0.000357	0.881739	0.950788	0.944029	1.030844	-0.074752	
-253.900000	0.000357	0.881868	0.950904	0.943870	1.030962	-0.074624	
-253.800000	0.000358	0.880422	0.951002	0.943919	1.031047	-0.076069	
-253.700000	0.000358	0.879844	0.950852	0.943964	1.031229	-0.076647	
-253.600000	0.000358	0.881611	0.951225	0.943867	1.031303	-0.074880	
-253.500000	0.000359	0.882157	0.951156	0.943697	1.031517	-0.074334	
-253.400000	0.000359	0.881611	0.951210	0.943701	1.031774	-0.074880	
-253.300000	0.000359	0.882221	0.951056	0.943726	1.032008	-0.074270	
-253.200000	0.000360	0.880679	0.950942	0.943537	1.032051	-0.075812	
-253.100000	0.000360	0.880936	0.951014	0.943414	1.032254	-0.075555	
-253.000000	0.000360	0.882092	0.950920	0.943410	1.032426	-0.074399	
-252.900000	0.000361	0.881900	0.950925	0.943456	1.032731	-0.074591	
-252.800000	0.000361	0.882639	0.950900	0.943363	1.032706	-0.073853	
-252.700000	0.000361	0.881546	0.950843	0.943194	1.032866	-0.074945	
-252.600000	0.000362	0.882157	0.950982	0.943099	1.032995	-0.074334	
-252.500000	0.000362	0.882189	0.950936	0.943181	1.033206	-0.074302	
-252.400000	0.000362	0.882767	0.950865	0.943257	1.033309	-0.073724	
-252.300000	0.000363	0.882703	0.951127	0.943149	1.033380	-0.073788	
-252.200000	0.000363	0.881707	0.951268	0.943066	1.033575	-0.074784	
-252.100000	0.000363	0.881900	0.951416	0.943105	1.033679	-0.074591	
-252.000000	0.000364	0.881546	0.951379	0.943117	1.033888	-0.074945	
-251.900000	0.000364	0.883345	0.951612	0.943079	1.034063	-0.073146	
-251.800000	0.000364	0.883506	0.951617	0.943117	1.034329	-0.072985	
-251.700000	0.000365	0.884598	0.951774	0.943135	1.034577	-0.071893	
-251.600000	0.000365	0.883891	0.951689	0.943041	1.034531	-0.072600	
-251.500000	0.000365	0.885337	0.951528	0.942887	1.034737	-0.071154	
-251.400000	0.000366	0.883891	0.951631	0.942923	1.034751	-0.072600	
-251.300000	0.000366	0.884598	0.951273	0.942968	1.034818	-0.071893	
-251.200000	0.000366	0.886365	0.951432	0.942858	1.035017	-0.070126	
-251.100000	0.000367	0.884984	0.951288	0.942804	1.035089	-0.071508	
-251.000000	0.000367	0.884694	0.951695	0.942919	1.035271	-0.071797	
-250.900000	0.000367	0.886204	0.951519	0.942967	1.035311	-0.070287	
-250.800000	0.000368	0.884727	0.951636	0.942830	1.035530	-0.071764	
-250.700000	0.000368	0.885401	0.951684	0.942801	1.035675	-0.071090	
-250.600000	0.000368	0.887168	0.951887	0.942908	1.035710	-0.069323	
-250.500000	0.000369	0.885498	0.951855	0.942798	1.035777	-0.070994	
-250.400000	0.000369	0.887200	0.952111	0.942619	1.035830	-0.069291	
-250.300000	0.000369	0.886044	0.951943	0.942534	1.035991	-0.070447	
-250.200000	0.000370	0.885208	0.951879	0.942558	1.036094	-0.071283	
-250.100000	0.000370	0.886718	0.951914	0.942475	1.036299	-0.069773	
