CA	pMess	dummy	dummy
[KWnZOT]	[bar]	[bar]	[bar]
-127.3	1.289693749	5	5
-127.05	1.291275037	5	5
-126.8	1.292670955	5	5
-126.55	1.294275286	5	5
-126.3	1.296438374	5	5
-126.05	1.299343672	5	5
-125.8	1.302942913	5	5
-125.55	1.306981291	5	5
-125.3	1.311102376	5	5
-125.05	1.314984906	5	5
-124.8	1.318452007	5	5
-124.55	1.321512885	5	5
-124.3	1.324333102	5	5
-124.05	1.327158997	5	5
-123.8	1.330230755	5	5
-123.55	1.333709988	5	5
-123.3	1.337634813	5	5
-123.05	1.341907884	5	5
-122.8	1.346319642	5	5
-122.55	1.350603516	5	5
-122.3	1.354509537	5	5
-122.05	1.35787396	5	5
-121.8	1.360662703	5	5
-121.55	1.362977106	5	5
-121.3	1.36502449	5	5
-121.05	1.367065024	5	5
-120.8	1.369348383	5	5
-120.55	1.372053384	5	5
-120.3	1.375245414	5	5
-120.05	1.378867395	5	5
-119.8	1.382773038	5	5
-119.55	1.386793312	5	5
-119.3	1.39080691	5	5
-119.05	1.394778928	5	5
-118.8	1.398748341	5	5
-118.55	1.402776409	5	5
-118.3	1.406893026	5	5
-118.05	1.411077163	5	5
-117.8	1.415281068	5	5
-117.55	1.419475774	5	5
-117.3	1.423681481	5	5
-117.05	1.427959528	5	5
-116.8	1.432371022	5	5
-116.55	1.436929658	5	5
-116.3	1.441578426	5	5
-116.05	1.446203251	5	5
-115.8	1.450674301	5	5
-115.55	1.45489198	5	5
-115.3	1.458816121	5	5
-115.05	1.462470111	5	5
-114.8	1.465926272	5	5
-114.55	1.469285415	5	5
-114.3	1.472659333	5	5
-114.05	1.476156212	5	5
-113.8	1.479864562	5	5
-113.55	1.483835283	5	5
-113.3	1.488069198	5	5
-113.05	1.492519531	5	5
-112.8	1.497111576	5	5
-112.55	1.501770436	5	5
-112.3	1.506442676	5	5
-112.05	1.511103921	5	5
-111.8	1.515756103	5	5
-111.55	1.520423834	5	5
-111.3	1.525153451	5	5
-111.05	1.530007315	5	5
-110.8	1.535043214	5	5
-110.55	1.540280533	5	5
-110.3	1.545672347	5	5
-110.05	1.551108049	5	5
-109.8	1.556455152	5	5
-109.55	1.561621172	5	5
-109.3	1.566599475	5	5
-109.05	1.571471721	5	5
-108.8	1.576367838	5	5
-108.55	1.581409664	5	5
-108.3	1.586668185	5	5
-108.05	1.592147752	5	5
-107.8	1.597791341	5	5
-107.55	1.603494792	5	5
-107.3	1.609125216	5	5
-107.05	1.614546965	5	5
-106.8	1.619656745	5	5
-106.55	1.624419571	5	5
-106.3	1.628890058	5	5
-106.05	1.633207091	5	5
-105.8	1.637561885	5	5
-105.55	1.64215101	5	5
-105.3	1.647130422	5	5
-105.05	1.65258402	5	5
-104.8	1.65851427	5	5
-104.55	1.664855409	5	5
-104.3	1.671502311	5	5
-104.05	1.678341892	5	5
-103.8	1.685273093	5	5
-103.55	1.692208732	5	5
-103.3	1.699065228	5	5
-103.05	1.705755682	5	5
-102.8	1.712200107	5	5
-102.55	1.718353384	5	5
-102.3	1.724236082	5	5
-102.05	1.729947062	5	5
-101.8	1.735644929	5	5
-101.55	1.74150234	5	5
-101.3	1.747652015	5	5
-101.05	1.75414756	5	5
-100.8	1.760954901	5	5
-100.55	1.767975778	5	5
-100.3	1.775090429	5	5
-100.05	1.782198879	5	5
-99.8	1.789243384	5	5
-99.55	1.796207571	5	5
-99.3	1.803102464	5	5
-99.05	1.809955202	5	5
-98.8	1.816808025	5	5
-98.55	1.823720528	5	5
-98.3	1.830761497	5	5
-98.05	1.837985654	5	5
-97.8	1.84540777	5	5
-97.55	1.852995034	5	5
-97.3	1.860688101	5	5
-97.05	1.868439543	5	5
-96.8	1.876244026	5	5
-96.55	1.884140143	5	5
-96.3	1.892184205	5	5
-96.05	1.900414267	5	5
-95.8	1.908825124	5	5
-95.55	1.917363888	5	5
-95.3	1.925943004	5	5
-95.05	1.934462925	5	5
-94.8	1.942839088	5	5
-94.55	1.951029758	5	5
-94.3	1.959058455	5	5
-94.05	1.967020187	5	5
-93.8	1.975061912	5	5
-93.55	1.983337397	5	5
-93.3	1.99195036	5	5
-93.05	2.000908457	5	5
-92.8	2.010108679	5	5
-92.55	2.01936305	5	5
-92.3	2.028458608	5	5
-92.05	2.037233524	5	5
-91.8	2.045644768	5	5
-91.55	2.053802735	5	5
-91.3	2.061955538	5	5
-91.05	2.070421102	5	5
-90.8	2.079485592	5	5
-90.55	2.089303672	5	5
-90.3	2.099839677	5	5
-90.05	2.110874566	5	5
-89.8	2.122077168	5	5
-89.55	2.133112156	5	5
-89.3	2.143743306	5	5
-89.05	2.153894352	5	5
-88.8	2.163648302	5	5
-88.55	2.173191548	5	5
-88.3	2.182730975	5	5
-88.05	2.192421306	5	5
-87.8	2.202331538	5	5
-87.55	2.21245732	5	5
-87.3	2.2227624	5	5
-87.05	2.233220245	5	5
-86.8	2.243833175	5	5
-86.55	2.25462505	5	5
-86.3	2.265621012	5	5
-86.05	2.276832495	5	5
-85.8	2.288256393	5	5
-85.55	2.299883443	5	5
-85.3	2.311703912	5	5
-85.05	2.323703569	5	5
-84.8	2.335854279	5	5
-84.55	2.348110879	5	5
-84.3	2.360422569	5	5
-84.05	2.372755109	5	5
-83.8	2.385109779	5	5
-83.55	2.397525324	5	5
-83.3	2.410060255	5	5
-83.05	2.422766167	5	5
-82.8	2.43566731	5	5
-82.55	2.448754656	5	5
-82.3	2.461991299	5	5
-82.05	2.475320572	5	5
-81.8	2.488672863	5	5
-81.55	2.501975514	5	5
-81.3	2.515172503	5	5
-81.05	2.528252784	5	5
-80.8	2.541274353	5	5
-80.55	2.554366362	5	5
-80.3	2.5676998	5	5
-80.05	2.581434282	5	5
-79.8	2.595663093	5	5
-79.55	2.610381452	5	5
-79.3	2.625492583	5	5
-79.05	2.640848759	5	5
-78.8	2.656309341	5	5
-78.55	2.671791496	5	5
-78.3	2.687293451	5	5
-78.05	2.702882047	5	5
-77.8	2.718651096	5	5
-77.55	2.734669327	5	5
-77.3	2.750941908	5	5
-77.05	2.767404605	5	5
-76.8	2.783954851	5	5
-76.55	2.800505262	5	5
-76.3	2.817032404	5	5
-76.05	2.833595397	5	5
-75.8	2.850315191	5	5
-75.55	2.867326549	5	5
-75.3	2.884727832	5	5
-75.05	2.902551815	5	5
-74.8	2.92076692	5	5
-74.55	2.939302101	5	5
-74.3	2.95807881	5	5
-74.05	2.977033458	5	5
-73.8	2.996121722	5	5
-73.55	3.015307329	5	5
-73.3	3.034547197	5	5
-73.05	3.053787214	5	5
-72.8	3.072976333	5	5
-72.55	3.092094014	5	5
-72.3	3.111175414	5	5
-72.05	3.130318116	5	5
-71.8	3.149664967	5	5
-71.55	3.169371769	5	5
-71.3	3.189575076	5	5
-71.05	3.210370014	5	5
-70.8	3.231797904	5	5
-70.55	3.253839479	5	5
-70.3	3.276414681	5	5
-70.05	3.2993959	5	5
-69.8	3.32263781	5	5
-69.55	3.346014029	5	5
-69.3	3.369441403	5	5
-69.05	3.392878822	5	5
-68.8	3.416306764	5	5
-68.55	3.43970992	5	5
-68.3	3.463083011	5	5
-68.05	3.4864596	5	5
-67.8	3.509941438	5	5
-67.55	3.533699772	5	5
-67.3	3.557935532	5	5
-67.05	3.582811819	5	5
-66.8	3.60839176	5	5
-66.55	3.634614757	5	5
-66.3	3.661324773	5	5
-66.05	3.68833699	5	5
-65.8	3.715509761	5	5
-65.55	3.742787286	5	5
-65.3	3.770194767	5	5
-65.05	3.797792665	5	5
-64.8	3.825617279	5	5
-64.55	3.853641472	5	5
-64.3	3.881778834	5	5
-64.05	3.909931734	5	5
-63.8	3.938059526	5	5
-63.55	3.96623031	5	5
-63.3	3.994626243	5	5
-63.05	4.023496174	5	5
-62.8	4.053077231	5	5
-62.55	4.083522553	5	5
-62.3	4.114866207	5	5
-62.05	4.147033465	5	5
-61.8	4.179880842	5	5
-61.55	4.213240868	5	5
-61.3	4.246954924	5	5
-61.05	4.280893491	5	5
-60.8	4.314972487	5	5
-60.55	4.349170309	5	5
-60.3	4.383538867	5	5
-60.05	4.418195771	5	5
-59.8	4.453291284	5	5
-59.55	4.488958915	5	5
-59.3	4.525270985	5	5
-59.05	4.5622205	5	5
-58.8	4.599737583	5	5
-58.55	4.637730624	5	5
-58.3	4.676130027	5	5
-58.05	4.714912823	5	5
-57.8	4.754098583	5	5
-57.55	4.793723665	5	5
-57.3	4.833811741	5	5
-57.05	4.874357624	5	5
-56.8	4.915330399	5	5
-56.55	4.956689516	5	5
-56.3	4.998402897	5	5
-56.05	5.040461099	5	5
-55.8	5.082889403	5	5
-55.55	5.125761153	5	5
-55.3	5.169208375	5	5
-55.05	5.213416487	5	5
-54.8	5.258589802	5	5
-54.55	5.304888216	5	5
-54.3	5.352356719	5	5
-54.05	5.400883943	5	5
-53.8	5.450221099	5	5
-53.55	5.500066245	5	5
-53.3	5.550182654	5	5
-53.05	5.600495095	5	5
-52.8	5.651112352	5	5
-52.55	5.702260415	5	5
-52.3	5.754160275	5	5
-52.05	5.806916782	5	5
-51.8	5.860478829	5	5
-51.55	5.914688605	5	5
-51.3	5.969385662	5	5
-51.05	6.024502952	5	5
-50.8	6.080103391	5	5
-50.55	6.136346471	5	5
-50.3	6.193416462	5	5
-50.05	6.251460441	5	5
-49.8	6.310568271	5	5
-49.55	6.370792043	5	5
-49.3	6.432174507	5	5
-49.05	6.494753064	5	5
-48.8	6.558528719	5	5
-48.55	6.623420915	5	5
-48.3	6.689246691	5	5
-48.05	6.755752982	5	5
-47.8	6.822699283	5	5
-47.55	6.88995433	5	5
-47.3	6.957556678	5	5
-47.05	7.025704601	5	5
-46.8	7.094677129	5	5
-46.55	7.164724526	5	5
-46.3	7.235982473	5	5
-46.05	7.30845095	5	5
-45.8	7.382043773	5	5
-45.55	7.456676998	5	5
-45.3	7.532344314	5	5
-45.05	7.609135944	5	5
-44.8	7.687190288	5	5
-44.55	7.766606408	5	5
-44.3	7.847368931	5	5
-44.05	7.929331124	5	5
-43.8	8.012270123	5	5
-43.55	8.09598855	5	5
-43.3	8.180411265	5	5
-43.05	8.265627876	5	5
-42.8	8.35185865	5	5
-42.55	8.439359089	5	5
-42.3	8.528308581	5	5
-42.05	8.618737326	5	5
-41.8	8.710528489	5	5
-41.55	8.803495915	5	5
-41.3	8.897498876	5	5
-41.05	8.99253532	5	5
-40.8	9.088766393	5	5
-40.55	9.186461965	5	5
-40.3	9.285897297	5	5
-40.05	9.387251085	5	5
-39.8	9.490546252	5	5
-39.55	9.595647538	5	5
-39.3	9.702303638	5	5
-39.05	9.810209019	5	5
-38.8	9.919062126	5	5
-38.55	10.02860585	5	5
-38.3	10.13864792	5	5
-38.05	10.24907062	5	5
-37.8	10.35984745	5	5
-37.55	10.47108077	5	5
-37.3	10.58305645	5	5
-37.05	10.69628497	5	5
-36.8	10.81148313	5	5
-36.55	10.9294633	5	5
-36.3	11.05093873	5	5
-36.05	11.17630532	5	5
-35.8	11.30548952	5	5
-35.55	11.43793964	5	5
-35.3	11.57278169	5	5
-35.05	11.70908931	5	5
-34.8	11.84616571	5	5
-34.55	11.98373188	5	5
-34.3	12.12196185	5	5
-34.05	12.26137478	5	5
-33.8	12.40264749	5	5
-33.55	12.54642271	5	5
-33.3	12.69316371	5	5
-33.05	12.8430708	5	5
-32.8	12.99605786	5	5
-32.55	13.15179055	5	5
-32.3	13.30979356	5	5
-32.05	13.46962067	5	5
-31.8	13.63104572	5	5
-31.55	13.79419967	5	5
-31.3	13.95957914	5	5
-31.05	14.12789805	5	5
-30.8	14.2998279	5	5
-30.55	14.47573187	5	5
-30.3	14.65550807	5	5
-30.05	14.83860992	5	5
-29.8	15.02423241	5	5
-29.55	15.21158417	5	5
-29.3	15.40013852	5	5
-29.05	15.58977826	5	5
-28.8	15.78080085	5	5
-28.55	15.97380444	5	5
-28.3	16.16951078	5	5
-28.05	16.36858915	5	5
-27.8	16.57153171	5	5
-27.55	16.77860195	5	5
-27.3	16.98984878	5	5
-27.05	17.2051567	5	5
-26.8	17.4242985	5	5
-26.55	17.64696919	5	5
-26.3	17.87280333	5	5
-26.05	18.1013967	5	5
-25.8	18.33235601	5	5
-25.55	18.56538185	5	5
-25.3	18.8003608	5	5
-25.05	19.03742069	5	5
-24.8	19.27690543	5	5
-24.55	19.51925761	5	5
-24.3	19.76484511	5	5
-24.05	20.013805	5	5
-23.8	20.26598144	5	5
-23.55	20.52099494	5	5
-23.3	20.77841751	5	5
-23.05	21.03797377	5	5
-22.8	21.29967374	5	5
-22.55	21.56381649	5	5
-22.3	21.83086757	5	5
-22.05	22.10127245	5	5
-21.8	22.37529288	5	5
-21.55	22.65293436	5	5
-21.3	22.93398443	5	5
-21.05	23.21813043	5	5
-20.8	23.50509655	5	5
-20.55	23.79474323	5	5
-20.3	24.08710075	5	5
-20.05	24.38234512	5	5
-19.8	24.68074822	5	5
-19.55	24.98263447	5	5
-19.3	25.28835695	5	5
-19.05	25.59828124	5	5
-18.8	25.91275358	5	5
-18.55	26.23204009	5	5
-18.3	26.5562496	5	5
-18.05	26.88527457	5	5
-17.8	27.21878558	5	5
-17.55	27.55628953	5	5
-17.3	27.8972259	5	5
-17.05	28.24105298	5	5
-16.8	28.58728353	5	5
-16.55	28.93546321	5	5
-16.3	29.28512277	5	5
-16.05	29.63575203	5	5
-15.8	29.98682757	5	5
-15.55	30.33788831	5	5
-15.3	30.68861893	5	5
-15.05	31.03889259	5	5
-14.8	31.38874745	5	5
-14.55	31.73830948	5	5
-14.3	32.08770219	5	5
-14.05	32.43698617	5	5
-13.8	32.78614815	5	5
-13.55	33.13512971	5	5
-13.3	33.48386741	5	5
-13.05	33.83231746	5	5
-12.8	34.18045322	5	5
-12.55	34.52824024	5	5
-12.3	34.87560322	5	5
-12.05	35.22239941	5	5
-11.8	35.56840795	5	5
-11.55	35.91333859	5	5
-11.3	36.25685805	5	5
-11.05	36.59862959	5	5
-10.8	36.93835973	5	5
-10.55	37.27584547	5	5
-10.3	37.61101465	5	5
-10.05	37.94395324	5	5
-9.8	38.2749157	5	5
-9.55	38.6043196	5	5
-9.3	38.9327288	5	5
-9.05	39.26083025	5	5
-8.8	39.58940653	5	5
-8.55	39.91930288	5	5
-8.3	40.25138694	5	5
-8.05	40.58650204	5	5
-7.8	40.92541825	5	5
-7.55	41.26878639	5	5
-7.3	41.61709795	5	5
-7.05	41.97065073	5	5
-6.8	42.32951947	5	5
-6.55	42.69353549	5	5
-6.3	43.06228602	5	5
-6.05	43.43514822	5	5
-5.8	43.8113693	5	5
-5.55	44.19019109	5	5
-5.3	44.57099893	5	5
-5.05	44.95345947	5	5
-4.8	45.33760801	5	5
-4.55	45.72385705	5	5
-4.3	46.1129224	5	5
-4.05	46.50569135	5	5
-3.8	46.90307937	5	5
-3.55	47.30592707	5	5
-3.3	47.71497432	5	5
-3.05	48.13091924	5	5
-2.8	48.55453847	5	5
-2.55	48.98682563	5	5
-2.3	49.42910479	5	5
-2.05	49.8830915	5	5
-1.8	50.35089465	5	5
-1.55	50.83496798	5	5
-1.3	51.33802635	5	5
-1.05	51.86294318	5	5
-0.8	52.41264347	5	5
-0.55	52.99000327	5	5
-0.3	53.59775553	5	5
-0.05	54.23838568	5	5
0.2	54.9139836	5	5
0.45	55.62601589	5	5
0.7	56.3750015	5	5
0.95	57.16011312	5	5
1.2	57.97877149	5	5
1.45	58.82632858	5	5
1.7	59.69593366	5	5
1.95	60.57864081	5	5
2.2	61.46376109	5	5
2.45	62.33940732	5	5
2.7	63.19314428	5	5
2.95	64.01265122	5	5
3.2	64.78632448	5	5
3.45	65.50378225	5	5
3.7	66.15626435	5	5
3.95	66.73693301	5	5
4.2	67.24107299	5	5
4.45	67.66617093	5	5
4.7	68.0118444	5	5
4.95	68.27960615	5	5
5.2	68.47248599	5	5
5.45	68.59457463	5	5
5.7	68.65057379	5	5
5.95	68.6454257	5	5
6.2	68.58405923	5	5
6.45	68.4712504	5	5
6.7	68.31156673	5	5
6.95	68.10935454	5	5
7.2	67.86873276	5	5
7.45	67.59357055	5	5
7.7	67.28744623	5	5
7.95	66.95360328	5	5
8.2	66.59492703	5	5
8.45	66.21395761	5	5
8.7	65.81293496	5	5
8.95	65.39385333	5	5
9.2	64.95849901	5	5
9.45	64.50845903	5	5
9.7	64.04510946	5	5
9.95	63.56960605	5	5
10.2	63.08289694	5	5
10.45	62.58576269	5	5
10.7	62.0788733	5	5
10.95	61.56284572	5	5
11.2	61.03828903	5	5
11.45	60.50583074	5	5
11.7	59.96612077	5	5
11.95	59.41981137	5	5
12.2	58.86751647	5	5
12.45	58.30976505	5	5
12.7	57.74697246	5	5
12.95	57.17945202	5	5
13.2	56.60747253	5	5
13.45	56.03134475	5	5
13.7	55.45150439	5	5
13.95	54.86855959	5	5
14.2	54.28328521	5	5
14.45	53.69656604	5	5
14.7	53.10930828	5	5
14.95	52.52234706	5	5
15.2	51.93637738	5	5
15.45	51.35192551	5	5
15.7	50.76936185	5	5
15.95	50.18894037	5	5
16.2	49.61084235	5	5
16.45	49.03520681	5	5
16.7	48.46214383	5	5
16.95	47.89174032	5	5
17.2	47.32407304	5	5
17.45	46.75923695	5	5
17.7	46.19738329	5	5
17.95	45.63875069	5	5
18.2	45.08367085	5	5
18.45	44.53253997	5	5
18.7	43.9857622	5	5
18.95	43.44368424	5	5
19.2	42.90654345	5	5
19.45	42.37444573	5	5
19.7	41.84737724	5	5
19.95	41.32524297	5	5
20.2	40.80791861	5	5
20.45	40.29530051	5	5
20.7	39.7873418	5	5
20.95	39.28406805	5	5
21.2	38.78557332	5	5
21.45	38.29200408	5	5
21.7	37.80354132	5	5
21.95	37.3203875	5	5
22.2	36.84275703	5	5
22.45	36.37086298	5	5
22.7	35.90489284	5	5
22.95	35.44497634	5	5
23.2	34.99115958	5	5
23.45	34.54340501	5	5
23.7	34.1016276	5	5
23.95	33.66575744	5	5
24.2	33.23579859	5	5
24.45	32.81184909	5	5
24.7	32.39406328	5	5
24.95	31.9825685	5	5
25.2	31.57737635	5	5
25.45	31.1783359	5	5
25.7	30.78515729	5	5
25.95	30.39749795	5	5
26.2	30.01507104	5	5
26.45	29.63772344	5	5
26.7	29.26544774	5	5
26.95	28.89832938	5	5
27.2	28.53646637	5	5
27.45	28.17991228	5	5
27.7	27.82867459	5	5
27.95	27.48276	5	5
28.2	27.14222438	5	5
28.45	26.80717976	5	5
28.7	26.47773974	5	5
28.95	26.15392655	5	5
29.2	25.83559005	5	5
29.45	25.5223846	5	5
29.7	25.21381974	5	5
29.95	24.90936602	5	5
30.2	24.60857605	5	5
30.45	24.31117947	5	5
30.7	24.01712389	5	5
30.95	23.72655416	5	5
31.2	23.43974235	5	5
31.45	23.15699516	5	5
31.7	22.87856928	5	5
31.95	22.60461745	5	5
32.2	22.33517331	5	5
32.45	22.07016877	5	5
32.7	21.80946982	5	5
32.95	21.55291585	5	5
33.2	21.30035149	5	5
33.45	21.05164616	5	5
33.7	20.80670218	5	5
33.95	20.56545597	5	5
34.2	20.32787597	5	5
34.45	20.09395678	5	5
34.7	19.86370527	5	5
34.95	19.63711567	5	5
35.2	19.41413718	5	5
35.45	19.19464499	5	5
35.7	18.97842816	5	5
35.95	18.7652038	5	5
36.2	18.55465971	5	5
36.45	18.34651921	5	5
36.7	18.140614	5	5
36.95	17.93694196	5	5
37.2	17.73568291	5	5
37.45	17.53715172	5	5
37.7	17.34169118	5	5
37.95	17.14953855	5	5
38.2	16.96072178	5	5
38.45	16.77503672	5	5
38.7	16.59212244	5	5
38.95	16.41160399	5	5
39.2	16.23323739	5	5
39.45	16.05698907	5	5
39.7	15.88301278	5	5
39.95	15.71153546	5	5
40.2	15.54270575	5	5
40.45	15.37647559	5	5
40.7	15.21257019	5	5
40.95	15.05056131	5	5
41.2	14.8900135	5	5
41.45	14.73064217	5	5
41.7	14.57242027	5	5
41.95	14.41559536	5	5
42.2	14.26061712	5	5
42.45	14.10800946	5	5
42.7	13.95823707	5	5
42.95	13.81161105	5	5
43.2	13.66825675	5	5
43.45	13.52813961	5	5
43.7	13.39112197	5	5
43.95	13.25701608	5	5
44.2	13.12560744	5	5
44.45	12.99664443	5	5
44.7	12.86981388	5	5
44.95	12.74473255	5	5
45.2	12.62097767	5	5
45.45	12.49815691	5	5
45.7	12.37599361	5	5
45.95	12.2543913	5	5
46.2	12.13344844	5	5
46.45	12.01341715	5	5
46.7	11.8946242	5	5
46.95	11.77738641	5	5
47.2	11.66194852	5	5
47.45	11.54845625	5	5
47.7	11.43696076	5	5
47.95	11.32744181	5	5
48.2	11.21983699	5	5
48.45	11.11406791	5	5
48.7	11.01005668	5	5
48.95	10.90772819	5	5
49.2	10.80699926	5	5
49.45	10.70776469	5	5
49.7	10.60989601	5	5
49.95	10.51326407	5	5
50.2	10.41777983	5	5
50.45	10.32343032	5	5
50.7	10.23028351	5	5
50.95	10.13845243	5	5
51.2	10.04803573	5	5
51.45	9.959068809	5	5
51.7	9.871513125	5	5
51.95	9.785286543	5	5
52.2	9.700311625	5	5
52.45	9.616551232	5	5
52.7	9.534014001	5	5
52.95	9.452734671	5	5
53.2	9.372748811	5	5
53.45	9.294079801	5	5
53.7	9.216742047	5	5
53.95	9.140750264	5	5
54.2	9.066120161	5	5
54.45	8.992853198	5	5
54.7	8.920910916	5	5
54.95	8.850193209	5	5
55.2	8.78053357	5	5
55.45	8.711714323	5	5
55.7	8.643494206	5	5
55.95	8.575637772	5	5
56.2	8.507942065	5	5
56.45	8.44026388	5	5
56.7	8.372551455	5	5
56.95	8.304875427	5	5
57.2	8.237442831	5	5
57.45	8.170575951	5	5
57.7	8.104649999	5	5
57.95	8.040003719	5	5
58.2	7.976852863	5	5
58.45	7.915238131	5	5
58.7	7.855026029	5	5
58.95	7.795960185	5	5
59.2	7.73774199	5	5
59.45	7.680110274	5	5
59.7	7.622893391	5	5
59.95	7.566021539	5	5
60.2	7.509505912	5	5
60.45	7.453404582	5	5
60.7	7.397795113	5	5
60.95	7.342761352	5	5
61.2	7.288386505	5	5
61.45	7.23473942	5	5
61.7	7.181850762	5	5
61.95	7.129691949	5	5
62.2	7.078176731	5	5
62.45	7.027194227	5	5
62.7	6.976659638	5	5
62.95	6.92655243	5	5
63.2	6.876915808	5	5
63.45	6.827814524	5	5
63.7	6.779274502	5	5
63.95	6.731238931	5	5
64.2	6.683564888	5	5
64.45	6.636060604	5	5
64.7	6.588542866	5	5
64.95	6.540888443	5	5
65.2	6.493063233	5	5
65.45	6.445128502	5	5
65.7	6.397233719	5	5
65.95	6.349604511	5	5
66.2	6.302525254	5	5
66.45	6.256307709	5	5
66.7	6.211238373	5	5
66.95	6.167509493	5	5
67.2	6.12515489	5	5
67.45	6.084019878	5	5
67.7	6.043786346	5	5
67.95	6.004051294	5	5
68.2	5.964432055	5	5
68.45	5.924658732	5	5
68.7	5.884621438	5	5
68.95	5.844362115	5	5
69.2	5.804024838	5	5
69.45	5.763792286	5	5
69.7	5.72383452	5	5
69.95	5.684283733	5	5
70.2	5.645233715	5	5
70.45	5.6067532	5	5
70.7	5.568900905	5	5
70.95	5.531735244	5	5
71.2	5.495318101	5	5
71.45	5.459714698	5	5
71.7	5.424988863	5	5
71.95	5.391188735	5	5
72.2	5.358319144	5	5
72.45	5.326306792	5	5
72.7	5.294977572	5	5
72.95	5.264069525	5	5
73.2	5.233291452	5	5
73.45	5.202410769	5	5
73.7	5.171332354	5	5
73.95	5.14013007	5	5
74.2	5.109016523	5	5
74.45	5.078268568	5	5
74.7	5.048144783	5	5
74.95	5.018826243	5	5
75.2	4.990391194	5	5
75.45	4.962815092	5	5
75.7	4.935982273	5	5
75.95	4.909703405	5	5
76.2	4.883742608	5	5
76.45	4.857859273	5	5
76.7	4.831860619	5	5
76.95	4.805649493	5	5
77.2	4.779247662	5	5
77.45	4.752782079	5	5
77.7	4.726436665	5	5
77.95	4.700386375	5	5
78.2	4.674736589	5	5
78.45	4.649487469	5	5
78.7	4.624533196	5	5
78.95	4.599694912	5	5
79.2	4.574777472	5	5
79.45	4.549634598	5	5
79.7	4.524224441	5	5
79.95	4.498637977	5	5
80.2	4.473087781	5	5
80.45	4.447855669	5	5
80.7	4.423212921	5	5
80.95	4.399339953	5	5
81.2	4.37627531	5	5
81.45	4.353912629	5	5
81.7	4.33204328	5	5
81.95	4.310423465	5	5
82.2	4.288838546	5	5
82.45	4.267146066	5	5
82.7	4.245293863	5	5
82.95	4.223319546	5	5
83.2	4.201337575	5	5
83.45	4.179515342	5	5
83.7	4.158038012	5	5
83.95	4.137066287	5	5
84.2	4.116696832	5	5
84.45	4.096935582	5	5
84.7	4.0776892	5	5
84.95	4.058775109	5	5
85.2	4.039950256	5	5
85.45	4.020960209	5	5
85.7	4.001606224	5	5
85.95	3.981815508	5	5
86.2	3.961686343	5	5
86.45	3.94147789	5	5
86.7	3.92153223	5	5
86.95	3.902148227	5	5
87.2	3.883456278	5	5
87.45	3.865351918	5	5
87.7	3.847526193	5	5
87.95	3.829588742	5	5
88.2	3.811235145	5	5
88.45	3.792386162	5	5
88.7	3.773237147	5	5
88.95	3.754197199	5	5
89.2	3.73574826	5	5
89.45	3.718286747	5	5
89.7	3.702008263	5	5
89.95	3.686865394	5	5
90.2	3.6725929	5	5
90.45	3.658776014	5	5
90.7	3.64494087	5	5
90.95	3.630656578	5	5
91.2	3.615638444	5	5
91.45	3.599828221	5	5
91.7	3.583415986	5	5
91.95	3.566778935	5	5
92.2	3.550348335	5	5
92.45	3.534456862	5	5
92.7	3.519234985	5	5
92.95	3.504601756	5	5
93.2	3.490344696	5	5
93.45	3.476237597	5	5
93.7	3.462132284	5	5
93.95	3.447985534	5	5
94.2	3.433825504	5	5
94.45	3.419694419	5	5
94.7	3.405608575	5	5
94.95	3.391556013	5	5
95.2	3.377523992	5	5
95.45	3.363530592	5	5
95.7	3.349635265	5	5
95.95	3.335918448	5	5
96.2	3.322440056	5	5
96.45	3.309200437	5	5
96.7	3.296128206	5	5
96.95	3.28310657	5	5
97.2	3.270029141	5	5
97.45	3.256859089	5	5
97.7	3.243662142	5	5
97.95	3.230597639	5	5
98.2	3.217874513	5	5
98.45	3.205696205	5	5
98.7	3.194219175	5	5
98.95	3.183534727	5	5
99.2	3.173665547	5	5
99.45	3.164560895	5	5
99.7	3.156083194	5	5
99.95	3.147995923	5	5
100.2	3.139973553	5	5
100.45	3.131648601	5	5
100.7	3.122690676	5	5
100.95	3.112890885	5	5
101.2	3.102216684	5	5
101.45	3.090813247	5	5
101.7	3.078951593	5	5
101.95	3.066947321	5	5
102.2	3.055084339	5	5
102.45	3.043571046	5	5
102.7	3.032537126	5	5
102.95	3.022058096	5	5
103.2	3.012182883	5	5
103.45	3.002942387	5	5
103.7	2.994332096	5	5
103.95	2.98628073	5	5
104.2	2.978628741	5	5
104.45	2.971138175	5	5
104.7	2.963539603	5	5
104.95	2.955601159	5	5
105.2	2.947191021	5	5
105.45	2.938306119	5	5
105.7	2.929056337	5	5
105.95	2.91961599	5	5
106.2	2.910169974	5	5
106.45	2.900881232	5	5
106.7	2.891889044	5	5
106.95	2.883324664	5	5
107.2	2.875317363	5	5
107.45	2.867969864	5	5
107.7	2.861304701	5	5
107.95	2.855207457	5	5
108.2	2.84940276	5	5
108.45	2.84348791	5	5
108.7	2.837023883	5	5
108.95	2.829658156	5	5
109.2	2.82123926	5	5
109.45	2.811882964	5	5
109.7	2.8019629	5	5
109.95	2.792021324	5	5
110.2	2.782623494	5	5
110.45	2.774202559	5	5
110.7	2.766948855	5	5
110.95	2.76078095	5	5
111.2	2.755401287	5	5
111.45	2.750404278	5	5
111.7	2.745388682	5	5
111.95	2.740036349	5	5
112.2	2.734146481	5	5
112.45	2.727638895	5	5
112.7	2.720546019	5	5
