Zeit	dQIters	relaxationsFaktor	pSoll	pIst	dQ
17.0	 1.0	 0.7	 9035366.034090908	 9042767.720307635	 440960.85190499993	 
17.0	 2.0	 0.7	 9035366.034090908	 9057781.583190458	 332914.64628302073	 
17.0	 3.0	 0.7	 9035366.034090908	 9047318.944907358	 246509.41679525754	 
17.0	 4.0	 0.7	 9035366.034090908	 9038951.400049921	 220593.0863022634	 
17.0	 5.0	 0.7	 9035366.034090908	 9036441.555877026	 212819.09584750622	 
17.0	 6.0	 0.7	 9035366.034090908	 9035688.682703502	 210486.98052459455	 
17.0	 7.0	 0.7	 9035366.034090908	 9035462.827961547	 209787.35329140478	 
17.0	 8.0	 0.7	 9035366.034090908	 9035395.072187886	 209787.35329140478	 
