vKurbelwinkel	p_Zyl_1 	p_Ein 	p_Aus 
-312.4	2.3085	2.2678	2.8085
-312.3	2.3084	2.2682	2.8084
-312.2	2.3083	2.2686	2.8084
-312.1	2.3083	2.2691	2.8084
-312	2.3082	2.2695	2.8083
-311.9	2.3081	2.2699	2.8083
-311.8	2.3079	2.2703	2.8082
-311.7	2.3077	2.2707	2.8082
-311.6	2.3075	2.2711	2.8082
-311.5	2.3073	2.2716	2.8082
-311.4	2.3071	2.272	2.8083
-311.3	2.307	2.2724	2.8083
-311.2	2.3068	2.2729	2.8084
-311.1	2.3066	2.2733	2.8086
-311	2.3064	2.2738	2.8087
-310.9	2.3063	2.2742	2.809
-310.8	2.3061	2.2747	2.8092
-310.7	2.306	2.2751	2.8095
-310.6	2.3058	2.2755	2.8097
-310.5	2.3056	2.276	2.8101
-310.4	2.3054	2.2764	2.8103
-310.3	2.3052	2.2768	2.8106
-310.2	2.3051	2.2772	2.8108
-310.1	2.3048	2.2776	2.811
-310	2.3046	2.278	2.8111
-309.9	2.3044	2.2783	2.8113
-309.8	2.3042	2.2787	2.8114
-309.7	2.3039	2.2791	2.8114
-309.6	2.3037	2.2795	2.8113
-309.5	2.3035	2.2798	2.8113
-309.4	2.3033	2.2802	2.8112
-309.3	2.3029	2.2805	2.811
-309.2	2.3027	2.2808	2.8108
-309.1	2.3024	2.2811	2.8105
-309	2.3021	2.2813	2.8102
-308.9	2.3019	2.2816	2.8099
-308.8	2.3016	2.2818	2.8095
-308.7	2.3013	2.2821	2.8091
-308.6	2.3011	2.2823	2.8088
-308.5	2.3009	2.2824	2.8084
-308.4	2.3006	2.2826	2.808
-308.3	2.3004	2.2827	2.8076
-308.2	2.3002	2.2829	2.8072
-308.1	2.3001	2.283	2.8069
-308	2.3	2.2832	2.8065
-307.9	2.2998	2.2833	2.8062
-307.8	2.2997	2.2834	2.8059
-307.7	2.2996	2.2835	2.8056
-307.6	2.2995	2.2836	2.8054
-307.5	2.2994	2.2837	2.8052
-307.4	2.2993	2.2838	2.805
-307.3	2.2992	2.2838	2.8048
-307.2	2.2992	2.2838	2.8046
-307.1	2.2989	2.2838	2.8045
-307	2.2989	2.2837	2.8044
-306.9	2.2988	2.2836	2.8043
-306.8	2.2988	2.2835	2.8041
-306.7	2.2987	2.2834	2.804
-306.6	2.2986	2.2832	2.8039
-306.5	2.2985	2.2831	2.8037
-306.4	2.2985	2.2829	2.8036
-306.3	2.2983	2.2827	2.8034
-306.2	2.2982	2.2825	2.8031
-306.1	2.298	2.2823	2.8029
-306	2.2978	2.282	2.8026
-305.9	2.2977	2.2818	2.8023
-305.8	2.2975	2.2815	2.8019
-305.7	2.2973	2.2812	2.8015
-305.6	2.2972	2.2808	2.8011
-305.5	2.297	2.2805	2.8006
-305.4	2.2969	2.2801	2.8001
-305.3	2.2968	2.2797	2.7996
-305.2	2.2967	2.2792	2.799
-305.1	2.2966	2.2788	2.7984
-305	2.2965	2.2783	2.7977
-304.9	2.2962	2.2778	2.7971
-304.8	2.2961	2.2773	2.7964
-304.7	2.296	2.2768	2.7956
-304.6	2.2959	2.2763	2.7949
-304.5	2.2958	2.2758	2.7941
-304.4	2.2957	2.2753	2.7934
-304.3	2.2956	2.2747	2.7926
-304.2	2.2955	2.2742	2.7919
-304.1	2.2953	2.2736	2.7911
-304	2.2951	2.2731	2.7904
-303.9	2.2949	2.2725	2.7896
-303.8	2.2948	2.2719	2.7889
-303.7	2.2946	2.2713	2.7882
-303.6	2.2945	2.2707	2.7876
-303.5	2.2943	2.2701	2.7869
-303.4	2.2941	2.2695	2.7862
-303.3	2.2939	2.2689	2.7857
-303.2	2.2936	2.2683	2.7851
-303.1	2.2934	2.2676	2.7846
-303	2.2933	2.267	2.7841
-302.9	2.2931	2.2663	2.7836
-302.8	2.2929	2.2657	2.7831
-302.7	2.2927	2.2651	2.7827
-302.6	2.2925	2.2644	2.7823
-302.5	2.2924	2.2637	2.7819
-302.4	2.2922	2.2631	2.7816
-302.3	2.2919	2.2624	2.7812
-302.2	2.2917	2.2617	2.7808
-302.1	2.2915	2.261	2.7805
-302	2.2914	2.2602	2.7801
-301.9	2.2912	2.2595	2.7797
-301.8	2.291	2.2588	2.7792
-301.7	2.2909	2.2581	2.7788
-301.6	2.2907	2.2574	2.7783
-301.5	2.2906	2.2566	2.7778
-301.4	2.2905	2.2559	2.7772
-301.3	2.2904	2.2552	2.7766
-301.2	2.2902	2.2544	2.7761
-301.1	2.2901	2.2537	2.7755
-301	2.2899	2.2529	2.7748
-300.9	2.2898	2.2522	2.7742
-300.8	2.2897	2.2514	2.7736
-300.7	2.2895	2.2506	2.773
-300.6	2.2894	2.2499	2.7724
-300.5	2.2893	2.2491	2.7717
-300.4	2.289	2.2483	2.7711
-300.3	2.2888	2.2475	2.7705
-300.2	2.2886	2.2468	2.77
-300.1	2.2885	2.246	2.7694
-300	2.2883	2.2453	2.7689
-299.9	2.2881	2.2445	2.7685
-299.8	2.2879	2.2438	2.7681
-299.7	2.2876	2.243	2.7677
-299.6	2.2873	2.2423	2.7674
-299.5	2.287	2.2416	2.7672
-299.4	2.2868	2.2408	2.767
-299.3	2.2864	2.2401	2.7669
-299.2	2.2861	2.2394	2.7668
-299.1	2.2858	2.2387	2.7667
-299	2.2855	2.238	2.7667
-298.9	2.2852	2.2373	2.7667
-298.8	2.2848	2.2366	2.7667
-298.7	2.2844	2.2359	2.7667
-298.6	2.284	2.2352	2.7666
-298.5	2.2835	2.2346	2.7666
-298.4	2.283	2.2339	2.7666
-298.3	2.2825	2.2333	2.7664
-298.2	2.282	2.2327	2.7664
-298.1	2.2815	2.2321	2.7662
-298	2.281	2.2316	2.766
-297.9	2.2805	2.231	2.7659
-297.8	2.28	2.2304	2.7656
-297.7	2.2794	2.2299	2.7654
-297.6	2.2788	2.2293	2.7651
-297.5	2.2782	2.2288	2.7648
-297.4	2.2777	2.2283	2.7645
-297.3	2.2771	2.2277	2.7641
-297.2	2.2764	2.2272	2.7639
-297.1	2.2758	2.2267	2.7635
-297	2.2752	2.2262	2.7632
-296.9	2.2747	2.2257	2.763
-296.8	2.274	2.2251	2.7627
-296.7	2.2734	2.2246	2.7625
-296.6	2.2728	2.2242	2.7624
-296.5	2.2721	2.2237	2.7622
-296.4	2.2713	2.2232	2.7621
-296.3	2.2708	2.2227	2.7621
-296.2	2.2701	2.2222	2.7621
-296.1	2.2694	2.2217	2.7621
-296	2.2688	2.2212	2.7622
-295.9	2.2681	2.2208	2.7623
-295.8	2.2675	2.2202	2.7625
-295.7	2.2668	2.2198	2.7627
-295.6	2.2662	2.2193	2.7629
-295.5	2.2656	2.2188	2.763
-295.4	2.265	2.2183	2.7632
-295.3	2.2644	2.2178	2.7634
-295.2	2.2639	2.2174	2.7636
-295.1	2.2633	2.2169	2.7637
-295	2.2628	2.2165	2.7638
-294.9	2.2621	2.216	2.7638
-294.8	2.2615	2.2156	2.7638
-294.7	2.2608	2.2152	2.7638
-294.6	2.2603	2.2148	2.7637
-294.5	2.2596	2.2143	2.7637
-294.4	2.2591	2.2139	2.7636
-294.3	2.2585	2.2135	2.7634
-294.2	2.2578	2.213	2.7633
-294.1	2.2572	2.2126	2.7631
-294	2.2565	2.2122	2.7629
-293.9	2.2558	2.2117	2.7627
-293.8	2.2551	2.2113	2.7626
-293.7	2.2543	2.2109	2.7625
-293.6	2.2537	2.2105	2.7623
-293.5	2.2529	2.2101	2.7623
-293.4	2.2522	2.2097	2.7624
-293.3	2.2515	2.2093	2.7624
-293.2	2.2507	2.2089	2.7626
-293.1	2.25	2.2085	2.7628
-293	2.2493	2.2081	2.7631
-292.9	2.2486	2.2077	2.7635
-292.8	2.2479	2.2073	2.7639
-292.7	2.2472	2.2069	2.7644
-292.6	2.2465	2.2064	2.7649
-292.5	2.2458	2.206	2.7655
-292.4	2.2451	2.2056	2.7662
-292.3	2.2444	2.2051	2.7668
-292.2	2.2437	2.2047	2.7675
-292.1	2.2431	2.2042	2.7682
-292	2.2425	2.2038	2.769
-291.9	2.2418	2.2034	2.7697
-291.8	2.2412	2.2029	2.7704
-291.7	2.2405	2.2025	2.771
-291.6	2.24	2.2021	2.7716
-291.5	2.2394	2.2017	2.7722
-291.4	2.2388	2.2013	2.7729
-291.3	2.2382	2.2008	2.7733
-291.2	2.2377	2.2004	2.7738
-291.1	2.237	2.2	2.7743
-291	2.2364	2.1995	2.7747
-290.9	2.2357	2.1991	2.775
-290.8	2.2351	2.1986	2.7754
-290.7	2.2345	2.1981	2.7756
-290.6	2.2338	2.1976	2.7759
-290.5	2.2332	2.1971	2.7762
-290.4	2.2325	2.1967	2.7765
-290.3	2.2317	2.1962	2.7767
-290.2	2.2309	2.1957	2.777
-290.1	2.2302	2.1952	2.7773
-290	2.2294	2.1947	2.7775
-289.9	2.2286	2.1942	2.7778
-289.8	2.2279	2.1938	2.7782
-289.7	2.2271	2.1933	2.7785
-289.6	2.2264	2.1929	2.7789
-289.5	2.2256	2.1924	2.7793
-289.4	2.2248	2.1919	2.7798
-289.3	2.224	2.1914	2.7802
-289.2	2.2233	2.1909	2.7807
-289.1	2.2226	2.1905	2.7812
-289	2.222	2.1899	2.7817
-288.9	2.2213	2.1894	2.7822
