 	 1kHz	 0.5kHz 	 0.25kHz 	 roh
[KWnZOT]	[bar]	[bar]	[bar]	[bar]
-164.8	1.416	1.4139	1.4138	1.4183
-164.7	1.4153	1.4138	1.414	1.417
-164.6	1.4143	1.4138	1.4142	1.4154
-164.5	1.4133	1.4138	1.4145	1.4136
-164.4	1.4122	1.4137	1.4147	1.4113
-164.3	1.4114	1.4138	1.415	1.4093
-164.2	1.4108	1.4138	1.4152	1.408
-164.1	1.4105	1.414	1.4155	1.4075
-164	1.4107	1.4142	1.4157	1.4079
-163.9	1.4112	1.4145	1.416	1.4088
-163.8	1.412	1.4149	1.4163	1.4105
-163.7	1.4131	1.4154	1.4166	1.4127
-163.6	1.4144	1.4159	1.4169	1.4152
-163.5	1.4157	1.4164	1.4172	1.4176
-163.4	1.417	1.417	1.4175	1.4189
-163.3	1.4182	1.4176	1.4179	1.4199
-163.2	1.4193	1.4182	1.4182	1.4207
-163.1	1.4201	1.4188	1.4185	1.4212
-163	1.4208	1.4193	1.4188	1.4216
-162.9	1.4213	1.4198	1.4191	1.4217
-162.8	1.4217	1.4203	1.4195	1.4217
-162.7	1.422	1.4208	1.4198	1.4219
-162.6	1.4223	1.4212	1.4201	1.4221
-162.5	1.4225	1.4216	1.4204	1.4224
-162.4	1.4227	1.422	1.4207	1.422
-162.3	1.423	1.4223	1.421	1.4217
-162.2	1.4233	1.4226	1.4213	1.4218
-162.1	1.4237	1.4228	1.4216	1.4223
-162	1.424	1.4231	1.4219	1.4232
-161.9	1.4244	1.4233	1.4221	1.4242
-161.8	1.4247	1.4234	1.4224	1.4253
-161.7	1.4249	1.4235	1.4227	1.4264
-161.6	1.4249	1.4236	1.423	1.4272
-161.5	1.4247	1.4237	1.4232	1.4275
-161.4	1.4243	1.4237	1.4235	1.4262
-161.3	1.4238	1.4237	1.4238	1.4245
-161.2	1.4232	1.4238	1.424	1.4228
-161.1	1.4226	1.4238	1.4243	1.4214
-161	1.4221	1.4239	1.4246	1.4204
-160.9	1.4218	1.424	1.4249	1.4201
-160.8	1.4217	1.4242	1.4251	1.4204
-160.7	1.4218	1.4245	1.4254	1.4211
-160.6	1.4221	1.4248	1.4257	1.4222
-160.5	1.4226	1.4251	1.426	1.4234
-160.4	1.4233	1.4255	1.4263	1.4233
-160.3	1.4242	1.426	1.4267	1.4234
-160.2	1.4253	1.4265	1.427	1.4237
-160.1	1.4265	1.427	1.4273	1.4246
-160	1.4278	1.4276	1.4276	1.426
-159.9	1.4292	1.4281	1.4279	1.4281
-159.8	1.4306	1.4287	1.4283	1.4306
-159.7	1.4318	1.4292	1.4286	1.4331
-159.6	1.4328	1.4296	1.4289	1.4355
-159.5	1.4335	1.43	1.4293	1.4372
-159.4	1.4338	1.4303	1.4296	1.437
-159.3	1.4337	1.4306	1.4299	1.4361
-159.2	1.4333	1.4308	1.4302	1.4347
-159.1	1.4326	1.431	1.4306	1.433
-159	1.4318	1.4311	1.4309	1.4313
-158.9	1.431	1.4313	1.4312	1.4297
-158.8	1.4302	1.4314	1.4316	1.4286
-158.7	1.4296	1.4316	1.4319	1.4279
-158.6	1.4293	1.4318	1.4322	1.4278
-158.5	1.4292	1.432	1.4326	1.4282
-158.4	1.4293	1.4323	1.433	1.4282
-158.3	1.4298	1.4326	1.4333	1.4285
-158.2	1.4305	1.433	1.4337	1.4293
-158.1	1.4315	1.4335	1.4341	1.4306
-158	1.4327	1.434	1.4345	1.4322
-157.9	1.4339	1.4345	1.4349	1.4337
-157.8	1.4352	1.435	1.4353	1.4353
-157.7	1.4365	1.4355	1.4357	1.4371
-157.6	1.4377	1.4361	1.4361	1.4388
-157.5	1.4387	1.4366	1.4365	1.4404
-157.4	1.4394	1.4371	1.4369	1.4411
-157.3	1.44	1.4375	1.4373	1.4414
-157.2	1.4402	1.4379	1.4378	1.4415
-157.1	1.4403	1.4383	1.4382	1.4414
-157	1.4401	1.4387	1.4386	1.4411
-156.9	1.4399	1.439	1.439	1.4401
-156.8	1.4395	1.4394	1.4395	1.4391
-156.7	1.4392	1.4397	1.4399	1.4383
-156.6	1.439	1.44	1.4403	1.4379
-156.5	1.4389	1.4404	1.4408	1.4378
-156.4	1.4389	1.4408	1.4412	1.4377
-156.3	1.4392	1.4413	1.4417	1.438
-156.2	1.4397	1.4417	1.4421	1.4387
-156.1	1.4404	1.4422	1.4426	1.4398
-156	1.4412	1.4428	1.4431	1.4412
-155.9	1.4422	1.4434	1.4436	1.4421
-155.8	1.4432	1.444	1.444	1.4431
-155.7	1.4443	1.4446	1.4445	1.4442
-155.6	1.4454	1.4452	1.445	1.4456
-155.5	1.4465	1.4458	1.4455	1.447
-155.4	1.4475	1.4464	1.446	1.448
-155.3	1.4484	1.447	1.4465	1.449
-155.2	1.4491	1.4476	1.447	1.45
-155.1	1.4497	1.4481	1.4475	1.4509
-155	1.4501	1.4486	1.448	1.4515
-154.9	1.4504	1.4491	1.4484	1.4512
-154.8	1.4506	1.4495	1.4489	1.4509
-154.7	1.4507	1.4499	1.4494	1.4505
-154.6	1.4508	1.4503	1.4499	1.4502
-154.5	1.4509	1.4507	1.4504	1.4502
-154.4	1.451	1.4511	1.4509	1.4499
-154.3	1.4513	1.4514	1.4514	1.4499
-154.2	1.4516	1.4518	1.4519	1.4504
-154.1	1.452	1.4522	1.4524	1.4512
-154	1.4525	1.4526	1.4529	1.4524
-153.9	1.453	1.453	1.4534	1.4533
-153.8	1.4535	1.4534	1.4539	1.4542
-153.7	1.4539	1.4538	1.4544	1.4551
-153.6	1.4542	1.4542	1.4549	1.4558
-153.5	1.4544	1.4547	1.4554	1.4563
-153.4	1.4546	1.4552	1.4559	1.4557
-153.3	1.4547	1.4557	1.4565	1.4549
-153.2	1.4548	1.4562	1.457	1.4543
-153.1	1.455	1.4568	1.4575	1.454
-153	1.4554	1.4574	1.4581	1.4541
-152.9	1.4559	1.4581	1.4586	1.4545
-152.8	1.4567	1.4588	1.4591	1.4555
-152.7	1.4576	1.4595	1.4597	1.4569
-152.6	1.4587	1.4603	1.4603	1.4585
-152.5	1.4599	1.4611	1.4608	1.4603
-152.4	1.4613	1.4619	1.4614	1.461
-152.3	1.4628	1.4628	1.4619	1.4619
-152.2	1.4643	1.4636	1.4625	1.463
-152.1	1.4659	1.4644	1.463	1.4645
-152	1.4674	1.4651	1.4636	1.4665
-151.9	1.4688	1.4658	1.4641	1.4688
-151.8	1.4699	1.4664	1.4647	1.4712
-151.7	1.4708	1.4669	1.4652	1.4734
-151.6	1.4712	1.4673	1.4657	1.4749
-151.5	1.4712	1.4677	1.4662	1.4756
-151.4	1.4709	1.468	1.4668	1.474
-151.3	1.4702	1.4682	1.4673	1.4717
-151.2	1.4693	1.4684	1.4678	1.4691
-151.1	1.4684	1.4685	1.4683	1.4666
-151	1.4675	1.4687	1.4688	1.4647
-150.9	1.4668	1.4689	1.4693	1.4637
-150.8	1.4665	1.4691	1.4699	1.4636
-150.7	1.4664	1.4694	1.4704	1.4644
-150.6	1.4667	1.4697	1.471	1.4658
-150.5	1.4672	1.4701	1.4715	1.4675
-150.4	1.468	1.4706	1.4721	1.4683
-150.3	1.4689	1.4711	1.4726	1.4691
-150.2	1.47	1.4717	1.4732	1.47
-150.1	1.4712	1.4723	1.4738	1.4712
-150	1.4724	1.473	1.4744	1.4725
-149.9	1.4737	1.4738	1.475	1.4738
-149.8	1.4749	1.4745	1.4756	1.4752
-149.7	1.476	1.4753	1.4763	1.4767
-149.6	1.477	1.4761	1.4769	1.4783
-149.5	1.4779	1.477	1.4775	1.4796
-149.4	1.4786	1.4778	1.4782	1.48
-149.3	1.4792	1.4786	1.4788	1.4802
-149.2	1.4798	1.4794	1.4795	1.4802
-149.1	1.4803	1.4802	1.4802	1.4803
-149	1.4808	1.481	1.4808	1.4804
-148.9	1.4814	1.4818	1.4815	1.4801
-148.8	1.4821	1.4826	1.4822	1.4801
-148.7	1.483	1.4834	1.4828	1.4807
-148.6	1.484	1.4842	1.4835	1.482
-148.5	1.4852	1.485	1.4842	1.4838
-148.4	1.4864	1.4858	1.4848	1.4858
-148.3	1.4877	1.4866	1.4855	1.4881
-148.2	1.4888	1.4873	1.4862	1.4903
-148.1	1.4898	1.488	1.4869	1.4923
-148	1.4905	1.4886	1.4875	1.4937
-147.9	1.491	1.4892	1.4882	1.4934
-147.8	1.4912	1.4898	1.4889	1.4926
-147.7	1.4913	1.4903	1.4896	1.4916
-147.6	1.4913	1.4908	1.4902	1.4906
-147.5	1.4912	1.4913	1.4909	1.4899
-147.4	1.4912	1.4918	1.4916	1.4896
-147.3	1.4913	1.4923	1.4922	1.4898
-147.2	1.4915	1.4928	1.4929	1.4905
-147.1	1.4919	1.4933	1.4936	1.4916
-147	1.4924	1.4939	1.4943	1.4928
-146.9	1.493	1.4945	1.495	1.4932
-146.8	1.4937	1.4951	1.4957	1.4936
-146.7	1.4946	1.4958	1.4964	1.4942
-146.6	1.4956	1.4965	1.4971	1.495
-146.5	1.4967	1.4972	1.4978	1.4961
-146.4	1.4979	1.4979	1.4986	1.4971
-146.3	1.4991	1.4987	1.4993	1.4984
-146.2	1.5003	1.4995	1.5	1.4999
-146.1	1.5015	1.5002	1.5008	1.5017
-146	1.5025	1.501	1.5015	1.5035
-145.9	1.5035	1.5018	1.5023	1.5045
-145.8	1.5042	1.5025	1.503	1.5054
-145.7	1.5047	1.5033	1.5038	1.5061
-145.6	1.5051	1.504	1.5045	1.5067
-145.5	1.5052	1.5048	1.5053	1.507
-145.4	1.5052	1.5056	1.5061	1.5067
-145.3	1.5051	1.5063	1.5069	1.5062
-145.2	1.5051	1.5071	1.5076	1.5056
-145.1	1.5051	1.508	1.5084	1.5051
-145	1.5054	1.5089	1.5092	1.5047
-144.9	1.506	1.5098	1.51	1.5037
-144.8	1.507	1.5108	1.5108	1.5034
-144.7	1.5085	1.5119	1.5116	1.504
-144.6	1.5105	1.513	1.5125	1.5058
-144.5	1.5129	1.5141	1.5133	1.5088
-144.4	1.5157	1.5153	1.5141	1.5127
-144.3	1.5186	1.5164	1.5149	1.5174
-144.2	1.5215	1.5174	1.5157	1.5224
-144.1	1.524	1.5184	1.5165	1.5272
-144	1.5259	1.5193	1.5173	1.5313
-143.9	1.5272	1.52	1.5181	1.5334
-143.8	1.5276	1.5206	1.5189	1.5341
-143.7	1.5271	1.5211	1.5197	1.5332
-143.6	1.526	1.5215	1.5205	1.531
-143.5	1.5242	1.5218	1.5212	1.5277
-143.4	1.5221	1.5221	1.522	1.5229
-143.3	1.52	1.5223	1.5228	1.518
-143.2	1.5182	1.5227	1.5236	1.5137
-143.1	1.5168	1.5231	1.5244	1.5107
-143	1.5163	1.5236	1.5252	1.5093
-142.9	1.5166	1.5242	1.526	1.5096
-142.8	1.5178	1.525	1.5268	1.5118
-142.7	1.5199	1.526	1.5277	1.5156
-142.6	1.5225	1.527	1.5285	1.5206
-142.5	1.5257	1.5282	1.5294	1.5262
-142.4	1.529	1.5294	1.5303	1.5309
-142.3	1.5322	1.5306	1.5312	1.5353
-142.2	1.5351	1.5319	1.532	1.5391
-142.1	1.5375	1.5331	1.5329	1.5421
-142	1.5393	1.5343	1.5338	1.5442
-141.9	1.5405	1.5353	1.5347	1.5449
-141.8	1.541	1.5364	1.5356	1.5447
-141.7	1.541	1.5373	1.5365	1.5438
-141.6	1.5406	1.5382	1.5374	1.5423
-141.5	1.5399	1.539	1.5383	1.5404
-141.4	1.5392	1.5399	1.5392	1.5377
-141.3	1.5387	1.5407	1.5401	1.5355
-141.2	1.5385	1.5415	1.541	1.534
-141.1	1.5389	1.5423	1.5419	1.5337
-141	1.5398	1.5432	1.5429	1.5347
-140.9	1.5413	1.5442	1.5438	1.5365
-140.8	1.5432	1.5451	1.5447	1.5395
-140.7	1.5456	1.5461	1.5457	1.5435
-140.6	1.5481	1.5471	1.5466	1.5481
-140.5	1.5505	1.5481	1.5476	1.5528
-140.4	1.5527	1.549	1.5485	1.5566
-140.3	1.5543	1.5498	1.5495	1.5596
-140.2	1.5554	1.5506	1.5505	1.5615
-140.1	1.5558	1.5514	1.5514	1.562
-140	1.5556	1.552	1.5524	1.5612
-139.9	1.5548	1.5527	1.5534	1.5581
-139.8	1.5537	1.5533	1.5543	1.5543
-139.7	1.5526	1.5539	1.5553	1.5505
-139.6	1.5516	1.5546	1.5563	1.5474
-139.5	1.551	1.5554	1.5573	1.5455
-139.4	1.551	1.5563	1.5584	1.5452
-139.3	1.5517	1.5573	1.5594	1.5465
-139.2	1.553	1.5584	1.5605	1.5493
-139.1	1.5549	1.5596	1.5615	1.553
-139	1.5573	1.561	1.5626	1.5574
-138.9	1.56	1.5624	1.5637	1.5607
-138.8	1.5628	1.5639	1.5648	1.5639
-138.7	1.5657	1.5654	1.5659	1.567
-138.6	1.5685	1.5669	1.5671	1.57
-138.5	1.571	1.5684	1.5682	1.5728
-138.4	1.5732	1.5699	1.5693	1.5752
-138.3	1.575	1.5714	1.5705	1.5773
-138.2	1.5764	1.5727	1.5716	1.579
-138.1	1.5773	1.5741	1.5727	1.5801
-138	1.5779	1.5753	1.5738	1.5807
-137.9	1.5782	1.5765	1.5749	1.5799
-137.8	1.5784	1.5776	1.576	1.5787
-137.7	1.5785	1.5787	1.5772	1.5775
-137.6	1.5787	1.5798	1.5783	1.5766
-137.5	1.5791	1.5808	1.5794	1.5762
-137.4	1.5799	1.5819	1.5805	1.5759
-137.3	1.5812	1.5829	1.5816	1.5765
-137.2	1.5828	1.584	1.5827	1.5783
-137.1	1.5848	1.585	1.5838	1.5813
-137	1.5869	1.586	1.5849	1.5851
-136.9	1.5892	1.587	1.586	1.5893
-136.8	1.5912	1.588	1.587	1.5936
-136.7	1.5929	1.5889	1.5881	1.5974
-136.6	1.5941	1.5897	1.5892	1.6002
-136.5	1.5946	1.5905	1.5903	1.6017
-136.4	1.5945	1.5912	1.5914	1.6004
-136.3	1.5938	1.5919	1.5925	1.5979
-136.2	1.5927	1.5925	1.5935	1.5945
-136.1	1.5914	1.5932	1.5946	1.5909
-136	1.5903	1.594	1.5957	1.5877
-135.9	1.5895	1.5949	1.5968	1.5853
-135.8	1.5892	1.5958	1.5979	1.5841
-135.7	1.5897	1.5969	1.5991	1.5844
-135.6	1.5909	1.5982	1.6002	1.5861
-135.5	1.5929	1.5996	1.6014	1.5891
-135.4	1.5957	1.6011	1.6025	1.5921
-135.3	1.5991	1.6027	1.6037	1.5961
-135.2	1.6029	1.6044	1.6049	1.6009
-135.1	1.6069	1.6061	1.6061	1.6064
-135	1.6109	1.6078	1.6073	1.6121
-134.9	1.6145	1.6095	1.6085	1.6176
-134.8	1.6176	1.6111	1.6097	1.6225
-134.7	1.62	1.6126	1.6108	1.6263
-134.6	1.6215	1.6139	1.612	1.6286
-134.5	1.6221	1.6151	1.6132	1.6293
-134.4	1.622	1.6162	1.6143	1.627
-134.3	1.6212	1.6171	1.6155	1.6235
-134.2	1.62	1.618	1.6167	1.6195
-134.1	1.6187	1.6188	1.6178	1.6157
-134	1.6176	1.6196	1.619	1.6127
-133.9	1.6169	1.6204	1.6201	1.611
-133.8	1.6168	1.6212	1.6213	1.6109
-133.7	1.6174	1.6221	1.6224	1.6122
-133.6	1.6186	1.6231	1.6236	1.615
-133.5	1.6203	1.6242	1.6248	1.6186
-133.4	1.6225	1.6253	1.626	1.6217
-133.3	1.625	1.6264	1.6272	1.6251
-133.2	1.6276	1.6276	1.6284	1.6286
-133.1	1.6301	1.6288	1.6296	1.632
-133	1.6323	1.6301	1.6308	1.6352
-132.9	1.6342	1.6313	1.632	1.6376
-132.8	1.6356	1.6325	1.6332	1.6394
-132.7	1.6365	1.6337	1.6345	1.6406
-132.6	1.637	1.6348	1.6357	1.6409
-132.5	1.6371	1.636	1.6369	1.6405
-132.4	1.6369	1.6372	1.6382	1.6386
-132.3	1.6366	1.6384	1.6394	1.6365
-132.2	1.6364	1.6396	1.6407	1.6345
-132.1	1.6366	1.6409	1.642	1.6332
-132	1.6373	1.6423	1.6432	1.6328
-131.9	1.6386	1.6438	1.6445	1.6331
-131.8	1.6406	1.6454	1.6458	1.6348
-131.7	1.6432	1.6471	1.6471	1.6381
-131.6	1.6465	1.6488	1.6485	1.6426
-131.5	1.6501	1.6505	1.6498	1.6482
-131.4	1.654	1.6523	1.6511	1.6538
-131.3	1.6577	1.6539	1.6524	1.6595
-131.2	1.6611	1.6556	1.6537	1.6649
-131.1	1.6638	1.6571	1.655	1.6694
-131	1.6659	1.6584	1.6563	1.6726
-130.9	1.667	1.6597	1.6576	1.6735
-130.8	1.6673	1.6608	1.6589	1.6729
-130.7	1.6669	1.6618	1.6602	1.6711
-130.6	1.6658	1.6627	1.6615	1.6683
-130.5	1.6644	1.6635	1.6628	1.6651
-130.4	1.663	1.6644	1.6641	1.6613
-130.3	1.6617	1.6652	1.6653	1.6579
-130.2	1.6608	1.6661	1.6666	1.6557
-130.1	1.6606	1.6671	1.6679	1.6547
-130	1.6612	1.6682	1.6692	1.6554
-129.9	1.6626	1.6694	1.6706	1.6571
-129.8	1.6649	1.6707	1.6719	1.6602
-129.7	1.6677	1.6721	1.6732	1.6647
-129.6	1.6711	1.6737	1.6746	1.67
-129.5	1.6746	1.6753	1.676	1.6758
-129.4	1.6782	1.6769	1.6774	1.6808
-129.3	1.6815	1.6785	1.6787	1.6853
-129.2	1.6843	1.6801	1.6801	1.6891
-129.1	1.6866	1.6816	1.6815	1.6919
-129	1.6882	1.6831	1.6829	1.6936
-128.9	1.6892	1.6845	1.6843	1.6935
-128.8	1.6896	1.6859	1.6857	1.6925
-128.7	1.6896	1.6872	1.6871	1.6909
-128.6	1.6893	1.6884	1.6885	1.6891
-128.5	1.689	1.6897	1.69	1.6875
-128.4	1.6889	1.691	1.6914	1.6857
-128.3	1.6891	1.6924	1.6928	1.6849
-128.2	1.6899	1.6938	1.6943	1.6851
-128.1	1.6911	1.6952	1.6957	1.6866
-128	1.693	1.6968	1.6972	1.6893
-127.9	1.6953	1.6984	1.6987	1.6924
-127.8	1.698	1.7	1.7002	1.6964
-127.7	1.701	1.7017	1.7017	1.7009
-127.6	1.704	1.7034	1.7032	1.7056
-127.5	1.7068	1.7051	1.7047	1.71
-127.4	1.7094	1.7068	1.7062	1.7132
-127.3	1.7116	1.7084	1.7078	1.7156
-127.2	1.7134	1.71	1.7093	1.7172
-127.1	1.7146	1.7116	1.7108	1.718
-127	1.7155	1.7131	1.7124	1.7182
-126.9	1.7161	1.7146	1.7139	1.7171
-126.8	1.7165	1.716	1.7154	1.7159
-126.7	1.7169	1.7175	1.717	1.7149
-126.6	1.7175	1.7189	1.7186	1.7146
-126.5	1.7183	1.7204	1.7201	1.715
-126.4	1.7195	1.7219	1.7217	1.7159
-126.3	1.721	1.7234	1.7233	1.7178
-126.2	1.7229	1.725	1.7249	1.7206
-126.1	1.7251	1.7266	1.7265	1.724
-126	1.7275	1.7282	1.7281	1.7279
-125.9	1.73	1.7299	1.7298	1.731
-125.8	1.7324	1.7315	1.7314	1.734
-125.7	1.7346	1.7331	1.7331	1.7368
-125.6	1.7367	1.7348	1.7347	1.7392
-125.5	1.7385	1.7363	1.7364	1.7411
-125.4	1.74	1.7379	1.7381	1.7418
-125.3	1.7412	1.7395	1.7397	1.7423
-125.2	1.7423	1.741	1.7414	1.7426
-125.1	1.7433	1.7425	1.7431	1.743
-125	1.7442	1.744	1.7449	1.7436
-124.9	1.7452	1.7456	1.7466	1.744
-124.8	1.7463	1.7471	1.7483	1.7448
-124.7	1.7476	1.7487	1.7501	1.7461
-124.6	1.749	1.7504	1.7519	1.7479
-124.5	1.7506	1.7521	1.7537	1.7501
-124.4	1.7524	1.7538	1.7555	1.7518
-124.3	1.7543	1.7556	1.7573	1.7537
-124.2	1.7564	1.7574	1.7591	1.756
-124.1	1.7585	1.7593	1.761	1.7586
-124	1.7607	1.7612	1.7628	1.7613
-123.9	1.7629	1.7632	1.7647	1.7635
-123.8	1.7651	1.7652	1.7666	1.7658
-123.7	1.7672	1.7672	1.7685	1.7681
-123.6	1.7693	1.7693	1.7704	1.7704
-123.5	1.7713	1.7713	1.7723	1.7726
-123.4	1.7732	1.7734	1.7742	1.7739
-123.3	1.7751	1.7756	1.7762	1.7752
-123.2	1.7771	1.7777	1.7781	1.7766
-123.1	1.7791	1.7798	1.78	1.7783
-123	1.7812	1.782	1.782	1.7803
-122.9	1.7835	1.7842	1.7839	1.782
-122.8	1.7859	1.7864	1.7859	1.7841
-122.7	1.7884	1.7886	1.7878	1.7868
-122.6	1.791	1.7907	1.7897	1.79
-122.5	1.7937	1.7929	1.7917	1.7935
-122.4	1.7963	1.795	1.7936	1.7967
-122.3	1.7988	1.7971	1.7955	1.7999
-122.2	1.8011	1.7992	1.7974	1.8029
-122.1	1.8032	1.8012	1.7993	1.8057
-122	1.805	1.8031	1.8012	1.8079
-121.9	1.8066	1.805	1.803	1.8087
-121.8	1.8079	1.8068	1.8049	1.809
-121.7	1.8091	1.8086	1.8067	1.8092
-121.6	1.8102	1.8104	1.8085	1.8095
-121.5	1.8114	1.8121	1.8104	1.81
-121.4	1.8127	1.8139	1.8122	1.8103
-121.3	1.8142	1.8156	1.814	1.8113
-121.2	1.8159	1.8173	1.8157	1.8131
-121.1	1.8178	1.8191	1.8175	1.8157
-121	1.8199	1.8208	1.8193	1.8189
-120.9	1.8221	1.8225	1.821	1.8221
-120.8	1.8244	1.8243	1.8228	1.8255
-120.7	1.8265	1.826	1.8245	1.8288
-120.6	1.8284	1.8277	1.8263	1.8316
-120.5	1.8302	1.8293	1.828	1.8338
-120.4	1.8317	1.831	1.8297	1.834
-120.3	1.8331	1.8326	1.8314	1.8337
-120.2	1.8344	1.8341	1.8331	1.8334
-120.1	1.8357	1.8357	1.8348	1.8335
-120	1.8371	1.8373	1.8365	1.8343
-119.9	1.8387	1.8389	1.8382	1.8358
-119.8	1.8404	1.8404	1.8399	1.8382
-119.7	1.8422	1.842	1.8416	1.8412
-119.6	1.844	1.8436	1.8433	1.8445
-119.5	1.8458	1.8452	1.845	1.8478
-119.4	1.8476	1.8467	1.8467	1.8495
-119.3	1.8492	1.8483	1.8485	1.8508
-119.2	1.8507	1.8498	1.8502	1.8519
-119.1	1.8521	1.8514	1.8519	1.8529
-119	1.8533	1.8529	1.8537	1.8539
-118.9	1.8545	1.8545	1.8555	1.8546
-118.8	1.8556	1.8561	1.8573	1.8556
-118.7	1.8568	1.8578	1.8591	1.8567
-118.6	1.858	1.8594	1.8609	1.8581
-118.5	1.8594	1.8612	1.8628	1.8596
-118.4	1.8609	1.8629	1.8646	1.8603
-118.3	1.8627	1.8648	1.8665	1.8613
-118.2	1.8647	1.8667	1.8684	1.8628
-118.1	1.867	1.8686	1.8704	1.8649
-118	1.8695	1.8707	1.8723	1.8677
-117.9	1.8722	1.8727	1.8743	1.8706
-117.8	1.8751	1.8748	1.8764	1.874
-117.7	1.8781	1.877	1.8784	1.8779
-117.6	1.881	1.8791	1.8805	1.8819
-117.5	1.8837	1.8812	1.8826	1.8859
-117.4	1.8862	1.8834	1.8847	1.8887
-117.3	1.8884	1.8855	1.8868	1.8911
-117.2	1.8903	1.8876	1.889	1.893
-117.1	1.8919	1.8897	1.8912	1.8944
-117	1.8932	1.8918	1.8934	1.8954
-116.9	1.8943	1.894	1.8956	1.8951
-116.8	1.8953	1.8961	1.8979	1.8948
-116.7	1.8965	1.8983	1.9001	1.8949
-116.6	1.8978	1.9006	1.9024	1.8955
-116.5	1.8995	1.9029	1.9048	1.8969
-116.4	1.9015	1.9053	1.9071	1.8988
-116.3	1.9039	1.9079	1.9095	1.9015
-116.2	1.9068	1.9105	1.9119	1.905
-116.1	1.91	1.9131	1.9143	1.9092
-116	1.9135	1.9159	1.9168	1.9137
-115.9	1.9173	1.9187	1.9192	1.9172
-115.8	1.9212	1.9216	1.9217	1.9208
-115.7	1.9251	1.9244	1.9242	1.9247
-115.6	1.9291	1.9272	1.9267	1.9288
-115.5	1.9329	1.9301	1.9292	1.9331
-115.4	1.9365	1.9328	1.9317	1.9372
-115.3	1.9398	1.9355	1.9342	1.9412
-115.2	1.9427	1.9382	1.9367	1.945
-115.1	1.9452	1.9407	1.9392	1.9484
-115	1.9473	1.9432	1.9418	1.951
-114.9	1.9489	1.9456	1.9443	1.9518
-114.8	1.9502	1.9479	1.9468	1.9519
-114.7	1.9512	1.9502	1.9493	1.9517
-114.6	1.9521	1.9525	1.9517	1.9516
-114.5	1.9531	1.9547	1.9542	1.9517
-114.4	1.9542	1.957	1.9567	1.9518
-114.3	1.9557	1.9593	1.9592	1.9527
-114.2	1.9575	1.9617	1.9617	1.9545
-114.1	1.9598	1.9642	1.9642	1.9572
-114	1.9626	1.9667	1.9667	1.9607
-113.9	1.9657	1.9693	1.9692	1.9639
-113.8	1.9691	1.9719	1.9717	1.9677
-113.7	1.9728	1.9746	1.9741	1.9721
-113.6	1.9766	1.9774	1.9766	1.9768
-113.5	1.9804	1.9801	1.9791	1.9817
-113.4	1.9841	1.9828	1.9815	1.986
-113.3	1.9875	1.9855	1.984	1.99
-113.2	1.9907	1.9882	1.9864	1.9935
-113.1	1.9935	1.9908	1.9888	1.9966
-113	1.9959	1.9933	1.9913	1.9989
-112.9	1.9981	1.9958	1.9937	1.9994
-112.8	2	1.9982	1.996	1.9997
-112.7	2.0019	2.0005	1.9984	2.0001
-112.6	2.0037	2.0028	2.0008	2.001
-112.5	2.0056	2.0051	2.0031	2.0027
-112.4	2.0076	2.0073	2.0054	2.005
-112.3	2.0097	2.0095	2.0078	2.0081
-112.2	2.0118	2.0116	2.0101	2.0117
-112.1	2.014	2.0138	2.0124	2.0154
-112	2.0161	2.0159	2.0147	2.0188
-111.9	2.0182	2.018	2.017	2.0203
-111.8	2.0201	2.02	2.0192	2.0214
-111.7	2.022	2.0221	2.0215	2.0224
-111.6	2.0239	2.0242	2.0238	2.0234
-111.5	2.0257	2.0262	2.0261	2.0247
-111.4	2.0277	2.0283	2.0284	2.0261
-111.3	2.0297	2.0304	2.0307	2.0281
-111.2	2.0318	2.0325	2.0329	2.0307
-111.1	2.0341	2.0346	2.0352	2.0337
-111	2.0363	2.0368	2.0375	2.037
-110.9	2.0386	2.039	2.0399	2.0394
-110.8	2.0409	2.0412	2.0422	2.0418
-110.7	2.0431	2.0434	2.0445	2.0442
-110.6	2.0453	2.0457	2.0469	2.0465
-110.5	2.0475	2.048	2.0492	2.0487
-110.4	2.0498	2.0503	2.0516	2.0499
-110.3	2.052	2.0527	2.054	2.0512
-110.2	2.0544	2.0551	2.0564	2.0529
-110.1	2.0569	2.0575	2.0588	2.0552
-110	2.0595	2.06	2.0612	2.058
-109.9	2.0623	2.0626	2.0637	2.0608
-109.8	2.0652	2.0651	2.0662	2.0642
-109.7	2.0681	2.0677	2.0687	2.0679
-109.6	2.071	2.0703	2.0712	2.0719
-109.5	2.0739	2.0729	2.0737	2.0758
-109.4	2.0766	2.0755	2.0762	2.0784
-109.3	2.0792	2.0782	2.0788	2.0808
-109.2	2.0816	2.0808	2.0814	2.083
-109.1	2.0839	2.0834	2.084	2.085
-109	2.0861	2.0861	2.0866	2.087
-108.9	2.0882	2.0888	2.0892	2.0883
-108.8	2.0904	2.0915	2.0919	2.0898
-108.7	2.0927	2.0942	2.0945	2.0916
-108.6	2.0951	2.0969	2.0972	2.0939
-108.5	2.0978	2.0997	2.0999	2.0966
-108.4	2.1008	2.1026	2.1027	2.0989
-108.3	2.104	2.1054	2.1054	2.1018
-108.2	2.1075	2.1083	2.1082	2.1054
-108.1	2.1111	2.1113	2.1109	2.1096
-108	2.1149	2.1142	2.1137	2.1143
-107.9	2.1188	2.1171	2.1166	2.1185
-107.8	2.1225	2.12	2.1194	2.1229
-107.7	2.1261	2.1228	2.1222	2.1274
