CrankAngle [°KW]	Time [s n. Rechenbeginn]	Volume [m3]	Sum_V [m3]	T_m [K]	p_exp [bar]	p_0 [bar]	dQbU [J/s]	dQbU [J/KW]	dQbHf [J/KW]	QbU [J]	Qb/QbMax [J/CA]	dQw [J/KW]	Qw [J]	Qw/QbMax [-]	Sum_m [kg]	mGesK [kg]	dQbU_0 [J/CA]	dQbU_1 [J/CA]	dQbU_2 [J/CA]	dQbU_3 [J/CA]	dQbU_4 [J/CA]	dQbU_5 [J/CA]	dQbU_6 [J/CA]	dQbU_7 [J/CA]	dQbU_8 [J/CA]	dQbU_9 [J/CA]	T_Zone_0 [K]	T_Zone_1 [K]	T_Zone_2 [K]	T_Zone_3 [K]	T_Zone_4 [K]	T_Zone_5 [K]	T_Zone_6 [K]	T_Zone_7 [K]	T_Zone_8 [K]	T_Zone_9 [K]	V_0 [K]	V_1 [K]	V_2 [K]	V_3 [K]	V_4 [K]	V_5 [K]	V_6 [K]	V_7 [K]	V_8 [K]	V_9 [K]	Lambda_0	Lambda_1	Lambda_2	Lambda_3	Lambda_4	Lambda_5	Lambda_6	Lambda_7	Lambda_8	Lambda_9	m_0 [kg]	m_1 [kg]	m_2 [kg]	m_3 [kg]	m_4 [kg]	m_5 [kg]	m_6 [kg]	m_7 [kg]	m_8 [kg]	m_9 [kg]	Hu_0 [J/kg]	Hu_1 [J/kg]	Hu_2 [J/kg]	Hu_3 [J/kg]	Hu_4 [J/kg]	Hu_5 [J/kg]	Hu_6 [J/kg]	Hu_7 [J/kg]	Hu_8 [J/kg]	Hu_9 [J/kg]	DOH [-]	Lam_1.7	Lam_2.1	Lam_2.5	Lam_2.9000000000000004	Lam_3.3000000000000003	Lam_3.7	Lam_4.1000000000000005	Lam_4.500000000000001	Lam_4.9	Lam_5.3
0.8200000000000003	 0.0010356327891872916	 3.0439932791667134E-5	 3.0439932791666958E-5	 1190.2771966020684	 56.751855077600005	 61.8609906682167	 174866.55563137552	 15.347249046109841	 15.082556888030652	 142.95378590816287	 0.3337892060596679	 0.0	 0.0	 0.0	 5.591040378059532E-4	 5.591040378059528E-4	 -0.004158570682655238	 -0.004139542871826052	 0.5827948372254177	 6.280882265805339	 5.711392502706012	 1.379309244353557	 0.6734317403411083	 0.35498227033755825	 0.22082892057852632	 0.15192537831680397	 2102.493381045799	 1957.043289240106	 1820.0506885240916	 1330.7925936266324	 1122.1178394385868	 1043.8515471836301	 1010.7707704196224	 990.1778986044152	 975.9004072500746	 934.9257982396086	 1.4345170629527217E-6	 2.92509005378654E-6	 3.4354568415312777E-6	 3.461371445036279E-6	 2.6297933199368407E-6	 2.2103249794363087E-6	 2.4986195140188197E-6	 2.6491904940170982E-6	 3.0310169171182154E-6	 6.164552163832859E-6	 1.9449466623823894	 2.2725533421384716	 2.6315537823729573	 2.982115662108989	 3.3299662605215983	 3.6152441348778694	 3.948337199817448	 4.35373468571644	 4.721881117385796	 5.140334107647898	 1.4572312496826883E-5	 3.194909669894246E-5	 4.036391510082177E-5	 5.532717216718589E-5	 5.0283735606571146E-5	 4.5624892243530845E-5	 5.335653461731825E-5	 5.7808473622508745E-5	 6.71496532928232E-5	 1.4266825195942396E-4	 953.0285837657703	 233.98047032876076	 3766.85627214689	 519877.9412388206	 669323.7521306816	 687863.4049787743	 662141.0679607812	 627148.4970086211	 595852.153617961	 565291.0047504283	 0.27872971723185225	 0.0	 4.652140919576935E-5	 4.036391510082177E-5	 5.532717216718589E-5	 5.0283735606571146E-5	 4.5624892243530845E-5	 5.335653461731825E-5	 5.7808473622508745E-5	 6.71496532928232E-5	 1.4266825195942396E-4	 
0.9199999999999999	 0.0010444093382482008	 3.0448222932660803E-5	 3.0448222932660766E-5	 1193.3166409072905	 57.065899725600005	 62.00911987581745	 186408.39493773464	 16.360224235363756	 16.070783564726515	 144.58980833169926	 0.33760922819044825	 0.0	 0.0	 0.0	 5.591040378059532E-4	 5.591040378059528E-4	 -0.004210474648442819	 -0.004167720177017387	 0.4115750521836947	 6.737473949252486	 6.312040026768457	 1.4638578398638202	 0.6991486975091732	 0.365025120605722	 0.22601725642193315	 0.15346448758393194	 2103.5374330470736	 1958.0427021305627	 1821.8014421588614	 1341.1753674968506	 1132.8472144870507	 1047.067429853695	 1012.4264414059518	 991.2678165980421	 976.7413092804994	 935.5595056643123	 1.4318027289064162E-6	 2.9195944600007066E-6	 3.4303675215199474E-6	 3.480582571454211E-6	 2.6502203482459586E-6	 2.212239888102414E-6	 2.4969538376834316E-6	 2.64590588688747E-6	 3.0264810606675116E-6	 6.1540746291926986E-6	 1.944946662382387	 2.2725533421384676	 2.6315537823729627	 2.9821156621090483	 3.3299662605206963	 3.6152441348778694	 3.948337199817453	 4.353734685716469	 4.721881117385806	 5.140334107647897	 1.457231249682689E-5	 3.194909669894246E-5	 4.0363915100821785E-5	 5.5327172167185863E-5	 5.0283735606571146E-5	 4.56248922435308E-5	 5.335653461731825E-5	 5.7808473622508725E-5	 6.714965329282324E-5	 1.4266825195942396E-4	 959.1765923510661	 235.835336112173	 2844.2995702893477	 507801.9034860963	 657547.3906926685	 684735.0718011856	 660833.7303116587	 626507.2163174342	 595506.0506975193	 565177.4096041021	 0.27872971723187256	 0.0	 4.652140919576935E-5	 4.0363915100821785E-5	 5.5327172167185863E-5	 5.0283735606571146E-5	 4.56248922435308E-5	 5.335653461731825E-5	 5.7808473622508725E-5	 6.714965329282324E-5	 1.4266825195942396E-4	 
1.0199999999999978	 0.00105318588730911	 3.045746582161459E-5	 3.045746582161449E-5	 1196.5907486421247	 57.38933746360001	 62.16795789769256	 201112.7403390056	 17.650758323591855	 17.33543217729534	 146.35488416405843	 0.34173058291341285	 0.0	 0.0	 0.0	 5.591040378059534E-4	 5.591040378059528E-4	 -0.004370435839795572	 -0.004301807063176177	 0.2986253448702225	 7.407687905347089	 6.906580178202013	 1.557432320855057	 0.7267571318297071	 0.3756753720272954	 0.23149554220484703	 0.15517677115859385	 2104.655210393948	 1959.1124089206548	 1823.4008052952688	 1352.5655865264184	 1144.5599601173649	 1050.4932563586708	 1014.1657927646388	 992.4131439731445	 977.6285780839625	 936.2323741196109	 1.4289052887424012E-6	 2.913727686083602E-6	 3.4244770269237503E-6	 3.5017129616366873E-6	 2.6725614333212866E-6	 2.214230959598711E-6	 2.4950796739311936E-6	 2.6423325436721055E-6	 3.0215915718857996E-6	 6.142846675818949E-6	 1.9449466623823866	 2.2725533421384676	 2.6315537823729644	 2.982115662109022	 3.3299662605225793	 3.61524413487784	 3.948337199817467	 4.353734685716459	 4.72188111738581	 5.140334107647873	 1.4572312496826888E-5	 3.194909669894248E-5	 4.0363915100821765E-5	 5.532717216718583E-5	 5.028373560657118E-5	 4.562489224353081E-5	 5.335653461731827E-5	 5.780847362250872E-5	 6.714965329282324E-5	 1.4266825195942417E-4	 965.4219476941687	 237.6684123147553	 2186.282313369958	 494510.13215796516	 644714.6926225284	 681413.1332166741	 659476.658757947	 625847.9787163574	 595151.8961654649	 565062.5827882717	 0.27872971723182516	 0.0	 4.652140919576937E-5	 4.0363915100821765E-5	 5.532717216718583E-5	 5.028373560657118E-5	 4.562489224353081E-5	 5.335653461731827E-5	 5.780847362250872E-5	 6.714965329282324E-5	 1.4266825195942417E-4	 
1.120000000000001	 0.0010619624363700194	 3.0467661412288083E-5	 3.046766141228794E-5	 1200.1494092354217	 57.71680081160001	 62.33989220871962	 218712.5534528132	 19.19541455615352	 18.853965462755443	 148.2744256196738	 0.3462126063477561	 0.0	 0.0	 0.0	 5.591040378059534E-4	 5.591040378059528E-4	 -0.0046209218626747095	 -0.00452833446913381	 0.22153332166329423	 8.368355448238365	 7.4149720199690705	 1.6616342859156674	 0.7565956505162319	 0.38705299811283567	 0.2373275326408475	 0.157092555429017	 2105.8628015010445	 1960.2678706996815	 1824.932929495585	 1365.385915961345	 1157.1274052902595	 1054.157487193934	 1016.0013934343431	 993.6238415629548	 978.5714436595727	 936.9529967172064	 1.4257839649880222E-6	 2.907407213808112E-6	 3.4178058227921413E-6	 3.52571737406181E-6	 2.696368556543456E-6	 2.2162745342735446E-6	 2.492935620575344E-6	 2.6384001796047615E-6	 3.0162667641730623E-6	 6.1307013814676836E-6	 1.9449466623823852	 2.2725533421384676	 2.6315537823729613	 2.982115662109018	 3.3299662605226774	 3.615244134877838	 3.9483371998174652	 4.353734685719747	 4.721881117385835	 5.14033410764776	 1.4572312496826895E-5	 3.19490966989425E-5	 4.036391510082177E-5	 5.5327172167185816E-5	 5.028373560657115E-5	 4.562489224353082E-5	 5.335653461731829E-5	 5.780847362250874E-5	 6.714965329282318E-5	 1.4266825195942417E-4	 971.9415824466712	 239.52456227511894	 1705.714170307512	 479482.1341600497	 630986.7512978994	 677875.9470868111	 658065.8627184759	 625169.5585634302	 594789.1694001813	 564946.3790190789	 0.2787297172318381	 0.0	 4.6521409195769395E-5	 4.036391510082177E-5	 5.5327172167185816E-5	 5.028373560657115E-5	 4.562489224353082E-5	 5.335653461731829E-5	 5.780847362250874E-5	 6.714965329282318E-5	 1.4266825195942417E-4	 
1.2200000000000006	 0.0010707389854309286	 3.0478809653675178E-5	 3.047880965367496E-5	 1204.0404590584028	 58.04657605720001	 62.52709484881714	 239073.48115346872	 20.98240136505781	 20.61725465521275	 150.37266575617957	 0.35111188134657795	 0.0	 0.0	 0.0	 5.591040378059535E-4	 5.591040378059528E-4	 -0.004950119983433421	 -0.004837092884968364	 0.1673199338258513	 9.735523663028367	 7.719869675623876	 1.7783331427481741	 0.7890381730751272	 0.399289230820159	 0.24357738587756472	 0.1592373729270946	 2107.174615125459	 1961.5229249465917	 1826.4553253888012	 1380.2204257486935	 1170.2360427105157	 1058.0910026777422	 1017.9454728571484	 994.9091420768817	 979.5783025864773	 937.7290946177042	 1.422402917296432E-6	 2.900560493790037E-6	 3.410343597713194E-6	 3.5539651609804944E-6	 2.7207334935981144E-6	 2.218360115985445E-6	 2.490469448657689E-6	 2.634047482712898E-6	 3.010434992552406E-6	 6.117491950388251E-6	 1.944946662382385	 2.272553342138466	 2.6315537823729622	 2.9821156621090354	 3.329966260524794	 3.61524413487787	 3.9483371998174737	 4.353734685719714	 4.721881117385771	 5.140334107647718	 1.4572312496826896E-5	 3.19490966989425E-5	 4.0363915100821785E-5	 5.532717216718583E-5	 5.0283735606571146E-5	 4.562489224353087E-5	 5.335653461731828E-5	 5.780847362250874E-5	 6.714965329282324E-5	 1.4266825195942423E-4	 978.8847477002162	 241.44615473614633	 1347.6421424381774	 461987.92046090664	 616724.8214716486	 674098.1205035399	 656596.6865100658	 624470.5126622043	 594417.2558528865	 564828.6343666345	 0.27872971723177864	 0.0	 4.65214091957694E-5	 4.0363915100821785E-5	 5.532717216718583E-5	 5.0283735606571146E-5	 4.562489224353087E-5	 5.335653461731828E-5	 5.780847362250874E-5	 6.714965329282324E-5	 1.4266825195942423E-4	 
1.3200000000000003	 0.0010795155344918378	 3.0490910490003803E-5	 3.0490910490003742E-5	 1208.3257882582711	 58.385598893200005	 62.732317085850916	 263015.72605815076	 23.083704235400276	 22.7003676780371	 152.6810361797196	 0.35650179897674156	 0.0	 0.0	 0.0	 5.591040378059536E-4	 5.591040378059528E-4	 -0.005352380690284431	 -0.005222138573754975	 0.1281812075541744	 11.70493616364336	 7.702469691670366	 1.9097214373379503	 0.8244991340930952	 0.41252002438568525	 0.25031235563769627	 0.161638740341985	 2108.6089824745072	 1962.8951113248331	 1828.013912594788	 1397.9291925592624	 1183.390160846698	 1062.3308739756349	 1020.0130662833474	 996.2805792265741	 980.659706907504	 938.5703993970691	 1.4187170847048038E-6	 2.893096233766208E-6	 3.402032635665094E-6	 3.588481634403399E-6	 2.7442624243757898E-6	 2.220470087963492E-6	 2.487614327249099E-6	 2.629196884827541E-6	 3.004005849095853E-6	 6.103033327952462E-6	 1.9449466623823881	 2.2725533421384716	 2.631553782372967	 2.982115662109227	 3.329966260510686	 3.615244134877864	 3.948337199817474	 4.353734685719688	 4.721881117385753	 5.1403341076476385	 1.4572312496826896E-5	 3.19490966989425E-5	 4.0363915100821785E-5	 5.532717216718578E-5	 5.0283735606571186E-5	 4.562489224353087E-5	 5.3356534617318286E-5	 5.780847362250873E-5	 6.714965329282323E-5	 1.4266825195942428E-4	 986.3792192781774	 243.47233659203414	 1076.2867553369588	 440943.60099067976	 602487.0234012087	 670049.8807529542	 655063.7388201833	 623749.1694693229	 594035.4427854482	 564709.1657811571	 0.2787297172321153	 0.0	 4.65214091957694E-5	 4.0363915100821785E-5	 5.532717216718578E-5	 5.0283735606571186E-5	 4.562489224353087E-5	 5.3356534617318286E-5	 5.780847362250873E-5	 6.714965329282323E-5	 1.4266825195942428E-4	 
1.4199999999999982	 0.001088292083552747	 3.0503963860737232E-5	 3.0503963860737158E-5	 1213.1298255169372	 58.7246217292	 62.96139248754948	 294247.0182501546	 25.824733916987416	 25.428518845211347	 155.26350957141835	 0.362531731920519	 0.0	 0.0	 0.0	 5.591040378059534E-4	 5.591040378059528E-4	 -0.00583387732231877	 -0.005688599867941236	 0.09925784774629244	 14.646936986613817	 7.31922203495607	 2.058481670519967	 0.8634948585829605	 0.4269159598600681	 0.25761739023423047	 0.16432964566426733	 2110.205705628211	 1964.4223237239173	 1829.664502244577	 1419.9030003817854	 1196.041663217524	 1066.9313227015632	 1022.2318404844303	 997.7615000203351	 981.8377245360414	 939.4976642740504	 1.4146282531627748E-6	 2.884815259212709E-6	 3.3926731032699317E-6	 3.632440004617801E-6	 2.7653006514024867E-6	 2.2225143932270217E-6	 2.4842146422538924E-6	 2.623676135234792E-6	 2.996780635717131E-6	 6.086920782638616E-6	 1.9449466623823877	 2.272553342138472	 2.6315537823729693	 2.982115662109323	 3.3299662605110454	 3.615244134877845	 3.9483371998174706	 4.353734685719709	 4.721881117385685	 5.1403341076476305	 1.45723124968269E-5	 3.194909669894251E-5	 4.0363915100821785E-5	 5.53271721671858E-5	 5.028373560657119E-5	 4.5624892243530865E-5	 5.335653461731827E-5	 5.780847362250873E-5	 6.714965329282326E-5	 1.4266825195942417E-4	 994.5543123444711	 245.64277507015638	 867.6915204896883	 414594.3431115286	 588901.6322569292	 665696.1115170931	 653460.7107560892	 623003.5719737716	 593642.8939201342	 564587.76643643	 0.27872971723210066	 0.0	 4.652140919576941E-5	 4.0363915100821785E-5	 5.53271721671858E-5	 5.028373560657119E-5	 4.5624892243530865E-5	 5.335653461731827E-5	 5.780847362250873E-5	 6.714965329282326E-5	 1.4266825195942417E-4	 
1.5199999999999978	 0.0010970686326136562	 3.051796970057321E-5	 3.051796970057311E-5	 1218.7472347948124	 59.069818002400005	 63.22873142516491	 342896.4324965708	 30.09447362616911	 29.68317394562121	 158.27295693403528	 0.36955862553837393	 0.0	 0.0	 0.0	 5.591040378059535E-4	 5.591040378059528E-4	 -0.006452245185313288	 -0.00629273371179906	 0.07741242835948903	 19.35999287343911	 6.6589144530445665	 2.2283080088405782	 0.9068214875678393	 0.44275934888805324	 0.26563649005861834	 0.16737351486796115	 2112.0640360120506	 1966.198911491238	 1831.510425862089	 1448.6827949214648	 1207.821557221684	 1071.9876403034505	 1024.6635925440798	 999.4078076099687	 983.1663106545086	 940.5622512888904	 1.4098903667672088E-6	 2.8752184463444674E-6	 3.3817038961535123E-6	 3.691376027794155E-6	 2.7822794751049976E-6	 2.2241882621703013E-6	 2.4798657903676296E-6	 2.6170491566328E-6	 2.9882593526596483E-6	 6.068138926578382E-6	 1.9449466623823863	 2.27255334213847	 2.631553782372968	 2.9821156621055285	 3.329966260512362	 3.615244134877861	 3.9483371998174897	 4.3537346857194255	 4.721881117385678	 5.140334107647603	 1.4572312496826906E-5	 3.1949096698942516E-5	 4.036391510082175E-5	 5.532717216718579E-5	 5.028373560657123E-5	 4.562489224353087E-5	 5.335653461731829E-5	 5.780847362250872E-5	 6.714965329282326E-5	 1.4266825195942412E-4	 1003.5997243492064	 248.00538530862224	 705.4038248559317	 379733.33834239125	 576451.1435186525	 660994.3253534993	 651779.871830852	 622231.286367365	 593238.5594629826	 564464.1829144774	 0.27872971723221845	 0.0	 4.652140919576942E-5	 4.036391510082175E-5	 5.532717216718579E-5	 5.028373560657123E-5	 4.562489224353087E-5	 5.335653461731829E-5	 5.780847362250872E-5	 6.714965329282326E-5	 1.4266825195942412E-4	 
1.620000000000001	 0.0011058451816745656	 3.053292793944512E-5	 3.053292793944495E-5	 1225.8907377920975	 59.417660034400015	 63.56951534129393	 433905.227412855	 38.08190516173907	 37.639339804888834	 162.0811474502092	 0.3784505403683474	 0.0	 0.0	 0.0	 5.591040378059535E-4	 5.591040378059528E-4	 -0.007396049902539392	 -0.007200121391539582	 0.060519824125471196	 27.845799553672563	 5.902720498380063	 2.4252142884098404	 0.9560041677830711	 0.4606416579756712	 0.2746807691413622	 0.1709205735451036	 2114.425787110672	 1968.4547817676046	 1833.7796461611363	 1489.673540310732	 1218.7389955198653	 1077.6891707558254	 1027.451650825134	 1001.3535523094299	 984.7760135845054	 941.8890639725379	 1.403903578205678E-6	 2.8630890505094506E-6	 3.367717076524085E-6	 3.776644448274348E-6	 2.7936690679527835E-6	 2.2246605170236097E-6	 2.473565038575197E-6	 2.6082477715518594E-6	 2.9772205740568642E-6	 6.044210816771077E-6	 1.9449466623823857	 2.272553342138469	 2.63155378237297	 2.98211566210574	 3.3299662605092175	 3.61524413487786	 3.94833719981752	 4.353734685719409	 4.721881117385687	 5.140334107647617	 1.4572312496826918E-5	 3.194909669894252E-5	 4.0363915100821745E-5	 5.532717216718577E-5	 5.028373560657123E-5	 4.562489224353087E-5	 5.3356534617318286E-5	 5.7808473622508636E-5	 6.714965329282326E-5	 1.4266825195942423E-4	 1013.8931744932446	 250.64353664885724	 577.854208748819	 329480.7101534663	 565315.7055147081	 655889.9646503835	 650010.7523598358	 621428.8762702844	 592820.9252330087	 564338.0508756104	 0.2787297172322878	 0.0	 4.652140919576944E-5	 4.0363915100821745E-5	 5.532717216718577E-5	 5.028373560657123E-5	 4.562489224353087E-5	 5.3356534617318286E-5	 5.7808473622508636E-5	 6.714965329282326E-5	 1.4266825195942423E-4	 
1.7200000000000006	 0.0011146217307354748	 3.0548838502521966E-5	 3.0548838502521905E-5	 1236.114370651347	 59.766550232000014	 64.05842811850071	 617764.8844938562	 54.218438168672655	 53.75800636725375	 167.50299126707645	 0.39111024666094096	 0.0	 0.0	 0.0	 5.591040378059536E-4	 5.591040378059528E-4	 -0.009127670420379097	 -0.008837598096809174	 0.047003643552940844	 44.349391627850515	 5.221985903861928	 2.6608636611240044	 1.0144135843906454	 0.4819259820968114	 0.2854872749191628	 0.17533175939384193	 2117.7980135660755	 1971.672320815074	 1836.9371365496572	 1554.2584058560917	 1229.248499968433	 1084.4028416090725	 1030.8925958656566	 1003.8790484644229	 986.9404774708175	 943.7401941621963	 1.3954145372994712E-6	 2.845884888065561E-6	 3.3477483601924444E-6	 3.911048997214082E-6	 2.7973176821513367E-6	 2.222119429009476E-6	 2.4632027305999025E-6	 2.595034931702798E-6	 2.9611091638911877E-6	 6.0099577823956444E-6	 1.9449466623823843	 2.272553342138464	 2.6315537823729684	 2.9821156621096048	 3.3299662605092712	 3.6152441348778663	 3.948337199817527	 4.353734685719395	 4.721881117385627	 5.1403341076476865	 1.4572312496826922E-5	 3.194909669894253E-5	 4.036391510082174E-5	 5.53271721671858E-5	 5.028373560657127E-5	 4.5624892243530885E-5	 5.335653461731828E-5	 5.780847362250863E-5	 6.71496532928232E-5	 1.426682519594243E-4	 1026.3307207219596	 253.73672344400507	 476.7166073457223	 248842.56838295542	 555377.3894666913	 650304.9047366633	 648136.8175972037	 620590.5853378235	 592387.3779403938	 564208.7373448467	 0.27872971723213236	 0.0	 4.652140919576945E-5	 4.036391510082174E-5	 5.53271721671858E-5	 5.028373560657127E-5	 4.5624892243530885E-5	 5.335653461731828E-5	 5.780847362250863E-5	 6.71496532928232E-5	 1.426682519594243E-4	 
1.8199999999999985	 0.001123398279796384	 3.0565701310209595E-5	 3.0565701310209514E-5	 1246.7910343939543	 60.119633092000015	 64.55176928747935	 642358.8115197684	 56.37693624010606	 56.3624871771939	 173.14068489108706	 0.4042739503488942	 0.0	 0.0	 0.0	 5.591040378059536E-4	 5.591040378059528E-4	 -0.01256083819552778	 -0.012077211738610316	 0.03550573981359939	 46.6085574364968	 4.718036724983818	 2.959355805125661	 1.0893928463887903	 0.50962954416228	 0.2996826691151355	 0.18141352395410595	 2121.1617856194434	 1974.8910105385637	 1840.0809785825982	 1622.2043405558898	 1238.9747137725858	 1091.6582787651716	 1034.4565010536448	 1006.45035049288	 989.1280745745057	 945.5999137756438	 1.386954981651372E-6	 2.8287502757289875E-6	 3.327833847495318E-6	 4.04661568225337E-6	 2.7987963733544258E-6	 2.220647714386498E-6	 2.4531428756240317E-6	 2.581972506864644E-6	 2.9451149350006476E-6	 5.9758721178502205E-6	 1.9449466623823846	 2.272553342138464	 2.6315537823729733	 2.9821156621100453	 3.329966260509304	 3.615244134877829	 3.9483371998175656	 4.353734685719404	 4.7218811173855695	 5.140334107647777	 1.4572312496826918E-5	 3.1949096698942536E-5	 4.036391510082176E-5	 5.532717216718583E-5	 5.028373560657127E-5	 4.562489224353092E-5	 5.335653461731828E-5	 5.780847362250864E-5	 6.71496532928232E-5	 1.4266825195942428E-4	 1042.9474220502534	 257.6828525403745	 395.8685422688998	 163093.70026841413	 546329.3800551828	 644112.1875519628	 646128.3331032952	 619705.5418228917	 591932.8838877841	 564075.0145975188	 0.27872971723211887	 0.0	 4.6521409195769456E-5	 4.036391510082176E-5	 5.532717216718583E-5	 5.028373560657127E-5	 4.562489224353092E-5	 5.335653461731828E-5	 5.780847362250864E-5	 6.71496532928232E-5	 1.4266825195942428E-4	 
1.9199999999999982	 0.0011321748288572932	 3.0583516278150204E-5	 3.0583516278150156E-5	 1253.5815481313664	 60.47271595200001	 64.84206118534178	 410466.8995801958	 36.02482882044899	 36.38457396310785	 176.74316777313197	 0.41268554919814615	 0.0	 0.0	 0.0	 5.591040378059538E-4	 5.591040378059528E-4	 -0.013756541849276882	 -0.01354410150017138	 0.026777622130946806	 26.14045644626755	 4.363559224867579	 3.303833857691423	 1.1737796712175097	 0.540309179922609	 0.3153164711416778	 0.18809699055914564	 2123.1023959612803	 1976.7641140353414	 1841.9371873590164	 1660.8988860275101	 1247.2186472814535	 1098.701851838834	 1037.3693375959535	 1008.302802294886	 990.5828501408381	 946.7384869341645	 1.3820150010176426E-6	 2.8187626951904603E-6	 3.3162662027671462E-6	 4.1176386940770395E-6	 2.8055715144541076E-6	 2.2258114939503523E-6	 2.4493734895201698E-6	 2.5753277296418314E-6	 2.9363707707628176E-6	 5.956378686768591E-6	 1.9449466623823826	 2.2725533421384645	 2.631553782372969	 2.982115662106448	 3.3299662605093183	 3.6152441348778024	 3.9483371998176087	 4.353734685719374	 4.721881117385524	 5.140334107647771	 1.4572312496826922E-5	 3.1949096698942536E-5	 4.036391510082176E-5	 5.532717216718587E-5	 5.0283735606571295E-5	 4.562489224353087E-5	 5.335653461731831E-5	 5.780847362250861E-5	 6.714965329282324E-5	 1.4266825195942444E-4	 1062.699219816817	 262.43431214407275	 330.99386156422327	 114732.92423486676	 537909.5852342545	 637221.2774672712	 643968.9544562885	 618769.0034626098	 591455.4995740913	 563936.5163718385	 0.2787297172322665	 0.0	 4.6521409195769456E-5	 4.036391510082176E-5	 5.532717216718587E-5	 5.0283735606571295E-5	 4.562489224353087E-5	 5.335653461731831E-5	 5.780847362250861E-5	 6.714965329282324E-5	 1.4266825195942444E-4	 
2.019999999999998	 0.0011409513779182024	 3.060228331722369E-5	 3.060228331722351E-5	 1258.9634824435775	 60.8264744884	 65.06274146515342	 328871.91172802483	 28.86360468036026	 29.16230868408837	 179.629528241168	 0.41942504170551276	 0.0	 0.0	 0.0	 5.591040378059538E-4	 5.591040378059528E-4	 -0.010245386034835047	 -0.010668318388376008	 0.02152548639455354	 18.790554751618025	 4.092790052380977	 3.642123532472148	 1.2500125333926349	 0.5662008303632149	 0.3281113006709191	 0.19319989749099875	 2124.574839957338	 1978.1834605610004	 1843.3470551390526	 1688.857199188277	 1254.7191464270231	 1106.060142727529	 1040.1313187522574	 1009.9304790288562	 991.7952561866862	 947.6311494475462	 1.3782871685965844E-6	 2.811223379822342E-6	 3.3075388518798056E-6	 4.166818056976215E-6	 2.813532232936121E-6	 2.234041255281952E-6	 2.447919319465492E-6	 2.5709259659634893E-6	 2.930125359813384E-6	 5.941871726488125E-6	 1.944946662382383	 2.2725533421384596	 2.6315537823729622	 2.9821156621040665	 3.3299662605093223	 3.6152441348778	 3.948337199817581	 4.353734685719369	 4.721881117385433	 5.140334107647739	 1.457231249682693E-5	 3.194909669894253E-5	 4.036391510082175E-5	 5.5327172167185884E-5	 5.028373560657134E-5	 4.562489224353086E-5	 5.335653461731828E-5	 5.78084736225086E-5	 6.714965329282319E-5	 1.4266825195942444E-4	 1080.416199413585	 267.1726449148011	 279.00163945289694	 79807.35271777645	 529974.8530783346	 629649.3883169774	 641673.9523936615	 617789.3746244112	 590959.6332764062	 563794.4905342925	 0.2787297172323595	 0.0	 4.6521409195769456E-5	 4.036391510082175E-5	 5.5327172167185884E-5	 5.028373560657134E-5	 4.562489224353086E-5	 5.335653461731828E-5	 5.78084736225086E-5	 6.714965329282319E-5	 1.4266825195942444E-4	 
2.120000000000001	 0.0011497279269791119	 3.0622002333547193E-5	 3.0622002333547126E-5	 1263.3248840046651	 61.18052260040002	 65.23504838221875	 270744.4297317917	 23.762017705089672	 23.927347904299094	 182.00573001167697	 0.4249733417898862	 0.0	 0.0	 0.0	 5.591040378059536E-4	 5.591040378059528E-4	 -0.007979985397761347	 -0.008416289717345649	 0.01738057903554413	 13.409598802402698	 3.9104883067400564	 3.98908365919052	 1.3247629242384562	 0.5900772871289561	 0.3395393051994233	 0.19748311626912593	 2125.722179671085	 1979.289159918475	 1844.446799857566	 1708.9075416030876	 1261.712791680162	 1113.8322481307182	 1042.8221234473642	 1011.4108261749742	 992.8428928557066	 948.3539027621576	 1.3753924510685307E-6	 2.8053686058243327E-6	 3.300763454497034E-6	 4.200713839321683E-6	 2.8223219789175717E-6	 2.2448046338070554E-6	 2.448141329579684E-6	 2.568089846841698E-6	 2.925608594668965E-6	 5.930797599020571E-6	 1.9449466623823821	 2.272553342138455	 2.631553782372967	 2.982115662106816	 3.3299662605093183	 3.615244134877635	 3.9483371998175807	 4.353734685719367	 4.721881117385386	 5.1403341076477735	 1.4572312496826939E-5	 3.1949096698942516E-5	 4.036391510082174E-5	 5.53271721671859E-5	 5.0283735606571336E-5	 4.562489224353082E-5	 5.335653461731824E-5	 5.78084736225086E-5	 6.714965329282318E-5	 1.4266825195942442E-4	 1094.7822841761204	 271.4890099052347	 237.37470955157062	 54957.86495378748	 522366.3809988099	 621382.5495906078	 639245.9053768268	 616769.886901494	 590447.1763766626	 563649.4902251135	 0.27872971723225326	 0.0	 4.6521409195769456E-5	 4.036391510082174E-5	 5.53271721671859E-5	 5.0283735606571336E-5	 4.562489224353082E-5	 5.335653461731824E-5	 5.78084736225086E-5	 6.714965329282318E-5	 1.4266825195942442E-4	 
