Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	Brennraumvolumen [m3]	p_mitWandwärmeverlust	p_Reale Ladung	p_Verbrennungslage	p_HC_CO	p_adiabat	Kurbelwinkel-LW [°KW]	Brennraumvolumen-LW [m3]	LWAideal	LWA
5.800000000000011	 0.014325133444111569	 4.2455496104233614E-5	 2012549.0963464372	 3642471.323300749	 1064259.2232863668	 1064259.2232863668	 2082491.8698420657	 312.8	 1.325673924865486E-4	 95512.71394048182	 103066.63670731294	 
5.900000000000034	 0.01433352052458236	 4.250283192175883E-5	 2020476.301870525	 3637524.3108893386	 1062790.915039895	 1062790.915039895	 2090875.5126111666	 312.9	 1.322194822571628E-4	 95514.13309666014	 103060.11963371614	 
6.000000000000028	 0.014341907605053153	 4.255104190052103E-5	 2028352.5057405313	 3632496.636871563	 1061298.6820732898	 1061298.6820732898	 2099212.0024763127	 313.00000000000006	 1.3187202231025296E-4	 95515.54829388838	 103053.38959025741	 
6.100000000000023	 0.014350294685523943	 4.260012579288915E-5	 2036148.753660593	 3627388.976428768	 1059782.7256056014	 1059782.7256056014	 2107472.494293976	 313.1	 1.315250142356607E-4	 95516.9592782291	 103046.45537190766	 
6.200000000000017	 0.014358681765994735	 4.2650083346948267E-5	 2043846.3772196954	 3622202.012868339	 1058243.2492750857	 1058243.2492750857	 2115638.36867864	 313.2	 1.3117845962176596E-4	 95518.37334326976	 103039.32819631208	 
6.300000000000011	 0.014367068846465526	 4.270091430649956E-5	 2051429.4831078905	 3616936.437413879	 1056680.4590765585	 1056680.4590765585	 2123693.750484225	 313.3	 1.30832360055477E-4	 95519.79671412738	 103032.06095633488	 
6.400000000000034	 0.014375455926936318	 4.275261841106394E-5	 2058916.5669917464	 3611592.948994218	 1055094.5632984024	 1055094.5632984024	 2131656.9885209054	 313.4000000000001	 1.30486717122219E-4	 95521.22770740016	 103024.67024412505	 
6.5	 0.014383843007407108	 4.28051953958816E-5	 2066323.387733087	 3606172.254031338	 1053485.7724592523	 1053485.7724592523	 2139543.7256702906	 313.50000000000006	 1.3014153240592326E-4	 95522.66482623825	 103017.15865889251	 
6.600000000000023	 0.0143922300878779	 4.285864499191575E-5	 2073632.622376334	 3600675.06622735	 1051854.2992443966	 1051854.2992443966	 2147336.6857041772	 313.6	 1.297968074890138E-4	 95524.10673921416	 103009.54212439821	 
6.700000000000017	 0.014400617168348692	 4.2912966925853084E-5	 2080844.2778586342	 3595102.1063506124	 1050200.3584419244	 1050200.3584419244	 2155035.8245454496	 313.70000000000005	 1.294525439523976E-4	 95525.55226157836	 103001.85157698709	 
6.800000000000011	 0.014409004248819482	 4.296816092010634E-5	 2088015.8201933154	 3589454.1020211196	 1048524.1668786552	 1048524.1668786552	 2162698.2995448145	 313.8	 1.2910874337545357E-4	 95527.00033863225	 102994.10956476527	 
6.900000000000006	 0.014417391329290274	 4.302422669281548E-5	 2095146.9643229635	 3583731.7874952517	 1046825.9433558794	 1046825.9433558794	 2170323.8404223556	 313.9	 1.287654073360206E-4	 95528.45003098025	 102986.26858327677	 
7.000000000000028	 0.014425778409761066	 4.308116395785039E-5	 2102152.0823879824	 3577935.903450002	 1045105.908584943	 1045105.908584943	 2177827.2127499287	 314.0	 1.2842253741038572E-4	 95529.90050144926	 102978.32912808661	 
7.100000000000023	 0.014434165490231857	 4.3138972424812276E-5	 2109067.1814420754	 3572067.196766796	 1043364.2851227127	 1043364.2851227127	 2185244.1790880742	 314.1000000000001	 1.2808013517327376E-4	 95531.35100348775	 102970.3296403034	 
7.200000000000017	 0.014442552570702647	 4.319765179903526E-5	 2115937.3520893394	 3566126.4203149932	 1041601.2973069458	 1041601.2973069458	 2192619.6093691112	 314.20000000000005	 1.27738202197837E-4	 95532.80087087759	 102962.28021617333	 
7.300000000000011	 0.01445093965117344	 4.325720178158911E-5	 2122726.7346539367	 3560114.33273519	 1039817.1711916033	 1039817.1711916033	 2199917.808432974	 314.3	 1.273967400556412E-4	 95534.24950861017	 102954.20798303674	 
7.400000000000034	 0.014459326731644231	 4.3317622069280445E-5	 2129435.3424519384	 3554031.698222418	 1038012.1344821318	 1038012.1344821318	 2207138.768837814	 314.40000000000003	 1.2705575031665616E-4	 95535.69638479584	 102946.17931766534	 
7.5	 0.014467713812115021	 4.3378912354655594E-5	 2136029.1851465255	 3547879.286309354	 1036186.416470751	 1036186.416470751	 2214248.6391178095	 314.5	 1.2671523454924562E-4	 95537.14102348937	 102938.22797371194	 
7.600000000000023	 0.014476100892585813	 4.3441072326001606E-5	 2142508.506331679	 3541657.8716496313	 1034340.2479717718	 1034340.2479717718	 2221247.6052652607	 314.59999999999997	 1.2637519432015287E-4	 95538.58299832823	 102930.3609003568	 
7.700000000000017	 0.014484487973056605	 4.3504101667349014E-5	 2148907.460038701	 3535368.233801351	 1032473.8612569754	 1032473.8612569754	 2228169.6286351928	 314.70000000000005	 1.260356311944923E-4	 95540.02192689171	 102922.6020731124	 
7.80000000000004	 0.014492875053527397	 4.3568000058474486E-5	 2155226.1210438134	 3529011.157010914	 1030587.4899910906	 1030587.4899910906	 2235014.771164448	 314.80000000000007	 1.2569654673573748E-4	 95541.45746569922	 102914.97069303953	 
7.900000000000006	 0.014501262133998187	 4.3632767174900855E-5	 2161464.5790485134	 3522587.429997244	 1028681.3691673871	 1028681.3691673871	 2241783.11207878	 314.90000000000003	 1.2535794250571037E-4	 95542.88930577548	 102907.43713050353	 
8.000000000000028	 0.014509649214468978	 4.369840268790162E-5	 2167537.2655880777	 3516097.845736519	 1026755.7350434231	 1026755.7350434231	 2248389.460270628	 315.0	 1.250198200645684E-4	 95544.31716871851	 102899.92521576385	 
8.100000000000023	 0.01451803629493977	 4.376490626450152E-5	 2173462.8607144966	 3509543.2012474895	 1024810.8250769692	 1024810.8250769692	 2254852.2985500097	 315.1	 1.2468218097079543E-4	 95545.74080321338	 102892.41836846394	 
8.200000000000017	 0.01452642337541056	 4.38322775674799E-5	 2179327.2609258676	 3502924.2973774998	 1022846.8778621437	 1022846.8778621437	 2261257.102653421	 315.2	 1.2434502678118975E-4	 95547.16739850254	 102884.95886041655	 
8.300000000000011	 0.014534810455881352	 4.390051625537167E-5	 2185046.846832935	 3496241.9385892786	 1020864.1330657781	 1020864.1330657781	 2267520.6284821164	 315.29999999999995	 1.240083590508532E-4	 95548.60308820898	 102877.56861869284	 
8.400000000000034	 0.014543197536352144	 4.3969621982470565E-5	 2190622.1853256845	 3489496.9327486022	 1018862.8313640452	 1018862.8313640452	 2273643.3530886397	 315.40000000000003	 1.2367217933317946E-4	 95550.0462095138	 102870.24450576656	 
8.500000000000028	 0.014551584616822936	 4.4039594398830845E-5	 2196052.446506137	 3482690.090912928	 1016843.2143793781	 1016843.2143793781	 2279624.400935184	 315.50000000000006	 1.2333648917984424E-4	 95551.49528463856	 102863.01430777599	 
8.600000000000023	 0.014559971697293726	 4.4110433150270076E-5	 2201338.2372975135	 3475822.227121063	 1014805.5246176996	 1014805.5246176996	 2285464.286972225	 315.6	 1.2300129014079355E-4	 95552.9489997936	 102855.9325837836	 
8.700000000000017	 0.014568358777764518	 4.4182137878371194E-5	 2206504.158113712	 3468894.158183973	 1012750.0054059924	 1012750.0054059924	 2291187.4600773375	 315.7	 1.2266658376423151E-4	 95554.4061865142	 102849.05749359528	 
8.80000000000004	 0.01457674585823531	 4.425470822048461E-5	 2211512.293048711	 3461906.7034767964	 1621899.3074005754	 1620460.3815169106	 2296756.100660626	 315.80000000000007	 1.2233237159661137E-4	 95555.86580511447	 102842.40968121639	 
8.900000000000006	 0.0145851329387061	 4.432814380973078E-5	 2216370.0938475067	 3454860.6847321726	 2803617.8058190434	 2799201.4716360867	 2302177.545109762	 315.90000000000003	 1.2199865518262393E-4	 95557.32693002	 102836.02929180925	 
9.000000000000028	 0.014593520019176891	 4.440244427500303E-5	 2221116.53004048	 3447756.92583493	 3490380.1994583914	 3483127.1350197103	 2307490.5331775676	 316.0	 1.2166543606518504E-4	 95558.78873676625	 102829.92875926069	 
9.100000000000023	 0.014601907099647683	 4.4477609240969104E-5	 2225722.663888085	 3440596.2526182304	 3483132.7993930564	 3475894.50851152	 2312666.209771728	 316.1	 1.2133271578542652E-4	 95560.25049047435	 102824.00823675845	 
9.200000000000017	 0.014610294180118475	 4.455363832807486E-5	 2230189.179897526	 3433379.4926612554	 3475828.630005487	 3468605.2289305544	 2317705.165828213	 316.2000000000001	 1.2100049588268424E-4	 95561.71153563306	 102818.2622605902	 
9.300000000000011	 0.014618681260589265	 4.463053115254551E-5	 2234533.112283604	 3426107.475088481	 3468468.530384859	 3461260.1336688423	 2322624.3220420773	 316.3	 1.2066877789448883E-4	 95563.17128704971	 102812.73665675819	 
9.400000000000034	 0.014627068341060057	 4.470828732638862E-5	 2238755.067754737	 3418781.030370635	 3461053.3409779673	 3453860.0614731666	 2327424.2151526012	 316.4	 1.2033756335655109E-4	 95564.62922182989	 102807.44330969092	 
9.500000000000028	 0.014635455421530849	 4.478690645739695E-5	 2242844.603655427	 3411400.990127391	 3453583.903395086	 3446405.8522513197	 2332094.3973782784	 316.50000000000006	 1.200068538027542E-4	 95566.08487226258	 102802.43003828368	 
9.600000000000023	 0.014643842502001639	 4.486638814915087E-5	 2246802.4191735163	 3403968.1869318886	 3446061.060212155	 3438898.3468746846	 2336635.4788643317	 316.6	 1.1967665076514306E-4	 95567.53781951821	 102797.75602427531	 
9.700000000000017	 0.01465222958247243	 4.494673200102045E-5	 2250688.306513303	 3396483.454117116	 3438485.6547748456	 3431338.386982697	 2341107.0189604177	 316.7	 1.193469557739112E-4	 95568.98768806377	 102793.4495340584	 
9.800000000000011	 0.014660616662943222	 4.5027937608168935E-5	 2254460.081408338	 3388947.6255842354	 3430858.5310045932	 3423726.8147892687	 2345466.9625417874	 316.8	 1.1901777035739123E-4	 95570.43414071355	 102789.49299365828	 
9.900000000000034	 0.014669003743414014	 4.511000456155452E-5	 2258118.370587552	 3381361.5356129217	 3423180.5332066687	 3416064.4728912436	 2349715.8725484745	 316.9000000000001	 1.1868909604204435E-4	 95571.87687424314	 102785.84806273262	 
10.000000000000028	 0.014677390823884804	 4.5192932447933804E-5	 2261706.176523035	 3373726.0186737473	 3415452.505880317	 3408352.204078922	 2353896.6044715513	 317.00000000000006	 1.1836093435244914E-4	 95573.31561550277	 102782.5241927941	 
10.100000000000023	 0.014685777904355596	 4.527672084986424E-5	 2265155.2664891006	 3366041.9092426947	 3407675.293531052	 3400590.851148731	 2357941.097865055	 317.1	 1.1803328681128964E-4	 95574.75011797308	 102779.47669722702	 
10.200000000000017	 0.014694164984826388	 4.5361369345706026E-5	 2268466.462024402	 3358310.041617831	 3399849.740485134	 3392781.2567180786	 2361850.0629205736	 317.20000000000005	 1.1770615493934662E-4	 95576.18795815876	 102776.64591862701	 
10.300000000000011	 0.014702552065297178	 4.544687750962664E-5	 2271708.935489951	 3350531.2497382252	 3391976.690706323	 3384924.263042473	 2365692.462225652	 317.3	 1.1737954025548545E-4	 95577.63559948014	 102774.0804798382	 
10.400000000000006	 0.01471093914576797	 4.55332449116019E-5	 2274883.0918781864	 3342706.367005125	 3384056.987614912	 3377020.711834924	 2369468.7095920024	 317.4	 1.1705344427664536E-4	 95579.09130511506	 102771.73847036382	 
10.500000000000028	 0.014719326226238762	 4.5620471117419396E-5	 2277925.116918177	 3334836.22610546	 3376091.4739091187	 3369071.4440876925	 2373115.105526729	 317.5	 1.1672786851782966E-4	 95580.55353250193	 102769.55565066679	 
10.600000000000023	 0.014727713306709554	 4.570855568868211E-5	 2280835.83901286	 3326921.6588377277	 3368080.9913888853	 3361077.299896448	 2376632.369884195	 317.6000000000001	 1.1640281449209339E-4	 95582.02091115639	 102767.55335950422	 
10.700000000000017	 0.014736100387180344	 4.579749818280976E-5	 2283626.9934359305	 3318963.495940281	 3360026.3807821088	 3353039.1182868467	 2380032.154133352	 317.70000000000005	 1.1607828371053543E-4	 95583.49222301396	 102765.7906099783	 
10.800000000000011	 0.014744487467651135	 4.5887298153043E-5	 2286299.352337437	 3310962.56692208	 3351928.4815733656	 3344957.737043604	 2383315.1397659406	 317.8	 1.1575427768228404E-4	 95584.96638501235	 102764.25028327525	 
10.900000000000034	 0.014752874548121927	 4.5977955148445556E-5	 2288853.564120165	 3302919.69989593	 3343788.1318351524	 3336833.9925420736	 2386481.916307704	 317.90000000000003	 1.1543079791448904E-4	 95586.442433659	 102762.92520318857	 
11.0	 0.014761261628592717	 4.6069468713907756E-5	 2291290.4134235783	 3294835.7214142736	 3335606.168061707	 3328668.719582408	 2389533.175594608	 318.0	 1.1510784591231053E-4	 95587.91951135838	 102761.83551804675	 
11.100000000000023	 0.014769648709063509	 4.616183839014888E-5	 2293555.3269193093	 3286711.456307534	 3327383.4250054182	 3320462.751226293	 2392414.2990876934	 318.09999999999997	 1.1478542317890759E-4	 95589.3968542988	 102760.9463478302	 
11.200000000000017	 0.014778035789534301	 4.6255063713720535E-5	 2295656.960279848	 3278547.727525066	 3319120.735515865	 3312216.918636316	 2395133.737996272	 318.20000000000005	 1.1446353121542764E-4	 95590.87378171746	 102760.21679950895	 
11.30000000000004	 0.014786422870005093	 4.634914421700984E-5	 2297704.1477657026	 3270345.3559787534	 3310818.9303815416	 3303932.0509180087	 2397800.225203123	 318.30000000000007	 1.1414217152099789E-4	 95592.3496863985	 102759.668340437	 
11.400000000000006	 0.014794809950475883	 4.644407942824214E-5	 2299588.3756620088	 3262105.160389256	 3302478.8381742593	 3295608.974964565	 2400305.2140898723	 318.40000000000003	 1.1382134559271195E-4	 95593.82402625534	 102759.33233545811	 
11.500000000000028	 0.014803197030946675	 4.6539868871484136E-5	 2301310.761671816	 3253827.95713496	 3294101.285096283	 3287248.515304285	 2402649.6251532175	 318.5	 1.1350105492562068E-4	 95595.29631686675	 102759.14347387133	 
11.600000000000023	 0.014811584111417466	 4.66365120666472E-5	 2302923.6766211824	 3245514.560103633	 3285687.094830209	 3278851.4939507553	 2404885.7452907423	 318.6	 1.1318130101272106E-4	 95596.76612486897	 102759.08447747224	 
11.700000000000017	 0.014819971191888257	 4.6734008529490086E-5	 2304427.917668119	 3237165.780546837	 3277237.0883916277	 3270418.7302558124	 2407014.2769467	 318.7	 1.1286208534494753E-4	 95598.23306210262	 102759.12805186976	 
11.800000000000011	 0.014828358272359048	 4.6832357771622666E-5	 2305768.556493194	 3228782.4269370907	 3268752.083984572	 3261951.0407652804	 2408980.139034968	 318.79999999999995	 1.1254340941115843E-4	 95599.69678042797	 102759.26072554605	 
11.900000000000034	 0.01483674535282984	 4.6931559300508795E-5	 2306952.3824217957	 3220365.3048278103	 3260232.896859776	 3253449.2390775178	 2410789.9183311495	 318.90000000000003	 1.1222527469812764E-4	 95601.15696713259	 102759.51781095847	 
12.000000000000028	 0.014845132433300632	 4.7031612619469474E-5	 2308035.982150926	 3211915.216716066	 3251680.339175783	 3244914.1357048065	 2412500.184895831	 319.00000000000006	 1.1190768269053468E-4	 95602.6133408636	 102759.91851615049	 
12.100000000000023	 0.014853519513771422	 4.7132517227686274E-5	 2309014.5180419073	 3203432.9619081356	 3243095.2198628825	 3236346.537937564	 2414105.9979902967	 319.1	 1.1159063487095185E-4	 95604.06564802467	 102760.494217225	 
12.200000000000017	 0.014861906594242214	 4.723427262020393E-5	 2309820.574535794	 3194919.3363878964	 3234478.3444899214	 3227747.249711423	 2415539.6843494335	 319.2	 1.1127413271983579E-4	 95605.52101101344	 102761.25027770398	 
12.30000000000004	 0.014870293674713006	 4.7336878287935254E-5	 2310455.4003978698	 3186375.1326880464	 3225830.5151339765	 3219117.0714771706	 2416802.2463227483	 319.30000000000007	 1.1095817771551565E-4	 95606.98550516106	 102762.1896113279	 
12.400000000000006	 0.014878680755183796	 4.744033371766252E-5	 2311037.2736341706	 3177801.139764194	 3217152.53025293	 3210456.800073578	 2418012.1879243986	 319.40000000000003	 1.1064277133418515E-4	 95608.45747882887	 102763.33148140192	 
12.500000000000028	 0.014887067835654588	 4.754463839204225E-5	 2311464.9013898917	 3169198.1428717882	 3208445.1845609187	 3201767.2286031055	 2419067.8422084977	 319.5	 1.1032791504988882E-4	 95609.93686840471	 102764.67397934964	 
12.600000000000023	 0.01489545491612538	 4.764979178960764E-5	 2311751.035351143	 3160566.9234459153	 3199709.2689066855	 3193049.1463104975	 2419981.791257611	 319.6	 1.1001361033451405E-4	 95611.45488279688	 102766.23183750061	 
12.700000000000017	 0.014903841996596171	 4.775579338477242E-5	 2311998.1425134386	 3151908.258983979	 3190945.570154846	 3184303.3384642918	 2420856.821485812	 319.7000000000001	 1.096998586577801E-4	 95613.02666387171	 102767.96429808509	 
12.800000000000011	 0.014912229077066961	 4.786264264783451E-5	 2312088.87497848	 3143222.922931236	 3182154.871070047	 3175530.5862412117	 2421575.050925786	 319.8	 1.0938666148722833E-4	 95614.64580764262	 102769.82097268233	 
12.900000000000034	 0.014920616157537753	 4.7970339044978693E-5	 2312031.7036996423	 3134511.6845692163	 3173337.95020404	 3166731.6666134703	 2422144.756823886	 319.9	 1.090740202882102E-4	 95616.30664520324	 102771.80347279148	 
13.000000000000028	 0.014929003238008545	 4.807888203828157E-5	 2311933.571929623	 3125775.3089070036	 3164495.5817856546	 3157907.352238965	 2422673.3120484436	 320.00000000000006	 1.0876193652387822E-4	 95618.00415830567	 102773.88912947028	 
13.100000000000023	 0.014937390318479335	 4.818827108571248E-5	 2311688.9348498737	 3117014.556575408	 3155628.535613694	 3149058.411354392	 2423054.574801631	 320.1	 1.0845041165517756E-4	 95619.73390458166	 102776.0365950918	 
13.200000000000017	 0.014945777398950127	 4.8298505641140385E-5	 2311298.94005402	 3108230.1837239885	 3146737.5769527154	 3140185.607671236	 2423289.4750070767	 320.2	 1.0813944714083148E-4	 95621.49195131914	 102778.28265807887	 
13.300000000000011	 0.014954164479420919	 4.840958515433419E-5	 2310863.0867263447	 3099422.941920937	 3137823.466431707	 3131289.700274657	 2423478.0012541935	 320.3	 1.0782904443733447E-4	 95623.27481682642	 102780.69088489393	 
13.400000000000034	 0.01496255155989171	 4.8521509070969046E-5	 2310323.2401388017	 3090593.5780558377	 3128886.9599456736	 3122371.4435252715	 2423561.6213580472	 320.4000000000001	 1.0751920499894115E-4	 95625.07941852263	 102783.27131967351	 
13.500000000000028	 0.0149709386403625	 4.863427683262813E-5	 2309680.2884761537	 3081742.834245255	 3119928.808560083	 3113431.5869637965	 2423541.0966069056	 320.50000000000006	 1.0720993027765608E-4	 95626.90302698908	 102786.0176161552	 
13.600000000000023	 0.014979325720833292	 4.874788787680674E-5	 2308930.756475573	 3072871.447741172	 3110949.7584182	 3104470.875218569	 2423412.8274106514	 320.6	 1.0690122172322343E-4	 95628.74322530166	 102788.88816286685	 
13.700000000000017	 0.014987712801304084	 4.8862341636916464E-5	 2308075.5605768603	 3063980.150842243	 3101950.5506512667	 3095490.047915912	 2423177.592532672	 320.70000000000005	 1.0659308078311681E-4	 95630.59787304071	 102791.831458949	 
13.800000000000011	 0.014996099881774874	 4.8977637542288644E-5	 2307121.1846318576	 3055069.670807886	 3092931.921291554	 3086489.8395933607	 2422841.824446385	 320.8	 1.0628550890252967E-4	 95632.46507444284	 102794.80761376883	 
13.900000000000006	 0.015004486962245666	 4.90937750181777E-5	 2306068.5072066584	 3046140.729775156	 3083894.601188231	 3077470.9796157046	 2422406.276998176	 320.9	 1.0597850752436447E-4	 95634.34315022004	 102797.76354678147	 
14.000000000000028	 0.015012874042716458	 4.921075348576531E-5	 2304905.711701442	 3037194.0446784087	 3074839.3159260554	 3068434.1920938427	 2421858.925511125	 321.0	 1.056720780892232E-4	 95636.23061262487	 102800.72223152225	 
14.100000000000023	 0.01502126112318725	 4.932857236216416E-5	 2303633.760101448	 3028230.3271717527	 3065766.7857468864	 3059380.195806457	 2421200.576239788	 321.1000000000001	 1.0536622203539695E-4	 95638.12614338896	 102803.72242383295	 
14.200000000000017	 0.01502964820365804	 4.9447231060421294E-5	 2302272.6125141033	 3019250.2835542373	 3056677.7254739655	 3050309.7041244484	 2420451.2699495885	 321.20000000000005	 1.0506094079885657E-4	 95640.0361452232	 102806.78876444709	 
14.300000000000011	 0.015038035284128832	 4.95667289895227E-5	 2300823.101694622	 3010254.6146977884	 3047572.844438979	 3041223.424938145	 2419611.72984016	 321.3	 1.0475623581324134E-4	 95641.96606355446	 102809.97298827472	 
14.400000000000034	 0.015046422364599623	 4.968706555439681E-5	 2299268.3660469404	 3001244.01597785	 3038452.846411857	 3032122.0605872497	 2418664.8205121583	 321.40000000000003	 1.0445210850984995E-4	 95643.91348861971	 102813.30337502748	 
14.5	 0.015054809445070413	 4.9808240155917364E-5	 2297609.3558845185	 2992219.177206742	 3029318.4295333223	 3023006.3077935223	 2417611.3390965583	 321.5	 1.0414856031763076E-4	 95645.87628711983	 102816.7990641492	 
14.600000000000023	 0.015063196525541205	 4.993025219090982E-5	 2295914.337232015	 2983180.782569676	 3020170.2862501284	 3013876.8575961515	 2416520.2426370406	 321.59999999999997	 1.038455926631709E-4	 95647.85257038023	 102820.47394627026	 
14.700000000000017	 0.015071583606011997	 5.005310105215261E-5	 2294090.5433559567	 2974129.510563424	 3011009.103252981	 3004734.3952898053	 2415297.6255836273	 321.70000000000005	 1.0354320697068681E-4	 95649.84066618072	 102824.31436181527	 
14.80000000000004	 0.015079970686482789	 5.0176786128382635E-5	 2292151.8315936583	 2965066.0339376316	 3001835.5614171387	 2995579.6003653505	 2413957.289985227	 321.80000000000007	 1.032414046620149E-4	 95651.83909383262	 102828.3279446516	 
14.900000000000006	 0.015088357766953579	 5.030130680429893E-5	 2290192.0998380645	 2955991.0196387228	 2992650.3357456317	 2986413.146453189	 2412594.237428049	 321.90000000000003	 1.02940187156601E-4	 95653.8465421294	 102832.51617668808	 
15.000000000000028	 0.01509674484742437	 5.042666246056623E-5	 2288117.829797307	 2946905.128756388	 2983454.0953150988	 2977235.701269208	 2411113.699336698	 322.0	 1.0263955587149013E-4	 95655.8618498403	 102836.87709902684	 
15.100000000000023	 0.015105131927895163	 5.055285247382024E-5	 2285930.064036483	 2937809.016472622	 2974247.5032242015	 2968047.9265632955	 2409516.528452404	 322.1000000000001	 1.0233951222131667E-4	 95657.8839884536	 102841.44035953021	 
15.200000000000017	 0.015113519008365953	 5.067987621666988E-5	 2283710.7322029946	 2928703.332013301	 2965031.2165446104	 2958850.4780704333	 2407885.701596226	 322.2	 1.0204005761829703E-4	 95659.91204691034	 102846.2174465562	 
15.300000000000011	 0.015121906088836744	 5.080773305770286E-5	 2281365.530423534	 2919588.718602249	 2955805.886274507	 2949644.005464289	 2406125.4958336274	 322.29999999999995	 1.0174119347221587E-4	 95661.94521809876	 102851.27619864434	 
15.400000000000034	 0.015130293169307536	 5.093642236148956E-5	 2278895.5959313246	 2910465.8134177667	 2946572.157294581	 2940429.1523133093	 2404236.8231038405	 322.40000000000003	 1.0144292119041809E-4	 95663.98278690656	 102856.68238702798	 
15.500000000000028	 0.015138680249778328	 5.106594348858649E-5	 2276396.4333198043	 2901335.247551627	 2937330.668326523	 2931206.5560392933	 2402316.540850374	 322.50000000000006	 1.0114524217780065E-4	 95666.02411965096	 102862.4816816392	 
15.600000000000023	 0.015147067330249118	 5.119629579554096E-5	 2273798.5035273936	 2892197.6459704572	 2928082.05189393	 2921976.847878383	 2400293.9661636003	 322.6	 1.0084815783680085E-4	 95668.06865472757	 102868.70347624422	 
15.700000000000017	 0.01515545441071991	 5.1327478634895585E-5	 2271102.7689025775	 2883053.627479519	 2918826.934285638	 2912740.6528444705	 2398169.8989769886	 322.7	 1.0055166956738619E-4	 95670.1158943375	 102875.36551621913	 
15.80000000000004	 0.015163841491190702	 5.145949135519185E-5	 2268305.063368382	 2873903.8046888243	 2909565.9355214215	 2903498.589694968	 2395939.9641955835	 322.80000000000007	 1.0025577876704664E-4	 95672.16539716814	 102882.49019062407	 
15.900000000000006	 0.015172228571661492	 5.159233330097436E-5	 2265406.3834880423	 2864748.7839815896	 2900299.669320057	 2894251.2708989386	 2393604.9839075822	 322.90000000000003	 9.9960486830784E-5	 95674.21677191736	 102890.05982140453	 
16.00000000000003	 0.015180615652132284	 5.1726003812796554E-5	 2262418.2303689565	 2855589.165484963	 2891028.743069685	 2884999.30260752	 2391176.5260437042	 323.0	 9.96657951511011E-5	 95676.26967156415	 102898.01535599963	 
16.100000000000023	 0.015189002732603075	 5.18605022272226E-5	 2259341.5218286384	 2846425.543043002	 2881753.757800453	 2875743.2846266245	 2388655.362376313	 323.1	 9.937170511799457E-5	 95678.32378829915	 102906.34476932845	 
16.200000000000017	 0.015197389813073867	 5.19958278768339E-5	 2256181.7844342533	 2837258.504191893	 2872475.308159423	 2866483.8103919006	 2386047.00319675	 323.2000000000001	 9.907821811894229E-5	 95680.38641655144	 102915.07668409626	 
16.30000000000001	 0.015205776893544657	 5.213198009023238E-5	 2252939.8986913487	 2828088.6301373374	 2863193.9823876773	 2857221.466945884	 2383352.196185521	 323.30000000000007	 9.878533553889736E-5	 95682.46380502675	 102924.17973737692	 
16.400000000000034	 0.01521416397401545	 5.226895819204471E-5	 2249599.2324371743	 2818916.4957341054	 2853910.362299611	 2847956.834917337	 2380553.8537473446	 323.4	 9.849305876027501E-5	 95684.55426477702	 102933.67571750538	 
16.50000000000003	 0.015222551054486241	 5.2406761502927826E-5	 2246160.7929547266	 2809742.6694676983	 2844625.023264362	 2838690.4885027185	 2377652.807208771	 323.50000000000006	 9.820138916294467E-5	 95686.65630058585	 102943.5442679965	 
16.600000000000023	 0.015230938134957031	 5.254538933957182E-5	 2242701.554688313	 2800567.7134381146	 2835338.534189373	 2829422.9954497768	 2374727.5369230555	 323.6	 9.791032812422128E-5	 95688.7685887784	 102953.73639349043	 
16.700000000000017	 0.015239325215427823	 5.268484101470606E-5	 2239109.0200602505	 2791392.183345651	 2826051.4575060047	 2820154.9170431993	 2371663.0791031476	 323.7	 9.761987701885392E-5	 95690.88995758108	 102964.28677102362	 
16.80000000000001	 0.015247712295898615	 5.282511583710223E-5	 2235384.47375447	 2782216.6284787185	 2816764.349157197	 2810886.808092297	 2368460.451325281	 323.8	 9.733003721901771E-5	 95693.01936973806	 102975.19544956466	 
16.900000000000034	 0.015256099376369407	 5.296621311157972E-5	 2231641.593415915	 2773041.591703658	 2807477.7585871466	 2801619.216920707	 2365235.7206441183	 323.9000000000001	 9.704081009430364E-5	 95695.15590712529	 102986.39064924278	 
17.00000000000003	 0.015264486456840197	 5.3108132139009675E-5	 2227830.1401817002	 2763867.60945648	 2798192.2287329365	 2792352.68535804	 2361937.4786977936	 324.00000000000006	 9.675219701171003E-5	 95697.29875713224	 102997.7782882993	 
17.100000000000023	 0.015272873537310988	 5.325087221632072E-5	 2223950.922305831	 2754695.211736527	 2788908.2960181087	 2783087.748733469	 2358566.427116769	 324.1	 9.64641993356317E-5	 95699.44720060838	 103009.35271428224	 
17.200000000000017	 0.01528126061778178	 5.3394432636501335E-5	 2219997.3432110134	 2745524.922101997	 2779626.4903481216	 2773824.935871197	 2355115.712781157	 324.20000000000005	 9.617681842785107E-5	 95701.60060118897	 103021.09154404279	 
17.30000000000001	 0.01528964769825257	 5.3538812688607085E-5	 2215970.264017397	 2736357.2576673264	 2770347.335107688	 2764564.769087802	 2351586.0736194495	 324.3	 9.589005564753029E-5	 95703.75839585722	 103032.91914069207	 
17.400000000000006	 0.015298034778723362	 5.368401165776332E-5	 2211928.077728209	 2727192.729102354	 2761071.3471599165	 2755307.764191386	 2348037.2829707754	 324.4	 9.560391235119943E-5	 95705.92008658963	 103044.7979541316	 
