Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	Brennraumvolumen [m3]	p_mitWandwärmeverlust [Pa]	p_Reale Ladung [Pa]	p_Verbrennungslage [Pa]	p_HC_CO [Pa]	p_realer Brennverlauf [Pa]
-130.5	 0.0028935427624230043	 4.3234435624552015E-4	 53934.77282401768	 53651.72272750261	 53651.72272750261	 53651.72272750261	 54044.23336472243	 
-130.4	 0.0029019298428937957	 4.3210614772034727E-4	 54142.04450574548	 53690.539701751266	 53690.539701751266	 53690.539701751266	 54251.817136217265	 
-130.3	 0.002910316923364587	 4.3186746267738935E-4	 54321.49217953267	 53729.48370516168	 53729.48370516168	 53729.48370516168	 54431.602538791216	 
-130.2	 0.0029187040038353785	 4.316283013124409E-4	 54473.11769935297	 53768.55509101648	 53768.55509101648	 53768.55509101648	 54583.58885107329	 
-130.1	 0.00292709108430617	 4.313886638228429E-4	 54577.70297899187	 53807.75421406228	 53807.75421406228	 53807.75421406228	 54688.56552724316	 
-130.0	 0.002935478164776961	 4.3114855040748853E-4	 54635.20644414675	 53847.081430515755	 53847.081430515755	 53847.081430515755	 54746.486703016184	 
-129.9	 0.002943865245247752	 4.309079612668302E-4	 54661.09209030394	 53886.537098069726	 53886.537098069726	 53886.537098069726	 54772.807804567376	 
-129.8	 0.0029522523257185435	 4.306668966028852E-4	 54655.468590770746	 53926.12157589933	 53926.12157589933	 53926.12157589933	 54767.634979583956	 
-129.7	 0.002960639406189335	 4.3042535661924126E-4	 54609.76681722143	 53965.835224668175	 53965.835224668175	 53965.835224668175	 54722.40211718116	 
-129.6	 0.0029690264866601263	 4.3018334152106403E-4	 54523.87101468221	 54005.67840653456	 54005.67840653456	 54005.67840653456	 54636.98988912353	 
-129.5	 0.0029774135671309177	 4.2994085151510226E-4	 54437.8881216912	 54045.65148515767	 54045.65148515767	 54045.65148515767	 54551.48342431047	 
-129.39999999999998	 0.002985800647601709	 4.296978868096944E-4	 54302.1883405781	 54085.75482570391	 54085.75482570391	 54085.75482570391	 54416.27790379769	 
-129.3	 0.0029941877280725	 4.2945444761477447E-4	 54116.56488223748	 54125.98879485313	 54125.98879485313	 54125.98879485313	 54231.162183963366	 
-129.2	 0.0030025748085432914	 4.2921053414187805E-4	 53984.41754919687	 54166.35376080502	 54166.35376080502	 54166.35376080502	 54099.48142153066	 
-129.1	 0.0030109618890140828	 4.2896614660414937E-4	 53905.96588244066	 54206.85009328544	 54206.85009328544	 54206.85009328544	 54021.45982687711	 
-129.0	 0.003019348969484874	 4.2872128521634643E-4	 53827.441908891335	 54247.47816355282	 54247.47816355282	 54247.47816355282	 53943.359207721864	 
-128.89999999999998	 0.0030277360499556655	 4.2847595019484776E-4	 53748.845080932915	 54288.23834440462	 54288.23834440462	 54288.23834440462	 53865.179000699005	 
-128.8	 0.003036123130426457	 4.282301417576583E-4	 53670.17484862209	 54329.13101018375	 54329.13101018375	 54329.13101018375	 53786.9186400276	 
-128.7	 0.0030445102108972483	 4.2798386012441554E-4	 53591.43065967147	 54370.15653678511	 54370.15653678511	 54370.15653678511	 53708.577557494566	 
-128.6	 0.0030528972913680392	 4.277371055163959E-4	 53571.48393879329	 54411.31530166208	 54411.31530166208	 54411.31530166208	 53688.9966165098	 
-128.5	 0.0030612843718388306	 4.274898781565212E-4	 53610.48632954713	 54452.60768383313	 54452.60768383313	 54452.60768383313	 53728.3327280391	 
-128.4	 0.003069671452309622	 4.2724217826936367E-4	 53675.943337896126	 54494.03406388838	 54494.03406388838	 54494.03406388838	 53794.11180794923	 
-128.3	 0.0030780585327804134	 4.269940060811535E-4	 53767.90778940439	 54535.59482399626	 54535.59482399626	 54535.59482399626	 53886.38910591534	 
-128.2	 0.0030864456132512048	 4.267453618197841E-4	 53908.18932820865	 54577.29034791016	 54577.29034791016	 54577.29034791016	 54026.96482878342	 
-128.1	 0.003094832693721996	 4.2649624571481845E-4	 54096.81675760137	 54619.12102097514	 54619.12102097514	 54619.12102097514	 54215.872227789085	 
-128.0	 0.0031032197741927875	 4.2624665799749576E-4	 54285.66746240511	 54661.08723013467	 54661.08723013467	 54661.08723013467	 54405.014405423215	 
-127.9	 0.0031116068546635785	 4.259965989007367E-4	 54474.74271156416	 54703.18936393739	 54703.18936393739	 54703.18936393739	 54594.39264985701	 
-127.8	 0.00311999393513437	 4.2574606865915037E-4	 54664.04377704513	 54745.42781254393	 54745.42781254393	 54745.42781254393	 54784.00825242435	 
-127.69999999999999	 0.0031283810156051612	 4.2549506750904015E-4	 54853.57193387145	 54787.802967733754	 54787.802967733754	 54787.802967733754	 54973.86250765724	 
-127.6	 0.0031367680960759526	 4.2524359568840974E-4	 55043.32846015788	 54830.31522291202	 54830.31522291202	 54830.31522291202	 55163.956713321226	 
-127.5	 0.003145155176546744	 4.249916534369696E-4	 55233.31463714517	 54872.96497311649	 54872.96497311649	 54872.96497311649	 55354.292170450964	 
-127.39999999999999	 0.0031535422570175354	 4.247392409961428E-4	 55384.936728006935	 54915.752615024525	 54915.752615024525	 54915.752615024525	 55506.29418791503	 
-127.29999999999998	 0.0031619293374883267	 4.244863586090717E-4	 55524.32359201039	 54958.678546960015	 54958.678546960015	 54958.678546960015	 55646.075167028066	 
-127.19999999999999	 0.0031703164179591177	 4.242330065206234E-4	 55690.081056657546	 55001.74316890044	 55001.74316890044	 55001.74316890044	 55812.22252874856	 
-127.1	 0.003178703498429909	 4.239791849773963E-4	 55804.53516427913	 55044.946882483884	 55044.946882483884	 55044.946882483884	 55927.10205416105	 
-127.0	 0.0031870905789007004	 4.2372489422772615E-4	 55867.63627035027	 55088.290091016184	 55088.290091016184	 55088.290091016184	 55990.659410576955	 
-126.9	 0.003195477659371492	 4.234701345216925E-4	 55930.90061787689	 55131.773199478026	 55131.773199478026	 55131.773199478026	 56054.38288062728	 
-126.8	 0.003203864739842283	 4.232149061111244E-4	 55994.328730087014	 55175.396614532125	 55175.396614532125	 55175.396614532125	 56118.2729970175	 
-126.69999999999999	 0.0032122518203130746	 4.229592092496066E-4	 56057.92113229293	 55219.16074453042	 55219.16074453042	 55219.16074453042	 56182.33029458691	 
-126.6	 0.0032206389007838655	 4.2270304419248606E-4	 56069.28734776558	 55263.06599952133	 55263.06599952133	 55263.06599952133	 56194.19208219258	 
-126.5	 0.003229025981254657	 4.224464111968776E-4	 56028.492350369095	 55307.11279125704	 55307.11279125704	 55307.11279125704	 56153.91903284068	 
-126.4	 0.0032374130617254483	 4.2218931052167067E-4	 56012.82306213657	 55351.3015332008	 55351.3015332008	 55351.3015332008	 56138.75377994927	 
-126.3	 0.0032458001421962397	 4.219317424275346E-4	 56022.34617986503	 55395.6326405343	 55395.6326405343	 55395.6326405343	 56148.76525676528	 
-126.19999999999999	 0.003254187222667031	 4.2167370717692586E-4	 55991.89934442631	 55440.10653016505	 55440.10653016505	 55440.10653016505	 56118.82800580416	 
-126.1	 0.0032625743031378224	 4.21415205034093E-4	 55921.367526064816	 55484.72362073385	 55484.72362073385	 55484.72362073385	 56048.82343040022	 
-126.0	 0.003270961383608614	 4.211562362650839E-4	 55879.68320533879	 55529.484332622196	 55529.484332622196	 55529.484332622196	 56007.64410981154	 
-125.9	 0.0032793484640794048	 4.2089680113775057E-4	 55866.93376660497	 55574.38908795986	 55574.38908795986	 55574.38908795986	 55995.37998283213	 
-125.8	 0.003287735544550196	 4.20636899921757E-4	 55854.24100934589	 55619.43831063242	 55619.43831063242	 55619.43831063242	 55983.170188969954	 
-125.69999999999999	 0.0032961226250209875	 4.203765328885836E-4	 55841.604956680596	 55664.63242628881	 55664.63242628881	 55664.63242628881	 55971.01474851248	 
-125.6	 0.003304509705491779	 4.2011570031153417E-4	 55829.02563194385	 55709.97186234901	 55709.97186234901	 55709.97186234901	 55958.913681934646	 
-125.5	 0.0033128967859625703	 4.1985440246574237E-4	 55816.50305868592	 55755.457048011696	 55755.457048011696	 55755.457048011696	 55946.86700989849	 
-125.39999999999999	 0.0033212838664333616	 4.195926396281766E-4	 55841.843492145046	 55801.088414261925	 55801.088414261925	 55801.088414261925	 55972.65972256865	 
-125.29999999999998	 0.003329670946904153	 4.193304120776475E-4	 55905.295417513895	 55846.86639387892	 55846.86639387892	 55846.86639387892	 56036.54408166593	 
-125.19999999999999	 0.003338058027374944	 4.1906772009481274E-4	 55968.91533531298	 55892.79142144383	 55892.79142144383	 55892.79142144383	 56100.59923737956	 
-125.1	 0.0033464451078457354	 4.1880456396218484E-4	 56005.90119148473	 55938.86393334758	 55938.86393334758	 55938.86393334758	 56138.037840509925	 
-125.0	 0.0033548321883165267	 4.1854094396413474E-4	 56044.42353531981	 55985.084367798765	 55985.084367798765	 55985.084367798765	 56177.01249878398	 
-124.9	 0.003363219268787318	 4.182768603869007E-4	 56111.3496658367	 56031.45316483151	 56031.45316483151	 56031.45316483151	 56244.377188368766	 
-124.8	 0.0033716063492581095	 4.1801231351859205E-4	 56178.449110900045	 56077.970766313476	 56077.970766313476	 56077.970766313476	 56311.918223167646	 
-124.69999999999999	 0.003379993429728901	 4.1774730364919666E-4	 56245.722438975485	 56124.63761595382	 56124.63761595382	 56124.63761595382	 56379.6361817687	 
-124.6	 0.0033883805101996923	 4.1748183107058673E-4	 56313.17022080953	 56171.454159311266	 56171.454159311266	 56171.454159311266	 56447.531645094845	 
-124.5	 0.003396767590670483	 4.172158960765245E-4	 56380.79302943979	 56218.42084380216	 56218.42084380216	 56218.42084380216	 56515.60519641433	 
-124.4	 0.0034051546711412746	 4.1694949896266834E-4	 56448.59144020523	 56265.53811870861	 56265.53811870861	 56265.53811870861	 56583.85742135131	 
-124.3	 0.003413541751612066	 4.166826400265797E-4	 56516.56603075652	 56312.806435186656	 56312.806435186656	 56312.806435186656	 56652.288907896436	 
-124.19999999999999	 0.0034219288320828573	 4.1641531956772764E-4	 56584.71738106637	 56360.22624627445	 56360.22624627445	 56360.22624627445	 56720.90024641753	 
-124.1	 0.0034303159125536487	 4.161475378874964E-4	 56653.04607343999	 56407.798006900535	 56407.798006900535	 56407.798006900535	 56789.69202967029	 
-124.0	 0.00343870299302444	 4.158792952891904E-4	 56682.12807612157	 56455.52217389215	 56455.52217389215	 56455.52217389215	 56819.26269860631	 
-123.89999999999999	 0.0034470900734952315	 4.1561059207804063E-4	 56672.07220112652	 56503.39920598352	 56503.39920598352	 56503.39920598352	 56809.7179770353	 
-123.8	 0.0034554771539660224	 4.153414285612107E-4	 56687.73546839958	 56551.429563824306	 56551.429563824306	 56551.429563824306	 56825.874992421785	 
-123.69999999999999	 0.003463864234436814	 4.150718050478031E-4	 56729.17954407245	 56599.61370998797	 56599.61370998797	 56599.61370998797	 56867.79771524404	 
-123.6	 0.003472251314907605	 4.1480172184886477E-4	 56770.7682521992	 56647.952108980295	 56647.952108980295	 56647.952108980295	 56909.8663317645	 
-123.5	 0.0034806383953783966	 4.14531179277393E-4	 56778.567522974554	 56696.445227247874	 56696.445227247874	 56696.445227247874	 56918.16702516474	 
-123.39999999999999	 0.003489025475849188	 4.142601776483424E-4	 56782.629414078736	 56745.09353318667	 56745.09353318667	 56745.09353318667	 56922.73077267232	 
-123.3	 0.0034974125563199793	 4.1398871727862984E-4	 56816.93666031223	 56793.89749715064	 56793.89749715064	 56793.89749715064	 56957.52119946136	 
-123.19999999999999	 0.0035057996367907707	 4.1371679848714094E-4	 56851.37903347531	 56842.857591460364	 56842.857591460364	 56842.857591460364	 56992.44750857774	 
-123.1	 0.0035141867172615616	 4.134444215947362E-4	 56912.92196339142	 56891.97429041176	 56891.97429041176	 56891.97429041176	 57054.45947633626	 
-123.0	 0.003522573797732353	 4.1317158692425604E-4	 57001.75133810436	 56941.24807028481	 56941.24807028481	 56941.24807028481	 57143.74575673014	 
-122.9	 0.0035309608782031444	 4.128982948005284E-4	 57090.78544586491	 56990.679409352386	 56990.679409352386	 56990.679409352386	 57233.24124198504	 
-122.8	 0.003539347958673936	 4.1262454555037327E-4	 57180.02501461952	 57040.268787889036	 57040.268787889036	 57040.268787889036	 57322.946673654	 
-122.69999999999999	 0.003547735039144727	 4.123503395026094E-4	 57269.470775181486	 57090.01668817989	 57090.01668817989	 57090.01668817989	 57412.862796234105	 
-122.6	 0.0035561221196155185	 4.120756769880599E-4	 57359.12346124421	 57139.92359452959	 57139.92359452959	 57139.92359452959	 57502.99035718017	 
-122.5	 0.00356450920008631	 4.118005583395581E-4	 57448.98380939452	 57189.989993271265	 57189.989993271265	 57189.989993271265	 57593.33010691845	 
-122.4	 0.003572896280557101	 4.115249838919545E-4	 57539.05255912603	 57240.216372775554	 57240.216372775554	 57240.216372775554	 57683.88279886045	 
-122.3	 0.0035812833610278923	 4.1124895398212064E-4	 57629.33045285264	 57290.60322345967	 57290.60322345967	 57290.60322345967	 57774.64918941681	 
-122.19999999999999	 0.0035896704414986836	 4.1097246894895753E-4	 57719.81823592206	 57341.15103779654	 57341.15103779654	 57341.15103779654	 57865.63003801124	 
-122.1	 0.003598057521969475	 4.1069552913339973E-4	 57810.51665662938	 57391.86031032394	 57391.86031032394	 57391.86031032394	 57956.82610709454	 
-122.0	 0.0036064446024402664	 4.1041813487842176E-4	 57901.42646623076	 57442.73153765374	 57442.73153765374	 57442.73153765374	 58048.23816215869	 
-121.89999999999999	 0.0036148316829110578	 4.101402865290445E-4	 57962.3127071167	 57493.76521848115	 57493.76521848115	 57493.76521848115	 58109.64894100623	 
-121.79999999999998	 0.003623218763381849	 4.0986198443233987E-4	 57993.31104033087	 57544.96185359407	 57544.96185359407	 57544.96185359407	 58141.191857895545	 
-121.69999999999999	 0.00363160584385264	 4.095832289374385E-4	 58024.442850274034	 57596.32194588238	 57596.32194588238	 57596.32194588238	 58172.86876854705	 
-121.6	 0.0036399929243234315	 4.09304020395534E-4	 58015.14099815223	 57647.84600034743	 57647.84600034743	 57647.84600034743	 58164.13804728084	 
-121.5	 0.003648380004794223	 4.090243591598893E-4	 57965.28904454223	 57699.53452411147	 57699.53452411147	 57699.53452411147	 58114.87964329573	 
-121.39999999999999	 0.0036567670852650142	 4.0874424558584306E-4	 57941.408462442945	 57751.38802642715	 57751.38802642715	 57751.38802642715	 58091.57118527715	 
-121.3	 0.0036651541657358056	 4.08463680030815E-4	 57943.57907275369	 57803.40701868711	 57803.40701868711	 57803.40701868711	 58094.294792055436	 
-121.19999999999999	 0.003673541246206597	 4.081826628543115E-4	 57894.87331251689	 57855.59201443359	 57855.59201443359	 57855.59201443359	 58046.17304259992	 
-121.1	 0.0036819283266773884	 4.0790119441793207E-4	 57826.161952517345	 57907.94352936807	 57907.94352936807	 57907.94352936807	 57978.052336167595	 
-121.0	 0.0036903154071481793	 4.0761927508537474E-4	 57788.45984920416	 57960.46208136102	 57960.46208136102	 57960.46208136102	 57940.91542475334	 
-120.9	 0.0036987024876189707	 4.073369052224417E-4	 57750.760824590754	 58013.14819046165	 58013.14819046165	 58013.14819046165	 57903.77739941719	 
-120.8	 0.003707089568089762	 4.070540851970458E-4	 57739.066993375665	 58066.00237890774	 58066.00237890774	 58066.00237890774	 57892.62356027771	 
-120.69999999999999	 0.0037154766485605535	 4.0677081537921557E-4	 57753.455094237055	 58119.0251711355	 58119.0251711355	 58119.0251711355	 57907.532955588766	 
-120.6	 0.003723863729031345	 4.0648709614110145E-4	 57767.949453679255	 58172.21709378951	 58172.21709378951	 58172.21709378951	 57922.5479090715	 
-120.5	 0.0037322508095021362	 4.0620292785698177E-4	 57782.55031171007	 58225.5786757327	 58225.5786757327	 58225.5786757327	 57937.668662278906	 
-120.39999999999999	 0.0037406378899729276	 4.059183109032673E-4	 57797.25790941788	 58279.110448056366	 58279.110448056366	 58279.110448056366	 57952.89545784161	 
-120.3	 0.0037490249704437185	 4.056332456585085E-4	 57871.246078004995	 58332.812944090256	 58332.812944090256	 58332.812944090256	 58027.364570754646	 
-120.19999999999999	 0.00375741205091451	 4.053477325034007E-4	 58004.98952113322	 58386.68669941273	 58386.68669941273	 58386.68669941273	 58161.55700420479	 
-120.1	 0.0037657991313853013	 4.050617718207891E-4	 58138.99540009245	 58440.732251860936	 58440.732251860936	 58440.732251860936	 58296.01932917088	 
-120.0	 0.0037741862118560927	 4.0477536399567584E-4	 58273.26477601767	 58494.95014154106	 58494.95014154106	 58494.95014154106	 58430.752627190705	 
-119.89999999999999	 0.003782573292326884	 4.044885094152246E-4	 58407.79871404358	 58549.34091083864	 58549.34091083864	 58549.34091083864	 58565.75798392659	 
-119.79999999999998	 0.0037909603727976754	 4.0420120846876653E-4	 58542.59828332476	 58603.905104428886	 58603.905104428886	 58603.905104428886	 58701.036489186205	 
-119.69999999999999	 0.003799347453268467	 4.039134615478065E-4	 58722.237390914066	 58658.643269287146	 58658.643269287146	 58658.643269287146	 58881.134543124186	 
-119.6	 0.0038077345337392578	 4.036252690460279E-4	 58946.75193097671	 58713.55595469934	 58713.55595469934	 58713.55595469934	 59106.0921983848	 
-119.5	 0.003816121614210049	 4.033366313592989E-4	 59118.357133454534	 58768.64371227249	 58768.64371227249	 58768.64371227249	 59278.187299774356	 
-119.4	 0.0038245086946808405	 4.030475488856779E-4	 59237.00724345181	 58823.90709594531	 58823.90709594531	 58823.90709594531	 59397.369194523155	 
-119.3	 0.003832895775151632	 4.0275802202541927E-4	 59384.229519841276	 58879.346661998825	 58879.346661998825	 58879.346661998825	 59545.11207522307	 
-119.19999999999999	 0.0038412828556224233	 4.024680511809788E-4	 59530.7124433676	 58934.962969067084	 58934.962969067084	 58934.962969067084	 59692.125347379784	 
-119.1	 0.0038496699360932147	 4.0217763675701927E-4	 59648.11711622087	 58990.75657814791	 58990.75657814791	 58990.75657814791	 59810.086387560164	 
-119.0	 0.003858057016564006	 4.018867791604163E-4	 59731.055567365576	 59046.728052613704	 59046.728052613704	 59046.728052613704	 59893.60940145042	 
-118.9	 0.003866444097034797	 4.015954788002637E-4	 59779.538793844484	 59102.8779582223	 59102.8779582223	 59102.8779582223	 59942.70245975539	 
-118.8	 0.0038748311775055884	 4.013037360878791E-4	 59800.06947970823	 59159.2068631279	 59159.2068631279	 59159.2068631279	 59963.8636788962	 
-118.69999999999999	 0.0038832182579763798	 4.010115514368096E-4	 59792.57270722058	 59215.7153378921	 59215.7153378921	 59215.7153378921	 59957.0156324575	 
-118.6	 0.003891605338447171	 4.0071892526283737E-4	 59785.14254886113	 59272.403955494854	 59272.403955494854	 59272.403955494854	 59950.23204126982	 
-118.5	 0.0038999924189179625	 4.004258579839848E-4	 59777.77906072735	 59329.27329134563	 59329.27329134563	 59329.27329134563	 59943.5129586414	 
-118.4	 0.0039083794993887535	 4.0013235002052015E-4	 59770.482299197974	 59386.32392329456	 59386.32392329456	 59386.32392329456	 59936.858438131334	 
-118.29999999999998	 0.003916766579859545	 3.998384017949636E-4	 59727.688170622874	 59443.55643164368	 59443.55643164368	 59443.55643164368	 59894.72890094579	 
-118.19999999999999	 0.003925153660330336	 3.99544013732092E-4	 59649.271185214595	 59500.971399158174	 59500.971399158174	 59500.971399158174	 59816.99572143548	 
-118.1	 0.003933540740801128	 3.992491862589446E-4	 59570.75180687976	 59558.56941107774	 59558.56941107774	 59558.56941107774	 59739.153205480594	 
-118.0	 0.003941927821271919	 3.989539198048289E-4	 59531.68147897211	 59616.35105512801	 59616.35105512801	 59616.35105512801	 59700.7252021468	 
-117.9	 0.00395031490174271	 3.9865821480132536E-4	 59532.19793090288	 59674.31692153199	 59674.31692153199	 59674.31692153199	 59701.85290993112	 
-117.79999999999998	 0.003958701982213502	 3.983620716822931E-4	 59532.79653611375	 59732.46760302158	 59732.46760302158	 59732.46760302158	 59703.06107668012	 
-117.69999999999999	 0.003967089062684293	 3.980654908838761E-4	 59533.4774212732	 59790.80369484922	 59790.80369484922	 59790.80369484922	 59704.34982758272	 
-117.6	 0.0039754761431550845	 3.9776847284450753E-4	 59576.828677569116	 59849.32579479948	 59849.32579479948	 59849.32579479948	 59748.277432737006	 
-117.5	 0.0039838632236258754	 3.974710180049155E-4	 59663.2217659523	 59908.034503200804	 59908.034503200804	 59908.034503200804	 59835.21991226594	 
-117.39999999999999	 0.003992250304096667	 3.9717312680812836E-4	 59749.840927380814	 59966.93042293728	 59966.93042293728	 59966.93042293728	 59922.392596019126	 
-117.3	 0.004000637384567458	 3.9687479969948065E-4	 59836.686961148305	 60026.0141594605	 60026.0141594605	 60026.0141594605	 60009.79629815254	 
-117.19999999999999	 0.004009024465038249	 3.9657603712661764E-4	 59975.08793988989	 60085.286320801446	 60085.286320801446	 60085.286320801446	 60148.72505552142	 
-117.1	 0.004017411545509041	 3.9627683953950095E-4	 60136.68729777404	 60144.747517582466	 60144.747517582466	 60144.747517582466	 60310.84592337941	 
-117.0	 0.004025798625979832	 3.959772073904141E-4	 60270.15171277329	 60204.39836302932	 60204.39836302932	 60204.39836302932	 60444.85942831304	 
-116.89999999999999	 0.004034185706450624	 3.9567714113396735E-4	 60403.90132613778	 60264.23947298326	 60264.23947298326	 60264.23947298326	 60579.165511391824	 
-116.8	 0.004042572786921415	 3.953766412271036E-4	 60575.52959296449	 60324.271465913225	 60324.271465913225	 60324.271465913225	 60751.33251346612	 
-116.69999999999999	 0.0040509598673922065	 3.9507570812910315E-4	 60785.079516208585	 60384.49496292804	 60384.49496292804	 60384.49496292804	 60961.40694027099	 
-116.6	 0.004059346947862997	 3.947743423015887E-4	 60947.545774384016	 60444.91058778875	 60444.91058778875	 60444.91058778875	 61124.442224611594	 
-116.5	 0.004067734028333788	 3.9447254420853174E-4	 61062.871510918565	 60505.51896692094	 60505.51896692094	 60505.51896692094	 61240.37716398069	 
-116.39999999999999	 0.00407612110880458	 3.9417031431625613E-4	 61178.46651546804	 60566.32072942723	 60566.32072942723	 60566.32072942723	 61356.58752291638	 
-116.3	 0.004084508189275371	 3.9386765309344494E-4	 61294.33180859654	 60627.316507099706	 60627.316507099706	 60627.316507099706	 61473.07434226731	 
-116.19999999999999	 0.004092895269746163	 3.9356456101114455E-4	 61410.468415007315	 60688.506934432524	 60688.506934432524	 60688.506934432524	 61589.838667139695	 
-116.1	 0.004101282350216954	 3.9326103854276994E-4	 61482.116796401715	 60749.89264863456	 60749.89264863456	 60749.89264863456	 61662.15169144409	 
-116.0	 0.004109669430687746	 3.9295708616411023E-4	 61509.51354847514	 60811.474289642065	 60811.474289642065	 60811.474289642065	 61690.246929705536	 
-115.89999999999999	 0.004118056511158537	 3.926527043533336E-4	 61537.04756078632	 60873.25250013151	 60873.25250013151	 60873.25250013151	 61718.4795776098	 
-115.8	 0.004126443591629328	 3.9234789359099257E-4	 61564.71920126499	 60935.22792553234	 60935.22792553234	 60935.22792553234	 61746.85000765647	 
-115.69999999999999	 0.004134830672100119	 3.920426543600285E-4	 61592.52883945958	 60997.401214039965	 60997.401214039965	 60997.401214039965	 61775.35859397686	 
-115.6	 0.00414321775257091	 3.917369871457776E-4	 61595.03440642854	 61059.77301662871	 61059.77301662871	 61059.77301662871	 61778.58215079748	 
-115.5	 0.004151604833041702	 3.9143089243597523E-4	 61572.15637574226	 61122.34398706485	 61122.34398706485	 61122.34398706485	 61756.438896959895	 
-115.4	 0.004159991913512493	 3.91124370720761E-4	 61549.3095578336	 61185.114781919794	 61185.114781919794	 61185.114781919794	 61734.32358950864	 
-115.29999999999998	 0.004168378993983285	 3.908174224926846E-4	 61526.49384124316	 61248.08606058319	 61248.08606058319	 61248.08606058319	 61712.23610988726	 
-115.19999999999999	 0.004176766074454076	 3.905100482467098E-4	 61503.709113975485	 61311.2584852763	 61311.2584852763	 61311.2584852763	 61690.17633894679	 
-115.1	 0.004185153154924867	 3.902022484802201E-4	 61480.95526349445	 61374.632721065245	 61374.632721065245	 61374.632721065245	 61668.14415694087	 
-115.0	 0.004193540235395659	 3.8989402369302297E-4	 61489.35501950452	 61438.20943587448	 61438.20943587448	 61438.20943587448	 61677.23871590039	 
-114.9	 0.00420192731586645	 3.895853743873558E-4	 61529.00497566424	 61501.98930050026	 61501.98930050026	 61501.98930050026	 61717.559371744035	 
-114.79999999999998	 0.004210314396337241	 3.892763010678901E-4	 61568.816110138	 61565.972988624184	 61565.972988624184	 61565.972988624184	 61758.04210919676	 
-114.69999999999999	 0.004218701476808032	 3.889668042417368E-4	 61608.78890036709	 61630.16117682688	 61630.16117682688	 61630.16117682688	 61798.68741253239	 
-114.6	 0.004227088557278824	 3.886568844184508E-4	 61648.92382587948	 61694.55454460163	 61694.55454460163	 61694.55454460163	 61839.49576813933	 
-114.5	 0.004235475637749615	 3.8834654211003614E-4	 61689.22136829942	 61759.15377436827	 61759.15377436827	 61759.15377436827	 61880.467664530275	 
-114.4	 0.004243862718220406	 3.880357778309506E-4	 61729.682011357014	 61823.959551486914	 61823.959551486914	 61823.959551486914	 61921.603592351996	 
-114.29999999999998	 0.004252249798691198	 3.8772459209811077E-4	 61812.750611981435	 61888.97256427201	 61888.97256427201	 61888.97256427201	 62005.31682009506	 
-114.19999999999999	 0.004260636879161989	 3.874129854308967E-4	 61938.75580714894	 61954.19350400628	 61954.19350400628	 61954.19350400628	 62131.94051878569	 
-114.1	 0.004269023959632781	 3.871009583511571E-4	 62065.056886741135	 62019.62306495482	 62019.62306495482	 62019.62306495482	 62258.86689387057	 
-114.0	 0.0042774110401035716	 3.867885113832136E-4	 62191.654998297236	 62085.26194437931	 62085.26194437931	 62085.26194437931	 62386.09711579551	 
-113.89999999999999	 0.004285798120574363	 3.864756450538653E-4	 62318.55129406213	 62151.11084255217	 62151.11084255217	 62151.11084255217	 62513.632359847885	 
-113.8	 0.004294185201045154	 3.861623598923945E-4	 62445.74693100966	 62217.17046277097	 62217.17046277097	 62217.17046277097	 62641.47380618069	 
-113.69999999999999	 0.004302572281515945	 3.8584865643057043E-4	 62573.24307086587	 62283.441511372774	 62283.441511372774	 62283.441511372774	 62769.62263983656	 
-113.6	 0.004310959361986737	 3.855345352026547E-4	 62701.04088013254	 62349.924697748655	 62349.924697748655	 62349.924697748655	 62898.08005077209	 
-113.5	 0.004319346442457528	 3.8521999674540503E-4	 62829.14153011067	 62416.62073435823	 62416.62073435823	 62416.62073435823	 63026.84723388217	 
-113.39999999999999	 0.00432773352292832	 3.849050415980811E-4	 62957.54619692418	 62483.53033674429	 62483.53033674429	 62483.53033674429	 63155.92538902443	 
-113.3	 0.004336120603399111	 3.845896703024485E-4	 63052.067851652486	 62550.65422354756	 62550.65422354756	 62550.65422354756	 63251.15273925797	 
-113.19999999999999	 0.004344507683869903	 3.8427388340278265E-4	 63112.69809777007	 62617.993116521444	 62617.993116521444	 62617.993116521444	 63312.518016857015	 
-113.1	 0.0043528947643406935	 3.8395768144587513E-4	 63200.06971250431	 62685.54774054697	 62685.54774054697	 62685.54774054697	 63400.607038505725	 
-113.0	 0.0043612818448114845	 3.8364106498103693E-4	 63314.312089422325	 62753.31882364769	 62753.31882364769	 62753.31882364769	 63515.55180878342	 
-112.89999999999999	 0.004369668925282276	 3.8332403456010303E-4	 63378.77870020525	 62821.30709700477	 62821.30709700477	 62821.30709700477	 63580.76470615232	 
-112.8	 0.004378056005753067	 3.830065907374375E-4	 63421.58693518294	 62889.51329497211	 62889.51329497211	 62889.51329497211	 63624.33772738695	 
-112.69999999999999	 0.004386443086223859	 3.8268873406993765E-4	 63492.408980233864	 62957.93815509152	 62957.93815509152	 62957.93815509152	 63695.90407869296	 
-112.6	 0.00439483016669465	 3.8237046511703873E-4	 63563.45437550989	 63026.58241810809	 63026.58241810809	 63026.58241810809	 63767.69680664017	 
-112.49999999999999	 0.004403217247165442	 3.820517844407183E-4	 63598.0709621058	 63095.44682798549	 63095.44682798549	 63095.44682798549	 63803.0933125621	 
-112.39999999999999	 0.004411604327636233	 3.8173269260550005E-4	 63596.172341542944	 63164.53213192151	 63164.53213192151	 63164.53213192151	 63802.00400817225	 
