Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	pZyl_mess [bar]	pZyl_berech [bar]	pSaug [bar]	pAbg [bar]	T [K]	dQw [J/s]	V [m3]	m [kg]	R [J/kg/K]	mK [kg]	V_motor [m^3]	dm [kg/s]	dmEV [kg/s]	dmAV [kg/s]	dmEV aus Zylinder [kg/s]	Hub_E [m]	Hub_A [m]	alpha_E_vor [-]	alpha_E_rück [-]	alpha_A_vor [-]	alpha_A_rück [-]	dmL [kg/s]	dmL [kg/KW]	mL [kg]	T_Saug [K]	H_Massenbruch	O_Massenbruch	N_Massenbruch	H2_Massenbruch	OH_Massenbruch	CO_Massenbruch	NO_Massenbruch	O2_Massenbruch	H2O_Massenbruch	CO2_Massenbruch	N2_Massenbruch	RON_98_Massenbruch	AGR_intern_LWA_Massenbruch	AGR_extern_LWA_Massenbruch	feuchteLuft_LWA_Massenbruch
150.5	 0.024019448676640777	 1.9581509909267039	 1.9339005235823854	 0.9509012874134986	 1.0408930925260567	 713.679185056447	 1333.185729000093	 4.646718635728636E-4	 4.4562170826718616E-4	 282.5602965045405	 4.4562170826718616E-4	 4.6739818982157485E-4	 -0.018287890351176388	 0.0	 -0.018287890351176388	 0.321535382407287	 0.0	 6.312829100000001E-4	 1.51709E-4	 3.27929E-4	 0.011626166238442133	 0.011035262474386947	 0.0	 0.0	 0.0	 335.6112792280736	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
151.5	 0.024102704997876968	 1.941169107337678	 1.9157815653693686	 0.9536554956602444	 1.0475583935321178	 711.7371234699491	 1319.1032013953263	 4.661126498167587E-4	 4.440236708753888E-4	 282.5602965045405	 4.440236708753888E-4	 4.6883897606561496E-4	 -0.02009338975393766	 0.0	 -0.02009338975393766	 0.321535382407287	 0.0	 7.010100500000001E-4	 1.51709E-4	 3.27929E-4	 0.012878796388667152	 0.012248975028047086	 0.0	 0.0	 0.0	 335.6112792280736	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
152.5	 0.02418596131911316	 1.9237683459653616	 1.8972061783318919	 0.9564002675883284	 1.0538842353595728	 709.7403947531119	 1304.5087156975944	 4.6750464997740517E-4	 4.422723651076619E-4	 282.5602965045405	 4.422723651076619E-4	 4.702309762264016E-4	 -0.021968755515198776	 0.0	 -0.021968755515198776	 0.321535382407287	 0.0	 7.748486500000033E-4	 1.51709E-4	 3.27929E-4	 0.014205287861147012	 0.013534254128332762	 0.0	 0.0	 0.0	 335.6112792280736	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
153.50000000000006	 0.02426921764034935	 1.9058735521338672	 1.8781458744855788	 0.9590766766597356	 1.0601197414786632	 707.6850581820653	 1289.3804682174614	 4.6884785121248016E-4	 4.4036225478968455E-4	 282.5602965045405	 4.403622547896845E-4	 4.7157417746161224E-4	 -0.023907048887760587	 0.0	 -0.023907048887760587	 0.321535382407287	 0.0	 8.528164400000035E-4	 1.51709E-4	 3.27929E-4	 0.015605959170774985	 0.014891408394292007	 0.0	 0.0	 0.0	 335.6112792280736	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
154.5	 0.024352473961585536	 1.8875141737732641	 1.8585765380661703	 0.9616545163760358	 1.066458537520238	 705.5674458151207	 1273.700843837894	 4.701422445193421E-4	 4.38288478770032E-4	 282.5602965045405	 4.382884787700319E-4	 4.72868570768605E-4	 -0.025899026816756716	 0.0	 -0.025899026816756716	 0.321535382407287	 0.0	 9.348919500000001E-4	 1.51709E-4	 3.27929E-4	 0.017080424614518853	 0.016320064106186315	 0.0	 0.0	 0.0	 335.6112792280736	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
155.5	 0.024435730282821727	 1.8686471528924413	 1.8384884088139564	 0.9641203639762213	 1.0727816367120395	 703.3851456396495	 1257.4685634557927	 4.7138782434464374E-4	 4.360486304361833E-4	 282.5602965045405	 4.360486304361833E-4	 4.7411415059403245E-4	 -0.027929279262563302	 0.0	 -0.027929279262563302	 0.321535382407287	 0.0	 0.00101895175	 1.51709E-4	 3.27929E-4	 0.0186243969505905	 0.017770162659387998	 0.0	 0.0	 0.0	 335.6112792280736	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
156.5	 0.024518986604057918	 1.8490917248204348	 1.8178103613311452	 0.9664575314180657	 1.0788314653446915	 701.1295524181256	 1240.6149270917035	 4.725845882077567E-4	 4.336293988341414E-4	 282.5602965045405	 4.336293988341414E-4	 4.753109144572664E-4	 -0.030171829603200025	 0.0	 -0.030171829603200025	 0.321535382407287	 0.0	 0.001106930990000004	 1.51709E-4	 3.27929E-4	 0.02036210712023242	 0.019240782812860707	 0.0	 0.0	 0.0	 335.6112792280736	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
157.50000000000006	 0.02460224292529411	 1.8287123240946257	 1.7965012087259722	 0.968621795445752	 1.0845679968307314	 698.7947059213309	 1223.1188366690699	 4.737325363381499E-4	 4.3102254159926807E-4	 282.5602965045405	 4.3102254159926807E-4	 4.764588625877758E-4	 -0.032434602171749906	 0.0	 -0.032434602171749906	 0.321535382407287	 0.0	 0.0011986848200000037	 1.51709E-4	 3.27929E-4	 0.022174370598464194	 0.02077449726136358	 0.0	 0.0	 0.0	 335.6112792280736	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
158.5	 0.024685499246530296	 1.8076235683960609	 1.77461389972424	 0.9705444601991424	 1.0902000592090955	 696.3838648712434	 1205.0278213716217	 4.748316713268396E-4	 4.282365385041998E-4	 282.5602965045405	 4.282365385041998E-4	 4.775579975765766E-4	 -0.03447455413406751	 0.0	 -0.03447455413406751	 0.321535382407287	 0.0	 0.00128611977	 1.51709E-4	 3.27929E-4	 0.02390133029710582	 0.02223601931574672	 0.0	 0.0	 0.0	 335.6112792280736	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
159.5	 0.024768755567766487	 1.786172096715355	 1.7522726665863328	 0.9721641165738384	 1.0958681508798869	 693.9076142370105	 1186.455457936711	 4.7588199779201307E-4	 4.2529293868079853E-4	 282.5602965045405	 4.2529293868079853E-4	 4.786083240418563E-4	 -0.0362204090473698	 0.0	 -0.0362204090473698	 0.321535382407287	 0.0	 0.00136675854	 1.51709E-4	 3.27929E-4	 0.02549405615716564	 0.02358393957867744	 0.0	 0.0	 0.0	 335.6112792280736	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
