Kurbelwinkel	V_alpha_aus_DEWE	Pm_Zyl	Pm_Saug	Pm_Saug_alt	P_Abg	V_alpha	
[KWnZOT]	[m^3]	[bar]	[bar]	[bar]	[bar]	[m^3]	
-249.400000	0.000374	-0.075123	0.946087	0.937079	1.039993	0.000374	
-249.300000	0.000374	-0.075019	0.946107	0.937023	1.040083	0.000375	
-249.200000	0.000374	-0.074913	0.946126	0.936968	1.040172	0.000375	
-249.100000	0.000375	-0.074805	0.946146	0.936914	1.040262	0.000375	
-249.000000	0.000375	-0.074694	0.946167	0.936860	1.040353	0.000376	
-248.900000	0.000375	-0.074580	0.946187	0.936807	1.040444	0.000376	
-248.800000	0.000376	-0.074463	0.946208	0.936754	1.040535	0.000376	
-248.700000	0.000376	-0.074342	0.946230	0.936702	1.040626	0.000377	
-248.600000	0.000376	-0.074218	0.946251	0.936652	1.040719	0.000377	
-248.500000	0.000377	-0.074091	0.946273	0.936601	1.040812	0.000377	
-248.400000	0.000377	-0.073960	0.946294	0.936552	1.040905	0.000378	
-248.300000	0.000377	-0.073826	0.946316	0.936504	1.040999	0.000378	
-248.200000	0.000378	-0.073689	0.946338	0.936457	1.041094	0.000378	
-248.100000	0.000378	-0.073550	0.946360	0.936411	1.041190	0.000379	
-248.000000	0.000378	-0.073409	0.946382	0.936365	1.041286	0.000379	
-247.900000	0.000379	-0.073266	0.946403	0.936321	1.041384	0.000379	
-247.800000	0.000379	-0.073121	0.946425	0.936277	1.041482	0.000380	
-247.700000	0.000379	-0.072976	0.946446	0.936234	1.041581	0.000380	
-247.600000	0.000380	-0.072831	0.946466	0.936193	1.041681	0.000380	
-247.500000	0.000380	-0.072685	0.946487	0.936152	1.041782	0.000381	
-247.400000	0.000380	-0.072539	0.946506	0.936112	1.041883	0.000381	
-247.300000	0.000381	-0.072393	0.946526	0.936072	1.041985	0.000381	
-247.200000	0.000381	-0.072248	0.946545	0.936034	1.042088	0.000382	
-247.100000	0.000381	-0.072102	0.946563	0.935996	1.042191	0.000382	
-247.000000	0.000382	-0.071957	0.946582	0.935959	1.042294	0.000382	
-246.900000	0.000382	-0.071813	0.946599	0.935922	1.042398	0.000382	
-246.800000	0.000382	-0.071669	0.946617	0.935886	1.042502	0.000383	
-246.700000	0.000382	-0.071527	0.946634	0.935850	1.042605	0.000383	
-246.600000	0.000383	-0.071385	0.946651	0.935815	1.042709	0.000383	
-246.500000	0.000383	-0.071245	0.946668	0.935780	1.042812	0.000384	
-246.400000	0.000383	-0.071106	0.946685	0.935745	1.042914	0.000384	
-246.300000	0.000384	-0.070970	0.946703	0.935711	1.043016	0.000384	
-246.200000	0.000384	-0.070834	0.946720	0.935676	1.043117	0.000385	
-246.100000	0.000384	-0.070701	0.946738	0.935641	1.043217	0.000385	
-246.000000	0.000385	-0.070570	0.946757	0.935607	1.043316	0.000385	
-245.900000	0.000385	-0.070441	0.946776	0.935572	1.043413	0.000386	
-245.800000	0.000385	-0.070314	0.946796	0.935537	1.043509	0.000386	
-245.700000	0.000386	-0.070190	0.946816	0.935502	1.043604	0.000386	
-245.600000	0.000386	-0.070067	0.946838	0.935467	1.043697	0.000387	
-245.500000	0.000386	-0.069947	0.946860	0.935432	1.043788	0.000387	
-245.400000	0.000387	-0.069828	0.946883	0.935396	1.043878	0.000387	
-245.300000	0.000387	-0.069711	0.946907	0.935360	1.043966	0.000387	
-245.200000	0.000387	-0.069596	0.946932	0.935324	1.044052	0.000388	
-245.100000	0.000388	-0.069483	0.946957	0.935287	1.044136	0.000388	
-245.000000	0.000388	-0.069372	0.946983	0.935250	1.044218	0.000388	
-244.900000	0.000388	-0.069262	0.947009	0.935212	1.044299	0.000389	
-244.800000	0.000388	-0.069154	0.947037	0.935175	1.044377	0.000389	
-244.700000	0.000389	-0.069048	0.947064	0.935136	1.044453	0.000389	
-244.600000	0.000389	-0.068943	0.947092	0.935098	1.044527	0.000390	
-244.500000	0.000389	-0.068840	0.947121	0.935059	1.044599	0.000390	
-244.400000	0.000390	-0.068737	0.947150	0.935021	1.044669	0.000390	
-244.300000	0.000390	-0.068635	0.947179	0.934982	1.044737	0.000391	
-244.200000	0.000390	-0.068533	0.947209	0.934943	1.044803	0.000391	
-244.100000	0.000391	-0.068432	0.947240	0.934903	1.044866	0.000391	
-244.000000	0.000391	-0.068331	0.947271	0.934864	1.044927	0.000391	
-243.900000	0.000391	-0.068229	0.947303	0.934825	1.044985	0.000392	
-243.800000	0.000392	-0.068127	0.947335	0.934787	1.045041	0.000392	
-243.700000	0.000392	-0.068024	0.947369	0.934748	1.045095	0.000392	
-243.600000	0.000392	-0.067919	0.947402	0.934710	1.045145	0.000393	
-243.500000	0.000392	-0.067814	0.947437	0.934673	1.045193	0.000393	
-243.400000	0.000393	-0.067706	0.947472	0.934636	1.045239	0.000393	
-243.300000	0.000393	-0.067598	0.947508	0.934600	1.045281	0.000394	
-243.200000	0.000393	-0.067487	0.947544	0.934565	1.045320	0.000394	
-243.100000	0.000394	-0.067375	0.947580	0.934531	1.045356	0.000394	
-243.000000	0.000394	-0.067261	0.947617	0.934497	1.045389	0.000395	
-242.900000	0.000394	-0.067146	0.947655	0.934465	1.045419	0.000395	
-242.800000	0.000395	-0.067029	0.947692	0.934435	1.045446	0.000395	
-242.700000	0.000395	-0.066909	0.947729	0.934405	1.045470	0.000395	
-242.600000	0.000395	-0.066788	0.947767	0.934376	1.045491	0.000396	
-242.500000	0.000395	-0.066664	0.947804	0.934349	1.045509	0.000396	
-242.400000	0.000396	-0.066538	0.947842	0.934324	1.045524	0.000396	
-242.300000	0.000396	-0.066409	0.947879	0.934299	1.045536	0.000397	
-242.200000	0.000396	-0.066278	0.947916	0.934276	1.045545	0.000397	
-242.100000	0.000397	-0.066144	0.947953	0.934255	1.045552	0.000397	
-242.000000	0.000397	-0.066007	0.947990	0.934235	1.045556	0.000398	
-241.900000	0.000397	-0.065868	0.948027	0.934217	1.045558	0.000398	
-241.800000	0.000398	-0.065726	0.948064	0.934199	1.045557	0.000398	
-241.700000	0.000398	-0.065581	0.948101	0.934184	1.045555	0.000398	
-241.600000	0.000398	-0.065434	0.948138	0.934169	1.045550	0.000399	
-241.500000	0.000398	-0.065285	0.948174	0.934156	1.045542	0.000399	
-241.400000	0.000399	-0.065134	0.948211	0.934144	1.045533	0.000399	
-241.300000	0.000399	-0.064981	0.948248	0.934133	1.045521	0.000400	
-241.200000	0.000399	-0.064828	0.948285	0.934123	1.045508	0.000400	
-241.100000	0.000400	-0.064674	0.948323	0.934113	1.045492	0.000400	
-241.000000	0.000400	-0.064519	0.948360	0.934105	1.045474	0.000400	
-240.900000	0.000400	-0.064364	0.948398	0.934097	1.045454	0.000401	
-240.800000	0.000400	-0.064209	0.948436	0.934090	1.045432	0.000401	
-240.700000	0.000401	-0.064055	0.948474	0.934083	1.045408	0.000401	
-240.600000	0.000401	-0.063902	0.948512	0.934077	1.045381	0.000402	
-240.500000	0.000401	-0.063750	0.948550	0.934071	1.045352	0.000402	
-240.400000	0.000402	-0.063600	0.948588	0.934065	1.045321	0.000402	
-240.300000	0.000402	-0.063453	0.948626	0.934059	1.045288	0.000402	
-240.200000	0.000402	-0.063308	0.948664	0.934053	1.045252	0.000403	
-240.100000	0.000403	-0.063167	0.948702	0.934046	1.045214	0.000403	
-240.000000	0.000403	-0.063028	0.948739	0.934039	1.045174	0.000403	
-239.900000	0.000403	-0.062892	0.948776	0.934032	1.045132	0.000404	
-239.800000	0.000403	-0.062759	0.948812	0.934024	1.045088	0.000404	
-239.700000	0.000404	-0.062629	0.948848	0.934015	1.045041	0.000404	
-239.600000	0.000404	-0.062503	0.948884	0.934006	1.044993	0.000404	
-239.500000	0.000404	-0.062380	0.948920	0.933996	1.044943	0.000405	
-239.400000	0.000405	-0.062260	0.948955	0.933985	1.044892	0.000405	
-239.300000	0.000405	-0.062143	0.948990	0.933973	1.044839	0.000405	
-239.200000	0.000405	-0.062028	0.949025	0.933961	1.044785	0.000406	
-239.100000	0.000405	-0.061915	0.949060	0.933949	1.044729	0.000406	
-239.000000	0.000406	-0.061804	0.949096	0.933936	1.044673	0.000406	
-238.900000	0.000406	-0.061695	0.949131	0.933922	1.044616	0.000406	
-238.800000	0.000406	-0.061587	0.949167	0.933908	1.044558	0.000407	
-238.700000	0.000407	-0.061481	0.949203	0.933893	1.044500	0.000407	
-238.600000	0.000407	-0.061375	0.949240	0.933878	1.044442	0.000407	
-238.500000	0.000407	-0.061271	0.949278	0.933863	1.044382	0.000408	
-238.400000	0.000407	-0.061167	0.949316	0.933847	1.044323	0.000408	
-238.300000	0.000408	-0.061065	0.949355	0.933832	1.044263	0.000408	
-238.200000	0.000408	-0.060964	0.949395	0.933816	1.044203	0.000408	
-238.100000	0.000408	-0.060865	0.949437	0.933801	1.044143	0.000409	
-238.000000	0.000408	-0.060766	0.949479	0.933785	1.044082	0.000409	
-237.900000	0.000409	-0.060669	0.949522	0.933770	1.044021	0.000409	
-237.800000	0.000409	-0.060574	0.949566	0.933756	1.043959	0.000410	
-237.700000	0.000409	-0.060480	0.949612	0.933742	1.043896	0.000410	
-237.600000	0.000410	-0.060387	0.949658	0.933729	1.043833	0.000410	
-237.500000	0.000410	-0.060295	0.949705	0.933716	1.043769	0.000410	
-237.400000	0.000410	-0.060204	0.949754	0.933705	1.043703	0.000411	
-237.300000	0.000410	-0.060114	0.949803	0.933694	1.043637	0.000411	
-237.200000	0.000411	-0.060024	0.949853	0.933685	1.043568	0.000411	
-237.100000	0.000411	-0.059936	0.949904	0.933676	1.043498	0.000411	
-237.000000	0.000411	-0.059847	0.949956	0.933669	1.043427	0.000412	
-236.900000	0.000412	-0.059759	0.950009	0.933664	1.043353	0.000412	
-236.800000	0.000412	-0.059670	0.950062	0.933659	1.043278	0.000412	
-236.700000	0.000412	-0.059580	0.950116	0.933656	1.043200	0.000413	
-236.600000	0.000412	-0.059490	0.950170	0.933655	1.043120	0.000413	
-236.500000	0.000413	-0.059399	0.950226	0.933655	1.043038	0.000413	
-236.400000	0.000413	-0.059307	0.950281	0.933656	1.042954	0.000413	
-236.300000	0.000413	-0.059213	0.950337	0.933659	1.042867	0.000414	
-236.200000	0.000413	-0.059118	0.950394	0.933663	1.042778	0.000414	
-236.100000	0.000414	-0.059022	0.950451	0.933669	1.042686	0.000414	
-236.000000	0.000414	-0.058924	0.950508	0.933676	1.042592	0.000414	
-235.900000	0.000414	-0.058824	0.950565	0.933685	1.042495	0.000415	
-235.800000	0.000415	-0.058721	0.950624	0.933695	1.042396	0.000415	
-235.700000	0.000415	-0.058617	0.950682	0.933707	1.042294	0.000415	
-235.600000	0.000415	-0.058511	0.950741	0.933720	1.042190	0.000416	
-235.500000	0.000415	-0.058401	0.950801	0.933735	1.042084	0.000416	
-235.400000	0.000416	-0.058290	0.950862	0.933751	1.041974	0.000416	
-235.300000	0.000416	-0.058176	0.950923	0.933768	1.041862	0.000416	
-235.200000	0.000416	-0.058059	0.950986	0.933787	1.041747	0.000417	
-235.100000	0.000416	-0.057941	0.951049	0.933807	1.041629	0.000417	
-235.000000	0.000417	-0.057820	0.951113	0.933829	1.041509	0.000417	
-234.900000	0.000417	-0.057697	0.951178	0.933852	1.041385	0.000417	
-234.800000	0.000417	-0.057572	0.951244	0.933875	1.041258	0.000418	
-234.700000	0.000417	-0.057446	0.951311	0.933900	1.041128	0.000418	
-234.600000	0.000418	-0.057318	0.951378	0.933926	1.040995	0.000418	
-234.500000	0.000418	-0.057189	0.951446	0.933953	1.040858	0.000418	
-234.400000	0.000418	-0.057060	0.951514	0.933980	1.040718	0.000419	
-234.300000	0.000419	-0.056930	0.951582	0.934009	1.040575	0.000419	
-234.200000	0.000419	-0.056801	0.951651	0.934037	1.040428	0.000419	
-234.100000	0.000419	-0.056671	0.951721	0.934067	1.040278	0.000420	
-234.000000	0.000419	-0.056542	0.951790	0.934096	1.040124	0.000420	
-233.900000	0.000420	-0.056414	0.951860	0.934126	1.039967	0.000420	
-233.800000	0.000420	-0.056287	0.951930	0.934156	1.039807	0.000420	
-233.700000	0.000420	-0.056161	0.952001	0.934187	1.039644	0.000421	
-233.600000	0.000420	-0.056035	0.952071	0.934217	1.039478	0.000421	
-233.500000	0.000421	-0.055911	0.952142	0.934248	1.039308	0.000421	
-233.400000	0.000421	-0.055788	0.952212	0.934279	1.039136	0.000421	
-233.300000	0.000421	-0.055666	0.952283	0.934309	1.038961	0.000422	
-233.200000	0.000421	-0.055544	0.952353	0.934340	1.038783	0.000422	
-233.100000	0.000422	-0.055423	0.952423	0.934370	1.038603	0.000422	
-233.000000	0.000422	-0.055302	0.952492	0.934401	1.038420	0.000422	
-232.900000	0.000422	-0.055181	0.952561	0.934431	1.038235	0.000423	
-232.800000	0.000422	-0.055060	0.952629	0.934461	1.038047	0.000423	
-232.700000	0.000423	-0.054938	0.952697	0.934491	1.037857	0.000423	
-232.600000	0.000423	-0.054815	0.952765	0.934521	1.037665	0.000423	
-232.500000	0.000423	-0.054691	0.952832	0.934550	1.037471	0.000424	
-232.400000	0.000423	-0.054565	0.952899	0.934580	1.037276	0.000424	
-232.300000	0.000424	-0.054438	0.952966	0.934610	1.037078	0.000424	
-232.200000	0.000424	-0.054310	0.953033	0.934639	1.036878	0.000424	
-232.100000	0.000424	-0.054179	0.953099	0.934669	1.036677	0.000425	
-232.000000	0.000424	-0.054046	0.953165	0.934698	1.036473	0.000425	
-231.900000	0.000425	-0.053911	0.953231	0.934728	1.036269	0.000425	
-231.800000	0.000425	-0.053774	0.953297	0.934757	1.036062	0.000425	
-231.700000	0.000425	-0.053634	0.953363	0.934787	1.035854	0.000426	
-231.600000	0.000425	-0.053493	0.953429	0.934817	1.035645	0.000426	
-231.500000	0.000426	-0.053350	0.953496	0.934847	1.035434	0.000426	
-231.400000	0.000426	-0.053206	0.953562	0.934877	1.035221	0.000426	
-231.300000	0.000426	-0.053061	0.953628	0.934907	1.035008	0.000427	
-231.200000	0.000426	-0.052915	0.953695	0.934937	1.034793	0.000427	
-231.100000	0.000427	-0.052769	0.953762	0.934968	1.034577	0.000427	
-231.000000	0.000427	-0.052624	0.953829	0.934999	1.034360	0.000427	
-230.900000	0.000427	-0.052478	0.953896	0.935030	1.034142	0.000428	
-230.800000	0.000427	-0.052333	0.953964	0.935061	1.033923	0.000428	
-230.700000	0.000428	-0.052188	0.954031	0.935093	1.033703	0.000428	
-230.600000	0.000428	-0.052043	0.954099	0.935124	1.033483	0.000428	
-230.500000	0.000428	-0.051899	0.954166	0.935156	1.033263	0.000429	
-230.400000	0.000428	-0.051755	0.954233	0.935189	1.033042	0.000429	
-230.300000	0.000429	-0.051612	0.954300	0.935221	1.032820	0.000429	
-230.200000	0.000429	-0.051469	0.954367	0.935254	1.032599	0.000429	
-230.100000	0.000429	-0.051327	0.954433	0.935287	1.032378	0.000430	
-230.000000	0.000429	-0.051186	0.954499	0.935320	1.032156	0.000430	
-229.900000	0.000430	-0.051044	0.954564	0.935353	1.031935	0.000430	
-229.800000	0.000430	-0.050903	0.954629	0.935386	1.031714	0.000430	
-229.700000	0.000430	-0.050762	0.954693	0.935420	1.031494	0.000431	
-229.600000	0.000430	-0.050621	0.954757	0.935453	1.031273	0.000431	
-229.500000	0.000431	-0.050480	0.954820	0.935487	1.031053	0.000431	
-229.400000	0.000431	-0.050339	0.954883	0.935521	1.030833	0.000431	
-229.300000	0.000431	-0.050199	0.954945	0.935555	1.030614	0.000431	
-229.200000	0.000431	-0.050058	0.955007	0.935589	1.030394	0.000432	
-229.100000	0.000432	-0.049918	0.955069	0.935624	1.030175	0.000432	
-229.000000	0.000432	-0.049778	0.955131	0.935659	1.029956	0.000432	
-228.900000	0.000432	-0.049639	0.955193	0.935694	1.029737	0.000432	
-228.800000	0.000432	-0.049499	0.955254	0.935730	1.029517	0.000433	
-228.700000	0.000433	-0.049360	0.955316	0.935766	1.029298	0.000433	
-228.600000	0.000433	-0.049220	0.955377	0.935802	1.029078	0.000433	
-228.500000	0.000433	-0.049081	0.955439	0.935838	1.028858	0.000433	
-228.400000	0.000433	-0.048942	0.955501	0.935875	1.028638	0.000434	
-228.300000	0.000433	-0.048803	0.955563	0.935912	1.028416	0.000434	
-228.200000	0.000434	-0.048665	0.955626	0.935949	1.028194	0.000434	
-228.100000	0.000434	-0.048528	0.955689	0.935987	1.027972	0.000434	
-228.000000	0.000434	-0.048392	0.955753	0.936025	1.027748	0.000435	
-227.900000	0.000434	-0.048258	0.955818	0.936063	1.027524	0.000435	
-227.800000	0.000435	-0.048124	0.955884	0.936102	1.027299	0.000435	
-227.700000	0.000435	-0.047993	0.955951	0.936141	1.027073	0.000435	
-227.600000	0.000435	-0.047863	0.956019	0.936180	1.026846	0.000435	
-227.500000	0.000435	-0.047734	0.956089	0.936219	1.026619	0.000436	
-227.400000	0.000436	-0.047606	0.956160	0.936259	1.026390	0.000436	
-227.300000	0.000436	-0.047479	0.956233	0.936299	1.026161	0.000436	
-227.200000	0.000436	-0.047352	0.956307	0.936340	1.025931	0.000436	
-227.100000	0.000436	-0.047226	0.956383	0.936381	1.025701	0.000437	
-227.000000	0.000436	-0.047100	0.956460	0.936422	1.025470	0.000437	
-226.900000	0.000437	-0.046975	0.956539	0.936464	1.025238	0.000437	
-226.800000	0.000437	-0.046849	0.956620	0.936507	1.025006	0.000437	
-226.700000	0.000437	-0.046722	0.956702	0.936550	1.024774	0.000438	
-226.600000	0.000437	-0.046595	0.956787	0.936593	1.024541	0.000438	
-226.500000	0.000438	-0.046467	0.956872	0.936638	1.024308	0.000438	
-226.400000	0.000438	-0.046338	0.956959	0.936682	1.024075	0.000438	
-226.300000	0.000438	-0.046208	0.957048	0.936727	1.023842	0.000438	
-226.200000	0.000438	-0.046077	0.957138	0.936773	1.023609	0.000439	
-226.100000	0.000439	-0.045945	0.957229	0.936819	1.023375	0.000439	
-226.000000	0.000439	-0.045811	0.957321	0.936865	1.023142	0.000439	
-225.900000	0.000439	-0.045677	0.957414	0.936912	1.022908	0.000439	
-225.800000	0.000439	-0.045543	0.957508	0.936959	1.022674	0.000440	
-225.700000	0.000439	-0.045408	0.957603	0.937006	1.022441	0.000440	
-225.600000	0.000440	-0.045274	0.957699	0.937054	1.022207	0.000440	
-225.500000	0.000440	-0.045139	0.957795	0.937101	1.021974	0.000440	
-225.400000	0.000440	-0.045005	0.957891	0.937149	1.021740	0.000440	
-225.300000	0.000440	-0.044872	0.957988	0.937197	1.021507	0.000441	
-225.200000	0.000441	-0.044739	0.958085	0.937245	1.021273	0.000441	
-225.100000	0.000441	-0.044607	0.958181	0.937293	1.021040	0.000441	
-225.000000	0.000441	-0.044475	0.958278	0.937341	1.020807	0.000441	
-224.900000	0.000441	-0.044344	0.958375	0.937389	1.020575	0.000441	
-224.800000	0.000441	-0.044214	0.958472	0.937437	1.020342	0.000442	
-224.700000	0.000442	-0.044084	0.958569	0.937484	1.020110	0.000442	
-224.600000	0.000442	-0.043955	0.958665	0.937532	1.019879	0.000442	
-224.500000	0.000442	-0.043825	0.958762	0.937579	1.019648	0.000442	
-224.400000	0.000442	-0.043696	0.958858	0.937627	1.019418	0.000443	
-224.300000	0.000442	-0.043567	0.958954	0.937674	1.019188	0.000443	
-224.200000	0.000443	-0.043437	0.959051	0.937721	1.018959	0.000443	
-224.100000	0.000443	-0.043306	0.959147	0.937768	1.018731	0.000443	
-224.000000	0.000443	-0.043175	0.959244	0.937815	1.018504	0.000443	
-223.900000	0.000443	-0.043043	0.959341	0.937861	1.018277	0.000444	
-223.800000	0.000444	-0.042911	0.959438	0.937908	1.018052	0.000444	
-223.700000	0.000444	-0.042777	0.959536	0.937955	1.017827	0.000444	
-223.600000	0.000444	-0.042643	0.959634	0.938001	1.017603	0.000444	
-223.500000	0.000444	-0.042509	0.959733	0.938048	1.017380	0.000444	
-223.400000	0.000444	-0.042374	0.959832	0.938094	1.017157	0.000445	
-223.300000	0.000445	-0.042239	0.959933	0.938141	1.016936	0.000445	
-223.200000	0.000445	-0.042103	0.960034	0.938187	1.016715	0.000445	
-223.100000	0.000445	-0.041968	0.960136	0.938234	1.016494	0.000445	
-223.000000	0.000445	-0.041833	0.960239	0.938280	1.016274	0.000446	
-222.900000	0.000445	-0.041698	0.960343	0.938327	1.016055	0.000446	
-222.800000	0.000446	-0.041563	0.960449	0.938373	1.015836	0.000446	
-222.700000	0.000446	-0.041429	0.960555	0.938420	1.015618	0.000446	
-222.600000	0.000446	-0.041295	0.960662	0.938467	1.015400	0.000446	
-222.500000	0.000446	-0.041161	0.960771	0.938513	1.015182	0.000447	
-222.400000	0.000446	-0.041029	0.960880	0.938560	1.014964	0.000447	
-222.300000	0.000447	-0.040897	0.960989	0.938607	1.014747	0.000447	
-222.200000	0.000447	-0.040766	0.961100	0.938653	1.014529	0.000447	
-222.100000	0.000447	-0.040637	0.961211	0.938700	1.014311	0.000447	
-222.000000	0.000447	-0.040508	0.961322	0.938746	1.014094	0.000448	
-221.900000	0.000448	-0.040381	0.961433	0.938793	1.013876	0.000448	
-221.800000	0.000448	-0.040253	0.961545	0.938840	1.013658	0.000448	
-221.700000	0.000448	-0.040126	0.961656	0.938886	1.013440	0.000448	
-221.600000	0.000448	-0.039999	0.961767	0.938933	1.013222	0.000448	
-221.500000	0.000448	-0.039871	0.961879	0.938979	1.013003	0.000449	
-221.400000	0.000449	-0.039742	0.961989	0.939026	1.012785	0.000449	
-221.300000	0.000449	-0.039612	0.962100	0.939072	1.012566	0.000449	
-221.200000	0.000449	-0.039481	0.962210	0.939118	1.012347	0.000449	
-221.100000	0.000449	-0.039348	0.962320	0.939165	1.012127	0.000449	
-221.000000	0.000449	-0.039212	0.962429	0.939211	1.011907	0.000450	
-220.900000	0.000450	-0.039074	0.962539	0.939257	1.011687	0.000450	
-220.800000	0.000450	-0.038934	0.962648	0.939302	1.011467	0.000450	
-220.700000	0.000450	-0.038789	0.962756	0.939348	1.011246	0.000450	
-220.600000	0.000450	-0.038641	0.962865	0.939393	1.011025	0.000450	
-220.500000	0.000450	-0.038489	0.962974	0.939438	1.010803	0.000451	
-220.400000	0.000451	-0.038333	0.963083	0.939483	1.010580	0.000451	
-220.300000	0.000451	-0.038172	0.963192	0.939527	1.010357	0.000451	
-220.200000	0.000451	-0.038007	0.963301	0.939571	1.010134	0.000451	
-220.100000	0.000451	-0.037837	0.963411	0.939615	1.009909	0.000451	
-220.000000	0.000451	-0.037662	0.963522	0.939658	1.009684	0.000452	
-219.900000	0.000451	-0.037482	0.963634	0.939701	1.009459	0.000452	
-219.800000	0.000452	-0.037299	0.963746	0.939744	1.009233	0.000452	
-219.700000	0.000452	-0.037111	0.963860	0.939787	1.009006	0.000452	
-219.600000	0.000452	-0.036920	0.963974	0.939829	1.008778	0.000452	
-219.500000	0.000452	-0.036727	0.964090	0.939872	1.008551	0.000452	
-219.400000	0.000452	-0.036531	0.964207	0.939914	1.008322	0.000453	
-219.300000	0.000453	-0.036334	0.964326	0.939956	1.008094	0.000453	
-219.200000	0.000453	-0.036137	0.964445	0.939998	1.007865	0.000453	
-219.100000	0.000453	-0.035939	0.964566	0.940039	1.007636	0.000453	
-219.000000	0.000453	-0.035742	0.964688	0.940081	1.007408	0.000453	
-218.900000	0.000453	-0.035546	0.964811	0.940123	1.007180	0.000454	
-218.800000	0.000454	-0.035352	0.964935	0.940164	1.006952	0.000454	
-218.700000	0.000454	-0.035159	0.965060	0.940206	1.006725	0.000454	
-218.600000	0.000454	-0.034968	0.965186	0.940247	1.006499	0.000454	
-218.500000	0.000454	-0.034780	0.965312	0.940289	1.006274	0.000454	
-218.400000	0.000454	-0.034595	0.965439	0.940331	1.006049	0.000455	
-218.300000	0.000455	-0.034412	0.965567	0.940373	1.005826	0.000455	
-218.200000	0.000455	-0.034231	0.965694	0.940415	1.005605	0.000455	
-218.100000	0.000455	-0.034053	0.965821	0.940458	1.005384	0.000455	
-218.000000	0.000455	-0.033878	0.965948	0.940500	1.005166	0.000455	
-217.900000	0.000455	-0.033706	0.966075	0.940544	1.004949	0.000455	
-217.800000	0.000455	-0.033535	0.966202	0.940587	1.004733	0.000456	
-217.700000	0.000456	-0.033368	0.966327	0.940631	1.004519	0.000456	
-217.600000	0.000456	-0.033202	0.966453	0.940676	1.004307	0.000456	
-217.500000	0.000456	-0.033038	0.966577	0.940721	1.004096	0.000456	
-217.400000	0.000456	-0.032877	0.966701	0.940767	1.003887	0.000456	
-217.300000	0.000456	-0.032717	0.966824	0.940813	1.003679	0.000457	
-217.200000	0.000457	-0.032558	0.966945	0.940860	1.003473	0.000457	
-217.100000	0.000457	-0.032401	0.967066	0.940908	1.003269	0.000457	
-217.000000	0.000457	-0.032245	0.967186	0.940956	1.003066	0.000457	
-216.900000	0.000457	-0.032090	0.967304	0.941005	1.002864	0.000457	
-216.800000	0.000457	-0.031936	0.967422	0.941055	1.002664	0.000457	
-216.700000	0.000457	-0.031782	0.967539	0.941105	1.002465	0.000458	
-216.600000	0.000458	-0.031629	0.967655	0.941156	1.002268	0.000458	
-216.500000	0.000458	-0.031476	0.967770	0.941208	1.002072	0.000458	
-216.400000	0.000458	-0.031324	0.967885	0.941260	1.001877	0.000458	
-216.300000	0.000458	-0.031171	0.967999	0.941313	1.001684	0.000458	
-216.200000	0.000458	-0.031019	0.968113	0.941366	1.001492	0.000459	
-216.100000	0.000459	-0.030866	0.968226	0.941420	1.001302	0.000459	
-216.000000	0.000459	-0.030713	0.968339	0.941475	1.001113	0.000459	
-215.900000	0.000459	-0.030559	0.968452	0.941530	1.000925	0.000459	
-215.800000	0.000459	-0.030404	0.968565	0.941585	1.000739	0.000459	
-215.700000	0.000459	-0.030248	0.968679	0.941641	1.000554	0.000459	
-215.600000	0.000459	-0.030092	0.968792	0.941698	1.000371	0.000460	
-215.500000	0.000460	-0.029934	0.968905	0.941754	1.000189	0.000460	
-215.400000	0.000460	-0.029776	0.969018	0.941811	1.000008	0.000460	
-215.300000	0.000460	-0.029617	0.969132	0.941867	0.999829	0.000460	
-215.200000	0.000460	-0.029457	0.969245	0.941924	0.999650	0.000460	
-215.100000	0.000460	-0.029296	0.969359	0.941980	0.999473	0.000460	
-215.000000	0.000460	-0.029135	0.969472	0.942037	0.999297	0.000461	
-214.900000	0.000461	-0.028973	0.969585	0.942093	0.999122	0.000461	
-214.800000	0.000461	-0.028809	0.969697	0.942149	0.998948	0.000461	
-214.700000	0.000461	-0.028645	0.969809	0.942205	0.998775	0.000461	
-214.600000	0.000461	-0.028480	0.969920	0.942260	0.998602	0.000461	
-214.500000	0.000461	-0.028315	0.970030	0.942315	0.998430	0.000461	
-214.400000	0.000461	-0.028149	0.970139	0.942370	0.998258	0.000462	
-214.300000	0.000462	-0.027983	0.970248	0.942425	0.998086	0.000462	
-214.200000	0.000462	-0.027816	0.970355	0.942479	0.997915	0.000462	
-214.100000	0.000462	-0.027650	0.970461	0.942534	0.997744	0.000462	
-214.000000	0.000462	-0.027485	0.970566	0.942587	0.997572	0.000462	
-213.900000	0.000462	-0.027321	0.970670	0.942641	0.997401	0.000462	
-213.800000	0.000462	-0.027157	0.970773	0.942695	0.997230	0.000463	
-213.700000	0.000463	-0.026994	0.970875	0.942748	0.997058	0.000463	
-213.600000	0.000463	-0.026833	0.970976	0.942801	0.996886	0.000463	
-213.500000	0.000463	-0.026672	0.971075	0.942854	0.996715	0.000463	
-213.400000	0.000463	-0.026514	0.971174	0.942907	0.996543	0.000463	
-213.300000	0.000463	-0.026357	0.971272	0.942960	0.996371	0.000463	
-213.200000	0.000463	-0.026201	0.971370	0.943013	0.996198	0.000464	
-213.100000	0.000464	-0.026048	0.971466	0.943067	0.996026	0.000464	
-213.000000	0.000464	-0.025895	0.971562	0.943120	0.995854	0.000464	
