Kurbelwinkel	V_alpha_aus_DEWE	Pm_Zyl	Pm_Saug	Pm_Saug_alt	P_Abg	V_alpha	
[KWnZOT]	[m^3]	[bar]	[bar]	[bar]	[bar]	[m^3]	
-360.000000	0.000041	-0.029419	0.998089	0.977669	1.031089	0.000040	
-359.900000	0.000041	-0.029994	0.997892	0.977622	1.030875	0.000040	
-359.800000	0.000041	-0.030590	0.997684	0.977572	1.030654	0.000040	
-359.700000	0.000041	-0.031205	0.997466	0.977519	1.030428	0.000040	
-359.600000	0.000041	-0.031839	0.997238	0.977463	1.030198	0.000040	
-359.500000	0.000041	-0.032490	0.997000	0.977404	1.029963	0.000041	
-359.400000	0.000041	-0.033157	0.996751	0.977342	1.029726	0.000041	
-359.300000	0.000041	-0.033840	0.996492	0.977277	1.029486	0.000041	
-359.200000	0.000041	-0.034537	0.996223	0.977209	1.029245	0.000041	
-359.100000	0.000041	-0.035248	0.995943	0.977138	1.029003	0.000041	
-359.000000	0.000041	-0.035971	0.995653	0.977064	1.028761	0.000041	
-358.900000	0.000041	-0.036707	0.995353	0.976988	1.028521	0.000041	
-358.800000	0.000041	-0.037453	0.995042	0.976910	1.028282	0.000041	
-358.700000	0.000041	-0.038210	0.994721	0.976829	1.028045	0.000041	
-358.600000	0.000041	-0.038977	0.994389	0.976745	1.027811	0.000041	
-358.500000	0.000041	-0.039753	0.994046	0.976659	1.027580	0.000041	
-358.400000	0.000041	-0.040536	0.993693	0.976572	1.027354	0.000041	
-358.300000	0.000041	-0.041326	0.993330	0.976482	1.027132	0.000041	
-358.200000	0.000041	-0.042123	0.992956	0.976390	1.026915	0.000041	
-358.100000	0.000041	-0.042924	0.992572	0.976297	1.026703	0.000041	
-358.000000	0.000041	-0.043730	0.992177	0.976201	1.026496	0.000041	
-357.900000	0.000041	-0.044538	0.991773	0.976104	1.026295	0.000041	
-357.800000	0.000041	-0.045350	0.991359	0.976006	1.026100	0.000041	
-357.700000	0.000041	-0.046163	0.990935	0.975906	1.025911	0.000041	
-357.600000	0.000041	-0.046978	0.990502	0.975804	1.025728	0.000041	
-357.500000	0.000041	-0.047793	0.990059	0.975701	1.025550	0.000041	
-357.400000	0.000041	-0.048609	0.989608	0.975597	1.025377	0.000041	
-357.300000	0.000041	-0.049426	0.989148	0.975491	1.025210	0.000041	
-357.200000	0.000041	-0.050242	0.988680	0.975384	1.025048	0.000041	
-357.100000	0.000041	-0.051057	0.988205	0.975275	1.024891	0.000041	
-357.000000	0.000041	-0.051872	0.987722	0.975165	1.024737	0.000041	
-356.900000	0.000041	-0.052687	0.987233	0.975054	1.024587	0.000041	
-356.800000	0.000041	-0.053501	0.986737	0.974940	1.024439	0.000041	
-356.700000	0.000041	-0.054315	0.986235	0.974825	1.024294	0.000041	
-356.600000	0.000041	-0.055129	0.985728	0.974709	1.024151	0.000041	
-356.500000	0.000041	-0.055943	0.985215	0.974590	1.024008	0.000041	
-356.400000	0.000041	-0.056757	0.984698	0.974469	1.023865	0.000041	
-356.300000	0.000041	-0.057571	0.984177	0.974346	1.023722	0.000041	
-356.200000	0.000041	-0.058386	0.983652	0.974220	1.023577	0.000041	
-356.100000	0.000041	-0.059202	0.983124	0.974092	1.023430	0.000041	
-356.000000	0.000042	-0.060018	0.982593	0.973961	1.023280	0.000041	
-355.900000	0.000042	-0.060835	0.982059	0.973827	1.023126	0.000041	
-355.800000	0.000042	-0.061653	0.981523	0.973690	1.022968	0.000041	
-355.700000	0.000042	-0.062472	0.980985	0.973550	1.022805	0.000041	
-355.600000	0.000042	-0.063291	0.980445	0.973406	1.022635	0.000041	
-355.500000	0.000042	-0.064111	0.979904	0.973260	1.022459	0.000041	
-355.400000	0.000042	-0.064932	0.979362	0.973109	1.022276	0.000042	
-355.300000	0.000042	-0.065752	0.978819	0.972955	1.022085	0.000042	
-355.200000	0.000042	-0.066573	0.978275	0.972797	1.021886	0.000042	
-355.100000	0.000042	-0.067394	0.977731	0.972636	1.021679	0.000042	
-355.000000	0.000042	-0.068215	0.977186	0.972470	1.021462	0.000042	
-354.900000	0.000042	-0.069036	0.976641	0.972301	1.021236	0.000042	
-354.800000	0.000042	-0.069855	0.976096	0.972128	1.021000	0.000042	
-354.700000	0.000042	-0.070673	0.975551	0.971950	1.020755	0.000042	
-354.600000	0.000042	-0.071490	0.975006	0.971769	1.020500	0.000042	
-354.500000	0.000042	-0.072305	0.974461	0.971584	1.020236	0.000042	
-354.400000	0.000042	-0.073118	0.973916	0.971395	1.019962	0.000042	
-354.300000	0.000042	-0.073929	0.973371	0.971201	1.019679	0.000042	
-354.200000	0.000042	-0.074736	0.972826	0.971003	1.019386	0.000042	
-354.100000	0.000042	-0.075541	0.972281	0.970801	1.019085	0.000042	
-354.000000	0.000042	-0.076342	0.971736	0.970595	1.018776	0.000042	
-353.900000	0.000042	-0.077140	0.971190	0.970384	1.018459	0.000042	
-353.800000	0.000043	-0.077933	0.970645	0.970168	1.018134	0.000042	
-353.700000	0.000043	-0.078722	0.970099	0.969948	1.017803	0.000042	
-353.600000	0.000043	-0.079506	0.969553	0.969724	1.017466	0.000042	
-353.500000	0.000043	-0.080286	0.969007	0.969494	1.017123	0.000043	
-353.400000	0.000043	-0.081061	0.968461	0.969259	1.016775	0.000043	
-353.300000	0.000043	-0.081831	0.967914	0.969020	1.016424	0.000043	
-353.200000	0.000043	-0.082596	0.967367	0.968775	1.016068	0.000043	
-353.100000	0.000043	-0.083355	0.966820	0.968524	1.015710	0.000043	
-353.000000	0.000043	-0.084109	0.966273	0.968268	1.015350	0.000043	
-352.900000	0.000043	-0.084857	0.965726	0.968006	1.014988	0.000043	
-352.800000	0.000043	-0.085599	0.965180	0.967738	1.014626	0.000043	
-352.700000	0.000043	-0.086334	0.964633	0.967464	1.014262	0.000043	
-352.600000	0.000043	-0.087064	0.964086	0.967184	1.013898	0.000043	
-352.500000	0.000043	-0.087786	0.963540	0.966897	1.013535	0.000043	
-352.400000	0.000043	-0.088502	0.962994	0.966603	1.013172	0.000043	
-352.300000	0.000043	-0.089212	0.962449	0.966302	1.012811	0.000043	
-352.200000	0.000044	-0.089915	0.961904	0.965995	1.012450	0.000043	
-352.100000	0.000044	-0.090610	0.961360	0.965680	1.012091	0.000043	
-352.000000	0.000044	-0.091298	0.960817	0.965359	1.011734	0.000044	
-351.900000	0.000044	-0.091979	0.960276	0.965030	1.011378	0.000044	
-351.800000	0.000044	-0.092652	0.959736	0.964694	1.011024	0.000044	
-351.700000	0.000044	-0.093318	0.959197	0.964351	1.010672	0.000044	
-351.600000	0.000044	-0.093977	0.958660	0.964000	1.010321	0.000044	
-351.500000	0.000044	-0.094627	0.958125	0.963641	1.009972	0.000044	
-351.400000	0.000044	-0.095270	0.957592	0.963276	1.009625	0.000044	
-351.300000	0.000044	-0.095906	0.957061	0.962902	1.009279	0.000044	
-351.200000	0.000044	-0.096535	0.956532	0.962521	1.008935	0.000044	
-351.100000	0.000044	-0.097157	0.956006	0.962133	1.008592	0.000044	
-351.000000	0.000044	-0.097773	0.955482	0.961737	1.008251	0.000044	
-350.900000	0.000044	-0.098383	0.954961	0.961334	1.007910	0.000044	
-350.800000	0.000045	-0.098988	0.954443	0.960923	1.007571	0.000044	
-350.700000	0.000045	-0.099588	0.953927	0.960505	1.007232	0.000045	
-350.600000	0.000045	-0.100184	0.953414	0.960080	1.006895	0.000045	
-350.500000	0.000045	-0.100775	0.952904	0.959648	1.006558	0.000045	
-350.400000	0.000045	-0.101364	0.952396	0.959209	1.006221	0.000045	
-350.300000	0.000045	-0.101949	0.951891	0.958763	1.005885	0.000045	
-350.200000	0.000045	-0.102531	0.951389	0.958311	1.005550	0.000045	
-350.100000	0.000045	-0.103111	0.950889	0.957853	1.005215	0.000045	
-350.000000	0.000045	-0.103690	0.950392	0.957388	1.004880	0.000045	
-349.900000	0.000045	-0.104267	0.949897	0.956917	1.004546	0.000045	
-349.800000	0.000045	-0.104844	0.949405	0.956441	1.004212	0.000045	
-349.700000	0.000045	-0.105420	0.948915	0.955959	1.003877	0.000045	
-349.600000	0.000046	-0.105996	0.948427	0.955472	1.003543	0.000046	
-349.500000	0.000046	-0.106571	0.947942	0.954980	1.003208	0.000046	
-349.400000	0.000046	-0.107147	0.947458	0.954483	1.002874	0.000046	
-349.300000	0.000046	-0.107723	0.946976	0.953981	1.002539	0.000046	
-349.200000	0.000046	-0.108299	0.946496	0.953476	1.002204	0.000046	
-349.100000	0.000046	-0.108875	0.946018	0.952966	1.001868	0.000046	
-349.000000	0.000046	-0.109450	0.945542	0.952454	1.001533	0.000046	
-348.900000	0.000046	-0.110024	0.945067	0.951938	1.001196	0.000046	
-348.800000	0.000046	-0.110597	0.944593	0.951419	1.000860	0.000046	
-348.700000	0.000046	-0.111169	0.944121	0.950898	1.000522	0.000046	
-348.600000	0.000047	-0.111738	0.943649	0.950374	1.000185	0.000046	
-348.500000	0.000047	-0.112305	0.943179	0.949849	0.999846	0.000047	
-348.400000	0.000047	-0.112870	0.942709	0.949322	0.999507	0.000047	
-348.300000	0.000047	-0.113432	0.942240	0.948794	0.999168	0.000047	
-348.200000	0.000047	-0.113991	0.941772	0.948266	0.998827	0.000047	
-348.100000	0.000047	-0.114546	0.941304	0.947736	0.998487	0.000047	
-348.000000	0.000047	-0.115098	0.940836	0.947207	0.998146	0.000047	
-347.900000	0.000047	-0.115648	0.940368	0.946677	0.997804	0.000047	
-347.800000	0.000047	-0.116193	0.939901	0.946148	0.997462	0.000047	
-347.700000	0.000047	-0.116736	0.939433	0.945619	0.997119	0.000047	
-347.600000	0.000048	-0.117276	0.938965	0.945090	0.996776	0.000048	
-347.500000	0.000048	-0.117813	0.938497	0.944563	0.996432	0.000048	
-347.400000	0.000048	-0.118347	0.938028	0.944036	0.996088	0.000048	
-347.300000	0.000048	-0.118879	0.937559	0.943511	0.995744	0.000048	
-347.200000	0.000048	-0.119408	0.937089	0.942987	0.995399	0.000048	
-347.100000	0.000048	-0.119935	0.936619	0.942465	0.995053	0.000048	
-347.000000	0.000048	-0.120460	0.936148	0.941944	0.994707	0.000048	
-346.900000	0.000048	-0.120982	0.935676	0.941425	0.994361	0.000048	
-346.800000	0.000048	-0.121503	0.935203	0.940907	0.994014	0.000048	
-346.700000	0.000049	-0.122021	0.934730	0.940391	0.993666	0.000049	
-346.600000	0.000049	-0.122539	0.934255	0.939877	0.993318	0.000049	
-346.500000	0.000049	-0.123054	0.933779	0.939364	0.992969	0.000049	
-346.400000	0.000049	-0.123568	0.933302	0.938852	0.992619	0.000049	
-346.300000	0.000049	-0.124081	0.932824	0.938342	0.992269	0.000049	
-346.200000	0.000049	-0.124593	0.932345	0.937833	0.991918	0.000049	
-346.100000	0.000049	-0.125103	0.931864	0.937326	0.991566	0.000049	
-346.000000	0.000049	-0.125612	0.931381	0.936819	0.991213	0.000049	
-345.900000	0.000050	-0.126119	0.930897	0.936314	0.990859	0.000050	
-345.800000	0.000050	-0.126625	0.930412	0.935809	0.990504	0.000050	
-345.700000	0.000050	-0.127128	0.929924	0.935305	0.990148	0.000050	
-345.600000	0.000050	-0.127629	0.929435	0.934801	0.989791	0.000050	
-345.500000	0.000050	-0.128128	0.928943	0.934298	0.989433	0.000050	
-345.400000	0.000050	-0.128624	0.928449	0.933795	0.989073	0.000050	
-345.300000	0.000050	-0.129117	0.927953	0.933292	0.988713	0.000050	
-345.200000	0.000050	-0.129607	0.927454	0.932789	0.988352	0.000050	
-345.100000	0.000051	-0.130095	0.926953	0.932286	0.987989	0.000051	
-345.000000	0.000051	-0.130579	0.926449	0.931782	0.987626	0.000051	
-344.900000	0.000051	-0.131060	0.925943	0.931277	0.987261	0.000051	
-344.800000	0.000051	-0.131538	0.925433	0.930771	0.986896	0.000051	
-344.700000	0.000051	-0.132013	0.924921	0.930265	0.986530	0.000051	
-344.600000	0.000051	-0.132485	0.924405	0.929758	0.986162	0.000051	
-344.500000	0.000051	-0.132953	0.923885	0.929249	0.985794	0.000051	
-344.400000	0.000051	-0.133417	0.923363	0.928739	0.985426	0.000052	
-344.300000	0.000052	-0.133878	0.922837	0.928228	0.985056	0.000052	
-344.200000	0.000052	-0.134334	0.922307	0.927716	0.984686	0.000052	
-344.100000	0.000052	-0.134785	0.921773	0.927202	0.984315	0.000052	
-344.000000	0.000052	-0.135233	0.921236	0.926687	0.983943	0.000052	
-343.900000	0.000052	-0.135675	0.920695	0.926170	0.983571	0.000052	
-343.800000	0.000052	-0.136112	0.920150	0.925651	0.983198	0.000052	
-343.700000	0.000052	-0.136544	0.919600	0.925131	0.982825	0.000052	
-343.600000	0.000053	-0.136971	0.919047	0.924609	0.982451	0.000053	
-343.500000	0.000053	-0.137392	0.918490	0.924086	0.982077	0.000053	
-343.400000	0.000053	-0.137807	0.917928	0.923561	0.981703	0.000053	
-343.300000	0.000053	-0.138216	0.917363	0.923035	0.981328	0.000053	
-343.200000	0.000053	-0.138619	0.916793	0.922508	0.980953	0.000053	
-343.100000	0.000053	-0.139015	0.916220	0.921980	0.980578	0.000053	
-343.000000	0.000053	-0.139405	0.915643	0.921450	0.980203	0.000054	
-342.900000	0.000054	-0.139788	0.915062	0.920919	0.979828	0.000054	
-342.800000	0.000054	-0.140165	0.914478	0.920387	0.979453	0.000054	
-342.700000	0.000054	-0.140535	0.913889	0.919855	0.979078	0.000054	
-342.600000	0.000054	-0.140898	0.913298	0.919321	0.978703	0.000054	
-342.500000	0.000054	-0.141255	0.912703	0.918786	0.978328	0.000054	
-342.400000	0.000054	-0.141606	0.912105	0.918251	0.977954	0.000054	
-342.300000	0.000054	-0.141952	0.911505	0.917716	0.977580	0.000055	
-342.200000	0.000055	-0.142293	0.910901	0.917179	0.977206	0.000055	
-342.100000	0.000055	-0.142630	0.910295	0.916643	0.976833	0.000055	
-342.000000	0.000055	-0.142964	0.909686	0.916105	0.976461	0.000055	
-341.900000	0.000055	-0.143296	0.909076	0.915568	0.976089	0.000055	
-341.800000	0.000055	-0.143626	0.908463	0.915030	0.975717	0.000055	
-341.700000	0.000055	-0.143955	0.907849	0.914493	0.975346	0.000056	
-341.600000	0.000056	-0.144284	0.907234	0.913955	0.974976	0.000056	
-341.500000	0.000056	-0.144614	0.906617	0.913417	0.974606	0.000056	
-341.400000	0.000056	-0.144947	0.906000	0.912879	0.974237	0.000056	
-341.300000	0.000056	-0.145282	0.905382	0.912341	0.973868	0.000056	
-341.200000	0.000056	-0.145621	0.904764	0.911803	0.973501	0.000056	
-341.100000	0.000056	-0.145964	0.904147	0.911265	0.973133	0.000056	
-341.000000	0.000057	-0.146313	0.903529	0.910726	0.972767	0.000057	
-340.900000	0.000057	-0.146667	0.902913	0.910188	0.972401	0.000057	
-340.800000	0.000057	-0.147027	0.902299	0.909650	0.972036	0.000057	
-340.700000	0.000057	-0.147394	0.901685	0.909112	0.971671	0.000057	
-340.600000	0.000057	-0.147767	0.901074	0.908574	0.971307	0.000057	
-340.500000	0.000057	-0.148148	0.900465	0.908036	0.970943	0.000057	
-340.400000	0.000057	-0.148536	0.899859	0.907498	0.970580	0.000058	
-340.300000	0.000058	-0.148932	0.899255	0.906960	0.970217	0.000058	
-340.200000	0.000058	-0.149336	0.898655	0.906423	0.969855	0.000058	
-340.100000	0.000058	-0.149747	0.898057	0.905886	0.969493	0.000058	
-340.000000	0.000058	-0.150166	0.897464	0.905349	0.969131	0.000058	
-339.900000	0.000058	-0.150593	0.896874	0.904813	0.968769	0.000059	
-339.800000	0.000059	-0.151028	0.896288	0.904278	0.968407	0.000059	
-339.700000	0.000059	-0.151471	0.895707	0.903743	0.968046	0.000059	
-339.600000	0.000059	-0.151922	0.895130	0.903209	0.967683	0.000059	
-339.500000	0.000059	-0.152380	0.894557	0.902676	0.967321	0.000059	
-339.400000	0.000059	-0.152845	0.893989	0.902144	0.966958	0.000059	
-339.300000	0.000059	-0.153319	0.893425	0.901614	0.966594	0.000060	
-339.200000	0.000060	-0.153799	0.892867	0.901084	0.966230	0.000060	
-339.100000	0.000060	-0.154287	0.892313	0.900557	0.965864	0.000060	
-339.000000	0.000060	-0.154781	0.891765	0.900030	0.965498	0.000060	
-338.900000	0.000060	-0.155283	0.891221	0.899506	0.965130	0.000060	
-338.800000	0.000060	-0.155791	0.890683	0.898983	0.964761	0.000060	
-338.700000	0.000060	-0.156306	0.890149	0.898463	0.964391	0.000061	
-338.600000	0.000061	-0.156827	0.889621	0.897944	0.964020	0.000061	
-338.500000	0.000061	-0.157354	0.889097	0.897428	0.963648	0.000061	
-338.400000	0.000061	-0.157886	0.888579	0.896914	0.963274	0.000061	
-338.300000	0.000061	-0.158423	0.888066	0.896402	0.962898	0.000061	
-338.200000	0.000061	-0.158965	0.887557	0.895892	0.962521	0.000062	
-338.100000	0.000062	-0.159510	0.887054	0.895385	0.962143	0.000062	
-338.000000	0.000062	-0.160059	0.886555	0.894881	0.961764	0.000062	
-337.900000	0.000062	-0.160611	0.886061	0.894379	0.961383	0.000062	
-337.800000	0.000062	-0.161165	0.885572	0.893879	0.961002	0.000062	
-337.700000	0.000062	-0.161721	0.885088	0.893382	0.960619	0.000063	
-337.600000	0.000062	-0.162278	0.884608	0.892888	0.960236	0.000063	
-337.500000	0.000063	-0.162836	0.884132	0.892396	0.959852	0.000063	
-337.400000	0.000063	-0.163394	0.883661	0.891907	0.959467	0.000063	
-337.300000	0.000063	-0.163952	0.883194	0.891421	0.959082	0.000063	
-337.200000	0.000063	-0.164509	0.882731	0.890938	0.958697	0.000064	
-337.100000	0.000063	-0.165065	0.882272	0.890457	0.958312	0.000064	
-337.000000	0.000064	-0.165619	0.881817	0.889979	0.957927	0.000064	
-336.900000	0.000064	-0.166171	0.881366	0.889504	0.957543	0.000064	
-336.800000	0.000064	-0.166721	0.880919	0.889032	0.957159	0.000064	
-336.700000	0.000064	-0.167269	0.880475	0.888563	0.956777	0.000064	
-336.600000	0.000064	-0.167813	0.880035	0.888097	0.956396	0.000065	
-336.500000	0.000065	-0.168354	0.879599	0.887633	0.956016	0.000065	
-336.400000	0.000065	-0.168892	0.879165	0.887173	0.955638	0.000065	
-336.300000	0.000065	-0.169427	0.878736	0.886715	0.955262	0.000065	
-336.200000	0.000065	-0.169958	0.878309	0.886261	0.954888	0.000065	
-336.100000	0.000065	-0.170485	0.877886	0.885810	0.954517	0.000066	
-336.000000	0.000066	-0.171009	0.877466	0.885361	0.954148	0.000066	
-335.900000	0.000066	-0.171529	0.877050	0.884916	0.953782	0.000066	
-335.800000	0.000066	-0.172046	0.876636	0.884473	0.953418	0.000066	
-335.700000	0.000066	-0.172560	0.876225	0.884034	0.953058	0.000067	
-335.600000	0.000066	-0.173069	0.875817	0.883598	0.952701	0.000067	
-335.500000	0.000067	-0.173575	0.875412	0.883165	0.952348	0.000067	
-335.400000	0.000067	-0.174078	0.875010	0.882735	0.951997	0.000067	
-335.300000	0.000067	-0.174577	0.874610	0.882309	0.951650	0.000067	
-335.200000	0.000067	-0.175072	0.874212	0.881885	0.951307	0.000068	
-335.100000	0.000067	-0.175563	0.873817	0.881465	0.950967	0.000068	
-335.000000	0.000068	-0.176051	0.873424	0.881047	0.950631	0.000068	
-334.900000	0.000068	-0.176536	0.873033	0.880633	0.950299	0.000068	
-334.800000	0.000068	-0.177018	0.872644	0.880221	0.949970	0.000068	
-334.700000	0.000068	-0.177497	0.872257	0.879813	0.949644	0.000069	
-334.600000	0.000069	-0.177974	0.871871	0.879408	0.949323	0.000069	
-334.500000	0.000069	-0.178449	0.871486	0.879005	0.949005	0.000069	
-334.400000	0.000069	-0.178922	0.871103	0.878606	0.948690	0.000069	
-334.300000	0.000069	-0.179394	0.870721	0.878210	0.948379	0.000069	
-334.200000	0.000069	-0.179865	0.870339	0.877817	0.948072	0.000070	
-334.100000	0.000070	-0.180335	0.869958	0.877426	0.947768	0.000070	
-334.000000	0.000070	-0.180805	0.869578	0.877039	0.947467	0.000070	
-333.900000	0.000070	-0.181275	0.869198	0.876656	0.947170	0.000070	
-333.800000	0.000070	-0.181746	0.868817	0.876275	0.946875	0.000071	
-333.700000	0.000070	-0.182216	0.868436	0.875898	0.946584	0.000071	
-333.600000	0.000071	-0.182688	0.868055	0.875524	0.946296	0.000071	
-333.500000	0.000071	-0.183159	0.867673	0.875154	0.946010	0.000071	
-333.400000	0.000071	-0.183631	0.867290	0.874787	0.945726	0.000071	
-333.300000	0.000071	-0.184102	0.866906	0.874424	0.945445	0.000072	
-333.200000	0.000072	-0.184572	0.866521	0.874065	0.945166	0.000072	
-333.100000	0.000072	-0.185040	0.866135	0.873710	0.944888	0.000072	
-333.000000	0.000072	-0.185507	0.865747	0.873360	0.944613	0.000072	
-332.900000	0.000072	-0.185973	0.865358	0.873013	0.944339	0.000073	
-332.800000	0.000072	-0.186436	0.864967	0.872671	0.944066	0.000073	
-332.700000	0.000073	-0.186896	0.864574	0.872334	0.943795	0.000073	
-332.600000	0.000073	-0.187354	0.864180	0.872001	0.943524	0.000073	
-332.500000	0.000073	-0.187809	0.863783	0.871673	0.943255	0.000074	
-332.400000	0.000073	-0.188262	0.863385	0.871349	0.942987	0.000074	
-332.300000	0.000074	-0.188711	0.862985	0.871031	0.942719	0.000074	
-332.200000	0.000074	-0.189158	0.862584	0.870718	0.942453	0.000074	
-332.100000	0.000074	-0.189602	0.862180	0.870409	0.942187	0.000074	
-332.000000	0.000074	-0.190044	0.861775	0.870106	0.941922	0.000075	
-331.900000	0.000075	-0.190483	0.861369	0.869809	0.941659	0.000075	
-331.800000	0.000075	-0.190920	0.860961	0.869516	0.941397	0.000075	
-331.700000	0.000075	-0.191356	0.860551	0.869229	0.941136	0.000075	
-331.600000	0.000075	-0.191790	0.860141	0.868947	0.940876	0.000076	
-331.500000	0.000075	-0.192224	0.859729	0.868670	0.940619	0.000076	
-331.400000	0.000076	-0.192657	0.859316	0.868399	0.940363	0.000076	
-331.300000	0.000076	-0.193090	0.858903	0.868133	0.940110	0.000076	
-331.200000	0.000076	-0.193523	0.858488	0.867872	0.939859	0.000077	
-331.100000	0.000076	-0.193957	0.858074	0.867617	0.939610	0.000077	
-331.000000	0.000077	-0.194392	0.857659	0.867366	0.939365	0.000077	
-330.900000	0.000077	-0.194826	0.857243	0.867121	0.939123	0.000077	
-330.800000	0.000077	-0.195261	0.856828	0.866881	0.938884	0.000078	
-330.700000	0.000077	-0.195695	0.856413	0.866646	0.938650	0.000078	
-330.600000	0.000078	-0.196129	0.855998	0.866416	0.938418	0.000078	
-330.500000	0.000078	-0.196563	0.855584	0.866192	0.938191	0.000078	
-330.400000	0.000078	-0.196995	0.855170	0.865972	0.937968	0.000078	
-330.300000	0.000078	-0.197426	0.854757	0.865757	0.937750	0.000079	
-330.200000	0.000079	-0.197856	0.854345	0.865547	0.937536	0.000079	
-330.100000	0.000079	-0.198283	0.853934	0.865342	0.937327	0.000079	
-330.000000	0.000079	-0.198708	0.853525	0.865142	0.937122	0.000079	
-329.900000	0.000079	-0.199131	0.853116	0.864947	0.936923	0.000080	
-329.800000	0.000080	-0.199552	0.852710	0.864756	0.936728	0.000080	
-329.700000	0.000080	-0.199970	0.852305	0.864570	0.936538	0.000080	
-329.600000	0.000080	-0.200386	0.851902	0.864389	0.936353	0.000080	
-329.500000	0.000080	-0.200799	0.851501	0.864212	0.936173	0.000081	
-329.400000	0.000081	-0.201209	0.851102	0.864040	0.935998	0.000081	
-329.300000	0.000081	-0.201617	0.850706	0.863873	0.935829	0.000081	
-329.200000	0.000081	-0.202023	0.850312	0.863709	0.935664	0.000081	
-329.100000	0.000081	-0.202426	0.849921	0.863550	0.935504	0.000082	
-329.000000	0.000082	-0.202827	0.849532	0.863396	0.935349	0.000082	
-328.900000	0.000082	-0.203227	0.849146	0.863245	0.935199	0.000082	
-328.800000	0.000082	-0.203625	0.848764	0.863099	0.935054	0.000083	
-328.700000	0.000082	-0.204021	0.848384	0.862957	0.934913	0.000083	
-328.600000	0.000083	-0.204417	0.848008	0.862819	0.934778	0.000083	
-328.500000	0.000083	-0.204812	0.847634	0.862686	0.934647	0.000083	
-328.400000	0.000083	-0.205205	0.847265	0.862557	0.934521	0.000084	
-328.300000	0.000083	-0.205598	0.846899	0.862432	0.934399	0.000084	
-328.200000	0.000084	-0.205991	0.846536	0.862311	0.934282	0.000084	
-328.100000	0.000084	-0.206382	0.846177	0.862195	0.934170	0.000084	
-328.000000	0.000084	-0.206772	0.845822	0.862084	0.934062	0.000085	
-327.900000	0.000084	-0.207162	0.845471	0.861976	0.933958	0.000085	
-327.800000	0.000085	-0.207550	0.845124	0.861874	0.933859	0.000085	
-327.700000	0.000085	-0.207936	0.844780	0.861776	0.933764	0.000085	
-327.600000	0.000085	-0.208321	0.844440	0.861682	0.933673	0.000086	
-327.500000	0.000085	-0.208704	0.844104	0.861593	0.933587	0.000086	
-327.400000	0.000086	-0.209084	0.843772	0.861509	0.933505	0.000086	
-327.300000	0.000086	-0.209462	0.843443	0.861429	0.933427	0.000086	
-327.200000	0.000086	-0.209837	0.843118	0.861354	0.933355	0.000087	
-327.100000	0.000086	-0.210209	0.842797	0.861284	0.933286	0.000087	
-327.000000	0.000087	-0.210578	0.842479	0.861218	0.933223	0.000087	
-326.900000	0.000087	-0.210943	0.842165	0.861157	0.933164	0.000087	
-326.800000	0.000087	-0.211305	0.841854	0.861100	0.933109	0.000088	
-326.700000	0.000088	-0.211662	0.841547	0.861048	0.933060	0.000088	
-326.600000	0.000088	-0.212016	0.841243	0.861001	0.933015	0.000088	
-326.500000	0.000088	-0.212365	0.840943	0.860957	0.932975	0.000089	
-326.400000	0.000088	-0.212709	0.840646	0.860918	0.932939	0.000089	
-326.300000	0.000089	-0.213047	0.840352	0.860883	0.932908	0.000089	
-326.200000	0.000089	-0.213381	0.840062	0.860852	0.932881	0.000089	
-326.100000	0.000089	-0.213709	0.839775	0.860825	0.932859	0.000090	
-326.000000	0.000089	-0.214032	0.839491	0.860802	0.932842	0.000090	
-325.900000	0.000090	-0.214349	0.839211	0.860783	0.932828	0.000090	
-325.800000	0.000090	-0.214662	0.838934	0.860767	0.932819	0.000090	
-325.700000	0.000090	-0.214970	0.838661	0.860754	0.932814	0.000091	
-325.600000	0.000091	-0.215273	0.838392	0.860745	0.932812	0.000091	
-325.500000	0.000091	-0.215572	0.838126	0.860739	0.932815	0.000091	
-325.400000	0.000091	-0.215866	0.837864	0.860737	0.932822	0.000092	
-325.300000	0.000091	-0.216158	0.837606	0.860737	0.932832	0.000092	
-325.200000	0.000092	-0.216446	0.837352	0.860741	0.932846	0.000092	
-325.100000	0.000092	-0.216731	0.837102	0.860747	0.932864	0.000092	
-325.000000	0.000092	-0.217013	0.836857	0.860756	0.932886	0.000093	
-324.900000	0.000092	-0.217292	0.836615	0.860768	0.932912	0.000093	
-324.800000	0.000093	-0.217569	0.836378	0.860782	0.932942	0.000093	
-324.700000	0.000093	-0.217843	0.836145	0.860798	0.932976	0.000094	
-324.600000	0.000093	-0.218115	0.835917	0.860817	0.933013	0.000094	
-324.500000	0.000094	-0.218384	0.835694	0.860838	0.933055	0.000094	
-324.400000	0.000094	-0.218651	0.835475	0.860861	0.933101	0.000094	
-324.300000	0.000094	-0.218917	0.835261	0.860886	0.933151	0.000095	
-324.200000	0.000094	-0.219180	0.835051	0.860912	0.933204	0.000095	
-324.100000	0.000095	-0.219442	0.834846	0.860941	0.933262	0.000095	
-324.000000	0.000095	-0.219702	0.834646	0.860971	0.933324	0.000096	
-323.900000	0.000095	-0.219962	0.834451	0.861002	0.933390	0.000096	
-323.800000	0.000096	-0.220221	0.834260	0.861035	0.933460	0.000096	
-323.700000	0.000096	-0.220479	0.834073	0.861069	0.933534	0.000096	
-323.600000	0.000096	-0.220736	0.833891	0.861104	0.933612	0.000097	
