Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	Brennraumvolumen [m3]	V0 [m3]	V1 [m3]	V2 [m3]	T_Zone_0 [K]	T_Zone_1 [K]	T_Zone_2 [K]	T_mittel [K]	T_BurnAdiabat_0 [K]	T_BurnAdiabat_1 [K]	Lambda z1 [-]	Lambda z0 [-]	Lambda z2 [-]	p_soll [bar]	p [bar]	dQb [J/s]	dQb [J/KW]	Qb [J]	dmb [kg/s]	dmb [kg/KW]	mb [kg]	dQw [J/s]	dQw [J/KW]	Qw [J]	Xb[-]	Qb/Qmax [-]	Qmax [J]	Alpha [W/(m^2K)]	Wandwärmestromdichte [MW/m^2]	PQw [W]	Brennraumfläche [m^2]	Gesamtmasse [kg]	m_0[kg]	m_1[kg]	m_2[kg]	Z0_O2 [kg]	Z0_CO2 [kg]	Z0_H2O [kg]	Z0_H [kg]	Z0_H2 [kg]	Z0_CO [kg]	Z0_Diesel [kg]	Z0_N2 [kg]	Z0_RON_95 [kg]	Z0_O [kg]	Z0_N [kg]	Z0_OH [kg]	Z0_NO [kg]	Z1_O2 [kg]	Z1_CO2 [kg]	Z1_H2O [kg]	Z1_H [kg]	Z1_H2 [kg]	Z1_CO [kg]	Z1_Diesel [kg]	Z1_N2 [kg]	Z1_RON_95 [kg]	Z1_O [kg]	Z1_N [kg]	Z1_OH [kg]	Z1_NO [kg]	Z2_O2 [kg]	Z2_CO2 [kg]	Z2_H2O [kg]	Z2_H [kg]	Z2_H2 [kg]	Z2_CO [kg]	Z2_Diesel [kg]	Z2_N2 [kg]	Z2_RON_95 [kg]	Z2_O [kg]	Z2_N [kg]	Z2_OH [kg]	Z2_NO [kg]	 mDieseldampf [kg]	m_Diesel[kg]	m_a [kg]	sumdma [kg]	s00 [kg]	dm_a [kg]
-130.0	 0.0	 0.00166397962081229	 0.9990185430041414	 4.907284979294078E-4	 3.270568517942873E-4	 393.8758270974326	 393.8758270974326	 393.8758270974326	 393.8758270974326	 1227.001128081858	 1227.001128081858	 2.1626737133120773	 2.162673713312077	 NaN	 2.7346603409090906	 2.7346603409090906	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 4176.241709198471	 188.4209517206304	 -0.014936915105167555	 -1166.7435586289312	 0.07811141393079794	 0.004075573781508211	 0.004071573781108211	 2.0000001999999998E-6	 2.0000002E-6	 0.19631690921401065	 0.027603234112144028	 0.009952721086575638	 5.57609526937389E-10	 2.2816727187722543E-8	 1.0683363293378477E-6	 0.0	 0.7432152293827563	 0.022519308329235117	 6.870134173474786E-7	 7.4966158075006E-14	 2.09656150445958E-5	 3.698535360752278E-4	 0.19631690921401068	 0.02760323411214403	 0.009952721086575638	 5.576095269373893E-10	 2.2816727187722543E-8	 1.0683363293378477E-6	 0.0	 0.7432152293827563	 0.022519308329235117	 6.870134173474787E-7	 7.4966158075006E-14	 2.0965615044595796E-5	 3.6985353607522784E-4	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 NaN	 0.0	 0.0	 0.0	 0.0	 0.0	 
-129.5	 6.53697311996653E-5	 0.0016591503952649704	 0.9990180558133639	 4.907282586161337E-4	 3.270678891040456E-4	 394.1661139886601	 394.1661139886601	 394.17960828907786	 394.16612045535163	 1227.2446574383682	 1227.2446574383682	 2.162673713312078	 2.162673713312078	 NaN	 2.7441603409090907	 2.7446426643466633	 -7597.09239463634	 -0.9932397754727983	 -0.49661988773639915	 0.0	 0.0	 0.0	 -1169.8339450385386	 -0.1529434610708266	 -0.0764717305354133	 0.0	 -1.1891550401466428E-4	 4176.241709198471	 189.30375393487387	 -0.014951944898141828	 -1165.5501368687724	 0.07795307866695139	 0.004075573781508211	 0.004071573781108211	 2.0000001999999998E-6	 2.0000002E-6	 0.19631690921401068	 0.027603234112144028	 0.009952721086575638	 5.576095269373889E-10	 2.2816727187722543E-8	 1.0683363293378475E-6	 0.0	 0.7432152293827563	 0.022519308329235117	 6.870134173474787E-7	 7.496615807500599E-14	 2.0965615044595796E-5	 3.698535360752278E-4	 0.19631690921401068	 0.02760323411214403	 0.009952721086575638	 5.576095269373893E-10	 2.2816727187722543E-8	 1.0683363293378475E-6	 0.0	 0.7432152293827563	 0.022519308329235117	 6.870134173474788E-7	 7.496615807500599E-14	 2.0965615044595796E-5	 3.6985353607522784E-4	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-129.0	 1.307394623993306E-4	 0.001654275486208241	 0.9990175625331184	 4.907280163116483E-4	 3.270776912914668E-4	 394.4619535716347	 394.4619535716347	 394.4874751688579	 394.4619658051897	 1227.4928481215911	 1227.4928481215911	 2.162673713312078	 2.162673713312078	 NaN	 2.754360340909091	 2.7547981365031826	 5.55	 7.256040163162848E-4	 -0.496257085728241	 0.0	 0.0	 0.0	 -1168.650060403152	 -0.15278868063005335	 -0.15286607085043996	 0.0	 -1.188286311673961E-4	 4176.241709198471	 190.19720548706047	 -0.014966244209123167	 -1164.272711217329	 0.0777932455831242	 0.004075573781508211	 0.004071573781108211	 2.0000001999999998E-6	 2.0000002E-6	 0.19631690921401068	 0.027603234112144028	 0.009952721086575638	 5.576095269373889E-10	 2.2816727187722543E-8	 1.0683363293378473E-6	 0.0	 0.7432152293827563	 0.022519308329235117	 6.870134173474788E-7	 7.496615807500597E-14	 2.0965615044595796E-5	 3.698535360752278E-4	 0.19631690921401068	 0.02760323411214403	 0.009952721086575638	 5.576095269373893E-10	 2.2816727187722543E-8	 1.0683363293378473E-6	 0.0	 0.7432152293827563	 0.022519308329235117	 6.870134173474789E-7	 7.496615807500597E-14	 2.0965615044595796E-5	 3.6985353607522784E-4	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-128.5	 1.961091935989959E-4	 0.0016493550216213346	 0.9990170480993191	 4.907277636163131E-4	 3.2710123748751826E-4	 394.74071111784286	 394.74071111784286	 394.79487311532284	 394.74073708678986	 1227.7267436469385	 1227.7267436469385	 2.162673713312078	 2.162673713312078	 NaN	 2.765160340909091	 2.764970418286942	 -8675.16042688876	 -1.134185810439384	 -1.063349990947933	 0.0	 0.0	 0.0	 -1167.3624891101656	 -0.1526203442514075	 -0.2291762429761437	 0.0	 -2.546188810398183E-4	 4176.241709198471	 191.09825245595601	 -0.014983873119074056	 -1163.2268224185964	 0.07763191887535678	 0.004075573781508211	 0.004071573781108211	 2.0000001999999998E-6	 2.0000002E-6	 0.19631690921401068	 0.027603234112144028	 0.009952721086575638	 5.576095269373889E-10	 2.2816727187722543E-8	 1.068336329337847E-6	 0.0	 0.7432152293827563	 0.022519308329235117	 6.870134173474789E-7	 7.496615807500596E-14	 2.0965615044595796E-5	 3.698535360752278E-4	 0.19631690921401068	 0.02760323411214403	 0.009952721086575638	 5.576095269373893E-10	 2.2816727187722543E-8	 1.068336329337847E-6	 0.0	 0.7432152293827563	 0.022519308329235117	 6.87013417347479E-7	 7.496615807500596E-14	 2.0965615044595796E-5	 3.6985353607522784E-4	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-128.0	 2.614789247986612E-4	 0.0016443891334473716	 0.9990165977359478	 4.907275423930512E-4	 3.270531677095998E-4	 395.13162108078063	 395.13162108078063	 395.1279395625502	 395.13161931515197	 1228.0545919024994	 1228.0545919024994	 2.162673713312078	 2.162673713312078	 NaN	 2.7765603409090907	 2.7760680063541514	 -3610.365407806992	 -0.4720172324818262	 -1.299358607188846	 0.0	 0.0	 0.0	 -1166.4157235743544	 -0.1524965646342373	 -0.30542452529326236	 0.0	 -3.1113108331994196E-4	 4176.241709198471	 192.02486381915878	 -0.014981468926399228	 -1160.6009573977326	 0.07746910286965307	 0.004075573781508211	 0.004071573781108211	 2.0000001999999998E-6	 2.0000002E-6	 0.19631690921401068	 0.027603234112144028	 0.009952721086575638	 5.576095269373889E-10	 2.2816727187722543E-8	 1.068336329337847E-6	 0.0	 0.7432152293827563	 0.022519308329235117	 6.87013417347479E-7	 7.496615807500595E-14	 2.0965615044595796E-5	 3.698535360752278E-4	 0.19631690921401068	 0.02760323411214403	 0.009952721086575638	 5.576095269373893E-10	 2.2816727187722543E-8	 1.068336329337847E-6	 0.0	 0.7432152293827563	 0.022519308329235117	 6.87013417347479E-7	 7.496615807500595E-14	 2.0965615044595796E-5	 3.6985353607522784E-4	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-127.5	 3.268486559983265E-4	 0.001639377957661017	 0.9990162114758243	 4.907273526579842E-4	 3.269333531684975E-4	 395.63522548890626	 395.63522548890626	 395.48675425291515	 395.6351542650827	 1228.476858901852	 1228.476858901852	 2.162673713312078	 2.162673713312078	 NaN	 2.788460340909091	 2.7881038207470605	 1475.6222695962124	 0.19292206223148892	 -1.2028975760731018	 0.0	 0.0	 0.0	 -1163.8842092162208	 -0.15216559580799874	 -0.3815073231972617	 0.0	 -2.880335143015391E-4	 4176.241709198471	 192.97736406760367	 -0.014958610606031267	 -1156.372431456328	 0.07730480202419883	 0.004075573781508211	 0.004071573781108211	 2.0000001999999998E-6	 2.0000002E-6	 0.19631690921401068	 0.027603234112144028	 0.009952721086575638	 5.576095269373889E-10	 2.2816727187722543E-8	 1.068336329337847E-6	 0.0	 0.7432152293827563	 0.022519308329235117	 6.87013417347479E-7	 7.496615807500594E-14	 2.0965615044595796E-5	 3.698535360752278E-4	 0.19631690921401068	 0.02760323411214403	 0.009952721086575638	 5.576095269373893E-10	 2.2816727187722543E-8	 1.068336329337847E-6	 0.0	 0.7432152293827563	 0.022519308329235117	 6.87013417347479E-7	 7.496615807500594E-14	 2.0965615044595796E-5	 3.6985353607522784E-4	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-127.0	 3.922183871979918E-4	 0.0016343216343360368	 0.9990158186037722	 4.907271596750678E-4	 3.2681244597093255E-4	 396.1446738067432	 396.1446738067432	 395.8497189612365	 396.14453227624995	 1228.9040464419063	 1228.9040464419063	 2.162673713312078	 2.162673713312078	 NaN	 2.8001603409090907	 2.8003321283503646	 5.55	 7.256040163162848E-4	 -1.2025347740649437	 0.0	 0.0	 0.0	 -1159.6549670964032	 -0.15161266696689718	 -0.45731365668071033	 0.0	 -2.8794664145427096E-4	 4176.241709198471	 193.9410672925863	 -0.014934522597708886	 -1152.0344512677684	 0.07713902093157653	 0.004075573781508211	 0.004071573781108211	 2.0000001999999998E-6	 2.0000002E-6	 0.19631690921401068	 0.027603234112144028	 0.009952721086575638	 5.576095269373889E-10	 2.2816727187722543E-8	 1.068336329337847E-6	 0.0	 0.7432152293827563	 0.022519308329235117	 6.87013417347479E-7	 7.496615807500594E-14	 2.0965615044595796E-5	 3.698535360752278E-4	 0.19631690921401068	 0.02760323411214403	 0.009952721086575638	 5.576095269373893E-10	 2.2816727187722543E-8	 1.068336329337847E-6	 0.0	 0.7432152293827563	 0.022519308329235117	 6.87013417347479E-7	 7.496615807500594E-14	 2.0965615044595796E-5	 3.6985353607522784E-4	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-126.5	 4.575881183976571E-4	 0.0016292203077127062	 0.999015299709163	 4.907269047885355E-4	 3.268098157076532E-4	 396.4784385230646	 396.4784385230646	 396.1802523711765	 396.47829540312983	 1229.1840815546946	 1229.1840815546946	 2.162673713312078	 2.162673713312078	 NaN	 2.811660340909091	 2.811468595378065	 -7160.882241284082	 -0.9362098945303945	 -1.670639721330141	 0.0	 0.0	 0.0	 -1155.164606423884	 -0.15102559962659293	 -0.5328264564940068	 0.0	 -4.0003425032857597E-4	 4176.241709198471	 194.89058873380912	 -0.01494259364810872	 -1150.1577966263303	 0.07697176432097552	 0.004075573781508211	 0.004071573781108211	 2.0000001999999998E-6	 2.0000002E-6	 0.19631690921401068	 0.027603234112144028	 0.009952721086575638	 5.576095269373889E-10	 2.2816727187722543E-8	 1.068336329337847E-6	 0.0	 0.7432152293827563	 0.022519308329235117	 6.87013417347479E-7	 7.496615807500594E-14	 2.0965615044595796E-5	 3.698535360752278E-4	 0.19631690921401068	 0.02760323411214403	 0.009952721086575638	 5.576095269373893E-10	 2.2816727187722543E-8	 1.068336329337847E-6	 0.0	 0.7432152293827563	 0.022519308329235117	 6.87013417347479E-7	 7.496615807500594E-14	 2.0965615044595796E-5	 3.6985353607522784E-4	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-126.0	 5.229578495973224E-4	 0.001624074126265037	 0.9990147741964931	 4.907266466511415E-4	 3.2680589761254836E-4	 396.81803187798374	 396.81803187798374	 396.5150450618386	 396.8178864139345	 1229.4690131092934	 1229.4690131092934	 2.162673713312078	 2.162673713312078	 NaN	 2.822760340909091	 2.8227944635140934	 5.55	 7.256040163162848E-4	 -1.6702769193219829	 0.0	 0.0	 0.0	 -1153.2937348458406	 -0.15078100288226134	 -0.6082169579351375	 0.0	 -3.999473774813078E-4	 4176.241709198471	 195.8512817717569	 -0.014949742286178262	 -1148.1856108487214	 0.07680303706039619	 0.004075573781508211	 0.004071573781108211	 2.0000001999999998E-6	 2.0000002E-6	 0.19631690921401068	 0.027603234112144028	 0.009952721086575638	 5.576095269373889E-10	 2.2816727187722543E-8	 1.068336329337847E-6	 0.0	 0.7432152293827563	 0.022519308329235117	 6.87013417347479E-7	 7.496615807500594E-14	 2.0965615044595796E-5	 3.698535360752278E-4	 0.19631690921401068	 0.02760323411214403	 0.009952721086575638	 5.576095269373893E-10	 2.2816727187722543E-8	 1.068336329337847E-6	 0.0	 0.7432152293827563	 0.022519308329235117	 6.87013417347479E-7	 7.496615807500594E-14	 2.0965615044595796E-5	 3.6985353607522784E-4	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-125.5	 5.883275807969877E-4	 0.0016188832427677991	 0.9990142210656825	 4.907263749474243E-4	 3.268215985026975E-4	 397.1316495334061	 397.1316495334061	 396.84770799792364	 397.1315131748901	 1229.732197401188	 1229.732197401188	 2.162673713312078	 2.162673713312078	 NaN	 2.833960340909091	 2.8340853045562966	 -8676.07672930782	 -1.134305607325047	 -2.2374297229845066	 0.0	 0.0	 0.0	 -1151.300419223945	 -0.15052039786946253	 -0.6834771568698688	 0.0	 -5.357519700204152E-4	 4176.241709198471	 196.81873158855817	 -0.01496186215419965	 -1146.570050788939	 0.07663284415884741	 0.004075573781508211	 0.004071573781108211	 2.0000001999999998E-6	 2.0000002E-6	 0.19631690921401068	 0.027603234112144028	 0.009952721086575638	 5.576095269373889E-10	 2.2816727187722543E-8	 1.068336329337847E-6	 0.0	 0.7432152293827563	 0.022519308329235117	 6.87013417347479E-7	 7.496615807500594E-14	 2.0965615044595796E-5	 3.698535360752278E-4	 0.19631690921401068	 0.02760323411214403	 0.009952721086575638	 5.576095269373893E-10	 2.2816727187722543E-8	 1.068336329337847E-6	 0.0	 0.7432152293827563	 0.022519308329235117	 6.87013417347479E-7	 7.496615807500594E-14	 2.0965615044595796E-5	 3.6985353607522784E-4	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
