KW	SMD_0_0	SMD_0_9	T_krstTr_0_0	T_krstTr_0_9	m_krstTr_0_0	m_krstTr_0_9	SMD_1_0	SMD_1_9	T_krstTr_1_0	T_krstTr_1_9	m_krstTr_1_0	m_krstTr_1_9	SMD_2_0	SMD_2_9	T_krstTr_2_0	T_krstTr_2_9	m_krstTr_2_0	m_krstTr_2_9	SMD_3_0	SMD_3_9	T_krstTr_3_0	T_krstTr_3_9	m_krstTr_3_0	m_krstTr_3_9	SMD_4_0	SMD_4_9	T_krstTr_4_0	T_krstTr_4_9	m_krstTr_4_0	m_krstTr_4_9	SMD_5_0	SMD_5_9	T_krstTr_5_0	T_krstTr_5_9	m_krstTr_5_0	m_krstTr_5_9	SMD_6_0	SMD_6_9	T_krstTr_6_0	T_krstTr_6_9	m_krstTr_6_0	m_krstTr_6_9	SMD_7_0	SMD_7_9	T_krstTr_7_0	T_krstTr_7_9	m_krstTr_7_0	m_krstTr_7_9	SMD_8_0	SMD_8_9	T_krstTr_8_0	T_krstTr_8_9	m_krstTr_8_0	m_krstTr_8_9	SMD_9_0	SMD_9_9	T_krstTr_9_0	T_krstTr_9_9	m_krstTr_9_0	m_krstTr_9_9	SMD_10_0	SMD_10_9	T_krstTr_10_0	T_krstTr_10_9	m_krstTr_10_0	m_krstTr_10_9	SMD_11_0	SMD_11_9	T_krstTr_11_0	T_krstTr_11_9	m_krstTr_11_0	m_krstTr_11_9	SMD_12_0	SMD_12_9	T_krstTr_12_0	T_krstTr_12_9	m_krstTr_12_0	m_krstTr_12_9	SMD_13_0	SMD_13_9	T_krstTr_13_0	T_krstTr_13_9	m_krstTr_13_0	m_krstTr_13_9	SMD_14_0	SMD_14_9	T_krstTr_14_0	T_krstTr_14_9	m_krstTr_14_0	m_krstTr_14_9
-89.5	 1.4926960355583544E-5	 1.4926960355583544E-5	 35.21	 35.21	 1.813189465330914E-12	 1.813189465330914E-12	 1.4926960355583544E-5	 1.4926960355583544E-5	 35.21	 35.21	 1.813189465330914E-12	 1.813189465330914E-12	 1.4926960355583544E-5	 1.4926960355583544E-5	 35.21	 35.21	 1.813189465330914E-12	 1.813189465330914E-12	 1.4926960355583544E-5	 1.4926960355583544E-5	 35.21	 35.21	 1.813189465330914E-12	 1.813189465330914E-12	 1.4926960355583544E-5	 1.4926960355583544E-5	 35.21	 35.21	 1.813189465330914E-12	 1.813189465330914E-12	 1.4926960355583544E-5	 1.4926960355583544E-5	 35.21	 35.21	 1.813189465330914E-12	 1.813189465330914E-12	 1.4926960355583544E-5	 1.4926960355583544E-5	 35.21	 35.21	 1.813189465330914E-12	 1.813189465330914E-12	 1.4926960355583544E-5	 1.4926960355583544E-5	 35.21	 35.21	 1.813189465330914E-12	 1.813189465330914E-12	 1.4926960355583544E-5	 1.4926960355583544E-5	 35.21	 35.21	 1.813189465330914E-12	 1.813189465330914E-12	 1.4926960355583544E-5	 1.4926960355583544E-5	 35.21	 35.21	 1.813189465330914E-12	 1.813189465330914E-12	 1.4926960355583544E-5	 1.4926960355583544E-5	 35.21	 35.21	 1.813189465330914E-12	 1.813189465330914E-12	 1.4926960355583544E-5	 1.4926960355583544E-5	 35.21	 35.21	 1.813189465330914E-12	 1.813189465330914E-12	 1.4926960355583544E-5	 1.4926960355583544E-5	 35.21	 35.21	 1.813189465330914E-12	 1.813189465330914E-12	 1.4926960355583544E-5	 1.4926960355583544E-5	 35.21	 35.21	 1.813189465330914E-12	 1.813189465330914E-12	 1.4926960355583544E-5	 1.4926960355583544E-5	 35.21	 35.21	 1.813189465330914E-12	 1.813189465330914E-12	 
-89.0	 1.4939100201188242E-5	 1.4939100201188242E-5	 35.21	 35.21	 1.8176169736143004E-12	 1.8176169736143004E-12	 1.4939100201188242E-5	 1.4939100201188242E-5	 35.21	 35.21	 1.8176169736143004E-12	 1.8176169736143004E-12	 1.4939100201188242E-5	 1.4939100201188242E-5	 35.21	 35.21	 1.8176169736143004E-12	 1.8176169736143004E-12	 1.4939100201188242E-5	 1.4939100201188242E-5	 35.21	 35.21	 1.8176169736143004E-12	 1.8176169736143004E-12	 1.4939100201188242E-5	 1.4939100201188242E-5	 35.21	 35.21	 1.8176169736143004E-12	 1.8176169736143004E-12	 1.4939100201188242E-5	 1.4939100201188242E-5	 35.21	 35.21	 1.8176169736143004E-12	 1.8176169736143004E-12	 1.4939100201188242E-5	 1.4939100201188242E-5	 35.21	 35.21	 1.8176169736143004E-12	 1.8176169736143004E-12	 1.4939100201188242E-5	 1.4939100201188242E-5	 35.21	 35.21	 1.8176169736143004E-12	 1.8176169736143004E-12	 1.4939100201188242E-5	 1.4939100201188242E-5	 35.21	 35.21	 1.8176169736143004E-12	 1.8176169736143004E-12	 1.4939100201188242E-5	 1.4939100201188242E-5	 35.21	 35.21	 1.8176169736143004E-12	 1.8176169736143004E-12	 1.4939100201188242E-5	 1.4939100201188242E-5	 35.21	 35.21	 1.8176169736143004E-12	 1.8176169736143004E-12	 1.4939100201188242E-5	 1.4939100201188242E-5	 35.21	 35.21	 1.8176169736143004E-12	 1.8176169736143004E-12	 1.4939100201188242E-5	 1.4939100201188242E-5	 35.21	 35.21	 1.8176169736143004E-12	 1.8176169736143004E-12	 1.4939100201188242E-5	 1.4939100201188242E-5	 35.21	 35.21	 1.8176169736143004E-12	 1.8176169736143004E-12	 1.4939100201188242E-5	 1.4939100201188242E-5	 35.21	 35.21	 1.8176169736143004E-12	 1.8176169736143004E-12	 
-88.5	 1.4951361492594505E-5	 1.4951361492594505E-5	 35.21	 35.21	 1.8220960843290005E-12	 1.8220960843290005E-12	 1.4951361492594505E-5	 1.4951361492594505E-5	 35.21	 35.21	 1.8220960843290005E-12	 1.8220960843290005E-12	 1.4951361492594505E-5	 1.4951361492594505E-5	 35.21	 35.21	 1.8220960843290005E-12	 1.8220960843290005E-12	 1.4951361492594505E-5	 1.4951361492594505E-5	 35.21	 35.21	 1.8220960843290005E-12	 1.8220960843290005E-12	 1.4951361492594505E-5	 1.4951361492594505E-5	 35.21	 35.21	 1.8220960843290005E-12	 1.8220960843290005E-12	 1.4951361492594505E-5	 1.4951361492594505E-5	 35.21	 35.21	 1.8220960843290005E-12	 1.8220960843290005E-12	 1.4951361492594505E-5	 1.4951361492594505E-5	 35.21	 35.21	 1.8220960843290005E-12	 1.8220960843290005E-12	 1.4951361492594505E-5	 1.4951361492594505E-5	 35.21	 35.21	 1.8220960843290005E-12	 1.8220960843290005E-12	 1.4951361492594505E-5	 1.4951361492594505E-5	 35.21	 35.21	 1.8220960843290005E-12	 1.8220960843290005E-12	 1.4951361492594505E-5	 1.4951361492594505E-5	 35.21	 35.21	 1.8220960843290005E-12	 1.8220960843290005E-12	 1.4951361492594505E-5	 1.4951361492594505E-5	 35.21	 35.21	 1.8220960843290005E-12	 1.8220960843290005E-12	 1.4951361492594505E-5	 1.4951361492594505E-5	 35.21	 35.21	 1.8220960843290005E-12	 1.8220960843290005E-12	 1.4951361492594505E-5	 1.4951361492594505E-5	 35.21	 35.21	 1.8220960843290005E-12	 1.8220960843290005E-12	 1.4951361492594505E-5	 1.4951361492594505E-5	 35.21	 35.21	 1.8220960843290005E-12	 1.8220960843290005E-12	 1.4951361492594505E-5	 1.4951361492594505E-5	 35.21	 35.21	 1.8220960843290005E-12	 1.8220960843290005E-12	 
-88.0	 1.4963745190273685E-5	 1.4963745190273685E-5	 35.21	 35.21	 1.8266273736253264E-12	 1.8266273736253264E-12	 1.4963745190273685E-5	 1.4963745190273685E-5	 35.21	 35.21	 1.8266273736253264E-12	 1.8266273736253264E-12	 1.4963745190273685E-5	 1.4963745190273685E-5	 35.21	 35.21	 1.8266273736253264E-12	 1.8266273736253264E-12	 1.4963745190273685E-5	 1.4963745190273685E-5	 35.21	 35.21	 1.8266273736253264E-12	 1.8266273736253264E-12	 1.4963745190273685E-5	 1.4963745190273685E-5	 35.21	 35.21	 1.8266273736253264E-12	 1.8266273736253264E-12	 1.4963745190273685E-5	 1.4963745190273685E-5	 35.21	 35.21	 1.8266273736253264E-12	 1.8266273736253264E-12	 1.4963745190273685E-5	 1.4963745190273685E-5	 35.21	 35.21	 1.8266273736253264E-12	 1.8266273736253264E-12	 1.4963745190273685E-5	 1.4963745190273685E-5	 35.21	 35.21	 1.8266273736253264E-12	 1.8266273736253264E-12	 1.4963745190273685E-5	 1.4963745190273685E-5	 35.21	 35.21	 1.8266273736253264E-12	 1.8266273736253264E-12	 1.4963745190273685E-5	 1.4963745190273685E-5	 35.21	 35.21	 1.8266273736253264E-12	 1.8266273736253264E-12	 1.4963745190273685E-5	 1.4963745190273685E-5	 35.21	 35.21	 1.8266273736253264E-12	 1.8266273736253264E-12	 1.4963745190273685E-5	 1.4963745190273685E-5	 35.21	 35.21	 1.8266273736253264E-12	 1.8266273736253264E-12	 1.4963745190273685E-5	 1.4963745190273685E-5	 35.21	 35.21	 1.8266273736253264E-12	 1.8266273736253264E-12	 1.4963745190273685E-5	 1.4963745190273685E-5	 35.21	 35.21	 1.8266273736253264E-12	 1.8266273736253264E-12	 1.4963745190273685E-5	 1.4963745190273685E-5	 35.21	 35.21	 1.8266273736253264E-12	 1.8266273736253264E-12	 
-87.5	 1.4976251222582173E-5	 1.4976251222582173E-5	 35.21	 35.21	 1.8312110439285493E-12	 1.8312110439285493E-12	 1.4976251222582173E-5	 1.4976251222582173E-5	 35.21	 35.21	 1.8312110439285493E-12	 1.8312110439285493E-12	 1.4976251222582173E-5	 1.4976251222582173E-5	 35.21	 35.21	 1.8312110439285493E-12	 1.8312110439285493E-12	 1.4976251222582173E-5	 1.4976251222582173E-5	 35.21	 35.21	 1.8312110439285493E-12	 1.8312110439285493E-12	 1.4976251222582173E-5	 1.4976251222582173E-5	 35.21	 35.21	 1.8312110439285493E-12	 1.8312110439285493E-12	 1.4976251222582173E-5	 1.4976251222582173E-5	 35.21	 35.21	 1.8312110439285493E-12	 1.8312110439285493E-12	 1.4976251222582173E-5	 1.4976251222582173E-5	 35.21	 35.21	 1.8312110439285493E-12	 1.8312110439285493E-12	 1.4976251222582173E-5	 1.4976251222582173E-5	 35.21	 35.21	 1.8312110439285493E-12	 1.8312110439285493E-12	 1.4976251222582173E-5	 1.4976251222582173E-5	 35.21	 35.21	 1.8312110439285493E-12	 1.8312110439285493E-12	 1.4976251222582173E-5	 1.4976251222582173E-5	 35.21	 35.21	 1.8312110439285493E-12	 1.8312110439285493E-12	 1.4976251222582173E-5	 1.4976251222582173E-5	 35.21	 35.21	 1.8312110439285493E-12	 1.8312110439285493E-12	 1.4976251222582173E-5	 1.4976251222582173E-5	 35.21	 35.21	 1.8312110439285493E-12	 1.8312110439285493E-12	 1.4976251222582173E-5	 1.4976251222582173E-5	 35.21	 35.21	 1.8312110439285493E-12	 1.8312110439285493E-12	 1.4976251222582173E-5	 1.4976251222582173E-5	 35.21	 35.21	 1.8312110439285493E-12	 1.8312110439285493E-12	 1.4976251222582173E-5	 1.4976251222582173E-5	 35.21	 35.21	 1.8312110439285493E-12	 1.8312110439285493E-12	 
-87.0	 1.4988883858414107E-5	 1.4988883858414107E-5	 35.21	 35.21	 1.8358488949545612E-12	 1.8358488949545612E-12	 1.4988883858414107E-5	 1.4988883858414107E-5	 35.21	 35.21	 1.8358488949545612E-12	 1.8358488949545612E-12	 1.4988883858414107E-5	 1.4988883858414107E-5	 35.21	 35.21	 1.8358488949545612E-12	 1.8358488949545612E-12	 1.4988883858414107E-5	 1.4988883858414107E-5	 35.21	 35.21	 1.8358488949545612E-12	 1.8358488949545612E-12	 1.4988883858414107E-5	 1.4988883858414107E-5	 35.21	 35.21	 1.8358488949545612E-12	 1.8358488949545612E-12	 1.4988883858414107E-5	 1.4988883858414107E-5	 35.21	 35.21	 1.8358488949545612E-12	 1.8358488949545612E-12	 1.4988883858414107E-5	 1.4988883858414107E-5	 35.21	 35.21	 1.8358488949545612E-12	 1.8358488949545612E-12	 1.4988883858414107E-5	 1.4988883858414107E-5	 35.21	 35.21	 1.8358488949545612E-12	 1.8358488949545612E-12	 1.4988883858414107E-5	 1.4988883858414107E-5	 35.21	 35.21	 1.8358488949545612E-12	 1.8358488949545612E-12	 1.4988883858414107E-5	 1.4988883858414107E-5	 35.21	 35.21	 1.8358488949545612E-12	 1.8358488949545612E-12	 1.4988883858414107E-5	 1.4988883858414107E-5	 35.21	 35.21	 1.8358488949545612E-12	 1.8358488949545612E-12	 1.4988883858414107E-5	 1.4988883858414107E-5	 35.21	 35.21	 1.8358488949545612E-12	 1.8358488949545612E-12	 1.4988883858414107E-5	 1.4988883858414107E-5	 35.21	 35.21	 1.8358488949545612E-12	 1.8358488949545612E-12	 1.4988883858414107E-5	 1.4988883858414107E-5	 35.21	 35.21	 1.8358488949545612E-12	 1.8358488949545612E-12	 1.4988883858414107E-5	 1.4988883858414107E-5	 35.21	 35.21	 1.8358488949545612E-12	 1.8358488949545612E-12	 
-86.5	 1.5001640721909027E-5	 1.5001640721909027E-5	 35.21	 35.21	 1.8405402939612575E-12	 1.8405402939612575E-12	 1.5001640721909027E-5	 1.5001640721909027E-5	 35.21	 35.21	 1.8405402939612575E-12	 1.8405402939612575E-12	 1.5001640721909027E-5	 1.5001640721909027E-5	 35.21	 35.21	 1.8405402939612575E-12	 1.8405402939612575E-12	 1.5001640721909027E-5	 1.5001640721909027E-5	 35.21	 35.21	 1.8405402939612575E-12	 1.8405402939612575E-12	 1.5001640721909027E-5	 1.5001640721909027E-5	 35.21	 35.21	 1.8405402939612575E-12	 1.8405402939612575E-12	 1.5001640721909027E-5	 1.5001640721909027E-5	 35.21	 35.21	 1.8405402939612575E-12	 1.8405402939612575E-12	 1.5001640721909027E-5	 1.5001640721909027E-5	 35.21	 35.21	 1.8405402939612575E-12	 1.8405402939612575E-12	 1.5001640721909027E-5	 1.5001640721909027E-5	 35.21	 35.21	 1.8405402939612575E-12	 1.8405402939612575E-12	 1.5001640721909027E-5	 1.5001640721909027E-5	 35.21	 35.21	 1.8405402939612575E-12	 1.8405402939612575E-12	 1.5001640721909027E-5	 1.5001640721909027E-5	 35.21	 35.21	 1.8405402939612575E-12	 1.8405402939612575E-12	 1.5001640721909027E-5	 1.5001640721909027E-5	 35.21	 35.21	 1.8405402939612575E-12	 1.8405402939612575E-12	 1.5001640721909027E-5	 1.5001640721909027E-5	 35.21	 35.21	 1.8405402939612575E-12	 1.8405402939612575E-12	 1.5001640721909027E-5	 1.5001640721909027E-5	 35.21	 35.21	 1.8405402939612575E-12	 1.8405402939612575E-12	 1.5001640721909027E-5	 1.5001640721909027E-5	 35.21	 35.21	 1.8405402939612575E-12	 1.8405402939612575E-12	 1.5001640721909027E-5	 1.5001640721909027E-5	 35.21	 35.21	 1.8405402939612575E-12	 1.8405402939612575E-12	 
-86.0	 1.5014524406203314E-5	 1.5014524406203314E-5	 35.21	 35.21	 1.845286437024457E-12	 1.845286437024457E-12	 1.5014524406203314E-5	 1.5014524406203314E-5	 35.21	 35.21	 1.845286437024457E-12	 1.845286437024457E-12	 1.5014524406203314E-5	 1.5014524406203314E-5	 35.21	 35.21	 1.845286437024457E-12	 1.845286437024457E-12	 1.5014524406203314E-5	 1.5014524406203314E-5	 35.21	 35.21	 1.845286437024457E-12	 1.845286437024457E-12	 1.5014524406203314E-5	 1.5014524406203314E-5	 35.21	 35.21	 1.845286437024457E-12	 1.845286437024457E-12	 1.5014524406203314E-5	 1.5014524406203314E-5	 35.21	 35.21	 1.845286437024457E-12	 1.845286437024457E-12	 1.5014524406203314E-5	 1.5014524406203314E-5	 35.21	 35.21	 1.845286437024457E-12	 1.845286437024457E-12	 1.5014524406203314E-5	 1.5014524406203314E-5	 35.21	 35.21	 1.845286437024457E-12	 1.845286437024457E-12	 1.5014524406203314E-5	 1.5014524406203314E-5	 35.21	 35.21	 1.845286437024457E-12	 1.845286437024457E-12	 1.5014524406203314E-5	 1.5014524406203314E-5	 35.21	 35.21	 1.845286437024457E-12	 1.845286437024457E-12	 1.5014524406203314E-5	 1.5014524406203314E-5	 35.21	 35.21	 1.845286437024457E-12	 1.845286437024457E-12	 1.5014524406203314E-5	 1.5014524406203314E-5	 35.21	 35.21	 1.845286437024457E-12	 1.845286437024457E-12	 1.5014524406203314E-5	 1.5014524406203314E-5	 35.21	 35.21	 1.845286437024457E-12	 1.845286437024457E-12	 1.5014524406203314E-5	 1.5014524406203314E-5	 35.21	 35.21	 1.845286437024457E-12	 1.845286437024457E-12	 1.5014524406203314E-5	 1.5014524406203314E-5	 35.21	 35.21	 1.845286437024457E-12	 1.845286437024457E-12	 
-85.5	 1.502753851054334E-5	 1.502753851054334E-5	 35.21	 35.21	 1.850088901118857E-12	 1.850088901118857E-12	 1.502753851054334E-5	 1.502753851054334E-5	 35.21	 35.21	 1.850088901118857E-12	 1.850088901118857E-12	 1.502753851054334E-5	 1.502753851054334E-5	 35.21	 35.21	 1.850088901118857E-12	 1.850088901118857E-12	 1.502753851054334E-5	 1.502753851054334E-5	 35.21	 35.21	 1.850088901118857E-12	 1.850088901118857E-12	 1.502753851054334E-5	 1.502753851054334E-5	 35.21	 35.21	 1.850088901118857E-12	 1.850088901118857E-12	 1.502753851054334E-5	 1.502753851054334E-5	 35.21	 35.21	 1.850088901118857E-12	 1.850088901118857E-12	 1.502753851054334E-5	 1.502753851054334E-5	 35.21	 35.21	 1.850088901118857E-12	 1.850088901118857E-12	 1.502753851054334E-5	 1.502753851054334E-5	 35.21	 35.21	 1.850088901118857E-12	 1.850088901118857E-12	 1.502753851054334E-5	 1.502753851054334E-5	 35.21	 35.21	 1.850088901118857E-12	 1.850088901118857E-12	 1.502753851054334E-5	 1.502753851054334E-5	 35.21	 35.21	 1.850088901118857E-12	 1.850088901118857E-12	 1.502753851054334E-5	 1.502753851054334E-5	 35.21	 35.21	 1.850088901118857E-12	 1.850088901118857E-12	 1.502753851054334E-5	 1.502753851054334E-5	 35.21	 35.21	 1.850088901118857E-12	 1.850088901118857E-12	 1.502753851054334E-5	 1.502753851054334E-5	 35.21	 35.21	 1.850088901118857E-12	 1.850088901118857E-12	 1.502753851054334E-5	 1.502753851054334E-5	 35.21	 35.21	 1.850088901118857E-12	 1.850088901118857E-12	 1.502753851054334E-5	 1.502753851054334E-5	 35.21	 35.21	 1.850088901118857E-12	 1.850088901118857E-12	 
-85.0	 1.504068171508702E-5	 1.504068171508702E-5	 35.21	 35.21	 1.854947455316382E-12	 1.854947455316382E-12	 1.504068171508702E-5	 1.504068171508702E-5	 35.21	 35.21	 1.854947455316382E-12	 1.854947455316382E-12	 1.504068171508702E-5	 1.504068171508702E-5	 35.21	 35.21	 1.854947455316382E-12	 1.854947455316382E-12	 1.504068171508702E-5	 1.504068171508702E-5	 35.21	 35.21	 1.854947455316382E-12	 1.854947455316382E-12	 1.504068171508702E-5	 1.504068171508702E-5	 35.21	 35.21	 1.854947455316382E-12	 1.854947455316382E-12	 1.504068171508702E-5	 1.504068171508702E-5	 35.21	 35.21	 1.854947455316382E-12	 1.854947455316382E-12	 1.504068171508702E-5	 1.504068171508702E-5	 35.21	 35.21	 1.854947455316382E-12	 1.854947455316382E-12	 1.504068171508702E-5	 1.504068171508702E-5	 35.21	 35.21	 1.854947455316382E-12	 1.854947455316382E-12	 1.504068171508702E-5	 1.504068171508702E-5	 35.21	 35.21	 1.854947455316382E-12	 1.854947455316382E-12	 1.504068171508702E-5	 1.504068171508702E-5	 35.21	 35.21	 1.854947455316382E-12	 1.854947455316382E-12	 1.504068171508702E-5	 1.504068171508702E-5	 35.21	 35.21	 1.854947455316382E-12	 1.854947455316382E-12	 1.504068171508702E-5	 1.504068171508702E-5	 35.21	 35.21	 1.854947455316382E-12	 1.854947455316382E-12	 1.504068171508702E-5	 1.504068171508702E-5	 35.21	 35.21	 1.854947455316382E-12	 1.854947455316382E-12	 1.504068171508702E-5	 1.504068171508702E-5	 35.21	 35.21	 1.854947455316382E-12	 1.854947455316382E-12	 1.504068171508702E-5	 1.504068171508702E-5	 35.21	 35.21	 1.854947455316382E-12	 1.854947455316382E-12	 
-84.5	 1.5053954740373096E-5	 1.5053954740373096E-5	 35.21	 35.21	 1.85986262443147E-12	 1.85986262443147E-12	 1.5053954740373096E-5	 1.5053954740373096E-5	 35.21	 35.21	 1.85986262443147E-12	 1.85986262443147E-12	 1.5053954740373096E-5	 1.5053954740373096E-5	 35.21	 35.21	 1.85986262443147E-12	 1.85986262443147E-12	 1.5053954740373096E-5	 1.5053954740373096E-5	 35.21	 35.21	 1.85986262443147E-12	 1.85986262443147E-12	 1.5053954740373096E-5	 1.5053954740373096E-5	 35.21	 35.21	 1.85986262443147E-12	 1.85986262443147E-12	 1.5053954740373096E-5	 1.5053954740373096E-5	 35.21	 35.21	 1.85986262443147E-12	 1.85986262443147E-12	 1.5053954740373096E-5	 1.5053954740373096E-5	 35.21	 35.21	 1.85986262443147E-12	 1.85986262443147E-12	 1.5053954740373096E-5	 1.5053954740373096E-5	 35.21	 35.21	 1.85986262443147E-12	 1.85986262443147E-12	 1.5053954740373096E-5	 1.5053954740373096E-5	 35.21	 35.21	 1.85986262443147E-12	 1.85986262443147E-12	 1.5053954740373096E-5	 1.5053954740373096E-5	 35.21	 35.21	 1.85986262443147E-12	 1.85986262443147E-12	 1.5053954740373096E-5	 1.5053954740373096E-5	 35.21	 35.21	 1.85986262443147E-12	 1.85986262443147E-12	 1.5053954740373096E-5	 1.5053954740373096E-5	 35.21	 35.21	 1.85986262443147E-12	 1.85986262443147E-12	 1.5053954740373096E-5	 1.5053954740373096E-5	 35.21	 35.21	 1.85986262443147E-12	 1.85986262443147E-12	 1.5053954740373096E-5	 1.5053954740373096E-5	 35.21	 35.21	 1.85986262443147E-12	 1.85986262443147E-12	 1.5053954740373096E-5	 1.5053954740373096E-5	 35.21	 35.21	 1.85986262443147E-12	 1.85986262443147E-12	 
-84.0	 1.5067359136675504E-5	 1.5067359136675504E-5	 35.21	 35.21	 1.864835246163852E-12	 1.864835246163852E-12	 1.5067359136675504E-5	 1.5067359136675504E-5	 35.21	 35.21	 1.864835246163852E-12	 1.864835246163852E-12	 1.5067359136675504E-5	 1.5067359136675504E-5	 35.21	 35.21	 1.864835246163852E-12	 1.864835246163852E-12	 1.5067359136675504E-5	 1.5067359136675504E-5	 35.21	 35.21	 1.864835246163852E-12	 1.864835246163852E-12	 1.5067359136675504E-5	 1.5067359136675504E-5	 35.21	 35.21	 1.864835246163852E-12	 1.864835246163852E-12	 1.5067359136675504E-5	 1.5067359136675504E-5	 35.21	 35.21	 1.864835246163852E-12	 1.864835246163852E-12	 1.5067359136675504E-5	 1.5067359136675504E-5	 35.21	 35.21	 1.864835246163852E-12	 1.864835246163852E-12	 1.5067359136675504E-5	 1.5067359136675504E-5	 35.21	 35.21	 1.864835246163852E-12	 1.864835246163852E-12	 1.5067359136675504E-5	 1.5067359136675504E-5	 35.21	 35.21	 1.864835246163852E-12	 1.864835246163852E-12	 1.5067359136675504E-5	 1.5067359136675504E-5	 35.21	 35.21	 1.864835246163852E-12	 1.864835246163852E-12	 1.5067359136675504E-5	 1.5067359136675504E-5	 35.21	 35.21	 1.864835246163852E-12	 1.864835246163852E-12	 1.5067359136675504E-5	 1.5067359136675504E-5	 35.21	 35.21	 1.864835246163852E-12	 1.864835246163852E-12	 1.5067359136675504E-5	 1.5067359136675504E-5	 35.21	 35.21	 1.864835246163852E-12	 1.864835246163852E-12	 1.5067359136675504E-5	 1.5067359136675504E-5	 35.21	 35.21	 1.864835246163852E-12	 1.864835246163852E-12	 1.5067359136675504E-5	 1.5067359136675504E-5	 35.21	 35.21	 1.864835246163852E-12	 1.864835246163852E-12	 
-83.5	 1.508089620194717E-5	 1.508089620194717E-5	 35.21	 35.21	 1.8698660714395317E-12	 1.8698660714395317E-12	 1.508089620194717E-5	 1.508089620194717E-5	 35.21	 35.21	 1.8698660714395317E-12	 1.8698660714395317E-12	 1.508089620194717E-5	 1.508089620194717E-5	 35.21	 35.21	 1.8698660714395317E-12	 1.8698660714395317E-12	 1.508089620194717E-5	 1.508089620194717E-5	 35.21	 35.21	 1.8698660714395317E-12	 1.8698660714395317E-12	 1.508089620194717E-5	 1.508089620194717E-5	 35.21	 35.21	 1.8698660714395317E-12	 1.8698660714395317E-12	 1.508089620194717E-5	 1.508089620194717E-5	 35.21	 35.21	 1.8698660714395317E-12	 1.8698660714395317E-12	 1.508089620194717E-5	 1.508089620194717E-5	 35.21	 35.21	 1.8698660714395317E-12	 1.8698660714395317E-12	 1.508089620194717E-5	 1.508089620194717E-5	 35.21	 35.21	 1.8698660714395317E-12	 1.8698660714395317E-12	 1.508089620194717E-5	 1.508089620194717E-5	 35.21	 35.21	 1.8698660714395317E-12	 1.8698660714395317E-12	 1.508089620194717E-5	 1.508089620194717E-5	 35.21	 35.21	 1.8698660714395317E-12	 1.8698660714395317E-12	 1.508089620194717E-5	 1.508089620194717E-5	 35.21	 35.21	 1.8698660714395317E-12	 1.8698660714395317E-12	 1.508089620194717E-5	 1.508089620194717E-5	 35.21	 35.21	 1.8698660714395317E-12	 1.8698660714395317E-12	 1.508089620194717E-5	 1.508089620194717E-5	 35.21	 35.21	 1.8698660714395317E-12	 1.8698660714395317E-12	 1.508089620194717E-5	 1.508089620194717E-5	 35.21	 35.21	 1.8698660714395317E-12	 1.8698660714395317E-12	 1.508089620194717E-5	 1.508089620194717E-5	 35.21	 35.21	 1.8698660714395317E-12	 1.8698660714395317E-12	 
-83.0	 1.5094566964488822E-5	 1.5094566964488822E-5	 35.21	 35.21	 1.874955757222774E-12	 1.874955757222774E-12	 1.5094566964488822E-5	 1.5094566964488822E-5	 35.21	 35.21	 1.874955757222774E-12	 1.874955757222774E-12	 1.5094566964488822E-5	 1.5094566964488822E-5	 35.21	 35.21	 1.874955757222774E-12	 1.874955757222774E-12	 1.5094566964488822E-5	 1.5094566964488822E-5	 35.21	 35.21	 1.874955757222774E-12	 1.874955757222774E-12	 1.5094566964488822E-5	 1.5094566964488822E-5	 35.21	 35.21	 1.874955757222774E-12	 1.874955757222774E-12	 1.5094566964488822E-5	 1.5094566964488822E-5	 35.21	 35.21	 1.874955757222774E-12	 1.874955757222774E-12	 1.5094566964488822E-5	 1.5094566964488822E-5	 35.21	 35.21	 1.874955757222774E-12	 1.874955757222774E-12	 1.5094566964488822E-5	 1.5094566964488822E-5	 35.21	 35.21	 1.874955757222774E-12	 1.874955757222774E-12	 1.5094566964488822E-5	 1.5094566964488822E-5	 35.21	 35.21	 1.874955757222774E-12	 1.874955757222774E-12	 1.5094566964488822E-5	 1.5094566964488822E-5	 35.21	 35.21	 1.874955757222774E-12	 1.874955757222774E-12	 1.5094566964488822E-5	 1.5094566964488822E-5	 35.21	 35.21	 1.874955757222774E-12	 1.874955757222774E-12	 1.5094566964488822E-5	 1.5094566964488822E-5	 35.21	 35.21	 1.874955757222774E-12	 1.874955757222774E-12	 1.5094566964488822E-5	 1.5094566964488822E-5	 35.21	 35.21	 1.874955757222774E-12	 1.874955757222774E-12	 1.5094566964488822E-5	 1.5094566964488822E-5	 35.21	 35.21	 1.874955757222774E-12	 1.874955757222774E-12	 1.5094566964488822E-5	 1.5094566964488822E-5	 35.21	 35.21	 1.874955757222774E-12	 1.874955757222774E-12	 
