Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	Brennraumvolumen [m3]	T_Zone_1 [K]	T_mittel [K]	T_BurnAdiabat [K]	p_soll [bar]	p [bar]	dQh [J/s]	dQh [J/KW]	Qh [J]	dQb [J/s]	dQb [J/KW]	Qb [J]	dmb [kg/s]	dmb [kg/KW]	mb [kg]	dQw [J/s]	dQw [J/KW]	Qw [J]	Xb[-]	Qb/Qmax [-]	Qmax [J]	dmL [kg/s]	dmL [kg/KW]	mL [kg]	Hu Zone [J/kg]	Hu frischGemsich [J/kg]	Phi_Delay [°KW]	Alpha [W/(m^2K)]	pSchlepp [bar]	Brennraumfläche [m^2]	Zonenmasse [kg]	ZonenKontrollmasse [kg]	 cv[J/kg]	 cp [J/kg]	 kappa [-]	 U [J]	H_Massenbruch [kg]	O_Massenbruch [kg]	N_Massenbruch [kg]	H2_Massenbruch [kg]	OH_Massenbruch [kg]	CO_Massenbruch [kg]	NO_Massenbruch [kg]	O2_Massenbruch [kg]	H2O_Massenbruch [kg]	CO2_Massenbruch [kg]	N2_Massenbruch [kg]	RON_95_Massenbruch [kg]	AGR_intern_LWA_Massenbruch [kg]	AGR_extern_LWA_Massenbruch [kg]	feuchteLuft_LWA_Massenbruch [kg]
-100.0	 0.002499578318638067	 3.3749168265098347E-4	 418.29587592175756	 418.2958759217575	 1089.2113164077864	 1.7047262712659657	 1.7047243409956332	 213.73956251922496	 0.017808625876941347	 0.8735896766605613	 190.13447592831494	 0.015841867121867585	 0.6266431267597088	 0.0	 0.0	 0.0	 -23.605086590910027	 -0.0019667587550737625	 -0.24694654990085257	 0.0	 0.0016982301194264095	 368.9977698495669	 9.707627324721362E-6	 8.088324928763993E-10	 1.5852098531723103E-8	 3.4486713139756966	 759404.474159528	 0.0	 135.45192926727185	 3.7224316369546133	 0.027325713986822174	 4.772914605979956E-4	 4.7729146059799564E-4	 736.6757789232031	 1024.8465904275208	 1.3911772583666808	 -29.150644084556603	 1.1180612286634098E-10	 2.3107558307596818E-7	 2.142077996637949E-14	 3.2308896414682533E-9	 4.980264209783978E-6	 1.50989492881444E-7	 1.2520588063778636E-4	 0.22714679569182827	 0.0016697097822158517	 0.004563846451907475	 0.7664890416091558	 3.4912251937472924E-8	 0.0	 0.0	 0.0	 
-98.5	 0.0026245572345699707	 3.3197763698099585E-4	 421.03659482630184	 421.03659482630184	 1091.5927730788046	 1.7443908309913663	 1.7443898318033693	 100.47984746666488	 0.008371908272924522	 0.8861475390699481	 87.2132921456789	 0.0072665484714795545	 0.6375429494669281	 0.0	 0.0	 0.0	 -13.266555320985974	 -0.0011053598014449675	 -0.24860458960302004	 0.0	 0.00172776911287795	 368.9977698495669	 1.0036452353318018E-5	 8.362299566132575E-10	 1.710644346664299E-8	 3.4486713139756975	 759404.474159528	 0.0	 137.7436073417887	 3.7325693142725003	 0.027059976846099877	 4.7729022680721825E-4	 4.7729022680721825E-4	 737.0702704373648	 1025.2410819416825	 1.390967894191855	 -28.18665210852334	 1.11806122866341E-10	 2.3107558307596818E-7	 2.1420779966379493E-14	 3.2308896414682533E-9	 4.980264209783978E-6	 1.5098949288144402E-7	 1.2520588063778636E-4	 0.22714679569182827	 0.001669709782215852	 0.004563846451907475	 0.7664890416091558	 3.491225193747293E-8	 0.0	 0.0	 0.0	 
-97.0	 0.002749536150501874	 3.263954984361571E-4	 423.83473043439943	 423.8347304343995	 1094.0246087614478	 1.7860104204650502	 1.7860094482717348	 -9.255659980212199	 -7.711749003741485E-4	 0.884990776719387	 -11.810197143686914	 -9.840170906400348E-4	 0.6360669238309681	 0.0	 0.0	 0.0	 -2.5545371634747145	 -2.1284219026588614E-4	 -0.24892385288841887	 0.0	 0.0017237690192281648	 368.9977698495669	 1.0365065754239105E-5	 8.636097876851331E-10	 1.840185814817069E-8	 3.448671313975697	 759404.474159528	 0.0	 140.13764609943618	 3.743034005263636	 0.02679095812104741	 4.7728895193770393E-4	 4.7728895193770393E-4	 737.4777556061398	 1025.6485671104574	 1.3907518692105736	 -27.201933741728038	 1.1180612286634101E-10	 2.3107558307596818E-7	 2.1420779966379493E-14	 3.2308896414682533E-9	 4.980264209783978E-6	 1.5098949288144402E-7	 1.2520588063778636E-4	 0.22714679569182827	 0.001669709782215852	 0.004563846451907475	 0.7664890416091558	 3.4912251937472924E-8	 0.0	 0.0	 0.0	 
-95.5	 0.002874515066433777	 3.2074856162586424E-4	 427.3072161362333	 427.3072161362333	 1097.0427105101385	 1.832339808108071	 1.8323383970673346	 1604.0467004895463	 0.13364801182088665	 1.085462794450717	 1615.0011750170265	 0.13456073072158542	 0.8379080199133462	 0.0	 0.0	 0.0	 10.954474527480194	 9.127189006987494E-4	 -0.24755477453737074	 0.0	 0.0022707671654897663	 368.9977698495669	 1.0707589618603104E-5	 8.921486285178123E-10	 1.9740081090947406E-8	 3.448671313975697	 759404.474159528	 0.0	 142.72158330770404	 3.7538345112644564	 0.02651881658802125	 4.7728763511747046E-4	 4.7728763511747046E-4	 737.9900427529898	 1026.1608542573074	 1.390480622786357	 -25.979158354577585	 1.1180612286634101E-10	 2.3107558307596818E-7	 2.1420779966379496E-14	 3.2308896414682537E-9	 4.980264209783978E-6	 1.50989492881444E-7	 1.2520588063778636E-4	 0.22714679569182827	 0.0016697097822158517	 0.004563846451907476	 0.7664890416091558	 3.4912251937472924E-8	 0.0	 0.0	 0.0	 
-94.0	 0.0029994939823656808	 3.1504026589294134E-4	 430.06324612477584	 430.06324612477584	 1099.4392098395942	 1.8775647133712294	 1.877565947518392	 -706.1564219958807	 -0.05883644273293123	 0.99720813035132	 -684.291404858537	 -0.05701466530715943	 0.7523860219526071	 0.0	 0.0	 0.0	 21.865017137343727	 0.0018217774257718053	 -0.24482210839871302	 0.0	 0.0020389988325927822	 368.9977698495669	 1.1032824836633652E-5	 9.192469918327018E-10	 2.111895157869646E-8	 3.448671313975697	 759404.474159528	 0.0	 145.315636186535	 3.7649799153252235	 0.026243717998482796	 4.772862765925661E-4	 4.772862765925661E-4	 738.401797845587	 1026.5726093499047	 1.3902628790248142	 -25.0080507064465	 1.11806122866341E-10	 2.3107558307596818E-7	 2.1420779966379496E-14	 3.230889641468253E-9	 4.980264209783978E-6	 1.5098949288144397E-7	 1.2520588063778633E-4	 0.22714679569182833	 0.001669709782215852	 0.004563846451907475	 0.7664890416091557	 3.4912251937472924E-8	 0.0	 0.0	 0.0	 
-92.5	 0.003124472898297584	 3.092741945377567E-4	 433.5406044519414	 433.5406044519414	 1102.463086988894	 1.9280308268723734	 1.9280298660983002	 1025.6758086669631	 0.08545856710985025	 1.1253959810160954	 1061.5104036832902	 0.08844427966851648	 0.8850524414553818	 0.0	 0.0	 0.0	 35.83459501632702	 0.0029857125586662254	 -0.2403435395607137	 0.0	 0.00239853059766784	 368.9977698495669	 1.1372523520865363E-5	 9.475504406985505E-10	 2.2540277239744286E-8	 3.448671313975697	 759404.474159528	 0.0	 148.1185854879496	 3.7764795901836283	 0.025965835041606426	 4.7728487650472136E-4	 4.7728487650472136E-4	 738.9277920100227	 1027.0986035143403	 1.3899850765126034	 -23.782023369824184	 1.1180612286634101E-10	 2.3107558307596816E-7	 2.1420779966379493E-14	 3.230889641468253E-9	 4.980264209783977E-6	 1.5098949288144397E-7	 1.252058806377863E-4	 0.22714679569182836	 0.0016697097822158517	 0.004563846451907474	 0.7664890416091557	 3.4912251937472924E-8	 0.0	 0.0	 0.0	 
-91.0	 0.003249451814229487	 3.03454073573185E-4	 436.72395354959656	 436.72395354959656	 1105.2322857778377	 1.9794297380851875	 1.9794311097932669	 -116.46081673762083	 -0.009703431082941279	 1.1108408343916836	 -67.58972652886138	 -0.005631527166473936	 0.8766051507056708	 0.0	 0.0	 0.0	 48.87109020875946	 0.004071903916467343	 -0.2342356836860127	 0.0	 0.0023756380724551406	 368.9977698495669	 1.1705650929885721E-5	 9.753063756629293E-10	 2.400323680323868E-8	 3.448671313975697	 759404.4741595278	 0.0	 150.999327361372	 3.7883432063339537	 0.02568534728427767	 4.772834343840128E-4	 4.772834343840128E-4	 739.4155960593191	 1027.5864075636368	 1.3897277972497613	 -22.65888451946182	 1.1180612286634101E-10	 2.3107558307596816E-7	 2.1420779966379493E-14	 3.230889641468253E-9	 4.980264209783977E-6	 1.5098949288144397E-7	 1.252058806377863E-4	 0.22714679569182836	 0.0016697097822158517	 0.004563846451907474	 0.7664890416091557	 3.4912251937472924E-8	 0.0	 0.0	 0.0	 
-89.5	 0.0033744307301613904	 2.975837700039306E-4	 440.29645947434807	 440.29645947434807	 1108.3406082733622	 2.0349844616549815	 2.034983779198831	 658.7449246677858	 0.05488615104041548	 1.1931700609523066	 722.4845919535279	 0.06019689405323698	 0.9669004917855263	 0.0	 0.0	 0.0	 63.73966728574214	 0.005310743012821505	 -0.22626956916678043	 0.0	 0.0026203423727458094	 368.9977698495669	 1.2045845013728794E-5	 1.0036511008663655E-9	 2.5508713454538226E-8	 3.4486713139756966	 759404.4741595278	 0.0	 154.058339507539	 3.800580740128497	 0.025402441088169025	 4.772819501843606E-4	 4.7728195018436053E-4	 739.9701244052807	 1028.1409359095983	 1.3894357380116158	 -21.397570300408145	 1.11806122866341E-10	 2.3107558307596818E-7	 2.1420779966379493E-14	 3.2308896414682525E-9	 4.980264209783977E-6	 1.5098949288144397E-7	 1.252058806377863E-4	 0.22714679569182838	 0.0016697097822158517	 0.004563846451907474	 0.7664890416091557	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-88.0	 0.003499409646093294	 2.916672896263115E-4	 443.8737759436573	 443.8737759436573	 1111.454085247682	 2.0931273632568126	 2.0931260011729673	 336.6399035593593	 0.02804859347084615	 1.2352429511585759	 415.5610284781331	 0.03462424456182926	 1.0188368586282701	 0.0	 0.0	 0.0	 78.92112491877377	 0.006575651090983114	 -0.21640609253030577	 0.0	 0.002761092185038489	 368.9977698495669	 1.2385949475116076E-5	 1.0319883587915565E-9	 2.705669599272556E-8	 3.4486713139756966	 759404.474159528	 0.0	 157.2498798757381	 3.8132024818317234	 0.025117309503705453	 4.7728042347790813E-4	 4.772804234779082E-4	 740.5328500553771	 1028.7036615596949	 1.3891398085618596	 -20.133610017513096	 1.1180612286634098E-10	 2.3107558307596818E-7	 2.1420779966379493E-14	 3.230889641468252E-9	 4.980264209783977E-6	 1.5098949288144397E-7	 1.252058806377863E-4	 0.22714679569182838	 0.0016697097822158517	 0.004563846451907474	 0.7664890416091557	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-86.5	 0.0036243885620251973	 2.8570877434726624E-4	 447.54009191240704	 447.54009191240704	 1114.645987545452	 2.1544220273300385	 2.1544208898604933	 241.906332351848	 0.020155460782931123	 1.2654761423329726	 336.69214994840036	 0.028052946602221955	 1.060916278531603	 0.0	 0.0	 0.0	 94.78581759655236	 0.007897485819290829	 -0.20455986380136953	 0.0	 0.002875129242553736	 368.9977698495669	 1.2727783556852616E-5	 1.06046972743423E-9	 2.8647400583876904E-8	 3.4486713139756966	 759404.474159528	 0.0	 160.59326607429912	 3.826219043528443	 0.024830152140859898	 4.7727885416029044E-4	 4.7727885416029044E-4	 741.1172412632658	 1029.2880527675834	 1.3888329611831973	 -18.83720847077047	 1.11806122866341E-10	 2.3107558307596816E-7	 2.1420779966379493E-14	 3.230889641468252E-9	 4.980264209783978E-6	 1.50989492881444E-7	 1.2520588063778633E-4	 0.2271467956918284	 0.0016697097822158517	 0.004563846451907474	 0.7664890416091558	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-85.0	 0.0037493674779571005	 2.797124990240232E-4	 451.32435389737265	 451.32435389737265	 1117.9416046665915	 2.219207101929581	 2.219205967721366	 217.3162034266558	 0.01810662901246695	 1.2926360858516732	 328.80550048762626	 0.02739583666892697	 1.1020100335349936	 0.0	 0.0	 0.0	 111.48929706097047	 0.009289207656460019	 -0.1906260523166795	 0.0	 0.0029864951053342717	 368.9977698495669	 1.3072006662910601E-5	 1.0891501478567899E-9	 3.0281125805662086E-8	 3.4486713139756966	 759404.474159528	 0.0	 164.10089592315296	 3.8396413667645377	 0.024541175016848188	 4.7727724197353167E-4	 4.7727724197353167E-4	 741.7284937200292	 1029.8993052243468	 1.3885125270825713	 -17.49803099566421	 1.1180612286634098E-10	 2.3107558307596816E-7	 2.142077996637949E-14	 3.230889641468251E-9	 4.980264209783977E-6	 1.50989492881444E-7	 1.252058806377863E-4	 0.22714679569182838	 0.0016697097822158517	 0.004563846451907473	 0.7664890416091557	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-83.5	 0.003874346393889004	 2.73682867828568E-4	 455.25247393480316	 455.25247393480316	 1121.3636206413669	 2.287832187513106	 2.2878308508527665	 253.50116708925106	 0.021121534033524597	 1.32431838690196	 382.68453231607873	 0.031884998661847304	 1.1498375315277645	 0.0	 0.0	 0.0	 129.18336522682768	 0.01076346462832271	 -0.17448085537419544	 0.0	 0.0031161097043934183	 368.9977698495669	 1.3419130292483154E-5	 1.1180722378023398E-9	 3.19582341623656E-8	 3.4486713139756966	 759404.474159528	 0.0	 167.78550137483631	 3.8534807297719493	 0.024250590380922636	 4.772755865866201E-4	 4.7727558658662003E-4	 742.3715586122863	 1030.542370116604	 1.3881759856789164	 -16.106779394641276	 1.1180612286634098E-10	 2.3107558307596818E-7	 2.1420779966379493E-14	 3.2308896414682504E-9	 4.980264209783977E-6	 1.50989492881444E-7	 1.252058806377863E-4	 0.22714679569182838	 0.0016697097822158517	 0.004563846451907474	 0.7664890416091557	 3.4912251937472924E-8	 0.0	 0.0	 0.0	 
-82.0	 0.003999325309820907	 2.676244101437052E-4	 459.2925971753999	 459.2925971753999	 1124.884451595346	 2.3603782662316406	 2.3603770650177953	 186.57377339208278	 0.015545191959911402	 1.3476361748418269	 334.35043493211936	 0.027857836599451114	 1.191624286426941	 0.0	 0.0	 0.0	 147.77666154003657	 0.012312644639539712	 -0.1560118884148859	 0.0	 0.003229353627022577	 368.9977698495669	 1.3768818773432759E-5	 1.147208029310977E-9	 3.3679046206332066E-8	 3.4486713139756966	 759404.474159528	 0.0	 171.65200086447592	 3.8677487540979496	 0.023958616516591896	 4.772738876585918E-4	 4.772738876585918E-4	 743.0419771381008	 1031.2127886424184	 1.3878257492453332	 -14.674602668386013	 1.1180612286634098E-10	 2.3107558307596818E-7	 2.1420779966379493E-14	 3.2308896414682504E-9	 4.980264209783977E-6	 1.5098949288144402E-7	 1.2520588063778633E-4	 0.22714679569182838	 0.0016697097822158517	 0.004563846451907474	 0.7664890416091557	 3.4912251937472924E-8	 0.0	 0.0	 0.0	 
-80.5	 0.004124304225752811	 2.615417760001198E-4	 463.61486876612474	 463.61486876612474	 1128.6524810315886	 2.4379933110828995	 2.437992499048993	 587.3045848659954	 0.04893379355892576	 1.4210368651802154	 755.3750869658707	 0.06293730632730783	 1.2860302459179027	 0.0	 0.0	 0.0	 168.07050209987523	 0.014003512768382062	 -0.1350066192623128	 0.0	 0.003485197881933519	 368.9977698495669	 1.41233483302277E-5	 1.1767471757603438E-9	 3.544416696997258E-8	 3.4486713139756966	 759404.474159528	 0.0	 175.73633644788057	 3.8824574104213725	 0.02366547752172031	 4.772721447238357E-4	 4.772721447238358E-4	 743.7692276041741	 1031.9400391084919	 1.3874465369219053	 -13.140979555604718	 1.1180612286634098E-10	 2.3107558307596818E-7	 2.1420779966379493E-14	 3.230889641468251E-9	 4.980264209783977E-6	 1.50989492881444E-7	 1.2520588063778633E-4	 0.22714679569182838	 0.0016697097822158517	 0.004563846451907474	 0.7664890416091557	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-79.0	 0.004249283141684714	 2.5543973106637616E-4	 467.7301295782447	 467.7301295782447	 1132.2416641333098	 2.5183812012430824	 2.5183805102798815	 -411.79134681670206	 -0.03431015741019325	 1.3695716290649258	 -223.8478383726607	 -0.018650840115676703	 1.2580539857443878	 0.0	 0.0	 0.0	 187.94350844404136	 0.015659317294516542	 -0.11151764332053798	 0.0	 0.0034093810004794107	 368.9977698495669	 1.4476828744099613E-5	 1.2061989083795918E-9	 3.725346533254197E-8	 3.4486713139756966	 759404.474159528	 0.0	 179.9752216572622	 3.89761902329447	 0.023371403067082065	 4.7727035755333624E-4	 4.7727035755333624E-4	 744.4711547752061	 1032.6419662795238	 1.3870812316312393	 -11.679411343430143	 1.11806122866341E-10	 2.3107558307596816E-7	 2.1420779966379496E-14	 3.230889641468251E-9	 4.980264209783978E-6	 1.50989492881444E-7	 1.2520588063778633E-4	 0.2271467956918284	 0.001669709782215852	 0.004563846451907474	 0.7664890416091557	 3.4912251937472924E-8	 0.0	 0.0	 0.0	 
-77.5	 0.0043742620576166175	 2.493231512062123E-4	 472.6640826256729	 472.66408262567285	 1136.5462385685673	 2.6073726337373606	 2.6073706878920566	 1484.1109172835027	 0.12365504904319657	 1.5550542026297205	 1696.1914708612885	 0.14132544749412299	 1.4700421569855722	 0.0	 0.0	 0.0	 212.0805535777858	 0.01767039845092641	 -0.08501204564414837	 0.0	 0.003983878161607533	 368.9977698495669	 1.4841258086423254E-5	 1.2365628978045152E-9	 3.910830967924874E-8	 3.4486713139756966	 759404.474159528	 0.0	 184.53829715650485	 3.9132462744972383	 0.023076628134062117	 4.772685255121924E-4	 4.7726852551219234E-4	 745.3247952844144	 1033.4956067887322	 1.3866378970987439	 -9.925268058987244	 1.1180612286634097E-10	 2.3107558307596816E-7	 2.142077996637949E-14	 3.2308896414682504E-9	 4.980264209783978E-6	 1.5098949288144397E-7	 1.252058806377863E-4	 0.22714679569182844	 0.0016697097822158517	 0.004563846451907473	 0.7664890416091555	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-76.0	 0.004499240973548521	 2.431970166197815E-4	 477.0381464903692	 477.0381464903692	 1140.36448803647	 2.6977752406023505	 2.6977763429326274	 -553.188801469087	 -0.046091291142183605	 1.485917265916445	 -318.9103850753689	 -0.02657138280409697	 1.4301850827794267	 0.0	 0.0	 0.0	 234.27841639371817	 0.019519908338086638	 -0.055732183137018415	 0.0	 0.0038758637575573556	 368.9977698495669	 1.5201386313272869E-5	 1.2665685213966108E-9	 4.100816246134366E-8	 3.4486713139756966	 759404.474159528	 0.0	 189.22438322283494	 3.929352204630054	 0.022781392732306418	 4.7726664820657875E-4	 4.7726664820657875E-4	 746.0924330775072	 1034.263244581825	 1.3862400940265016	 -8.368493357646244	 1.1180612286634098E-10	 2.3107558307596818E-7	 2.1420779966379493E-14	 3.230889641468251E-9	 4.980264209783978E-6	 1.5098949288144397E-7	 1.252058806377863E-4	 0.22714679569182847	 0.001669709782215852	 0.004563846451907474	 0.7664890416091555	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-74.5	 0.004624219889480424	 2.370664055876289E-4	 482.1415929459261	 482.1415929459261	 1144.8211215495253	 2.7971398049044094	 2.7971381058546716	 1063.494010256875	 0.08860955233465118	 1.618831594418422	 1324.0456511744621	 0.11031852675209024	 1.5956628729075621	 0.0	 0.0	 0.0	 260.5516409175871	 0.02170897441743906	 -0.023168721510859823	 0.0	 0.004324315763637494	 368.9977698495669	 1.557089203317212E-5	 1.2973554709323749E-9	 4.295419566774222E-8	 3.4486713139756966	 759404.474159528	 0.0	 194.24961666248223	 3.945950212498674	 0.022485941598226776	 4.7726472529969886E-4	 4.772647252996988E-4	 747.0008012669136	 1035.1716127712314	 1.3857704182051478	 -6.550102562565623	 1.1180612286634098E-10	 2.3107558307596823E-7	 2.1420779966379496E-14	 3.2308896414682512E-9	 4.980264209783978E-6	 1.5098949288144397E-7	 1.252058806377863E-4	 0.2271467956918285	 0.001669709782215852	 0.004563846451907475	 0.7664890416091555	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-73.0	 0.004749198805412328	 2.3093648783815675E-4	 486.76004380092695	 486.760043800927	 1148.8565931725727	 2.898876104675577	 2.8988777407584747	 -794.5347127006389	 -0.06620005804239476	 1.5195315073548297	 -509.265332305506	 -0.04243161943549511	 1.5320154437543194	 0.0	 0.0	 0.0	 285.26938039513294	 0.023768438606899655	 0.012483936399489658	 0.0	 0.004151828463296382	 368.9977698495669	 1.593822129538503E-5	 1.3279610795866652E-9	 4.494613728712222E-8	 3.4486713139756966	 759404.474159528	 0.0	 199.43412886130193	 3.9630540517612607	 0.02219052387536065	 4.772627563593035E-4	 4.772627563593035E-4	 747.8344900329513	 1036.005301537269	 1.3853403598590648	 -4.90260868148567	 1.1180612286634097E-10	 2.310755830759682E-7	 2.1420779966379496E-14	 3.2308896414682504E-9	 4.980264209783977E-6	 1.50989492881444E-7	 1.2520588063778628E-4	 0.22714679569182852	 0.0016697097822158517	 0.004563846451907474	 0.7664890416091555	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-71.5	 0.004874177721344231	 2.2481251756111415E-4	 491.7983566857099	 491.7983566857099	 1153.2609374389244	 3.008655786597773	 3.0086542695189893	 -85.0744899527948	 -0.0070883450185066	 1.50889898982707	 227.71919002708103	 0.01897339833765046	 1.5604755412607951	 0.0	 0.0	 0.0	 312.79367997987583	 0.026061743356157057	 0.05157655143372524	 0.0	 0.0042289565649596475	 368.9977698495669	 1.6311973121347077E-5	 1.359101811610869E-9	 4.698479000453852E-8	 3.4486713139756966	 759404.474159528	 0.0	 204.93911300847623	 3.9806778242077767	 0.02189539277767185	 4.772607411071038E-4	 4.772607411071039E-4	 748.7563963295562	 1036.9272078338738	 1.384865909549416	 -3.103247611525463	 1.1180612286634098E-10	 2.310755830759682E-7	 2.1420779966379493E-14	 3.2308896414682504E-9	 4.980264209783977E-6	 1.50989492881444E-7	 1.2520588063778628E-4	 0.22714679569182852	 0.0016697097822158517	 0.004563846451907474	 0.7664890416091555	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-70.0	 0.004999156637276134	 2.1869982609121533E-4	 497.3688382172384	 497.3688382172384	 1158.1329884474997	 3.1277654355680236	 3.127763866984982	 921.8768718461527	 0.07681011471068425	 1.6241141618930963	 1265.7244011777307	 0.10545924235183356	 1.7186644047885455	 0.0	 0.0	 0.0	 343.8475293315781	 0.028649127641149314	 0.09455024289544921	 0.0	 0.0046576552630364434	 368.9977698495669	 1.6692532509884958E-5	 1.390809744828984E-9	 4.9071004621781996E-8	 3.4486713139756966	 759404.474159528	 0.0	 210.80257640717372	 3.998835968925572	 0.021600805236953832	 4.7725867871498313E-4	 4.7725867871498313E-4	 749.7905298477834	 1037.961341352101	 1.384335090979103	 -1.1112486783537456	 1.1180612286634097E-10	 2.3107558307596818E-7	 2.1420779966379493E-14	 3.2308896414682504E-9	 4.980264209783978E-6	 1.50989492881444E-7	 1.2520588063778625E-4	 0.22714679569182855	 0.001669709782215852	 0.004563846451907473	 0.7664890416091554	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-68.5	 0.005124135553208038	 2.1260381428736105E-4	 502.6409505805468	 502.6409505805468	 1162.7470458057992	 3.2515353957510924	 3.2515371490934815	 -462.3739820110106	 -0.038524666017902325	 1.5663271628662427	 -87.96009304553895	 -0.007328771382733874	 1.7076712477144447	 0.0	 0.0	 0.0	 374.41388896547164	 0.031195894635168454	 0.14134408484820188	 0.0	 0.004627863329392555	 368.9977698495669	 1.7073827247814135E-5	 1.422578946826936E-9	 5.12048730420224E-8	 3.4486713139756966	 759404.474159528	 0.0	 216.90254547766796	 4.017543246467922	 0.021307021535563263	 4.7725656872284433E-4	 4.772565687228443E-4	 750.7833909123862	 1038.9542024167038	 1.383826833401468	 0.7765881096729935	 1.1180612286634097E-10	 2.3107558307596818E-7	 2.1420779966379493E-14	 3.230889641468251E-9	 4.980264209783978E-6	 1.5098949288144397E-7	 1.2520588063778625E-4	 0.2271467956918286	 0.0016697097822158521	 0.004563846451907473	 0.7664890416091554	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-67.0	 0.005249114469139941	 2.0652994463407276E-4	 508.0835969839644	 508.0835969839644	 1167.5131586660646	 3.3833883527304973	 3.3833901926591263	 -517.9795201793967	 -0.043157679271298974	 1.5015906439592943	 -111.07319770777386	 -0.0092545385590717	 1.693789439875837	 0.0	 0.0	 0.0	 406.9063224716228	 0.03390314071222727	 0.19219879591654276	 0.0	 0.004590243026580788	 368.9977698495669	 1.745965661867964E-5	 1.4547259711639085E-9	 5.338696199876826E-8	 3.4486713139756966	 759404.474159528	 0.0	 223.3364971563056	 4.036814716981663	 0.02101430492576624	 4.772544107949736E-4	 4.7725441079497354E-4	 751.8225093346003	 1039.993320838918	 1.383296333810706	 2.7281112167791783	 1.1180612286634097E-10	 2.3107558307596823E-7	 2.142077996637949E-14	 3.230889641468251E-9	 4.980264209783978E-6	 1.5098949288144397E-7	 1.2520588063778628E-4	 0.22714679569182863	 0.0016697097822158521	 0.004563846451907473	 0.7664890416091554	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-65.5	 0.005374093385071844	 2.0048373309267806E-4	 514.27946206909	 514.27946206909	 1172.9420723527517	 3.5279154456366735	 3.527913862507036	 1072.2099316075858	 0.08933575660249088	 1.6355942788630307	 1516.7443239512904	 0.12637404090219995	 1.883350501229137	 0.0	 0.0	 0.0	 444.53439234370467	 0.037038284299709075	 0.24775622236610637	 0.0	 0.005103961744801173	 368.9977698495669	 1.7853222768893762E-5	 1.4875176183647444E-9	 5.561823842631538E-8	 3.4486713139756966	 759404.474159528	 0.0	 230.22953713124994	 4.056665711061596	 0.020722921237024322	 4.7725220415718373E-4	 4.7725220415718373E-4	 753.0225812266873	 1041.1933927310051	 1.3826854847232897	 4.953000293549689	 1.1180612286634096E-10	 2.3107558307596818E-7	 2.1420779966379487E-14	 3.230889641468251E-9	 4.980264209783977E-6	 1.5098949288144394E-7	 1.2520588063778625E-4	 0.22714679569182863	 0.001669709782215852	 0.004563846451907473	 0.7664890416091554	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
-64.0	 0.005499072301003748	 1.9447074073047674E-4	 520.0899635987057	 520.0899635987057	 1178.037144673866	 3.6780700552476597	 3.6780707947928066	 -625.4961658045194	 -0.052115888481207275	 1.5574204461412195	 -144.02408568651916	 -0.011999982731456483	 1.8653505271319522	 0.0	 0.0	 0.0	 481.47208011800024	 0.040115905749750796	 0.30793008099073255	 0.0	 0.005055181032374311	 368.9977698495669	 1.8248219180122293E-5	 1.5204284338796337E-9	 5.789888107713483E-8	 3.448671313975696	 759404.474159528	 0.0	 237.40207190880133	 4.077111791878772	 0.020433138472580888	 4.7724994825106796E-4	 4.7724994825106796E-4	 754.1642598759266	 1042.3350713802442	 1.3821061628559896	 7.042734229583912	 1.1180612286634094E-10	 2.3107558307596818E-7	 2.1420779966379487E-14	 3.2308896414682504E-9	 4.980264209783977E-6	 1.5098949288144397E-7	 1.2520588063778625E-4	 0.22714679569182863	 0.001669709782215852	 0.004563846451907473	 0.7664890416091554	 3.491225193747292E-8	 0.0	 0.0	 0.0	 
