Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	pZyl_mess [bar]	pZyl_berech [bar]	pSaug [bar]	pAbg [bar]	T [K]	dQw [J/s]	V [m3]	m [kg]	R [J/kg/K]	mK [kg]	V_motor [m^3]	dm [kg/s]	dmEV [kg/s]	dmAV [kg/s]	dmEV aus Zylinder [kg/s]	Hub_E [m]	Hub_A [m]	alpha_E_vor [-]	alpha_E_rück [-]	alpha_A_vor [-]	alpha_A_rück [-]	dmL [kg/s]	dmL [kg/KW]	mL [kg]	T_Saug [K]	H_Massenbruch	O_Massenbruch	N_Massenbruch	H2_Massenbruch	OH_Massenbruch	CO_Massenbruch	NO_Massenbruch	O2_Massenbruch	H2O_Massenbruch	CO2_Massenbruch	N2_Massenbruch	RON_95_Massenbruch	AGR_intern_LWA_Massenbruch	AGR_extern_LWA_Massenbruch	feuchteLuft_LWA_Massenbruch
155.5	 0.023787653665705608	 1.8530750822499475	 1.8525766939106407	 0.9644533921942531	 1.077210460334032	 680.0424679869164	 1035.3944012565385	 4.7007552804710797E-4	 4.530902090850768E-4	 282.63316793474644	 4.530902090850768E-4	 4.7411415059403245E-4	 -0.027433346260001996	 0.0	 -0.027433346260001996	 0.035018263428311554	 0.0	 9.7692185E-4	 1.77561E-4	 2.57597E-4	 0.01783548096633455	 0.017051661834977146	 8.636221216377624E-6	 7.195637102473195E-10	 -1.3610056746915651E-6	 323.57998690838957	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
157.0	 0.023912632581637512	 1.8245133751561264	 1.822338428660535	 0.9682193596999737	 1.0854754502653823	 676.902274180695	 1013.4428741829821	 4.718523678306998E-4	 4.494548514940136E-4	 282.63316793474644	 4.4945485149401355E-4	 4.75890990378534E-4	 -0.030779727839029002	 0.0	 -0.030779727839029002	 0.035018263428311554	 0.0	 0.00110693099	 1.77561E-4	 2.57597E-4	 0.020362107120232342	 0.01924078281286064	 8.464071708557744E-6	 7.052203376702933E-10	 -1.3599478441850598E-6	 323.57998690838957	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
158.5	 0.024037611497569413	 1.7923702895726026	 1.7907130907655913	 0.971679838876175	 1.0946473907688148	 673.5937711812608	 990.2421083640894	 4.735193750278889E-4	 4.4539216533794106E-4	 282.63316793474644	 4.45392165337941E-4	 4.775579975765766E-4	 -0.03414211869886413	 0.0	 -0.03414211869886413	 0.035018263428311554	 0.0	 0.001242402295	 1.77561E-4	 2.57597E-4	 0.023037850447784967	 0.02150525828855512	 8.27729918129204E-6	 6.896585856812737E-10	 -1.3589133563065378E-6	 323.57998690838957	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
160.0	 0.024162590413501318	 1.7600952497556681	 1.7579283395367482	 0.9745519999745733	 1.1035617715468466	 670.1328088783915	 966.0212070340464	 4.7507656344710587E-4	 4.4094128799023407E-4	 282.63316793474644	 4.4094128799023407E-4	 4.791151859965905E-4	 -0.03695284304618048	 0.0	 -0.03695284304618048	 0.035018263428311554	 0.0	 0.00136675854	 1.77561E-4	 2.57597E-4	 0.02549405615716564	 0.02358393957867744	 8.076185215269136E-6	 6.729019153797348E-10	 -1.3579040034334682E-6	 323.57998690838957	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
161.5	 0.024287569329433222	 1.7254928689776365	 1.7241848148940666	 0.9766902347571821	 1.1115126484347186	 666.5332098521526	 940.9584601165699	 4.765239555538303E-4	 4.361377057888412E-4	 282.63316793474644	 4.361377057888412E-4	 4.805625781040548E-4	 -0.03988254412354128	 0.0	 -0.03988254412354128	 0.035018263428311554	 0.0	 0.0015037795650000019	 1.77561E-4	 2.57597E-4	 0.028200408571635825	 0.025874319454821867	 7.860589210513097E-6	 6.549386120772954E-10	 -1.3569215955153524E-6	 323.57998690838957	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
163.0	 0.024412548245365123	 1.6949693769867904	 1.6894755199707594	 0.9781816283498593	 1.1184334488923846	 662.788371360763	 915.0350903042622	 4.778615801758066E-4	 4.309789033415736E-4	 282.63316793474644	 4.309789033415735E-4	 4.819002027267138E-4	 -0.04262902796295933	 0.0	 -0.04262902796295933	 0.035018263428311554	 0.0	 0.00164428778	 1.77561E-4	 2.57597E-4	 0.03097563775210748	 0.028222989580950077	 7.628557081155346E-6	 6.356058627516267E-10	 -1.3559681867212249E-6	 323.57998690838957	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
164.5	 0.024537527161297028	 1.6599789797327853	 1.6539204872268096	 0.9791074040935662	 1.1242877019816295	 658.9042343262164	 888.3729963700979	 4.790894703722327E-4	 4.254865418208722E-4	 282.63316793474644	 4.254865418208722E-4	 4.831280929237654E-4	 -0.04518473384802589	 0.0	 -0.04518473384802589	 0.035018263428311554	 0.0	 0.0017891689950000002	 1.77561E-4	 2.57597E-4	 0.03383723965609717	 0.03064475674600632	 7.379043452161496E-6	 6.14816567510369E-10	 -1.3550459618699593E-6	 323.57998690838957	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
166.0	 0.024662506077228932	 1.6241180863689406	 1.6177402925031112	 0.979730710272056	 1.1318377893958171	 654.8975586842279	 861.1682584068141	 4.8020766146748253E-4	 4.1970233877214016E-4	 282.63316793474644	 4.1970233877214016E-4	 4.8424628401958343E-4	 -0.04730040712358881	 0.0	 -0.04730040712358881	 0.035018263428311554	 0.0	 0.00193253687	 1.77561E-4	 2.57597E-4	 0.03666895102786442	 0.033041227621812316	 7.111500028179592E-6	 5.925250427810572E-10	 -1.3541571743057878E-6	 323.57998690838957	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
167.5	 0.024787484993160833	 1.5894749449501764	 1.5812712362500487	 0.980253145512331	 1.1375542690296843	 650.7985453529244	 833.6191121821018	 4.8121618924967455E-4	 4.1369178870091826E-4	 282.63316793474644	 4.1369178870091826E-4	 4.852548118022864E-4	 -0.048210090845849304	 0.0	 -0.048210090845849304	 0.035018263428311554	 0.0	 0.0020815924050000003	 1.77561E-4	 2.57597E-4	 0.03881681232215739	 0.03537989354162773	 6.8252757554275136E-6	 5.68677043233089E-10	 -1.3533041587409381E-6	 323.57998690838957	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
169.0	 0.024912463909092738	 1.555367931677865	 1.5455890748210765	 0.9806356370455114	 1.1361610932859771	 646.7199778399902	 806.7855244113887	 4.821150883341985E-4	 4.076668140278197E-4	 282.63316793474644	 4.076668140278197E-4	 4.8615371088726406E-4	 -0.04820300532798534	 0.0	 -0.04820300532798534	 0.035018263428311554	 0.0	 0.00222362448	 1.77561E-4	 2.57597E-4	 0.040236172651266236	 0.03748791456647967	 6.52937805897314E-6	 5.440230610133457E-10	 -1.3524881241494182E-6	 323.57998690838957	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
170.5	 0.025037442825024642	 1.5201558863689406	 1.5107995293805363	 0.9805905688532915	 1.1355173646818584	 642.6753003616221	 780.5233376594116	 4.829043906921634E-4	 4.016550756279694E-4	 282.63316793474644	 4.016550756279694E-4	 4.8694301324562556E-4	 -0.04799675467174639	 0.0	 -0.04799675467174639	 0.035018263428311554	 0.0	 0.002366505210000002	 1.77561E-4	 2.57597E-4	 0.04166401379177	 0.03960853121512188	 6.220833078257972E-6	 5.183153162093378E-10	 -1.3517106511751043E-6	 323.57998690838957	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
172.0	 0.025162421740956543	 1.4881670085657372	 1.476920044801868	 0.9803782786931088	 1.1321616960319727	 638.6689231723021	 754.9248812504462	 4.83584124343623E-4	 3.956672539491404E-4	 282.63316793474644	 3.9566725394914035E-4	 4.876227468974247E-4	 -0.047733071135275564	 0.0	 -0.047733071135275564	 0.035018263428311554	 0.0	 0.00251042829	 1.77561E-4	 2.57597E-4	 0.04310227138390302	 0.04174461828278914	 5.898934721732603E-6	 4.914949777834699E-10	 -1.350973408708429E-6	 323.57998690838957	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
173.5	 0.025287400656888448	 1.4533521632568123	 1.4441024500433877	 0.9802609574116441	 1.134535342713895	 634.7209086988737	 730.1314204904746	 4.8415431221536775E-4	 3.8974080501299216E-4	 282.63316793474644	 3.8974080501299216E-4	 4.8819293476945203E-4	 -0.04703660320539166	 0.0	 -0.04703660320539166	 0.035018263428311554	 0.0	 0.002656745045	 1.77561E-4	 2.57597E-4	 0.04456444954000571	 0.04391623195405397	 5.563534639975287E-6	 4.635496853691357E-10	 -1.3502780841803754E-6	 323.57998690838957	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
175.0	 0.025412379572820352	 1.4201794241263774	 1.4125191703307853	 0.9801322585558088	 1.1353687253225904	 630.8550221567439	 706.2774637729271	 4.846149711630422E-4	 3.8391801027435636E-4	 282.63316793474644	 3.8391801027435626E-4	 4.886535937173521E-4	 -0.04620936847133839	 0.0	 -0.04620936847133839	 0.035018263428311554	 0.0	 0.00280463814	 1.77561E-4	 2.57597E-4	 0.04604238043689732	 0.04611124145236924	 5.214435067080292E-6	 4.3446296125399776E-10	 -1.3496263897384944E-6	 323.57998690838957	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
176.5	 0.025537358488752254	 1.3876577481538375	 1.3821142271690992	 0.9800990809814383	 1.1338120626223616	 627.069427893991	 683.2780319669155	 4.849661111573469E-4	 3.7819568989110166E-4	 282.63316793474644	 3.7819568989110166E-4	 4.890047337118258E-4	 -0.0452785622664048	 0.0	 -0.0452785622664048	 0.035018263428311554	 0.0	 0.0029498098999999997	 1.77561E-4	 2.57597E-4	 0.0474931163854562	 0.04826586126127339	 4.847749784622105E-6	 4.039110085274592E-10	 -1.3490205232257033E-6	 323.57998690838957	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
178.0	 0.025662337404684158	 1.3568601513574992	 1.3528794136860547	 0.9800605578693099	 1.1313950012951304	 623.3677335488021	 661.1974598025719	 4.8520773463411155E-4	 3.7257984562106595E-4	 282.63316793474644	 3.725798456210659E-4	 4.892463571887025E-4	 -0.044676046296289205	 0.0	 -0.044676046296289205	 0.035018263428311554	 0.0	 0.00309472858	 1.77561E-4	 2.57597E-4	 0.04946076201424298	 0.050492996743660236	 4.460848597608472E-6	 3.716746812436388E-10	 -1.348463011203838E-6	 323.57998690838957	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
