CA	pMess	dummy	dummy	
-299.9	1.12217275	5	5	240
-299.65	1.122337366	5	5	241
-299.4	1.121047898	5	5	242
-299.15	1.118501592	5	5	243
-298.9	1.115209456	5	5	244
-298.65	1.111837958	5	5	245
-298.4	1.109008446	5	5	246
-298.15	1.107128737	5	5	247
-297.9	1.106315593	5	5	248
-297.65	1.106425945	5	5	249
-297.4	1.107167503	5	5	250
-297.15	1.108228235	5	5	251
-296.9	1.109363917	5	5	252
-296.65	1.110413288	5	5	253
-296.4	1.111254688	5	5	254
-296.15	1.111751492	5	5	255
-295.9	1.11173676	5	5	256
-295.65	1.111058651	5	5	257
-295.4	1.109665247	5	5	258
-295.15	1.107677098	5	5	259
-294.9	1.10539698	5	5	260
-294.65	1.103238413	5	5	261
-294.4	1.101598367	5	5	262
-294.15	1.100729893	5	5	263
-293.9	1.100670753	5	5	264
-293.65	1.101255686	5	5	265
-293.4	1.102199848	5	5	266
-293.15	1.103210597	5	5	267
-292.9	1.104078096	5	5	268
-292.65	1.104711968	5	5	269
-292.4	1.105119964	5	5	270
-292.15	1.105350864	5	5	271
-291.9	1.10543698	5	5	272
-291.65	1.105367802	5	5	273
-291.4	1.105107529	5	5	274
-291.15	1.10464337	5	5	275
-290.9	1.104031543	5	5	276
-290.65	1.10340699	5	5	277
-290.4	1.102944639	5	5	278
-290.15	1.102792235	5	5	279
-289.9	1.103014595	5	5	280
-289.65	1.103580389	5	5	281
-289.4	1.104391068	5	5	282
-289.15	1.105322236	5	5	283
-288.9	1.106244704	5	5	284
-288.65	1.107017835	5	5	285
-288.4	1.107479092	5	5	286
-288.15	1.107463064	5	5	287
-287.9	1.106860678	5	5	288
-287.65	1.105691874	5	5	289
-287.4	1.104142398	5	5	290
-287.15	1.102527229	5	5	291
-286.9	1.101183657	5	5	292
-286.65	1.10034042	5	5	293
-286.4	1.100027717	5	5	294
-286.15	1.100075104	5	5	295
-285.9	1.100200601	5	5	296
-285.65	1.100149269	5	5	297
-285.4	1.099816592	5	5	298
-285.15	1.099301671	5	5	299
-284.9	1.098870528	5	5	300
-284.65	1.098851156	5	5	301
-284.4	1.099508461	5	5	302
-284.15	1.100948215	5	5	303
-283.9	1.103079224	5	5	304
-283.65	1.10563669	5	5	305
-283.4	1.10825091	5	5	306
-283.15	1.110538127	5	5	307
-282.9	1.112190093	5	5	308
-282.65	1.113040763	5	5	309
-282.4	1.11309282	5	5	310
-282.15	1.11249711	5	5	311
-281.9	1.111494472	5	5	312
-281.65	1.110344261	5	5	313
-281.4	1.109266947	5	5	314
-281.15	1.108416387	5	5	315
-280.9	1.107878467	5	5	316
-280.65	1.107680227	5	5	317
-280.4	1.107795301	5	5	318
-280.15	1.108143935	5	5	319
-279.9	1.10859753	5	5	320
-279.65	1.108999076	5	5	321
-279.4	1.109201285	5	5	322
-279.15	1.109111459	5	5	323
-278.9	1.108725125	5	5	324
-278.65	1.108133407	5	5	325
-278.4	1.107499572	5	5	326
-278.15	1.107011995	5	5	327
-277.9	1.106828586	5	5	328
-277.65	1.107029291	5	5	329
-277.4	1.107589987	5	5	330
-277.15	1.108385365	5	5	331
-276.9	1.109221729	5	5	332
-276.65	1.109892968	5	5	333
-276.4	1.110244443	5	5	334
-276.15	1.110223085	5	5	335
-275.9	1.109892716	5	5	336
-275.65	1.109405086	5	5	337
-275.4	1.108936483	5	5	338
-275.15	1.108617461	5	5	339
-274.9	1.108487816	5	5	340
-274.65	1.108496242	5	5	341
-274.4	1.108540264	5	5	342
-274.15	1.108521083	5	5	343
-273.9	1.108382533	5	5	344
-273.65	1.108116411	5	5	345
-273.4	1.107739835	5	5	346
-273.15	1.107268759	5	5	347
-272.9	1.106712805	5	5	348
-272.65	1.106098396	5	5	349
-272.4	1.105501579	5	5	350
-272.15	1.105057962	5	5	351
-271.9	1.104927757	5	5	352
-271.65	1.105225036	5	5	353
-271.4	1.1059507	5	5	354
-271.15	1.106974541	5	5	355
-270.9	1.108085056	5	5	356
-270.65	1.109082316	5	5	357
-270.4	1.109859347	5	5	358
-270.15	1.110423248	5	5	359
-269.9	1.110846398	5	5	360
-269.65	1.111184167	5	5	361
-269.4	1.111416856	5	5	362
-269.15	1.111455439	5	5	363
-268.9	1.11120622	5	5	364
-268.65	1.11064995	5	5	365
-268.4	1.109883371	5	5	366
-268.15	1.109098616	5	5	367
-267.9	1.108516697	5	5	368
-267.65	1.108315915	5	5	369
-267.4	1.108589789	5	5	370
-267.15	1.109341649	5	5	371
-266.9	1.110498955	5	5	372
-266.65	1.111928103	5	5	373
-266.4	1.113447801	5	5	374
-266.15	1.114856275	5	5	375
-265.9	1.115984358	5	5	376
-265.65	1.116761725	5	5	377
-265.4	1.117257394	5	5	378
-265.15	1.117655011	5	5	379
-264.9	1.11815784	5	5	380
-264.65	1.118867999	5	5	381
-264.4	1.119712646	5	5	382
-264.15	1.120470446	5	5	383
-263.9	1.120892233	5	5	384
-263.65	1.120848596	5	5	385
-263.4	1.120416441	5	5	386
-263.15	1.119851849	5	5	387
-262.9	1.119465266	5	5	388
-262.65	1.119472377	5	5	389
-262.4	1.119904424	5	5	390
-262.15	1.120621342	5	5	391
-261.9	1.121408655	5	5	392
-261.65	1.122094118	5	5	393
-261.4	1.122617931	5	5	394
-261.15	1.123026944	5	5	395
-260.9	1.123411758	5	5	396
-260.65	1.123835383	5	5	397
-260.4	1.124298031	5	5	398
-260.15	1.124752331	5	5	399
-259.9	1.125149106	5	5	400
-259.65	1.125477453	5	5	401
-259.4	1.12577211	5	5	402
-259.15	1.126086974	5	5	403
-258.9	1.126457635	5	5	404
-258.65	1.126881781	5	5	405
-258.4	1.12733103	5	5	406
-258.15	1.127782453	5	5	407
-257.9	1.128241667	5	5	408
-257.65	1.128734693	5	5	409
-257.4	1.12927038	5	5	410
-257.15	1.129801268	5	5	411
-256.9	1.130217773	5	5	412
-256.65	1.130390841	5	5	413
-256.4	1.130243832	5	5	414
-256.15	1.129810209	5	5	415
-255.9	1.129238472	5	5	416
-255.65	1.128738262	5	5	417
-255.4	1.12849949	5	5	418
-255.15	1.128632908	5	5	419
-254.9	1.129163809	5	5	420
-254.65	1.130072824	5	5	421
-254.4	1.131346096	5	5	422
-254.15	1.132993459	5	5	423
-253.9	1.135019276	5	5	424
-253.65	1.137366882	5	5	425
-253.4	1.139879028	5	5	426
-253.15	1.142308993	5	5	427
-252.9	1.144386027	5	5	428
-252.65	1.145904764	5	5	429
-252.4	1.14679268	5	5	430
-252.15	1.147121533	5	5	431
-251.9	1.147060229	5	5	432
-251.65	1.146797813	5	5	433
-251.4	1.146477798	5	5	434
-251.15	1.146172593	5	5	435
-250.9	1.145899498	5	5	436
-250.65	1.145656362	5	5	437
-250.4	1.145449924	5	5	438
-250.15	1.145303096	5	5	439
-249.9	1.145246311	5	5	440
-249.65	1.145307396	5	5	441
-249.4	1.145508984	5	5	442
-249.15	1.1458699	5	5	443
-248.9	1.146400485	5	5	444
-248.65	1.147088258	5	5	445
-248.4	1.147883835	5	5	446
-248.15	1.148704059	5	5	447
-247.9	1.149460813	5	5	448
-247.65	1.150104385	5	5	449
-247.4	1.150655013	5	5	450
-247.15	1.151199178	5	5	451
-246.9	1.151848423	5	5	452
-246.65	1.15268332	5	5	453
-246.4	1.153715232	5	5	454
-246.15	1.154886287	5	5	455
-245.9	1.156102508	5	5	456
-245.65	1.157274768	5	5	457
-245.4	1.158341118	5	5	458
-245.15	1.159261433	5	5	459
-244.9	1.159997408	5	5	460
-244.65	1.160501191	5	5	461
-244.4	1.160727561	5	5	462
-244.15	1.160664809	5	5	463
-243.9	1.160363732	5	5	464
-243.65	1.159943669	5	5	465
-243.4	1.159568476	5	5	466
-243.15	1.159402786	5	5	467
-242.9	1.159568228	5	5	468
-242.65	1.160116469	5	5	469
-242.4	1.161025384	5	5	470
-242.15	1.162213952	5	5	471
-241.9	1.163565773	5	5	472
-241.65	1.16495176	5	5	473
-241.4	1.166247688	5	5	474
-241.15	1.167348022	5	5	475
-240.9	1.168179983	5	5	476
-240.65	1.168718924	5	5	477
-240.4	1.169000222	5	5	478
-240.15	1.169119215	5	5	479
-239.9	1.169213293	5	5	480
-239.65	1.169428224	5	5	481
-239.4	1.169878886	5	5	482
-239.15	1.170617801	5	5	483
-238.9	1.17162204	5	5	484
-238.65	1.172802561	5	5	485
-238.4	1.174032608	5	5	486
-238.15	1.175185129	5	5	487
-237.9	1.176165151	5	5	488
-237.65	1.176924593	5	5	489
-237.4	1.177456118	5	5	490
-237.15	1.177775651	5	5	491
-236.9	1.177910838	5	5	492
-236.65	1.177906961	5	5	493
-236.4	1.17784428	5	5	494
-236.15	1.177844909	5	5	495
-235.9	1.178048436	5	5	496
-235.65	1.178556834	5	5	497
-235.4	1.179376963	5	5	498
-235.15	1.180400936	5	5	499
-234.9	1.181448407	5	5	500
-234.65	1.182358034	5	5	501
-234.4	1.183081616	5	5	502
-234.15	1.183726373	5	5	503
-233.9	1.184514822	5	5	504
-233.65	1.185674391	5	5	505
-233.4	1.187306446	5	5	506
-233.15	1.189297498	5	5	507
-232.9	1.191318227	5	5	508
-232.65	1.192917912	5	5	509
-232.4	1.193680445	5	5	510
-232.15	1.193381317	5	5	511
-231.9	1.192083574	5	5	512
-231.65	1.190134523	5	5	513
-231.4	1.188063624	5	5	514
-231.15	1.186419603	5	5	515
-230.9	1.185606756	5	5	516
-230.65	1.185778564	5	5	517
-230.4	1.186822449	5	5	518
-230.15	1.188432699	5	5	519
-229.9	1.190234838	5	5	520
-229.65	1.191908781	5	5	521
-229.4	1.193266359	5	5	522
-229.15	1.194265614	5	5	523
-228.9	1.194974024	5	5	524
-228.65	1.195510185	5	5	525
-228.4	1.195992128	5	5	526
-228.15	1.19650639	5	5	527
-227.9	1.197097265	5	5	528
-227.65	1.197769094	5	5	529
-227.4	1.198496167	5	5	530
-227.15	1.199238229	5	5	531
-226.9	1.199959092	5	5	532
-226.65	1.200641635	5	5	533
-226.4	1.201290462	5	5	534
-226.15	1.201918386	5	5	535
-225.9	1.202523188	5	5	536
-225.65	1.203069359	5	5	537
-225.4	1.203488721	5	5	538
-225.15	1.203703618	5	5	539
-224.9	1.203663652	5	5	540
-224.65	1.203379732	5	5	541
-224.4	1.202940689	5	5	542
-224.15	1.20250492	5	5	543
-223.9	1.202267315	5	5	544
-223.65	1.202407774	5	5	545
-223.4	1.203032764	5	5	546
-223.15	1.204126666	5	5	547
-222.9	1.205532894	5	5	548
-222.65	1.206981139	5	5	549
-222.4	1.20816346	5	5	550
-222.15	1.208840834	5	5	551
-221.9	1.208942566	5	5	552
-221.65	1.20861502	5	5	553
-221.4	1.208190784	5	5	554
-221.15	1.208081202	5	5	555
-220.9	1.20863046	5	5	556
-220.65	1.209989587	5	5	557
-220.4	1.212061805	5	5	558
-220.15	1.214539073	5	5	559
-219.9	1.217009885	5	5	560
-219.65	1.219091352	5	5	561
-219.4	1.22053616	5	5	562
-219.15	1.221283924	5	5	563
-218.9	1.221452363	5	5	564
-218.65	1.221282544	5	5	565
-218.4	1.221059526	5	5	566
-218.15	1.221029282	5	5	567
-217.9	1.221331179	5	5	568
-217.65	1.221963811	5	5	569
-217.4	1.222796959	5	5	570
-217.15	1.223630171	5	5	571
-216.9	1.22428093	5	5	572
-216.65	1.22467007	5	5	573
-216.4	1.224867931	5	5	574
-216.15	1.225076513	5	5	575
-215.9	1.225548085	5	5	576
-215.65	1.226469927	5	5	577
-215.4	1.227864459	5	5	578
-215.15	1.22955245	5	5	579
-214.9	1.231201634	5	5	580
-214.65	1.232444077	5	5	581
-214.4	1.233012639	5	5	582
-214.15	1.2328381	5	5	583
-213.9	1.232069166	5	5	584
-213.65	1.231015877	5	5	585
-213.4	1.230050861	5	5	586
-213.15	1.229514041	5	5	587
-212.9	1.229651429	5	5	588
-212.65	1.230590701	5	5	589
-212.4	1.232335736	5	5	590
-212.15	1.234762705	5	5	591
-211.9	1.237618587	5	5	592
-211.65	1.240541901	5	5	593
-211.4	1.243126291	5	5	594
-211.15	1.245025222	5	5	595
-210.9	1.246063913	5	5	596
-210.65	1.246306546	5	5	597
-210.4	1.246038875	5	5	598
-210.15	1.245665016	5	5	599
-209.9	1.245559959	5	5	600
-209.65	1.245940714	5	5	601
-209.4	1.246807065	5	5	602
-209.15	1.24796704	5	5	603
-208.9	1.249124869	5	5	604
-208.65	1.249989944	5	5	605
-208.4	1.25036913	5	5	606
-208.15	1.250221412	5	5	607
-207.9	1.24966912	5	5	608
-207.65	1.248967168	5	5	609
-207.4	1.248434988	5	5	610
-207.15	1.248363263	5	5	611
-206.9	1.248920519	5	5	612
-206.65	1.250094091	5	5	613
-206.4	1.25169385	5	5	614
-206.15	1.253422247	5	5	615
-205.9	1.254982415	5	5	616
-205.65	1.25617702	5	5	617
-205.4	1.256957044	5	5	618
-205.15	1.257407507	5	5	619
-204.9	1.257688145	5	5	620
-204.65	1.25796295	5	5	621
-204.4	1.258347639	5	5	622
-204.15	1.258887074	5	5	623
-203.9	1.259558757	5	5	624
-203.65	1.260291799	5	5	625
-203.4	1.260991911	5	5	626
-203.15	1.261566854	5	5	627
-202.9	1.261949511	5	5	628
-202.65	1.262116812	5	5	629
-202.4	1.262102359	5	5	630
-202.15	1.261998886	5	5	631
-201.9	1.261944974	5	5	632
-201.65	1.262092349	5	5	633
-201.4	1.262558726	5	5	634
-201.15	1.263383583	5	5	635
-200.9	1.264510955	5	5	636
-200.65	1.265815071	5	5	637
-200.4	1.267161878	5	5	638
-200.15	1.268475473	5	5	639
-199.9	1.269770612	5	5	640
-199.65	1.271129104	5	5	641
-199.4	1.272630306	5	5	642
-199.15	1.274273908	5	5	643
-198.9	1.275938752	5	5	644
-198.65	1.277401438	5	5	645
-198.4	1.278405846	5	5	646
-198.15	1.278749706	5	5	647
-197.9	1.278350255	5	5	648
-197.65	1.277267121	5	5	649
-197.4	1.275683516	5	5	650
-197.15	1.273862058	5	5	651
-196.9	1.272092783	5	5	652
-196.65	1.270643509	5	5	653
-196.4	1.269716504	5	5	654
-196.15	1.269415727	5	5	655
-195.9	1.26973248	5	5	656
-195.65	1.270556891	5	5	657
-195.4	1.27171493	5	5	658
-195.15	1.273019448	5	5	659
-194.9	1.274316786	5	5	660
-194.65	1.275512403	5	5	661
-194.4	1.276568682	5	5	662
-194.15	1.277480635	5	5	663
-193.9	1.278245199	5	5	664
-193.65	1.278843396	5	5	665
-193.4	1.279249108	5	5	666
-193.15	1.279463775	5	5	667
-192.9	1.279558159	5	5	668
-192.65	1.279690941	5	5	669
-192.4	1.28007958	5	5	670
-192.15	1.28092294	5	5	671
-191.9	1.282305862	5	5	672
-191.65	1.284133629	5	5	673
-191.4	1.286135667	5	5	674
-191.15	1.287945279	5	5	675
-190.9	1.289224232	5	5	676
-190.65	1.289779194	5	5	677
-190.4	1.28962253	5	5	678
-190.15	1.288957235	5	5	679
-189.9	1.288098514	5	5	680
-189.65	1.287366877	5	5	681
-189.4	1.286992741	5	5	682
-189.15	1.287062676	5	5	683
-188.9	1.287519498	5	5	684
-188.65	1.288208729	5	5	685
-188.4	1.288948186	5	5	686
-188.15	1.289590802	5	5	687
-187.9	1.290057315	5	5	688
-187.65	1.290333457	5	5	689
-187.4	1.290446025	5	5	690
-187.15	1.290440412	5	5	691
-186.9	1.290372694	5	5	692
-186.65	1.290310331	5	5	693
-186.4	1.2903245	5	5	694
-186.15	1.290465458	5	5	695
-185.9	1.290733586	5	5	696
-185.65	1.291072397	5	5	697
-185.4	1.291399941	5	5	698
-185.15	1.29166637	5	5	699
-184.9	1.291900868	5	5	700
-184.65	1.292212228	5	5	701
-184.4	1.292735198	5	5	702
-184.15	1.293549352	5	5	703
-183.9	1.294614691	5	5	704
-183.65	1.295758911	5	5	705
-183.4	1.296724906	5	5	706
-183.15	1.297260704	5	5	707
-182.9	1.297219035	5	5	708
-182.65	1.296631119	5	5	709
-182.4	1.295725904	5	5	710
-182.15	1.294880332	5	5	711
-181.9	1.294508303	5	5	712
-181.65	1.294921621	5	5	713
-181.4	1.296213956	5	5	714
-181.15	1.298216344	5	5	715
-180.9	1.300546234	5	5	716
-180.65	1.302732504	5	5	717
-180.4	1.304366649	5	5	718
-180.15	1.305222295	5	5	719
-179.9	1.30530343	5	5	720
-179.65	1.304813889	5	5	721
-179.4	1.30406929	5	5	722
-179.15	1.303387329	5	5	723
-178.9	1.302992447	5	5	724
-178.65	1.302961608	5	5	725
-178.4	1.303223447	5	5	726
-178.15	1.303605856	5	5	727
-177.9	1.303910811	5	5	728
-177.65	1.303986555	5	5	729
-177.4	1.303771572	5	5	730
-177.15	1.303300845	5	5	731
-176.9	1.302683016	5	5	732
-176.65	1.302066341	5	5	733
-176.4	1.301607465	5	5	734
-176.15	1.30144615	5	5	735
-175.9	1.30168181	5	5	736
-175.65	1.302349857	5	5	737
-175.4	1.303404248	5	5	738
-175.15	1.304717808	5	5	739
-174.9	1.306107426	5	5	740
-174.65	1.307379001	5	5	741
-174.4	1.308376151	5	5	742
-174.15	1.309015458	5	5	743
-173.9	1.309299689	5	5	744
-173.65	1.309310862	5	5	745
-173.4	1.309189089	5	5	746
-173.15	1.309100373	5	5	747
-172.9	1.309194881	5	5	748
-172.65	1.309563103	5	5	749
-172.4	1.310206631	5	5	750
-172.15	1.311040646	5	5	751
-171.9	1.311929535	5	5	752
-171.65	1.31273449	5	5	753
-171.4	1.313342678	5	5	754
-171.15	1.31366354	5	5	755
-170.9	1.313608432	5	5	756
-170.65	1.313088552	5	5	757
-170.4	1.312053452	5	5	758
-170.15	1.310555777	5	5	759
-169.9	1.3087966	5	5	760
-169.65	1.307107298	5	5	761
-169.4	1.305859935	5	5	762
-169.15	1.305343081	5	5	763
-168.9	1.305661933	5	5	764
-168.65	1.306707337	5	5	765
-168.4	1.308200876	5	5	766
-168.15	1.309788929	5	5	767
-167.9	1.311145586	5	5	768
-167.65	1.312052372	5	5	769
-167.4	1.312439015	5	5	770
-167.15	1.312382432	5	5	771
-166.9	1.312068256	5	5	772
-166.65	1.311724829	5	5	773
-166.4	1.311546687	5	5	774
-166.15	1.311630658	5	5	775
-165.9	1.311947189	5	5	776
-165.65	1.312358968	5	5	777
-165.4	1.312681196	5	5	778
-165.15	1.312760609	5	5	779
-164.9	1.312542393	5	5	780
-164.65	1.312099684	5	5	781
-164.4	1.311616685	5	5	782
-164.15	1.311334783	5	5	783
-163.9	1.311482274	5	5	784
-163.65	1.312208831	5	5	785
-163.4	1.313539592	5	5	786
-163.15	1.31535724	5	5	787
-162.9	1.317416693	5	5	788
-162.65	1.319393169	5	5	789
-162.4	1.320956195	5	5	790
-162.15	1.321850718	5	5	791
-161.9	1.321959133	5	5	792
-161.65	1.321322264	5	5	793
-161.4	1.320113394	5	5	794
-161.15	1.318578949	5	5	795
-160.9	1.316971301	5	5	796
-160.65	1.315497878	5	5	797
-160.4	1.314299173	5	5	798
-160.15	1.31345387	5	5	799
-159.9	1.312998948	5	5	800
-159.65	1.312949052	5	5	801
-159.4	1.313302671	5	5	802
-159.15	1.314031515	5	5	803
-158.9	1.315060797	5	5	804
-158.65	1.316256984	5	5	805
-158.4	1.317439695	5	5	806
-158.15	1.318423578	5	5	807
-157.9	1.319078724	5	5	808
-157.65	1.319384607	5	5	809
-157.4	1.319451915	5	5	810
-157.15	1.319500043	5	5	811
-156.9	1.319797712	5	5	812
-156.65	1.320588784	5	5	813
-156.4	1.322028007	5	5	814
-156.15	1.324143645	5	5	815
-155.9	1.32683237	5	5	816
-155.65	1.329882587	5	5	817
-155.4	1.333017275	5	5	818
-155.15	1.335945729	5	5	819
