Lambda [-]	p [Pa]	V [m^3]	T [K]	nC7H16	O2	N2	CO2	H2O	CO	H2	OH	H2O2	HO2	H	O	CH3O	CH2O	HCO	CH2	CH3	CH4	C2H2	C2H3	C2H4	C2H5	C3H4	C3H5	C3H6	C3H7	C7H15-2	C7H15O2	C7KET12	C5H11CO	N	N2O	NO	NO2	iC8H18	C8H17	C8H17OO	iC8KET21	C6H13CO	C4H9	C2H6	CH2CHO	CH2CO	CH3O2	CH3O2H	soot
3.034808286118803	 6625000.0	 8.8877019E-7	 1049.9935025822035	 2.767273966956734E-9	 4.2244095266398E-6	 1.469324325521439E-5	 8.484578257120773E-8	 8.522982322626129E-8	 8.959728177119144E-8	 1.546155975261622E-11	 1.8114358678305524E-12	 3.133399211092498E-8	 1.0915623753954937E-9	 1.9444099201539257E-15	 6.454206157939305E-14	 4.486082436117073E-10	 3.083818089830557E-8	 1.7415113568248522E-12	 1.7470568023991957E-16	 7.304534189449463E-11	 2.3821701458081417E-8	 7.523715641976761E-12	 2.303422577832809E-14	 2.9769503872388374E-8	 1.0942976793723228E-12	 8.265992003047499E-9	 9.46586420642036E-11	 5.7416269708615494E-8	 4.78886571601421E-12	 1.049605793638127E-13	 6.277886480888681E-13	 5.197518890947045E-12	 1.3726871265146366E-13	 1.2106009538804376E-25	 6.939052572564343E-15	 4.572223854535476E-22	 3.637766741520867E-21	 2.0917474827070594E-7	 8.128899716858679E-13	 1.760558940539946E-13	 1.7712702890458652E-11	 7.7879642902834E-14	 8.88958474756044E-12	 1.9730015910681424E-9	 1.373423767877902E-10	 4.77205942120475E-10	 2.1431880814224178E-9	 3.263065760576243E-11	 4.340145699428734E-12	 
3.062725930073099	 6625000.0	 6.483339799999992E-7	 1026.7580977486366	 2.7213905242687674E-9	 3.1801724664631165E-6	 1.0976156371093494E-5	 5.212344724410077E-8	 5.261854223954734E-8	 5.713029348926513E-8	 7.850057883714854E-12	 8.872587838696375E-13	 2.302534112967055E-8	 6.509310716241465E-10	 8.327720665481322E-16	 3.058229905854792E-14	 2.8721661214629253E-10	 2.253784521745468E-8	 8.431042916490192E-13	 7.711593413781497E-17	 4.182791806754486E-11	 1.497915983964109E-8	 3.753118591886001E-12	 1.077516571365032E-14	 2.243126065463505E-8	 5.985286534303334E-13	 4.603473029793954E-9	 4.7719759692919946E-11	 3.7414864910492435E-8	 3.515170843267875E-12	 9.113203358311358E-14	 7.171366561690976E-13	 7.197262157301559E-12	 1.8889440799223648E-13	 2.7963832691770017E-26	 3.235812318255514E-15	 2.3068002466338433E-22	 2.6044481376487905E-21	 1.7166948934255137E-7	 6.261056484423571E-13	 1.7124893222610525E-13	 2.1484815772235567E-11	 9.553377165126966E-14	 1.0343253870499406E-11	 1.1220184662186212E-9	 9.379223319860026E-11	 2.3544804504036567E-10	 1.7155949379328202E-9	 3.52436224445981E-11	 2.349020130525142E-12	 
3.0900859943101695	 6625000.0	 4.515638470000002E-7	 1011.4517200051881	 2.3088609252282246E-9	 2.264117980193661E-6	 7.768738839247659E-6	 3.0977682446297146E-8	 3.1619502260655485E-8	 3.527137082052947E-8	 3.882097421352444E-12	 4.4204893443166865E-13	 1.5659778505868307E-8	 3.8470736842678026E-10	 3.68057040516519E-16	 1.483717859580906E-14	 1.8148661176473096E-10	 1.548018489922671E-8	 4.1117216682452507E-13	 3.415788238174194E-17	 2.3776081027461162E-11	 9.120282128219279E-9	 1.8424407621896986E-12	 5.078222715866597E-15	 1.5712396163756876E-8	 3.482833397148464E-13	 2.4834899441106098E-9	 2.382350070756591E-11	 2.3624426026599945E-8	 2.431490906196929E-12	 7.115583296318435E-14	 6.436056656149524E-13	 7.043008216796118E-12	 1.8436262865713163E-13	 7.978862885062167E-27	 1.4957308478991802E-15	 1.1056693832600136E-22	 1.6367351791516395E-21	 1.2942321286989355E-7	 4.480430996988436E-13	 1.4234088420117207E-13	 2.0167210683839278E-11	 9.018768456451705E-14	 9.521812601615638E-12	 6.173765942633377E-10	 6.003251332149003E-11	 1.1232279785481205E-10	 1.25618929257926E-9	 3.058863944211761E-11	 1.2022457369415065E-12	 
3.1184473656678695	 6625000.0	 5.550251000000002E-7	 1017.2163545854446	 2.420756302168503E-9	 2.767081861371938E-6	 9.49457772825477E-6	 3.7815845627209606E-8	 3.9072834650039886E-8	 4.325236020048686E-8	 5.017264730290142E-12	 5.872371036846693E-13	 1.8608039809517636E-8	 4.888308833431779E-10	 4.947716418483806E-16	 1.9910365331741486E-14	 2.279264321758822E-10	 1.875909827550462E-8	 5.401806054158214E-13	 4.5701877567512013E-17	 3.051231411220294E-11	 1.1229930952642777E-8	 2.4955506083054137E-12	 6.748023574499674E-15	 1.8945899930804354E-8	 3.98094584933667E-13	 3.2539678551915743E-9	 3.143472724232109E-11	 2.9762707886415105E-8	 2.9420423072251762E-12	 7.49204429847795E-14	 6.50204389935322E-13	 6.860756748294402E-12	 1.79840372340673E-13	 1.0658282522592121E-26	 1.963845678942808E-15	 5.540259753430957E-23	 6.663409407860456E-22	 1.551654875447344E-7	 5.382197925797792E-13	 1.6126400726769176E-13	 2.165392611471158E-11	 9.65563418433259E-14	 1.0300508539716966E-11	 7.881231840738207E-10	 7.301690012187462E-11	 1.5077528235222022E-10	 1.481058778185398E-9	 3.2662192629779135E-11	 1.6469649460176372E-12	 
3.1479526890229708	 6625000.0	 6.5410695E-7	 1002.8024783502227	 3.3502308728241368E-9	 3.3280069629332298E-6	 1.1360797757412357E-5	 3.8081124363953794E-8	 3.990002507786744E-8	 4.520689620631559E-8	 4.267458179435841E-12	 4.942986499793935E-13	 2.112574598885906E-8	 4.868137029596611E-10	 3.672602008435099E-16	 1.6153269014169047E-14	 2.425533676912024E-10	 2.1504956185283926E-8	 4.3468300308174895E-13	 3.287289110972302E-17	 2.9047361584581755E-11	 1.1566971232575307E-8	 2.0200208419923692E-12	 5.1980141509453996E-15	 2.2074143533082676E-8	 3.7907822870412586E-13	 2.9846652862510252E-9	 2.612699870962717E-11	 3.1937766361424395E-8	 3.4101259912709902E-12	 9.607629525855207E-14	 9.401119945814795E-13	 1.051275681895018E-11	 2.75131774572647E-13	 4.608302601325812E-27	 1.5639400159288602E-15	 4.95483092996265E-23	 8.65157330491162E-22	 1.9570893359116856E-7	 6.455617131704035E-13	 2.2112556040716048E-13	 3.268309292115197E-11	 1.46352984607658E-13	 1.5333700280998793E-11	 7.330230234159777E-10	 7.81275305914459E-11	 1.2227746981382516E-10	 1.8141059806502615E-9	 4.5776222850400024E-11	 1.4286259561145948E-12	 
3.1717237282173056	 6625000.0	 5.589331159999999E-7	 998.8517731136837	 3.030385245691795E-9	 2.8621199806168362E-6	 9.750500918390819E-6	 3.007228447889234E-8	 3.1970718144821946E-8	 3.6428690382768546E-8	 3.2200510316910276E-12	 3.901283604570741E-13	 1.7268086736013094E-8	 3.947538731901205E-10	 2.826492825961122E-16	 1.2697018373556085E-14	 2.0222412529339044E-10	 1.7937207111440677E-8	 3.3546711562333144E-13	 2.4827936553382013E-17	 2.324502355031706E-11	 9.286428156712655E-9	 1.5509960869569886E-12	 3.987833970685647E-15	 1.8444368296228605E-8	 2.948244245391361E-13	 2.3489779877532586E-9	 2.0230844698817775E-11	 2.6466053765360208E-8	 2.867622890378068E-12	 8.089149654113024E-14	 8.754915267763707E-13	 1.0913092950286369E-11	 2.844348451868814E-13	 3.2257821925563252E-27	 1.1716963524946805E-15	 2.5239670912901494E-23	 3.73249516870986E-22	 1.7030354807648243E-7	 5.476314548605189E-13	 1.9936670852931804E-13	 3.184912892767346E-11	 1.432818425517936E-13	 1.4783438371282794E-11	 5.714364863316199E-10	 6.276011084942783E-11	 9.218600041286558E-11	 1.551611610019286E-9	 4.2188893943563787E-11	 1.1082188355575338E-12	 
3.1976216468258882	 6625000.0	 7.088856600000002E-7	 1001.684022903012	 3.4139420612401224E-9	 3.6223320652640564E-6	 1.2332695304307516E-5	 3.7257307597024346E-8	 4.0008998040165175E-8	 4.5339835883496026E-8	 4.159378141346256E-12	 5.148347606646967E-13	 2.1175776603394123E-8	 5.061740612473716E-10	 3.757684134367945E-16	 1.6933973234811294E-14	 2.588056811847574E-10	 2.235836677804796E-8	 4.3575654252890186E-13	 3.2745280989553105E-17	 3.001652997916161E-11	 1.1597763342893416E-8	 2.072875086442243E-12	 5.227276259754641E-15	 2.2945388888737477E-8	 3.5105536598477507E-13	 3.048206744778969E-9	 2.6319123743313365E-11	 3.38224970767521E-8	 3.5929740906135306E-12	 9.105866626612153E-14	 9.61051301785301E-13	 1.1894434138649028E-11	 3.1002090320614573E-13	 4.49489387280367E-27	 1.546945099539831E-15	 2.201459256309517E-23	 2.1305109905572144E-22	 2.1400778862282798E-7	 6.854550688188066E-13	 2.4230169142113494E-13	 3.798684904068567E-11	 1.7075316379097177E-13	 1.7676117221019934E-11	 7.305053595706013E-10	 7.809450936288054E-11	 1.2226469242437472E-10	 1.9102078549224764E-9	 4.901404947000079E-11	 1.4791152705284482E-12	 
3.2248502518504045	 6625000.0	 8.926877399999999E-7	 995.9108421484667	 4.319495870876268E-9	 4.5997410607194355E-6	 1.5627077253485257E-5	 4.330599059705764E-8	 4.715829659680834E-8	 5.378485490110514E-8	 4.60314142395339E-12	 5.783412340414416E-13	 2.5467986282687822E-8	 5.936024860238425E-10	 4.0354910063173725E-16	 1.872722748661573E-14	 3.1242803168614754E-10	 2.7319041775421967E-8	 4.728320484732073E-13	 3.4282930888659996E-17	 3.453959186410047E-11	 1.3667925044232987E-8	 2.2612143671218134E-12	 5.587872215641081E-15	 2.8049336934316317E-8	 3.750417415500233E-13	 3.48394556184571E-9	 2.8914872953190077E-11	 4.098225508727085E-8	 4.435307748841332E-12	 1.0805703571373914E-13	 1.2502741102848055E-12	 1.6882920224565813E-11	 4.386506634706593E-13	 4.186408488338944E-27	 1.6955225766590474E-15	 2.0166138548299171E-23	 1.60054904611936E-22	 2.755927547188372E-7	 8.59224684628605E-13	 3.251221305846779E-13	 5.473910127440295E-11	 2.470361002741176E-13	 2.5232359087934202E-11	 8.308249915995215E-10	 9.188038427004694E-11	 1.3477611640543982E-10	 2.41960932605975E-9	 6.673260801040838E-11	 1.671473642694826E-12	 
3.2553800642633157	 6625000.0	 4.233174400000001E-7	 985.4986455553601	 2.110841181004232E-9	 2.2128032804471413E-6	 7.4936574823657925E-6	 1.797753054223958E-8	 1.9937249316748862E-8	 2.3123833984361223E-8	 1.6079747570058708E-12	 2.191939522487102E-13	 1.1356794331883335E-8	 2.4745426061518426E-10	 1.381791573035883E-16	 6.814719462091435E-15	 1.3754926663727613E-10	 1.2388595298349885E-8	 1.6836278298418069E-13	 1.1157433232358035E-17	 1.385908848904138E-11	 5.7837824971947295E-9	 7.589769165288557E-13	 1.907487412315611E-15	 1.273730932383524E-8	 1.3506718656264472E-13	 1.3234873484882366E-9	 1.0334552308182977E-11	 1.7920101829746315E-8	 2.048873811249237E-12	 4.8803145410675004E-14	 6.296629428493521E-13	 8.903610305260229E-12	 2.3109559351806487E-13	 9.740871129736844E-28	 5.706943328651272E-16	 4.909628509961322E-24	 4.467178431941966E-23	 1.364699498364338E-7	 4.0836873688925786E-13	 1.7065817447596004E-13	 3.0799762246950705E-11	 1.3939839940555974E-13	 1.4082895151857535E-11	 3.1888462483464036E-10	 3.874746527080957E-11	 4.5458315759005906E-11	 1.1652371087420733E-9	 3.496963378953549E-11	 5.8865399227965E-13	 
3.2809780989624246	 6625000.0	 6.269399500000003E-7	 979.3859059974551	 3.1774932095125036E-9	 3.305523642933159E-6	 1.1171795761529076E-5	 2.440045969016235E-8	 2.7513508640265964E-8	 3.210081438603668E-8	 2.0388441172294243E-12	 2.840940564875665E-13	 1.5898155989823572E-8	 3.377020522633168E-10	 1.671142851272804E-16	 8.53268474597762E-15	 1.9442387630233214E-10	 1.767485737053852E-8	 2.0817383939557654E-13	 1.2982924423326761E-17	 1.839519746527132E-11	 7.967986952841942E-9	 9.298875117457732E-13	 2.291850950515154E-15	 1.8084765121384272E-8	 1.624315555391594E-13	 1.7574282316646602E-9	 1.3024937979018751E-11	 2.5473953797543894E-8	 2.9628842732307827E-12	 6.790736552398542E-14	 9.738202640730771E-13	 1.4963389880411427E-11	 3.87239467666319E-13	 8.816623084160369E-28	 7.063422882272176E-16	 4.6874655173889E-24	 3.149587672815087E-23	 2.065845271657499E-7	 6.006716324549967E-13	 2.7034238798851513E-13	 5.224820778000474E-11	 2.373351127617609E-13	 2.3690366391062E-11	 4.2041363902898884E-10	 5.28863597038942E-11	 5.7093546984662416E-11	 1.735598111975448E-9	 5.58343084075514E-11	 7.610355216479839E-13	 
3.305955328859927	 6625000.0	 4.0698301E-7	 967.5546498199756	 2.220018456073878E-9	 2.179050421669062E-6	 7.3449606632741195E-6	 1.3911086596050122E-8	 1.604417225812932E-8	 1.900529159618179E-8	 9.445685906643912E-13	 1.487794118256219E-13	 9.577836277592794E-9	 1.9248864860640972E-10	 7.822398946930025E-17	 4.1905273308745134E-15	 1.183797074651384E-10	 1.0917774633943265E-8	 1.0230011777275003E-13	 5.745140220576979E-18	 9.96093093568233E-12	 4.633601759708237E-9	 4.0520209280887685E-13	 1.0660628420879873E-15	 1.1028777087331357E-8	 7.774517385515644E-14	 9.001637518214954E-10	 6.33918327185757E-12	 1.523379893515877E-8	 1.8673509239722857E-12	 4.1678245620156304E-14	 7.147729118750551E-13	 1.2677547840608538E-11	 3.2643064013037636E-13	 2.945259825175031E-28	 3.265850962876031E-16	 1.635951961861595E-24	 1.2011658596721233E-23	 1.3962534467925045E-7	 3.889727652255793E-13	 2.0178535100868378E-13	 4.471397974346611E-11	 2.0462572962348404E-13	 1.996834643331824E-11	 2.1766080330285407E-10	 3.0026047791942535E-11	 2.5298869435374126E-11	 1.162843444623742E-9	 4.435896936207183E-11	 3.4069766431399256E-13	 
3.3346656331544944	 6625000.0	 5.773025300000001E-7	 966.4097197807429	 2.838663306275393E-9	 3.099402680803109E-6	 1.0433812967235502E-5	 1.835421751156243E-8	 2.156680255127117E-8	 2.5572674946990305E-8	 1.2053174218274734E-12	 1.9834025695652275E-13	 1.2868440868540093E-8	 2.6104383668260974E-10	 9.92341006548502E-17	 5.464407700528079E-15	 1.635742046870318E-10	 1.4960845641471485E-8	 1.3016312111901408E-13	 7.000674682333428E-18	 1.3327676924007071E-11	 6.207593668351242E-9	 5.132393493983476E-13	 1.3292559685181565E-15	 1.503828346473497E-8	 9.156501814656287E-14	 1.1962963274607448E-9	 8.157189692386094E-12	 2.112833378118097E-8	 2.586102147138989E-12	 5.1962611868293383E-14	 9.058150188654188E-13	 1.590093798037382E-11	 4.097639395688916E-13	 2.8904012792622485E-28	 4.197509325125659E-16	 1.756398985654227E-24	 1.20251481919904E-23	 1.9939908802550533E-7	 5.459429376655269E-13	 2.8533354888523557E-13	 6.251563809519729E-11	 2.857410647577912E-13	 2.796558479738679E-11	 2.8531441870462695E-10	 3.9880621478180755E-11	 3.270870597416621E-11	 1.614587105038444E-9	 5.917096178304383E-11	 4.4852012198346725E-13	 
3.3640027416741978	 6625000.0	 6.546008699999999E-7	 962.6699636561794	 3.0022162852820726E-9	 3.534327848183778E-6	 1.1880089561843017E-5	 1.9070824532388933E-8	 2.297068622152143E-8	 2.724348055103412E-8	 1.2174181292458002E-12	 2.129401080091107E-13	 1.3681035684297023E-8	 2.821180938717389E-10	 1.0349670036992081E-16	 5.789887161271762E-15	 1.825541478661547E-10	 1.634365839187383E-8	 1.3425846560115711E-13	 7.088902202332359E-18	 1.4156829926445397E-11	 6.58700777145747E-9	 5.286253831037303E-13	 1.364740985833914E-15	 1.6333331033030428E-8	 8.636951887417286E-14	 1.2605364489752613E-9	 8.462300093961004E-12	 2.340519495161467E-8	 2.857426833629186E-12	 5.11546966506108E-14	 9.659283417087906E-13	 1.894412403547247E-11	 4.858705165830737E-13	 3.0517913047931977E-28	 4.429816388628992E-16	 1.871687922724666E-24	 1.2781669177029002E-23	 2.2855769599894093E-7	 6.108634344701548E-13	 3.395118938693537E-13	 8.133742713239921E-11	 3.739581835851118E-13	 3.596052879595533E-11	 2.94990048693517E-10	 4.19204086273082E-11	 3.3581679631494865E-11	 1.825394543897294E-9	 7.3135958060895E-11	 4.568984476225688E-13	 
3.3889466610582755	 6625000.0	 1.3555538499999997E-6	 963.2864669972275	 5.155891653103189E-9	 7.31943653530867E-6	 2.4588170685296255E-5	 3.8133596296221927E-8	 4.64581252662205E-8	 5.477118093055352E-8	 2.6358256346015155E-12	 4.4411873883327515E-13	 2.7422498542312056E-8	 5.803387921903056E-10	 2.1505006190347256E-16	 1.2134018886096573E-14	 3.755301010126981E-10	 3.30941893860925E-8	 2.7324999981840545E-13	 1.451545556698003E-17	 2.921809985802415E-11	 1.3301949326807841E-8	 1.1596075770493924E-12	 2.8013846001226242E-15	 3.3209884382014864E-8	 1.555017612792313E-13	 2.689630554173072E-9	 1.7629517923910416E-11	 4.891312784578075E-8	 5.8104551667832255E-12	 8.848588354333983E-14	 1.6234039355795E-12	 3.142836497316717E-11	 8.061227938565323E-13	 6.2956609253321615E-28	 9.42907341702658E-16	 3.938363480426708E-24	 2.5554784178931036E-23	 4.7153785662792644E-7	 1.2508625070055176E-12	 6.804855463298788E-13	 1.6045610337325552E-10	 7.372137491523167E-13	 7.102059106528154E-11	 6.171203110334912E-10	 8.527984620833955E-11	 7.469850707780534E-11	 3.6743168709099364E-9	 1.3950434372478802E-10	 1.0430033348666608E-12	 
3.4140021368507893	 6625000.0	 1.0299911719999992E-6	 958.4101370722477	 3.829361831776656E-9	 5.600120916128125E-6	 1.8784277743704712E-5	 2.6300547303551584E-8	 3.27976105901696E-8	 3.878581372801964E-8	 1.6253320968281387E-12	 3.1292409913033014E-13	 1.922190248589948E-8	 4.1318385057029316E-10	 1.4312055433993794E-16	 8.247492298673284E-15	 2.7955858007225314E-10	 2.3924624199225028E-8	 1.8200511436265105E-13	 9.329599009427784E-18	 2.033821071168322E-11	 9.324040894601938E-9	 7.154033531156681E-13	 1.8225269102943688E-15	 2.3559024584711086E-8	 9.459832127623011E-14	 1.7784339852991955E-9	 1.161188019665913E-11	 3.5429643467867895E-8	 4.325102027355554E-12	 5.988011814806357E-14	 1.2440882113460267E-12	 2.744915943496337E-11	 7.007753192960208E-13	 3.828646656915252E-28	 6.138038553594078E-16	 2.4237504385513287E-24	 1.568353122493301E-23	 3.6482759523580744E-7	 9.459015762640787E-13	 5.565711644765697E-13	 1.4377258462670967E-10	 6.640000201360445E-13	 6.3141994569888E-11	 4.060188686919591E-10	 5.812003416231378E-11	 4.635121784076245E-11	 2.8118123138794144E-9	 1.1638713874879426E-10	 6.292670315909154E-13	 
3.442505355387891	 6625000.0	 8.047733749999999E-7	 930.7567927425924	 3.2113745590677615E-9	 4.520722089852303E-6	 1.51229459777949E-5	 1.7162561326476212E-8	 2.2343683799154542E-8	 2.6695810846164158E-8	 7.861417565820752E-13	 1.9039308235161747E-13	 1.2794226253401865E-8	 2.701416248430909E-10	 6.815439112068318E-17	 4.163823209670316E-15	 2.2445001942679614E-10	 1.6926512826686084E-8	 9.757492713005342E-14	 4.160150697674079E-18	 1.1812754730224898E-11	 6.159947672125604E-9	 3.0724524966154647E-13	 8.844474877215956E-16	 1.5846906629177892E-8	 3.975869763414141E-14	 9.98025530658553E-10	 6.052773032430251E-12	 2.460513970195341E-8	 3.401991545321864E-12	 3.5445752706288346E-14	 1.3633547358145441E-12	 1.0267106049028451E-10	 2.484356037872157E-12	 1.174486553691167E-28	 2.991452288323016E-16	 8.178249020790819E-25	 5.566293892682405E-24	 3.0334232795874467E-7	 7.406247442802245E-13	 7.235542371566425E-13	 5.168737457621194E-10	 2.5549541010656014E-12	 2.0242886760434758E-10	 2.3036711833926221E-10	 3.6290143889715263E-11	 2.1879578470115262E-11	 2.7059695971877565E-9	 3.455884895280707E-10	 2.897362743276631E-13	 
3.4697016052888703	 6625000.0	 6.225867200000001E-7	 928.8920176102233	 1.953663812926677E-9	 3.509017777143983E-6	 1.1725650164570978E-5	 1.208486993409887E-8	 1.6177364777528206E-8	 1.9334718315710048E-8	 4.98041704330718E-13	 1.392196281908737E-13	 9.18051892757767E-9	 1.9766408765188169E-10	 4.7962329574635834E-17	 2.998087144248286E-15	 1.63189592573539E-10	 1.2441981818507545E-8	 6.773310529284801E-14	 2.8189330237884393E-18	 8.579797394688462E-12	 4.420516858137688E-9	 1.9629451887159217E-13	 6.031517662513452E-16	 1.1510571581403546E-8	 2.357856977697732E-14	 6.948106683433571E-10	 4.204840272023883E-12	 1.8406628145007376E-8	 2.5022746445877624E-12	 2.1263901837854217E-14	 7.719209206582608E-13	 8.146406155864083E-11	 1.9430713193873038E-12	 7.420853867617082E-29	 2.0457964800281368E-16	 5.166282071973968E-25	 3.40658403845104E-24	 2.3670379181834154E-7	 5.528705504411767E-13	 5.48489621082607E-13	 5.10013536381619E-10	 2.576125450689492E-12	 1.82055547486878E-10	 1.5795478665814064E-10	 2.5478598361775174E-11	 1.4147205784272075E-11	 1.999887092257169E-9	 2.4998656062063983E-10	 1.7817092256724777E-13	 
3.49632162298403	 6625000.0	 6.576064180000002E-7	 925.9767013419689	 1.4762529293599704E-9	 3.7222407421274652E-6	 1.2426655149984166E-5	 1.1775325910948156E-8	 1.6154960666463974E-8	 1.9271576728524094E-8	 4.603000816850615E-13	 1.4097681903124298E-13	 9.047524019789088E-9	 1.9936142261967895E-10	 4.638036686782795E-17	 2.961452184781209E-15	 1.673800853724712E-10	 1.2545675410207206E-8	 6.509315371632287E-14	 2.643904359398576E-18	 8.519233826035859E-12	 4.37572675481183E-9	 1.8451277701349663E-13	 5.723412403791464E-16	 1.1475796270287844E-8	 1.679362882045031E-14	 6.843577574118876E-10	 4.0731544646327156E-12	 1.901314315773922E-8	 2.5113412031480115E-12	 1.5111998045004608E-14	 5.85393636043949E-13	 7.339791884931407E-11	 1.7364669461487137E-12	 6.79894041668613E-29	 1.9984691518086184E-16	 4.81139400520154E-25	 3.0903964507705346E-24	 2.5193381776598824E-7	 5.729095175786643E-13	 5.933360364487396E-13	 6.240429540051382E-10	 3.177049971519374E-12	 2.1047768290047993E-10	 1.526911313321756E-10	 2.4801976393031053E-11	 1.3539873687116491E-11	 2.0676694692979868E-9	 2.555936961689224E-10	 1.6733249476794218E-13	 
3.525100770444506	 6625000.0	 8.361590369999995E-7	 911.4454082376776	 1.1087152210603567E-9	 4.8174504235068995E-6	 1.6058930604356014E-5	 1.2966620606450655E-8	 1.8618921294882322E-8	 2.2088684508977488E-8	 4.4091251868619186E-13	 1.6551943768030148E-13	 1.0053985852682742E-8	 2.2978411351795635E-10	 4.613657344161903E-17	 3.061509138816517E-15	 2.078708344251501E-10	 1.4507499530112269E-8	 6.796911987922271E-14	 2.5333017731145703E-18	 9.245048956524489E-12	 4.885756461693337E-9	 1.7152741454155248E-13	 5.71288408037478E-16	 1.290171780738229E-8	 9.770579621367077E-15	 7.291116037663509E-10	 4.2196376678309115E-12	 2.232846642768397E-8	 3.0774812450944464E-12	 9.312976908642445E-15	 6.040544550776629E-13	 1.2542662094796768E-10	 2.8989758396302197E-12	 5.436117993431957E-29	 2.006029342133631E-16	 4.0258388267121477E-25	 2.5315318245101877E-24	 3.300961330972056E-7	 7.287458971513732E-13	 1.132121021457705E-12	 2.0031339818606198E-9	 1.04154402018844E-11	 4.94855900926447E-10	 1.6085054289977926E-10	 2.686281664807819E-11	 1.3392438051701007E-11	 2.7627788102245693E-9	 4.0916559661890895E-10	 1.5848266846270637E-13	 
3.55021935774574	 6625000.0	 9.793254799999977E-7	 826.5733533698076	 4.499305909939024E-10	 6.2581344128794076E-6	 2.0767846029970926E-5	 8.10895560642071E-9	 1.4950262009881442E-8	 1.5905110079672565E-8	 1.9902923590795225E-13	 1.7572847822686446E-13	 6.261066275461135E-9	 1.7260732101173292E-10	 2.0763549475901694E-17	 1.5566533160512971E-15	 1.8368653351025522E-10	 1.04048482619293E-8	 3.8274424998480814E-14	 1.1141767350780271E-18	 5.151487921110671E-12	 3.0259783000981977E-9	 6.767414184161362E-14	 2.867424330220781E-16	 8.623769331673144E-9	 2.399153130605792E-15	 3.864491133080138E-10	 2.1385393949160336E-12	 1.5246635562789648E-8	 2.852673990777195E-12	 2.402462021985909E-15	 4.490159828487433E-13	 1.8071073622773368E-10	 4.050938126598928E-12	 1.570495397115601E-29	 9.204296972960905E-17	 1.2451598736416857E-25	 7.901343384839877E-25	 4.515947555661142E-7	 9.004891048703752E-13	 7.06406270586309E-12	 1.7192764887458185E-8	 9.239091755989577E-11	 1.8219595286796261E-9	 8.72191850040288E-11	 1.615861994813561E-11	 6.128145065559021E-12	 3.3445523205077433E-9	 7.565763647745022E-10	 6.523913669196974E-14	 
