CrankAngle [°KW]	Time [s n. Rechenbeginn]	Volume [m3]	Sum_V [m3]	T_m [K]	p_exp [bar]	p_0 [bar]	dQbU [J/s]	dQbU [J/KW]	dQbHf [J/KW]	QbU [J]	Qb/QbMax [J/CA]	dQw [J/KW]	Qw [J]	Qw/QbMax [-]	Sum_m [kg]	mGesK [kg]	dQbU_0 [J/CA]	dQbU_1 [J/CA]	dQbU_2 [J/CA]	dQbU_3 [J/CA]	dQbU_4 [J/CA]	dQbU_5 [J/CA]	dQbU_6 [J/CA]	dQbU_7 [J/CA]	dQbU_8 [J/CA]	dQbU_9 [J/CA]	T_Zone_0 [K]	T_Zone_1 [K]	T_Zone_2 [K]	T_Zone_3 [K]	T_Zone_4 [K]	T_Zone_5 [K]	T_Zone_6 [K]	T_Zone_7 [K]	T_Zone_8 [K]	T_Zone_9 [K]	V_0 [-]	V_1 [-]	V_2 [-]	V_3 [-]	V_4 [-]	V_5 [-]	V_6 [-]	V_7 [-]	V_8 [-]	V_9 [-]	lamGesMix [-]	Lambda_0	Lambda_1	Lambda_2	Lambda_3	Lambda_4	Lambda_5	Lambda_6	Lambda_7	Lambda_8	Lambda_9	m_0 [kg]	m_1 [kg]	m_2 [kg]	m_3 [kg]	m_4 [kg]	m_5 [kg]	m_6 [kg]	m_7 [kg]	m_8 [kg]	m_9 [kg]	Hu_0 [J/kg]	Hu_1 [J/kg]	Hu_2 [J/kg]	Hu_3 [J/kg]	Hu_4 [J/kg]	Hu_5 [J/kg]	Hu_6 [J/kg]	Hu_7 [J/kg]	Hu_8 [J/kg]	Hu_9 [J/kg]	DOH [-]	Lam_1.7	Lam_2.1	Lam_2.5	Lam_2.9000000000000004	Lam_3.3000000000000003	Lam_3.7	Lam_4.1000000000000005	Lam_4.500000000000001	Lam_4.9	Lam_5.3	Z_0_y_nC7H16	Z_1_y_nC7H16	Z_2_y_nC7H16	Z_3_y_nC7H16	Z_4_y_nC7H16	Z_5_y_nC7H16	Z_6_y_nC7H16	Z_7_y_nC7H16	Z_8_y_nC7H16	Z_9_y_nC7H16
1.0200000000000014	 0.0010531858873091102	 3.045746582161459E-5	 3.0457465820981502E-5	 1196.8892474409001	 57.389337463600015	 62.164096932123684	 175442.02351673483	 15.397755267398177	 15.164986539929327	 144.94572572563803	 0.33844027567611595	 0.0	 0.0	 0.0	 5.591040378059534E-4	 5.591040378059528E-4	 -0.00536065667587593	 -0.005075188141004716	 1.1654535554927072	 6.156339900790971	 5.327511017418935	 1.3560748377037726	 0.6716071338676386	 0.35592729272173784	 0.2219045624618445	 0.15337281175744977	 2129.0775276952695	 1971.3623512407148	 1828.7563460612357	 1343.269175618709	 1136.87164881073	 1049.1533632356493	 1013.8081304261568	 992.3559512607652	 977.6913782154525	 936.376786460715	 0.04746406785160412	 0.09627056318128258	 0.1127767716427126	 0.11417087287569377	 0.08712133437889255	 0.0726035241695214	 0.08189286732311317	 0.08675324784826188	 0.09921805724755269	 0.20172869348136524	 3.6899893320928405	 1.9456888657588387	 2.2737214062864592	 2.633288198055657	 2.984503755823727	 3.3331013449905877	 3.6190649807975945	 3.953042198285479	 4.359637103567792	 4.728986401885311	 5.1489401631545295	 1.4572312496826727E-5	 3.194909669894221E-5	 4.036391510082132E-5	 5.532717216718597E-5	 5.0283735606570746E-5	 4.5624892243530574E-5	 5.335653461731956E-5	 5.780847362250906E-5	 6.714965329282304E-5	 1.4266825195942417E-4	 1165.0479655647782	 265.95069585905406	 2869.0050222640507	 506986.3260169924	 653909.0460673091	 683176.1898460563	 660104.6152307992	 626131.1979026552	 595296.7019751084	 565105.4123910451	 0.27920155212904035	 0.0	 4.652140919576894E-5	 4.036391510082132E-5	 5.532717216718597E-5	 5.0283735606570746E-5	 4.5624892243530574E-5	 5.335653461731956E-5	 5.780847362250906E-5	 6.714965329282304E-5	 1.4266825195942417E-4	 0.0	 2.4373431103054205E-59	 0.0	 2.9694301332716577E-16	 1.2734075431729138E-5	 1.93207086496379E-4	 3.0318051066719116E-4	 2.9084620924182166E-4	 2.040333206857737E-4	 6.196994560025214E-5	 
1.5200000000000014	 0.0010970686326136564	 3.051796970057321E-5	 3.051796969970055E-5	 1216.9378090867613	 59.06981800240001	 63.11868863271816	 246025.35849946464	 21.592536290983382	 21.239914450752888	 155.74199387112972	 0.36364896637148547	 0.0	 0.0	 0.0	 5.591040378059534E-4	 5.591040378059528E-4	 -0.006417273111154476	 -0.00588610897441022	 0.18876751490893004	 10.519172095326113	 7.3688787462509	 1.8738748048318499	 0.8239665591399756	 0.41472646371485666	 0.2522066069897164	 0.16324688190660197	 2135.8027548322207	 1977.7869251045947	 1836.709071291131	 1423.2741284638337	 1199.9337773411432	 1069.7450616161825	 1023.8631773604288	 998.9601373250806	 982.8473542985439	 940.3368959297609	 0.04680138053038716	 0.09493539898811257	 0.11131971469373118	 0.11901363668775436	 0.09069390263153	 0.07284635068430861	 0.08133388883649337	 0.0858636427405559	 0.09805573307089024	 0.19913635113623646	 3.6899893339455794	 1.9456888660670133	 2.2737214066154974	 2.633288206781423	 2.9845037596657864	 3.3331013448725613	 3.619064980797497	 3.9530421982855044	 4.359637103566032	 4.728986401894246	 5.148940163155006	 1.4572312496826727E-5	 3.1949096698942245E-5	 4.03639151008213E-5	 5.532717216718599E-5	 5.0283735606570766E-5	 4.562489224353055E-5	 5.3356534617319546E-5	 5.780847362250907E-5	 6.714965329282308E-5	 1.4266825195942423E-4	 1211.5611554214966	 277.83919101276115	 837.6572425119169	 412424.47796546604	 585600.1914392365	 663297.5483618862	 652442.5480846486	 622504.9887635012	 593373.2845514504	 564502.1675264549	 0.27920155159684823	 0.0	 4.652140919576897E-5	 4.03639151008213E-5	 5.532717216718599E-5	 5.0283735606570766E-5	 4.562489224353055E-5	 5.3356534617319546E-5	 5.780847362250907E-5	 6.714965329282308E-5	 1.4266825195942423E-4	 9.422275045739053E-21	 0.0	 4.0305716595132075E-54	 2.891663889989683E-17	 8.109414181024311E-8	 9.864646553849003E-5	 2.3119650200428767E-4	 2.4947749920527175E-4	 1.840851608190176E-4	 5.92017154268822E-5	 
2.0200000000000014	 0.0011409513779182027	 3.060228331722369E-5	 3.0602283316456764E-5	 1257.3003753095397	 60.82647448840001	 64.98588375264166	 485620.5692397624	 42.62072750919452	 42.40567038858323	 177.05235762572698	 0.41340749045184405	 0.0	 0.0	 0.0	 5.591040378059534E-4	 5.591040378059528E-4	 -0.01218235957273306	 -0.011265092924734432	 0.04810619773635771	 32.38521586397115	 5.261063359272228	 2.871664661458759	 1.0839938130764892	 0.5106424278848536	 0.30102903174831397	 0.18245960654384416	 2148.7250589554455	 1990.1295714658536	 1848.9558373232742	 1662.8779965299836	 1250.1985611352827	 1102.8514197919476	 1039.3839446927614	 1009.6339361303822	 991.6411548205355	 947.5691590954704	 0.045606574346021604	 0.09252824251465716	 0.10853901106419482	 0.1344276026365954	 0.09170068289674449	 0.07286270283301284	 0.08002476035357566	 0.08408394143879487	 0.0958458981295794	 0.1943805837868238	 3.6899893333716105	 1.9456888551841622	 2.273721410712525	 2.633288205474804	 2.984503759735215	 3.333101345320313	 3.619064980797894	 3.953042198287569	 4.359637103566288	 4.728986401895089	 5.148940163154558	 1.457231249682672E-5	 3.1949096698942245E-5	 4.0363915100821284E-5	 5.5327172167185985E-5	 5.0283735606570766E-5	 4.562489224353054E-5	 5.335653461731957E-5	 5.780847362250906E-5	 6.714965329282304E-5	 1.4266825195942423E-4	 1302.4458376499722	 298.86253459200736	 312.0619934775434	 117089.45704216551	 535539.1742364955	 633217.154389074	 642446.2666654638	 618070.758691262	 591090.8690491715	 563829.8294394889	 0.2792015517468013	 0.0	 4.652140919576897E-5	 4.0363915100821284E-5	 5.5327172167185985E-5	 5.0283735606570766E-5	 4.562489224353054E-5	 5.335653461731957E-5	 5.780847362250906E-5	 6.714965329282304E-5	 1.4266825195942423E-4	 9.174010653727408E-19	 0.0	 2.6208391412867432E-46	 3.1164977804035656E-28	 1.0190840496377894E-10	 3.0472833637186248E-5	 1.6088074557173376E-4	 2.066755438917375E-4	 1.630319392160234E-4	 5.624141688347547E-5	 
2.5200000000000014	 0.001184834123222749	 3.0710396127053565E-5	 3.0710396126495384E-5	 1276.8542695025446	 62.57845366880001	 65.73248625441212	 246582.589645937	 21.641441955936195	 21.703392691030498	 187.8730786036951	 0.4386732771624493	 0.0	 0.0	 0.0	 5.591040378059533E-4	 5.591040378059528E-4	 -0.007163183892546332	 -0.007103553391235805	 0.013643034904820439	 10.60578831127367	 3.8498416170139333	 4.49601196920872	 1.4780077509577794	 0.6409565602401983	 0.3644246179808092	 0.20703483164004408	 2153.7465384569696	 1994.9524304639967	 1853.7227447962493	 1742.624949667762	 1284.18767386198	 1145.7567089121749	 1053.5655193923583	 1016.9657822177169	 996.6091193068918	 950.8054800843112	 0.04503532215341139	 0.09137662229095035	 0.10720321105130622	 0.13820590879929623	 0.09287985654977383	 0.0747602224173149	 0.07997957258722083	 0.08347190387033016	 0.09492006937208058	 0.1921673109083156	 3.6899893307306577	 1.9456888296973094	 2.2737214101346725	 2.6332882028573046	 2.9845037595200217	 3.333101346853489	 3.61906498081475	 3.953042198294564	 4.359637103566766	 4.728986401892573	 5.148940163154498	 1.4572312496826723E-5	 3.1949096698942245E-5	 4.036391510082128E-5	 5.532717216718594E-5	 5.0283735606570766E-5	 4.562489224353056E-5	 5.3356534617319526E-5	 5.7808473622509057E-5	 6.7149653292823E-5	 1.426682519594242E-4	 1366.9302317546296	 318.76855227549095	 149.57857567542078	 19070.292928646853	 497965.0437072321	 586830.3776209583	 628940.1981792549	 612546.9902593535	 588346.8588830857	 563071.0773576342	 0.2792015525024288	 0.0	 4.652140919576897E-5	 4.036391510082128E-5	 5.532717216718594E-5	 5.0283735606570766E-5	 4.562489224353056E-5	 5.3356534617319526E-5	 5.7808473622509057E-5	 6.7149653292823E-5	 1.426682519594242E-4	 1.4645211145756206E-15	 0.0	 0.0	 1.9132940088340377E-43	 6.804368228899465E-14	 2.5553379307630438E-6	 9.675349674200911E-5	 1.6346699522835141E-4	 1.4111678663415944E-4	 5.3083525255187794E-5	 
3.0199999999999996	 0.0012287168685272951	 3.0842294609648086E-5	 3.0842294609449894E-5	 1288.3967219890526	 64.22927973280001	 66.07839896723762	 159026.52719255615	 13.957041178914881	 13.74602308613572	 194.85159919315254	 0.45496773786685124	 0.0	 0.0	 0.0	 5.591040378059532E-4	 5.591040378059528E-4	 -0.0035483690364213056	 -0.003214077301835871	 0.0039059856559653383	 1.5976613864945615	 3.8788724104930807	 5.134858958226683	 1.9468431970781095	 0.7624853862149338	 0.41611397695756125	 0.22306232413224333	 2156.051195946452	 1997.1725288156804	 1855.893672465391	 1756.0191648435357	 1316.604768879757	 1192.5457728956515	 1069.7948543172588	 1023.664485532717	 1000.4179393298025	 952.6642717329288	 0.044655924634677206	 0.09061047228654495	 0.10631006149660073	 0.13784956409928173	 0.09437208857677325	 0.07727645310774087	 0.08052481898389614	 0.08326292738697055	 0.09440399152134571	 0.1907336979061688	 3.689989330371193	 1.9456888338100096	 2.273721410078874	 2.633288202514167	 2.9845037550965086	 3.333101346783273	 3.6190649808073636	 3.9530421982968833	 4.359637103566959	 4.72898640189378	 5.148940163156447	 1.4572312496826722E-5	 3.194909669894224E-5	 4.036391510082128E-5	 5.5327172167185945E-5	 5.0283735606570746E-5	 4.5624892243530574E-5	 5.335653461731952E-5	 5.780847362250905E-5	 6.714965329282297E-5	 1.4266825195942412E-4	 1393.0622007943516	 327.55893090229813	 99.50884847201543	 4833.800435499221	 459763.68520089437	 534069.0133157701	 611292.6247842523	 606009.8630350657	 585226.6412566176	 562256.2567173166	 0.279201552597178	 0.0	 4.652140919576896E-5	 4.036391510082128E-5	 5.5327172167185945E-5	 5.0283735606570746E-5	 4.5624892243530574E-5	 5.335653461731952E-5	 5.780847362250905E-5	 6.714965329282297E-5	 1.4266825195942412E-4	 0.0	 0.0	 0.0	 1.206753512887992E-49	 2.33016364132561E-16	 2.0167918446110875E-8	 4.7733063195842255E-5	 1.2396937967294188E-4	 1.2016839894658155E-4	 4.994317322029728E-5	 
3.5199999999999996	 0.0012725996138318414	 3.099796227074857E-5	 3.099796227124859E-5	 1299.1875527417342	 65.68647723800001	 66.33708183776459	 154283.6029165934	 13.540776102913235	 13.317532327850333	 201.62198724460916	 0.47077622057372664	 0.0	 0.0	 0.0	 5.591040378059532E-4	 5.591040378059528E-4	 -0.0027823165986222698	 -0.00228507919440446	 5.891883518494012E-4	 0.36475540985220434	 5.3924504911369056	 3.5756296097111147	 2.5998272838895105	 0.9043438991547318	 0.4701556975831594	 0.23809191902678606	 2157.7648017041356	 1998.8280144113571	 1857.4888709130776	 1760.1363876398054	 1360.5662871136287	 1225.1746198667747	 1090.6627193581048	 1031.0467127716927	 1004.2389305139878	 954.2574683652615	 0.04429373333131754	 0.0898784543731144	 0.10545423936760573	 0.1369198326815937	 0.09670526109652125	 0.07879709782982504	 0.08147279086898417	 0.08316021565796233	 0.09394811902791873	 0.18937025576515704	 3.6899893300465356	 1.9456888344755787	 2.273721410359657	 2.633288198171588	 2.9845037560595893	 3.33310134683444	 3.619064980794481	 3.953042198296813	 4.359637103570133	 4.72898640189219	 5.14894016315621	 1.4572312496826723E-5	 3.1949096698942245E-5	 4.0363915100821304E-5	 5.5327172167185924E-5	 5.028373560657074E-5	 4.562489224353056E-5	 5.33565346173195E-5	 5.780847362250904E-5	 6.714965329282296E-5	 1.4266825195942412E-4	 1410.9164627401112	 332.80063370825405	 84.55763830059828	 1749.202343157225	 406439.2645225373	 496473.3787916279	 587940.4140204423	 598293.4536148394	 581712.8700267329	 561388.641740897	 0.279201552700833	 0.0	 4.652140919576897E-5	 4.0363915100821304E-5	 5.5327172167185924E-5	 5.028373560657074E-5	 4.562489224353056E-5	 5.33565346173195E-5	 5.780847362250904E-5	 6.714965329282296E-5	 1.4266825195942412E-4	 1.8563085662252594E-14	 0.0	 0.0	 2.3062813657353085E-51	 5.061486594412792E-17	 7.068526235961819E-11	 1.6734233650029543E-5	 8.935849222212988E-5	 1.0064657762288462E-4	 4.6866453412809083E-5	 
4.02	 0.0013164823591363876	 3.117737964476594E-5	 3.117737964472139E-5	 1315.2819063711916	 66.8780922044	 66.81286494652996	 221551.64668462012	 19.44458896652801	 19.189705580279842	 211.34428172787315	 0.4934772419984532	 0.0	 0.0	 0.0	 5.591040378059533E-4	 5.591040378059528E-4	 -0.00380148977935324	 -0.0031348808078277557	 -0.0010393236650774185	 0.12226154436616453	 11.421660020326325	 2.529739574942706	 3.4976664868799716	 1.0907033419393883	 0.53523100536691	 0.25530268695879954	 2160.935377342863	 2001.871723632526	 1860.3893179344043	 1763.7979887194224	 1452.9222432333304	 1249.5591929735083	 1119.197955824195	 1040.5626774184175	 1009.249835094535	 956.6552340033779	 0.043789698617547626	 0.08886017357396202	 0.10426336397333011	 0.13543602238927308	 0.10202395357859421	 0.0793911311888298	 0.08267266138705658	 0.08290027822749882	 0.09323437384197084	 0.18742834322193694	 3.6899893316126398	 1.9456888565462132	 2.273721407961566	 2.6332881966603994	 2.984503756761956	 3.3331013463496864	 3.6190649808353847	 3.9530421984110133	 4.359637103570459	 4.728986401891711	 5.148940163156727	 1.4572312496826725E-5	 3.194909669894225E-5	 4.036391510082133E-5	 5.5327172167185924E-5	 5.028373560657076E-5	 4.562489224353059E-5	 5.335653461731953E-5	 5.7808473622509084E-5	 6.714965329282293E-5	 1.426682519594241E-4	 1434.96828567201	 338.71701214889316	 80.87019143089076	 762.1319202361625	 293219.8048965004	 469353.7215816673	 556856.9584037776	 589034.8633628913	 577725.7364933112	 560460.350990225	 0.2792015522759249	 0.0	 4.6521409195768975E-5	 4.036391510082133E-5	 5.5327172167185924E-5	 5.028373560657076E-5	 4.562489224353059E-5	 5.335653461731953E-5	 5.7808473622509084E-5	 6.714965329282293E-5	 1.426682519594241E-4	 0.0	 0.0	 0.0	 1.891016429008227E-56	 2.841155133298989E-18	 2.118185255189136E-13	 2.9781723915659913E-6	 5.9993964379970717E-5	 8.258459154266329E-5	 4.3845375381169275E-5	 
4.52	 0.0013603651044409339	 3.1380524297747295E-5	 3.1380524295402016E-5	 1339.4107754769534	 67.76295950160001	 67.60174569279994	 320576.8152969686	 28.135581472438883	 28.014335577896542	 225.4120724640926	 0.5263247575156209	 0.0	 0.0	 0.0	 5.591040378059531E-4	 5.591040378059528E-4	 -0.006572599445757276	 -0.005905200413742762	 -0.00304864944532035	 0.04950016054503692	 19.140616739952677	 2.260872048795818	 4.403299739894152	 1.3823525063609807	 0.6327553213271031	 0.28171140486793433	 2166.143519650105	 2006.8709212686833	 1865.1490221267127	 1768.7456650772253	 1607.3202137222434	 1272.9649701817905	 1155.8023550790315	 1053.3055557868136	 1015.9855986667717	 960.2031740976859	 0.04310256946544081	 0.08747294998340278	 0.10264168974992235	 0.13335903876743466	 0.11056920993882224	 0.07945134106086305	 0.08400532175862861	 0.08245943102896272	 0.09219375736806808	 0.18474469087845458	 3.689989330386317	 1.9456888565383947	 2.2737214052676604	 2.6332881952390537	 2.9845037543343906	 3.3331013468512114	 3.619064976372846	 3.953042198411244	 4.359637103570108	 4.72898640189313	 5.148940163156065	 1.457231249682673E-5	 3.194909669894223E-5	 4.0363915100821345E-5	 5.532717216718593E-5	 5.0283735606570766E-5	 4.5624892243530574E-5	 5.335653461731953E-5	 5.7808473622509036E-5	 6.714965329282288E-5	 1.42668251959424E-4	 1485.15384820051	 351.14518037931396	 81.95682654757137	 365.38459913975595	 100978.01974113588	 444897.24473387585	 518058.7295787148	 577376.8470667062	 573031.7294569047	 559438.9118239296	 0.2792015525924509	 0.0	 4.652140919576896E-5	 4.0363915100821345E-5	 5.532717216718593E-5	 5.0283735606570766E-5	 4.5624892243530574E-5	 5.335653461731953E-5	 5.7808473622509036E-5	 6.714965329282288E-5	 1.42668251959424E-4	 4.469551554354073E-14	 7.785861154975615E-59	 3.521078808236318E-56	 0.0	 4.375713942630647E-28	 6.427803937916455E-16	 1.3133526990028472E-7	 3.571870360463198E-5	 6.557954502657936E-5	 4.079201531673916E-5	 
5.02	 0.00140424784974548	 3.160737083079779E-5	 3.160737082842585E-5	 1351.5367029699103	 68.33361250520001	 67.73007234498594	 181338.96558763948	 15.915303281344523	 15.8951793767721	 233.36972410476486	 0.54490543522461	 0.0	 0.0	 0.0	 5.591040378059531E-4	 5.591040378059528E-4	 -0.002494564108195263	 -0.00208736834023604	 -0.0012478337266603745	 0.022856224711350848	 6.67036580403177	 2.379930085152168	 4.051567945358094	 1.7502321937330763	 0.7399034968305642	 0.30627729770259293	 2166.9496637744605	 2007.6662199697766	 1865.9117956121502	 1769.6516241639827	 1660.6143546064286	 1294.4984189794668	 1187.0190562336045	 1066.1773636595717	 1020.9776869224205	 961.529946569834	 0.04272815541681678	 0.086715082458653	 0.10175362031569223	 0.132217376063346	 0.11288968204685666	 0.08008880811403545	 0.08563383182317583	 0.08278401420642156	 0.09184411255765851	 0.18334531699734397	 3.6899893287993173	 1.9456888445403413	 2.2737214020759726	 2.633288196956551	 2.984503752503117	 3.333101346734773	 3.61906497628869	 3.953042198446046	 4.359637103569314	 4.728986401889414	 5.148940163155585	 1.4572312496826729E-5	 3.194909669894224E-5	 4.036391510082134E-5	 5.532717216718598E-5	 5.028373560657077E-5	 4.562489224353058E-5	 5.335653461731952E-5	 5.780847362250904E-5	 6.714965329282286E-5	 1.42668251959424E-4	 1502.7993208282742	 357.62045913265666	 83.56293201231021	 188.4543094499054	 33050.58533924188	 419018.27492972126	 482115.2178499845	 562720.331242324	 567565.428956271	 558331.8010751235	 0.2792015530416001	 0.0	 4.652140919576897E-5	 4.036391510082134E-5	 5.532717216718598E-5	 5.028373560657077E-5	 4.562489224353058E-5	 5.335653461731952E-5	 5.780847362250904E-5	 6.714965329282286E-5	 1.42668251959424E-4	 2.0844298597053193E-14	 0.0	 0.0	 0.0	 3.246800680708626E-37	 1.310285134326205E-16	 1.3601641920134937E-9	 1.7925310855583406E-5	 5.0269300078192806E-5	 3.7787302665440544E-5	 
5.52	 0.0014481305950500263	 3.185789088395405E-5	 3.1857890881609535E-5	 1358.9018308580708	 68.6102543948	 67.58885782242064	 128815.25556356153	 11.30553410247161	 11.195307643982497	 239.02249115600065	 0.5581043345338202	 0.0	 0.0	 0.0	 5.59104037805953E-4	 5.591040378059528E-4	 -4.05592159784085E-4	 1.0635667011626992E-4	 6.04081593706951E-5	 0.011333350427886302	 2.106373674473897	 2.9922270364251244	 2.8517021448007327	 2.1762082193153702	 0.8442320321834558	 0.32369647217544184	 2165.982642388527	 2006.7649842767948	 1865.059814756744	 1768.9136793207056	 1676.4212351138215	 1320.171279341413	 1208.0205051412827	 1081.0293602332736	 1025.6296363738086	 961.9769547989557	 0.042461737258531924	 0.08617421355505217	 0.10111819058806888	 0.131396255142741	 0.11319928835860613	 0.0812297968560957	 0.08672411491744891	 0.08353864014844747	 0.09176802064888001	 0.18238974252612777	 3.6899893320004913	 1.9456888583088507	 2.273721398611243	 2.6332882007269114	 2.984503750014323	 3.3331013663765954	 3.6190649779316315	 3.9530421984457855	 4.359637103569537	 4.72898640188946	 5.14894016315505	 1.4572312496826729E-5	 3.1949096698942224E-5	 4.036391510082136E-5	 5.532717216718597E-5	 5.028373560657076E-5	 4.562489224353057E-5	 5.33565346173195E-5	 5.780847362250905E-5	 6.714965329282282E-5	 1.42668251959424E-4	 1500.163714677485	 357.8435023899139	 84.0507803951677	 106.08381803927637	 11849.142177514283	 386404.2447610983	 456329.4916907741	 544630.068762779	 561349.1802965185	 557163.6587811284	 0.2792015522734983	 0.0	 4.6521409195768955E-5	 4.036391510082136E-5	 5.532717216718597E-5	 5.028373560657076E-5	 4.562489224353057E-5	 5.33565346173195E-5	 5.780847362250905E-5	 6.714965329282282E-5	 1.42668251959424E-4	 0.0	 8.142297439770603E-62	 7.096923645165203E-57	 3.074489060067708E-57	 1.212564126908546E-43	 4.834413386551828E-17	 1.0863805256244347E-11	 7.0330508246564785E-6	 3.721934957694201E-5	 3.493103196612188E-5	 
6.02	 0.0014920133403545726	 3.21320531405153E-5	 3.213205313786403E-5	 1365.872340498938	 68.62824308840001	 67.38943687513854	 128167.24738527478	 11.24866134678557	 11.099431602890874	 244.64682182939345	 0.5712368364690602	 0.0	 0.0	 0.0	 5.591040378059531E-4	 5.591040378059528E-4	 2.0025978116144927E-4	 7.912532740323996E-4	 5.229941745010791E-4	 0.005907246087414108	 0.6796060652388292	 4.5038876829164245	 2.0944380027543517	 2.6664835882549554	 0.9584394268837287	 0.33838482742017106	 2164.633964096036	 2005.4973434605351	 1863.8583592911377	 1767.7974511402956	 1680.6641279213195	 1358.7399366868133	 1223.0402283894437	 1099.0863735700198	 1030.7644668605546	 962.2641416353275	 0.04219765648955056	 0.08563758530904975	 0.10048728695498489	 0.13057786499492435	 0.11281469348214195	 0.08316836026279094	 0.0873555579309496	 0.08456257451185685	 0.09175415892219446	 0.18144426114155668	 3.6899893296161252	 1.9456888557199081	 2.2737213889451757	 2.6332882022705433	 2.9845037437298982	 3.333101366412059	 3.61906497803751	 3.9530421984457087	 4.359637103569108	 4.728986401890764	 5.148940163163021	 1.4572312496826734E-5	 3.194909669894222E-5	 4.036391510082135E-5	 5.532717216718599E-5	 5.0283735606570726E-5	 4.5624892243530553E-5	 5.335653461731953E-5	 5.7808473622509057E-5	 6.714965329282286E-5	 1.4266825195942404E-4	 1491.090770146175	 355.62426590932597	 83.75142380079703	 66.48542559420659	 5135.704173019357	 337266.3428964286	 437142.1829208316	 522641.54085266637	 554315.9776836698	 555943.7735925338	 0.27920155295169585	 0.0	 4.6521409195768955E-5	 4.036391510082135E-5	 5.532717216718599E-5	 5.0283735606570726E-5	 4.5624892243530553E-5	 5.335653461731953E-5	 5.7808473622509057E-5	 6.714965329282286E-5	 1.4266825195942404E-4	 0.0	 1.4830329915210077E-57	 1.614770149747427E-52	 1.2691528543471004E-51	 2.947119488203861E-48	 1.6287699020739562E-17	 8.513551398978232E-14	 1.8608160601616436E-6	 2.6469425034715408E-5	 3.2248525344531725E-5	 
6.52	 0.0015358960856591188	 3.2429823331825735E-5	 3.242982332869515E-5	 1376.0374128685787	 68.42653897240001	 67.30546879441972	 170595.44972245285	 14.972393340569848	 14.7918386130737	 252.13301849967837	 0.5887166928233803	 0.0	 0.0	 0.0	 5.59104037805953E-4	 5.591040378059528E-4	 -3.535800142282497E-4	 3.059208150180126E-4	 3.142797481192616E-4	 0.0030335116030606457	 0.26451202753416325	 8.396444974197614	 1.7242161740593003	 3.132390418982638	 1.0975138355653868	 0.35401577807877516	 2164.0542289248365	 2004.9624051456146	 1863.3525231607307	 1767.3304899881578	 1682.2799031376908	 1431.6341224643002	 1235.7513988401938	 1120.832579326128	 1037.1720049354772	 962.9966714522117	 0.04185111478788349	 0.08493442737026495	 0.09966175395141456	 0.12950592736808575	 0.11201147448288551	 0.0869775742297843	 0.08758955932609072	 0.08566897821627231	 0.09163807705532054	 0.18016111321199785	 3.689989330903201	 1.9456888806035875	 2.2737213794458797	 2.633288194671191	 2.9845037511485373	 3.3331013661629543	 3.6190649831277346	 3.9530421984456985	 4.359637103569022	 4.728986401890561	 5.148940163161319	 1.4572312496826742E-5	 3.194909669894221E-5	 4.0363915100821345E-5	 5.532717216718598E-5	 5.028373560657073E-5	 4.5624892243530553E-5	 5.335653461731947E-5	 5.7808473622509057E-5	 6.714965329282286E-5	 1.4266825195942407E-4	 1485.8027832029532	 353.86693768247693	 83.30811319429114	 46.96906622322053	 2581.297770317012	 245475.2080880581	 421231.065549128	 497005.7964358021	 546293.915717672	 554668.6903673597	 0.2792015526742479	 0.0	 4.6521409195768955E-5	 4.0363915100821345E-5	 5.532717216718598E-5	 5.028373560657073E-5	 4.5624892243530553E-5	 5.335653461731947E-5	 5.7808473622509057E-5	 6.714965329282286E-5	 1.4266825195942407E-4	 8.486768703381973E-18	 0.0	 0.0	 1.3098468906635358E-51	 1.945474248863427E-51	 1.1005654485440667E-18	 1.04781185787711E-15	 2.573020497843125E-7	 1.7847787396855468E-5	 2.9724737131865586E-5	 
