Zeit	dQIters	relaxationsFaktor	pSoll	pIst	dQ
8.0	 1.0	 0.7	 5405700.0	 5381947.164556698	 57131.19680518627	 
8.0	 2.0	 0.7	 5405700.0	 5405285.365606828	 92169.01015624905	 
8.0	 3.0	 0.7	 5405700.0	 5419595.562305497	 66888.17747587625	 
8.0	 4.0	 0.7	 5405700.0	 5409270.647044896	 60768.19975625245	 
8.0	 5.0	 0.7	 5405700.0	 5406770.944341348	 58932.81795301244	 
8.0	 6.0	 0.7	 5405700.0	 5406021.264302948	 58382.24992689388	 
8.0	 7.0	 0.7	 5405700.0	 5405796.377573477	 58217.083723617085	 
8.0	 8.0	 0.7	 5405700.0	 5405728.913117347	 58217.083723617085	 
