Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	Brennraumvolumen [m3]	Vu [m3]	Vb [m3]	T_Zone_1 [K]	T_Zone_2 [K]	T_mittel [K]	T_BurnAdiabat [K]	p_soll [bar]	p [bar]	dQb [J/s]	dQb [J/KW]	Qb [J]	dmb [kg/s]	dmb [kg/KW]	mb [kg]	dQw [J/s]	dQw [J/KW]	Qw [J]	Xb[-]	Qb/Qmax [-]	Qmax [J]	Hu Zone [J/kg]	Hu frischGemsich [J/kg]	Phi_Delay [°KW]	Alpha [W/(m^2K)]	pSchlepp [bar]	Wandwärmestromdichte [MW/m^2]	PQw [W]	Brennraumfläche [m^2]	Gesamtmasse [kg]	m_u[kg]	m_v[kg]	 cv_u[J/kg]	 cp_u [J/kg]	 kappa_u [-]	 U_u [J]	 cv_b[J/kg]	 cp_b [J/kg]	 kappa_b [-]	 U_b [J]	Zu_O2 [kg]	Zu_CO2 [kg]	Zu_H2O [kg]	Zu_N2 [kg]	Zu_H [kg]	Zu_O [kg]	Zu_N [kg]	Zu_H2 [kg]	Zu_OH [kg]	Zu_CO [kg]	Zu_NO [kg]	Zu_Diesel [kg]	Zb_O2 [kg]	Zb_CO2 [kg]	Zb_H2O [kg]	Zb_N2 [kg]	Zb_H [kg]	Zb_O [kg]	Zb_N [kg]	Zb_H2 [kg]	Zb_OH [kg]	Zb_CO [kg]	Zb_NO [kg]	Zb_Diesel [kg]
-85.0	 5.545979497622994E-4	 2.959100788977256E-4	 0.9999999999998126	 3.3794049994006E-52	 507.5759360613598	 1.0	 507.57593606135987	 1642.826638106927	 3.1124	 3.112640466235841	 5.55	 6.156037242361523E-4	 0.057265584359065994	 0.0	 0.0	 0.0	 109.35409132460222	 0.012129510969348728	 0.04953615241248841	 0.0	 6.248325290449718E-5	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 127.45313411490713	 3.1232573131376817	 0.00438769344585972	 109.35400789172368	 0.024922891546790133	 6.300029201356763E-4	 6.300029201356763E-4	 1.0E-55	 768.9169420990569	 1056.9518538577836	 1.3745982120935243	 -378.18741764819083	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390694E-7	 9.373838856484279E-14	 5.3966089585825265E-8	 2.7884036811544955E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-84.5	 6.100577447385293E-4	 2.9370366423548446E-4	 0.9999999999997877	 3.404792386921752E-52	 509.0834583339205	 1.0	 509.0834583339205	 1644.0393980789463	 3.1454000000000004	 3.1453379412579907	 834.1867045589079	 0.09252764721346786	 0.10352940796579993	 0.0	 0.0	 0.0	 114.43272735632934	 0.012692831195505688	 0.05588256801024125	 0.0	 1.1296233598908217E-4	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 128.3244316893246	 3.155491991314738	 0.004611140619332372	 114.4326400555278	 0.024816558310055616	 6.300029201356762E-4	 6.300029201356762E-4	 1.0E-55	 769.2520163051488	 1057.2869280638754	 1.3744350429423746	 -377.4569847983206	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390696E-7	 9.373838856484281E-14	 5.3966089585825265E-8	 2.788403681154495E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-84.0	 6.655175397147592E-4	 2.9149363676719364E-4	 0.9999999999997617	 3.430606620063775E-52	 510.6980406662148	 1.0	 510.6980406662148	 1645.3385748977894	 3.1793000000000005	 3.179236280306409	 1628.0977255512648	 0.18058793212067886	 0.19382337402613936	 0.0	 0.0	 0.0	 119.89196914591653	 0.013298368056258033	 0.06253175203837028	 0.0	 2.1148330246910173E-4	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 129.21973374723208	 3.1883604284189597	 0.004851947817618523	 119.89187783922172	 0.02471005096218618	 6.30002920135676E-4	 6.30002920135676E-4	 1.0E-55	 769.6120633086961	 1057.6469750674228	 1.3742598712920566	 -376.6743251055748	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.37383885648428E-14	 5.396608958582526E-8	 2.788403681154495E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-83.5	 7.209773346909891E-4	 2.892801805983286E-4	 0.9999999999997344	 3.456856248954436E-52	 512.1433504802374	 1.0	 512.1433504802374	 1646.502050876727	 3.213	 3.212628821433416	 5.55	 6.156037242361523E-4	 0.19413117588825743	 0.0	 0.0	 0.0	 124.82203594356278	 0.013845209043891192	 0.06945435656031587	 0.0	 2.118191492400804E-4	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 130.10849192841516	 3.2218776995308467	 0.0050733660262198286	 124.8219439816848	 0.02460337837573485	 6.300029201356759E-4	 6.300029201356759E-4	 1.0E-55	 769.935386510939	 1057.9702982696656	 1.3741027062855156	 -375.9734081726899	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484282E-14	 5.396608958582526E-8	 2.7884036811544958E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-83.0	 7.764371296672192E-4	 2.8706348144192826E-4	 0.9999999999997063	 3.48355003212868E-52	 513.708666864414	 1.0	 513.708666864414	 1647.762378969944	 3.2474000000000003	 3.2473315953431734	 911.3033622912491	 0.10108139526764333	 0.2446718735220791	 0.0	 0.0	 0.0	 130.17785341829716	 0.014439274122048948	 0.07667399362134035	 0.0	 2.6696478736756157E-4	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 131.0231986301401	 3.2560593093778825	 0.005314126264749799	 130.17775709756017	 0.024496549500727608	 6.300029201356758E-4	 6.300029201356758E-4	 1.0E-55	 770.286636718208	 1058.3215484769346	 1.3739321156938331	 -375.2139602925403	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484281E-14	 5.396608958582526E-8	 2.7884036811544958E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-82.5	 8.318969246434491E-4	 2.8484372659756945E-4	 0.9999999999996768	 3.510696942302021E-52	 515.3398980259299	 1.0	 515.3398980259299	 1649.0761237937581	 3.2831	 3.2830296199455047	 1341.3985102286242	 0.14878737271739956	 0.3190655598807789	 0.0	 0.0	 0.0	 135.7842608046249	 0.015061134530446862	 0.08420456088656378	 0.0	 3.481367438100628E-4	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 131.9582152084976	 3.290921206242992	 0.005567303643330224	 135.78416064671885	 0.024389573363650077	 6.300029201356757E-4	 6.300029201356757E-4	 1.0E-55	 770.6538631381517	 1058.6887748968784	 1.3737539322593286	 -374.42216322473774	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484284E-14	 5.396608958582526E-8	 2.7884036811544955E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-82.0	 8.87356719619679E-4	 2.8262110492969014E-4	 0.9999999999996463	 3.5383061723178026E-52	 516.9095743114256	 1.0	 516.9095743114256	 1650.3407505242794	 3.3190000000000004	 3.3189268395411897	 654.2709407100771	 0.07257146446137193	 0.3553512921114649	 0.0	 0.0	 0.0	 141.21754316429082	 0.01566379198187694	 0.09203645687750225	 0.0	 3.877285965636945E-4	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 132.89926614736734	 3.3264797963683415	 0.0058156153129096475	 141.21744078167427	 0.02428245906640288	 6.300029201356756E-4	 6.300029201356756E-4	 1.0E-55	 771.008363539979	 1059.0432752987056	 1.3735820846822646	 -373.6598879317046	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484282E-14	 5.396608958582526E-8	 2.7884036811544955E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-81.5	 9.428165145959089E-4	 2.8039580684527003E-4	 0.9999999999996145	 3.5663871412735744E-52	 518.4221906989702	 1.0	 518.4221906989702	 1651.559834774082	 3.3552000000000004	 3.355055903809348	 5.55	 6.156037242361523E-4	 0.355659093973583	 0.0	 0.0	 0.0	 146.49085925407695	 0.01624870604024573	 0.10016080989762512	 0.0	 3.880644433346732E-4	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 133.84690907418573	 3.362751958873066	 0.006059542792074266	 146.49075455820625	 0.024175215785226006	 6.300029201356755E-4	 6.300029201356755E-4	 1.0E-55	 771.3510173403749	 1059.3859290991015	 1.3734161299895262	 -372.92499021242224	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.04799161508954971	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484285E-14	 5.396608958582526E-8	 2.788403681154496E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-81.0	 9.98276309572139E-4	 2.781680242708733E-4	 0.999999999999581	 3.594949500832001E-52	 520.0312645468056	 1.0	 520.0312645468056	 1652.856954676398	 3.3925	 3.3924225498717138	 699.9189805669955	 0.07763472632443487	 0.39447645713580043	 0.0	 0.0	 0.0	 152.12080330278113	 0.016873177125583286	 0.10859739846041676	 0.0	 4.304185928067647E-4	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 134.8191654524258	 3.399755061204298	 0.006320492961554728	 152.12069402994442	 0.02406785276959243	 6.300029201356754E-4	 6.300029201356754E-4	 1.0E-55	 771.7166315418135	 1059.75154330054	 1.373239217591127	 -372.14287009663553	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.04799161508954971	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484284E-14	 5.396608958582526E-8	 2.7884036811544965E-5	 2.424233240520487E-6	 3.5642336532380547E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-80.5	 0.0010537361045483689	 2.759379506290621E-4	 0.9999999999995466	 3.6240031417218145E-52	 521.70107801963	 1.0	 521.70107801963	 1654.2034102142813	 3.4309000000000003	 3.430820468541939	 1078.8332597159929	 0.11966374279477358	 0.4543083285331872	 0.0	 0.0	 0.0	 157.9908991962232	 0.0175242857550655	 0.11735954133794951	 0.0	 4.957019561761356E-4	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 135.81232746425349	 3.437506975141521	 0.006593834906744514	 157.99078567799677	 0.023960379341071408	 6.300029201356753E-4	 6.300029201356753E-4	 1.0E-55	 772.0972449208606	 1060.132156679587	 1.3730552254311565	 -371.3308338578825	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.04799161508954971	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484286E-14	 5.396608958582525E-8	 2.788403681154497E-5	 2.424233240520487E-6	 3.5642336532380547E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-80.0	 0.0011091958995245988	 2.737057808141886E-4	 0.9999999999995104	 3.653558200434476E-52	 523.3478320722991	 1.0	 523.3478320722991	 1655.5317283976483	 3.4698	 3.4697177854224885	 721.1264200742493	 0.07998704681852106	 0.49430185194244775	 0.0	 0.0	 0.0	 163.81898604033466	 0.01817073475802167	 0.12644490871696035	 0.0	 5.393394299868283E-4	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 136.81682476219925	 3.4760260933750593	 0.00686790799407805	 163.8188694000623	 0.02385280489216184	 6.300029201356752E-4	 6.300029201356752E-4	 1.0E-55	 772.4737849618095	 1060.5086967205364	 1.3728733807749436	 -370.5296187351995	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.04799161508954971	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484285E-14	 5.396608958582525E-8	 2.7884036811544975E-5	 2.424233240520487E-6	 3.5642336532380547E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
