Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	Brennraumvolumen [m3]	Vu [m3]	Vb [m3]	T_Zone_1 [K]	T_Zone_2 [K]	T_mittel [K]	T_BurnAdiabat [K]	p_soll [bar]	p [bar]	dQb [J/s]	dQb [J/KW]	Qb [J]	dmb [kg/s]	dmb [kg/KW]	mb [kg]	dQw [J/s]	dQw [J/KW]	Qw [J]	Xb[-]	Qb/Qmax [-]	Qmax [J]	Hu Zone [J/kg]	Hu frischGemsich [J/kg]	Phi_Delay [°KW]	Alpha [W/(m^2K)]	pSchlepp [bar]	Wandwärmestromdichte [MW/m^2]	PQw [W]	Brennraumfläche [m^2]	Gesamtmasse [kg]	m_u[kg]	m_v[kg]	 cv_u[J/kg]	 cp_u [J/kg]	 kappa_u [-]	 U_u [J]	 cv_b[J/kg]	 cp_b [J/kg]	 kappa_b [-]	 U_b [J]	Zu_O2 [kg]	Zu_CO2 [kg]	Zu_H2O [kg]	Zu_N2 [kg]	Zu_H [kg]	Zu_O [kg]	Zu_N [kg]	Zu_H2 [kg]	Zu_OH [kg]	Zu_CO [kg]	Zu_NO [kg]	Zu_Diesel [kg]	Zb_O2 [kg]	Zb_CO2 [kg]	Zb_H2O [kg]	Zb_N2 [kg]	Zb_H [kg]	Zb_O [kg]	Zb_N [kg]	Zb_H2 [kg]	Zb_OH [kg]	Zb_CO [kg]	Zb_NO [kg]	Zb_Diesel [kg]
-55.5	 0.003826725853359866	 1.6613521206632764E-4	 0.999999999995535	 6.019193568674419E-52	 630.5309502367031	 1.0	 630.5309502367031	 1742.8969867083965	 6.887300000000001	 6.887036930622782	 479.95765355273505	 0.05323670612661417	 2.341746937650627	 0.0	 0.0	 0.0	 630.1837056071704	 0.06989971822066902	 1.1193179698083149	 0.0	 0.0025551117268986932	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 214.48699107572088	 6.895223641171314	 0.033756166468908215	 630.1831068681345	 0.018668681097084205	 6.300029201356737E-4	 6.300029201356737E-4	 1.0E-55	 798.9137301993708	 1086.9486419580974	 1.3605331850872644	 -317.4932319333368	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484295E-14	 5.396608958582525E-8	 2.7884036811544975E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-55.0	 0.0038821856483360956	 1.640704835950784E-4	 0.9999999999953935	 6.094941503725762E-52	 633.3994592834069	 1.0	 633.3994592834069	 1745.2598637681658	 7.005700000000001	 7.005432017008198	 823.3982288852446	 0.09133099391553304	 2.3874124346083936	 0.0	 0.0	 0.0	 645.4256486127	 0.07159034828892114	 1.1551131439527755	 0.0	 0.002604937967691606	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 216.89852233930907	 7.014547094022202	 0.03475787092424424	 645.4250264189435	 0.018569176110517976	 6.300029201356737E-4	 6.300029201356737E-4	 1.0E-55	 799.6574549583934	 1087.69236671712	 1.3601978696912334	 -316.0487878910766	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484295E-14	 5.396608958582525E-8	 2.7884036811544975E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-54.5	 0.003937645443312325	 1.6201482207383396E-4	 0.9999999999952488	 6.172274778317977E-52	 636.4002382602382	 1.0	 636.4002382602382	 1747.7329210456535	 7.1282000000000005	 7.127927572621859	 1733.1211080596022	 0.19223708264392397	 2.4835309759303557	 0.0	 0.0	 0.0	 661.4811812960302	 0.07337122139062444	 1.1917987546480877	 0.0	 0.002709814206945082	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 219.37837020615396	 7.136938175745783	 0.03581357120529738	 661.4805310859316	 0.01847010808539776	 6.300029201356737E-4	 6.300029201356737E-4	 1.0E-55	 800.4366018117527	 1088.4715135704794	 1.3598472522455525	 -314.5362995459438	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484295E-14	 5.396608958582525E-8	 2.7884036811544975E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-54.0	 0.003993105238288556	 1.5996845377501517E-4	 0.9999999999951003	 6.251232517421419E-52	 639.4690397512841	 1.0	 639.4690397512841	 1750.2634359866452	 7.254200000000001	 7.25392178422011	 2055.1418114532025	 0.22795548702054483	 2.597508719440628	 0.0	 0.0	 0.0	 678.0648497427123	 0.07521067509463797	 1.2294040921954066	 0.0	 0.002834176863031534	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 221.91389598594102	 7.2624899975995225	 0.03690850608784805	 678.0641739750458	 0.018371487926418545	 6.300029201356737E-4	 6.300029201356737E-4	 1.0E-55	 801.2345331817751	 1089.2694449405017	 1.3594888884967473	 -312.9880011548113	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484295E-14	 5.396608958582525E-8	 2.7884036811544975E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-53.5	 0.0040485650332647855	 1.5793160456180298E-4	 0.9999999999949489	 6.331854873345965E-52	 642.5446910547606	 1.0	 642.5446910547606	 1752.8011044023392	 7.383100000000001	 7.3828149781557375	 1817.4877542353877	 0.20159499644340637	 2.698306217662331	 0.0	 0.0	 0.0	 694.8949864365469	 0.07707746695556195	 1.2679428256731875	 0.0	 0.0029441583753834675	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 224.4922392877789	 7.391298758596219	 0.038027793518344705	 694.8942877408223	 0.018273326518552898	 6.300029201356737E-4	 6.300029201356737E-4	 1.0E-55	 802.0353118900888	 1090.0702236488155	 1.3591299628440787	 -311.434697940072	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484295E-14	 5.396608958582525E-8	 2.7884036811544975E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-53.0	 0.004104024828241015	 1.5590449984778692E-4	 0.9999999999947929	 6.4141830478037684E-52	 645.5946698951537	 1.0	 645.5946698951537	 1755.3191248334801	 7.514600000000001	 7.514307764710748	 1280.9757807185251	 0.14208530833633096	 2.7693488718304966	 0.0	 0.0	 0.0	 711.8182092306082	 0.07895458388855335	 1.3074201176174642	 0.0	 0.003021673975321521	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 227.1063579654248	 7.523463844707454	 0.039163280930438304	 711.8174888283694	 0.01817563472510634	 6.300029201356737E-4	 6.300029201356737E-4	 1.0E-55	 802.8303889500054	 1090.865300708732	 1.3587743011764137	 -309.89282691907675	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484295E-14	 5.396608958582525E-8	 2.7884036811544975E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-52.49999999999999	 0.004159484623217246	 1.5388736455667306E-4	 0.9999999999946344	 6.498259313757523E-52	 648.5963923743935	 1.0	 648.5963923743935	 1757.7988344218027	 7.648500000000003	 7.6482004085586075	 536.2299106425291	 0.059478401808713534	 2.7990880727348535	 0.0	 0.0	 0.0	 728.7237811246945	 0.08082974299095723	 1.3478349891129429	 0.0	 0.003054122819283949	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 229.7510501591637	 7.659087930169	 0.04030899289465361	 728.7230398037663	 0.01807842338577555	 6.300029201356737E-4	 6.300029201356737E-4	 1.0E-55	 803.6137729804567	 1091.6486847391834	 1.358424558467257	 -308.3738586527207	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484295E-14	 5.396608958582525E-8	 2.7884036811544975E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-52.0	 0.0042149444181934755	 1.518804230820665E-4	 0.9999999999944718	 6.584127036962912E-52	 651.6204653431109	 1.0	 651.6204653431109	 1760.2984354289297	 7.7857	 7.785394253093488	 433.1444772629178	 0.04804420780817542	 2.823110176638941	 0.0	 0.0	 0.0	 745.9592354701849	 0.08274149251960337	 1.3892057353727445	 0.0	 0.0030803336614562	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 232.44353124011036	 7.79827708078636	 0.04148430518641844	 745.958468079069	 0.017981703314710173	 6.300029201356737E-4	 6.300029201356737E-4	 1.0E-55	 804.4038114145917	 1092.4387231733183	 1.3580725348033846	 -306.8420814875861	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484295E-14	 5.396608958582525E-8	 2.7884036811544975E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-51.5	 0.004270404213169705	 1.4988389924733603E-4	 0.9999999999943066	 6.671830697103869E-52	 654.700458138883	 1.0	 654.700458138883	 1762.8456739608732	 7.9267	 7.926388499603794	 633.532350357768	 0.07027114852330177	 2.858245750900592	 0.0	 0.0	 0.0	 763.7001696503924	 0.08470930966424556	 1.4315603902048673	 0.0	 0.003118670561308125	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 235.1929807399588	 7.941140859116277	 0.042699393404389024	 763.6993729924233	 0.017885485298578585	 6.300029201356737E-4	 6.300029201356737E-4	 1.0E-55	 805.2092366212179	 1093.2441483799444	 1.3577143662277962	 -305.2804314439382	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484295E-14	 5.396608958582525E-8	 2.7884036811544975E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-51.0	 0.004325864008145935	 1.4789801626557682E-4	 0.9999999999941361	 6.76141590840762E-52	 657.8679834199041	 1.0	 657.8679834199041	 1765.4667434111216	 8.072	 8.071682951477653	 1119.471435510184	 0.12417131259028123	 2.9203314071957327	 0.0	 0.0	 0.0	 782.1193830291556	 0.08675236125946485	 1.4749365708345996	 0.0	 0.0031864130598340625	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 238.0086988631828	 8.087792431374059	 0.04396448689040236	 782.1185537538701	 0.017789780094638382	 6.300029201356737E-4	 6.300029201356737E-4	 1.0E-55	 806.038296305658	 1094.0732080643847	 1.3573464351245923	 -303.6727689137588	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484295E-14	 5.396608958582525E-8	 2.7884036811544975E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-50.5	 0.0043813238031221655	 1.4592299669967772E-4	 0.999999999993962	 6.852929439614562E-52	 661.0882770794389	 1.0	 661.0882770794389	 1768.1330279542703	 8.2213	 8.220976540735002	 1283.84192296742	 0.14240321965932382	 2.9915330170253944	 0.0	 0.0	 0.0	 801.0568536664351	 0.08885289773728863	 1.519363019703244	 0.0	 0.0032641020984422882	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 240.88342728245468	 8.238348675888751	 0.04527121630045483	 801.0559928204326	 0.01769459842881192	 6.300029201356737E-4	 6.300029201356737E-4	 1.0E-55	 806.8818634398995	 1094.916775198626	 1.3569728417624558	 -302.0366273244454	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484295E-14	 5.396608958582525E-8	 2.7884036811544975E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-50.0	 0.004436783598098395	 1.439590624225092E-4	 0.9999999999937846	 6.946419233164175E-52	 664.3202600443032	 1.0	 664.3202600443032	 1770.8106245927765	 8.3742	 8.373869350451752	 1068.8789646222879	 0.11855961646471404	 3.0508128252577515	 0.0	 0.0	 0.0	 820.3128792829792	 0.09098876820278977	 1.5648574038046388	 0.0	 0.003328783098232454	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 243.80761674953578	 8.392930292895684	 0.04660876549479056	 820.3119885883227	 0.017599950993767655	 6.300029201356737E-4	 6.300029201356737E-4	 1.0E-55	 807.7291186821755	 1095.7640304409022	 1.3565984004992426	 -300.3928253203357	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484295E-14	 5.396608958582525E-8	 2.7884036811544975E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-49.5	 0.004492243393074625	 1.4200643457723926E-4	 0.9999999999936023	 7.041934423443934E-52	 667.6109796386145	 1.0	 667.6109796386145	 1773.5384845602928	 8.531400000000001	 8.531062815685521	 1282.3695322574545	 0.1422399026855246	 3.121932776600514	 0.0	 0.0	 0.0	 840.1402220328206	 0.09318800893044905	 1.6114514082698632	 0.0	 0.0034063830381622	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 246.79460711842236	 8.551661915421386	 0.047991921069775394	 840.1392969282417	 0.017505848447007658	 6.300029201356737E-4	 6.300029201356737E-4	 1.0E-55	 808.5923338907402	 1096.6272456494669	 1.3562177127907906	 -298.71737653282094	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484295E-14	 5.396608958582525E-8	 2.7884036811544975E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-49.0	 0.0045477031880508546	 1.4006533353778895E-4	 0.9999999999934175	 7.139525353932098E-52	 670.9581925310689	 1.0	 670.9581925310689	 1776.3148311715706	 8.693000000000001	 8.6926559932242	 1472.0692118359757	 0.16328131335848722	 3.2035734332797574	 0.0	 0.0	 0.0	 860.5417353485583	 0.09545093642184033	 1.6591768764807835	 0.0	 0.0034954622618472864	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 249.84519542225337	 8.714672220976126	 0.049421426519047636	 860.5407746105182	 0.01741230140896186	 6.300029201356737E-4	 6.300029201356737E-4	 1.0E-55	 809.4708652370135	 1097.5057769957402	 1.3558311041551692	 -297.0113280753269	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484295E-14	 5.396608958582525E-8	 2.7884036811544975E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-48.5	 0.004603162983027085	 1.3813597886944015E-4	 0.9999999999932269	 7.239243593047939E-52	 674.3366817196031	 1.0	 674.3366817196031	 1779.1188527100794	 8.8588	 8.858448561326222	 1426.997591425823	 0.15828198770410015	 3.2827144271318076	 0.0	 0.0	 0.0	 881.3972130268511	 0.09776421745417925	 1.7080589852078731	 0.0	 0.0035818140696445297	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 252.9537409109514	 8.882094043725779	 0.05089092376243454	 881.3962172024849	 0.017319320461089627	 6.300029201356737E-4	 6.300029201356737E-4	 1.0E-55	 810.3580263429576	 1098.3929381016842	 1.3554415485444027	 -295.2874592169953	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484295E-14	 5.396608958582525E-8	 2.7884036811544975E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-48.0	 0.004658622778003315	 1.362185892896018E-4	 0.9999999999930318	 7.341141948504488E-52	 677.7524176330284	 1.0	 677.7524176330284	 1781.9555418127088	 9.029	 9.02864110487994	 1433.978274811054	 0.15905628224277793	 3.3622425682531967	 0.0	 0.0	 0.0	 902.7496082076094	 0.10013261637213185	 1.758125293393939	 0.0	 0.0036685882990587382	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 256.1229592132234	 9.054064486767002	 0.052403376666351024	 902.7485754930982	 0.017226916143988986	 6.300029201356737E-4	 6.300029201356737E-4	 1.0E-55	 811.2553084855297	 1099.2902202442563	 1.355048415395194	 -293.5426652678059	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484295E-14	 5.396608958582525E-8	 2.7884036811544975E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-47.5	 0.0047140825729795445	 1.343133826287491E-4	 0.999999999992833	 7.445274479938196E-52	 681.2107244486266	 1.0	 681.2107244486266	 1784.8293651747026	 9.2038	 9.203433581271938	 1487.1175111692305	 0.16495046455001372	 3.4447178005282035	 0.0	 0.0	 0.0	 924.6400802269404	 0.10256069855238184	 1.80940564267013	 0.0	 0.003758578139453697	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 259.35551560660457	 9.230725034075514	 0.05396169646685723	 924.6390087670172	 0.017135098955514155	 6.300029201356737E-4	 6.300029201356737E-4	 1.0E-55	 812.1640308231238	 1100.1989425818504	 1.354651155218983	 -291.7741582270457	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484295E-14	 5.396608958582525E-8	 2.7884036811544975E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-46.99999999999999	 0.004769542367955775	 1.3242057579154306E-4	 0.9999999999926306	 7.551696509568147E-52	 684.6944313421977	 1.0	 684.6944313421977	 1787.7261333625552	 9.383100000000004	 9.382725622241612	 1379.167265099934	 0.1529766675207402	 3.5212061342885734	 0.0	 0.0	 0.0	 946.986714834872	 0.10503937809991105	 1.8619253317200855	 0.0	 0.0038420355939804167	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 262.64753453830986	 9.412221661639027	 0.055561623337337	 946.9856045906994	 0.017043879348901815	 6.300029201356737E-4	 6.300029201356737E-4	 1.0E-55	 813.0795962450924	 1101.1145080038189	 1.3542518015319895	 -289.990660168217	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484295E-14	 5.396608958582525E-8	 2.7884036811544975E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-46.5	 0.004825002162932005	 1.305403847181415E-4	 0.9999999999924221	 7.660464630613486E-52	 688.2086910097299	 1.0	 688.2086910097299	 1790.6501580445217	 9.5671	 9.566717666019233	 1316.147378140925	 0.14598652750039653	 3.594199398038772	 0.0	 0.0	 0.0	 969.828633265925	 0.10757299432601099	 1.915711828883091	 0.0	 0.003921679530391349	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 266.0014892295164	 9.598704947220847	 0.05720593208033857	 969.8274823540362	 0.01695326773090656	 6.300029201356737E-4	 6.300029201356737E-4	 1.0E-55	 814.0032689546164	 1102.038180713343	 1.3538498219161152	 -288.1894844432721	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484295E-14	 5.396608958582525E-8	 2.7884036811544975E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-46.0	 0.0048804619579082345	 1.286730243457085E-4	 0.9999999999922101	 7.771636713172134E-52	 691.7864607598672	 1.0	 691.7864607598672	 1793.628871590754	 9.7564	 9.756010114875954	 1554.960126546196	 0.1724755396289292	 3.6804371678532366	 0.0	 0.0	 0.0	 993.3645440667159	 0.11018358790119238	 1.9708036228336872	 0.0	 0.004015774726337498	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 269.42856305723836	 9.790330178128983	 0.0589069074544513	 993.3633479910472	 0.016863274459945933	 6.300029201356737E-4	 6.300029201356737E-4	 1.0E-55	 814.9436175820032	 1102.9785293407297	 1.3534415210384088	 -286.3536568996952	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484295E-14	 5.396608958582525E-8	 2.7884036811544975E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-45.5	 0.004935921752884464	 1.268187085701367E-4	 0.999999999991992	 7.885271907235618E-52	 695.423498945891	 1.0	 695.423498945891	 1796.658840534404	 9.9511	 9.950702178379428	 1751.7303080553206	 0.1943012074767924	 3.777587771591633	 0.0	 0.0	 0.0	 1017.5887285383583	 0.11287052450971971	 2.027238885088547	 0.0	 0.0041217770628394525	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 272.9290521340584	 9.987257456285885	 0.06066489538182265	 1017.5874858458988	 0.016773909844255724	 6.300029201356737E-4	 6.300029201356737E-4	 1.0E-55	 815.8994262097851	 1103.9343379685117	 1.353027471899051	 -284.48524510305265	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484295E-14	 5.396608958582525E-8	 2.7884036811544975E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-45.0	 0.004991381547860695	 1.2497765020798527E-4	 0.9999999999917697	 8.001430642485439E-52	 699.0948457117217	 1.0	 699.0948457117217	 1799.719380909849	 10.151000000000002	 10.150593545625018	 1714.73008062649	 0.19019715742223872	 3.872686350302752	 0.0	 0.0	 0.0	 1042.3740912250519	 0.11561970677575076	 2.0850487384764222	 0.0	 0.004225540407105831	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 276.49649394724736	 10.189651799808564	 0.06247295766474282	 1042.3728024101354	 0.016685184140055657	 6.300029201356737E-4	 6.300029201356737E-4	 1.0E-55	 816.8640284031675	 1104.8989401618942	 1.3526105958194616	 -282.5969874367953	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484295E-14	 5.396608958582525E-8	 2.7884036811544975E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
-44.5	 0.0050468413428369245	 1.2315006095864851E-4	 0.9999999999915423	 8.120174624483388E-52	 702.715557249576	 1.0	 702.715557249576	 1802.7398095064973	 10.355	 10.354583387301997	 888.0310075722424	 0.09850003522498292	 3.9219363679152432	 0.0	 0.0	 0.0	 1067.2324152098104	 0.11837698187904556	 2.144237229415945	 0.0	 0.004279277766821519	 916.4949277943939	 31.287244957421006	 31.287244957421006	 0.0	 280.10401201838454	 10.397683240212428	 0.06430223360684238	 1067.23108686038	 0.016597107549726174	 6.300029201356737E-4	 6.300029201356737E-4	 1.0E-55	 817.8150079944147	 1105.8499197531412	 1.3522005697414319	 -280.73258783251623	 9222172.00712872	 9222360.9303231	 1.0000204857591284	 -1.7893520407745074E-48	 0.17795142034525727	 0.0479916150895497	 0.018142354730736752	 0.7555271566027454	 9.622636116572796E-10	 6.666678880390697E-7	 9.373838856484295E-14	 5.396608958582525E-8	 2.7884036811544975E-5	 2.424233240520487E-6	 3.564233653238054E-4	 0.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 
