Kurbelwinkel [°KW]	pZyl_mess [bar]	pZyl_berech [bar]	pSaug [bar]	pAbg [bar]	T [K]	dQw [J/s]	V [m3]	m [kg]	R [J/kg/K]	mK [kg]	V_motor [m^3]	dm [kg/s]	Hub_E [m]	Hub_A [m]	alpha_E_vor	alpha_E_rück	alpha_A_vor	alpha_A_rück	T_Saug [K]	H_Massenbruch	O_Massenbruch	N_Massenbruch	H2_Massenbruch	OH_Massenbruch	CO_Massenbruch	NO_Massenbruch	O2_Massenbruch	H2O_Massenbruch	CO2_Massenbruch	N2_Massenbruch	RON_95_Massenbruch	AGR_intern_LWA_Massenbruch	AGR_extern_LWA_Massenbruch	feuchteLuft_LWA_Massenbruch
164.0	 1.3029982332911525	 1.3375310712048538	 0.41023350960106497	 1.0655363977151946	 1747.6537681059515	 0.0	 4.8154435148039593E-4	 1.3424319829603306E-4	 274.53169047656195	 1.3424319829603306E-4	 4.834098480730763E-4	 -0.01358809902078153	 0.0	 0.0014213112939999999	 0.0	 0.0	 0.02338958014007361	 0.026598205511984316	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
165.0	 1.2936063470705208	 1.32042083042792	 0.41036637705953266	 1.0673983785590353	 1743.1104270156113	 0.0	 4.8233957992989017E-4	 1.330907531433638E-4	 274.53169047656195	 1.330907531433638E-4	 4.8420507652264936E-4	 -0.013885682407547272	 0.0	 0.001511762941	 0.0	 0.0	 0.024688856089850414	 0.028271135587388474	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
166.0	 1.27912187878152	 1.3032768910577504	 0.4107165812774296	 1.0680990677873976	 1738.5090799478	 0.0	 4.830861076497893E-4	 1.3191427517901985E-4	 274.53169047656195	 1.3191427517901985E-4	 4.8495160424262237E-4	 -0.014158633034852545	 0.0	 0.0016051561760000038	 0.0	 0.0	 0.026030385936259493	 0.02999847120650434	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
167.0	 1.2609413762564252	 1.2861463152380557	 0.41105244719877465	 1.068777358492843	 1733.8610865692197	 0.0	 4.8378394201275355E-4	 1.307178941232145E-4	 274.53169047656195	 1.307178941232145E-4	 4.8564943860565575E-4	 -0.0143584478519872	 0.0	 0.001698549412	 0.0	 0.0	 0.027371915797032777	 0.03172580684411536	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
168.0	 1.2499502160609766	 1.2690887955596062	 0.41116991455956264	 1.068950900244947	 1729.1818031706275	 0.0	 4.8443309017402324E-4	 1.2950682900406176E-4	 274.53169047656195	 1.2950682900406176E-4	 4.862985867669892E-4	 -0.014510368221479915	 0.0	 0.0017941545000000002	 0.0	 0.0	 0.0287452173966675	 0.033494051341386506	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
169.0	 1.234586721965321	 1.2521585100322816	 0.41126528069241436	 1.068814039554093	 1724.4857453720426	 0.0	 4.8503355887294803E-4	 1.2828592329645536E-4	 274.53169047656195	 1.2828592329645536E-4	 4.8689905546597296E-4	 -0.014591044447221745	 0.0	 0.001889759588	 0.0	 0.0	 0.030118518996302218	 0.035262295838657635	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
170.0	 1.2242035075168491	 1.2354095553394357	 0.41133059763339785	 1.0675615797520257	 1719.7880672457675	 0.0	 4.85585354248929E-4	 1.2706007869899575E-4	 274.53169047656195	 1.2706007869899575E-4	 4.8745085084200775E-4	 -0.014639141248990895	 0.0	 0.001987084235	 0.0	 0.0	 0.03151652088307402	 0.0370623440903428	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
171.0	 1.2062081167707128	 1.2188566318568557	 0.41140141816007575	 1.0643605378995666	 1715.0933732495575	 0.0	 4.860884816717663E-4	 1.2583101552864876E-4	 274.53169047656195	 1.2583101552864876E-4	 4.879539782648942E-4	 -0.014664855269897026	 0.0	 0.002084408882	 0.0	 0.0	 0.032876381434789784	 0.038307970242067294	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
172.0	 1.18494799276369	 1.2025225933475412	 0.41188003732920364	 1.0605405863120572	 1710.4088241661523	 0.0	 4.865429455864047E-4	 1.2460113894037806E-4	 274.53169047656195	 1.2460113894037806E-4	 4.884084421795764E-4	 -0.014653239387895674	 0.0	 0.0021829376470000003	 0.0	 0.0	 0.0342471580499428	 0.03948312341339488	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
173.0	 1.18329706019474	 1.1864469469304948	 0.4121740989549831	 1.0563239784954912	 1705.7467539473832	 0.0	 4.8694874937206637E-4	 1.2337425411743856E-4	 274.53169047656195	 1.2337425411743856E-4	 4.88814245965277E-4	 -0.014594556457026887	 0.0	 0.002281466412	 0.0	 0.0	 0.03561793466509581	 0.04065827658472247	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
174.0	 1.1729790963343572	 1.1706796794942471	 0.41224559363079805	 1.0524492729459363	 1701.1231279569865	 0.0	 4.873058952157617E-4	 1.221550741975673E-4	 274.53169047656195	 1.221550741975673E-4	 4.891713918090064E-4	 -0.014458267764908193	 0.0	 0.0023807208819999997	 0.0	 0.0	 0.036998807615501776	 0.041842085243939287	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
175.0	 1.160440887555048	 1.1553170027324475	 0.41238479265572286	 1.0494696263752983	 1696.5683784712517	 0.0	 4.8761438400016796E-4	 1.2095221351657705E-4	 274.53169047656195	 1.2095221351657705E-4	 4.894798805934415E-4	 -0.014204609182985906	 0.0	 0.002479975353	 0.0	 0.0	 0.038379680579820205	 0.043025893915083116	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
176.0	 1.1536767368404668	 1.1404614684225105	 0.41277711475536943	 1.046941902837086	 1692.116134979401	 0.0	 4.878742152058673E-4	 1.1977490402079574E-4	 274.53169047656195	 1.1977490402079574E-4	 4.897397117991649E-4	 -0.013850031797697374	 0.0	 0.002579563706	 0.0	 0.0	 0.03976519866110341	 0.04421368479884424	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
177.0	 1.1372596394289394	 1.1262050276495186	 0.4130443917954946	 1.0445902893763628	 1687.7981441246388	 0.0	 4.8808538682793766E-4	 1.1863156990191603E-4	 274.53169047656195	 1.1863156990191603E-4	 4.899508834212542E-4	 -0.01340538886818379	 0.0	 0.0026791520590000004	 0.0	 0.0	 0.041150716742386614	 0.04540147568260536	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
178.0	 1.135208268159647	 1.1125779428196207	 0.4132079912665748	 1.0410760759591062	 1683.6283390993228	 0.0	 4.8824789530689126E-4	 1.1752550173891403E-4	 274.53169047656195	 1.1752550173891403E-4	 4.901133919002218E-4	 -0.012975490808583257	 0.0	 0.002778682618	 0.0	 0.0	 0.04253543076747672	 0.046588577256981706	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
179.0	 1.1388178022203466	 1.0995575460627744	 0.41352021732134303	 1.0370300078448953	 1679.604558420853	 0.0	 4.883617354739593E-4	 1.164555156755492E-4	 274.53169047656195	 1.164555156755492E-4	 4.902272320672988E-4	 -0.012528923389776547	 0.0	 0.0028782131760000003	 0.0	 0.0	 0.043920144778654385	 0.04777567881943105	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
180.0	 1.1179264264939286	 1.0871820034933009	 0.4138144192295598	 1.03307804520437	 1675.7433945748655	 0.0	 4.884269005107235E-4	 1.1542551722535597E-4	 274.53169047656195	 1.1542551722535597E-4	 4.902923971040671E-4	 -0.012020024916249827	 0.0	 0.002977350382	 0.0	 0.0	 0.04529938629940628	 0.048958088870216285	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
181.0	 1.1017571222434694	 1.075494884627551	 0.41410272430234374	 1.0294863738195088	 1672.0635251318893	 0.0	 4.884433819230997E-4	 1.1443986088524786E-4	 274.53169047656195	 1.1443986088524786E-4	 4.903088785164423E-4	 -0.01146709182521356	 0.0	 0.003076487588	 0.0	 0.0	 0.046861603952262194	 0.05078303435725969	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
182.0	 1.107708285092453	 1.0645784546992845	 0.41437445774604953	 1.0267051507464173	 1668.5963467851734	 0.0	 4.884111695296801E-4	 1.1350617455836972E-4	 274.53169047656195	 1.1350617455836972E-4	 4.90276666123017E-4	 -0.010763417117768024	 0.0	 0.003174884824	 0.0	 0.0	 0.048465939791715616	 0.05278320663198059	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
183.0	 1.109256365743605	 1.0545733228417105	 0.41471228464160925	 1.0243073090489077	 1665.3927046951503	 0.0	 4.883302514644477E-4	 1.1263705005996155E-4	 274.53169047656195	 1.1263705005996155E-4	 4.901957480577735E-4	 -0.009944591509002162	 0.0	 0.003273282059	 0.0	 0.0	 0.05007027561486436	 0.05478337888637397	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
184.0	 1.101709847542741	 1.0455396846389873	 0.41486906147910235	 1.0217299225021765	 1662.478483167371	 0.0	 4.882006141938761E-4	 1.1183824043270465E-4	 274.53169047656195	 1.1183824043270468E-4	 4.90066110787186E-4	 -0.009101182718583702	 0.0	 0.0033706929410000004	 0.0	 0.0	 0.05165852926403565	 0.056763501025501026	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
185.0	 1.099543097145821	 1.0374495636104208	 0.41513135550270347	 1.018677923177911	 1659.8509210481868	 0.0	 4.880222425484359E-4	 1.1110792589862072E-4	 274.53169047656195	 1.1110792589862072E-4	 4.898877391417248E-4	 -0.00832690905734868	 0.0	 0.003468103824	 0.0	 0.0	 0.05324678292951161	 0.058743623184955594	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
186.0	 1.096383162344906	 1.0302175756881011	 0.41558877296092395	 1.0154578768342328	 1657.487695270638	 0.0	 4.8779511976852877E-4	 1.1043929063276779E-4	 274.53169047656195	 1.1043929063276779E-4	 4.896606163617916E-4	 -0.007593704889336969	 0.0	 0.003564300912	 0.0	 0.0	 0.05481524605107181	 0.0606990718962028	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
187.0	 1.092566711222016	 1.0239135687742644	 0.41590868896002303	 1.0131221990975665	 1655.416498119029	 0.0	 4.875192275648762E-4	 1.0983867456405582E-4	 274.53169047656195	 1.0983867456405582E-4	 4.893847241581081E-4	 -0.006669854687372334	 0.0	 0.0036604980000000003	 0.0	 0.0	 0.05638370917263201	 0.06265452060745	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
188.0	 1.0882287094980414	 1.0186599277299868	 0.4162388991023723	 1.0109753812782325	 1653.6823337818234	 0.0	 4.871945461933912E-4	 1.0931683995225794E-4	 274.53169047656195	 1.0931683995225793E-4	 4.89060042786587E-4	 -0.005777783015208954	 0.0	 0.0037551591470000004	 0.0	 0.0	 0.05792712926154456	 0.06457874743962118	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
189.0	 1.0858804525411134	 1.0143090263845698	 0.4164037431372647	 1.0086895266253544	 1652.2405486179248	 0.0	 4.868210545445663E-4	 1.0886139180908557E-4	 274.53169047656195	 1.0886139180908557E-4	 4.88686551137721E-4	 -0.005062455958165464	 0.0	 0.003849820294	 0.0	 0.0	 0.0594705493504571	 0.06650297427179234	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
190.0	 1.0909090908663241	 1.010747718931269	 0.4168230517131667	 1.0067082871455615	 1651.056606462217	 0.0	 4.863987302474101E-4	 1.0846278579131359E-4	 274.53169047656195	 1.0846278579131359E-4	 4.882642268405185E-4	 -0.00438488501675795	 0.0	 0.003942828353	 0.0	 0.0	 0.06098701636190545	 0.06839359791631631	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
191.0	 1.0869338292185304	 1.007978330255559	 0.4173167255696407	 1.0052124502654278	 1650.1335475944093	 0.0	 4.859275497879701E-4	 1.0812127037981717E-4	 274.53169047656195	 1.0812127037981717E-4	 4.8779304638102726E-4	 -0.003690774041325741	 0.0	 0.004035836412	 0.0	 0.0	 0.06246350484550921	 0.07009445901521577	 472.56841863623146	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1.0	 0.0	 0.0	 
