Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	Brennraumvolumen [m3]	p [bar]	dQh [J/s]	dQh [J/KW]	Qh [J]	dQb [J/s]	dQb [J/KW]	Qb [J]	T_mittel [K]	 kappa [-]	dQw [J/s]	dQw [J/KW]	Qw [J]	Xb[-]	Qb/Qmax [-]	Alpha [W/(m^2K)]	dmL [kg/s]	dmL [kg/KW]	mL [kg]
-38.5	 0.007623713871846105	 1.027597231744906E-4	 8.82611621774691	 134.3921553371577	 0.011197457255859954	 1.4099473029510827	 223.56136419998774	 0.01862697129464793	 1.533926061345772	 659.5359657402663	 1.3669289388219596	 89.16920886283002	 0.007429514038787977	 0.1239787583946892	 3.8828170847812364E-4	 0.004157006320041238	 451.8164379623361	 2.572526925305685E-5	 2.143410842202247E-9	 1.0470266140029447E-7	 
-37.0	 0.007748692787778008	 9.829396309481523E-5	 9.355875105896144	 4804.79984691265	 0.4003324507579455	 2.0104459790880007	 4899.989485	 0.4082635826086837	 2.1463214352587974	 668.3681088031088	 1.3638283505767428	 95.18963808735049	 0.00793113185073819	 0.1358754561707965	 3.8828170847812364E-4	 0.005816624409773019	 472.1290430852396	 2.6186687501323933E-5	 2.1818558771753254E-9	 1.0797544521605746E-7	 
-35.5	 0.007873671703709912	 9.396384282233798E-5	 9.915627677538025	 -1484.0629872157879	 -0.12365105554459423	 1.8249693957711095	 -1382.1907779500002	 -0.11516313669284346	 1.9735767302195322	 676.6986722389198	 1.3603836754174736	 101.87220926578765	 0.00848791885175076	 0.14860733444842264	 3.8828170847812364E-4	 0.0053484787483244695	 493.48218137354445	 2.6650715712881106E-5	 2.2205183724034825E-9	 1.1130622277466268E-7	 
-34.0	 0.007998650619641815	 8.977397093892696E-5	 10.504914066980659	 4460.52700877939	 0.3716478866948158	 2.382441225813333	 4568.810265	 0.3806699693455014	 2.544581684237784	 684.490477103753	 1.357023663528219	 108.28325622061026	 0.009022082650685602	 0.16214045842445104	 3.8828170847812364E-4	 0.006895927000521331	 515.8567241004434	 2.7117938412374173E-5	 2.259447030057763E-9	 1.1469539331974932E-7	 
-32.500000000000014	 0.008123629535573718	 8.572882156968796E-5	 11.166327185054817	 1022.6511743821782	 0.08520655676718167	 2.5102510609641056	 1139.2825405001404	 0.0949241979012349	 2.6869679810896363	 694.3397698687007	 1.3534476628864351	 116.63136611796227	 0.009717641134053233	 0.1767169201255309	 3.8828170847812364E-4	 0.007281800055824348	 540.0860182069139	 2.7567042809022483E-5	 2.2968660838133345E-9	 1.1814069244546932E-7	 
-31.0	 0.008248608451505622	 8.183272747837653E-5	 11.858859045852936	 16630.39564288803	 1.3856325459778633	 4.588699879930901	 16754.38308	 1.3959630896308162	 4.78091261553586	 703.4210799429993	 1.3499866251330574	 123.98743711196978	 0.010330543652952684	 0.1922127356049599	 3.8828170847812364E-4	 0.012956481058096757	 565.3581215970859	 2.8031615763485733E-5	 2.3355739666267336E-9	 1.2164405339540941E-7	 
-29.5	 0.008373587367437525	 7.808987342509373E-5	 12.601570251227892	 -3154.2198677373135	 -0.2628073197871207	 4.194488900250219	 -3021.2913299999936	 -0.25173181009190515	 4.403314900398002	 712.8131035056175	 1.3465169346596997	 132.92853773731983	 0.01107550969521556	 0.20882600014778324	 3.8828170847812364E-4	 0.011933174832447217	 592.0315642225996	 2.847974657121009E-5	 2.3729119016567857E-9	 1.252034212478946E-7	 
-28.000000000000014	 0.008498566283369428	 7.450428979398767E-5	 13.370943881207861	 6960.276658610483	 0.5799252209195125	 5.064376731629488	 7101.961654999783	 0.5917303124212128	 5.290910369029821	 721.1252795336918	 1.3432035685666754	 141.68499638930027	 0.01180509150170026	 0.22653363740033364	 3.8828170847812364E-4	 0.01433859714433185	 619.6487398756733	 2.8932493604185354E-5	 2.4106344572385423E-9	 1.288193729337524E-7	 
-26.5	 0.008623545199301332	 7.107984649774873E-5	 14.229457776177604	 618.485626548372	 0.05153177541698638	 5.1416743947549675	 771.0672634999992	 0.06424476713520612	 5.38727751973263	 731.6671017906594	 1.3396610608089061	 152.58163695162722	 0.012712991718219746	 0.24560312497766326	 3.8828170847812364E-4	 0.014599756312697816	 649.3391135480272	 2.935817959572724E-5	 2.4461023064054104E-9	 1.3248852639336053E-7	 
-25.0	 0.008748524115233235	 6.782024716479755E-5	 15.125245487052416	 4122.243514184613	 0.3434623504067417	 5.656867920365079	 4285.223339	 0.3570417116228742	 5.922840087166941	 741.9850663869315	 1.3380795738682034	 162.97982481538781	 0.01357936121613246	 0.265972166801862	 3.8828170847812364E-4	 0.01605115415624752	 679.944399034588	 2.983289971732029E-5	 2.4856556438505844E-9	 1.362170098591364E-7	 
-23.500000000000014	 0.008873503031165138	 6.472902361425703E-5	 16.082036255799096	 -6473.420583722847	 -0.5393607246166336	 4.847826833440129	 -6298.597184999985	 -0.5247945653820242	 5.135648239093905	 752.9685117266974	 1.3368152945299558	 174.82339872286232	 0.014566159234609488	 0.28782140565377623	 3.8828170847812364E-4	 0.013917830021540801	 711.9463094034229	 3.0283228802960686E-5	 2.5231767378078787E-9	 1.4000177496584823E-7	 
-22.0	 0.008998481947097042	 6.180953062305986E-5	 17.100078950102574	 12051.146809209327	 1.004092842634132	 6.353966097391327	 12238.625190000002	 1.0197134058287234	 6.665218347836991	 764.5285216270026	 1.3354996186866612	 187.47838079067526	 0.015620563194591446	 0.3112522504456634	 3.8828170847812364E-4	 0.018063031520635663	 745.2959681064243	 3.073033559965024E-5	 2.5604293529785763E-9	 1.438424189953161E-7	 
-20.5	 0.009123460863028945	 5.906494098885967E-5	 18.259244845444666	 21572.476368880045	 1.7974031403661541	 9.050070807940559	 21776.122714999765	 1.814370806747178	 9.386774557957757	 780.1105895188551	 1.3337524678565233	 203.6463461197196	 0.01696766638102382	 0.33670375001719915	 3.8828170847812364E-4	 0.02543856718100101	 781.2590783790101	 3.11285670022761E-5	 2.593609705638724E-9	 1.477328335537742E-7	 
-19.000000000000014	 0.009248439778960848	 5.6498240891815664E-5	 19.687687418719875	 67641.16746913009	 5.635813188440137	 17.50379059060076	 67868.45514999927	 5.654750633746608	 17.868900508577667	 804.5938592628762	 1.3310743725349412	 227.28768086917677	 0.01893744530647075	 0.3651099179769053	 3.8828170847812364E-4	 0.048425497302768156	 821.7771593638337	 3.1425349929244094E-5	 2.6183374446250952E-9	 1.5166033972071184E-7	 
-17.5	 0.009373418694892752	 5.4112225557767084E-5	 21.549038444795187	 119656.64835877632	 9.969705463949886	 32.45834878652559	 119919.524265	 9.991608094472854	 32.856312650286945	 843.4782632284159	 1.3270126431724445	 262.8759062236726	 0.021902630522967526	 0.39796386376135656	 3.8828170847812364E-4	 0.08904203584667142	 869.0927315783917	 3.1571171884482545E-5	 2.6304872245482767E-9	 1.5560607055753425E-7	 
-16.0	 0.009498397610824655	 5.190949522484199E-5	 23.97765668122776	 190168.5910828161	 15.844709571885188	 56.22541314435337	 190484.0371	 15.870992306060307	 56.662801109377405	 900.3423387161304	 1.3215717822901587	 315.44601718388304	 0.02628273417511884	 0.4373879650240348	 3.8828170847812364E-4	 0.15355865465657884	 924.5248634645604	 3.1531852125826084E-5	 2.6272111306738845E-9	 1.5954688725354508E-7	 
-14.500000000000014	 0.009623376526756558	 4.9892451415116797E-5	 26.8756457543265	 219493.88595769284	 18.28807194711552	 83.65752106502664	 219876.3189999996	 18.319935991811544	 84.14270509709472	 969.9545764159972	 1.3158828619367766	 382.43304230677944	 0.031864044696027355	 0.48518403206807587	 3.8828170847812364E-4	 0.22803038926603278	 985.4975754769204	 3.138429508897926E-5	 2.6149167850050577E-9	 1.6346926243105267E-7	 
-13.0	 0.009748355442688462	 4.806329351258489E-5	 30.146381088874474	 237142.81997247945	 19.758568374130004	 113.29537362622165	 237607.0619	 19.797248676017773	 113.83857811112138	 1048.1172110526545	 1.3106857959806344	 464.2419275205487	 0.03868030188777029	 0.5432044848997313	 3.8828170847812364E-4	 0.3085074962852245	 1049.7030960494826	 3.116449518712905E-5	 2.596603216034939E-9	 1.6736416725510508E-7	 
-11.5	 0.009873334358620365	 4.6424015648374064E-5	 33.53033203216429	 231423.960293854	 19.282077118795815	 142.21848930441536	 231974.11345000018	 19.32791548216359	 142.83045133436676	 1126.017575421301	 1.3060327177961224	 550.1531561461612	 0.04583836336777493	 0.6119620299513937	 3.8828170847812364E-4	 0.38707673326208963	 1112.9578990821783	 3.0950913650708604E-5	 2.5788077567783404E-9	 1.7123237889027258E-7	 
-10.000000000000014	 0.009998313274552268	 4.49764038939033E-5	 36.82043147614515	 213503.00524575938	 17.78891609587899	 168.90186344823385	 214138.04020000016	 17.84182674931891	 169.59319145834513	 1197.9581905335356	 1.302137529187465	 635.0349542407826	 0.05291065343991924	 0.6913280101112725	 3.8828170847812364E-4	 0.4596049226191392	 1172.3746884664451	 3.076818315549463E-5	 2.5635827839786456E-9	 1.7507775306624055E-7	 
-8.5	 0.010123292190484173	 4.372203376243755E-5	 39.86020129598243	 177119.6048120409	 14.757477466464003	 191.03807964792986	 177834.2764	 14.817023386670979	 191.8187265383516	 1260.6987775158875	 1.2990209631717093	 714.6715879591047	 0.059545920206973885	 0.7806468904217334	 3.8828170847812364E-4	 0.5198370890332272	 1226.015946410595	 3.0624735702922727E-5	 2.551630845901559E-9	 1.7890519933509288E-7	 
-7.0	 0.010248271106416075	 4.266226801933781E-5	 42.558307336872765	 138003.17589871964	 11.498324879321169	 208.28556696691163	 138790.0042	 11.563882844733543	 209.1645508054519	 1313.4186858160979	 1.2965842764152464	 786.8283012803466	 0.06555796541237252	 0.8789838385402922	 3.8828170847812364E-4	 0.5668450269786838	 1272.842440101514	 3.05136220881943E-5	 2.5423729398255365E-9	 1.827187587448312E-7	 
-5.500000000000014	 0.010373250022347978	 4.1798254801160973E-5	 44.850179917948005	 116430.0418558361	 9.700866942032354	 222.83686737996013	 117277.40145000024	 9.771468331021108	 223.82175330198356	 1356.1278934187533	 1.294721806931831	 847.3595941641427	 0.07060138898875476	 0.9848859220234243	 3.8828170847812364E-4	 0.6065666830269225	 1312.1173738981256	 3.0439853582531613E-5	 2.5362266012471106E-9	 1.8652309864670187E-7	 
-4.0	 0.010498228938279883	 4.113092604365344E-5	 46.72787514152012	 98080.94022022586	 8.172033054870433	 235.09491696226578	 98977.65946	 8.2467470538586	 236.19187388277146	 1390.356683581937	 1.2932960398893205	 896.7192397741325	 0.07471399898816773	 1.096956920505676	 3.8828170847812364E-4	 0.6400902476431286	 1343.7278186999379	 3.0384740639397152E-5	 2.531634630655936E-9	 1.9032055059268577E-7	 
-2.5	 0.010623207854211785	 4.0660996218617637E-5	 48.19784486971225	 78233.44391436204	 6.5183540066908865	 244.87244797230213	 79170.53623500004	 6.596431861598519	 246.08652167516925	 1417.720877482284	 1.2921964816600628	 937.0923206380025	 0.07807785490763276	 1.2140737028671251	 3.8828170847812364E-4	 0.6669051733713564	 1367.6853773256137	 3.0325840280828315E-5	 2.5267270953479804E-9	 1.9411064123570775E-7	 
-1.0	 0.010748186770143688	 4.038896137956317E-5	 49.26886374223535	 62041.26938552568	 5.169233727228122	 252.6262985631443	 63010.21747000031	 5.249965781356078	 253.96147034720337	 1439.539933998212	 1.2913441367706213	 968.9480844746279	 0.08073205412795555	 1.3351717840590585	 3.8828170847812364E-4	 0.6882466266686068	 1384.0247998758823	 3.025373089838534E-5	 2.5207189937171526E-9	 1.9789171972628347E-7	 
0.5	 0.010873165686075593	 4.031509851602872E-5	 49.919765389133566	 55962.6216589453	 4.662765191761493	 259.62044635078655	 56952.661940000005	 4.745254632464915	 261.0793522959007	 1455.9019343245452	 1.2907186170126488	 990.040281054699	 0.08248944070342214	 1.4589059451141917	 3.8828170847812364E-4	 0.7075363962290006	 1392.4775389998224	 3.0174651990086485E-5	 2.514130196228973E-9	 2.0166291502062693E-7	 
2.0	 0.010998144602007496	 4.0439465216439126E-5	 50.18315805320628	 46369.03822617589	 3.863434753541634	 265.415598481099	 47371.92629	 3.9469946622201557	 266.99984428923096	 1468.110080156604	 1.2902592876193626	 1002.888063824108	 0.08355990867852169	 1.5842458081319741	 3.8828170847812364E-4	 0.7235811869488575	 1393.4317471096938	 3.0073765418911485E-5	 2.505724400030614E-9	 2.0542150162067286E-7	 
3.5	 0.011123123517939398	 4.07618996393452E-5	 50.04800838627268	 37911.4513641552	 3.1587547285981303	 270.1537305739962	 38918.123955000076	 3.2426299613328995	 271.8637892312303	 1475.8417712213693	 1.2899715770320244	 1006.6725908448775	 0.08387523273476886	 1.7100586572341274	 3.8828170847812364E-4	 0.736762689221845	 1386.8495136630643	 2.995464777163774E-5	 2.4957996037475263E-9	 2.0916520102629415E-7	 
5.0	 0.011248102433871303	 4.128202079289849E-5	 49.54979837257552	 36854.85291723512	 3.0707197096171943	 274.759810138422	 37856.95727	 3.1542143200566586	 276.59511071131533	 1479.8059281526819	 1.2898250093698962	 1002.1043527648804	 0.08349461043946428	 1.8353005728933238	 3.8828170847812364E-4	 0.7495847761466897	 1373.2734828657915	 2.9815392033885893E-5	 2.484196916319844E-9	 2.1289149640077393E-7	 
6.5	 0.011373081349803206	 4.1999229122399E-5	 48.73079923643635	 29407.185500500298	 2.4501854429739427	 278.43508830288295	 30397.99353999998	 2.532738852756133	 280.39421899044953	 1480.6421188354072	 1.2897941739603695	 990.8080394996834	 0.08255340978218995	 1.9591306875666088	 3.8828170847812364E-4	 0.7598805247651245	 1353.3788694323641	 2.965144562823431E-5	 2.4705370202869994E-9	 2.1659730193120443E-7	 
8.0	 0.011498060265735108	 4.291270740574986E-5	 47.631621108848485	 23584.984937006648	 1.9650838997982407	 281.38271415258026	 24558.934010000143	 2.0462326326753133	 283.4635679394625	 1478.7332121974812	 1.2898646082738212	 973.9490729934944	 0.08114873287707276	 2.080853786882218	 3.8828170847812364E-4	 0.7681985938696188	 1327.872225996068	 2.94616611782084E-5	 2.4547243170703523E-9	 2.2027938840680995E-7	 
9.5	 0.011623039181667013	 4.402142195663432E-5	 46.31085401330542	 25708.64285555756	 2.142025542778704	 284.59575246674837	 26660.766994999998	 2.221355837965446	 286.7956016964107	 1474.8867929964808	 1.2900069810961043	 952.1241394424402	 0.07933029518674171	 2.1998492296623304	 3.8828170847812364E-4	 0.7772285502249284	 1297.69907799392	 2.924845274925964E-5	 2.436959944858646E-9	 2.2393482832409792E-7	 
11.0	 0.011748018097598916	 4.532412413519884E-5	 44.78381369255856	 23677.744904409476	 1.9728125932434968	 287.5549713566136	 24602.5487	 2.049866577125239	 289.87040156209855	 1468.4716988473144	 1.290245776350823	 924.8037955905244	 0.0770539838817422	 2.315430205484944	 3.8828170847812364E-4	 0.7855613915506129	 1263.344938689261	 2.9020288052035095E-5	 2.417949427183276E-9	 2.2756175246487284E-7	 
12.5	 0.011872997013530819	 4.6819352165977674E-5	 43.108707719707006	 20560.69824131045	 1.7131025180013146	 290.1246251336156	 21455.540764999976	 1.7876601503616385	 292.551891787641	 1460.187814136119	 1.2905566514317162	 894.8425236895291	 0.07455763236032394	 2.4272666540254297	 3.8828170847812364E-4	 0.7928283466507362	 1225.7843556129822	 2.8769649036884674E-5	 2.3970663655807827E-9	 2.31157352013244E-7	 
14.0	 0.011997975929462723	 4.850543326272632E-5	 41.33493307537234	 17938.513237899097	 1.494623958601818	 292.36656107151833	 18801.40379	 1.5665193757814528	 294.9016708513132	 1450.5381076430033	 1.2909224130578967	 862.8905521009049	 0.07189541717963512	 2.5351097797948823	 3.8828170847812364E-4	 0.7991963500796734	 1185.8937863416686	 2.8499452578118617E-5	 2.3745537919106354E-9	 2.3471918270110997E-7	 
15.5	 0.012122954845394626	 5.0380486059727314E-5	 39.48990170730309	 17789.62431765849	 1.4822186413711895	 294.5898890335751	 18618.336490000016	 1.5512663406504006	 297.2285703622888	 1439.3721362448998	 1.2913506114851858	 828.7121723415272	 0.06904769927921116	 2.638681328713699	 3.8828170847812364E-4	 0.8055023489260192	 1144.2869561654722	 2.821688624815514E-5	 2.3510105695121744E-9	 2.3824569855537824E-7	 
17.0	 0.012247933761326529	 5.244242334901422E-5	 37.61553587467879	 17544.67578497113	 1.4618097066549383	 296.7826035935575	 18338.37478999999	 1.5279401341380965	 299.52048056349594	 1427.1769658936691	 1.2918244876172877	 793.699005028862	 0.06613042748315832	 2.7378769699384367	 3.8828170847812364E-4	 0.8117135252215875	 1101.7239467402817	 2.7920636790830475E-5	 2.32632727883094E-9	 2.417351894736246E-7	 
18.49999999999997	 0.012372912677258431	 5.4688955122784156E-5	 35.73638681487561	 15335.10502106755	 1.2777098674899403	 298.69916839479237	 16093.438234999987	 1.3408936428182283	 301.53182102772325	 1413.973245392365	 1.2923450273888166	 758.333213932438	 0.06318377532828817	 2.832652632930869	 3.8828170847812364E-4	 0.8171643453310079	 1058.7395598353569	 2.7613368970716937E-5	 2.3007259461252405E-9	 2.4518627839281247E-7	 
20.0	 0.012497891593190336	 5.711759192007833E-5	 33.88023660340908	 14130.191556003338	 1.177317348386288	 300.4651444173718	 14853.50828	 1.237583575079967	 303.3881963903432	 1400.0718317786987	 1.2929016713009234	 723.3167239966626	 0.0602662266936791	 2.9230519729713875	 3.8828170847812364E-4	 0.8221952032773221	 1015.8788296530846	 2.729597838217522E-5	 2.274281191669952E-9	 2.485977001803174E-7	 
21.5	 0.012622870509122239	 5.972564847655261E-5	 32.063032344916664	 13131.591448722626	 1.0941147091480041	 302.10631648109376	 13820.238425000014	 1.1514922775179581	 305.1154348066201	 1385.487123472345	 1.2934953956876716	 688.6469762773879	 0.05737756836995408	 3.0091183255263187	 3.8828170847812364E-4	 0.8268760944842828	 973.5182724543413	 2.6972483421409587E-5	 2.2473278253326706E-9	 2.519686919183164E-7	 
22.99999999999997	 0.012747849425054142	 6.251024767587995E-5	 30.30025830379356	 12302.942457597577	 1.0250722740820881	 303.64392489221694	 12957.727250000005	 1.0796284697641894	 306.7348775112664	 1370.3691512619187	 1.2941216088265612	 654.7847924024283	 0.05455619568210125	 3.0909526190494705	 3.8828170847812364E-4	 0.831264854625859	 932.00028449654	 2.664383735723104E-5	 2.2199452727817896E-9	 2.552986098274891E-7	 
24.5	 0.012872828340986046	 6.546832480096786E-5	 28.60286243356124	 11029.903850171408	 0.9190036173516998	 305.0224303182445	 11651.892739999994	 0.9708272821333429	 308.19111843446643	 1354.8265791276583	 1.2947771580790035	 621.9888898285863	 0.05182366478164319	 3.168688116221935	 3.8828170847812364E-4	 0.8352113308438418	 891.5861712567639	 2.6311472894895327E-5	 2.1922529059837847E-9	 2.5858698918646475E-7	 
26.0	 0.012997807256917949	 6.859663208279093E-5	 26.980667489866203	 8925.337838582922	 0.743652698261394	 306.1379093656366	 9515.95208600005	 0.7928622505121472	 309.38041181023465	 1339.06416372757	 1.2954544781571786	 590.6142474171286	 0.04920955225075312	 3.242502444598065	 3.8828170847812364E-4	 0.8384343676016333	 852.50024415341	 2.5975695707431847E-5	 2.164276193394552E-9	 2.618334034765566E-7	 
27.49999999999997	 0.013122786172849852	 7.189174354417205E-5	 25.43923423217121	 9708.531468943778	 0.8089078255195752	 307.3512711039159	 10269.128338500033	 0.8556163515408814	 310.66383633754594	 1323.2193381773309	 1.2961483747152913	 560.596869556255	 0.04670852602130626	 3.3125652336300244	 3.8828170847812364E-4	 0.8419125038728484	 814.8934621451592	 2.563870754400504E-5	 2.1361985831632417E-9	 2.6503770135130143E-7	 
29.0	 0.013247765088781756	 7.535006013533716E-5	 23.9823841361695	 10439.750181642008	 0.8698324402010063	 308.6560197642174	 10971.79985	 0.91416243404988	 312.03507998862074	 1307.457539169075	 1.2968519590309504	 532.049668357992	 0.0443299938488737	 3.379060224403335	 3.8828170847812364E-4	 0.8456286337877632	 778.8770605519345	 2.5301285068081076E-5	 2.108084786328551E-9	 2.6819982853079425E-7	 
30.5	 0.013372744004713659	 7.896781515749008E-5	 22.611434416579367	 9806.51731297605	 0.8170719352287924	 309.88162766706057	 10311.763857999982	 0.8591687122124129	 313.32383305693935	 1291.9112512309227	 1.297559295018658	 505.2465450239324	 0.04209677698362045	 3.4422053898787657	 3.8828170847812364E-4	 0.8491212106367886	 744.5150726244989	 2.496283984520603E-5	 2.079885774957048E-9	 2.713196571932298E-7	 
31.99999999999997	 0.013497722920645562	 8.274107997001513E-5	 21.32458523970059	 7561.043885088655	 0.6299807120479514	 310.8265987351325	 8041.226757000066	 0.6699892019016555	 314.32881685979186	 1276.6122090713216	 1.298268692799833	 480.1828719114111	 0.040008489853704116	 3.502218124659322	 3.8828170847812364E-4	 0.8518447604383558	 711.8175455803247	 2.4624109777270468E-5	 2.0516630305009637E-9	 2.7439715173898125E-7	 
33.5	 0.013622701836577466	 8.666576997620767E-5	 20.115865818310596	 8082.734445272511	 0.6734475924904085	 311.8367701238682	 8539.12368200003	 0.711473613856538	 315.3960272805767	 1261.3809818879802	 1.2989884074558076	 456.38923672751946	 0.03802602136612947	 3.559257156708516	 3.8828170847812364E-4	 0.8547369470800796	 680.7265655693917	 2.4288470757566957E-5	 2.023697829949636E-9	 2.774326984839057E-7	 
35.0	 0.013747680752509369	 9.073765088166461E-5	 18.9808360961221	 8070.749307853575	 0.6724489995024662	 312.84544362312187	 8504.499054999971	 0.7085887149585287	 316.45891035301446	 1246.13620925351	 1.299722560708371	 433.7497471463953	 0.036139715456062455	 3.6134667298926098	 3.8828170847812364E-4	 0.8576174064196337	 651.1932586059432	 2.395698991512419E-5	 1.9960790857225083E-9	 2.8042681711248944E-7	 
36.49999999999997	 0.013872659668441272	 9.495234521863488E-5	 17.924000703405156	 7433.415466369486	 0.6193468044388681	 313.77446382978013	 7846.327746500027	 0.6537503572026585	 317.43953588881845	 1231.419289390968	 1.3004447237208074	 412.9122801305407	 0.03440355276379025	 3.665072059038295	 3.8828170847812364E-4	 0.8602749442584227	 623.2844930938668	 2.3625768206569095E-5	 1.968481932343623E-9	 2.833795400110049E-7	 
38.0	 0.013997638584373176	 9.930533912872713E-5	 16.935299976232102	 7374.760774201971	 0.6144597378779245	 314.69615343659706	 7767.940105	 0.6472191555645703	 318.41036462216533	 1216.839836724989	 1.3011734757350926	 393.1793307980288	 0.032759417686645906	 3.714211185568264	 3.8828170847812364E-4	 0.8629059323365963	 596.8616487824096	 2.3299172192342645E-5	 1.9412701884731545E-9	 2.862914452937146E-7	 
39.5	 0.014122617500305079	 1.0379198939541336E-4	 16.011416836899386	 6214.463532877977	 0.5177846102916239	 315.47283035203446	 6589.132185999988	 0.5490017316921941	 319.2338672197036	 1202.4419322074668	 1.301906496594232	 374.6686531220116	 0.031217121400570237	 3.7610368676691195	 3.8828170847812364E-4	 0.8651376601811142	 571.8727711610642	 2.2976380203776182E-5	 1.9143753932714614E-9	 2.891630083836218E-7	 
40.99999999999997	 0.014247596416236982	 1.0840753071675346E-4	 15.152008186874715	 6383.819333367035	 0.531895213192892	 316.27067317182383	 6741.330198000008	 0.5616827600566963	 320.07639135978866	 1188.5096474817026	 1.302628737500003	 357.51086463297315	 0.02978754686380429	 3.805718187964826	 3.8828170847812364E-4	 0.8674209372329743	 548.3054823037123	 2.2656399199066955E-5	 1.887714807213221E-9	 2.9199458059444163E-7	 
42.5	 0.014372575332168886	 1.131470832076891E-4	 14.34979510040559	 5500.406046817406	 0.45828985661101695	 316.9581079567403	 5841.733743000004	 0.48672903357530717	 320.8064849101516	 1174.801899961335	 1.303352035641538	 341.32769618259874	 0.028439176964290176	 3.8483769534112615	 3.8828170847812364E-4	 0.8693995224983014	 526.0453486986163	 2.2341397983095896E-5	 1.8614691335536916E-9	 2.9478678429477217E-7	 
44.0	 0.01449755424810079	 1.1800566012012975E-4	 13.602241804070992	 6130.3615560452145	 0.5107772943634314	 317.72427389828545	 6456.565039999983	 0.5379563328953495	 321.6134194094946	 1161.4255796311033	 1.3040702624441614	 326.20348395476907	 0.027179038531918047	 3.8891455112091387	 3.8828170847812364E-4	 0.8715863500763434	 505.04345876927033	 2.203058322635631E-5	 1.8355722726517238E-9	 2.9754014270374974E-7	 
45.49999999999997	 0.014622533164032692	 1.2297817576790282E-4	 12.906546937159417	 4865.271198955645	 0.4053708801067921	 318.33233021844563	 5177.412144000031	 0.4313782380598636	 322.2604867665844	 1148.4672470730761	 1.3047780002366185	 312.1409450443857	 0.026007357953071433	 3.928156548138746	 3.8828170847812364E-4	 0.8733399307479924	 485.24604745174946	 2.1723660506434786E-5	 1.809999693444615E-9	 3.0025514224391666E-7	 
47.0	 0.014747512079964597	 1.2805945364242286E-4	 12.257536666934705	 6940.573583742889	 0.5782835749611945	 319.1997555808874	 7239.441487	 0.6031850326651377	 323.1652643155821	 1135.789264446964	 1.3054820565419685	 298.8679032571105	 0.024901457703943097	 3.9655087346946605	 3.8828170847812364E-4	 0.8757919172447307	 466.5625127838731	 2.142202731869351E-5	 1.7848678342359556E-9	 3.029324439952706E-7	 
48.5	 0.0148724909958965	 1.3324423470372084E-4	 11.654129396353376	 4515.36553046752	 0.37621699268940967	 319.76408106992153	 4801.990043000009	 0.4000983399266234	 323.76541182547203	 1123.6047175790177	 1.3061697759201572	 286.6245125324886	 0.023881347237213784	 4.001330755550481	 3.8828170847812364E-4	 0.8774183430904333	 448.96307543639745	 2.1123908303551544E-5	 1.760028773348536E-9	 3.055724871552934E-7	 
49.99999999999997	 0.014997469911828402	 1.3852718583022387E-4	 11.090025905480974	 6026.715061767245	 0.5021415433667629	 320.51729338497165	 6301.75525099996	 0.5250576931587697	 324.55299836521016	 1111.6170731714165	 1.306857179877224	 275.0401892327146	 0.02291614979200682	 4.035704980238491	 3.8828170847812364E-4	 0.8795527368567132	 432.33754022982265	 2.0831270391733293E-5	 1.7356463940287887E-9	 3.081759567463366E-7	 
51.5	 0.015122448827760307	 1.439029084094354E-4	 10.564095298874319	 4566.277718716186	 0.3804589594194358	 321.0879818241008	 4830.497319499987	 0.4024735456020489	 325.1567086836132	 1099.9978346328483	 1.3075338800904728	 264.2196007837997	 0.02201458618261305	 4.06872685951241	 3.8828170847812364E-4	 0.8811888180683942	 416.65445017016964	 2.0543178872730805E-5	 1.7116428168727178E-9	 3.107434209716457E-7	 
53.0	 0.01524742774369221	 1.4936594705040957E-4	 10.075363805607441	 6077.720835310718	 0.5063913075559171	 321.8475687854347	 6331.958405999982	 0.527574198205187	 325.948069980921	 1088.9415328204632	 1.3081875008301647	 254.23757068926398	 0.021182890649269908	 4.1005011954863155	 3.8828170847812364E-4	 0.8833334415918112	 401.88588348351743	 2.025894676091958E-5	 1.6879608027345827E-9	 3.1327536217574755E-7	 
54.49999999999997	 0.015372406659624112	 1.549107983977064E-4	 9.617044914892832	 3886.1413139813953	 0.3237904857197182	 322.33325451401424	 4130.846074499987	 0.34417910951504455	 326.46433864519355	 1077.997650194826	 1.3088439673360588	 244.70476051859114	 0.020388623795326365	 4.131084131179305	 3.8828170847812364E-4	 0.8847325521189101	 387.9112466043612	 1.9980542676511962E-5	 1.6647643756277305E-9	 3.1577250873918916E-7	 
56.0	 0.015497385575556017	 1.6053192002531987E-4	 9.18889305876332	 4719.224600963305	 0.39320238311170874	 322.9230580886818	 4955.061958	 0.412852181257503	 327.0836169170798	 1067.3854853241914	 1.3094897140097905	 235.8373570366947	 0.01964979814579423	 4.160558828397996	 3.8828170847812364E-4	 0.8864108231614118	 374.71358591897354	 1.9706475325900914E-5	 1.641929282046599E-9	 3.1823540266225903E-7	 
57.5	 0.01562236449148792	 1.662237393879254E-4	 8.7888544388672	 4582.735924624031	 0.3818302452411335	 323.49580345654346	 4810.206330499972	 0.40078291506311026	 327.6847912896744	 1057.119789515099	 1.310123125967279	 227.47040587594057	 0.018952669821976742	 4.188987833130962	 3.8828170847812364E-4	 0.8880400318496912	 362.2476995777566	 1.9437410590643903E-5	 1.619511002761315E-9	 3.20664669166401E-7	 
